,Henty,California Longbow,Champions League,Rura Penthe,Blazing Rebel,Concentric,Cable Dancer,Bishop Rock
08-01-2023 14:25:40.471751,"(5.5, 7.0, 6.872727272727273)","(12.0, 17.5, 17.227272727272727)","(2.0, 2.2, 2.1877142857142857)","(5.5, 7.0, 7.08)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.652173913043478)","(17.0, 22.0, 21.53846153846154)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:41.692252,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.5, 17.1)","(2.0, 2.2, 2.188709677419355)","(5.5, 7.2, 7.13)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.8, 9.654545454545454)","(17.0, 22.0, 22.043478260869566)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:43.877982,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.5, 16.903225806451612)","(2.0, 2.2, 2.188709677419355)","(5.5, 7.2, 7.13)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.8, 9.654545454545454)","(17.0, 23.0, 22.043478260869566)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:45.201431,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.903225806451612)","(2.0, 2.2, 2.1875)","(5.5, 7.2, 7.1647058823529415)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.8, 9.485714285714286)","(17.0, 23.0, 21.875)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:46.535213,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.903225806451612)","(2.0, 2.2, 2.1833333333333336)","(5.5, 7.2, 7.1647058823529415)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.485714285714286)","(17.0, 22.0, 21.875)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:48.100647,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.903225806451612)","(2.0, 2.2, 2.1833333333333336)","(5.5, 7.2, 7.175)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.485714285714286)","(17.0, 22.0, 22.166666666666668)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:49.448175,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.903225806451612)","(2.0, 2.2, 2.1833333333333336)","(5.5, 7.2, 7.175)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.485714285714286)","(17.0, 23.0, 22.166666666666668)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:50.800190,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.890625)","(2.0, 2.2, 2.182903225806452)","(5.5, 7.2, 7.158620689655173)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.485714285714286)","(17.0, 23.0, 21.95)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:51.956159,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.890625)","(2.0, 2.2, 2.182903225806452)","(5.5, 7.2, 7.158620689655173)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.6, 9.64)","(17.0, 23.0, 21.95)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:53.301094,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.75)","(2.0, 2.2, 2.1817241379310346)","(5.5, 7.2, 7.158620689655173)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.8, 9.678571428571429)","(17.0, 23.0, 21.8)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:54.590118,"(5.5, 7.2, 7.164137931034483)","(12.0, 17.0, 16.75)","(2.0, 2.2, 2.18)","(5.5, 7.2, 7.164285714285715)","(16.0, 25.0, 21.666666666666668)","(7.5, 9.8, 10.016304347826088)","(17.0, 23.0, 21.8)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:55.865362,"(5.5, 7.2, 7.153153153153153)","(12.0, 17.0, 16.666666666666668)","(2.0, 2.18, 2.1783)","(5.5, 7.2, 7.158333333333333)","(16.0, 25.0, 21.666666666666668)","(7.5, 10.5, 10.12295081967213)","(17.0, 23.0, 21.13157894736842)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:57.067674,"(5.5, 7.2, 7.153153153153153)","(12.0, 16.0, 15.745192307692308)","(2.0, 2.2, 2.1923893805309738)","(5.5, 7.2, 7.158333333333333)","(16.0, 25.0, 21.666666666666668)","(7.5, 10.5, 10.12295081967213)","(17.0, 22.0, 21.13157894736842)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:58.376034,"(5.5, 7.2, 7.153153153153153)","(12.0, 16.0, 15.8984375)","(2.0, 2.2, 2.1916883116883117)","(5.5, 7.2, 7.166666666666667)","(16.0, 25.0, 21.666666666666668)","(7.5, 10.5, 10.132743362831858)","(17.0, 22.0, 21.31578947368421)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:25:59.551877,"(5.5, 7.2, 7.153153153153153)","(12.0, 16.0, 15.8984375)","(2.0, 2.2, 2.1916883116883117)","(5.5, 7.2, 7.166666666666667)","(16.0, 25.0, 21.666666666666668)","(7.5, 10.5, 10.288461538461538)","(17.0, 22.0, 20.9)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:26:00.832991,"(5.5, 7.2, 6.979816513761468)","(12.0, 16.0, 15.8984375)","(2.0, 2.2, 2.207594936708861)","(5.5, 7.2, 7.166666666666667)","(16.0, 25.0, 21.666666666666668)","(7.5, 10.5, 10.316666666666666)","(17.0, 21.0, 20.865671641791046)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:26:01.999557,"(5.5, 7.0, 6.979816513761468)","(12.0, 16.0, 15.8984375)","(2.0, 2.22, 2.197379310344828)","(5.5, 7.2, 7.131578947368421)","(16.0, 25.0, 22.333333333333332)","(7.5, 10.5, 10.159420289855072)","(17.0, 21.0, 20.865671641791046)","(101.0, 230.0, 216.66666666666666)"
08-01-2023 14:26:03.297952,"(5.5, 7.0, 6.979816513761468)","(12.0, 16.0, 15.864285714285714)","(2.0, 2.2, 2.197379310344828)","(6.0, 7.2, 7.131578947368421)","(16.0, 25.0, 22.333333333333332)","(7.5, 10.5, 10.152777777777779)","(17.0, 21.0, 20.954545454545453)","(91.0, 230.0, 216.66666666666666)"
08-01-2023 14:26:04.487968,"(5.5, 7.0, 6.979816513761468)","(12.0, 16.0, 15.864285714285714)","(2.0, 2.2, 2.1963157894736844)","(6.0, 7.2, 7.131578947368421)","(16.0, 25.0, 22.333333333333332)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.954545454545453)","(91.0, 230.0, 193.33333333333334)"
08-01-2023 14:26:05.668557,"(5.5, 7.0, 6.979816513761468)","(12.0, 16.0, 15.805970149253731)","(2.0, 2.2, 2.1963157894736844)","(6.0, 7.2, 7.131578947368421)","(16.0, 25.0, 21.8)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.926470588235293)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:06.740577,"(5.5, 7.2, 7.153153153153153)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.2, 2.196440677966102)","(6.0, 7.2, 7.131578947368421)","(16.0, 24.0, 21.473684210526315)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.926470588235293)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:07.925119,"(5.5, 7.2, 7.129411764705883)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.2, 2.196440677966102)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 21.473684210526315)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.926470588235293)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:09.114538,"(5.5, 7.2, 7.129411764705883)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.2, 2.2045238095238098)","(6.0, 7.2, 7.131578947368421)","(16.0, 24.0, 21.866666666666667)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.926470588235293)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:10.227886,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.2045238095238098)","(6.0, 7.2, 7.131578947368421)","(16.0, 24.0, 21.866666666666667)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.926470588235293)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:11.327727,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.2045238095238098)","(6.0, 7.2, 7.131578947368421)","(16.0, 24.0, 21.866666666666667)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:12.453809,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.2045238095238098)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 21.78)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:13.563612,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.2045238095238098)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 20.425531914893618)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:14.689167,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.2045238095238098)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 20.425531914893618)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:15.801368,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.1979661016949152)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 20.476190476190474)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:16.874474,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.1979661016949152)","(6.0, 7.2, 7.142222222222222)","(16.0, 24.0, 20.476190476190474)","(7.5, 10.5, 10.186440677966102)","(17.0, 21.0, 20.94047619047619)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:18.063361,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.0, 15.841666666666667)","(2.0, 2.22, 2.1979661016949152)","(6.0, 7.2, 7.172972972972973)","(16.0, 23.0, 21.90909090909091)","(7.5, 10.5, 10.0)","(17.0, 21.0, 21.58730158730159)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:19.138344,"(5.5, 7.0, 6.963076923076923)","(12.0, 16.5, 16.416666666666668)","(2.0, 2.22, 2.1967857142857143)","(6.0, 7.4, 7.336842105263158)","(16.0, 23.0, 21.90909090909091)","(7.5, 10.0, 10.0625)","(17.0, 22.0, 21.58730158730159)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:20.262299,"(5.5, 7.0, 6.951020408163266)","(12.0, 17.0, 16.238095238095237)","(2.0, 2.2, 2.1932394366197183)","(6.0, 7.4, 7.336842105263158)","(16.0, 23.0, 22.294117647058822)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.58730158730159)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:21.407852,"(5.5, 7.0, 6.951020408163266)","(12.0, 17.0, 16.238095238095237)","(2.0, 2.2, 2.1928358208955228)","(6.0, 7.4, 7.336842105263158)","(16.0, 23.0, 21.625)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.544117647058822)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:22.557571,"(5.5, 7.0, 6.951020408163266)","(12.0, 17.0, 16.24137931034483)","(2.0, 2.22, 2.195925925925926)","(6.0, 7.4, 7.336842105263158)","(16.0, 22.0, 21.625)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.544117647058822)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:24.021357,"(5.5, 7.0, 6.951020408163266)","(12.0, 17.0, 16.24137931034483)","(2.0, 2.22, 2.1995275590551184)","(6.0, 7.4, 7.322580645161291)","(16.0, 22.0, 21.529411764705884)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.544117647058822)","(91.0, 210.0, 208.0)"
08-01-2023 14:26:25.234497,"(5.5, 7.0, 6.951020408163266)","(13.0, 17.0, 16.24137931034483)","(1.95, 2.22, 2.1995275590551184)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.529411764705884)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.17948717948718)","(101.0, 210.0, 208.0)"
08-01-2023 14:26:26.367952,"(5.5, 7.0, 6.951020408163266)","(13.0, 17.0, 16.24137931034483)","(1.95, 2.22, 2.198320610687023)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.529411764705884)","(7.5, 10.5, 10.0625)","(17.0, 22.0, 21.17948717948718)","(101.0, 210.0, 208.0)"
08-01-2023 14:26:27.538244,"(5.5, 7.0, 6.951020408163266)","(13.0, 17.0, 16.24137931034483)","(1.95, 2.22, 2.1984172661870507)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.529411764705884)","(8.0, 10.5, 10.086206896551724)","(17.0, 22.0, 21.17948717948718)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:28.850585,"(5.5, 7.0, 6.951020408163266)","(13.0, 17.0, 16.352941176470587)","(1.95, 2.22, 2.1984172661870507)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.529411764705884)","(8.0, 10.5, 10.086206896551724)","(17.0, 22.0, 21.17948717948718)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:30.091974,"(5.5, 7.0, 6.894117647058823)","(13.0, 17.0, 16.483870967741936)","(1.95, 2.22, 2.1984172661870507)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.515151515151516)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:31.248968,"(5.5, 7.0, 6.860714285714286)","(13.0, 17.0, 16.6)","(1.95, 2.22, 2.1984172661870507)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.085714285714285)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:32.700533,"(5.5, 7.0, 6.860714285714286)","(13.0, 17.0, 16.666666666666668)","(1.95, 2.22, 2.1976119402985077)","(6.0, 7.4, 7.325)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.08823529411765)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:34.167973,"(5.5, 7.0, 6.860714285714286)","(13.0, 17.0, 16.833333333333332)","(1.95, 2.22, 2.1976119402985077)","(6.0, 7.4, 7.133333333333334)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.516129032258064)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:35.398504,"(5.5, 7.0, 6.860714285714286)","(13.0, 17.5, 16.833333333333332)","(1.95, 2.22, 2.1976119402985077)","(6.0, 7.2, 7.133333333333334)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.680851063829788)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:36.553232,"(5.5, 7.0, 6.860714285714286)","(13.0, 17.5, 16.833333333333332)","(1.95, 2.22, 2.1976119402985077)","(6.0, 7.2, 7.133333333333334)","(16.0, 22.0, 21.61904761904762)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.733333333333334)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:37.684088,"(5.5, 7.0, 6.8531249999999995)","(13.0, 17.5, 16.833333333333332)","(1.95, 2.2, 2.1923076923076925)","(6.0, 7.2, 7.131578947368421)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.733333333333334)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:38.993814,"(5.5, 7.0, 6.8531249999999995)","(13.0, 17.5, 16.833333333333332)","(1.95, 2.2, 2.189130434782609)","(6.0, 7.2, 7.131578947368421)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 21.6)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:40.127517,"(5.5, 7.0, 6.8531249999999995)","(13.0, 17.5, 16.833333333333332)","(1.95, 2.2, 2.189130434782609)","(6.0, 7.2, 7.131578947368421)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.13076923076923)","(17.0, 22.0, 20.894736842105264)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:41.184604,"(5.5, 7.0, 6.8531249999999995)","(13.0, 17.5, 16.772727272727273)","(1.95, 2.2, 2.1875)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 21.0, 20.88888888888889)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:42.289798,"(5.5, 7.0, 6.835820895522388)","(13.0, 17.5, 16.772727272727273)","(1.95, 2.2, 2.1875)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 21.0, 20.88888888888889)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:43.403134,"(5.5, 7.0, 6.835820895522388)","(13.0, 17.0, 16.891304347826086)","(1.95, 2.2, 2.1923913043478263)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 21.0, 20.88888888888889)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:44.570353,"(5.5, 7.0, 6.835820895522388)","(13.0, 17.0, 16.615384615384617)","(1.95, 2.2, 2.1923913043478263)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 21.0, 20.88888888888889)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:45.953922,"(5.5, 7.0, 6.828125)","(13.0, 17.0, 16.615384615384617)","(1.95, 2.2, 2.1833333333333336)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 21.0, 21.28125)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:47.280461,"(5.5, 7.0, 6.828125)","(13.0, 17.0, 16.615384615384617)","(1.95, 2.2, 2.1833333333333336)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 22.0, 21.28125)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:48.450998,"(5.5, 7.0, 6.828125)","(13.0, 17.0, 16.615384615384617)","(1.95, 2.2, 2.1820512820512823)","(6.0, 7.2, 7.140909090909091)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 22.0, 21.28125)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:49.591258,"(5.5, 6.8, 6.696)","(13.0, 17.0, 16.78125)","(1.9, 2.2, 2.1923076923076925)","(6.0, 7.2, 7.131578947368421)","(16.0, 22.0, 21.692307692307693)","(8.0, 10.5, 10.119047619047619)","(17.0, 22.0, 21.28125)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:50.845586,"(5.5, 6.8, 6.61875)","(13.0, 17.0, 16.78125)","(1.9, 2.2, 2.193223140495868)","(6.0, 7.2, 7.166666666666667)","(16.0, 22.0, 21.87878787878788)","(8.0, 10.5, 10.119047619047619)","(17.0, 22.0, 21.28125)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:52.099808,"(5.5, 6.8, 6.61875)","(13.0, 17.0, 16.78125)","(1.9, 2.22, 2.193223140495868)","(6.0, 7.2, 7.166666666666667)","(16.0, 22.0, 21.87878787878788)","(8.0, 10.5, 10.207692307692307)","(17.0, 22.0, 21.20689655172414)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:53.349421,"(5.5, 6.8, 6.581132075471698)","(13.0, 17.0, 16.704545454545453)","(1.9, 2.22, 2.1885436893203885)","(6.0, 7.2, 7.391304347826087)","(16.0, 22.0, 21.87878787878788)","(8.0, 10.5, 10.207692307692307)","(17.0, 22.0, 21.428571428571427)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:54.547735,"(5.5, 6.6, 6.535714285714286)","(13.0, 17.0, 16.704545454545453)","(1.9, 2.22, 2.1904761904761907)","(6.0, 7.4, 7.391803278688525)","(16.0, 22.0, 21.87878787878788)","(8.0, 10.5, 10.207692307692307)","(17.0, 22.0, 21.571428571428573)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:55.691071,"(5.5, 6.6, 6.535714285714286)","(13.0, 17.0, 16.695652173913043)","(1.9, 2.2, 2.1904761904761907)","(6.0, 7.4, 7.388709677419355)","(16.0, 22.0, 21.87878787878788)","(8.0, 10.5, 10.613636363636363)","(17.0, 23.0, 21.571428571428573)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:56.833433,"(5.5, 6.6, 6.433962264150944)","(13.0, 17.0, 16.695652173913043)","(1.9, 2.2, 2.1904761904761907)","(6.0, 7.4, 7.388709677419355)","(16.0, 22.0, 21.87878787878788)","(8.0, 11.0, 10.779527559055119)","(17.0, 23.0, 21.470588235294116)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:57.963344,"(5.5, 6.6, 6.433962264150944)","(13.0, 17.0, 16.695652173913043)","(1.9, 2.2, 2.1873333333333336)","(6.0, 7.4, 7.388709677419355)","(16.0, 22.0, 21.868852459016395)","(8.0, 11.0, 10.793388429752067)","(17.0, 23.0, 21.470588235294116)","(101.0, 210.0, 200.0)"
08-01-2023 14:26:59.102891,"(5.5, 6.6, 6.434615384615385)","(13.0, 17.5, 16.772727272727273)","(1.9, 2.2, 2.1873333333333336)","(6.0, 7.4, 7.3902097902097905)","(16.0, 22.0, 21.868852459016395)","(8.0, 11.0, 10.793388429752067)","(17.0, 23.0, 20.934065934065934)","(101.0, 210.0, 200.0)"
08-01-2023 14:27:00.310185,"(5.5, 6.6, 6.440740740740741)","(13.0, 17.5, 16.772727272727273)","(1.9, 2.2, 2.188979591836735)","(6.0, 7.4, 7.3902097902097905)","(16.0, 22.0, 21.868852459016395)","(8.0, 11.0, 10.793388429752067)","(17.0, 21.0, 21.294117647058822)","(101.0, 210.0, 200.0)"
08-01-2023 14:27:01.430175,"(5.5, 6.6, 6.446376811594203)","(13.0, 17.5, 16.772727272727273)","(1.9, 2.2, 2.188979591836735)","(6.0, 7.4, 7.3902097902097905)","(16.0, 22.0, 20.842105263157894)","(8.0, 11.0, 10.808695652173913)","(17.0, 22.0, 21.185185185185187)","(101.0, 210.0, 200.0)"
08-01-2023 14:27:02.576572,"(5.5, 6.6, 6.465822784810126)","(13.0, 17.5, 16.736842105263158)","(1.9, 2.22, 2.193223140495868)","(6.0, 7.2, 7.05054945054945)","(16.0, 24.0, 22.42105263157895)","(8.0, 11.0, 10.821138211382113)","(17.0, 22.0, 21.58490566037736)","(101.0, 210.0, 203.33333333333334)"
08-01-2023 14:27:03.664385,"(5.5, 6.6, 6.472289156626506)","(13.0, 17.5, 16.736842105263158)","(1.9, 2.22, 2.1998757763975156)","(6.0, 7.0, 6.975384615384615)","(16.0, 25.0, 23.31578947368421)","(8.0, 11.0, 10.2)","(17.0, 22.0, 21.564356435643564)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:04.772056,"(5.0, 6.6, 6.498360655737705)","(13.0, 17.5, 17.033333333333335)","(1.95, 2.2, 2.1892307692307695)","(6.0, 7.2, 7.042553191489362)","(16.0, 25.0, 23.31578947368421)","(8.0, 10.5, 10.189814814814815)","(17.0, 22.0, 21.564356435643564)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:05.844164,"(5.0, 6.6, 6.553191489361702)","(13.0, 17.5, 17.125)","(1.95, 2.22, 2.1943859649122808)","(6.0, 7.2, 7.0150943396226415)","(16.0, 25.0, 23.31578947368421)","(8.0, 10.5, 10.189814814814815)","(17.0, 22.0, 21.153846153846153)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:06.997665,"(5.0, 6.6, 6.541176470588235)","(13.0, 17.5, 17.125)","(1.95, 2.22, 2.194827586206897)","(6.0, 7.0, 6.972727272727273)","(16.0, 25.0, 23.53846153846154)","(8.0, 10.5, 10.19683257918552)","(17.0, 22.0, 21.12)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:08.137974,"(5.0, 6.6, 6.570454545454545)","(13.0, 17.5, 17.15909090909091)","(1.95, 2.22, 2.19546218487395)","(6.0, 7.0, 6.973134328358209)","(16.0, 25.0, 23.53846153846154)","(8.0, 10.5, 10.19683257918552)","(17.0, 22.0, 21.15)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:09.298058,"(5.0, 6.8, 6.656488549618321)","(13.0, 17.5, 17.291666666666668)","(1.95, 2.2, 2.1886206896551728)","(6.0, 7.0, 6.976623376623377)","(16.0, 26.0, 24.545454545454547)","(8.0, 10.5, 11.077777777777778)","(17.0, 22.0, 21.451612903225808)","(101.0, 230.0, 203.33333333333334)"
08-01-2023 14:27:10.443695,"(5.5, 6.6, 6.538461538461538)","(13.0, 17.5, 17.205882352941178)","(1.9, 2.18, 2.178612716763006)","(6.0, 7.0, 6.976623376623377)","(17.0, 26.0, 24.545454545454547)","(8.0, 11.5, 11.295275590551181)","(17.0, 22.0, 21.451612903225808)","(101.0, 230.0, 185.0)"
08-01-2023 14:27:11.579435,"(5.5, 6.6, 6.558241758241758)","(13.0, 17.5, 17.291666666666668)","(1.9, 2.18, 2.1729707112970713)","(6.0, 6.8, 6.760869565217391)","(17.0, 26.0, 24.545454545454547)","(8.0, 11.5, 11.453947368421053)","(17.0, 22.0, 21.613636363636363)","(101.0, 210.0, 185.0)"
08-01-2023 14:27:12.718103,"(5.5, 6.8, 6.6420168067226895)","(13.0, 17.5, 17.291666666666668)","(1.9, 2.18, 2.1729707112970713)","(6.0, 6.8, 6.752173913043478)","(17.0, 26.0, 24.818181818181817)","(8.0, 11.5, 11.482517482517483)","(17.0, 22.0, 21.613636363636363)","(101.0, 210.0, 221.42857142857142)"
08-01-2023 14:27:13.894449,"(5.5, 6.8, 6.6571428571428575)","(13.0, 17.5, 17.1875)","(1.9, 2.18, 2.171969111969112)","(6.0, 6.8, 6.752173913043478)","(17.0, 27.0, 24.818181818181817)","(8.0, 11.5, 11.679802955665025)","(17.0, 22.0, 21.613636363636363)","(101.0, 230.0, 221.42857142857142)"
08-01-2023 14:27:15.093826,"(5.5, 6.6, 6.584615384615384)","(13.0, 17.5, 17.1875)","(1.9, 2.18, 2.172949152542373)","(6.0, 6.8, 6.752173913043478)","(17.0, 27.0, 24.818181818181817)","(8.0, 12.0, 11.679802955665025)","(17.0, 22.0, 21.613636363636363)","(101.0, 230.0, 221.42857142857142)"
08-01-2023 14:27:16.238873,"(5.5, 6.6, 6.584615384615384)","(13.0, 17.5, 17.1875)","(1.9, 2.18, 2.172358803986711)","(6.0, 6.8, 6.76140350877193)","(17.0, 25.0, 24.032258064516128)","(8.5, 12.0, 11.679611650485437)","(17.0, 22.0, 21.613636363636363)","(101.0, 230.0, 210.0)"
