,Fighting Boxer,Zoha Bale,Arbys Lucy,Ten Dollar Slaps,Earthworm Jim,Gucci Girl,Nana Judy,Poppys Pride
07-12-2022 20:15:03.509815,"(20.0, 40.0, 32.97959183673469)","(1.7, 1.99, 1.982)","(81.0, 610.0, 295.0)","(10.0, 15.0, 15.175675675675675)","(2.6, 3.05, 2.9676923076923076)","(18.0, 50.0, 49.14285714285714)","(81.0, 490.0, 306.25)","(12.0, 23.0, 22.789473684210527)"
07-12-2022 20:15:04.658100,"(20.0, 40.0, 33.191489361702125)","(1.7, 1.99, 1.984375)","(81.0, 610.0, 424.70588235294116)","(10.0, 15.5, 16.5625)","(2.6, 3.0, 3.0613333333333332)","(18.0, 50.0, 47.266666666666666)","(81.0, 490.0, 310.0)","(12.0, 23.0, 23.942857142857143)"
07-12-2022 20:15:05.881328,"(20.0, 40.0, 34.486486486486484)","(1.7, 1.98, 1.8733727810650889)","(81.0, 610.0, 561.3333333333334)","(10.0, 17.5, 16.5625)","(2.6, 3.15, 3.1333333333333333)","(18.0, 65.0, 58.75)","(81.0, 490.0, 306.25)","(12.0, 24.0, 24.651162790697676)"
07-12-2022 20:15:07.150382,"(21.0, 40.0, 34.9)","(1.7, 1.9, 1.8839024390243901)","(91.0, 590.0, 554.1666666666667)","(10.0, 17.5, 16.323529411764707)","(2.6, 3.15, 3.1478260869565218)","(21.0, 60.0, 58.75)","(101.0, 490.0, 306.25)","(14.0, 25.0, 24.170212765957448)"
07-12-2022 20:15:08.423348,"(21.0, 40.0, 36.51282051282051)","(1.7, 1.9, 1.8891666666666667)","(91.0, 590.0, 554.1666666666667)","(10.0, 17.5, 16.233333333333334)","(2.6, 3.15, 3.1333333333333333)","(21.0, 60.0, 55.78947368421053)","(101.0, 490.0, 308.0)","(14.0, 25.0, 24.217391304347828)"
07-12-2022 20:15:09.697826,"(21.0, 40.0, 36.51282051282051)","(1.7, 1.89, 1.8828985507246376)","(91.0, 590.0, 554.1666666666667)","(10.0, 17.5, 16.01851851851852)","(2.6, 3.15, 3.1444444444444444)","(21.0, 60.0, 45.142857142857146)","(101.0, 490.0, 308.0)","(14.0, 25.0, 24.217391304347828)"
07-12-2022 20:15:10.971192,"(21.0, 40.0, 36.51282051282051)","(1.7, 1.9, 1.894112554112554)","(91.0, 590.0, 554.1666666666667)","(10.0, 17.5, 16.28787878787879)","(2.6, 3.2, 3.1642857142857146)","(21.0, 60.0, 50.27272727272727)","(101.0, 490.0, 324.54545454545456)","(14.0, 25.0, 23.5)"
07-12-2022 20:15:12.228791,"(21.0, 40.0, 34.486486486486484)","(1.7, 1.9, 1.894112554112554)","(91.0, 590.0, 448.75)","(10.0, 17.5, 16.366666666666667)","(2.6, 3.2, 3.1142857142857143)","(21.0, 55.0, 49.8)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:13.446857,"(21.0, 40.0, 34.9)","(1.65, 1.9, 1.8942616033755273)","(91.0, 580.0, 506.92307692307696)","(11.0, 16.5, 16.13157894736842)","(2.5, 3.15, 3.1410714285714283)","(21.0, 55.0, 45.0)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:14.652215,"(21.0, 40.0, 34.63157894736842)","(1.65, 1.9, 1.8943162393162392)","(91.0, 570.0, 506.92307692307696)","(11.0, 16.5, 16.357142857142858)","(2.5, 3.15, 3.180952380952381)","(21.0, 50.0, 45.0)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:15.911765,"(21.0, 40.0, 33.2)","(1.65, 1.9, 1.8903571428571428)","(91.0, 570.0, 506.92307692307696)","(11.0, 16.5, 16.261904761904763)","(2.5, 3.2, 3.1833333333333336)","(21.0, 50.0, 48.625)","(101.0, 490.0, 324.54545454545456)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:17.038267,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.89, 1.889090909090909)","(91.0, 570.0, 506.92307692307696)","(11.0, 16.5, 16.261904761904763)","(2.5, 3.2, 3.1766666666666667)","(21.0, 50.0, 46.8)","(101.0, 490.0, 324.54545454545456)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:18.234440,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.89, 1.8856666666666666)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.115384615384617)","(2.5, 3.2, 3.1833333333333336)","(21.0, 50.0, 44.666666666666664)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:19.450609,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.9, 1.903181818181818)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.261904761904763)","(2.5, 3.2, 3.180555555555556)","(21.0, 50.0, 44.25)","(101.0, 490.0, 280.0)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:20.696190,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.91, 1.890718954248366)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.261904761904763)","(2.5, 3.2, 3.1555555555555554)","(21.0, 48.0, 46.92857142857143)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.285714285714285)"
07-12-2022 20:15:21.986755,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.91, 1.89)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.115384615384617)","(2.5, 3.2, 3.1555555555555554)","(21.0, 48.0, 46.18181818181818)","(101.0, 490.0, 271.25)","(14.0, 25.0, 23.333333333333332)"
07-12-2022 20:15:23.231469,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.89, 1.9010526315789473)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.142857142857142)","(2.5, 3.2, 3.138888888888889)","(21.0, 48.0, 46.92857142857143)","(101.0, 490.0, 271.25)","(14.0, 25.0, 24.714285714285715)"
07-12-2022 20:15:24.588620,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.93, 1.9089830508474575)","(91.0, 570.0, 293.3333333333333)","(11.0, 16.5, 16.27777777777778)","(2.5, 3.2, 3.128)","(21.0, 48.0, 46.5)","(101.0, 490.0, 324.54545454545456)","(14.0, 25.0, 23.5)"
07-12-2022 20:15:25.872512,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.91, 1.9089830508474575)","(91.0, 560.0, 343.3333333333333)","(11.0, 16.5, 16.323529411764707)","(2.5, 3.2, 3.1636363636363636)","(21.0, 48.0, 46.63636363636363)","(101.0, 490.0, 271.25)","(14.0, 25.0, 24.714285714285715)"
07-12-2022 20:15:27.103487,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.91, 1.9089830508474575)","(91.0, 550.0, 350.0)","(11.0, 16.5, 16.136363636363637)","(2.5, 3.2, 3.16)","(21.0, 48.0, 45.77777777777778)","(101.0, 490.0, 271.25)","(14.0, 25.0, 24.714285714285715)"
07-12-2022 20:15:28.660160,"(21.0, 40.0, 33.24444444444445)","(1.65, 1.9, 1.8954545454545453)","(91.0, 570.0, 350.0)","(11.0, 16.5, 16.02)","(2.5, 3.2, 3.16)","(21.0, 48.0, 46.08)","(101.0, 490.0, 280.0)","(14.0, 25.0, 24.714285714285715)"
07-12-2022 20:15:29.865667,"(21.0, 40.0, 33.24444444444445)","(1.6, 1.9, 1.8954545454545453)","(101.0, 570.0, 350.0)","(11.0, 16.5, 16.0)","(2.6, 3.2, 3.16)","(21.0, 48.0, 44.666666666666664)","(101.0, 490.0, 271.25)","(14.0, 25.0, 24.714285714285715)"
07-12-2022 20:15:31.210434,"(21.0, 40.0, 33.24444444444445)","(1.6, 1.92, 1.919887640449438)","(101.0, 570.0, 405.0)","(11.0, 16.5, 12.509661835748792)","(2.6, 3.2, 2.9916666666666667)","(21.0, 50.0, 46.0)","(101.0, 490.0, 275.7142857142857)","(14.0, 25.0, 24.5)"
07-12-2022 20:15:32.455527,"(21.0, 40.0, 34.92307692307692)","(1.6, 2.0, 1.9993939393939395)","(101.0, 570.0, 405.0)","(11.0, 13.0, 12.7)","(2.6, 3.0, 3.141935483870968)","(21.0, 48.0, 48.285714285714285)","(101.0, 490.0, 284.2857142857143)","(14.0, 26.0, 24.428571428571427)"
07-12-2022 20:15:33.794756,"(21.0, 40.0, 34.9375)","(1.6, 2.0, 1.9586206896551723)","(101.0, 570.0, 405.0)","(11.0, 13.0, 12.8)","(2.6, 3.2, 3.103846153846154)","(21.0, 50.0, 54.214285714285715)","(101.0, 490.0, 275.7142857142857)","(14.0, 27.0, 26.333333333333332)"
07-12-2022 20:15:35.106765,"(21.0, 40.0, 35.09090909090909)","(1.6, 2.0, 1.9776470588235293)","(101.0, 570.0, 410.0)","(11.0, 13.0, 12.625)","(2.6, 3.15, 3.1025)","(21.0, 55.0, 48.25)","(101.0, 490.0, 275.7142857142857)","(14.0, 27.0, 26.272727272727273)"
07-12-2022 20:15:36.437998,"(21.0, 40.0, 36.275862068965516)","(1.6, 1.99, 1.98)","(101.0, 570.0, 356.6666666666667)","(11.0, 13.0, 12.526315789473685)","(2.6, 3.15, 3.096)","(21.0, 55.0, 47.125)","(101.0, 490.0, 392.0)","(14.0, 27.0, 26.5)"
07-12-2022 20:15:37.743475,"(21.0, 40.0, 36.275862068965516)","(1.6, 1.99, 2.0042857142857144)","(101.0, 550.0, 332.5)","(11.0, 13.0, 11.479166666666666)","(2.6, 3.1, 3.0825)","(21.0, 55.0, 49.72)","(101.0, 480.0, 417.5)","(14.0, 27.0, 26.5)"
07-12-2022 20:15:39.099735,"(21.0, 40.0, 36.4)","(1.6, 2.02, 2.0194594594594593)","(101.0, 550.0, 356.66666666666663)","(11.0, 11.5, 11.257731958762886)","(2.6, 3.1, 3.0470588235294116)","(21.0, 55.0, 49.72)","(101.0, 470.0, 386.0)","(14.0, 27.0, 26.272727272727273)"
07-12-2022 20:15:40.369182,"(21.0, 40.0, 36.8235294117647)","(1.6, 2.04, 2.0352)","(101.0, 550.0, 356.66666666666663)","(11.0, 12.0, 11.819672131147541)","(2.6, 3.05, 3.0470588235294116)","(21.0, 55.0, 49.72)","(101.0, 470.0, 292.22222222222223)","(14.0, 27.0, 26.272727272727273)"
07-12-2022 20:15:41.579303,"(21.0, 40.0, 36.8235294117647)","(1.6, 2.04, 2.033846153846154)","(101.0, 550.0, 356.66666666666663)","(11.0, 12.0, 11.846153846153847)","(2.6, 3.05, 3.0962962962962965)","(21.0, 55.0, 49.72)","(101.0, 470.0, 302.0)","(14.0, 27.0, 26.25)"
07-12-2022 20:15:42.817117,"(21.0, 34.0, 32.5)","(1.6, 2.04, 2.031578947368421)","(101.0, 550.0, 434.0)","(11.0, 12.0, 11.86111111111111)","(2.6, 3.1, 3.0968750000000003)","(21.0, 55.0, 50.32)","(101.0, 470.0, 327.77777777777777)","(14.0, 27.0, 26.11111111111111)"
07-12-2022 20:15:44.128827,"(21.0, 34.0, 33.142857142857146)","(1.6, 2.04, 2.0566666666666666)","(101.0, 550.0, 434.0)","(11.0, 12.0, 12.066666666666666)","(2.6, 3.1, 2.8811441647597253)","(21.0, 55.0, 48.53846153846154)","(101.0, 470.0, 327.77777777777777)","(14.0, 27.0, 26.083333333333332)"
07-12-2022 20:15:45.414024,"(21.0, 36.0, 34.666666666666664)","(1.6, 2.06, 2.0566666666666666)","(101.0, 550.0, 434.0)","(11.0, 12.5, 12.551724137931034)","(2.6, 2.9, 2.85375)","(21.0, 55.0, 49.166666666666664)","(101.0, 470.0, 292.22222222222223)","(14.0, 27.0, 26.153846153846153)"
07-12-2022 20:15:46.654201,"(21.0, 40.0, 35.16129032258065)","(1.6, 2.1, 2.0834920634920637)","(101.0, 550.0, 434.0)","(11.0, 13.0, 12.484848484848484)","(2.6, 2.86, 2.857647058823529)","(21.0, 55.0, 48.63636363636363)","(101.0, 470.0, 345.55555555555554)","(14.0, 27.0, 25.666666666666668)"
07-12-2022 20:15:47.943762,"(21.0, 36.0, 34.857142857142854)","(1.6, 2.1, 2.0921739130434784)","(101.0, 550.0, 440.0)","(11.0, 13.0, 12.6)","(2.6, 2.86, 2.857142857142857)","(21.0, 55.0, 48.63636363636363)","(101.0, 470.0, 310.0)","(14.0, 27.0, 25.666666666666668)"
07-12-2022 20:15:49.134885,"(21.0, 36.0, 34.18181818181818)","(1.6, 2.1, 2.0945454545454547)","(101.0, 540.0, 480.90909090909093)","(11.0, 13.0, 12.5625)","(2.6, 2.86, 2.864)","(21.0, 55.0, 51.666666666666664)","(101.0, 470.0, 345.55555555555554)","(14.0, 27.0, 25.666666666666668)"
07-12-2022 20:15:50.343107,"(21.0, 34.0, 33.333333333333336)","(1.6, 2.1, 2.086086956521739)","(101.0, 530.0, 480.90909090909093)","(11.0, 13.0, 12.566666666666666)","(2.6, 2.88, 2.8714285714285714)","(21.0, 55.0, 49.166666666666664)","(101.0, 470.0, 327.77777777777777)","(14.0, 27.0, 22.807692307692307)"
07-12-2022 20:15:51.630006,"(21.0, 36.0, 32.52173913043478)","(1.65, 2.1, 2.1073684210526316)","(101.0, 530.0, 500.0)","(11.0, 13.0, 12.605263157894736)","(2.6, 2.88, 2.8615384615384616)","(21.0, 55.0, 53.35294117647059)","(101.0, 470.0, 376.66666666666663)","(14.0, 23.0, 22.815533980582526)"
07-12-2022 20:15:53.026411,"(21.0, 36.0, 32.69565217391305)","(1.65, 2.12, 2.1058333333333334)","(101.0, 530.0, 400.0)","(11.0, 13.0, 12.21875)","(2.6, 2.88, 2.86)","(21.0, 55.0, 51.86206896551724)","(101.0, 470.0, 342.0)","(14.0, 24.0, 22.65714285714286)"
07-12-2022 20:15:54.538510,"(21.0, 36.0, 35.0)","(1.65, 2.12, 2.086666666666667)","(101.0, 530.0, 400.0)","(11.0, 12.5, 12.59375)","(2.6, 2.88, 2.892)","(21.0, 55.0, 53.25)","(101.0, 470.0, 345.55555555555554)","(14.0, 23.0, 22.46875)"
07-12-2022 20:15:55.906353,"(21.0, 36.0, 34.666666666666664)","(1.65, 2.1, 2.0785)","(101.0, 530.0, 400.0)","(11.0, 13.0, 12.526315789473685)","(2.6, 2.9, 2.9125)","(21.0, 55.0, 53.5)","(101.0, 470.0, 346.9230769230769)","(14.0, 23.0, 22.46875)"
07-12-2022 20:15:57.225161,"(21.0, 36.0, 34.666666666666664)","(1.65, 2.08, 2.0653623188405796)","(101.0, 530.0, 400.0)","(11.0, 13.0, 12.527777777777779)","(2.6, 2.92, 2.9112)","(21.0, 55.0, 52.421052631578945)","(101.0, 470.0, 375.88235294117646)","(14.0, 23.0, 22.63888888888889)"
07-12-2022 20:15:58.585088,"(21.0, 36.0, 35.0)","(1.65, 2.08, 2.0524528301886793)","(101.0, 530.0, 400.0)","(11.0, 13.0, 12.7)","(2.6, 2.94, 2.935)","(21.0, 55.0, 52.869565217391305)","(101.0, 470.0, 375.88235294117646)","(14.0, 23.0, 22.666666666666668)"
07-12-2022 20:15:59.902210,"(21.0, 36.0, 35.0)","(1.65, 2.06, 2.0504166666666666)","(101.0, 530.0, 405.0)","(11.0, 13.0, 12.722222222222221)","(2.6, 2.96, 2.9478260869565216)","(21.0, 55.0, 53.833333333333336)","(101.0, 470.0, 346.9230769230769)","(14.0, 23.0, 22.682926829268293)"
07-12-2022 20:16:01.113886,"(21.0, 38.0, 34.8)","(1.7, 2.06, 2.048205128205128)","(101.0, 540.0, 405.0)","(10.0, 13.0, 12.708333333333334)","(2.45, 2.96, 2.9458823529411764)","(26.0, 55.0, 53.6)","(101.0, 470.0, 346.9230769230769)","(14.0, 23.0, 22.675)"
07-12-2022 20:16:02.390562,"(21.0, 38.0, 34.333333333333336)","(1.7, 2.06, 2.038701298701299)","(101.0, 540.0, 405.0)","(10.0, 13.0, 12.666666666666666)","(2.45, 2.96, 2.9725)","(26.0, 55.0, 54.125)","(101.0, 470.0, 301.1111111111111)","(14.0, 23.0, 22.61764705882353)"
07-12-2022 20:16:03.645726,"(21.0, 38.0, 34.333333333333336)","(1.7, 2.04, 2.038701298701299)","(101.0, 540.0, 405.0)","(10.0, 13.0, 12.680851063829786)","(2.45, 2.98, 2.9707692307692306)","(26.0, 55.0, 52.083333333333336)","(101.0, 470.0, 301.1111111111111)","(14.0, 23.0, 22.53333333333333)"
07-12-2022 20:16:04.894474,"(21.0, 38.0, 34.333333333333336)","(1.7, 2.06, 2.049)","(101.0, 540.0, 436.1538461538462)","(10.0, 13.0, 12.338709677419354)","(2.45, 2.98, 2.9299999999999997)","(26.0, 55.0, 52.2)","(101.0, 470.0, 432.8571428571429)","(14.0, 23.0, 21.902439024390244)"
07-12-2022 20:16:06.213310,"(21.0, 38.0, 33.285714285714285)","(1.7, 2.12, 2.0752542372881355)","(101.0, 540.0, 476.0)","(10.0, 12.5, 12.285714285714286)","(2.45, 2.94, 2.9428571428571426)","(26.0, 55.0, 49.4)","(101.0, 460.0, 365.0)","(14.0, 22.0, 21.804347826086957)"
07-12-2022 20:16:07.540452,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.082173913043478)","(101.0, 530.0, 452.85714285714283)","(10.0, 12.5, 12.293103448275861)","(2.45, 2.96, 2.948888888888889)","(26.0, 55.0, 50.916666666666664)","(101.0, 460.0, 317.14285714285717)","(14.0, 22.0, 22.26530612244898)"
07-12-2022 20:16:08.827573,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.0802150537634407)","(101.0, 530.0, 325.0)","(10.0, 12.5, 12.293103448275861)","(2.45, 2.96, 2.9707692307692306)","(26.0, 55.0, 51.5)","(101.0, 460.0, 386.6666666666667)","(14.0, 23.0, 20.38095238095238)"
07-12-2022 20:16:10.058478,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.081609195402299)","(101.0, 520.0, 452.0)","(10.0, 12.5, 12.3)","(2.45, 2.98, 2.967142857142857)","(26.0, 55.0, 49.07692307692308)","(101.0, 450.0, 386.6666666666667)","(14.0, 21.0, 20.333333333333332)"
07-12-2022 20:16:11.317195,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.081609195402299)","(101.0, 500.0, 451.6666666666667)","(10.0, 12.5, 12.272727272727273)","(2.45, 2.98, 2.9966666666666666)","(26.0, 55.0, 49.07692307692308)","(101.0, 450.0, 360.0)","(14.0, 21.0, 20.25)"
07-12-2022 20:16:12.631636,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.080487804878049)","(101.0, 490.0, 404.0)","(10.0, 12.5, 12.3)","(2.45, 3.0, 2.998980891719745)","(26.0, 55.0, 50.1875)","(101.0, 450.0, 192.22222222222223)","(14.0, 21.0, 20.307692307692307)"
07-12-2022 20:16:13.878164,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.080487804878049)","(101.0, 500.0, 413.33333333333337)","(10.0, 12.5, 12.3)","(2.45, 3.0, 2.9957746478873237)","(26.0, 55.0, 46.333333333333336)","(101.0, 450.0, 332.10526315789474)","(14.0, 21.0, 20.14814814814815)"
07-12-2022 20:16:15.133998,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.0789473684210527)","(101.0, 490.0, 403.75)","(10.0, 12.5, 12.3125)","(2.45, 3.05, 2.9961904761904763)","(26.0, 55.0, 48.857142857142854)","(101.0, 450.0, 218.88888888888889)","(14.0, 21.0, 20.20689655172414)"
07-12-2022 20:16:16.366845,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.080722891566265)","(101.0, 490.0, 417.5)","(10.0, 12.5, 12.272727272727273)","(2.45, 3.0, 2.9950632911392403)","(26.0, 50.0, 45.63636363636364)","(101.0, 450.0, 218.88888888888889)","(14.0, 21.0, 20.3)"
07-12-2022 20:16:17.560936,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.080722891566265)","(101.0, 470.0, 417.5)","(10.0, 12.5, 12.2)","(2.45, 3.05, 3.0366666666666666)","(26.0, 50.0, 47.14285714285714)","(101.0, 450.0, 216.0)","(14.0, 21.0, 20.14814814814815)"
07-12-2022 20:16:18.682968,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.0745945945945947)","(101.0, 500.0, 397.5)","(10.0, 12.5, 12.211538461538462)","(2.45, 3.1, 3.026923076923077)","(26.0, 48.0, 47.25)","(101.0, 450.0, 281.1111111111111)","(14.0, 21.0, 20.28125)"
07-12-2022 20:16:19.847004,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.07679012345679)","(101.0, 480.0, 397.5)","(10.0, 12.5, 12.211538461538462)","(2.45, 3.05, 3.026923076923077)","(26.0, 48.0, 47.25)","(101.0, 450.0, 227.77777777777777)","(14.0, 21.0, 20.14814814814815)"
07-12-2022 20:16:21.016793,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.1, 2.0783783783783782)","(101.0, 480.0, 443.3333333333333)","(10.0, 12.5, 12.211538461538462)","(2.45, 3.05, 3.0257425742574258)","(26.0, 48.0, 47.25)","(101.0, 450.0, 227.77777777777777)","(14.0, 21.0, 20.346153846153847)"
07-12-2022 20:16:22.233506,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.06, 2.0566666666666666)","(101.0, 480.0, 435.0)","(10.0, 12.5, 12.26388888888889)","(2.45, 3.1, 3.0448275862068965)","(26.0, 48.0, 44.94736842105263)","(101.0, 450.0, 283.3333333333333)","(14.0, 21.0, 20.451612903225808)"
07-12-2022 20:16:23.400000,"(21.0, 38.0, 34.11764705882353)","(1.7, 2.06, 2.0569620253164556)","(101.0, 470.0, 365.0)","(10.0, 12.5, 12.94)","(2.45, 3.05, 2.976)","(26.0, 50.0, 44.54545454545455)","(101.0, 450.0, 283.3333333333333)","(14.0, 21.0, 20.516129032258064)"
07-12-2022 20:16:24.604175,"(21.0, 38.0, 34.4)","(1.7, 2.08, 2.0678048780487805)","(101.0, 470.0, 343.3333333333333)","(10.0, 13.5, 12.714285714285714)","(2.45, 3.0, 2.9979999999999998)","(26.0, 50.0, 46.0)","(101.0, 450.0, 364.2857142857143)","(14.0, 21.0, 20.51282051282051)"
07-12-2022 20:16:25.791911,"(21.0, 38.0, 34.4)","(1.65, 2.08, 2.0678048780487805)","(101.0, 490.0, 343.3333333333333)","(10.0, 13.0, 12.714285714285714)","(2.6, 3.05, 3.0044999999999997)","(21.0, 50.0, 46.0)","(101.0, 450.0, 258.3333333333333)","(13.0, 21.0, 19.982142857142858)"
07-12-2022 20:16:26.927084,"(21.0, 38.0, 34.4)","(1.65, 2.08, 2.069130434782609)","(101.0, 490.0, 343.3333333333333)","(10.0, 13.0, 12.738095238095237)","(2.6, 3.05, 3.0258333333333334)","(21.0, 50.0, 46.0)","(101.0, 450.0, 256.6666666666667)","(13.0, 21.0, 19.18421052631579)"
07-12-2022 20:16:28.193679,"(21.0, 38.0, 34.4)","(1.7, 2.08, 2.076140350877193)","(101.0, 490.0, 343.3333333333333)","(10.0, 13.0, 12.727272727272727)","(2.5, 3.05, 3.0172222222222222)","(26.0, 50.0, 46.0)","(101.0, 440.0, 325.0)","(14.0, 19.5, 19.18421052631579)"
07-12-2022 20:16:29.435342,"(21.0, 38.0, 35.333333333333336)","(1.7, 2.08, 2.025714285714286)","(101.0, 490.0, 380.0)","(10.0, 13.0, 12.972222222222221)","(2.5, 3.05, 3.0435897435897434)","(26.0, 50.0, 48.57142857142857)","(101.0, 430.0, 325.0)","(14.0, 19.5, 20.428571428571427)"
07-12-2022 20:16:30.763432,"(21.0, 40.0, 34.857142857142854)","(1.7, 2.06, 2.0183333333333335)","(101.0, 490.0, 380.0)","(10.0, 13.0, 13.015151515151516)","(2.5, 3.05, 3.0641509433962266)","(26.0, 60.0, 54.15384615384615)","(101.0, 430.0, 330.0)","(14.0, 21.0, 20.571428571428573)"
07-12-2022 20:16:32.082687,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.02, 2.0275)","(101.0, 490.0, 380.0)","(10.0, 13.5, 13.015151515151516)","(2.5, 3.1, 3.0596491228070177)","(26.0, 55.0, 54.15384615384615)","(101.0, 430.0, 330.0)","(14.0, 22.0, 20.571428571428573)"
07-12-2022 20:16:33.342769,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.04, 2.0167164179104478)","(101.0, 490.0, 314.0)","(10.0, 13.5, 13.0)","(2.5, 3.1, 3.0292857142857144)","(26.0, 55.0, 48.8)","(101.0, 430.0, 270.0)","(14.0, 22.0, 20.8)"
07-12-2022 20:16:34.599195,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.02, 2.0175280898876404)","(101.0, 490.0, 314.0)","(10.0, 13.5, 13.016129032258064)","(2.5, 3.05, 3.0292857142857144)","(26.0, 50.0, 47.473684210526315)","(101.0, 430.0, 249.0)","(14.0, 22.0, 20.571428571428573)"
07-12-2022 20:16:35.925257,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.02, 2.01775)","(101.0, 490.0, 314.0)","(10.0, 13.5, 13.0)","(2.5, 3.05, 3.0292857142857144)","(26.0, 50.0, 49.86666666666667)","(101.0, 420.0, 325.0)","(14.0, 22.0, 20.571428571428573)"
07-12-2022 20:16:37.228780,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.02, 2.0189333333333335)","(101.0, 490.0, 314.0)","(10.0, 13.5, 13.033333333333333)","(2.5, 3.05, 3.0292857142857144)","(26.0, 55.0, 49.4)","(101.0, 410.0, 254.16666666666666)","(14.0, 22.0, 20.695652173913043)"
07-12-2022 20:16:38.485555,"(21.0, 40.0, 37.42857142857143)","(1.7, 2.02, 2.0189333333333335)","(101.0, 490.0, 387.77777777777777)","(10.0, 13.5, 13.0)","(2.5, 3.05, 3.029577464788732)","(26.0, 50.0, 53.0)","(101.0, 410.0, 270.0)","(14.0, 22.0, 21.0)"
07-12-2022 20:16:39.752407,"(21.0, 40.0, 37.0)","(1.7, 2.02, 2.018974358974359)","(101.0, 490.0, 370.0)","(10.0, 13.5, 12.982758620689655)","(2.5, 3.05, 3.0338028169014084)","(26.0, 55.0, 47.3)","(101.0, 400.0, 266.6666666666667)","(14.0, 22.0, 21.0)"
07-12-2022 20:16:41.057546,"(21.0, 38.0, 34.76923076923077)","(1.7, 2.02, 2.0176623376623377)","(101.0, 480.0, 435.0)","(10.0, 13.5, 13.0)","(2.5, 3.1, 3.047422680412371)","(26.0, 55.0, 46.2)","(101.0, 380.0, 272.0)","(14.0, 22.0, 21.391304347826086)"
07-12-2022 20:16:42.405196,"(21.0, 38.0, 36.0)","(1.7, 2.02, 1.997142857142857)","(101.0, 470.0, 402.8571428571429)","(10.0, 13.5, 13.166666666666666)","(2.5, 3.1, 3.0593749999999997)","(26.0, 55.0, 46.93333333333333)","(101.0, 360.0, 297.5)","(14.0, 22.0, 21.454545454545453)"
07-12-2022 20:16:43.657536,"(21.0, 38.0, 36.285714285714285)","(1.7, 2.0, 1.9995744680851064)","(101.0, 460.0, 418.33333333333337)","(10.0, 13.5, 13.394736842105264)","(2.5, 3.1, 3.0233333333333334)","(26.0, 55.0, 48.0)","(101.0, 350.0, 213.0769230769231)","(14.0, 22.0, 21.6)"
07-12-2022 20:16:44.902166,"(21.0, 38.0, 36.8)","(1.75, 2.02, 2.0)","(101.0, 450.0, 432.5)","(9.0, 13.5, 13.3125)","(2.6, 3.05, 3.022413793103448)","(31.0, 55.0, 50.84615384615385)","(101.0, 330.0, 208.57142857142856)","(15.0, 22.0, 21.75)"
07-12-2022 20:16:46.172523,"(21.0, 40.0, 37.473684210526315)","(1.75, 2.0, 1.9913559322033898)","(101.0, 490.0, 440.0)","(9.0, 13.5, 13.09375)","(2.6, 3.05, 3.0203124999999997)","(31.0, 55.0, 49.5)","(101.0, 320.0, 291.1111111111111)","(15.0, 22.0, 21.77777777777778)"
