,Opawa Kyle,Opawa Warrior,Zipping Chassis,Nighthawk Jet,Diamond Alex,Iced Mocha,Know Grizzles,Diamond Neena
08-12-2022 13:31:57.536176,"(6.0, 6.2, 6.08235294117647)","(1.95, 2.5, 2.443783783783784)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 71.14754098360656)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 191.328125)","(41.0, 360.0, 337.27272727272725)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:31:58.875460,"(6.0, 6.2, 6.08235294117647)","(1.95, 2.5, 2.4333333333333336)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 71.14754098360656)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 191.328125)","(41.0, 360.0, 337.27272727272725)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:00.230466,"(6.0, 6.2, 6.08235294117647)","(1.95, 2.5, 2.4333333333333336)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 71.14754098360656)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 185.0)","(41.0, 360.0, 353.6585365853659)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:01.633122,"(6.0, 6.2, 6.08235294117647)","(1.95, 2.5, 2.443783783783784)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 72.3943661971831)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 130.0)","(41.0, 360.0, 318.3333333333333)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:02.968897,"(6.0, 6.2, 6.051851851851852)","(1.95, 2.5, 2.4504761904761905)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 72.3943661971831)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 130.0)","(41.0, 360.0, 344.375)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:04.375890,"(6.0, 6.2, 6.033333333333333)","(1.95, 2.5, 2.4504761904761905)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 72.3943661971831)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 185.0)","(41.0, 360.0, 344.375)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:06.056509,"(6.0, 6.2, 6.0125)","(1.95, 2.5, 2.4504761904761905)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 72.3943661971831)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 185.0)","(41.0, 360.0, 318.3333333333333)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:07.669723,"(6.0, 6.2, 6.0125)","(1.95, 2.5, 2.4504761904761905)","(3.1, 4.0, 3.981818181818182)","(18.0, 80.0, 72.3943661971831)","(10.0, 12.0, 11.217391304347826)","(31.0, 230.0, 130.0)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:08.994498,"(6.0, 6.2, 6.0125)","(1.95, 2.5, 2.4504761904761905)","(3.1, 4.0, 3.981818181818182)","(21.0, 80.0, 67.72727272727272)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 150.0)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:10.248849,"(6.0, 6.2, 6.013559322033898)","(1.95, 2.48, 2.4605405405405407)","(3.1, 4.0, 3.981818181818182)","(21.0, 75.0, 63.297872340425535)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 115.71428571428571)","(41.0, 360.0, 318.3333333333333)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:11.608180,"(6.0, 6.2, 6.011594202898551)","(1.95, 2.48, 2.422608695652174)","(3.1, 4.0, 3.981818181818182)","(21.0, 70.0, 64.82456140350877)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 115.71428571428571)","(41.0, 360.0, 318.3333333333333)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:13.023691,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 133.125)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:14.323081,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 133.125)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:15.668123,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 133.125)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:16.975563,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4330434782608696)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 119.28571428571429)","(41.0, 360.0, 210.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:18.275432,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.445161290322581)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 136.25)","(41.0, 370.0, 252.35294117647058)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:19.505245,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4028571428571426)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 132.17391304347825)","(41.0, 370.0, 252.35294117647058)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:20.759077,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 152.41379310344828)","(41.0, 370.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:22.084941,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 117.5)","(41.0, 360.0, 318.3333333333333)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:23.346620,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 135.43478260869566)","(41.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:24.582392,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4028571428571426)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 135.43478260869566)","(41.0, 360.0, 346.6666666666667)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:25.755591,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 135.43478260869566)","(41.0, 360.0, 346.6666666666667)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:27.010269,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 117.5)","(41.0, 360.0, 330.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:28.240829,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4382608695652173)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 117.5)","(41.0, 360.0, 330.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:29.431543,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.217391304347826)","(41.0, 230.0, 135.43478260869566)","(41.0, 360.0, 337.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:30.718241,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.256410256410255)","(41.0, 230.0, 159.83870967741936)","(41.0, 360.0, 348.5)","(16.0, 80.0, 26.7)"
08-12-2022 13:32:32.069743,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4434782608695653)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.256410256410255)","(41.0, 230.0, 159.83870967741936)","(41.0, 360.0, 348.5)","(16.0, 80.0, 26.7)"
08-12-2022 13:32:33.370302,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.4434782608695653)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.256410256410255)","(41.0, 230.0, 117.5)","(41.0, 360.0, 330.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:34.602668,"(6.0, 6.2, 6.0125)","(1.95, 2.48, 2.2914285714285714)","(3.1, 4.0, 3.981818181818182)","(21.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.256410256410255)","(41.0, 230.0, 117.5)","(41.0, 360.0, 330.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:35.920952,"(5.5, 6.2, 6.0125)","(1.95, 2.48, 2.4387499999999998)","(3.1, 4.0, 3.981818181818182)","(26.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.256410256410255)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 337.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:37.202787,"(5.5, 6.2, 6.0125)","(1.95, 2.48, 2.4278260869565216)","(3.1, 4.0, 3.981818181818182)","(26.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.546875)","(41.0, 230.0, 159.83870967741936)","(51.0, 360.0, 348.5)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:38.484319,"(5.5, 6.2, 6.0125)","(1.95, 2.48, 2.4278260869565216)","(3.1, 4.0, 3.981818181818182)","(26.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 159.83870967741936)","(51.0, 360.0, 348.5)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:39.803873,"(5.5, 6.2, 6.0125)","(1.95, 2.48, 2.1804494382022472)","(3.1, 4.0, 3.9384615384615387)","(26.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 337.0)","(16.0, 80.0, 33.84615384615385)"
08-12-2022 13:32:41.195182,"(5.5, 6.2, 6.0125)","(1.95, 2.22, 2.2199999999999998)","(3.1, 3.95, 4.694444444444445)","(26.0, 65.0, 64.80392156862746)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 117.5)","(51.0, 360.0, 283.33333333333337)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:42.783155,"(5.5, 6.2, 6.0125)","(1.95, 2.28, 2.2666666666666666)","(3.1, 4.8, 4.740625)","(26.0, 65.0, 64.25925925925927)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 338.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:44.083757,"(5.5, 6.2, 6.0125)","(1.95, 2.48, 2.1933333333333334)","(3.1, 4.8, 4.760416666666666)","(26.0, 65.0, 64.25925925925927)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 338.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:45.359372,"(5.5, 6.2, 6.0125)","(1.95, 2.46, 2.1933333333333334)","(3.1, 4.8, 4.760416666666666)","(26.0, 65.0, 64.25925925925927)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 117.5)","(51.0, 360.0, 353.6585365853659)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:46.748274,"(5.5, 6.2, 6.0125)","(1.95, 2.46, 2.3013333333333335)","(3.1, 4.8, 4.778409090909091)","(26.0, 65.0, 64.25925925925927)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 117.5)","(51.0, 360.0, 276.66666666666663)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:48.100741,"(5.5, 6.2, 6.0125)","(1.95, 2.44, 2.3013333333333335)","(3.1, 4.8, 4.718181818181818)","(26.0, 65.0, 63.333333333333336)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 336.0)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:49.413788,"(5.5, 6.2, 6.0125)","(1.95, 2.44, 2.3013333333333335)","(3.1, 4.8, 4.658333333333333)","(26.0, 65.0, 61.19047619047619)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 283.33333333333337)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:50.659268,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2733333333333334)","(3.1, 4.8, 4.658333333333333)","(26.0, 85.0, 70.0)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 360.0, 183.33333333333334)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:51.988801,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2422222222222223)","(3.1, 4.8, 4.589130434782609)","(26.0, 80.0, 70.0)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 117.5)","(51.0, 370.0, 167.77777777777777)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:53.285358,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2422222222222223)","(3.1, 5.0, 4.526315789473684)","(26.0, 80.0, 70.0)","(10.0, 12.0, 11.555555555555555)","(41.0, 230.0, 135.43478260869566)","(51.0, 370.0, 269.375)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:54.568579,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2866666666666666)","(3.1, 5.0, 4.526315789473684)","(26.0, 80.0, 70.0)","(10.0, 12.0, 11.55)","(41.0, 230.0, 150.9090909090909)","(51.0, 370.0, 243.5)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:55.903116,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2760000000000002)","(3.1, 5.0, 4.38421052631579)","(26.0, 80.0, 79.375)","(10.0, 12.0, 11.55)","(41.0, 230.0, 150.9090909090909)","(51.0, 370.0, 243.5)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:57.185504,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.2760000000000002)","(3.1, 5.0, 4.446666666666666)","(26.0, 80.0, 73.63636363636364)","(10.0, 12.0, 11.55)","(41.0, 230.0, 125.6)","(51.0, 370.0, 179.33333333333331)","(16.0, 80.0, 27.285714285714285)"
08-12-2022 13:32:58.490153,"(5.5, 6.2, 6.0125)","(1.95, 2.42, 2.368235294117647)","(3.1, 4.9, 4.45925925925926)","(26.0, 75.0, 70.13513513513513)","(10.0, 12.0, 11.55)","(41.0, 230.0, 133.0769230769231)","(51.0, 370.0, 232.5)","(16.0, 80.0, 26.7)"
08-12-2022 13:32:59.766065,"(5.5, 6.2, 6.0125)","(1.95, 2.38, 2.368235294117647)","(3.1, 4.9, 4.45925925925926)","(26.0, 75.0, 70.13513513513513)","(10.0, 12.0, 11.55)","(41.0, 230.0, 129.2)","(51.0, 370.0, 232.5)","(16.0, 80.0, 26.7)"
08-12-2022 13:33:00.824929,"(5.5, 6.2, 6.0125)","(1.95, 2.38, 2.368235294117647)","(3.1, 4.9, 4.45925925925926)","(26.0, 75.0, 70.13513513513513)","(10.0, 12.0, 11.55)","(41.0, 230.0, 129.2)","(51.0, 370.0, 232.5)","(16.0, 80.0, 26.7)"
08-12-2022 13:33:01.925873,"(5.5, 6.2, 6.0125)","(1.95, 2.36, 2.254117647058824)","(3.1, 4.9, 4.4875)","(26.0, 75.0, 69.43396226415095)","(10.0, 12.0, 11.32)","(41.0, 230.0, 118.46153846153847)","(51.0, 370.0, 311.7647058823529)","(16.0, 80.0, 46.75)"
08-12-2022 13:33:02.933295,"(5.5, 6.2, 6.0125)","(1.95, 2.4, 2.27625)","(3.1, 4.9, 4.4875)","(26.0, 70.0, 69.43396226415095)","(10.0, 11.5, 11.32)","(41.0, 210.0, 116.66666666666666)","(51.0, 370.0, 311.7647058823529)","(16.0, 75.0, 46.75)"
08-12-2022 13:33:04.075603,"(5.5, 6.2, 6.0125)","(1.95, 2.32, 2.24125)","(3.2, 4.9, 4.800000000000001)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.222222222222221)","(41.0, 210.0, 112.80000000000001)","(51.0, 370.0, 233.8095238095238)","(16.0, 75.0, 41.1)"
08-12-2022 13:33:05.098326,"(5.5, 6.2, 6.0125)","(1.95, 2.32, 2.213793103448276)","(3.2, 4.9, 4.813157894736842)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.19047619047619)","(41.0, 210.0, 144.32432432432432)","(51.0, 370.0, 285.88235294117646)","(16.0, 75.0, 41.1)"
08-12-2022 13:33:06.328055,"(5.5, 6.2, 6.0125)","(1.95, 2.3, 2.2070967741935483)","(3.2, 4.9, 4.6380952380952385)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.19047619047619)","(41.0, 210.0, 136.36363636363637)","(51.0, 370.0, 198.125)","(16.0, 75.0, 41.1)"
08-12-2022 13:33:07.592080,"(5.5, 6.2, 6.0125)","(1.9, 2.3, 2.2070967741935483)","(3.2, 4.9, 4.72258064516129)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.40677966101695)","(41.0, 210.0, 112.80000000000001)","(51.0, 370.0, 232.5)","(15.0, 75.0, 41.1)"
08-12-2022 13:33:08.793213,"(5.5, 6.2, 6.0125)","(1.9, 2.3, 2.2070967741935483)","(3.2, 4.9, 4.6066666666666665)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.40677966101695)","(41.0, 210.0, 172.94117647058823)","(51.0, 370.0, 232.5)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:10.000500,"(5.5, 6.0, 5.733333333333333)","(1.9, 2.3, 2.195217391304348)","(3.2, 4.9, 4.6066666666666665)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.40677966101695)","(41.0, 210.0, 172.94117647058823)","(51.0, 370.0, 232.5)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:11.305200,"(5.5, 6.0, 5.605263157894737)","(1.9, 2.28, 2.164761904761905)","(3.2, 4.9, 4.6066666666666665)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.40677966101695)","(41.0, 210.0, 131.61290322580646)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:12.570063,"(5.5, 5.9, 5.58421052631579)","(1.9, 2.26, 2.164761904761905)","(3.2, 4.9, 4.6066666666666665)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.489795918367347)","(41.0, 210.0, 138.52941176470588)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:13.838287,"(5.5, 5.9, 5.483333333333333)","(1.9, 2.26, 2.164)","(3.2, 4.9, 4.848387096774194)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 138.52941176470588)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:15.174134,"(5.5, 5.8, 5.44)","(1.9, 2.26, 2.162777777777778)","(3.2, 4.9, 4.836842105263158)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 120.0)","(51.0, 370.0, 198.125)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:16.620530,"(5.5, 5.8, 5.333333333333333)","(1.9, 2.24, 2.1622222222222223)","(3.2, 4.9, 4.836842105263158)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 94.28571428571428)","(51.0, 370.0, 198.125)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:17.965563,"(5.5, 5.8, 5.333333333333333)","(1.9, 2.24, 2.1622222222222223)","(3.2, 4.9, 4.855555555555556)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 116.4)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:19.503540,"(5.5, 5.7, 5.286956521739131)","(1.9, 2.24, 2.1622222222222223)","(3.2, 4.9, 4.855555555555556)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 139.0909090909091)","(51.0, 370.0, 305.38461538461536)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:20.832302,"(5.5, 5.7, 5.155813953488372)","(1.9, 2.26, 2.1690909090909094)","(3.2, 4.9, 4.855555555555556)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 116.4)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:22.080903,"(5.5, 5.6, 5.233333333333333)","(1.9, 2.26, 2.1690909090909094)","(3.2, 4.9, 4.855555555555556)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 134.51612903225805)","(51.0, 370.0, 238.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:23.333522,"(5.5, 5.6, 5.156818181818181)","(1.9, 2.26, 2.1690909090909094)","(3.2, 4.9, 4.766666666666667)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 108.26086956521739)","(51.0, 370.0, 320.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:24.600494,"(5.5, 5.6, 5.1390625)","(1.9, 2.26, 2.166666666666667)","(3.2, 4.9, 4.766666666666667)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 120.0)","(51.0, 360.0, 337.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:25.915985,"(5.5, 5.6, 5.1390625)","(1.9, 2.26, 2.166666666666667)","(3.2, 4.9, 5.007894736842105)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 360.0, 337.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:27.225477,"(5.5, 5.5, 5.18)","(1.9, 2.26, 2.1644444444444444)","(3.2, 5.1, 4.960465116279069)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 114.21052631578948)","(51.0, 360.0, 310.0)","(15.0, 75.0, 46.75)"
08-12-2022 13:33:28.533820,"(5.5, 5.4, 5.25)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.998305084745763)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 114.21052631578948)","(51.0, 360.0, 344.375)","(15.0, 75.0, 41.75)"
08-12-2022 13:33:29.843262,"(5.5, 5.4, 5.134285714285714)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.998305084745763)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 360.0, 314.0)","(15.0, 65.0, 24.03333333333333)"
08-12-2022 13:33:31.055918,"(5.5, 5.4, 5.134285714285714)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.998305084745763)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 360.0, 314.0)","(15.0, 60.0, 47.7)"
08-12-2022 13:33:32.267296,"(5.5, 5.4, 5.134285714285714)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.998305084745763)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 114.21052631578948)","(51.0, 360.0, 314.0)","(15.0, 55.0, 47.7)"
08-12-2022 13:33:33.507211,"(5.5, 5.4, 5.121818181818181)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.998305084745763)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 114.21052631578948)","(51.0, 360.0, 314.0)","(15.0, 55.0, 48.45238095238095)"
08-12-2022 13:33:34.746897,"(5.5, 5.4, 5.121818181818181)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 4.9125)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 360.0, 338.0)","(15.0, 50.0, 30.245098039215684)"
08-12-2022 13:33:35.911886,"(5.5, 5.4, 5.116)","(1.9, 2.24, 2.1644444444444444)","(3.3, 5.1, 5.680000000000001)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 360.0, 249.52380952380952)","(15.0, 50.0, 34.60526315789474)"
08-12-2022 13:33:37.039431,"(5.5, 5.4, 5.116)","(1.9, 2.24, 2.176)","(3.3, 5.9, 5.7)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.481481481481481)","(41.0, 210.0, 126.66666666666667)","(51.0, 370.0, 249.52380952380952)","(15.0, 50.0, 31.041666666666668)"
08-12-2022 13:33:38.292811,"(5.5, 5.4, 5.116)","(1.9, 2.24, 2.176)","(3.3, 5.7, 5.44)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.466666666666667)","(41.0, 210.0, 114.21052631578948)","(51.0, 370.0, 186.66666666666669)","(15.0, 50.0, 45.30487804878049)"
08-12-2022 13:33:39.479301,"(5.5, 5.4, 5.116)","(1.9, 2.24, 2.176)","(3.3, 5.5, 5.45)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.466666666666667)","(41.0, 210.0, 126.66666666666667)","(51.0, 370.0, 330.0)","(15.0, 46.0, 45.5327868852459)"
08-12-2022 13:33:40.800920,"(5.5, 5.4, 5.2505263157894735)","(1.9, 2.24, 2.176)","(3.3, 5.5, 5.351851851851852)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.466666666666667)","(41.0, 210.0, 97.5)","(51.0, 360.0, 283.33333333333337)","(15.0, 46.0, 20.10810810810811)"
08-12-2022 13:33:42.140354,"(5.5, 5.4, 5.111538461538461)","(1.9, 2.24, 2.176)","(3.3, 5.5, 5.306451612903226)","(26.0, 65.0, 64.90196078431373)","(10.0, 11.5, 11.466666666666667)","(41.0, 210.0, 97.5)","(51.0, 360.0, 307.5)","(15.0, 44.0, 36.0)"
