,Toms The One,Ravioli,Senorita Bonita,Sketchy Comrade,Greek Inquisitor,Lenny Boy,Mazy Girl,Perpetual
15-12-2022 14:06:06.053143,"(2.6, 2.84, 2.76)","(3.9, 4.9, 4.800000000000001)","(3.9, 6.2, 5.78)","(11.0, 28.0, 22.666666666666668)","(41.0, 270.0, 160.0)","(41.0, 370.0, 212.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:06:07.256238,"(2.6, 2.84, 2.8023529411764705)","(3.9, 4.9, 4.800000000000001)","(3.9, 6.2, 5.78)","(11.0, 28.0, 24.8)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 11.0, 9.078947368421053)"
15-12-2022 14:06:08.332721,"(2.6, 2.86, 2.81)","(3.9, 4.9, 4.800000000000001)","(3.9, 6.2, 5.78)","(11.0, 28.0, 24.444444444444443)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.571428571428571)"
15-12-2022 14:06:09.807609,"(2.6, 2.9, 2.8874999999999997)","(3.9, 4.9, 4.800000000000001)","(3.9, 6.2, 5.78)","(11.0, 28.0, 24.444444444444443)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:11.216253,"(2.6, 2.9, 2.7946666666666666)","(3.9, 4.9, 4.6)","(3.9, 6.2, 5.78)","(11.0, 28.0, 24.444444444444443)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:12.582987,"(2.6, 2.86, 2.7946666666666666)","(3.9, 4.9, 4.6)","(3.9, 6.2, 5.78)","(11.0, 28.0, 24.444444444444443)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:13.806540,"(2.6, 2.86, 2.7946666666666666)","(3.8, 4.9, 4.7)","(3.9, 6.2, 5.627272727272727)","(12.0, 28.0, 23.333333333333332)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:15.090154,"(2.6, 2.86, 2.7946666666666666)","(3.8, 4.9, 4.6)","(3.9, 6.2, 5.78)","(12.0, 28.0, 23.333333333333332)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 11.333333333333334)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:16.822745,"(2.6, 2.86, 2.7946666666666666)","(3.8, 4.9, 4.575)","(3.9, 6.2, 5.627272727272727)","(12.0, 28.0, 23.333333333333332)","(41.0, 270.0, 86.66666666666666)","(41.0, 370.0, 107.5)","(8.0, 12.0, 10.5)","(6.5, 10.5, 8.435294117647059)"
15-12-2022 14:06:18.201008,"(2.6, 2.86, 2.7946666666666666)","(3.8, 4.8, 4.55)","(3.9, 6.2, 5.627272727272727)","(12.0, 28.0, 22.4)","(41.0, 270.0, 105.26315789473685)","(41.0, 370.0, 108.82352941176471)","(8.0, 12.0, 10.5)","(6.5, 10.5, 8.166666666666666)"
15-12-2022 14:06:19.695444,"(2.6, 2.86, 2.797)","(3.8, 4.8, 4.55)","(3.9, 6.2, 5.78)","(12.0, 28.0, 24.0)","(41.0, 260.0, 216.66666666666669)","(41.0, 360.0, 202.5)","(8.0, 12.0, 10.5)","(6.5, 10.5, 8.227272727272727)"
15-12-2022 14:06:21.092939,"(2.6, 2.86, 2.797)","(3.8, 4.8, 4.55)","(3.9, 6.2, 5.78)","(12.0, 28.0, 26.0)","(41.0, 250.0, 102.5)","(41.0, 350.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.5, 8.178571428571429)"
15-12-2022 14:06:22.591560,"(2.6, 2.86, 2.797)","(3.8, 4.7, 4.55)","(3.9, 6.2, 5.78)","(12.0, 28.0, 22.666666666666668)","(41.0, 260.0, 102.5)","(41.0, 360.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.5, 8.333333333333334)"
15-12-2022 14:06:24.215462,"(2.6, 2.86, 2.7984615384615386)","(3.8, 4.7, 4.607692307692308)","(3.9, 6.2, 5.78)","(12.0, 28.0, 21.846153846153847)","(41.0, 260.0, 102.5)","(41.0, 360.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.0, 8.2)"
15-12-2022 14:06:25.611175,"(2.6, 2.86, 2.7984615384615386)","(3.8, 4.7, 4.607692307692308)","(3.9, 6.2, 5.78)","(12.0, 28.0, 21.846153846153847)","(41.0, 260.0, 102.5)","(41.0, 360.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.0, 8.2)"
15-12-2022 14:06:26.995147,"(2.6, 2.86, 2.7984615384615386)","(3.8, 4.7, 4.607692307692308)","(3.9, 6.2, 5.78)","(12.0, 28.0, 21.846153846153847)","(41.0, 260.0, 102.5)","(41.0, 360.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.0, 8.2)"
15-12-2022 14:06:28.506570,"(2.6, 2.86, 2.7984615384615386)","(3.8, 4.7, 4.607692307692308)","(3.9, 6.2, 5.78)","(12.0, 28.0, 21.846153846153847)","(41.0, 260.0, 102.5)","(41.0, 360.0, 74.0625)","(8.0, 12.0, 10.5)","(6.5, 10.0, 8.2)"
15-12-2022 14:06:30.226613,"(2.6, 2.86, 2.81625)","(3.8, 4.7, 4.63125)","(3.9, 6.2, 5.885)","(12.0, 28.0, 21.5)","(41.0, 260.0, 106.25)","(41.0, 360.0, 74.0625)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.0, 9.1)"
15-12-2022 14:06:31.697570,"(2.6, 2.86, 2.8)","(3.8, 4.8, 4.63125)","(3.9, 6.2, 5.885)","(12.0, 28.0, 21.5)","(41.0, 260.0, 106.25)","(41.0, 360.0, 74.0625)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.0, 9.1)"
15-12-2022 14:06:33.013650,"(2.6, 2.86, 2.81625)","(3.8, 4.8, 4.63125)","(3.9, 6.2, 5.885)","(12.0, 28.0, 21.5)","(41.0, 260.0, 80.625)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.0, 9.333333333333334)"
15-12-2022 14:06:34.291577,"(2.6, 2.86, 2.81625)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.885)","(12.0, 28.0, 22.625)","(41.0, 260.0, 123.33333333333334)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.0, 9.333333333333334)"
15-12-2022 14:06:35.633385,"(2.6, 2.86, 2.81625)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.885)","(12.0, 27.0, 22.625)","(41.0, 260.0, 123.33333333333334)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.0, 9.31578947368421)"
15-12-2022 14:06:36.954437,"(2.6, 2.86, 2.81625)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 27.0, 22.625)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.31578947368421)"
15-12-2022 14:06:38.350775,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 27.0, 22.625)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.785714285714286)"
15-12-2022 14:06:39.708223,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 27.0, 22.625)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.785714285714286)"
15-12-2022 14:06:40.944067,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 27.0, 22.625)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.785714285714286)"
15-12-2022 14:06:42.204679,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 27.0, 22.625)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.31578947368421)"
15-12-2022 14:06:43.538309,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 23.0)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.31578947368421)"
15-12-2022 14:06:44.949947,"(2.6, 2.86, 2.813846153846154)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 23.0)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.31578947368421)"
15-12-2022 14:06:46.309631,"(2.6, 2.86, 2.7314285714285713)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 23.0)","(41.0, 260.0, 120.22727272727273)","(41.0, 360.0, 135.26315789473685)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 9.31578947368421)"
15-12-2022 14:06:47.480803,"(2.6, 2.86, 2.8126315789473684)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 23.0)","(41.0, 260.0, 155.0)","(41.0, 360.0, 205.0)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 8.43)"
15-12-2022 14:06:48.704477,"(2.6, 2.86, 2.788)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 155.0)","(41.0, 350.0, 205.0)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 8.34375)"
15-12-2022 14:06:50.057639,"(2.6, 2.86, 2.776521739130435)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.885)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 10.272727272727273)","(6.5, 10.5, 8.34375)"
15-12-2022 14:06:51.408833,"(2.6, 2.86, 2.776521739130435)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 8.34375)"
15-12-2022 14:06:52.617675,"(2.6, 2.86, 2.750526315789474)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.0)"
15-12-2022 14:06:53.933663,"(2.6, 2.86, 2.750526315789474)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 8.842105263157896)"
15-12-2022 14:06:55.260279,"(2.6, 2.86, 2.784516129032258)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 8.842105263157896)"
15-12-2022 14:06:56.660353,"(2.6, 2.84, 2.790769230769231)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 8.842105263157896)"
15-12-2022 14:06:58.034530,"(2.6, 2.84, 2.790769230769231)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.0)"
15-12-2022 14:06:59.438709,"(2.6, 2.84, 2.790769230769231)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 8.842105263157896)"
15-12-2022 14:07:00.846205,"(2.6, 2.82, 2.75)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 235.3846153846154)","(41.0, 350.0, 205.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.1875)"
15-12-2022 14:07:02.133848,"(2.6, 2.82, 2.75)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 250.0, 148.88888888888889)","(41.0, 350.0, 80.0)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.068181818181818)"
15-12-2022 14:07:03.295838,"(2.6, 2.82, 2.75)","(3.8, 4.8, 4.6909090909090905)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 144.6153846153846)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.264705882352942)"
15-12-2022 14:07:04.498776,"(2.6, 2.8, 2.7124324324324327)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 144.6153846153846)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:05.693171,"(2.6, 2.8, 2.7163636363636363)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 144.6153846153846)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:06.829053,"(2.6, 2.8, 2.7163636363636363)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 144.6153846153846)","(41.0, 360.0, 193.0769230769231)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:07.967625,"(2.6, 2.78, 2.7466666666666666)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 106.05263157894737)","(41.0, 360.0, 93.125)","(8.0, 11.5, 11.166666666666666)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:09.078596,"(2.6, 2.78, 2.7466666666666666)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 106.05263157894737)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:10.308950,"(2.6, 2.78, 2.73)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 138.125)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:11.528091,"(2.6, 2.78, 2.73)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 138.125)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:12.707688,"(2.6, 2.76, 2.714782608695652)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 138.125)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:13.838960,"(2.6, 2.76, 2.685714285714286)","(3.8, 4.8, 4.725)","(3.9, 6.2, 5.80625)","(12.0, 26.0, 22.25)","(41.0, 260.0, 138.125)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:14.968130,"(2.6, 2.74, 2.6971428571428575)","(3.8, 4.8, 4.742857142857143)","(3.9, 6.2, 5.9)","(12.0, 26.0, 22.5)","(41.0, 260.0, 138.125)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:16.172794,"(2.6, 2.74, 2.6971428571428575)","(3.8, 4.8, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 22.5)","(41.0, 260.0, 159.13793103448276)","(41.0, 360.0, 93.125)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.31875)"
15-12-2022 14:07:17.382594,"(2.6, 2.72, 2.6914285714285717)","(3.8, 4.7, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 22.5)","(41.0, 260.0, 160.0)","(41.0, 360.0, 291.0)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.1)"
15-12-2022 14:07:18.603432,"(2.6, 2.72, 2.686666666666667)","(3.8, 4.7, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(41.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:19.807164,"(2.6, 2.72, 2.686666666666667)","(3.8, 4.7, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(41.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:21.057082,"(2.6, 2.72, 2.686666666666667)","(3.8, 4.7, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(41.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:22.147619,"(2.6, 2.72, 2.686666666666667)","(3.8, 4.7, 4.654545454545454)","(3.9, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(41.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 11.0)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:23.321087,"(2.5, 2.72, 2.686666666666667)","(3.7, 4.8, 4.7124999999999995)","(4.0, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(31.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.428571428571429)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:24.499256,"(2.5, 2.72, 2.686666666666667)","(3.7, 4.8, 5.014285714285714)","(4.0, 6.2, 5.966666666666667)","(12.0, 25.0, 21.875)","(31.0, 250.0, 214.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:25.746052,"(2.5, 2.7, 2.685714285714286)","(3.7, 5.1, 5.00625)","(4.0, 6.2, 5.966666666666667)","(12.0, 25.0, 22.0)","(31.0, 250.0, 238.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:27.031025,"(2.5, 2.7, 2.6833333333333336)","(3.7, 5.1, 5.00625)","(4.0, 6.2, 5.966666666666667)","(12.0, 24.0, 22.0)","(31.0, 250.0, 238.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:28.279368,"(2.5, 2.7, 2.6833333333333336)","(3.7, 5.1, 5.00625)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 22.0)","(31.0, 250.0, 238.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:29.384999,"(2.5, 2.7, 2.6833333333333336)","(3.7, 5.1, 5.014285714285714)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 22.0)","(31.0, 250.0, 238.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:30.551192,"(2.5, 2.7, 2.6833333333333336)","(3.7, 5.1, 5.014285714285714)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 22.0)","(31.0, 250.0, 238.0)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:31.991648,"(2.5, 2.7, 2.6833333333333336)","(3.7, 5.1, 5.014285714285714)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 22.0)","(31.0, 250.0, 230.55555555555554)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:33.381295,"(2.5, 2.7, 2.685714285714286)","(3.7, 5.1, 5.011764705882353)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 22.0)","(31.0, 250.0, 110.0)","(41.0, 350.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:34.773201,"(2.5, 2.7, 2.68421052631579)","(3.7, 5.1, 5.011764705882353)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 21.5)","(31.0, 260.0, 110.0)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:36.106388,"(2.5, 2.7, 2.6142857142857143)","(3.7, 5.1, 5.032)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:37.312796,"(2.5, 2.7, 2.628)","(3.7, 5.2, 5.032)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:38.652132,"(2.5, 2.7, 2.628)","(3.7, 5.2, 5.02051282051282)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:39.860041,"(2.5, 2.7, 2.628)","(3.7, 5.2, 5.02051282051282)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:41.070658,"(2.5, 2.7, 2.628)","(3.7, 5.2, 4.95)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:42.568104,"(2.5, 2.7, 2.628)","(3.7, 5.2, 4.95)","(4.0, 6.2, 5.865217391304348)","(12.0, 23.0, 21.5)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:44.046150,"(2.5, 2.7, 2.628)","(3.7, 5.2, 5.026086956521739)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:45.296951,"(2.5, 2.7, 2.628)","(3.7, 5.2, 5.026086956521739)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:46.365690,"(2.5, 2.68, 2.6216666666666666)","(3.7, 5.2, 5.057142857142857)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 260.0, 166.66666666666669)","(41.0, 360.0, 93.125)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:47.484100,"(2.5, 2.66, 2.618095238095238)","(3.7, 5.2, 5.078787878787879)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 260.0, 167.5)","(41.0, 360.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:48.688803,"(2.5, 2.66, 2.618095238095238)","(3.7, 5.2, 5.078787878787879)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:49.925075,"(2.5, 2.66, 2.618095238095238)","(3.7, 5.2, 4.984615384615385)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:51.133104,"(2.5, 2.64, 2.62)","(3.7, 5.2, 4.984615384615385)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:52.370043,"(2.5, 2.64, 2.62)","(3.7, 5.2, 4.984615384615385)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:53.533135,"(2.5, 2.64, 2.62)","(3.7, 5.2, 5.05)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
15-12-2022 14:07:54.858669,"(2.5, 2.64, 2.604)","(3.7, 5.3, 5.166666666666666)","(4.0, 6.2, 5.865217391304348)","(12.0, 24.0, 20.923076923076923)","(31.0, 250.0, 167.5)","(41.0, 350.0, 291.0)","(8.0, 11.5, 10.25)","(6.5, 10.5, 9.36923076923077)"
