,Toms The One,Ravioli,Senorita Bonita,Sketchy Comrade,Greek Inquisitor,Lenny Boy,Mazy Girl,Perpetual
15-12-2022 14:03:46.893697,"(2.7, 2.9, 2.7615384615384615)","(3.8, 5.2, 4.65)","(3.9, 5.9, 5.370588235294118)","(10.0, 22.0, 18.7)","(41.0, 270.0, 245.33333333333334)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:48.048890,"(2.7, 2.9, 2.7615384615384615)","(3.8, 5.2, 4.65)","(3.9, 5.9, 5.15)","(10.0, 22.0, 20.75)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:49.124512,"(2.7, 2.88, 2.7288)","(3.8, 5.2, 4.7875)","(3.9, 5.9, 5.321428571428571)","(10.0, 25.0, 20.75)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.4375)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:50.297282,"(2.7, 2.88, 2.7288)","(3.8, 5.2, 4.822222222222222)","(3.9, 5.9, 5.5)","(10.0, 25.0, 20.75)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.4375)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:51.488811,"(2.7, 2.88, 2.7288)","(3.8, 5.1, 4.822222222222222)","(3.9, 5.9, 5.5)","(10.0, 25.0, 20.75)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.4375)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:52.688806,"(2.7, 2.88, 2.7288)","(3.8, 5.1, 4.822222222222222)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 20.75)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:53.841887,"(2.7, 2.88, 2.7288)","(3.8, 5.1, 4.822222222222222)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.875)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 10.68)"
15-12-2022 14:03:55.014106,"(2.7, 2.88, 2.7288)","(3.8, 5.1, 4.822222222222222)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.875)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 9.24)"
15-12-2022 14:03:56.092091,"(2.7, 2.84, 2.750909090909091)","(3.8, 5.1, 4.822222222222222)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.875)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 9.24)"
15-12-2022 14:03:57.283010,"(2.7, 2.84, 2.732941176470588)","(3.8, 5.1, 4.933333333333333)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.875)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 14.958333333333334)","(6.5, 11.0, 9.24)"
15-12-2022 14:03:58.471003,"(2.7, 2.84, 2.732941176470588)","(3.8, 5.1, 4.933333333333333)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.857142857142858)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 15.0)","(6.5, 11.0, 9.24)"
15-12-2022 14:03:59.669018,"(2.7, 2.84, 2.7224)","(3.8, 5.1, 4.933333333333333)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 21.25)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 12.571428571428571)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:00.772664,"(2.7, 2.84, 2.7224)","(3.8, 5.1, 4.933333333333333)","(3.9, 5.9, 5.5)","(10.0, 25.0, 21.25)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 12.571428571428571)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:01.906999,"(2.7, 2.84, 2.7224)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 12.571428571428571)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:03.046927,"(2.7, 2.84, 2.7224)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 12.571428571428571)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:04.185920,"(2.7, 2.84, 2.7224)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.104166666666666)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:05.270262,"(2.7, 2.82, 2.74)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 11.104166666666666)","(6.5, 11.0, 9.24)"
15-12-2022 14:04:06.427292,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 11.104166666666666)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:07.432619,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 11.104166666666666)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:08.552637,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 11.104166666666666)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:09.716538,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 11.104166666666666)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:10.867635,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 24.066666666666666)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 11.5, 14.666666666666668)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:11.971462,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.0, 4.828571428571428)","(3.9, 5.9, 5.5)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.5, 14.0)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:12.982968,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.5, 13.307692307692308)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:14.185234,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 13.307692307692308)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:15.391249,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 13.307692307692308)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:16.569635,"(2.7, 2.82, 2.7282352941176473)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.5)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 16.0, 12.852941176470589)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:17.593432,"(2.7, 2.82, 2.74)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.5, 12.61111111111111)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:18.732463,"(2.7, 2.82, 2.74)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 23.444444444444443)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.5, 12.421052631578947)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:19.858765,"(2.7, 2.82, 2.74)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 23.375)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.0, 12.421052631578947)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:21.028409,"(2.7, 2.8, 2.7444444444444445)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.0, 12.421052631578947)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:22.132509,"(2.7, 2.8, 2.7444444444444445)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 15.0, 13.166666666666666)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:23.243867,"(2.7, 2.8, 2.703076923076923)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 14.5, 12.571428571428571)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:24.428160,"(2.7, 2.8, 2.7169230769230768)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 14.5, 11.961538461538462)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:25.540768,"(2.7, 2.8, 2.7169230769230768)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 14.5, 11.961538461538462)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:26.679206,"(2.7, 2.8, 2.7169230769230768)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 14.5, 12.055555555555555)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:27.822709,"(2.7, 2.8, 2.7257142857142855)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 14.0, 11.944444444444445)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:28.980006,"(2.7, 2.8, 2.7257142857142855)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:30.464363,"(2.7, 2.78, 2.73)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:31.821463,"(2.7, 2.78, 2.73)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:33.270831,"(2.7, 2.78, 2.73)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:34.456395,"(2.7, 2.78, 2.73)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 225.6)","(41.0, 370.0, 338.5)","(7.5, 13.5, 11.785714285714286)","(6.5, 11.0, 9.72)"
15-12-2022 14:04:35.679055,"(2.7, 2.78, 2.73)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 270.0, 102.58823529411765)","(41.0, 370.0, 208.94736842105263)","(7.5, 13.5, 11.785714285714286)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:36.901667,"(2.7, 2.78, 2.73)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.785714285714286)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:38.148780,"(2.7, 2.76, 2.7066666666666666)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:39.604365,"(2.7, 2.76, 2.7066666666666666)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:40.866340,"(2.7, 2.74, 2.6963636363636367)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:42.185530,"(2.7, 2.74, 2.6963636363636367)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:43.360091,"(2.7, 2.74, 2.6963636363636367)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:44.516383,"(2.7, 2.74, 2.6963636363636367)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:45.675819,"(2.7, 2.74, 2.6963636363636367)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:46.831217,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:47.999335,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:49.247014,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:50.467052,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:51.758075,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:52.950679,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:53.997650,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:55.169185,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:56.369639,"(2.7, 2.74, 2.6894736842105265)","(3.8, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(10.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:57.586790,"(2.6, 2.74, 2.6894736842105265)","(3.9, 5.1, 5.044444444444444)","(3.9, 5.9, 5.455555555555556)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:58.694139,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:04:59.718932,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:00.789418,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:01.875001,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:03.057761,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:04.227153,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 5.044444444444444)","(3.9, 5.9, 5.328571428571429)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:05.332555,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:06.372340,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:07.500379,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.885714285714285)","(3.9, 5.9, 5.5)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.9)","(6.5, 11.0, 9.857142857142858)"
15-12-2022 14:05:08.665227,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 5.044444444444444)","(3.9, 5.9, 5.371428571428572)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 12.071428571428571)","(6.5, 11.0, 9.65)"
15-12-2022 14:05:09.826947,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.859999999999999)","(3.9, 6.0, 5.45)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 12.071428571428571)","(6.5, 11.5, 9.65)"
15-12-2022 14:05:10.887693,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.1, 5.014285714285714)","(3.9, 6.0, 5.8125)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.5, 9.65)"
15-12-2022 14:05:11.965586,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.754545454545454)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.5, 9.65)"
15-12-2022 14:05:13.095215,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.754545454545454)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.5, 9.857142857142858)"
15-12-2022 14:05:14.189954,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.754545454545454)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:15.333502,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.75)","(3.9, 6.0, 5.8)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:16.521872,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.8)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:17.683175,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.6571428571428575)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:18.864984,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.0, 4.8125)","(3.9, 6.0, 5.763636363636364)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:20.085774,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.1, 4.875)","(3.9, 6.2, 5.763636363636364)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:21.299516,"(2.6, 2.7, 2.6854545454545455)","(3.9, 5.1, 4.785714285714286)","(3.9, 6.2, 5.91764705882353)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:22.419389,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.711764705882353)","(3.9, 6.2, 5.91764705882353)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:23.491909,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.8)","(3.9, 6.2, 5.6000000000000005)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
15-12-2022 14:05:24.654438,"(2.6, 2.72, 2.690909090909091)","(3.9, 5.1, 4.75)","(3.9, 6.2, 5.876923076923077)","(11.0, 25.0, 22.0)","(41.0, 280.0, 102.58823529411765)","(41.0, 380.0, 217.5)","(7.5, 13.5, 11.944444444444445)","(6.5, 11.0, 9.4)"
