,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:09:27.631543,"(4.0, 6.4, 5.777777777777778)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 44.76470588235294)","(61.0, 130.0, 100.0)","(81.0, 130.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:09:29.205592,"(4.0, 6.4, 5.954545454545455)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 41.25)","(61.0, 120.0, 95.0)","(81.0, 130.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:09:30.746351,"(4.0, 6.4, 5.954545454545455)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 37.0)","(61.0, 120.0, 97.5)","(81.0, 130.0, 88.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:09:32.303762,"(4.0, 6.4, 5.9)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 38.4)","(61.0, 120.0, 97.5)","(81.0, 130.0, 93.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:09:33.935479,"(4.0, 6.2, 5.842857142857143)","(1.55, 99999, 99990)","(17.0, 30.0, 26.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 80.0, 33.22222222222222)","(61.0, 120.0, 105.0)","(71.0, 120.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:35.344535,"(4.0, 6.2, 5.842857142857143)","(1.55, 99999, 99990)","(17.0, 30.0, 26.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 75.0, 34.0)","(61.0, 120.0, 205.55555555555554)","(71.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:36.717333,"(4.0, 6.2, 5.95)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 70.0, 33.285714285714285)","(61.0, 220.0, 178.0)","(71.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:38.140214,"(4.0, 6.2, 5.84)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 65.0, 38.666666666666664)","(61.0, 200.0, 162.0)","(71.0, 130.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:39.627712,"(4.0, 5.9, 5.78)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 49.66666666666667)","(61.0, 180.0, 152.22222222222223)","(71.0, 130.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:41.056099,"(4.0, 5.9, 5.78)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 34.285714285714285)","(61.0, 170.0, 152.22222222222223)","(71.0, 130.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:42.518643,"(4.0, 5.9, 6.114285714285714)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 34.285714285714285)","(61.0, 170.0, 152.22222222222223)","(71.0, 130.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:43.967736,"(4.0, 6.2, 6.075)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 34.285714285714285)","(61.0, 170.0, 152.22222222222223)","(71.0, 130.0, 118.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:45.474019,"(4.0, 6.2, 6.0)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 50.11764705882353)","(61.0, 170.0, 152.22222222222223)","(71.0, 130.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:46.954479,"(4.0, 6.2, 5.914285714285715)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 49.75)","(61.0, 170.0, 120.0)","(71.0, 130.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:09:48.369282,"(4.0, 6.2, 5.875)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 52.0)","(61.0, 170.0, 142.0)","(71.0, 130.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:09:49.811428,"(4.0, 6.4, 5.875)","(1.55, 99999, 99990)","(17.0, 30.0, 27.307692307692307)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 52.0)","(61.0, 170.0, 154.44444444444446)","(71.0, 130.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:51.260088,"(4.0, 6.4, 5.875)","(1.55, 99999, 99990)","(17.0, 30.0, 27.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 55.0, 52.0)","(61.0, 170.0, 154.44444444444446)","(71.0, 120.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:09:52.618118,"(4.0, 6.4, 5.91)","(1.55, 99999, 99990)","(17.0, 30.0, 37.33333333333333)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 55.0, 52.0)","(71.0, 170.0, 154.44444444444446)","(71.0, 110.0, 87.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:54.042224,"(4.0, 6.2, 6.04375)","(1.55, 99999, 99990)","(17.0, 48.0, 39.53846153846154)","(7.5, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 55.0, 52.0)","(71.0, 170.0, 187.5)","(71.0, 100.0, 87.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:55.363533,"(4.2, 6.2, 6.04375)","(1.55, 99999, 99990)","(17.0, 46.0, 42.61538461538461)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 55.0, 52.0)","(71.0, 200.0, 187.5)","(71.0, 100.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:09:56.635891,"(4.2, 6.2, 6.04375)","(1.55, 99999, 99990)","(17.0, 44.0, 37.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(17.0, 55.0, 52.0)","(71.0, 200.0, 187.5)","(71.0, 130.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:09:58.023407,"(4.2, 6.2, 6.04375)","(1.55, 99999, 99990)","(17.0, 42.0, 40.769230769230774)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 55.0, 52.0)","(71.0, 200.0, 170.0)","(71.0, 130.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:09:59.383471,"(4.2, 6.2, 6.092857142857143)","(1.55, 99999, 99990)","(17.0, 42.0, 39.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 55.0, 52.0)","(71.0, 200.0, 170.0)","(71.0, 120.0, 97.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:00.841234,"(4.2, 6.2, 6.092857142857143)","(1.55, 99999, 99990)","(17.0, 42.0, 39.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 55.0, 46.5)","(71.0, 190.0, 162.22222222222223)","(71.0, 120.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:10:02.218361,"(4.2, 6.2, 6.0636363636363635)","(1.55, 99999, 99990)","(17.0, 42.0, 39.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 55.0, 41.142857142857146)","(71.0, 180.0, 162.22222222222223)","(71.0, 130.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:03.750179,"(4.2, 6.2, 6.0636363636363635)","(1.55, 99999, 99990)","(17.0, 42.0, 39.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 60.0, 41.142857142857146)","(71.0, 180.0, 201.11111111111111)","(71.0, 130.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:05.410795,"(4.2, 6.2, 6.209090909090909)","(1.55, 99999, 99990)","(17.0, 42.0, 39.0)","(8.0, 99999, 99990)","(10.0, 99999, 99990)","(18.0, 60.0, 41.142857142857146)","(71.0, 230.0, 193.33333333333334)","(71.0, 130.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:06.994623,"(4.2, 6.4, 6.073333333333333)","(1.5, 99999, 99990)","(18.0, 42.0, 36.230769230769226)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 220.0, 193.33333333333334)","(61.0, 130.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:08.467664,"(4.2, 6.4, 6.073333333333333)","(1.5, 99999, 99990)","(18.0, 42.0, 35.0)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 220.0, 193.33333333333334)","(61.0, 130.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:10.323945,"(4.2, 6.4, 6.142105263157895)","(1.5, 99999, 99990)","(18.0, 40.0, 35.0)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 210.0, 185.55555555555554)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:11.810731,"(4.2, 6.4, 6.300000000000001)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 210.0, 185.55555555555554)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:13.434792,"(4.2, 6.2, 6.128571428571429)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:14.910277,"(4.2, 6.2, 6.141176470588236)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 45.333333333333336)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:16.316682,"(4.2, 6.2, 6.128571428571429)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 49.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:17.702503,"(4.2, 6.2, 6.128571428571429)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 54.5)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:19.167387,"(4.2, 6.2, 6.142105263157895)","(1.5, 99999, 99990)","(18.0, 36.0, 33.54545454545455)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 54.5)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:20.460736,"(4.2, 6.4, 6.142105263157895)","(1.5, 99999, 99990)","(18.0, 36.0, 34.2)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 54.5)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:21.826992,"(4.2, 6.4, 6.142105263157895)","(1.5, 99999, 99990)","(18.0, 36.0, 34.2)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 54.5)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:23.143326,"(4.2, 6.4, 6.073333333333333)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:24.515516,"(4.2, 6.4, 6.0181818181818185)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:25.864414,"(4.2, 6.4, 6.0181818181818185)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:27.236245,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:28.563264,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 32.57142857142857)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:29.971854,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 32.57142857142857)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:31.321515,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:32.911769,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:34.491442,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:35.994057,"(4.2, 6.4, 6.142857142857143)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(71.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:37.821461,"(4.2, 6.4, 6.325)","(1.5, 99999, 99990)","(18.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:39.425556,"(4.4, 6.4, 6.335714285714286)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:40.967041,"(4.4, 6.4, 6.335714285714286)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 177.77777777777777)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:42.484390,"(4.4, 6.4, 6.335714285714286)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 147.5)","(61.0, 110.0, 86.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:10:44.089003,"(4.4, 6.4, 6.233333333333333)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 147.5)","(61.0, 110.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:46.022158,"(4.4, 6.4, 6.321052631578947)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 166.66666666666669)","(61.0, 120.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:47.551137,"(4.4, 6.4, 6.321052631578947)","(1.5, 99999, 99990)","(19.0, 36.0, 32.57142857142857)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 55.5)","(81.0, 200.0, 166.66666666666669)","(61.0, 120.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:49.033773,"(4.4, 7.0, 6.586666666666667)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 55.5)","(81.0, 200.0, 166.66666666666669)","(61.0, 120.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:50.450026,"(4.4, 6.8, 6.586666666666667)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 55.5)","(81.0, 200.0, 166.66666666666669)","(61.0, 120.0, 98.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:51.884763,"(4.4, 6.8, 6.488888888888889)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 166.66666666666669)","(61.0, 110.0, 93.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:10:53.338442,"(4.4, 6.6, 6.3)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 166.66666666666669)","(61.0, 100.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:10:54.790707,"(4.4, 6.6, 6.3999999999999995)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 166.66666666666669)","(61.0, 130.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:56.239940,"(4.4, 6.6, 6.3999999999999995)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 166.66666666666669)","(61.0, 110.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:57.651753,"(4.4, 6.6, 6.4363636363636365)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 110.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:10:59.015220,"(4.4, 6.6, 6.4363636363636365)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 110.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:00.446394,"(4.4, 6.6, 6.4363636363636365)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:01.840209,"(4.4, 6.6, 6.4363636363636365)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:03.236096,"(4.4, 6.6, 6.4363636363636365)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:04.696900,"(4.4, 6.6, 6.36)","(1.5, 99999, 99990)","(19.0, 36.0, 33.81818181818182)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:06.099249,"(4.4, 6.2, 6.114285714285715)","(1.5, 99999, 99990)","(20.0, 36.0, 32.0)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:07.998047,"(4.4, 6.4, 6.190476190476191)","(1.5, 99999, 99990)","(20.0, 38.0, 31.25)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 107.5)","(101.0, 99999, 99990)"
10-01-2023 18:11:10.056866,"(4.4, 6.4, 6.141176470588236)","(1.5, 99999, 99990)","(20.0, 38.0, 31.25)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 124.44444444444444)","(101.0, 99999, 99990)"
10-01-2023 18:11:11.739576,"(4.4, 6.4, 6.141176470588236)","(1.5, 99999, 99990)","(20.0, 38.0, 31.25)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 124.44444444444444)","(101.0, 99999, 99990)"
10-01-2023 18:11:13.126443,"(4.4, 6.4, 6.141176470588236)","(1.5, 99999, 99990)","(20.0, 38.0, 31.25)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 121.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:14.648372,"(4.4, 6.4, 6.141176470588236)","(1.5, 99999, 99990)","(20.0, 50.0, 43.57142857142857)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 121.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:15.991791,"(4.4, 6.4, 6.141176470588236)","(1.5, 99999, 99990)","(20.0, 46.0, 41.6)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 48.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 121.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:17.478439,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 39.0)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 110.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:18.911120,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 48.0, 39.0)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 110.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:20.314745,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 48.0, 34.0)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 110.0)","(101.0, 99999, 99990)"
10-01-2023 18:11:21.659702,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 34.0)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:11:22.952800,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 41.111111111111114)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:11:24.347278,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 41.111111111111114)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 51.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:11:25.762429,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 41.111111111111114)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 60.0, 56.0)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:11:27.179518,"(4.4, 6.4, 6.277777777777778)","(1.5, 99999, 99990)","(20.0, 50.0, 41.111111111111114)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 80.0, 66.15384615384616)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:11:28.618846,"(4.4, 6.4, 6.155555555555556)","(1.5, 99999, 99990)","(20.0, 50.0, 41.111111111111114)","(8.0, 99999, 99990)","(9.0, 99999, 99990)","(21.0, 80.0, 64.66666666666667)","(81.0, 200.0, 165.0)","(61.0, 130.0, 116.66666666666667)","(101.0, 99999, 99990)"
