,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:03:55.318548,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 19.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:56.529222,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 19.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:57.675450,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 19.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:58.765510,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 19.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 179.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:59.901330,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 16.642857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 179.5)","(101.0, 99999, 99990)"
10-01-2023 18:04:01.074813,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 16.642857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 220.0, 182.22222222222223)","(101.0, 99999, 99990)"
10-01-2023 18:04:02.183127,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 19.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 210.0, 182.22222222222223)","(101.0, 99999, 99990)"
10-01-2023 18:04:03.252328,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 23.0, 16.928571428571427)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 210.0, 174.44444444444446)","(101.0, 99999, 99990)"
10-01-2023 18:04:04.475675,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 32.0, 23.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 200.0, 174.44444444444446)","(101.0, 99999, 99990)"
10-01-2023 18:04:05.623096,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 21.0, 15.944444444444445)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 174.44444444444446)","(101.0, 99999, 99990)"
10-01-2023 18:04:06.880709,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 21.0, 16.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 30.0, 24.0)","(71.0, 210.0, 142.5)","(81.0, 200.0, 126.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:04:08.670016,"(3.7, 9.4, 7.290909090909091)","(1.55, 99999, 99990)","(12.0, 21.0, 16.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 25.0)","(71.0, 210.0, 142.5)","(81.0, 200.0, 126.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:04:10.171441,"(3.7, 9.2, 6.733333333333333)","(1.55, 99999, 99990)","(12.0, 21.0, 16.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 28.0, 23.0)","(71.0, 210.0, 142.5)","(81.0, 200.0, 176.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:04:11.637388,"(3.7, 8.6, 6.066666666666666)","(1.55, 99999, 99990)","(12.0, 21.0, 15.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 23.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 200.0, 176.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:04:13.026024,"(3.7, 6.6, 6.422222222222222)","(1.55, 99999, 99990)","(12.0, 21.0, 15.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 26.0, 22.0)","(71.0, 210.0, 142.5)","(81.0, 200.0, 158.0)","(101.0, 99999, 99990)"
10-01-2023 18:04:14.238707,"(3.7, 6.6, 6.359999999999999)","(1.55, 99999, 99990)","(12.0, 21.0, 15.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.428571428571427)","(71.0, 210.0, 142.5)","(81.0, 200.0, 175.55555555555554)","(101.0, 99999, 99990)"
10-01-2023 18:04:15.452377,"(3.7, 6.4, 6.066666666666667)","(1.55, 99999, 99990)","(12.0, 21.0, 15.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 210.0, 142.5)","(81.0, 200.0, 183.0769230769231)","(101.0, 99999, 99990)"
10-01-2023 18:04:16.541045,"(3.7, 6.4, 6.066666666666667)","(1.55, 99999, 99990)","(12.0, 19.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 210.0, 113.57142857142857)","(81.0, 200.0, 142.5)","(101.0, 99999, 99990)"
10-01-2023 18:04:17.642232,"(3.7, 6.4, 5.983333333333333)","(1.55, 99999, 99990)","(12.0, 19.0, 17.666666666666668)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 210.0, 125.0)","(81.0, 190.0, 142.5)","(101.0, 99999, 99990)"
10-01-2023 18:04:18.725073,"(3.7, 6.4, 6.0)","(1.55, 99999, 99990)","(12.0, 20.0, 18.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 190.0, 126.25)","(101.0, 99999, 99990)"
10-01-2023 18:04:20.148686,"(3.7, 6.4, 6.0)","(1.55, 99999, 99990)","(12.0, 20.0, 16.6)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.25)","(71.0, 200.0, 137.5)","(81.0, 220.0, 108.88888888888889)","(101.0, 99999, 99990)"
10-01-2023 18:04:21.497124,"(3.7, 6.2, 5.9750000000000005)","(1.55, 99999, 99990)","(12.0, 17.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 220.0, 108.88888888888889)","(101.0, 99999, 99990)"
10-01-2023 18:04:23.198099,"(3.7, 6.4, 6.066666666666667)","(1.55, 99999, 99990)","(12.0, 20.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 220.0, 147.5)","(101.0, 99999, 99990)"
10-01-2023 18:04:24.630058,"(3.7, 6.4, 6.066666666666667)","(1.55, 99999, 99990)","(12.0, 20.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 200.0, 126.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:04:26.172035,"(3.7, 6.4, 6.15)","(1.55, 99999, 99990)","(12.0, 19.0, 17.666666666666668)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 190.0, 162.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:04:27.540951,"(3.7, 6.2, 6.050000000000001)","(1.55, 99999, 99990)","(12.0, 18.5, 16.555555555555557)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 20.428571428571427)","(71.0, 200.0, 137.5)","(81.0, 190.0, 126.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:04:29.071801,"(3.7, 6.2, 5.9)","(1.55, 99999, 99990)","(12.0, 18.5, 16.666666666666668)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 24.0, 21.0)","(71.0, 200.0, 110.71428571428572)","(81.0, 190.0, 110.83333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:04:30.365548,"(3.7, 5.9, 5.86)","(1.55, 99999, 99990)","(12.0, 17.5, 15.875)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 23.0, 21.0)","(71.0, 200.0, 122.5)","(81.0, 190.0, 109.16666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:04:31.662918,"(3.7, 6.0, 5.9)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 23.0, 21.166666666666668)","(71.0, 170.0, 135.0)","(81.0, 180.0, 117.22222222222223)","(101.0, 99999, 99990)"
10-01-2023 18:04:32.910048,"(3.7, 6.6, 6.0)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 23.0, 19.7)","(71.0, 160.0, 130.0)","(81.0, 170.0, 149.375)","(101.0, 99999, 99990)"
10-01-2023 18:04:34.100834,"(3.7, 6.6, 6.0)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 23.0, 18.785714285714285)","(71.0, 160.0, 130.0)","(81.0, 160.0, 124.58333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:04:35.386569,"(3.7, 6.6, 6.15)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 18.785714285714285)","(71.0, 150.0, 100.0)","(81.0, 160.0, 137.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:04:36.744984,"(3.7, 6.6, 6.0)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 19.77777777777778)","(71.0, 140.0, 90.0)","(81.0, 150.0, 125.0)","(101.0, 99999, 99990)"
10-01-2023 18:04:37.927665,"(3.7, 6.6, 6.0)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.285714285714285)","(71.0, 140.0, 95.0)","(81.0, 150.0, 112.36842105263158)","(101.0, 99999, 99990)"
10-01-2023 18:04:39.174923,"(3.7, 6.6, 6.0)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.285714285714285)","(71.0, 130.0, 100.83333333333333)","(81.0, 140.0, 112.36842105263158)","(101.0, 99999, 99990)"
10-01-2023 18:04:40.373817,"(3.7, 6.6, 5.8125)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.285714285714285)","(71.0, 130.0, 100.83333333333333)","(81.0, 140.0, 112.36842105263158)","(101.0, 99999, 99990)"
10-01-2023 18:04:41.547366,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.285714285714285)","(71.0, 130.0, 100.83333333333333)","(81.0, 140.0, 112.36842105263158)","(101.0, 99999, 99990)"
10-01-2023 18:04:42.755247,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.285714285714285)","(71.0, 130.0, 100.83333333333333)","(81.0, 140.0, 112.36842105263158)","(101.0, 99999, 99990)"
10-01-2023 18:04:44.015664,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.071428571428573)","(71.0, 130.0, 100.83333333333333)","(81.0, 140.0, 106.05263157894737)","(101.0, 99999, 99990)"
10-01-2023 18:04:45.408228,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 22.0, 20.3)","(71.0, 130.0, 100.83333333333333)","(81.0, 130.0, 103.57142857142857)","(101.0, 99999, 99990)"
10-01-2023 18:04:46.686305,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 130.0, 83.57142857142857)","(81.0, 110.0, 97.3076923076923)","(101.0, 99999, 99990)"
10-01-2023 18:04:47.971351,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 130.0, 87.14285714285714)","(81.0, 100.0, 89.70588235294117)","(101.0, 99999, 99990)"
10-01-2023 18:04:49.265067,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 110.0, 82.0)","(81.0, 100.0, 88.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:04:50.628525,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 110.0, 82.85714285714286)","(81.0, 95.0, 88.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:04:52.066304,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 100.0, 79.0)","(81.0, 95.0, 142.72727272727272)","(101.0, 99999, 99990)"
10-01-2023 18:04:53.390429,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 100.0, 79.375)","(81.0, 230.0, 123.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:04:54.741485,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 220.0, 123.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:04:56.061657,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 220.0, 123.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:04:57.369912,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 220.0, 175.0)","(101.0, 99999, 99990)"
10-01-2023 18:04:58.575329,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 200.0, 159.0)","(101.0, 99999, 99990)"
10-01-2023 18:04:59.796977,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 180.0, 121.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:05:00.988392,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.5)","(71.0, 95.0, 79.375)","(81.0, 180.0, 121.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:05:02.181274,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 95.0, 86.25)","(81.0, 180.0, 130.41666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:05:03.391698,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 90.0, 79.28571428571429)","(81.0, 170.0, 124.58333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:05:04.600357,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 90.0, 80.55555555555556)","(81.0, 160.0, 133.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:05:05.888035,"(3.7, 6.4, 5.7875000000000005)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 85.0, 80.55555555555556)","(81.0, 150.0, 131.875)","(101.0, 99999, 99990)"
10-01-2023 18:05:07.223457,"(3.7, 6.4, 5.954545454545455)","(1.55, 99999, 99990)","(12.0, 18.5, 16.892857142857142)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 85.0, 190.0)","(81.0, 140.0, 112.91666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:05:08.524809,"(3.7, 6.4, 5.954545454545455)","(1.55, 99999, 99990)","(12.0, 18.5, 16.27777777777778)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 19.95)","(71.0, 230.0, 175.0)","(81.0, 140.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:09.728865,"(3.7, 6.4, 5.954545454545455)","(1.55, 99999, 99990)","(12.0, 18.5, 16.27777777777778)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 21.0, 22.142857142857142)","(71.0, 210.0, 182.0)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:10.985334,"(3.7, 6.4, 6.076923076923077)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 30.0, 23.5)","(71.0, 210.0, 150.0)","(81.0, 140.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:12.190862,"(3.7, 6.4, 6.152941176470589)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 28.0, 24.333333333333332)","(71.0, 190.0, 127.14285714285714)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:13.490587,"(3.7, 6.4, 6.152941176470589)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 21.285714285714285)","(71.0, 170.0, 115.45454545454547)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:14.802004,"(3.7, 6.4, 6.152941176470589)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 23.0)","(71.0, 170.0, 134.28571428571428)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:16.073895,"(3.7, 6.4, 6.2615384615384615)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 160.0, 106.36363636363636)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:17.393543,"(3.7, 6.4, 6.152941176470589)","(1.55, 99999, 99990)","(12.0, 18.5, 17.375)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 150.0, 107.5)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:18.674166,"(3.7, 6.4, 6.232)","(1.55, 99999, 99990)","(12.0, 18.5, 17.375)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 140.0, 111.66666666666666)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:19.944853,"(3.7, 6.4, 6.232)","(1.55, 99999, 99990)","(12.0, 18.5, 17.375)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 130.0, 105.0)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:21.241885,"(3.7, 6.4, 6.232)","(1.55, 99999, 99990)","(12.0, 18.5, 17.375)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 120.0, 87.85714285714286)","(81.0, 140.0, 116.78571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:05:22.565453,"(3.7, 6.4, 6.232)","(1.55, 99999, 99990)","(12.0, 18.5, 17.375)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 120.0, 80.83333333333333)","(81.0, 140.0, 110.35714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:05:23.891672,"(3.7, 6.4, 6.232)","(1.55, 99999, 99990)","(12.0, 18.5, 17.68181818181818)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 20.714285714285715)","(71.0, 110.0, 82.14285714285714)","(81.0, 130.0, 103.63636363636363)","(101.0, 99999, 99990)"
10-01-2023 18:05:25.134763,"(3.7, 7.8, 7.466666666666667)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 22.5)","(71.0, 100.0, 85.0)","(81.0, 110.0, 90.55555555555556)","(101.0, 99999, 99990)"
10-01-2023 18:05:26.410680,"(3.7, 7.6, 7.644444444444444)","(1.55, 99999, 99990)","(12.0, 18.5, 17.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 22.5)","(71.0, 100.0, 85.0)","(81.0, 110.0, 91.25)","(101.0, 99999, 99990)"
10-01-2023 18:05:27.945496,"(3.7, 7.8, 7.644444444444444)","(1.55, 99999, 99990)","(12.0, 18.5, 18.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 24.27777777777778)","(71.0, 100.0, 92.5)","(81.0, 100.0, 80.55555555555556)","(101.0, 99999, 99990)"
10-01-2023 18:05:29.419421,"(3.7, 7.8, 7.253333333333334)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 25.0, 24.0)","(71.0, 110.0, 152.5)","(81.0, 95.0, 82.5)","(101.0, 99999, 99990)"
10-01-2023 18:05:30.780901,"(3.7, 8.0, 7.56)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 24.0)","(71.0, 230.0, 142.5)","(81.0, 95.0, 88.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:05:32.109547,"(3.7, 7.8, 7.56)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 24.0)","(71.0, 210.0, 194.44444444444446)","(81.0, 95.0, 100.71428571428572)","(101.0, 99999, 99990)"
10-01-2023 18:05:33.510192,"(3.7, 7.8, 7.56)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 26.3)","(71.0, 210.0, 166.0)","(81.0, 120.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:34.960609,"(3.7, 7.8, 7.04)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 28.0, 26.3)","(71.0, 190.0, 166.0)","(81.0, 110.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:36.234292,"(3.7, 8.0, 7.04)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 28.0, 25.5)","(71.0, 190.0, 158.0)","(81.0, 110.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:37.526138,"(3.7, 8.0, 7.0)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 25.5)","(71.0, 180.0, 143.33333333333331)","(81.0, 110.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:38.794564,"(3.7, 8.0, 7.0)","(1.55, 99999, 99990)","(12.0, 19.0, 17.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 22.8)","(71.0, 180.0, 141.66666666666669)","(81.0, 110.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:40.154081,"(3.7, 8.0, 7.0)","(1.55, 99999, 99990)","(14.0, 19.0, 24.25)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 22.666666666666668)","(71.0, 180.0, 141.66666666666669)","(91.0, 110.0, 103.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:41.494051,"(3.7, 7.6, 7.433333333333333)","(1.55, 99999, 99990)","(14.0, 32.0, 30.125)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 26.0, 23.0)","(71.0, 180.0, 141.66666666666669)","(91.0, 110.0, 95.0)","(101.0, 99999, 99990)"
10-01-2023 18:05:42.935082,"(3.7, 9.2, 8.0)","(1.55, 99999, 99990)","(14.0, 32.0, 28.666666666666668)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 26.0, 23.833333333333332)","(71.0, 180.0, 141.66666666666669)","(91.0, 110.0, 100.71428571428572)","(101.0, 99999, 99990)"
