,Kaonic,Wild Willy,Hamslette,Star Jan,Ali Orphan,Carak,Coraggio,Innocent Pegg,Pretty Boy
04-01-2023 15:19:04.132763,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998347107438017)","(3.7, 4.2, 4.125)","(5.5, 6.8, 6.447058823529412)","(19.0, 36.0, 34.25)","(5.0, 7.0, 6.933333333333334)","(5.0, 7.6, 7.120754716981132)","(20.0, 30.0, 28.285714285714285)","(61.0, 130.0, 106.36363636363636)"
04-01-2023 15:19:05.273722,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998347107438017)","(3.7, 4.2, 4.125)","(5.5, 6.8, 6.447058823529412)","(19.0, 36.0, 34.25)","(5.0, 7.0, 6.933333333333334)","(5.0, 7.8, 7.120754716981132)","(20.0, 30.0, 28.285714285714285)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:06.456052,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998347107438017)","(3.7, 4.2, 4.153125)","(5.5, 6.8, 6.517647058823529)","(19.0, 36.0, 32.81818181818182)","(5.0, 7.0, 6.933333333333334)","(5.0, 7.8, 7.26)","(20.0, 30.0, 28.285714285714285)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:07.680741,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998305084745763)","(3.7, 4.2, 4.147368421052632)","(5.5, 6.8, 6.447058823529412)","(19.0, 36.0, 31.0)","(5.0, 7.0, 6.933333333333334)","(5.0, 7.8, 7.35)","(20.0, 30.0, 32.666666666666664)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:08.871504,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998305084745763)","(3.7, 4.2, 4.224)","(5.5, 6.8, 6.447058823529412)","(19.0, 36.0, 31.0)","(5.0, 7.0, 6.933333333333334)","(5.0, 7.8, 7.53)","(20.0, 36.0, 29.333333333333332)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:10.071255,"(14.0, 23.0, 22.076923076923077)","(4.4, 5.0, 4.998305084745763)","(3.7, 4.3, 4.224)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.5)","(20.0, 36.0, 28.857142857142858)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:11.249224,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.9904761904761905)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.5)","(20.0, 36.0, 31.333333333333332)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:12.484718,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.584)","(20.0, 34.0, 28.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:13.804573,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.584)","(20.0, 32.0, 28.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:15.270054,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.565217391304348)","(20.0, 32.0, 28.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:16.619622,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.565217391304348)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:18.005444,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.565217391304348)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:19.350691,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 31.714285714285715)","(5.0, 7.0, 6.866666666666666)","(5.0, 7.8, 7.565217391304348)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:20.701846,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.810526315789474)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:22.005398,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.810526315789474)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:23.219629,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.810526315789474)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:24.461329,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.967857142857143)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.810526315789474)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:25.668885,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:26.894594,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:28.180724,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:29.418560,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:30.610312,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.584)","(20.0, 32.0, 29.0)","(61.0, 120.0, 106.36363636363636)"
04-01-2023 15:19:31.909133,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.72)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:33.258195,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.723076923076923)","(5.0, 7.8, 7.829268292682927)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:34.583823,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.64)","(5.0, 8.2, 7.8)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:35.917749,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 34.2)","(5.0, 7.0, 6.64)","(5.0, 8.2, 7.8936170212765955)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:37.310336,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.64)","(5.0, 8.2, 8.08)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:38.809661,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.966666666666667)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.64)","(5.0, 8.2, 8.095652173913043)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:40.051178,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.64)","(5.0, 8.2, 8.215384615384615)","(20.0, 32.0, 29.0)","(61.0, 120.0, 110.0)"
04-01-2023 15:19:41.260733,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.3, 4.221052631578948)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.64)","(5.0, 8.6, 8.0)","(20.0, 32.0, 29.0)","(61.0, 120.0, 113.75)"
04-01-2023 15:19:42.492280,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.3, 4.18)","(5.5, 6.8, 6.48)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.85)","(5.0, 8.6, 8.092307692307692)","(20.0, 32.0, 29.0)","(61.0, 120.0, 113.75)"
04-01-2023 15:19:43.735023,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.85)","(5.0, 8.4, 8.08)","(20.0, 32.0, 29.0)","(61.0, 120.0, 113.75)"
04-01-2023 15:19:44.930721,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 31.2)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.24375)","(20.0, 32.0, 29.0)","(61.0, 120.0, 113.75)"
04-01-2023 15:19:46.159638,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 31.2)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.207692307692309)","(20.0, 32.0, 29.0)","(61.0, 120.0, 136.78571428571428)"
04-01-2023 15:19:47.369591,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 31.2)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.207692307692309)","(20.0, 32.0, 29.0)","(61.0, 160.0, 131.8181818181818)"
04-01-2023 15:19:48.649638,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.207692307692309)","(20.0, 32.0, 29.0)","(61.0, 140.0, 131.8181818181818)"
04-01-2023 15:19:49.888721,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.124137931034483)","(20.0, 32.0, 29.0)","(61.0, 140.0, 123.63636363636363)"
04-01-2023 15:19:51.069222,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.275)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:52.302451,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.24)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:53.461237,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.24)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:54.640382,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.285714285714286)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:55.821523,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.285714285714286)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:56.989533,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.307692307692308)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:58.181481,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.307692307692308)","(20.0, 32.0, 29.0)","(61.0, 130.0, 123.63636363636363)"
04-01-2023 15:19:59.404273,"(14.0, 23.0, 21.5)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.837837837837838)","(5.0, 8.4, 8.307692307692308)","(20.0, 32.0, 29.0)","(61.0, 130.0, 112.3076923076923)"
04-01-2023 15:20:00.596348,"(14.0, 22.0, 21.166666666666668)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.236363636363636)","(20.0, 32.0, 29.0)","(61.0, 120.0, 108.88888888888889)"
04-01-2023 15:20:01.796514,"(14.0, 22.0, 20.666666666666668)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.236363636363636)","(20.0, 32.0, 29.0)","(61.0, 120.0, 108.88888888888889)"
04-01-2023 15:20:02.994586,"(14.0, 22.0, 20.666666666666668)","(4.4, 5.0, 4.964)","(3.7, 4.2, 4.18)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.795121951219512)","(5.0, 8.4, 8.266666666666667)","(20.0, 32.0, 29.0)","(61.0, 120.0, 108.88888888888889)"
04-01-2023 15:20:04.221887,"(14.0, 22.0, 20.666666666666668)","(4.4, 4.9, 4.874358974358975)","(3.7, 4.2, 4.0184357541899445)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.4, 8.394871794871795)","(20.0, 32.0, 29.0)","(61.0, 120.0, 114.28571428571429)"
04-01-2023 15:20:05.338675,"(14.0, 23.0, 22.93103448275862)","(4.4, 4.9, 4.874358974358975)","(3.7, 4.1, 4.016091954022988)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.4, 8.394871794871795)","(20.0, 32.0, 29.0)","(61.0, 120.0, 116.66666666666667)"
04-01-2023 15:20:06.457156,"(14.0, 23.0, 22.93103448275862)","(4.4, 4.9, 4.874358974358975)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.4, 8.394871794871795)","(20.0, 32.0, 29.0)","(61.0, 120.0, 133.33333333333334)"
04-01-2023 15:20:07.589488,"(14.0, 24.0, 23.71875)","(4.4, 4.9, 4.874358974358975)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.4, 8.52)","(20.0, 32.0, 29.0)","(61.0, 150.0, 133.33333333333334)"
04-01-2023 15:20:08.710595,"(14.0, 24.0, 23.742857142857144)","(4.4, 4.9, 4.874358974358975)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.6, 8.52)","(20.0, 32.0, 29.0)","(61.0, 140.0, 133.33333333333334)"
04-01-2023 15:20:09.901332,"(14.0, 24.0, 23.742857142857144)","(4.4, 4.9, 4.87319587628866)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.6, 8.595384615384615)","(20.0, 32.0, 29.0)","(61.0, 140.0, 133.33333333333334)"
04-01-2023 15:20:11.049597,"(14.0, 24.0, 23.666666666666668)","(4.4, 4.9, 4.874257425742575)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.6, 8.595384615384615)","(20.0, 32.0, 29.0)","(61.0, 140.0, 133.33333333333334)"
04-01-2023 15:20:12.185576,"(14.0, 24.0, 23.666666666666668)","(4.4, 4.9, 4.874257425742575)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 8.6, 8.649999999999999)","(20.0, 32.0, 29.0)","(61.0, 140.0, 133.33333333333334)"
04-01-2023 15:20:13.354999,"(14.0, 24.0, 23.666666666666668)","(4.4, 4.9, 4.874257425742575)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.382608695652174)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 9.2, 8.885714285714286)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:14.467034,"(14.0, 24.0, 23.636363636363637)","(4.4, 5.1, 4.887628865979382)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 9.0, 8.885714285714286)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:15.604216,"(14.0, 24.0, 23.666666666666668)","(4.4, 5.1, 4.887628865979382)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 9.0, 8.625)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:16.690072,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.1, 4.887628865979382)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.776)","(5.0, 9.0, 8.625)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:17.796618,"(14.0, 24.0, 23.684210526315788)","(4.4, 5.1, 4.887628865979382)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(19.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.0, 8.7)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:18.955838,"(14.0, 24.0, 23.684210526315788)","(4.4, 5.1, 4.887628865979382)","(3.7, 4.1, 4.012574850299401)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.0, 8.977099236641221)","(20.0, 32.0, 29.0)","(61.0, 140.0, 120.0)"
04-01-2023 15:20:20.129323,"(14.0, 24.0, 23.684210526315788)","(4.4, 5.1, 4.978571428571429)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.0, 8.411764705882353)","(20.0, 32.0, 29.0)","(61.0, 140.0, 130.0)"
04-01-2023 15:20:21.255159,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.979611650485437)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.4, 8.8)","(20.0, 32.0, 29.0)","(61.0, 170.0, 150.0)"
04-01-2023 15:20:22.349874,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.4, 9.309090909090909)","(20.0, 32.0, 29.0)","(61.0, 170.0, 156.66666666666669)"
04-01-2023 15:20:23.514030,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.4, 9.03157894736842)","(20.0, 32.0, 29.0)","(61.0, 170.0, 140.0)"
04-01-2023 15:20:24.690125,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.2, 9.033962264150944)","(20.0, 32.0, 29.0)","(61.0, 160.0, 120.0)"
04-01-2023 15:20:25.883230,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.1, 4.0120481927710845)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.82)","(5.0, 9.2, 8.986046511627906)","(20.0, 32.0, 29.0)","(61.0, 160.0, 118.75)"
04-01-2023 15:20:27.044529,"(14.0, 24.0, 23.70731707317073)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.1, 4.121212121212121)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.85)","(5.0, 9.0, 9.181395348837208)","(20.0, 32.0, 29.0)","(61.0, 150.0, 112.5)"
04-01-2023 15:20:28.241098,"(14.0, 23.0, 21.571428571428573)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.2, 4.111111111111112)","(5.5, 6.8, 6.34)","(20.0, 36.0, 32.4)","(5.0, 7.0, 6.584)","(5.0, 9.2, 9.323076923076924)","(20.0, 32.0, 29.0)","(61.0, 130.0, 114.0909090909091)"
04-01-2023 15:20:29.444189,"(14.0, 23.0, 21.571428571428573)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.2, 4.111111111111112)","(5.5, 6.8, 6.34)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.242553191489362)","(20.0, 32.0, 29.0)","(61.0, 130.0, 105.0)"
04-01-2023 15:20:30.659844,"(14.0, 23.0, 21.571428571428573)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.2, 4.086363636363637)","(5.5, 6.8, 6.34)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.6, 9.342857142857143)","(20.0, 32.0, 29.0)","(61.0, 130.0, 103.75)"
04-01-2023 15:20:31.820639,"(14.0, 23.0, 21.533333333333335)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.2, 4.086363636363637)","(5.5, 6.8, 6.34)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.278048780487806)","(20.0, 32.0, 29.0)","(61.0, 130.0, 102.14285714285714)"
04-01-2023 15:20:32.982243,"(14.0, 23.0, 22.272727272727273)","(4.4, 5.0, 4.971698113207547)","(3.7, 4.2, 4.086363636363637)","(5.5, 6.8, 6.34)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.278048780487806)","(20.0, 32.0, 29.0)","(61.0, 120.0, 105.0)"
04-01-2023 15:20:34.222631,"(14.0, 23.0, 22.176470588235293)","(4.4, 5.0, 4.979611650485437)","(3.7, 4.2, 4.086363636363637)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.278048780487806)","(20.0, 32.0, 29.0)","(61.0, 120.0, 114.64285714285714)"
04-01-2023 15:20:35.473928,"(14.0, 22.0, 21.642857142857142)","(4.4, 5.0, 4.979611650485437)","(3.7, 4.2, 4.086363636363637)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.278048780487806)","(20.0, 32.0, 29.0)","(61.0, 120.0, 114.64285714285714)"
04-01-2023 15:20:36.629737,"(14.0, 21.0, 20.785714285714285)","(4.4, 5.0, 4.979611650485437)","(3.7, 4.2, 4.103846153846154)","(5.5, 6.8, 6.355555555555556)","(20.0, 36.0, 32.4)","(5.0, 6.6, 6.584)","(5.0, 9.4, 9.278048780487806)","(20.0, 32.0, 29.0)","(61.0, 120.0, 114.64285714285714)"
