,Devon Lass,Nibiru,Captain Cruiser,Drop A Line,Count Me In,Bombers Smokey,Zipping Pip
09-01-2023 16:00:36.174330,"(3.0, 3.55, 3.27)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.08)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:37.202147,"(3.0, 3.55, 3.27)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.08)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:38.337384,"(3.0, 3.55, 3.27)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.08)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:39.486921,"(3.0, 3.55, 3.15)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.153846153846153)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:40.589473,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.08)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:41.515648,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.064705882352941)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.08)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:42.585593,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.095238095238095)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:43.757452,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:44.913017,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.43125)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:45.967999,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.461538461538462)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:47.007432,"(3.0, 3.55, 3.140909090909091)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.461538461538462)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:48.196026,"(3.0, 3.55, 3.20625)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.461538461538462)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:49.359418,"(3.0, 3.55, 3.20625)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:50.377385,"(3.0, 3.55, 3.20625)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:51.343284,"(3.0, 3.55, 3.20625)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.72)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:52.365763,"(3.0, 3.55, 3.20625)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.3)"
09-01-2023 16:00:53.496695,"(3.0, 3.55, 3.2166666666666663)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.6, 5.072727272727272)"
09-01-2023 16:00:54.527420,"(3.0, 3.55, 3.325)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.966666666666667)"
09-01-2023 16:00:55.502517,"(3.0, 3.55, 3.319230769230769)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 12.647058823529411)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:00:56.581487,"(3.0, 3.55, 3.319230769230769)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:00:57.743711,"(3.0, 3.55, 3.319230769230769)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:00:58.928316,"(3.0, 3.55, 3.319230769230769)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:00.041868,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.517241379310345)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:01.093521,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.43125)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:02.076333,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 4.9875)","(4.6, 10.0, 9.43125)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:03.118090,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.8, 9.74)","(10.0, 99999, 99990)","(11.0, 15.0, 13.095238095238095)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:04.187250,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 14.166666666666666)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:05.178210,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 14.5, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:06.144349,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:07.197668,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:08.335607,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:09.482726,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.4)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 5.1)"
09-01-2023 16:01:10.561240,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.944444444444445)"
09-01-2023 16:01:11.543987,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.944444444444445)"
09-01-2023 16:01:12.645081,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.915384615384616)"
09-01-2023 16:01:13.751283,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:14.799030,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:15.870737,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.476190476190476)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:16.816317,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 12.894736842105264)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:17.965000,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:19.086372,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:20.162259,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:21.258827,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:22.472657,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:23.658719,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 12.894736842105264)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:24.847559,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:26.127756,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:27.223395,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:28.234394,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:29.240963,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:30.530852,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 12.708333333333334)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:31.646151,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.777777777777779)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:32.827964,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.549999999999999)","(10.0, 99999, 99990)","(11.0, 15.0, 13.777777777777779)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:34.211005,"(3.0, 3.55, 3.3833333333333333)","(4.6, 5.1, 5.057142857142857)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 15.0, 13.777777777777779)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:35.447900,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 15.0, 13.777777777777779)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:36.786943,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:37.888545,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 15.0, 13.857142857142858)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:38.913362,"(3.0, 3.55, 3.3357142857142854)","(4.6, 5.1, 5.05)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 15.0, 13.8125)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:40.041326,"(3.0, 3.55, 3.4428571428571426)","(4.6, 5.1, 4.9875)","(4.6, 9.6, 9.233333333333333)","(10.0, 99999, 99990)","(11.0, 15.0, 14.0)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:41.231354,"(3.0, 3.55, 3.4875)","(4.6, 5.1, 4.9875)","(4.6, 9.6, 9.233333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.738095238095237)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:42.372628,"(3.0, 3.55, 3.425)","(4.6, 5.1, 4.9875)","(4.6, 9.6, 9.233333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.918181818181819)"
09-01-2023 16:01:43.481045,"(3.0, 3.55, 3.4428571428571426)","(4.6, 5.1, 4.9875)","(4.6, 9.6, 9.233333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.92)"
09-01-2023 16:01:44.557754,"(3.0, 3.55, 3.4428571428571426)","(4.6, 5.1, 4.9875)","(4.6, 9.6, 9.36)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:45.687757,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.05)","(4.6, 9.4, 9.756521739130434)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:46.932710,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.05)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 14.5, 12.785714285714286)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:48.114394,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 14.5, 13.9)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:49.226265,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 14.5, 13.84375)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:50.383854,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.708333333333334)","(10.0, 99999, 99990)","(11.0, 14.5, 13.84375)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:51.542664,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.22857142857143)","(10.0, 99999, 99990)","(11.0, 14.5, 13.84375)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:52.786965,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 5.057142857142857)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.84375)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:54.052101,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.917391304347826)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.545454545454545)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:55.232686,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.917391304347826)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:56.310964,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.9)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:57.420767,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.9)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:58.492222,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.94390243902439)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:01:59.649372,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.94390243902439)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:02:00.705723,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.94390243902439)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.954545454545455)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:02:01.804169,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.94390243902439)","(4.6, 10.0, 9.1)","(10.0, 99999, 99990)","(11.0, 14.5, 13.833333333333334)","(19.0, 34.0, 32.22222222222222)","(3.8, 5.3, 4.923529411764706)"
09-01-2023 16:02:03.003540,"(3.0, 3.55, 3.4499999999999997)","(4.6, 5.1, 4.917391304347826)","(4.6, 10.0, 9.222222222222221)","(10.0, 99999, 99990)","(11.0, 14.0, 13.705882352941176)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.086666666666667)"
09-01-2023 16:02:04.251391,"(3.0, 3.55, 3.4923076923076923)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.535714285714286)","(19.0, 34.0, 28.46153846153846)","(3.8, 5.3, 5.086666666666667)"
09-01-2023 16:02:05.443698,"(3.0, 3.55, 3.5016129032258063)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.535714285714286)","(19.0, 34.0, 29.0)","(3.8, 5.3, 5.086666666666667)"
09-01-2023 16:02:06.650687,"(3.0, 3.55, 3.5016129032258063)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.535714285714286)","(19.0, 34.0, 29.0)","(3.8, 5.3, 5.086666666666667)"
09-01-2023 16:02:07.764389,"(3.0, 3.55, 3.5016129032258063)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.5, 13.535714285714286)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:08.953705,"(3.0, 3.55, 3.4749999999999996)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.5, 13.75)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:10.118956,"(3.0, 3.55, 3.4749999999999996)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.833333333333334)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:11.288478,"(3.0, 3.55, 3.440909090909091)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.0, 13.75)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:12.448916,"(3.0, 3.55, 3.4899999999999998)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.0, 13.75)","(19.0, 34.0, 30.666666666666664)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:13.507356,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.0, 13.75)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:14.561610,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.75)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:15.739322,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.884615384615384)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.166666666666666)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:16.941870,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.871428571428571)","(4.6, 10.0, 9.533333333333333)","(10.0, 99999, 99990)","(11.0, 14.0, 13.75)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:18.100258,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.871428571428571)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.65625)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:19.251640,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.871428571428571)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.65625)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
09-01-2023 16:02:20.406330,"(3.0, 3.55, 3.457692307692308)","(4.6, 5.1, 4.871428571428571)","(4.6, 10.0, 9.592592592592592)","(10.0, 99999, 99990)","(11.0, 14.0, 13.65625)","(18.0, 34.0, 31.333333333333332)","(3.8, 5.3, 5.0440000000000005)"
