,Super Swoop,Mr Freeze,Alpine Aviator,Imagine Howe,Geegee Lucky Jess,Incriminate,Iris West,Mariposa,Hermans Bells
07-12-2022 20:15:12.376368,"(71.0, 95.0, 94.2)","(5.0, 6.0, 5.993877551020408)","(7.0, 9.0, 8.857971014492755)","(4.2, 4.9, 4.848051948051948)","(4.6, 5.3, 5.18609794628752)","(14.0, 16.5, 16.36046511627907)","(12.0, 13.5, 13.072289156626507)","(7.0, 8.6, 8.428930817610063)","(16.0, 17.0, 16.628205128205128)"
07-12-2022 20:15:13.722635,"(71.0, 95.0, 93.62068965517241)","(5.0, 6.0, 6.112727272727273)","(7.0, 9.0, 8.937179487179488)","(4.2, 4.9, 4.764285714285714)","(4.6, 5.2, 5.193898305084746)","(14.0, 16.5, 16.678571428571427)","(11.0, 13.5, 12.904255319148936)","(7.0, 8.6, 8.4912)","(16.0, 17.0, 16.847058823529412)"
07-12-2022 20:15:15.080494,"(71.0, 110.0, 101.11111111111111)","(5.0, 6.2, 6.114590747330961)","(7.0, 9.0, 8.942307692307693)","(4.2, 4.8, 4.763076923076923)","(4.6, 5.2, 5.1869565217391305)","(14.0, 17.0, 16.689655172413794)","(11.0, 13.0, 12.740099009900991)","(7.0, 8.6, 8.492913385826771)","(16.0, 17.0, 16.850574712643677)"
07-12-2022 20:15:16.482042,"(71.0, 110.0, 98.75)","(5.0, 6.2, 6.119178082191781)","(7.0, 9.0, 8.919642857142858)","(4.2, 4.8, 4.770934256055363)","(4.4, 5.2, 5.186858974358975)","(14.0, 17.0, 16.689655172413794)","(11.0, 13.0, 12.66958041958042)","(7.0, 8.6, 8.461261261261262)","(16.0, 17.0, 16.666666666666668)"
07-12-2022 20:15:17.861572,"(71.0, 110.0, 98.75)","(5.0, 6.2, 6.119178082191781)","(7.0, 9.0, 8.925619834710744)","(4.2, 4.8, 4.698642533936651)","(4.4, 5.2, 5.186774193548387)","(14.0, 17.0, 16.608695652173914)","(11.0, 13.0, 12.657980456026058)","(7.0, 8.6, 8.461261261261262)","(16.0, 17.0, 17.333333333333332)"
07-12-2022 20:15:19.222081,"(71.0, 110.0, 98.75)","(5.0, 6.2, 6.133797909407666)","(7.0, 9.0, 8.93233082706767)","(4.2, 4.8, 4.716417910447761)","(4.4, 5.2, 5.18761329305136)","(14.0, 17.0, 16.64)","(11.0, 13.0, 12.665562913907285)","(7.0, 8.6, 8.468936170212766)","(16.0, 17.5, 17.130434782608695)"
07-12-2022 20:15:20.533237,"(71.0, 110.0, 100.0)","(5.0, 6.2, 6.1401315789473685)","(7.0, 9.0, 8.93233082706767)","(4.2, 4.8, 4.723762376237624)","(4.4, 5.2, 5.18761329305136)","(14.0, 17.0, 16.64)","(11.0, 13.0, 12.627906976744185)","(7.0, 8.6, 8.473770491803279)","(16.0, 17.5, 17.009615384615383)"
07-12-2022 20:15:21.883230,"(71.0, 110.0, 98.91304347826087)","(5.0, 6.2, 6.1401315789473685)","(7.0, 9.0, 8.93233082706767)","(4.2, 4.8, 4.714130434782609)","(4.4, 5.2, 5.18761329305136)","(14.0, 17.0, 16.597014925373134)","(11.0, 13.0, 12.63302752293578)","(7.0, 8.6, 8.473770491803279)","(16.0, 17.5, 17.009615384615383)"
07-12-2022 20:15:23.194470,"(71.0, 110.0, 99.8)","(5.0, 6.2, 6.1401315789473685)","(7.0, 9.0, 8.972549019607843)","(4.2, 4.8, 4.661313868613139)","(4.4, 5.2, 5.227467811158799)","(14.0, 17.0, 16.73)","(11.0, 13.0, 12.700374531835205)","(7.0, 8.6, 8.505119453924914)","(16.0, 17.5, 17.122093023255815)"
07-12-2022 20:15:24.674142,"(71.0, 110.0, 102.77777777777777)","(5.0, 6.4, 6.214906832298137)","(7.0, 9.0, 8.975)","(4.2, 4.7, 4.656573705179283)","(4.4, 5.3, 5.2237885462555065)","(14.0, 17.0, 16.73267326732673)","(11.0, 13.0, 12.678947368421053)","(7.0, 8.6, 8.506081081081081)","(16.0, 17.5, 17.014084507042252)"
07-12-2022 20:15:26.090071,"(71.0, 110.0, 102.77777777777777)","(5.0, 6.4, 6.214906832298137)","(7.0, 9.0, 9.003846153846155)","(4.2, 4.7, 4.7653179190751445)","(4.4, 5.3, 5.332000000000001)","(14.0, 17.0, 17.307339449541285)","(11.0, 13.0, 12.670731707317072)","(7.0, 8.6, 7.64)","(15.0, 17.5, 17.055555555555557)"
07-12-2022 20:15:27.543058,"(71.0, 110.0, 106.42857142857143)","(5.0, 6.4, 6.354320987654321)","(7.0, 9.4, 9.070873786407768)","(4.2, 4.8, 4.767407407407408)","(4.4, 5.4, 5.321428571428571)","(14.0, 17.5, 16.973118279569892)","(11.0, 13.0, 12.6625)","(7.0, 7.8, 7.585714285714285)","(15.0, 17.5, 16.80952380952381)"
07-12-2022 20:15:29.208453,"(71.0, 110.0, 101.66666666666667)","(5.0, 6.4, 6.355191256830602)","(7.0, 9.4, 9.088990825688073)","(4.2, 4.8, 4.772151898734177)","(4.4, 5.4, 5.3597222222222225)","(14.0, 17.0, 16.994444444444444)","(11.0, 13.0, 12.655405405405405)","(7.0, 7.6, 7.647058823529411)","(15.0, 17.0, 16.870967741935484)"
07-12-2022 20:15:30.825872,"(71.0, 110.0, 107.22222222222223)","(5.0, 6.4, 6.353932584269663)","(7.0, 9.4, 9.083177570093458)","(4.2, 4.8, 4.773652694610778)","(4.4, 5.4, 5.3597222222222225)","(14.0, 17.0, 16.995049504950494)","(11.0, 13.0, 12.601503759398497)","(7.0, 7.8, 7.6499999999999995)","(15.0, 17.0, 16.764705882352942)"
07-12-2022 20:15:32.252290,"(71.0, 110.0, 105.83333333333333)","(5.0, 6.4, 6.358381502890174)","(7.0, 9.4, 9.064)","(4.2, 4.8, 4.7715116279069765)","(4.4, 5.4, 5.336538461538462)","(14.0, 17.0, 17.035714285714285)","(11.0, 13.0, 12.601503759398497)","(7.0, 8.0, 7.6499999999999995)","(15.0, 17.0, 16.764705882352942)"
07-12-2022 20:15:33.712758,"(71.0, 110.0, 107.14285714285714)","(5.0, 6.4, 6.357396449704142)","(7.0, 9.4, 9.064)","(4.2, 4.8, 4.7715116279069765)","(4.4, 5.4, 5.321428571428571)","(14.0, 17.5, 17.01851851851852)","(11.0, 13.0, 12.604477611940299)","(7.0, 8.0, 7.6499999999999995)","(15.0, 17.0, 16.857142857142858)"
07-12-2022 20:15:35.119764,"(71.0, 110.0, 108.33333333333333)","(5.0, 6.4, 6.335714285714286)","(7.0, 9.4, 9.064)","(4.2, 4.8, 4.7701219512195125)","(4.6, 5.4, 5.308333333333334)","(14.0, 17.5, 17.01851851851852)","(11.0, 13.0, 12.604477611940299)","(7.0, 8.0, 7.659259259259259)","(15.0, 17.0, 16.575757575757574)"
07-12-2022 20:15:36.552569,"(71.0, 110.0, 108.33333333333333)","(5.0, 6.4, 6.335714285714286)","(7.0, 9.4, 9.057918552036199)","(4.2, 4.8, 4.772625698324022)","(4.6, 5.4, 5.358870967741936)","(14.0, 17.5, 17.318181818181817)","(11.0, 13.0, 12.592307692307692)","(7.0, 7.8, 7.759817351598174)","(15.0, 17.0, 16.375)"
07-12-2022 20:15:37.952101,"(71.0, 110.0, 108.33333333333333)","(5.0, 6.4, 6.342857142857143)","(7.0, 9.4, 9.083682008368202)","(4.2, 4.8, 4.774285714285714)","(4.6, 5.4, 5.3592)","(14.0, 17.5, 17.292)","(11.0, 13.0, 12.595238095238095)","(7.0, 7.8, 7.764814814814815)","(15.0, 16.5, 16.208333333333332)"
07-12-2022 20:15:39.395225,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.327272727272727)","(7.0, 9.4, 9.083682008368202)","(4.2, 4.8, 4.813554987212276)","(4.6, 5.4, 5.359574468085107)","(14.0, 17.5, 17.292)","(11.0, 13.0, 12.592307692307692)","(7.0, 7.8, 7.732142857142857)","(15.0, 16.5, 16.423076923076923)"
07-12-2022 20:15:40.756398,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.327272727272727)","(7.0, 9.4, 9.083682008368202)","(4.2, 4.9, 4.778455284552845)","(4.6, 5.4, 5.377777777777778)","(14.0, 17.5, 17.292)","(11.0, 13.0, 12.55241935483871)","(7.0, 7.8, 7.7309090909090905)","(15.0, 16.5, 16.333333333333332)"
07-12-2022 20:15:42.070755,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.340186915887851)","(7.0, 9.4, 9.083682008368202)","(4.2, 4.8, 4.789285714285715)","(4.6, 5.4, 5.37948717948718)","(14.0, 17.5, 17.479166666666668)","(11.0, 13.0, 12.31578947368421)","(7.0, 7.8, 7.7309090909090905)","(15.0, 16.5, 16.19047619047619)"
07-12-2022 20:15:43.419451,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.340186915887851)","(7.0, 9.4, 9.083682008368202)","(4.2, 4.8, 4.789285714285715)","(4.6, 5.4, 5.37948717948718)","(14.0, 17.5, 17.479166666666668)","(11.0, 12.5, 12.31578947368421)","(7.0, 7.8, 7.7309090909090905)","(15.0, 17.0, 16.19047619047619)"
07-12-2022 20:15:44.770152,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.339047619047619)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.8, 4.802639296187683)","(4.6, 5.4, 5.37948717948718)","(14.0, 17.5, 17.479166666666668)","(11.0, 12.5, 12.405405405405405)","(7.0, 7.8, 7.718032786885246)","(15.0, 17.0, 16.19047619047619)"
07-12-2022 20:15:46.125881,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.339047619047619)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.803428571428571)","(4.6, 5.4, 5.3875)","(14.0, 17.5, 17.47872340425532)","(11.0, 12.5, 12.405405405405405)","(7.0, 7.8, 7.665306122448979)","(15.0, 17.0, 16.3)"
07-12-2022 20:15:47.445250,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.333944954128441)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.803614457831325)","(4.6, 5.4, 5.367368421052632)","(14.0, 17.5, 17.47872340425532)","(11.0, 12.5, 12.314049586776859)","(7.0, 7.8, 7.661538461538461)","(15.0, 16.5, 16.3)"
07-12-2022 20:15:48.803843,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.333944954128441)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.8028089887640455)","(4.6, 5.5, 5.402521008403362)","(14.0, 17.5, 17.595238095238095)","(11.0, 12.5, 12.314049586776859)","(7.0, 7.8, 7.597969543147208)","(15.0, 16.5, 16.23076923076923)"
07-12-2022 20:15:50.148357,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.339047619047619)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.822123893805309)","(4.6, 5.5, 5.402521008403362)","(14.0, 18.0, 17.595238095238095)","(11.0, 12.5, 12.314049586776859)","(7.0, 7.6, 7.586602870813397)","(15.0, 17.0, 16.23076923076923)"
07-12-2022 20:15:51.527290,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.339047619047619)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.822321428571429)","(4.6, 5.5, 5.402521008403362)","(14.0, 18.0, 17.595238095238095)","(11.0, 12.5, 12.314049586776859)","(6.5, 7.6, 7.586602870813397)","(15.0, 17.0, 16.23076923076923)"
07-12-2022 20:15:52.971411,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.339047619047619)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.825125628140704)","(4.6, 5.5, 5.402521008403362)","(14.0, 18.0, 17.595238095238095)","(11.0, 12.5, 12.330434782608696)","(6.5, 7.6, 7.586602870813397)","(15.0, 17.0, 16.302325581395348)"
07-12-2022 20:15:54.549509,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.3260000000000005)","(7.5, 9.4, 9.083682008368202)","(4.2, 4.9, 4.826960784313726)","(4.6, 5.5, 5.402521008403362)","(14.0, 18.0, 17.595238095238095)","(11.0, 12.5, 12.330434782608696)","(6.5, 7.6, 7.593)","(15.0, 17.0, 16.555555555555557)"
07-12-2022 20:15:55.981644,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.315909090909091)","(7.5, 9.4, 9.018181818181818)","(4.2, 4.9, 4.847368421052631)","(4.6, 5.5, 5.234704370179949)","(14.0, 18.0, 17.9)","(11.0, 12.5, 12.452380952380953)","(6.5, 7.6, 7.592307692307692)","(15.0, 17.0, 16.185185185185187)"
07-12-2022 20:15:57.429956,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.3260000000000005)","(7.5, 9.4, 9.018604651162791)","(4.2, 4.9, 4.847368421052631)","(4.6, 5.3, 5.234704370179949)","(14.0, 18.0, 17.25862068965517)","(11.0, 12.5, 12.452380952380953)","(6.5, 7.6, 7.592473118279569)","(15.0, 17.0, 16.29787234042553)"
07-12-2022 20:15:58.905355,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.3375)","(7.5, 9.4, 9.046043165467626)","(4.2, 4.9, 4.851923076923077)","(4.6, 5.3, 5.2350383631713555)","(14.0, 18.5, 17.338709677419356)","(11.0, 12.5, 12.456043956043956)","(6.5, 7.6, 7.758685446009389)","(15.0, 17.0, 16.13157894736842)"
07-12-2022 20:16:00.392594,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.3430894308943095)","(7.5, 9.4, 9.07843137254902)","(4.2, 4.9, 4.85979381443299)","(4.6, 5.3, 5.239379474940334)","(14.0, 18.5, 17.43069306930693)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.6899999999999995)","(15.0, 17.0, 16.25)"
07-12-2022 20:16:01.823882,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.3430894308943095)","(7.5, 9.4, 9.07361963190184)","(4.2, 4.9, 4.85979381443299)","(4.6, 5.3, 5.239088729016786)","(14.0, 18.5, 17.43069306930693)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.6899999999999995)","(15.0, 17.0, 16.3125)"
07-12-2022 20:16:03.206624,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.863888888888889)","(4.6, 5.3, 5.238349514563107)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.659574468085106)","(15.0, 17.0, 16.3125)"
07-12-2022 20:16:04.495833,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.863888888888889)","(4.6, 5.3, 5.238349514563107)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.682142857142857)","(15.0, 17.0, 16.848101265822784)"
07-12-2022 20:16:05.758744,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.863888888888889)","(4.6, 5.3, 5.238349514563107)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.598994974874372)","(15.0, 17.0, 16.848101265822784)"
07-12-2022 20:16:07.080308,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.867441860465116)","(4.6, 5.3, 5.238349514563107)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.6, 7.599014778325123)","(15.0, 17.0, 16.57894736842105)"
07-12-2022 20:16:08.408245,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.859124087591241)","(4.6, 5.3, 5.238349514563107)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.6, 7.613333333333333)","(15.0, 17.0, 16.625)"
07-12-2022 20:16:09.713922,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.341463414634147)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.859124087591241)","(4.6, 5.3, 5.238820638820639)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46)","(6.5, 7.8, 7.598994974874372)","(15.0, 17.0, 16.607142857142858)"
07-12-2022 20:16:11.001302,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.337931034482759)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.863157894736842)","(4.6, 5.3, 5.238820638820639)","(14.0, 18.5, 17.345)","(11.0, 12.5, 12.46)","(6.5, 7.6, 7.6090909090909085)","(15.0, 17.0, 16.625)"
07-12-2022 20:16:12.319591,"(71.0, 110.0, 108.46153846153847)","(5.5, 6.4, 6.337931034482759)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.862666666666667)","(4.6, 5.3, 5.2405727923627685)","(14.0, 18.5, 17.771428571428572)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.8, 7.597714285714285)","(15.0, 17.0, 16.625)"
07-12-2022 20:16:13.461584,"(71.0, 110.0, 108.33333333333333)","(5.5, 6.4, 6.337931034482759)","(7.5, 9.4, 9.070731707317073)","(4.2, 4.9, 4.862666666666667)","(4.6, 5.3, 5.2405727923627685)","(14.0, 18.0, 17.771428571428572)","(11.0, 12.5, 12.46116504854369)","(6.5, 7.6, 7.59766081871345)","(15.0, 17.0, 16.625)"
07-12-2022 20:16:14.740973,"(71.0, 110.0, 107.33333333333333)","(5.5, 6.4, 6.333944954128441)","(7.5, 9.4, 9.095705521472393)","(4.2, 4.9, 4.874545454545455)","(4.6, 5.3, 5.242889908256881)","(14.0, 18.0, 17.8)","(11.0, 12.5, 12.463963963963964)","(6.5, 7.6, 7.597814207650273)","(15.0, 17.0, 16.33974358974359)"
07-12-2022 20:16:15.959219,"(71.0, 110.0, 107.5)","(5.5, 6.4, 6.333944954128441)","(7.5, 9.4, 9.095705521472393)","(4.2, 4.9, 4.886772486772487)","(4.6, 5.3, 5.238970588235294)","(14.0, 18.0, 17.8)","(11.0, 12.5, 12.463963963963964)","(6.5, 7.6, 7.597814207650273)","(15.0, 16.5, 16.33125)"
07-12-2022 20:16:17.160565,"(71.0, 110.0, 107.5)","(5.5, 6.4, 6.327272727272727)","(7.5, 9.4, 9.079518072289156)","(4.2, 4.9, 4.885029940119761)","(4.6, 5.3, 5.236962025316456)","(14.0, 18.0, 17.62857142857143)","(11.0, 12.5, 12.463963963963964)","(6.5, 7.6, 7.597860962566845)","(15.0, 16.5, 16.33125)"
07-12-2022 20:16:18.459708,"(71.0, 110.0, 107.5)","(5.5, 6.4, 6.336283185840708)","(7.5, 9.4, 9.097727272727273)","(4.2, 4.9, 4.886559139784946)","(4.6, 5.3, 5.239563106796116)","(14.0, 18.0, 17.675)","(11.0, 12.5, 12.466101694915254)","(6.5, 7.6, 7.598989898989899)","(15.0, 16.5, 16.337349397590362)"
07-12-2022 20:16:19.695563,"(71.0, 110.0, 107.6470588235294)","(5.5, 6.4, 6.336283185840708)","(7.5, 9.4, 9.093548387096774)","(4.2, 4.9, 4.889444444444445)","(4.6, 5.3, 5.239563106796116)","(14.0, 18.0, 17.675)","(11.0, 12.5, 12.464912280701755)","(6.5, 7.6, 7.598913043478261)","(15.0, 16.5, 16.267241379310345)"
07-12-2022 20:16:20.959194,"(71.0, 110.0, 107.6470588235294)","(5.5, 6.4, 6.352941176470589)","(7.5, 9.2, 9.052941176470588)","(4.2, 4.9, 4.889444444444445)","(4.6, 5.3, 5.239563106796116)","(14.0, 18.0, 17.710526315789473)","(11.0, 12.5, 12.466101694915254)","(6.5, 7.6, 7.740465116279069)","(15.0, 16.5, 16.267241379310345)"
07-12-2022 20:16:22.259505,"(71.0, 110.0, 107.6470588235294)","(5.5, 6.4, 6.364788732394366)","(7.5, 9.2, 9.12)","(4.2, 4.9, 4.8851562500000005)","(4.6, 5.3, 5.239563106796116)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.466101694915254)","(6.5, 7.8, 7.760591133004926)","(15.0, 16.5, 16.09090909090909)"
07-12-2022 20:16:23.523009,"(71.0, 110.0, 108.0)","(5.5, 6.4, 6.350980392156863)","(7.5, 9.2, 9.08780487804878)","(4.2, 4.9, 4.8851562500000005)","(4.6, 5.3, 5.239756097560976)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.464912280701755)","(6.5, 7.8, 7.747619047619048)","(15.0, 16.5, 16.09090909090909)"
07-12-2022 20:16:24.766866,"(71.0, 110.0, 108.0)","(5.5, 6.4, 6.357264957264958)","(7.5, 9.2, 9.148387096774194)","(4.2, 4.9, 4.9053140096618355)","(4.6, 5.3, 5.239756097560976)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.464601769911505)","(6.5, 7.8, 7.747619047619048)","(15.0, 16.5, 16.059322033898304)"
07-12-2022 20:16:26.034051,"(71.0, 110.0, 108.88888888888889)","(5.5, 6.4, 6.357264957264958)","(7.5, 9.2, 9.097872340425532)","(4.2, 5.0, 4.912068965517242)","(4.6, 5.3, 5.239756097560976)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.464601769911505)","(6.5, 7.8, 7.747619047619048)","(15.0, 16.5, 16.059322033898304)"
07-12-2022 20:16:27.283997,"(71.0, 110.0, 108.88888888888889)","(5.5, 6.4, 6.357264957264958)","(7.5, 9.2, 9.097872340425532)","(4.2, 5.0, 4.912068965517242)","(4.6, 5.3, 5.239756097560976)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.46551724137931)","(6.5, 7.8, 7.747619047619048)","(15.0, 16.5, 16.059322033898304)"
07-12-2022 20:16:28.599381,"(71.0, 110.0, 108.88888888888889)","(5.5, 6.4, 6.357264957264958)","(7.5, 9.2, 9.106976744186046)","(4.2, 5.0, 4.886614173228347)","(4.6, 5.3, 5.236319612590799)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(6.5, 7.8, 8.1875)","(15.0, 16.5, 15.670212765957446)"
07-12-2022 20:16:29.931333,"(71.0, 110.0, 107.27272727272727)","(5.5, 6.4, 6.357264957264958)","(7.5, 9.2, 9.13469387755102)","(4.2, 4.9, 4.886614173228347)","(4.6, 5.3, 5.236319612590799)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(6.5, 8.2, 8.196638655462184)","(15.0, 16.0, 15.670212765957446)"
07-12-2022 20:16:31.172240,"(71.0, 130.0, 128.57142857142858)","(5.5, 6.4, 6.328205128205129)","(7.5, 9.2, 9.153488372093022)","(4.2, 4.9, 4.886614173228347)","(4.6, 5.3, 5.236319612590799)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(6.5, 8.2, 8.196503496503496)","(15.0, 16.0, 15.670212765957446)"
07-12-2022 20:16:32.442556,"(71.0, 140.0, 123.52941176470588)","(5.5, 6.4, 6.328205128205129)","(7.5, 9.2, 9.153488372093022)","(4.2, 4.9, 4.884821428571429)","(4.6, 5.3, 5.228337874659401)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(6.5, 8.2, 8.196503496503496)","(15.0, 16.0, 15.670212765957446)"
07-12-2022 20:16:33.711888,"(71.0, 140.0, 125.65217391304348)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.153488372093022)","(4.2, 4.9, 4.897938144329897)","(4.6, 5.3, 5.228337874659401)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(6.5, 8.2, 8.19625468164794)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:34.970685,"(71.0, 140.0, 125.65217391304348)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.153488372093022)","(4.2, 4.9, 4.897938144329897)","(4.6, 5.3, 5.228337874659401)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(7.0, 8.2, 8.19625468164794)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:36.382084,"(71.0, 140.0, 118.70967741935485)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.153488372093022)","(4.2, 4.9, 4.898181818181818)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.7027027027027)","(11.0, 12.5, 12.39655172413793)","(7.0, 8.2, 8.191240875912408)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:37.712198,"(71.0, 140.0, 118.70967741935485)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.135483870967741)","(4.2, 4.9, 4.835483870967742)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.666666666666668)","(11.0, 12.5, 12.431192660550458)","(7.0, 8.2, 8.09)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:39.041192,"(71.0, 140.0, 121.17647058823529)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.135483870967741)","(4.2, 4.9, 4.775268817204301)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.710526315789473)","(11.0, 12.5, 12.431192660550458)","(7.0, 8.6, 8.324324324324325)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:40.290947,"(71.0, 140.0, 120.40816326530611)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.155555555555555)","(4.2, 4.9, 4.753225806451613)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.710526315789473)","(11.0, 12.5, 12.431192660550458)","(7.0, 8.6, 8.3)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:41.609390,"(71.0, 140.0, 120.40816326530611)","(5.5, 6.4, 6.3136363636363635)","(7.5, 9.2, 9.155555555555555)","(4.2, 5.0, 4.85)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.710526315789473)","(11.0, 12.5, 12.431192660550458)","(7.0, 8.6, 8.3)","(15.0, 16.0, 15.653846153846153)"
07-12-2022 20:16:42.918656,"(71.0, 140.0, 119.13043478260869)","(5.5, 6.4, 6.393258426966293)","(7.5, 9.2, 9.08)","(4.2, 4.9, 4.854666666666667)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.775510204081634)","(11.0, 12.5, 12.431192660550458)","(7.0, 8.6, 8.226666666666667)","(15.0, 16.0, 15.818181818181818)"
07-12-2022 20:16:44.253183,"(71.0, 140.0, 119.13043478260869)","(5.5, 6.4, 6.392105263157895)","(7.5, 9.2, 9.011510791366906)","(4.2, 4.9, 4.841379310344828)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.775510204081634)","(11.0, 12.5, 12.408695652173913)","(7.0, 8.6, 8.226666666666667)","(15.0, 16.0, 15.818181818181818)"
07-12-2022 20:16:45.509257,"(71.0, 140.0, 119.13043478260869)","(5.5, 6.4, 6.392105263157895)","(7.5, 9.4, 9.011510791366906)","(4.2, 4.9, 4.786153846153846)","(4.6, 5.3, 5.225552825552826)","(14.0, 18.0, 17.775510204081634)","(11.0, 13.0, 12.40343347639485)","(7.0, 8.6, 8.3)","(15.0, 16.0, 15.836206896551724)"
07-12-2022 20:16:46.765244,"(71.0, 140.0, 119.13043478260869)","(5.5, 6.4, 6.392105263157895)","(7.5, 9.4, 9.011510791366906)","(4.2, 4.9, 4.79433962264151)","(4.6, 5.3, 5.22494004796163)","(14.0, 18.0, 17.76595744680851)","(11.0, 13.0, 12.40343347639485)","(7.0, 8.6, 8.157894736842104)","(15.0, 16.0, 15.852941176470589)"
