,Daisys Fernando,Dana Bull,Stilton Freckle,Blazing Tokyo,Skedaddle Shelly,King Messy
09-01-2023 17:50:13.142784,"(5.0, 9.6, 9.5)","(31.0, 60.0, 58.857142857142854)","(5.5, 11.5, 10.944444444444445)","(2.0, 2.08, 2.0191666666666666)","(26.0, 36.0, 32.44444444444444)","(3.1, 4.2, 4.016666666666667)"
09-01-2023 17:50:14.096536,"(5.0, 9.6, 9.461538461538462)","(31.0, 60.0, 57.86666666666667)","(5.5, 11.5, 11.166666666666666)","(2.0, 2.04, 2.0191666666666666)","(26.0, 36.0, 32.44444444444444)","(3.1, 4.1, 4.016666666666667)"
09-01-2023 17:50:15.136563,"(5.0, 9.6, 9.5)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.166666666666666)","(2.0, 2.04, 2.0042857142857144)","(26.0, 36.0, 32.44444444444444)","(3.1, 4.1, 4.016666666666667)"
09-01-2023 17:50:16.179829,"(5.0, 9.6, 9.5)","(31.0, 60.0, 58.54545454545455)","(5.5, 11.5, 11.166666666666666)","(2.0, 2.04, 2.0191666666666666)","(26.0, 36.0, 32.44444444444444)","(3.1, 4.1, 4.016666666666667)"
09-01-2023 17:50:17.272096,"(5.0, 9.6, 9.461538461538462)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.166666666666666)","(2.0, 2.04, 2.0042857142857144)","(26.0, 36.0, 32.44444444444444)","(3.1, 4.1, 4.016666666666667)"
09-01-2023 17:50:18.432489,"(5.0, 9.6, 9.5)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.205882352941176)","(2.0, 2.04, 2.0042857142857144)","(26.0, 36.0, 31.636363636363637)","(3.1, 4.1, 3.874137931034483)"
09-01-2023 17:50:19.520289,"(5.0, 9.6, 9.5)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.083333333333334)","(2.0, 2.04, 2.0308333333333333)","(26.0, 36.0, 28.666666666666668)","(3.1, 4.2, 3.874137931034483)"
09-01-2023 17:50:20.591237,"(5.0, 9.6, 9.461538461538462)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.083333333333334)","(2.0, 2.06, 2.01)","(26.0, 36.0, 28.666666666666668)","(3.1, 4.2, 3.874137931034483)"
09-01-2023 17:50:21.651451,"(5.0, 9.6, 9.5)","(31.0, 60.0, 58.54545454545455)","(5.5, 11.5, 11.205882352941176)","(2.0, 2.06, 2.0308333333333333)","(26.0, 36.0, 29.23076923076923)","(3.1, 4.2, 3.8725806451612903)"
09-01-2023 17:50:22.707287,"(5.0, 9.6, 9.461538461538462)","(31.0, 60.0, 58.54545454545455)","(5.5, 11.5, 11.205882352941176)","(2.0, 2.06, 2.0308333333333333)","(26.0, 36.0, 29.23076923076923)","(3.1, 4.2, 3.874137931034483)"
09-01-2023 17:50:23.741166,"(5.0, 9.6, 9.5)","(31.0, 60.0, 59.23809523809524)","(5.5, 11.5, 11.205882352941176)","(2.0, 2.06, 2.01)","(26.0, 36.0, 29.714285714285715)","(3.1, 4.2, 3.9962264150943394)"
09-01-2023 17:50:24.761629,"(5.0, 10.5, 9.85)","(31.0, 60.0, 59.2)","(5.5, 11.5, 10.875)","(2.0, 2.08, 2.035)","(26.0, 36.0, 29.714285714285715)","(3.1, 4.2, 3.992)"
09-01-2023 17:50:25.789379,"(5.0, 10.5, 9.934782608695652)","(31.0, 60.0, 56.8)","(5.5, 11.5, 10.428571428571429)","(2.0, 2.06, 2.046666666666667)","(26.0, 34.0, 29.25925925925926)","(3.1, 4.2, 4.019354838709678)"
09-01-2023 17:50:26.732371,"(5.0, 10.5, 9.8)","(31.0, 60.0, 57.21739130434783)","(5.5, 11.5, 10.630434782608695)","(2.0, 2.06, 2.046666666666667)","(26.0, 34.0, 29.25925925925926)","(3.1, 4.2, 4.019354838709678)"
09-01-2023 17:50:27.747404,"(5.0, 10.5, 9.8)","(31.0, 60.0, 57.21739130434783)","(5.5, 11.5, 10.630434782608695)","(2.0, 2.06, 2.046666666666667)","(26.0, 34.0, 29.25925925925926)","(3.1, 4.2, 4.026666666666666)"
09-01-2023 17:50:28.724037,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 10.630434782608695)","(2.0, 2.06, 2.046666666666667)","(26.0, 34.0, 29.636363636363637)","(3.1, 4.2, 4.026666666666666)"
09-01-2023 17:50:29.798105,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 10.68918918918919)","(2.0, 2.06, 2.025)","(26.0, 34.0, 29.636363636363637)","(3.1, 4.2, 4.026666666666666)"
09-01-2023 17:50:30.947105,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 10.73076923076923)","(2.0, 2.06, 2.025)","(26.0, 34.0, 27.81818181818182)","(3.1, 4.2, 4.026666666666666)"
09-01-2023 17:50:32.123124,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 11.045454545454545)","(2.0, 2.06, 2.025)","(26.0, 34.0, 27.48148148148148)","(3.1, 4.2, 4.017021276595744)"
09-01-2023 17:50:33.239906,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 11.045454545454545)","(2.0, 2.06, 2.013333333333333)","(26.0, 34.0, 27.48148148148148)","(3.1, 4.1, 4.060526315789473)"
09-01-2023 17:50:34.330310,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 11.058823529411764)","(2.0, 2.06, 2.0231578947368423)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.01063829787234)"
09-01-2023 17:50:35.443014,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 11.045454545454545)","(2.0, 2.06, 2.013333333333333)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.060526315789473)"
09-01-2023 17:50:36.559971,"(5.0, 10.5, 9.644444444444444)","(31.0, 60.0, 56.23529411764706)","(5.5, 11.5, 10.785714285714286)","(2.0, 2.06, 2.0270588235294116)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.015217391304348)"
09-01-2023 17:50:37.685731,"(5.5, 10.5, 9.644444444444444)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.590909090909092)","(1.9, 2.06, 2.0270588235294116)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.015217391304348)"
09-01-2023 17:50:38.754958,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.590909090909092)","(1.9, 2.06, 2.013333333333333)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.015217391304348)"
09-01-2023 17:50:40.027738,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 11.1)","(1.9, 2.06, 2.0231578947368423)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 3.994117647058823)"
09-01-2023 17:50:41.185517,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 11.1)","(1.9, 2.06, 2.025)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.0406593406593405)"
09-01-2023 17:50:42.477374,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 11.1)","(1.9, 2.06, 2.013333333333333)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 3.978048780487805)"
09-01-2023 17:50:43.736307,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 11.1)","(1.9, 2.06, 2.005909090909091)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 4.054651162790697)"
09-01-2023 17:50:44.846939,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.428571428571429)","(1.9, 2.06, 2.018)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 3.9871794871794872)"
09-01-2023 17:50:46.020086,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.428571428571429)","(1.9, 2.06, 2.0075)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 4.063855421686747)"
09-01-2023 17:50:47.175470,"(5.5, 10.5, 10.01875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.630434782608695)","(1.9, 2.06, 2.0075)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.063855421686747)"
09-01-2023 17:50:48.159973,"(5.5, 11.0, 9.716666666666667)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 10.630434782608695)","(1.9, 2.06, 2.0075)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.046067415730337)"
09-01-2023 17:50:49.170538,"(5.5, 11.0, 9.6875)","(31.0, 60.0, 55.733333333333334)","(6.0, 11.5, 11.1)","(1.9, 2.02, 2.006666666666667)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.046067415730337)"
09-01-2023 17:50:50.183901,"(5.5, 11.0, 10.142857142857142)","(31.0, 60.0, 54.18181818181818)","(6.0, 11.5, 11.1)","(1.9, 2.02, 2.015)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 4.04)"
09-01-2023 17:50:51.199612,"(5.5, 11.0, 10.142857142857142)","(31.0, 60.0, 48.8)","(6.0, 11.5, 11.1)","(1.9, 2.02, 2.015)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.04)"
09-01-2023 17:50:52.227595,"(5.5, 11.0, 10.142857142857142)","(31.0, 60.0, 48.8)","(6.0, 11.5, 11.1)","(1.9, 2.02, 2.015)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 3.987012987012987)"
09-01-2023 17:50:53.281861,"(5.5, 11.0, 10.142857142857142)","(31.0, 65.0, 57.5)","(6.0, 11.5, 10.428571428571429)","(1.9, 2.06, 2.03375)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 3.988732394366197)"
09-01-2023 17:50:54.395012,"(5.5, 11.0, 10.142857142857142)","(31.0, 60.0, 58.18181818181818)","(6.0, 11.5, 10.428571428571429)","(1.9, 2.06, 2.0483333333333333)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 3.986111111111111)"
09-01-2023 17:50:55.342955,"(5.5, 11.0, 10.142857142857142)","(31.0, 60.0, 56.666666666666664)","(6.0, 11.5, 10.428571428571429)","(1.9, 2.06, 2.0483333333333333)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 3.988732394366197)"
09-01-2023 17:50:56.348103,"(5.5, 11.0, 10.142857142857142)","(31.0, 65.0, 56.42857142857143)","(6.0, 11.5, 10.642857142857142)","(1.9, 2.06, 2.0497560975609757)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.0, 4.016129032258064)"
09-01-2023 17:50:57.383410,"(5.5, 11.0, 10.142857142857142)","(31.0, 65.0, 56.42857142857143)","(6.0, 11.5, 10.73076923076923)","(1.9, 2.06, 2.0497560975609757)","(26.0, 34.0, 30.941176470588236)","(3.1, 4.1, 4.013829787234042)"
09-01-2023 17:50:58.539173,"(5.5, 11.0, 10.142857142857142)","(31.0, 70.0, 58.75)","(6.0, 11.5, 10.73076923076923)","(1.9, 2.06, 2.0269444444444447)","(26.0, 34.0, 31.28)","(3.1, 4.1, 4.031034482758621)"
09-01-2023 17:50:59.756715,"(5.5, 10.5, 10.05)","(31.0, 70.0, 61.0)","(6.0, 11.5, 10.73076923076923)","(1.9, 2.06, 2.0315625)","(26.0, 34.0, 31.28)","(3.1, 4.1, 3.988732394366197)"
09-01-2023 17:51:00.896218,"(5.5, 10.5, 10.05)","(31.0, 70.0, 61.0)","(6.0, 11.5, 10.85483870967742)","(1.9, 2.06, 2.0315625)","(26.0, 34.0, 31.454545454545453)","(3.1, 4.0, 3.976470588235294)"
09-01-2023 17:51:02.006183,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 65.0)","(6.0, 11.5, 10.85483870967742)","(1.9, 2.06, 2.02325)","(26.0, 34.0, 31.28)","(3.1, 4.0, 3.8916666666666666)"
09-01-2023 17:51:02.999880,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 65.0)","(6.0, 11.5, 10.73076923076923)","(1.9, 2.06, 2.02325)","(26.0, 34.0, 30.333333333333332)","(3.1, 4.1, 3.9214285714285713)"
09-01-2023 17:51:03.999174,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.846153846153847)","(1.9, 2.04, 2.01375)","(26.0, 34.0, 30.4)","(3.1, 4.1, 3.9214285714285713)"
09-01-2023 17:51:04.969403,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.290322580645162)","(1.9, 2.04, 2.0239285714285713)","(26.0, 34.0, 30.4)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:05.939404,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.634615384615385)","(1.9, 2.02, 2.010357142857143)","(26.0, 34.0, 30.4)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:06.895763,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.634615384615385)","(1.9, 2.02, 2.010357142857143)","(26.0, 34.0, 30.307692307692307)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:07.899349,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.634615384615385)","(1.9, 2.02, 2.010357142857143)","(26.0, 34.0, 30.307692307692307)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:08.991257,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.604166666666666)","(1.9, 2.02, 2.010357142857143)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:10.026714,"(5.5, 10.5, 10.11923076923077)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.604166666666666)","(1.9, 2.02, 2.010357142857143)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.914516129032258)"
09-01-2023 17:51:11.022673,"(5.5, 10.5, 9.95)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.604166666666666)","(1.9, 2.02, 2.017777777777778)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.940909090909091)"
09-01-2023 17:51:11.993426,"(5.5, 10.5, 9.95)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.173913043478262)","(1.9, 2.04, 2.017777777777778)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.925)"
09-01-2023 17:51:12.998827,"(5.5, 10.5, 9.95)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.173913043478262)","(1.9, 2.04, 2.017777777777778)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.925)"
09-01-2023 17:51:13.945303,"(5.5, 10.5, 10.0875)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.173913043478262)","(1.9, 2.04, 2.015)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.918181818181818)"
09-01-2023 17:51:14.881236,"(5.5, 10.5, 10.208823529411765)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.581395348837209)","(1.9, 2.02, 2.00125)","(26.0, 34.0, 30.5)","(3.1, 4.1, 3.918181818181818)"
09-01-2023 17:51:15.825043,"(5.5, 10.5, 10.143243243243244)","(31.0, 70.0, 64.375)","(6.0, 11.0, 10.581395348837209)","(1.9, 2.02, 2.013478260869565)","(26.0, 34.0, 30.22222222222222)","(3.1, 4.1, 3.995454545454545)"
09-01-2023 17:51:16.806043,"(5.5, 10.5, 10.208823529411765)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.581395348837209)","(1.8, 2.02, 2.013478260869565)","(26.0, 34.0, 30.22222222222222)","(3.1, 4.1, 3.995454545454545)"
09-01-2023 17:51:17.770199,"(5.5, 10.5, 10.208823529411765)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.560975609756097)","(1.8, 2.02, 2.013478260869565)","(26.0, 34.0, 30.22222222222222)","(3.1, 4.1, 3.944444444444444)"
09-01-2023 17:51:18.798033,"(5.5, 10.5, 9.876923076923077)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.200000000000001)","(1.8, 2.02, 2.0036363636363634)","(26.0, 34.0, 30.4)","(3.1, 4.1, 3.9727272727272727)"
09-01-2023 17:51:19.767472,"(5.5, 10.5, 9.876923076923077)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.200000000000001)","(1.8, 2.02, 2.0036363636363634)","(26.0, 34.0, 30.4)","(3.1, 4.1, 3.9727272727272727)"
09-01-2023 17:51:20.777321,"(5.5, 10.5, 9.876923076923077)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.200000000000001)","(1.8, 2.02, 2.0)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.1, 3.966666666666667)"
09-01-2023 17:51:21.768425,"(5.5, 10.5, 10.0625)","(31.0, 70.0, 64.375)","(6.5, 10.5, 10.43)","(1.8, 2.04, 2.007741935483871)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.0, 3.944444444444444)"
09-01-2023 17:51:22.756405,"(5.5, 10.5, 10.248000000000001)","(31.0, 70.0, 64.375)","(6.5, 10.5, 10.43)","(1.8, 2.04, 2.010625)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.1, 3.934782608695652)"
09-01-2023 17:51:23.759239,"(5.5, 10.5, 10.248000000000001)","(31.0, 70.0, 64.375)","(6.5, 10.5, 10.117647058823529)","(1.8, 2.02, 2.0095652173913043)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.1, 4.009677419354839)"
09-01-2023 17:51:24.752495,"(5.5, 10.5, 10.248000000000001)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.117647058823529)","(1.8, 2.02, 2.0095652173913043)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.1, 4.061904761904762)"
09-01-2023 17:51:25.683956,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.347826086956522)","(1.8, 2.02, 2.0095652173913043)","(26.0, 34.0, 30.4)","(3.1, 4.1, 4.030769230769231)"
09-01-2023 17:51:26.650407,"(5.5, 11.0, 10.4)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.227272727272727)","(1.8, 2.02, 1.9423809523809523)","(26.0, 34.0, 30.285714285714285)","(3.1, 4.1, 4.061904761904762)"
09-01-2023 17:51:27.580160,"(5.5, 11.0, 10.4)","(31.0, 70.0, 64.375)","(6.5, 11.0, 10.227272727272727)","(1.8, 1.99, 1.9423809523809523)","(26.0, 34.0, 30.4)","(3.1, 4.1, 4.048571428571428)"
09-01-2023 17:51:28.502195,"(5.5, 11.0, 10.56)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.346153846153847)","(1.8, 1.99, 1.9645454545454546)","(26.0, 34.0, 31.428571428571427)","(3.1, 4.1, 4.073333333333333)"
09-01-2023 17:51:29.447081,"(5.5, 11.0, 10.56)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.346153846153847)","(1.8, 1.99, 1.9645454545454546)","(26.0, 34.0, 32.2)","(3.1, 4.1, 4.030769230769231)"
09-01-2023 17:51:30.388941,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.575)","(1.8, 1.99, 1.9645454545454546)","(26.0, 34.0, 32.285714285714285)","(3.1, 4.1, 4.061904761904762)"
09-01-2023 17:51:31.341727,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.583333333333334)","(1.8, 1.99, 1.9728571428571429)","(26.0, 34.0, 32.285714285714285)","(3.1, 4.1, 4.030769230769231)"
09-01-2023 17:51:32.335019,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.6875)","(1.8, 1.99, 1.9728571428571429)","(26.0, 34.0, 32.285714285714285)","(3.2, 4.1, 4.061904761904762)"
09-01-2023 17:51:33.384869,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.6875)","(1.8, 1.99, 1.95)","(26.0, 34.0, 32.285714285714285)","(3.2, 4.1, 4.030769230769231)"
09-01-2023 17:51:34.432228,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.695652173913043)","(1.8, 1.97, 1.958)","(26.0, 34.0, 32.285714285714285)","(3.2, 4.1, 4.061904761904762)"
09-01-2023 17:51:35.496301,"(5.5, 11.0, 10.451428571428572)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.695652173913043)","(1.8, 1.97, 1.958)","(26.0, 34.0, 32.285714285714285)","(3.2, 4.1, 4.030769230769231)"
09-01-2023 17:51:36.528023,"(5.5, 11.0, 10.261538461538462)","(31.0, 70.0, 63.333333333333336)","(6.5, 11.0, 10.666666666666666)","(1.8, 1.97, 1.9478571428571427)","(26.0, 34.0, 30.4)","(3.2, 4.1, 3.996153846153846)"
09-01-2023 17:51:37.706942,"(5.5, 11.0, 10.2)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.666666666666666)","(1.8, 1.95, 1.9478571428571427)","(26.0, 34.0, 30.5)","(3.2, 4.1, 4.091666666666667)"
09-01-2023 17:51:38.794949,"(5.5, 11.0, 10.2)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.666666666666666)","(1.8, 1.95, 1.9478571428571427)","(26.0, 34.0, 30.5)","(3.2, 4.1, 4.09)"
09-01-2023 17:51:39.896690,"(5.5, 11.0, 10.2)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.73076923076923)","(1.8, 1.95, 1.9577777777777778)","(26.0, 34.0, 30.5)","(3.2, 4.1, 4.086363636363636)"
09-01-2023 17:51:41.002996,"(5.5, 11.0, 10.2)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.742424242424242)","(1.8, 1.98, 1.9676470588235293)","(26.0, 34.0, 30.5)","(3.2, 4.1, 4.057142857142857)"
09-01-2023 17:51:42.129282,"(6.0, 11.0, 10.200000000000001)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.15)","(1.8, 1.98, 1.9866666666666666)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:43.248138,"(6.0, 11.0, 10.066666666666666)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.346153846153847)","(1.8, 2.0, 1.9793749999999999)","(21.0, 34.0, 30.5)","(3.2, 4.1, 3.995238095238095)"
09-01-2023 17:51:44.346534,"(6.0, 11.0, 10.066666666666666)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.46875)","(1.8, 2.0, 1.9514285714285713)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.012)"
09-01-2023 17:51:45.403446,"(6.0, 11.0, 10.272727272727273)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.472222222222221)","(1.8, 1.98, 1.96)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.012)"
09-01-2023 17:51:46.427922,"(6.0, 11.0, 10.272727272727273)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.472222222222221)","(1.8, 1.97, 1.96)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.012)"
09-01-2023 17:51:47.394717,"(6.0, 11.5, 11.1)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.472222222222221)","(1.8, 1.97, 1.9684615384615385)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:48.302531,"(6.0, 11.0, 10.692307692307692)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.472222222222221)","(1.8, 1.98, 1.9684615384615385)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:49.300327,"(6.0, 11.0, 10.5)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.457142857142857)","(1.8, 1.98, 1.9778947368421052)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:50.240235,"(6.0, 11.0, 10.692307692307692)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.457142857142857)","(1.8, 1.98, 1.9778947368421052)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:51.335312,"(6.0, 11.0, 10.5)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.457142857142857)","(1.8, 1.98, 1.97)","(21.0, 34.0, 30.5)","(3.2, 4.1, 4.0)"
09-01-2023 17:51:52.559371,"(6.0, 11.0, 10.692307692307692)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.457142857142857)","(1.8, 1.98, 1.975)","(21.0, 34.0, 30.5)","(3.2, 4.1, 3.956410256410256)"
09-01-2023 17:51:54.218457,"(6.0, 11.0, 10.541666666666666)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.424242424242424)","(1.8, 1.99, 1.9728571428571429)","(21.0, 34.0, 30.5)","(3.2, 4.1, 3.9628571428571426)"
09-01-2023 17:51:55.476710,"(6.0, 11.0, 10.0625)","(31.0, 70.0, 62.5)","(6.5, 11.0, 10.357142857142858)","(1.8, 1.99, 1.99)","(21.0, 34.0, 30.307692307692307)","(3.2, 4.1, 3.966666666666667)"
09-01-2023 17:51:56.660404,"(6.0, 11.0, 10.0625)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.357142857142858)","(1.8, 2.0, 1.9945454545454546)","(21.0, 34.0, 30.5)","(3.2, 4.2, 3.9909090909090907)"
09-01-2023 17:51:57.706267,"(6.0, 10.5, 10.25)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.366666666666667)","(1.8, 2.02, 1.9945454545454546)","(21.0, 34.0, 30.5)","(3.2, 4.1, 3.925)"
09-01-2023 17:51:58.749488,"(6.0, 10.5, 10.25)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.339285714285714)","(1.8, 2.02, 2.0111764705882353)","(21.0, 34.0, 30.5)","(3.2, 3.95, 3.9130434782608696)"
09-01-2023 17:51:59.810415,"(6.0, 10.5, 10.325)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.275)","(1.8, 2.02, 2.009714285714286)","(21.0, 34.0, 30.5)","(3.2, 4.0, 3.9096774193548387)"
09-01-2023 17:52:00.875511,"(6.0, 10.5, 10.325)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.21875)","(1.8, 2.02, 2.009714285714286)","(21.0, 34.0, 30.363636363636363)","(3.2, 4.0, 3.910344827586207)"
09-01-2023 17:52:01.966945,"(6.0, 10.5, 10.325)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.35)","(1.8, 2.02, 2.0190217391304346)","(21.0, 34.0, 30.363636363636363)","(3.2, 4.0, 3.910344827586207)"
09-01-2023 17:52:03.097491,"(6.0, 10.5, 10.325)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.30952380952381)","(1.8, 2.02, 2.0196808510638298)","(21.0, 34.0, 30.25)","(3.2, 4.0, 3.910344827586207)"
09-01-2023 17:52:04.181137,"(6.0, 10.5, 10.325)","(31.0, 70.0, 62.5)","(6.5, 10.5, 10.421052631578947)","(1.8, 2.02, 2.038095238095238)","(21.0, 34.0, 30.25)","(3.2, 4.0, 3.8387096774193545)"
