,Nimble Fantasy,Brian Basilisa,Van Diemen,Tamarind Twist,Deep Purple,Douglas Dash,Moraine Charli
07-01-2023 17:22:45.197456,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:46.141903,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:47.082390,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:48.047920,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:49.087269,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:50.033290,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 147.14285714285714)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:51.003931,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 148.66666666666666)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:51.930951,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:52.891043,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.4)","(26.0, 55.0, 47.08333333333333)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:54.098264,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 26.25)","(26.0, 55.0, 47.4)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:55.332808,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 23.333333333333332)","(26.0, 55.0, 47.4)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:56.431715,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 23.333333333333332)","(26.0, 55.0, 47.4)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:57.388425,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(26.0, 55.0, 45.083333333333336)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:22:58.406000,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 55.0, 45.083333333333336)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:22:59.350255,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(26.0, 55.0, 45.083333333333336)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:00.390998,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 55.0, 47.32258064516129)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:01.410100,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(26.0, 55.0, 48.7037037037037)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:02.371711,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 55.0, 48.7037037037037)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:03.262920,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 55.0, 48.7037037037037)","(2.9, 3.85, 3.8)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:04.212961,"(10.0, 19.0, 18.2)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(26.0, 55.0, 54.05555555555556)","(2.9, 3.85, 3.723076923076923)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:05.213584,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 50.0, 49.33333333333333)","(2.9, 3.85, 3.723076923076923)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:06.249886,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(26.0, 60.0, 58.77777777777778)","(2.9, 3.85, 3.723076923076923)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:07.201630,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.723076923076923)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:08.083145,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 114.0)","(12.0, 28.0, 24.5)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:09.261789,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 60.0, 50.0)","(2.9, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:10.225658,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 24.5)","(26.0, 60.0, 58.18181818181818)","(2.9, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:11.242277,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:12.489955,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:13.424776,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:14.396536,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:15.712312,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:16.748869,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.90909090909091)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:17.793576,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 28.0, 22.615384615384617)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:18.761546,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 23.0)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:19.662700,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(21.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.694)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:20.600292,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:21.725171,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 58.18181818181818)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:22.820574,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:23.790437,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:24.695198,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:25.749248,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:26.803419,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.7)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:27.871005,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.708)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:28.887201,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.74)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:29.869362,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.788181818181818)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:30.822417,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.788181818181818)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:31.954484,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.788181818181818)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:33.307673,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.788181818181818)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:34.639607,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.623529411764706)","(1.55, 1.82, 1.792)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:35.807949,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.85, 3.6333333333333333)","(1.55, 1.82, 1.7181818181818183)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:36.946092,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.75, 3.558)","(1.55, 1.82, 1.7752000000000001)","(31.0, 46.0, 38.0)"
07-01-2023 17:23:38.308996,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 110.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.75, 3.59)","(1.55, 1.82, 1.7752000000000001)","(31.0, 46.0, 39.45454545454545)"
07-01-2023 17:23:39.867729,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 123.33333333333333)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.75, 3.5289473684210524)","(1.55, 1.82, 1.7666666666666666)","(31.0, 46.0, 37.0)"
07-01-2023 17:23:41.109960,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 123.33333333333333)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.75, 3.61875)","(1.55, 1.82, 1.7752000000000001)","(31.0, 46.0, 37.0)"
07-01-2023 17:23:42.180119,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 123.33333333333333)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.65, 3.4833333333333334)","(1.55, 1.82, 1.7905263157894737)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:43.368907,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.333333333333336)","(2.8, 3.65, 3.4833333333333334)","(1.55, 1.82, 1.7905263157894737)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:44.541248,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 46.73684210526316)","(2.8, 3.65, 3.4833333333333334)","(1.55, 1.82, 1.7905263157894737)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:45.743688,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 46.73684210526316)","(2.8, 3.65, 3.4833333333333334)","(1.55, 1.82, 1.7905263157894737)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:46.962136,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 130.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.65, 3.575)","(1.55, 1.82, 1.7254545454545454)","(31.0, 46.0, 37.0)"
07-01-2023 17:23:48.141066,"(10.0, 19.0, 18.272727272727273)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.6, 3.61875)","(1.55, 1.82, 1.78)","(31.0, 46.0, 37.0)"
07-01-2023 17:23:49.317653,"(10.0, 19.0, 18.4)","(26.0, 170.0, 130.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.65, 3.61875)","(1.55, 1.82, 1.7733333333333334)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:50.502685,"(10.0, 19.0, 18.4)","(26.0, 170.0, 130.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 48.0)","(2.8, 3.65, 3.61875)","(1.55, 1.82, 1.7733333333333334)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:51.520726,"(10.0, 19.0, 18.4)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 48.0)","(2.8, 3.65, 3.627272727272727)","(1.55, 1.82, 1.7733333333333334)","(31.0, 46.0, 37.0)"
07-01-2023 17:23:52.551880,"(10.0, 19.0, 18.4)","(26.0, 170.0, 130.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 49.875)","(2.8, 3.65, 3.627272727272727)","(1.55, 1.82, 1.7733333333333334)","(31.0, 46.0, 36.0)"
07-01-2023 17:23:53.579981,"(10.0, 19.0, 18.4)","(26.0, 170.0, 138.88888888888889)","(12.0, 27.0, 22.636363636363637)","(26.0, 60.0, 49.875)","(2.8, 3.65, 3.627272727272727)","(1.55, 1.82, 1.6923809523809523)","(26.0, 46.0, 36.0)"
07-01-2023 17:23:54.819766,"(11.0, 19.0, 18.4)","(31.0, 170.0, 130.0)","(12.0, 27.0, 24.0)","(26.0, 60.0, 49.411764705882355)","(2.8, 3.7, 3.594444444444444)","(1.55, 1.7, 1.695151515151515)","(26.0, 46.0, 37.0)"
07-01-2023 17:23:55.942679,"(11.0, 19.0, 18.5)","(31.0, 170.0, 130.0)","(12.0, 27.0, 24.428571428571427)","(26.0, 60.0, 49.411764705882355)","(2.8, 3.65, 3.594444444444444)","(1.55, 1.7, 1.6927272727272726)","(26.0, 46.0, 36.0)"
07-01-2023 17:23:56.913840,"(11.0, 19.0, 18.4)","(31.0, 170.0, 138.88888888888889)","(13.0, 27.0, 23.0)","(26.0, 65.0, 46.878787878787875)","(2.9, 3.6, 3.59)","(1.55, 1.7, 1.688)","(26.0, 46.0, 37.6)"
07-01-2023 17:23:57.981607,"(11.0, 24.0, 23.53333333333333)","(31.0, 170.0, 138.88888888888889)","(13.0, 27.0, 22.8)","(26.0, 60.0, 56.0)","(2.9, 3.85, 3.7666666666666666)","(1.55, 1.67, 1.652)","(26.0, 46.0, 38.36363636363636)"
07-01-2023 17:23:59.073658,"(11.0, 24.0, 22.25)","(31.0, 170.0, 146.66666666666666)","(13.0, 29.0, 26.666666666666668)","(26.0, 65.0, 49.67567567567568)","(2.9, 3.9, 3.65)","(1.55, 1.67, 1.6429999999999998)","(26.0, 46.0, 38.36363636363636)"
07-01-2023 17:24:00.142556,"(11.0, 23.0, 20.708333333333332)","(31.0, 170.0, 146.66666666666666)","(13.0, 29.0, 25.666666666666668)","(26.0, 65.0, 49.67567567567568)","(2.9, 3.85, 3.8071428571428574)","(1.55, 1.67, 1.65)","(26.0, 46.0, 39.333333333333336)"
07-01-2023 17:24:01.211822,"(11.0, 23.0, 20.916666666666668)","(31.0, 170.0, 146.66666666666666)","(13.0, 29.0, 28.416666666666668)","(26.0, 65.0, 50.825)","(2.9, 3.8, 3.7375)","(1.55, 1.67, 1.6372727272727272)","(26.0, 46.0, 39.333333333333336)"
07-01-2023 17:24:02.307115,"(11.0, 23.0, 21.333333333333332)","(31.0, 170.0, 137.33333333333334)","(13.0, 29.0, 28.416666666666668)","(26.0, 65.0, 50.825)","(2.9, 3.8, 3.6666666666666665)","(1.55, 1.67, 1.695301204819277)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:03.472316,"(11.0, 23.0, 21.333333333333332)","(31.0, 170.0, 137.33333333333334)","(13.0, 29.0, 28.416666666666668)","(26.0, 65.0, 57.27272727272727)","(2.9, 3.8, 3.6214285714285714)","(1.55, 1.7, 1.696923076923077)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:04.561599,"(11.0, 23.0, 21.333333333333332)","(31.0, 170.0, 137.33333333333334)","(13.0, 29.0, 28.416666666666668)","(26.0, 65.0, 56.5)","(2.9, 3.8, 3.5999999999999996)","(1.55, 1.7, 1.6973333333333334)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:05.677702,"(11.0, 23.0, 21.80952380952381)","(31.0, 170.0, 137.33333333333334)","(13.0, 28.0, 27.5)","(26.0, 65.0, 60.14285714285714)","(2.9, 3.8, 3.6666666666666665)","(1.55, 1.7, 1.6958947368421051)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:06.760294,"(11.0, 23.0, 21.61111111111111)","(31.0, 170.0, 137.33333333333334)","(13.0, 28.0, 27.5)","(26.0, 65.0, 58.81818181818182)","(2.9, 3.8, 3.6666666666666665)","(1.55, 1.7, 1.6973333333333334)","(26.0, 46.0, 37.666666666666664)"
07-01-2023 17:24:07.710486,"(11.0, 23.0, 21.61111111111111)","(31.0, 170.0, 137.33333333333334)","(13.0, 28.0, 27.5)","(26.0, 65.0, 56.42857142857143)","(2.9, 3.75, 3.607142857142857)","(1.55, 1.7, 1.6973333333333334)","(26.0, 46.0, 37.666666666666664)"
07-01-2023 17:24:08.864322,"(13.0, 23.0, 21.25)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.5)","(31.0, 50.0, 48.064516129032256)","(2.9, 3.75, 3.6666666666666665)","(1.5, 1.7, 1.730909090909091)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:09.929750,"(13.0, 23.0, 21.61111111111111)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.36363636363637)","(2.9, 3.75, 3.6666666666666665)","(1.5, 1.74, 1.72)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:11.019318,"(13.0, 23.0, 21.529411764705884)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.4)","(2.9, 3.75, 3.59)","(1.5, 1.75, 1.7476)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:12.045419,"(13.0, 23.0, 21.529411764705884)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.516129032258064)","(2.9, 3.75, 3.643333333333333)","(1.5, 1.75, 1.7476)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:13.026852,"(13.0, 23.0, 21.529411764705884)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.516129032258064)","(2.9, 3.75, 3.643333333333333)","(1.5, 1.75, 1.7476)","(26.0, 46.0, 41.38461538461539)"
07-01-2023 17:24:14.168505,"(13.0, 23.0, 21.529411764705884)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.516129032258064)","(2.9, 3.75, 3.6375)","(1.5, 1.75, 1.738888888888889)","(26.0, 46.0, 39.57142857142857)"
07-01-2023 17:24:15.121977,"(13.0, 23.0, 21.333333333333332)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 46.516129032258064)","(2.9, 3.7, 3.6375)","(1.5, 1.75, 1.7318181818181817)","(26.0, 46.0, 40.375)"
07-01-2023 17:24:16.206445,"(13.0, 23.0, 21.333333333333332)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.513513513513516)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.75, 1.754)","(26.0, 46.0, 40.375)"
07-01-2023 17:24:17.428510,"(13.0, 23.0, 21.333333333333332)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.473684210526315)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.76, 1.748)","(26.0, 46.0, 37.0)"
07-01-2023 17:24:18.627047,"(13.0, 23.0, 21.333333333333332)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.513513513513516)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.76, 1.74)","(26.0, 46.0, 38.5)"
07-01-2023 17:24:19.603959,"(13.0, 23.0, 20.941176470588236)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.513513513513516)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.76, 1.754)","(26.0, 46.0, 38.5)"
07-01-2023 17:24:20.568449,"(13.0, 23.0, 20.941176470588236)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.473684210526315)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.76, 1.7682857142857142)","(26.0, 46.0, 37.0)"
07-01-2023 17:24:21.504369,"(13.0, 23.0, 21.333333333333332)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.473684210526315)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.77, 1.7682857142857142)","(26.0, 46.0, 37.0)"
07-01-2023 17:24:22.539946,"(13.0, 23.0, 20.941176470588236)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.473684210526315)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.77, 1.745)","(26.0, 46.0, 38.5)"
07-01-2023 17:24:23.574151,"(13.0, 23.0, 20.941176470588236)","(41.0, 170.0, 117.5)","(15.0, 28.0, 27.333333333333332)","(31.0, 50.0, 43.26315789473684)","(2.9, 3.7, 3.672972972972973)","(1.5, 1.77, 1.75)","(26.0, 46.0, 37.0)"
07-01-2023 17:24:24.520847,"(13.0, 23.0, 21.40909090909091)","(41.0, 170.0, 142.0)","(15.0, 28.0, 27.57142857142857)","(31.0, 50.0, 43.75609756097561)","(2.9, 3.75, 3.679411764705882)","(1.5, 1.77, 1.7553333333333334)","(26.0, 46.0, 40.31578947368421)"
07-01-2023 17:24:25.490599,"(13.0, 23.0, 21.40909090909091)","(41.0, 170.0, 135.0)","(15.0, 28.0, 27.57142857142857)","(31.0, 50.0, 43.904761904761905)","(2.9, 3.8, 3.6605263157894736)","(1.5, 1.77, 1.7585)","(26.0, 46.0, 40.31578947368421)"
