,Kobe Rocks,Hollywood North,Reformist,Optimo,Nickelback,Conference
11-01-2023 14:21:36.072819,"(4.6, 5.2, 5.083333333333333)","(5.0, 6.0, 5.911111111111111)","(5.5, 6.2, 5.741176470588235)","(4.6, 5.4, 5.3882352941176475)","(3.1, 3.95, 3.813953488372093)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:37.082078,"(4.6, 5.2, 5.083333333333333)","(5.0, 6.0, 5.911111111111111)","(5.5, 6.2, 5.774545454545454)","(4.6, 5.4, 5.3882352941176475)","(3.1, 3.95, 3.813953488372093)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:38.217320,"(4.6, 5.2, 5.083333333333333)","(5.0, 6.0, 5.911111111111111)","(5.5, 6.2, 5.774545454545454)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.95, 3.760344827586207)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:39.283200,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.985964912280702)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.95, 3.760344827586207)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:40.360468,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.95, 3.755263157894737)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:41.262971,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:42.257562,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:43.159172,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 185.45454545454547)"
11-01-2023 14:21:44.307443,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:45.259084,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:46.294810,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:47.359430,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:48.474743,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:49.462622,"(4.6, 5.2, 5.1125)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.776086956521739)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.755263157894737)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:50.393841,"(4.6, 5.2, 5.15)","(5.0, 6.0, 5.986666666666666)","(5.5, 6.2, 5.8100000000000005)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:51.355983,"(4.6, 5.3, 5.055102040816326)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.8533333333333335)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:52.298406,"(4.6, 5.3, 5.055102040816326)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.8533333333333335)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:53.221778,"(4.6, 5.3, 5.055102040816326)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.857142857142857)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:54.330802,"(4.6, 5.2, 5.128571428571429)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.857142857142857)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:55.525419,"(4.6, 5.2, 5.128571428571429)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.857142857142857)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:56.608247,"(4.6, 5.2, 5.128571428571429)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.857142857142857)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:57.698598,"(4.6, 5.2, 5.128571428571429)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.857142857142857)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.753846153846154)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:58.764086,"(4.6, 5.2, 5.105882352941177)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.7846153846153845)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:21:59.698175,"(4.6, 5.0, 4.958823529411765)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.7846153846153845)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.785483870967742)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:00.636615,"(4.6, 5.2, 5.1230769230769235)","(5.0, 6.0, 5.987878787878788)","(5.5, 6.2, 5.7522388059701495)","(4.6, 5.4, 5.389473684210527)","(3.1, 3.85, 3.785483870967742)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:01.543647,"(4.6, 5.2, 5.088888888888889)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.753846153846154)","(4.6, 5.4, 5.388)","(3.1, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:02.525501,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.753846153846154)","(4.6, 5.4, 5.357142857142858)","(3.1, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:03.523780,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.716666666666667)","(4.6, 5.4, 5.357142857142858)","(3.1, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:04.577394,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.716666666666667)","(4.6, 5.4, 5.357142857142858)","(3.1, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:05.622970,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.9868852459016395)","(5.5, 6.2, 5.716666666666667)","(4.6, 5.4, 5.357142857142858)","(3.0, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:06.652448,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.969230769230769)","(5.5, 6.2, 5.716666666666667)","(4.6, 5.4, 5.357142857142858)","(3.0, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:07.583289,"(4.6, 5.2, 5.1)","(5.0, 6.0, 5.969230769230769)","(5.5, 6.2, 5.716666666666667)","(4.6, 5.4, 5.357142857142858)","(3.0, 3.85, 3.7666666666666666)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:08.682604,"(4.6, 5.2, 5.1)","(5.0, 6.4, 6.026016260162602)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.0, 5.300000000000001)","(3.0, 3.85, 3.783333333333333)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:09.747214,"(4.6, 5.2, 5.1)","(5.0, 6.4, 6.026016260162602)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.338461538461539)","(3.0, 3.85, 3.761764705882353)","(101.0, 190.0, 184.73684210526318)"
11-01-2023 14:22:10.724536,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 5.9375)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.24)","(3.0, 3.85, 3.761764705882353)","(101.0, 190.0, 184.44444444444446)"
11-01-2023 14:22:11.797590,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 5.9375)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.370297029702971)","(3.0, 3.85, 3.761764705882353)","(101.0, 190.0, 170.0)"
11-01-2023 14:22:12.821341,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 5.9375)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.133333333333334)","(3.0, 3.85, 3.7710526315789474)","(101.0, 190.0, 173.33333333333334)"
11-01-2023 14:22:13.817444,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 6.033057851239669)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.133333333333334)","(3.0, 3.85, 3.761764705882353)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:14.763753,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 6.033057851239669)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.133333333333334)","(3.0, 3.85, 3.761764705882353)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:15.655527,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 6.036363636363636)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.228571428571429)","(3.0, 3.85, 3.761764705882353)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:16.631397,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 5.941284403669725)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.228571428571429)","(3.0, 3.85, 3.761764705882353)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:17.725157,"(4.6, 5.2, 5.161904761904762)","(5.0, 6.4, 5.941284403669725)","(5.5, 6.2, 5.718181818181819)","(4.6, 5.4, 5.273684210526316)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:18.792014,"(4.6, 5.1, 5.085714285714285)","(5.0, 6.4, 6.036363636363636)","(5.5, 6.2, 5.821428571428571)","(4.6, 5.4, 5.273684210526316)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:19.836328,"(4.6, 5.1, 5.0625)","(5.0, 6.4, 6.131543624161074)","(5.5, 6.2, 5.7457142857142856)","(4.6, 5.4, 5.273684210526316)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:20.786059,"(4.6, 5.1, 5.056626506024096)","(5.0, 6.4, 6.353846153846154)","(5.5, 6.2, 5.734210526315789)","(4.6, 5.4, 5.273684210526316)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:21.754093,"(4.6, 5.1, 5.056626506024096)","(5.0, 6.4, 6.353846153846154)","(5.5, 6.2, 5.734210526315789)","(4.6, 5.4, 5.273684210526316)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:22.754446,"(4.6, 5.1, 5.054430379746835)","(5.0, 6.4, 6.388461538461539)","(5.5, 6.2, 5.895652173913043)","(4.6, 5.4, 5.2)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:23.747122,"(4.6, 5.1, 5.048780487804878)","(5.0, 6.6, 6.55)","(5.5, 6.0, 5.895652173913043)","(4.6, 5.4, 5.2)","(3.0, 3.85, 3.7810344827586206)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:24.849947,"(4.6, 5.1, 5.048780487804878)","(5.0, 6.6, 6.55)","(5.5, 6.0, 5.890909090909091)","(4.6, 5.4, 5.229411764705882)","(3.0, 3.85, 3.773076923076923)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:25.863179,"(4.6, 5.1, 5.048780487804878)","(5.0, 6.6, 6.579310344827586)","(5.5, 6.0, 5.890909090909091)","(4.6, 5.3, 5.192592592592593)","(3.0, 3.85, 3.7861702127659576)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:26.903853,"(4.6, 5.1, 5.048780487804878)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.2, 5.749295774647887)","(4.6, 5.4, 5.192592592592593)","(3.0, 3.85, 3.7861702127659576)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:27.973396,"(4.6, 5.1, 5.046835443037975)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.2, 5.749295774647887)","(4.6, 5.4, 5.216666666666667)","(3.0, 3.85, 3.7750000000000004)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:28.901786,"(4.6, 5.3, 5.083333333333333)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.0, 5.890909090909091)","(4.6, 5.3, 5.184615384615385)","(3.0, 3.85, 3.7750000000000004)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:29.873107,"(4.6, 5.3, 5.09375)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.0, 5.91)","(4.6, 5.3, 5.1125)","(3.0, 3.85, 3.773636363636364)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:30.885165,"(4.6, 5.3, 5.15)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.0, 5.83125)","(4.6, 5.3, 5.266197183098591)","(3.0, 3.85, 3.7653225806451616)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:31.944222,"(4.6, 5.3, 5.113793103448276)","(5.0, 6.6, 6.583783783783783)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.267567567567568)","(3.0, 3.85, 3.771641791044776)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:32.980711,"(4.6, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.267567567567568)","(3.0, 3.85, 3.771641791044776)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:33.991980,"(4.6, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.267567567567568)","(3.0, 3.85, 3.771641791044776)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:35.026068,"(4.6, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.264)","(3.0, 3.85, 3.771641791044776)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:36.072890,"(4.6, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.744871794871795)","(4.6, 5.3, 4.998901098901099)","(3.0, 3.85, 3.7872727272727276)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:37.113715,"(4.4, 5.3, 5.184615384615385)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.2, 5.744871794871795)","(4.6, 5.0, 4.999145299145299)","(3.0, 3.85, 3.7923076923076926)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:38.007697,"(4.4, 5.3, 5.184615384615385)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.2, 5.744871794871795)","(4.6, 5.0, 4.999145299145299)","(3.0, 3.85, 3.7923076923076926)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:38.974782,"(4.4, 5.3, 5.184615384615385)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.2, 5.8)","(4.6, 5.0, 5.2360655737704915)","(3.0, 3.85, 3.776190476190476)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:40.003083,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.2360655737704915)","(3.0, 3.85, 3.776190476190476)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:41.101303,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.2360655737704915)","(3.0, 3.85, 3.771641791044776)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:42.158624,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.5, 6.0, 5.8)","(4.6, 5.3, 5.2360655737704915)","(3.0, 3.85, 3.776190476190476)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:43.152367,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.0, 6.0, 5.8)","(4.6, 5.3, 5.2360655737704915)","(3.1, 3.85, 3.776190476190476)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:44.130013,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.0, 6.0, 5.8)","(4.6, 5.3, 5.2360655737704915)","(3.1, 3.85, 3.7605769230769233)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:45.047528,"(4.4, 5.3, 5.141176470588235)","(5.0, 6.6, 6.5777777777777775)","(5.0, 6.0, 5.805)","(4.6, 5.3, 5.2360655737704915)","(3.1, 3.85, 3.7605769230769233)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:46.002705,"(4.4, 5.3, 5.145714285714286)","(5.0, 6.6, 6.571428571428571)","(5.0, 6.0, 5.805)","(4.6, 5.1, 5.097959183673469)","(3.1, 3.75, 3.7477272727272726)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:46.949853,"(4.4, 5.3, 5.145714285714286)","(5.0, 6.6, 6.571428571428571)","(5.0, 6.0, 5.805)","(4.6, 5.1, 5.098630136986301)","(3.1, 3.75, 3.7477272727272726)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:47.958847,"(4.4, 5.3, 5.145714285714286)","(5.0, 6.6, 6.571428571428571)","(5.0, 6.0, 5.805)","(4.6, 5.1, 5.098630136986301)","(3.1, 3.75, 3.7477272727272726)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:49.009388,"(4.4, 5.3, 5.145714285714286)","(5.0, 6.6, 6.571428571428571)","(5.0, 6.0, 5.72625)","(4.6, 5.1, 5.378571428571429)","(3.1, 3.75, 3.794578313253012)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:50.074333,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.2, 5.718681318681319)","(4.6, 5.4, 5.3420289855072465)","(3.1, 3.85, 3.7350000000000003)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:51.101850,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.3420289855072465)","(3.1, 3.85, 3.7350000000000003)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:52.134344,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.3420289855072465)","(3.1, 3.85, 3.7350000000000003)","(101.0, 200.0, 180.0)"
11-01-2023 14:22:53.238946,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.3420289855072465)","(3.1, 3.85, 3.7350000000000003)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:54.291427,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.3420289855072465)","(3.1, 3.85, 3.7350000000000003)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:55.306753,"(4.4, 5.3, 5.1695652173913045)","(5.0, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.3420289855072465)","(3.0, 3.85, 3.7350000000000003)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:56.326633,"(4.4, 5.3, 5.1695652173913045)","(5.5, 6.6, 6.569999999999999)","(5.0, 6.0, 5.927272727272727)","(4.6, 5.4, 5.286046511627907)","(3.0, 3.85, 3.724418604651163)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:57.368014,"(4.4, 5.3, 5.139285714285714)","(5.5, 6.6, 6.569999999999999)","(5.0, 6.0, 5.845454545454546)","(4.6, 5.3, 5.185714285714285)","(3.0, 3.85, 3.7636363636363637)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:58.367720,"(4.4, 5.2, 5.1625000000000005)","(5.5, 6.6, 6.547826086956522)","(5.0, 5.9, 5.845454545454546)","(4.6, 5.3, 5.185714285714285)","(3.0, 3.8, 3.7636363636363637)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:22:59.533501,"(4.4, 5.2, 5.1625000000000005)","(5.5, 6.6, 6.547826086956522)","(5.0, 5.9, 5.845454545454546)","(4.6, 5.3, 5.242105263157895)","(3.0, 3.8, 3.7308823529411765)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:23:00.540876,"(4.4, 5.2, 5.1)","(5.5, 6.6, 6.576)","(5.0, 5.9, 5.845454545454546)","(4.6, 5.4, 5.242105263157895)","(3.0, 3.85, 3.7276315789473684)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:23:01.693716,"(4.4, 5.2, 5.1)","(5.5, 6.6, 6.569999999999999)","(5.0, 5.9, 5.845454545454546)","(4.6, 5.4, 5.242105263157895)","(3.0, 3.85, 3.7276315789473684)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:23:02.846362,"(4.4, 5.2, 5.1)","(5.5, 6.6, 6.569999999999999)","(5.0, 5.9, 5.911111111111111)","(4.6, 5.4, 5.344444444444445)","(3.0, 3.85, 3.7421875)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:23:03.926503,"(4.4, 5.3, 5.1)","(5.5, 6.6, 6.5625)","(5.0, 6.0, 5.911111111111111)","(4.6, 5.4, 5.344444444444445)","(3.0, 3.85, 3.7421875)","(101.0, 200.0, 192.94117647058823)"
11-01-2023 14:23:05.099377,"(4.4, 5.3, 5.1)","(5.5, 6.6, 6.580645161290322)","(5.0, 6.0, 5.665116279069768)","(4.6, 5.4, 5.0708860759493675)","(3.0, 3.85, 3.785483870967742)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:06.339710,"(4.4, 5.3, 5.065217391304348)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.139823008849557)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:07.499565,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.139823008849557)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:08.466335,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.139823008849557)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:09.510036,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.139823008849557)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:10.660091,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.153497942386831)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:11.795587,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.153497942386831)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:12.856364,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.153497942386831)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:13.781925,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.153497942386831)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:14.733106,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.18769716088328)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:15.789187,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.18769716088328)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:16.946718,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.18769716088328)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:18.119142,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.186984126984127)","(3.0, 3.85, 3.778947368421053)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:19.292183,"(4.4, 5.1, 5.041666666666666)","(5.5, 6.6, 6.56)","(5.0, 5.8, 5.634146341463414)","(4.6, 5.3, 5.186984126984127)","(3.0, 3.85, 3.7814285714285716)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:20.453050,"(4.4, 5.1, 5.03)","(5.0, 6.6, 6.564705882352941)","(5.0, 5.8, 5.635897435897435)","(4.6, 5.3, 5.193515358361775)","(3.1, 3.85, 3.7814285714285716)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:21.443104,"(4.4, 5.1, 5.03)","(5.0, 6.6, 6.586666666666666)","(5.0, 5.8, 5.635897435897435)","(4.6, 5.3, 5.193515358361775)","(3.1, 3.85, 3.7814285714285716)","(101.0, 200.0, 190.0)"
11-01-2023 14:23:22.477826,"(4.4, 5.1, 5.03)","(5.0, 6.6, 6.586666666666666)","(5.0, 5.8, 5.635897435897435)","(4.6, 5.3, 5.193515358361775)","(3.1, 3.85, 3.7814285714285716)","(101.0, 200.0, 190.0)"
