,Frank Light Year,Whiskey Bob,Redshift Tango,Whacker Wilson,On The Mint,Perseus,Not Afraid,My Maddy
15-12-2022 10:51:34.147887,"(7.0, 7.8, 7.628571428571429)","(6.5, 7.4, 7.203367003367004)","(3.2, 4.2, 4.052873563218391)","(5.0, 6.4, 6.209756097560976)","(15.0, 28.0, 27.2)","(7.5, 8.2, 7.813483146067416)","(31.0, 150.0, 132.5)","(4.8, 6.4, 6.180645161290323)"
15-12-2022 10:51:35.153975,"(7.0, 7.8, 7.666666666666667)","(6.5, 7.4, 7.203424657534247)","(3.2, 4.2, 4.077227722772277)","(5.0, 6.6, 6.209756097560976)","(15.0, 28.0, 26.785714285714285)","(7.5, 8.2, 7.817777777777778)","(31.0, 150.0, 132.5)","(4.8, 6.4, 6.180952380952381)"
15-12-2022 10:51:36.219978,"(7.0, 7.8, 7.4750000000000005)","(6.5, 7.4, 7.20354609929078)","(3.2, 4.2, 4.0928571428571425)","(5.0, 6.6, 6.211428571428572)","(15.0, 27.0, 26.823529411764707)","(7.5, 8.2, 8.05090909090909)","(31.0, 150.0, 132.5)","(4.8, 6.4, 6.217391304347826)"
15-12-2022 10:51:37.283632,"(7.0, 7.8, 7.463157894736843)","(6.5, 7.4, 7.203508771929824)","(3.2, 4.0, 3.9512500000000004)","(5.0, 6.6, 6.237333333333334)","(15.0, 27.0, 27.0)","(7.5, 8.2, 8.052914798206277)","(31.0, 150.0, 132.5)","(4.8, 6.4, 6.223529411764706)"
15-12-2022 10:51:38.394584,"(7.0, 7.8, 7.5600000000000005)","(6.5, 7.4, 7.203802281368821)","(3.2, 4.0, 3.9512500000000004)","(5.0, 6.6, 6.341176470588235)","(15.0, 28.0, 28.42105263157895)","(7.5, 8.2, 8.052914798206277)","(31.0, 150.0, 132.5)","(4.8, 6.4, 6.24)"
15-12-2022 10:51:39.455803,"(7.0, 7.8, 7.703225806451613)","(6.5, 7.4, 7.203802281368821)","(3.2, 4.0, 3.9512500000000004)","(5.0, 6.6, 6.341176470588235)","(16.0, 30.0, 27.692307692307693)","(7.5, 8.2, 8.047619047619047)","(31.0, 150.0, 134.44444444444446)","(4.8, 6.4, 6.092307692307692)"
15-12-2022 10:51:40.551809,"(7.0, 7.8, 7.75)","(6.5, 7.4, 7.203846153846154)","(3.2, 4.0, 3.954491017964072)","(5.0, 6.6, 6.341176470588235)","(16.0, 30.0, 27.57142857142857)","(7.5, 8.2, 8.050251256281406)","(31.0, 150.0, 134.44444444444446)","(4.8, 6.4, 6.122222222222223)"
15-12-2022 10:51:41.597042,"(7.0, 7.8, 7.68)","(6.5, 7.4, 7.203846153846154)","(3.2, 4.0, 3.954491017964072)","(5.0, 6.6, 6.541463414634146)","(16.0, 28.0, 27.625)","(7.5, 8.2, 7.971428571428571)","(31.0, 150.0, 137.6470588235294)","(4.8, 6.4, 6.377777777777778)"
15-12-2022 10:51:42.608184,"(7.0, 8.2, 7.8999999999999995)","(6.5, 7.4, 7.217021276595744)","(3.3, 4.0, 3.955859375)","(5.0, 6.6, 6.337254901960784)","(16.0, 28.0, 27.625)","(7.5, 8.2, 8.589473684210526)","(31.0, 150.0, 137.6470588235294)","(4.8, 6.4, 6.391304347826087)"
15-12-2022 10:51:43.638523,"(7.0, 8.2, 7.9350649350649345)","(6.5, 7.4, 7.212)","(3.3, 4.0, 3.9528000000000003)","(5.0, 6.8, 6.405882352941177)","(16.0, 28.0, 27.625)","(7.5, 8.6, 8.589473684210526)","(31.0, 150.0, 137.6470588235294)","(4.8, 6.4, 6.391304347826087)"
15-12-2022 10:51:44.613248,"(7.0, 7.8, 7.35)","(6.5, 7.4, 7.212)","(3.3, 4.0, 3.952916666666667)","(5.0, 6.6, 6.5)","(16.0, 28.0, 27.625)","(7.5, 8.6, 8.594594594594595)","(31.0, 150.0, 137.6470588235294)","(4.8, 6.4, 6.36875)"
15-12-2022 10:51:45.629504,"(7.0, 7.8, 7.338461538461538)","(6.5, 7.6, 7.3297297297297295)","(3.3, 4.0, 3.9040650406504063)","(5.0, 6.6, 6.461538461538462)","(16.0, 28.0, 27.625)","(7.5, 8.6, 8.581512605042017)","(31.0, 150.0, 101.25)","(4.8, 6.4, 6.380000000000001)"
15-12-2022 10:51:46.606213,"(6.5, 7.6, 7.36)","(6.5, 7.6, 7.41)","(3.3, 3.95, 3.902)","(5.0, 6.6, 6.4714285714285715)","(17.0, 28.0, 27.625)","(7.0, 8.6, 8.581512605042017)","(41.0, 150.0, 135.0)","(4.8, 6.4, 6.380000000000001)"
15-12-2022 10:51:47.644735,"(6.5, 7.6, 7.366666666666666)","(6.5, 7.6, 7.415384615384616)","(3.3, 3.95, 3.9012820512820516)","(5.0, 6.6, 6.4941176470588236)","(17.0, 28.0, 27.625)","(7.0, 9.2, 8.6)","(41.0, 150.0, 125.625)","(4.8, 6.6, 6.457142857142857)"
15-12-2022 10:51:48.666678,"(6.5, 7.6, 7.523076923076923)","(6.5, 7.4, 7.341666666666667)","(3.3, 3.85, 3.826923076923077)","(5.0, 6.6, 6.4399999999999995)","(17.0, 28.0, 27.625)","(7.0, 9.0, 8.894117647058824)","(41.0, 150.0, 120.0)","(4.8, 6.6, 6.57391304347826)"
15-12-2022 10:51:49.727315,"(6.5, 7.6, 7.384615384615384)","(6.5, 7.6, 7.454545454545455)","(3.3, 3.8, 3.7067264573991032)","(5.0, 6.6, 6.5777777777777775)","(17.0, 28.0, 25.727272727272727)","(7.0, 9.0, 8.933333333333334)","(41.0, 150.0, 120.0)","(4.8, 6.6, 6.482758620689655)"
15-12-2022 10:51:50.777102,"(6.5, 7.8, 7.5)","(6.5, 7.6, 7.5)","(3.3, 3.75, 3.695161290322581)","(5.0, 6.6, 6.435955056179775)","(17.0, 26.0, 25.4)","(7.0, 9.0, 8.966666666666667)","(41.0, 150.0, 120.0)","(4.8, 6.6, 6.453846153846154)"
15-12-2022 10:51:51.790691,"(6.5, 7.8, 7.672)","(6.5, 7.6, 7.504761904761905)","(3.3, 3.55, 3.519767441860465)","(5.0, 6.8, 6.621052631578947)","(17.0, 26.0, 25.352941176470587)","(7.0, 9.0, 9.076190476190476)","(41.0, 150.0, 126.0)","(4.8, 6.6, 6.444897959183674)"
15-12-2022 10:51:52.825090,"(6.5, 7.8, 7.50909090909091)","(6.5, 7.8, 7.666666666666667)","(3.3, 3.75, 3.5989795918367347)","(5.0, 6.8, 6.442105263157895)","(17.0, 27.0, 25.933333333333334)","(7.0, 9.2, 9.010526315789473)","(41.0, 150.0, 126.0)","(4.8, 6.6, 6.423255813953489)"
15-12-2022 10:51:53.911550,"(6.5, 7.8, 7.48)","(6.5, 7.8, 7.7125)","(3.3, 3.75, 3.5833333333333335)","(5.0, 6.8, 6.5058823529411764)","(17.0, 27.0, 25.5)","(7.0, 9.2, 8.821052631578947)","(41.0, 150.0, 126.0)","(4.8, 6.6, 6.414634146341464)"
15-12-2022 10:51:55.037837,"(6.5, 7.8, 7.5)","(6.5, 7.8, 7.64)","(3.2, 3.65, 3.5789473684210527)","(5.0, 6.8, 6.439344262295082)","(17.0, 26.0, 25.56)","(7.0, 9.2, 8.88888888888889)","(41.0, 150.0, 130.0)","(5.0, 6.6, 6.348148148148148)"
15-12-2022 10:51:56.147593,"(6.5, 7.8, 7.555555555555555)","(6.5, 7.8, 7.763636363636364)","(3.2, 3.65, 3.6059322033898304)","(5.0, 6.8, 6.497142857142857)","(17.0, 27.0, 25.18181818181818)","(7.0, 9.2, 9.371428571428572)","(41.0, 150.0, 130.0)","(5.0, 6.6, 6.358730158730158)"
15-12-2022 10:51:57.240543,"(6.5, 7.8, 7.633333333333334)","(6.5, 7.8, 7.7124999999999995)","(3.2, 3.6, 3.5863636363636364)","(5.0, 6.8, 6.574358974358974)","(17.0, 26.0, 24.333333333333332)","(7.0, 9.4, 9.5)","(41.0, 150.0, 120.0)","(5.0, 6.6, 6.377142857142857)"
15-12-2022 10:51:58.303664,"(6.5, 7.6, 7.416666666666667)","(6.5, 7.8, 7.7124999999999995)","(3.2, 3.55, 3.5381355932203387)","(5.0, 6.8, 6.574358974358974)","(17.0, 26.0, 24.333333333333332)","(7.0, 9.6, 9.336842105263157)","(41.0, 150.0, 129.375)","(5.0, 6.6, 6.425396825396826)"
15-12-2022 10:51:59.323630,"(6.5, 7.6, 7.41764705882353)","(6.5, 7.8, 7.635999999999999)","(3.2, 3.55, 3.53955223880597)","(5.0, 6.8, 6.575)","(17.0, 26.0, 24.333333333333332)","(7.0, 9.4, 9.559999999999999)","(41.0, 150.0, 133.8235294117647)","(5.0, 6.6, 6.465116279069767)"
15-12-2022 10:52:00.302687,"(6.5, 7.6, 7.5)","(6.5, 7.8, 7.641666666666667)","(3.2, 3.45, 3.4423076923076925)","(5.0, 6.8, 6.7375)","(17.0, 27.0, 25.41176470588235)","(7.0, 9.6, 9.561904761904762)","(41.0, 150.0, 142.14285714285714)","(5.0, 6.6, 6.455)"
15-12-2022 10:52:01.306252,"(6.5, 7.6, 7.571428571428571)","(6.5, 7.8, 7.641666666666667)","(3.2, 3.5, 3.4775)","(5.0, 6.8, 6.745454545454545)","(17.0, 26.0, 25.41176470588235)","(7.0, 9.6, 9.561904761904762)","(41.0, 150.0, 142.14285714285714)","(5.0, 6.6, 6.411764705882353)"
15-12-2022 10:52:02.330689,"(6.5, 7.8, 7.517647058823529)","(6.5, 7.8, 7.673333333333333)","(3.2, 3.5, 3.433333333333333)","(5.0, 6.8, 6.733333333333333)","(17.0, 26.0, 24.285714285714285)","(7.0, 10.0, 9.727659574468085)","(41.0, 150.0, 142.14285714285714)","(5.0, 6.6, 6.456410256410257)"
15-12-2022 10:52:03.393249,"(6.5, 7.8, 7.529032258064516)","(6.5, 7.8, 7.551111111111111)","(3.2, 3.5, 3.475)","(5.0, 6.8, 6.733333333333333)","(17.0, 26.0, 25.05263157894737)","(7.0, 10.0, 9.50344827586207)","(41.0, 150.0, 142.14285714285714)","(5.0, 6.6, 6.455)"
15-12-2022 10:52:04.483240,"(6.5, 7.8, 7.5285714285714285)","(6.5, 7.8, 7.561702127659575)","(3.2, 3.55, 3.575301204819277)","(5.0, 6.8, 6.904)","(17.0, 26.0, 25.6)","(7.0, 10.0, 9.3)","(41.0, 150.0, 146.8181818181818)","(5.0, 6.6, 6.495652173913044)"
15-12-2022 10:52:05.590897,"(6.5, 7.4, 7.208695652173914)","(6.5, 7.4, 7.252830188679246)","(3.2, 3.75, 3.5638888888888887)","(5.0, 7.2, 7.085714285714285)","(17.0, 28.0, 25.46153846153846)","(7.0, 9.6, 9.306666666666667)","(41.0, 190.0, 115.88235294117646)","(5.0, 6.8, 6.733333333333333)"
15-12-2022 10:52:06.650883,"(6.5, 7.4, 7.311111111111112)","(6.5, 7.4, 7.140000000000001)","(3.2, 3.65, 3.611290322580645)","(5.0, 7.2, 7.078571428571428)","(17.0, 28.0, 26.166666666666668)","(7.0, 9.4, 9.127272727272727)","(41.0, 190.0, 130.0)","(5.0, 6.8, 6.728)"
15-12-2022 10:52:07.766094,"(6.5, 7.2, 7.155555555555556)","(6.5, 7.4, 7.315384615384616)","(3.2, 3.65, 3.6194444444444445)","(5.0, 7.2, 7.061538461538461)","(17.0, 28.0, 26.166666666666668)","(7.0, 9.2, 8.976923076923077)","(41.0, 190.0, 130.0)","(5.0, 6.8, 6.705263157894737)"
15-12-2022 10:52:08.820506,"(6.5, 7.4, 7.210526315789474)","(6.5, 7.4, 7.23768115942029)","(3.2, 3.65, 3.6194444444444445)","(5.0, 7.2, 7.170370370370371)","(17.0, 28.0, 25.46153846153846)","(7.0, 9.0, 8.966666666666667)","(41.0, 190.0, 145.0)","(5.0, 6.8, 6.6869565217391305)"
15-12-2022 10:52:09.901352,"(6.5, 7.4, 7.228571428571429)","(6.5, 7.4, 7.2562500000000005)","(3.2, 3.65, 3.611290322580645)","(5.0, 7.2, 7.170370370370371)","(17.0, 28.0, 26.0)","(7.0, 9.0, 8.966666666666667)","(41.0, 190.0, 151.8181818181818)","(5.0, 6.8, 6.647058823529411)"
15-12-2022 10:52:10.977539,"(6.5, 7.4, 7.205128205128205)","(6.5, 7.4, 7.241176470588235)","(3.1, 3.65, 3.6086206896551727)","(5.0, 7.2, 7.170370370370371)","(17.0, 28.0, 26.0)","(7.0, 9.0, 8.966666666666667)","(41.0, 190.0, 151.8181818181818)","(5.0, 6.8, 6.647058823529411)"
15-12-2022 10:52:12.117874,"(6.5, 7.4, 7.177777777777778)","(6.5, 7.4, 7.252054794520548)","(3.1, 3.65, 3.693137254901961)","(5.0, 7.2, 7.170370370370371)","(17.0, 26.0, 25.75)","(7.0, 9.0, 8.966666666666667)","(41.0, 190.0, 141.30434782608697)","(5.0, 6.8, 6.655555555555555)"
15-12-2022 10:52:13.305502,"(6.5, 7.4, 7.2303030303030305)","(6.5, 7.4, 7.270588235294118)","(3.1, 3.75, 3.712091503267974)","(5.0, 7.2, 7.170370370370371)","(17.0, 26.0, 25.75)","(7.0, 9.0, 8.714285714285715)","(41.0, 190.0, 141.30434782608697)","(5.0, 6.8, 6.707142857142857)"
15-12-2022 10:52:14.464846,"(6.5, 7.4, 7.342857142857143)","(6.5, 7.4, 7.270588235294118)","(3.1, 3.7, 3.6972222222222224)","(5.0, 7.2, 7.176923076923077)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.764285714285714)","(41.0, 190.0, 141.30434782608697)","(5.0, 6.8, 6.696)"
15-12-2022 10:52:15.577021,"(6.5, 7.4, 7.213333333333334)","(6.5, 7.4, 7.270588235294118)","(3.1, 3.7, 3.6972222222222224)","(5.0, 7.2, 7.176923076923077)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.67945205479452)","(41.0, 190.0, 148.6206896551724)","(5.0, 6.8, 6.654545454545454)"
15-12-2022 10:52:16.735379,"(6.5, 7.4, 7.1375)","(6.5, 7.4, 7.207058823529412)","(3.1, 3.7, 3.687777777777778)","(5.0, 7.2, 7.093877551020408)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.706172839506173)","(41.0, 190.0, 148.6206896551724)","(5.0, 6.8, 6.654545454545454)"
15-12-2022 10:52:17.863463,"(6.5, 7.4, 7.1375)","(6.5, 7.4, 7.207058823529412)","(3.1, 3.8, 3.76)","(5.0, 7.2, 7.080851063829788)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.698666666666668)","(41.0, 190.0, 148.6206896551724)","(5.0, 6.8, 6.644444444444445)"
15-12-2022 10:52:18.955253,"(6.5, 7.4, 7.195555555555556)","(6.5, 7.4, 7.195)","(3.1, 3.8, 3.76)","(5.0, 7.2, 7.080851063829788)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.779661016949154)","(41.0, 190.0, 148.6206896551724)","(5.0, 6.8, 6.630303030303031)"
15-12-2022 10:52:19.983703,"(6.5, 7.4, 7.2)","(6.5, 7.4, 7.208)","(3.1, 3.8, 3.76697247706422)","(5.0, 7.2, 7.084444444444444)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.698591549295775)","(41.0, 190.0, 148.6206896551724)","(5.0, 6.8, 6.644444444444445)"
15-12-2022 10:52:21.044497,"(6.5, 7.4, 7.151724137931034)","(6.5, 7.2, 7.156000000000001)","(3.1, 3.8, 3.7640625)","(5.0, 7.2, 7.084444444444444)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.705263157894738)","(41.0, 190.0, 150.0)","(5.0, 6.8, 6.635294117647059)"
15-12-2022 10:52:22.065891,"(6.5, 7.4, 7.149152542372882)","(6.5, 7.2, 7.15)","(3.1, 3.8, 3.7640625)","(5.0, 7.2, 7.066666666666666)","(17.0, 26.0, 25.846153846153847)","(7.0, 8.8, 8.705263157894738)","(41.0, 190.0, 150.0)","(5.0, 6.8, 6.654545454545454)"
15-12-2022 10:52:23.102852,"(6.5, 7.4, 7.109090909090909)","(6.5, 7.2, 7.15)","(3.1, 3.8, 3.786781609195402)","(5.0, 7.2, 7.089473684210526)","(17.0, 26.0, 25.75)","(7.0, 8.8, 8.705263157894738)","(41.0, 190.0, 149.16666666666666)","(5.0, 6.8, 6.585)"
15-12-2022 10:52:24.121364,"(6.5, 7.4, 7.1125)","(6.5, 7.2, 7.15)","(3.1, 3.8, 3.786781609195402)","(5.0, 7.2, 7.097142857142857)","(17.0, 26.0, 25.75)","(7.0, 8.8, 8.647272727272728)","(41.0, 190.0, 149.16666666666666)","(5.0, 6.8, 6.597647058823529)"
15-12-2022 10:52:25.138874,"(6.5, 7.4, 7.097297297297297)","(6.5, 7.2, 7.13)","(3.1, 3.8, 3.786309523809524)","(5.0, 7.2, 7.097142857142857)","(17.0, 26.0, 25.75)","(7.0, 8.8, 8.647272727272728)","(41.0, 190.0, 149.16666666666666)","(5.0, 6.8, 6.573684210526316)"
15-12-2022 10:52:26.235106,"(6.5, 7.4, 7.105882352941177)","(6.5, 7.2, 7.130909090909091)","(3.1, 3.8, 3.7903846153846152)","(5.0, 7.2, 7.097142857142857)","(17.0, 26.0, 25.75)","(7.0, 8.8, 8.625)","(41.0, 190.0, 145.0)","(5.0, 6.8, 6.518095238095238)"
15-12-2022 10:52:27.354198,"(6.5, 7.4, 7.15)","(6.5, 7.2, 7.140625)","(3.1, 3.85, 3.830246913580247)","(5.0, 7.2, 7.073913043478261)","(17.0, 26.0, 25.09090909090909)","(7.0, 8.8, 8.785714285714286)","(41.0, 190.0, 151.57894736842104)","(5.0, 6.8, 6.5040000000000004)"
15-12-2022 10:52:28.424265,"(6.5, 7.4, 7.260869565217392)","(6.5, 7.2, 7.137704918032787)","(3.1, 3.85, 3.812121212121212)","(5.0, 7.2, 7.089655172413793)","(17.0, 27.0, 25.857142857142858)","(7.0, 9.0, 8.853061224489796)","(41.0, 180.0, 146.08695652173913)","(5.0, 6.8, 6.518095238095238)"
15-12-2022 10:52:29.492185,"(6.5, 7.4, 7.176470588235294)","(6.5, 7.2, 7.1312500000000005)","(3.1, 3.85, 3.8421052631578947)","(5.0, 7.2, 7.089655172413793)","(17.0, 26.0, 25.857142857142858)","(7.0, 9.0, 8.853061224489796)","(41.0, 180.0, 146.08695652173913)","(5.0, 6.8, 6.518095238095238)"
15-12-2022 10:52:30.528674,"(6.5, 7.4, 7.153846153846154)","(6.5, 7.2, 7.135294117647059)","(3.1, 3.85, 3.846774193548387)","(5.0, 7.2, 7.1030303030303035)","(17.0, 26.0, 25.857142857142858)","(7.0, 9.0, 8.853061224489796)","(41.0, 180.0, 146.08695652173913)","(5.0, 6.6, 6.560975609756097)"
15-12-2022 10:52:31.578382,"(6.5, 7.4, 7.153846153846154)","(6.5, 7.2, 7.041176470588235)","(3.1, 3.9, 3.8865671641791044)","(5.0, 7.2, 7.1030303030303035)","(17.0, 26.0, 25.857142857142858)","(7.0, 9.0, 8.853061224489796)","(41.0, 180.0, 146.08695652173913)","(5.0, 6.6, 6.560975609756097)"
15-12-2022 10:52:32.583557,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.014814814814815)","(3.1, 3.95, 3.936)","(5.0, 7.2, 7.1030303030303035)","(17.0, 26.0, 25.857142857142858)","(7.0, 8.8, 8.69433962264151)","(41.0, 180.0, 153.33333333333334)","(5.0, 6.6, 6.546666666666667)"
15-12-2022 10:52:33.616983,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.076190476190476)","(3.1, 3.95, 3.935632183908046)","(5.0, 7.2, 7.072)","(17.0, 26.0, 25.77777777777778)","(7.0, 8.8, 8.69433962264151)","(41.0, 180.0, 153.33333333333334)","(5.0, 6.6, 6.477777777777778)"
15-12-2022 10:52:34.656474,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.076190476190476)","(3.1, 3.95, 3.935632183908046)","(5.0, 7.2, 7.1030303030303035)","(17.0, 26.0, 25.77777777777778)","(7.0, 8.8, 8.69433962264151)","(41.0, 180.0, 153.33333333333334)","(5.0, 6.6, 6.477777777777778)"
15-12-2022 10:52:35.733184,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.076190476190476)","(3.1, 3.95, 3.935632183908046)","(5.0, 7.2, 7.0814814814814815)","(18.0, 26.0, 25.77777777777778)","(7.0, 8.8, 8.68888888888889)","(51.0, 180.0, 153.33333333333334)","(5.0, 6.6, 6.477777777777778)"
15-12-2022 10:52:36.838067,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.081818181818182)","(3.1, 3.95, 3.941554054054054)","(5.0, 7.2, 7.1030303030303035)","(18.0, 26.0, 25.75)","(7.0, 8.8, 8.68888888888889)","(51.0, 180.0, 153.33333333333334)","(5.0, 6.6, 6.477777777777778)"
15-12-2022 10:52:38.027209,"(6.5, 7.4, 7.214285714285714)","(6.5, 7.2, 7.080459770114943)","(3.1, 3.95, 3.98125)","(5.0, 7.2, 7.1030303030303035)","(18.0, 26.0, 25.833333333333332)","(7.0, 8.8, 8.69433962264151)","(51.0, 180.0, 155.0)","(5.0, 6.6, 6.376470588235295)"
15-12-2022 10:52:39.136848,"(6.5, 7.4, 7.183333333333334)","(6.5, 7.2, 7.080459770114943)","(3.1, 4.0, 3.98125)","(5.0, 7.2, 7.1030303030303035)","(18.0, 26.0, 25.5)","(7.0, 8.8, 8.69433962264151)","(51.0, 170.0, 155.0)","(5.0, 6.4, 6.244897959183674)"
15-12-2022 10:52:40.185435,"(6.5, 7.4, 7.183333333333334)","(6.5, 7.2, 7.076190476190476)","(3.1, 4.1, 3.982258064516129)","(5.0, 7.2, 7.089655172413793)","(18.0, 26.0, 24.625)","(7.0, 8.8, 8.718367346938777)","(51.0, 170.0, 155.0)","(5.0, 6.4, 6.248888888888889)"
15-12-2022 10:52:41.274551,"(6.5, 7.4, 7.2)","(6.5, 7.2, 7.080459770114943)","(3.1, 4.1, 3.9926315789473685)","(5.0, 7.2, 7.0814814814814815)","(18.0, 25.0, 23.6)","(7.0, 8.8, 8.711111111111112)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.187234042553191)"
15-12-2022 10:52:42.375793,"(6.5, 7.4, 7.2)","(6.0, 7.2, 7.080459770114943)","(3.1, 4.1, 3.9849137931034484)","(5.0, 7.2, 7.1030303030303035)","(18.0, 24.0, 22.666666666666668)","(7.0, 8.8, 8.711111111111112)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.187234042553191)"
15-12-2022 10:52:43.471879,"(6.5, 7.4, 7.2)","(6.0, 7.2, 7.080459770114943)","(3.1, 4.1, 4.008974358974359)","(5.0, 7.2, 7.1030303030303035)","(18.0, 24.0, 22.5)","(7.0, 8.8, 8.711111111111112)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.187234042553191)"
15-12-2022 10:52:44.591435,"(6.5, 7.4, 7.2)","(6.0, 7.2, 7.080459770114943)","(3.1, 4.1, 4.015)","(5.0, 7.2, 7.1030303030303035)","(18.0, 23.0, 22.555555555555557)","(7.0, 8.8, 8.694736842105264)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.187234042553191)"
15-12-2022 10:52:45.670022,"(6.5, 7.4, 7.140000000000001)","(6.0, 7.2, 7.080459770114943)","(3.2, 4.1, 3.9853773584905663)","(5.0, 7.2, 7.066666666666666)","(18.0, 23.0, 22.555555555555557)","(7.0, 8.8, 8.694736842105264)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.143589743589744)"
15-12-2022 10:52:46.773094,"(6.5, 7.4, 7.053333333333334)","(6.0, 7.2, 7.080459770114943)","(3.2, 4.1, 4.008988764044944)","(5.0, 7.2, 7.1030303030303035)","(18.0, 23.0, 22.555555555555557)","(7.0, 8.8, 9.072727272727272)","(51.0, 170.0, 151.25)","(5.0, 6.4, 6.127272727272727)"
15-12-2022 10:52:47.803433,"(6.5, 7.4, 7.209090909090909)","(6.0, 7.2, 7.080459770114943)","(3.2, 4.1, 4.01038961038961)","(5.0, 7.2, 7.1030303030303035)","(18.0, 23.0, 22.555555555555557)","(7.0, 9.2, 9.141176470588235)","(51.0, 170.0, 151.25)","(5.0, 6.2, 6.1)"
15-12-2022 10:52:48.922815,"(6.5, 7.4, 7.228571428571429)","(6.0, 7.2, 7.076190476190476)","(3.2, 4.1, 4.009876543209876)","(5.0, 7.2, 7.1030303030303035)","(17.0, 23.0, 22.555555555555557)","(7.0, 9.2, 9.141176470588235)","(51.0, 170.0, 151.25)","(5.0, 6.2, 6.151724137931034)"
15-12-2022 10:52:49.968558,"(6.5, 7.4, 7.197546012269939)","(6.0, 7.2, 7.076190476190476)","(3.2, 4.1, 4.01038961038961)","(5.0, 7.2, 7.125581395348838)","(17.0, 23.0, 22.555555555555557)","(7.0, 9.2, 9.141176470588235)","(51.0, 170.0, 151.25)","(5.0, 6.2, 6.151724137931034)"
15-12-2022 10:52:51.085276,"(6.5, 7.4, 7.197546012269939)","(6.0, 7.2, 7.059459459459459)","(3.2, 4.1, 4.01038961038961)","(5.0, 7.2, 7.1030303030303035)","(17.0, 23.0, 22.09090909090909)","(7.0, 9.2, 9.141176470588235)","(51.0, 160.0, 143.52941176470588)","(5.0, 6.2, 6.191304347826087)"
15-12-2022 10:52:52.191366,"(6.5, 7.4, 7.2075471698113205)","(6.0, 7.2, 7.0256410256410255)","(3.2, 4.1, 4.01038961038961)","(5.0, 7.2, 7.1030303030303035)","(17.0, 23.0, 22.09090909090909)","(7.0, 9.2, 9.141176470588235)","(51.0, 160.0, 143.52941176470588)","(5.0, 6.2, 6.188235294117647)"
15-12-2022 10:52:53.232310,"(6.5, 7.4, 7.19873417721519)","(6.0, 7.2, 7.019354838709678)","(3.2, 4.1, 4.01038961038961)","(5.0, 7.2, 7.130769230769231)","(17.0, 23.0, 21.666666666666668)","(7.0, 9.2, 9.141176470588235)","(51.0, 160.0, 143.52941176470588)","(5.0, 6.2, 6.188235294117647)"
15-12-2022 10:52:54.339737,"(6.5, 7.4, 7.183673469387755)","(6.0, 7.2, 7.020689655172414)","(3.2, 4.1, 4.011842105263158)","(5.0, 7.2, 7.109677419354838)","(17.0, 23.0, 21.666666666666668)","(7.0, 9.2, 9.141176470588235)","(51.0, 160.0, 143.52941176470588)","(5.0, 6.2, 6.126315789473685)"
15-12-2022 10:52:55.375815,"(6.0, 7.2, 7.1230769230769235)","(6.0, 7.2, 7.020689655172414)","(3.2, 4.1, 4.014102564102564)","(5.5, 7.2, 7.109677419354838)","(17.0, 23.0, 21.666666666666668)","(7.0, 9.2, 9.253333333333334)","(51.0, 160.0, 143.52941176470588)","(5.0, 6.2, 6.126315789473685)"
15-12-2022 10:52:56.482465,"(6.0, 7.2, 7.013333333333334)","(6.0, 7.2, 7.059459459459459)","(3.2, 4.1, 4.0094594594594595)","(5.5, 7.2, 7.1)","(17.0, 23.0, 21.75)","(7.0, 9.4, 9.253333333333334)","(51.0, 160.0, 142.5)","(5.0, 6.2, 6.044444444444444)"
15-12-2022 10:52:57.503668,"(6.0, 7.2, 6.978947368421053)","(6.0, 7.2, 7.020689655172414)","(3.2, 4.1, 4.006944444444445)","(5.5, 7.2, 7.1)","(17.0, 22.0, 21.75)","(7.0, 9.4, 9.369158878504674)","(51.0, 160.0, 154.54545454545453)","(5.0, 6.2, 6.256140350877193)"
15-12-2022 10:52:58.542884,"(6.0, 7.4, 6.852307692307692)","(6.0, 7.4, 7.033333333333333)","(3.2, 4.1, 4.008474576271186)","(5.5, 7.2, 7.140540540540541)","(17.0, 22.0, 21.846153846153847)","(7.0, 9.4, 9.17142857142857)","(51.0, 160.0, 166.0)","(5.0, 6.4, 6.0200000000000005)"
