,Gungho,Raphael,Roys Legacy,Cyclone Harmony,Vankukla,Wallawallabingbang,A Dandy Catch,So Greysful,Star Harmony
08-01-2023 12:38:39.473980,"(101.0, 190.0, 175.0)","(20.0, 29.0, 28.271428571428572)","(11.0, 15.0, 14.65625)","(4.0, 4.8, 4.710999999999999)","(4.6, 5.4, 5.280239520958084)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 140.0)","(3.0, 3.5, 3.472857142857143)","(5.5, 6.8, 6.698983050847457)"
08-01-2023 12:38:40.621867,"(101.0, 190.0, 178.0)","(20.0, 29.0, 28.271428571428572)","(11.0, 15.0, 14.65625)","(4.0, 4.8, 4.710999999999999)","(4.6, 5.3, 5.280239520958084)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 142.0)","(3.0, 3.5, 3.47)","(5.5, 6.8, 6.698983050847457)"
08-01-2023 12:38:41.730697,"(101.0, 190.0, 178.0)","(20.0, 29.0, 28.271428571428572)","(11.0, 15.0, 14.666666666666666)","(4.0, 4.8, 4.710999999999999)","(4.6, 5.3, 5.256521739130435)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 140.0)","(3.0, 3.5, 3.3477341389728097)","(5.5, 6.8, 7.025)"
08-01-2023 12:38:42.813263,"(101.0, 220.0, 206.15384615384613)","(20.0, 30.0, 29.244444444444444)","(11.0, 15.0, 14.669421487603305)","(4.0, 4.7, 4.672631578947368)","(4.6, 5.5, 5.337681159420289)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 140.0)","(3.0, 3.35, 3.3477341389728097)","(5.5, 7.2, 7.025)"
08-01-2023 12:38:43.894469,"(101.0, 260.0, 230.0)","(20.0, 30.0, 29.244444444444444)","(11.0, 15.0, 14.669421487603305)","(4.0, 4.7, 4.695862068965518)","(4.6, 5.5, 5.337681159420289)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 125.0)","(3.0, 3.4, 3.381979695431472)","(5.5, 7.2, 7.04375)"
08-01-2023 12:38:45.027430,"(101.0, 260.0, 230.0)","(20.0, 30.0, 29.23913043478261)","(11.0, 15.0, 14.699029126213592)","(4.0, 4.7, 4.695862068965518)","(4.6, 5.5, 5.337681159420289)","(17.0, 23.0, 22.35483870967742)","(81.0, 150.0, 125.0)","(3.0, 3.4, 3.3773809523809524)","(5.5, 7.2, 6.964893617021277)"
08-01-2023 12:38:46.166191,"(101.0, 260.0, 230.0)","(20.0, 30.0, 29.23913043478261)","(11.0, 15.0, 14.705)","(4.0, 4.8, 4.716806722689076)","(4.6, 5.5, 5.338305709023941)","(17.0, 23.0, 22.09090909090909)","(81.0, 150.0, 127.77777777777777)","(3.0, 3.4, 3.3773809523809524)","(5.5, 7.0, 7.060504201680672)"
08-01-2023 12:38:47.268666,"(101.0, 260.0, 237.5)","(20.0, 30.0, 29.23913043478261)","(11.0, 15.0, 14.705)","(4.0, 4.8, 4.718803418803419)","(4.6, 5.5, 5.37991452991453)","(17.0, 23.0, 21.736842105263158)","(81.0, 150.0, 125.0)","(3.0, 3.4, 3.344037940379404)","(5.5, 7.2, 6.990666666666667)"
08-01-2023 12:38:48.437194,"(101.0, 260.0, 230.0)","(20.0, 30.0, 29.28205128205128)","(11.0, 15.0, 14.508333333333333)","(4.0, 4.8, 4.724904214559387)","(4.6, 5.4, 5.326946107784432)","(17.0, 23.0, 22.242424242424242)","(81.0, 150.0, 135.0)","(3.0, 3.35, 3.3554585152838428)","(5.5, 7.0, 7.056470588235294)"
08-01-2023 12:38:49.529058,"(101.0, 260.0, 242.0)","(20.0, 30.0, 29.319148936170212)","(11.0, 15.0, 14.566176470588236)","(4.0, 4.8, 4.724904214559387)","(4.6, 5.4, 5.323028391167193)","(17.0, 23.0, 22.242424242424242)","(81.0, 140.0, 134.0)","(3.0, 3.4, 3.364021164021164)","(5.5, 7.2, 7.056470588235294)"
08-01-2023 12:38:50.640803,"(101.0, 260.0, 237.5)","(20.0, 30.0, 29.238095238095237)","(11.0, 15.0, 14.692307692307692)","(4.0, 4.8, 4.724904214559387)","(4.6, 5.4, 5.323028391167193)","(17.0, 23.0, 22.242424242424242)","(81.0, 140.0, 134.0)","(3.0, 3.4, 3.360810810810811)","(5.5, 7.2, 7.056470588235294)"
08-01-2023 12:38:51.792891,"(101.0, 260.0, 237.5)","(20.0, 30.0, 29.238095238095237)","(11.0, 15.0, 14.647058823529411)","(4.0, 4.8, 4.724904214559387)","(4.6, 5.4, 5.323270440251573)","(17.0, 23.0, 22.352941176470587)","(81.0, 140.0, 125.0)","(3.0, 3.4, 3.3596938775510203)","(5.5, 7.2, 6.915602836879432)"
08-01-2023 12:38:52.943340,"(101.0, 260.0, 237.5)","(20.0, 30.0, 29.22222222222222)","(11.0, 15.0, 14.571428571428571)","(4.0, 4.8, 4.833333333333333)","(4.6, 5.4, 5.323270440251573)","(17.0, 23.0, 22.324324324324323)","(81.0, 140.0, 127.14285714285714)","(3.0, 3.4, 3.364007421150278)","(5.5, 7.0, 6.914079422382671)"
08-01-2023 12:38:54.091966,"(101.0, 230.0, 215.0)","(20.0, 30.0, 29.5625)","(11.0, 15.0, 14.783783783783784)","(4.0, 4.9, 4.840740740740741)","(4.6, 5.4, 5.323270440251573)","(17.0, 23.0, 22.324324324324323)","(81.0, 140.0, 126.0)","(3.0, 3.4, 3.3369477911646586)","(5.5, 7.0, 6.903252032520325)"
08-01-2023 12:38:55.206556,"(101.0, 230.0, 215.0)","(20.0, 30.0, 29.5625)","(11.0, 15.0, 14.783783783783784)","(4.0, 4.9, 4.768944099378881)","(4.6, 5.4, 5.406407322654463)","(17.0, 23.0, 22.352941176470587)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.3364016736401676)","(5.5, 7.0, 6.901652892561984)"
08-01-2023 12:38:56.302278,"(101.0, 230.0, 215.0)","(20.0, 30.0, 29.592105263157894)","(11.0, 15.0, 14.976190476190476)","(4.0, 4.8, 4.758947368421053)","(4.6, 5.5, 5.351020408163265)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.337560975609756)","(5.5, 7.0, 6.910505836575876)"
08-01-2023 12:38:57.432057,"(101.0, 230.0, 224.0)","(20.0, 32.0, 30.444444444444443)","(11.0, 15.5, 15.092592592592593)","(4.0, 4.8, 4.7576086956521735)","(4.6, 5.4, 5.366964285714286)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.3383268482490274)","(5.5, 7.0, 6.903649635036496)"
08-01-2023 12:38:58.566122,"(101.0, 230.0, 224.0)","(20.0, 32.0, 30.444444444444443)","(11.0, 15.5, 15.092592592592593)","(4.0, 4.8, 4.748)","(4.6, 5.4, 5.382211538461538)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.347584541062802)","(5.5, 7.0, 6.90185873605948)"
08-01-2023 12:38:59.704552,"(101.0, 230.0, 215.0)","(20.0, 32.0, 30.444444444444443)","(11.0, 15.5, 15.092592592592593)","(4.0, 4.8, 4.760606060606061)","(4.6, 5.4, 5.343846153846154)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.335144927536232)","(5.5, 7.0, 6.898461538461539)"
08-01-2023 12:39:00.829190,"(101.0, 230.0, 218.0)","(20.0, 32.0, 30.444444444444443)","(11.0, 15.5, 15.073529411764707)","(4.0, 4.8, 4.760606060606061)","(4.6, 5.4, 5.343846153846154)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 126.0)","(3.0, 3.35, 3.335144927536232)","(5.5, 7.0, 6.898461538461539)"
08-01-2023 12:39:01.979216,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 30.375)","(11.0, 15.5, 15.222222222222221)","(4.0, 4.8, 4.782926829268293)","(4.6, 5.4, 5.341204819277109)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3350746268656715)","(5.5, 7.0, 6.89003984063745)"
08-01-2023 12:39:03.120873,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 30.98701298701299)","(11.0, 15.5, 15.24)","(4.0, 4.8, 4.786666666666666)","(4.6, 5.4, 5.341204819277109)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3350746268656715)","(5.5, 7.0, 6.879674796747968)"
08-01-2023 12:39:04.284821,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 31.154929577464788)","(11.0, 15.5, 15.24)","(4.0, 4.8, 4.786666666666666)","(4.6, 5.4, 5.348857142857143)","(17.0, 23.0, 22.42105263157895)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3399532710280373)","(5.5, 7.0, 6.871861471861472)"
08-01-2023 12:39:05.396578,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 31.154929577464788)","(11.0, 15.5, 15.24)","(4.0, 4.8, 4.762886597938144)","(4.6, 5.4, 5.340924092409241)","(17.0, 23.0, 22.5)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3367391304347827)","(5.5, 7.0, 6.871861471861472)"
08-01-2023 12:39:06.525628,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 30.865853658536587)","(11.0, 15.5, 15.24)","(4.0, 4.8, 4.763541666666667)","(4.6, 5.4, 5.341196013289037)","(17.0, 23.0, 22.5)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3303846153846153)","(5.5, 7.0, 6.880816326530612)"
08-01-2023 12:39:07.597452,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 30.865853658536587)","(11.0, 16.0, 15.569767441860465)","(4.0, 4.8, 4.752083333333333)","(4.6, 5.4, 5.363589743589744)","(17.0, 23.0, 22.5)","(81.0, 150.0, 128.1818181818182)","(3.0, 3.35, 3.3367424242424244)","(5.5, 7.0, 6.880816326530612)"
08-01-2023 12:39:08.720912,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 30.670454545454547)","(11.0, 15.5, 15.275)","(4.0, 4.8, 4.781283422459893)","(4.6, 5.4, 5.426618705035971)","(17.0, 23.0, 22.53191489361702)","(81.0, 150.0, 135.88235294117646)","(3.0, 3.35, 3.276592356687898)","(5.5, 7.0, 6.910416666666666)"
08-01-2023 12:39:09.911830,"(101.0, 230.0, 216.0)","(20.0, 32.0, 30.84158415841584)","(11.0, 15.5, 15.25)","(4.0, 4.8, 4.7926829268292686)","(4.6, 5.5, 5.426618705035971)","(17.0, 23.0, 22.576923076923077)","(81.0, 150.0, 130.0)","(3.0, 3.3, 3.2458852867830426)","(5.5, 7.0, 6.910416666666666)"
08-01-2023 12:39:11.031398,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.76842105263158)","(11.0, 16.0, 15.25)","(4.0, 4.8, 4.838181818181819)","(4.6, 5.5, 5.425694444444445)","(17.0, 23.0, 22.476190476190474)","(81.0, 150.0, 130.0)","(3.0, 3.3, 3.2608597285067873)","(5.5, 7.0, 6.91889400921659)"
08-01-2023 12:39:12.188479,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.76842105263158)","(11.0, 15.5, 15.258620689655173)","(4.0, 4.9, 4.798064516129032)","(4.6, 5.5, 5.425429553264605)","(17.0, 23.0, 22.46875)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.267293233082707)","(5.5, 7.0, 6.866666666666666)"
08-01-2023 12:39:13.444561,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.76842105263158)","(11.0, 15.5, 15.24074074074074)","(4.0, 4.8, 4.78169014084507)","(4.6, 5.5, 5.426334519572954)","(17.0, 23.0, 22.46875)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.267293233082707)","(5.5, 7.0, 6.882448979591836)"
08-01-2023 12:39:14.637454,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.76842105263158)","(11.0, 15.5, 15.24074074074074)","(4.0, 4.8, 4.774149659863945)","(4.6, 5.5, 5.408407079646018)","(17.0, 23.0, 22.441176470588236)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.268300653594771)","(5.5, 7.0, 6.88)"
08-01-2023 12:39:15.772396,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.91358024691358)","(11.0, 15.5, 15.284615384615385)","(4.0, 4.8, 4.7875)","(4.6, 5.5, 5.344827586206897)","(17.0, 23.0, 22.424242424242426)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.269655172413793)","(5.5, 7.0, 6.892134831460674)"
08-01-2023 12:39:16.904759,"(101.0, 230.0, 212.5)","(20.0, 32.0, 30.97674418604651)","(11.0, 15.5, 15.266666666666667)","(4.0, 4.8, 4.7764367816091955)","(4.6, 5.4, 5.344117647058823)","(17.0, 23.0, 22.424242424242426)","(81.0, 150.0, 124.28571428571429)","(3.0, 3.3, 3.2719047619047616)","(5.5, 7.0, 6.885258964143426)"
08-01-2023 12:39:18.025153,"(101.0, 260.0, 240.0)","(20.0, 32.0, 31.19607843137255)","(11.0, 15.5, 15.266666666666667)","(4.0, 4.8, 4.7764367816091955)","(4.6, 5.4, 5.417509727626459)","(17.0, 23.0, 22.424242424242426)","(81.0, 150.0, 131.53846153846155)","(3.0, 3.3, 3.26866485013624)","(5.5, 7.0, 6.885258964143426)"
08-01-2023 12:39:19.181577,"(101.0, 260.0, 240.0)","(20.0, 32.0, 31.19607843137255)","(11.0, 15.5, 15.172413793103448)","(4.0, 4.8, 4.796323529411764)","(4.6, 5.5, 5.429568106312293)","(17.0, 23.0, 22.424242424242426)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.256794425087108)","(5.5, 7.0, 6.8848)"
08-01-2023 12:39:20.358235,"(101.0, 260.0, 220.0)","(20.0, 32.0, 31.145833333333332)","(11.0, 15.5, 15.172413793103448)","(4.0, 4.8, 4.796323529411764)","(4.6, 5.5, 5.429568106312293)","(17.0, 23.0, 22.424242424242426)","(81.0, 150.0, 134.0)","(3.0, 3.3, 3.2441527446300715)","(5.5, 7.0, 6.892134831460674)"
08-01-2023 12:39:21.530877,"(101.0, 250.0, 214.0)","(20.0, 32.0, 31.145833333333332)","(11.0, 15.5, 15.172413793103448)","(4.0, 4.8, 4.7729591836734695)","(4.6, 5.5, 5.418762886597938)","(17.0, 23.0, 22.37704918032787)","(81.0, 150.0, 132.85714285714286)","(3.0, 3.3, 3.2474842767295597)","(5.5, 7.0, 6.88796992481203)"
08-01-2023 12:39:22.648580,"(101.0, 230.0, 206.66666666666666)","(20.0, 32.0, 31.18)","(11.0, 15.5, 15.134615384615385)","(4.0, 4.8, 4.769795918367347)","(4.6, 5.5, 5.418801652892562)","(17.0, 23.0, 22.37704918032787)","(81.0, 150.0, 124.28571428571429)","(3.0, 3.25, 3.1815)","(5.5, 7.0, 6.890036900369004)"
08-01-2023 12:39:23.771496,"(101.0, 230.0, 212.5)","(20.0, 32.0, 31.18)","(11.0, 15.5, 15.3)","(4.0, 4.8, 4.88968253968254)","(4.6, 5.5, 5.442391304347827)","(17.0, 23.0, 22.564102564102566)","(81.0, 150.0, 136.15384615384616)","(3.0, 3.2, 3.192976588628763)","(5.5, 7.0, 6.932065217391305)"
08-01-2023 12:39:24.883729,"(101.0, 240.0, 194.28571428571428)","(20.0, 32.0, 31.295238095238094)","(11.0, 15.5, 15.38888888888889)","(4.0, 4.9, 4.892622950819672)","(4.6, 5.5, 5.440449438202247)","(17.0, 23.0, 22.55263157894737)","(81.0, 150.0, 136.15384615384616)","(2.9, 3.2, 3.1944223107569725)","(5.5, 7.0, 6.932065217391305)"
08-01-2023 12:39:26.004428,"(101.0, 230.0, 212.5)","(20.0, 32.0, 31.26)","(11.0, 15.5, 15.38888888888889)","(4.0, 4.9, 4.891666666666667)","(4.6, 5.5, 5.485042735042735)","(17.0, 23.0, 22.56)","(81.0, 150.0, 132.0)","(2.9, 3.2, 3.2155882352941174)","(5.5, 7.0, 6.926253687315634)"
08-01-2023 12:39:27.148474,"(101.0, 220.0, 200.0)","(20.0, 32.0, 31.221052631578946)","(11.0, 15.5, 15.38888888888889)","(4.0, 4.9, 4.869072164948454)","(4.6, 5.5, 5.490582959641255)","(17.0, 23.0, 22.56)","(81.0, 150.0, 132.0)","(2.9, 3.25, 3.186798679867987)","(5.5, 7.0, 6.930788804071247)"
08-01-2023 12:39:28.249463,"(101.0, 220.0, 205.0)","(20.0, 32.0, 31.221052631578946)","(11.0, 15.5, 15.357142857142858)","(4.0, 4.9, 4.869072164948454)","(4.6, 5.5, 5.490582959641255)","(17.0, 23.0, 22.582278481012658)","(81.0, 150.0, 121.42857142857143)","(2.9, 3.2, 3.1618852459016393)","(5.5, 7.0, 6.933007334963325)"
08-01-2023 12:39:29.340008,"(101.0, 230.0, 200.0)","(20.0, 32.0, 31.237113402061855)","(11.0, 15.5, 15.434782608695652)","(4.0, 4.9, 4.883193277310925)","(4.6, 5.5, 5.456448911222781)","(17.0, 23.0, 22.582278481012658)","(81.0, 150.0, 125.0)","(2.9, 3.2, 3.154722222222222)","(5.5, 7.0, 6.933007334963325)"
08-01-2023 12:39:30.491087,"(101.0, 220.0, 195.0)","(20.0, 32.0, 31.281553398058254)","(11.0, 15.5, 15.434782608695652)","(4.0, 4.9, 4.914285714285715)","(4.6, 5.5, 5.4508688783570305)","(17.0, 23.0, 22.582278481012658)","(81.0, 150.0, 125.0)","(2.9, 3.2, 3.154722222222222)","(5.5, 7.0, 6.930102040816326)"
08-01-2023 12:39:31.614406,"(101.0, 220.0, 195.0)","(20.0, 32.0, 31.281553398058254)","(11.0, 15.5, 15.434782608695652)","(4.0, 5.0, 4.914285714285715)","(4.6, 5.5, 5.4508688783570305)","(17.0, 23.0, 22.582278481012658)","(81.0, 150.0, 125.0)","(2.9, 3.2, 3.154722222222222)","(5.5, 7.0, 6.940462427745665)"
08-01-2023 12:39:32.734504,"(101.0, 240.0, 193.33333333333334)","(20.0, 32.0, 31.245283018867923)","(11.0, 15.5, 15.4)","(4.0, 4.9, 4.7746031746031745)","(4.6, 5.5, 5.511482254697286)","(17.0, 23.0, 22.63768115942029)","(81.0, 150.0, 126.0)","(2.9, 3.2, 3.174626865671642)","(5.5, 7.0, 6.963210702341137)"
08-01-2023 12:39:33.835141,"(101.0, 240.0, 198.0)","(20.0, 32.0, 31.35238095238095)","(11.0, 15.5, 15.4)","(4.0, 4.8, 4.691052631578947)","(4.6, 5.6, 5.505582524271845)","(17.0, 23.0, 22.529411764705884)","(81.0, 150.0, 120.9090909090909)","(2.9, 3.2, 3.209387755102041)","(5.5, 7.0, 6.964968152866242)"
08-01-2023 12:39:34.923718,"(101.0, 240.0, 180.0)","(20.0, 32.0, 31.36231884057971)","(11.0, 15.5, 15.155172413793103)","(4.0, 4.7, 4.761650485436893)","(4.6, 5.6, 5.483977900552486)","(17.0, 23.0, 22.61627906976744)","(81.0, 150.0, 127.14285714285714)","(2.9, 3.25, 3.221578947368421)","(5.5, 7.0, 6.957)"
08-01-2023 12:39:36.037924,"(101.0, 240.0, 194.28571428571428)","(20.0, 32.0, 31.417721518987342)","(11.0, 15.5, 15.39)","(4.0, 4.8, 4.738518518518519)","(4.6, 5.5, 5.484450402144772)","(17.0, 23.0, 22.629213483146067)","(81.0, 150.0, 127.14285714285714)","(2.9, 3.25, 3.2227272727272727)","(5.5, 7.0, 6.956892230576441)"
08-01-2023 12:39:37.128884,"(101.0, 240.0, 194.28571428571428)","(20.0, 32.0, 31.417721518987342)","(11.0, 15.5, 15.39)","(4.0, 4.8, 4.647058823529411)","(4.6, 5.5, 5.494572025052192)","(17.0, 23.0, 23.214285714285715)","(81.0, 150.0, 127.14285714285714)","(2.9, 3.25, 3.22416918429003)","(5.5, 7.0, 7.081025641025641)"
08-01-2023 12:39:38.289461,"(101.0, 240.0, 208.0)","(20.0, 32.0, 31.32)","(11.0, 15.5, 15.4)","(4.0, 4.7, 4.578651685393258)","(4.6, 5.5, 5.5102908277404925)","(17.0, 24.0, 23.58823529411765)","(81.0, 150.0, 123.33333333333333)","(2.9, 3.25, 3.2047979797979798)","(5.5, 7.2, 7.10935960591133)"
08-01-2023 12:39:39.449790,"(101.0, 240.0, 200.0)","(21.0, 32.0, 30.98)","(11.0, 15.5, 15.4)","(4.0, 4.6, 4.579629629629629)","(4.6, 5.6, 5.504854368932039)","(17.0, 24.0, 23.571428571428573)","(81.0, 150.0, 125.0)","(2.9, 3.25, 3.2122093023255816)","(5.5, 7.2, 7.093333333333334)"
08-01-2023 12:39:40.644481,"(101.0, 240.0, 215.3846153846154)","(21.0, 32.0, 30.98)","(11.0, 15.5, 15.375)","(4.0, 4.6, 4.579629629629629)","(4.6, 5.6, 5.504854368932039)","(17.0, 24.0, 23.571428571428573)","(81.0, 150.0, 125.0)","(2.9, 3.25, 3.2316176470588234)","(5.5, 7.2, 7.104382470119522)"
08-01-2023 12:39:41.781277,"(101.0, 240.0, 225.45454545454544)","(21.0, 32.0, 30.944444444444443)","(11.0, 15.5, 15.355263157894736)","(4.0, 4.6, 4.554587155963302)","(4.6, 5.6, 5.4874762808349145)","(17.0, 24.0, 23.5)","(81.0, 150.0, 125.0)","(2.9, 3.25, 3.2584615384615385)","(5.5, 7.2, 7.135051546391753)"
08-01-2023 12:39:42.901805,"(101.0, 240.0, 213.33333333333334)","(21.0, 32.0, 30.944444444444443)","(11.0, 15.5, 15.484848484848484)","(4.0, 4.6, 4.579188712522045)","(4.6, 5.5, 5.649375)","(17.0, 24.0, 24.35483870967742)","(81.0, 150.0, 152.0)","(2.9, 3.3, 3.135373134328358)","(5.5, 7.2, 7.337674418604651)"
08-01-2023 12:39:44.048448,"(101.0, 250.0, 235.0)","(21.0, 32.0, 31.40625)","(11.0, 15.5, 15.485915492957746)","(4.0, 4.6, 4.583333333333333)","(4.6, 5.7, 5.683703703703704)","(17.0, 25.0, 24.4)","(81.0, 170.0, 150.0)","(2.9, 3.15, 3.111194029850746)","(5.5, 7.4, 7.333031674208145)"
08-01-2023 12:39:45.225262,"(101.0, 250.0, 242.5)","(21.0, 32.0, 31.428571428571427)","(11.0, 15.5, 15.538461538461538)","(4.0, 4.6, 4.57911877394636)","(4.6, 5.7, 5.65)","(17.0, 25.0, 24.475)","(81.0, 160.0, 152.0)","(2.9, 3.15, 3.122794117647059)","(5.5, 7.4, 7.336752136752137)"
08-01-2023 12:39:46.397078,"(101.0, 250.0, 242.5)","(21.0, 32.0, 31.544303797468356)","(11.0, 16.0, 15.538461538461538)","(4.0, 4.6, 4.57911877394636)","(4.6, 5.7, 5.78252427184466)","(17.0, 25.0, 24.38)","(81.0, 160.0, 145.0)","(2.8, 3.15, 3.1396153846153845)","(5.5, 7.4, 7.34468085106383)"
08-01-2023 12:39:47.547292,"(101.0, 250.0, 242.5)","(21.0, 32.0, 31.41860465116279)","(11.0, 14.5, 14.354166666666666)","(4.0, 4.6, 4.575976562499999)","(4.6, 5.8, 5.790384615384616)","(17.0, 25.0, 24.283333333333335)","(81.0, 150.0, 153.33333333333334)","(2.8, 3.15, 3.1329268292682926)","(5.5, 7.4, 7.377289377289378)"
08-01-2023 12:39:48.768230,"(101.0, 250.0, 246.25)","(21.0, 32.0, 31.523809523809526)","(11.0, 14.5, 14.442528735632184)","(4.2, 4.6, 4.573637961335677)","(4.8, 5.9, 5.892592592592593)","(18.0, 25.0, 24.283333333333335)","(81.0, 160.0, 153.33333333333334)","(2.8, 3.15, 3.0998035363457763)","(6.0, 7.4, 7.372661870503597)"
08-01-2023 12:39:49.978156,"(101.0, 250.0, 248.33333333333334)","(21.0, 32.0, 31.584158415841586)","(12.0, 14.5, 14.467948717948717)","(4.2, 4.6, 4.573591549295775)","(4.8, 5.9, 5.894871794871795)","(18.0, 25.0, 24.283333333333335)","(81.0, 160.0, 131.42857142857142)","(2.8, 3.1, 3.109561128526646)","(6.0, 7.4, 7.372661870503597)"
08-01-2023 12:39:51.130811,"(101.0, 250.0, 248.33333333333334)","(21.0, 32.0, 31.584158415841586)","(12.0, 14.5, 14.411764705882353)","(4.2, 4.6, 4.574999999999999)","(4.8, 5.9, 5.895705521472393)","(18.0, 25.0, 24.348484848484848)","(81.0, 160.0, 135.0)","(2.8, 3.15, 3.1176271186440676)","(6.0, 7.4, 7.378694158075602)"
08-01-2023 12:39:52.316828,"(101.0, 250.0, 248.33333333333334)","(21.0, 32.0, 31.642857142857142)","(12.0, 14.5, 14.40625)","(4.0, 4.6, 4.574826388888889)","(4.8, 5.9, 5.8975)","(19.0, 25.0, 24.410958904109588)","(91.0, 160.0, 140.0)","(2.7, 3.15, 3.1234138972809666)","(6.0, 7.4, 7.366666666666667)"
08-01-2023 12:39:53.498674,"(101.0, 270.0, 259.09090909090907)","(21.0, 32.0, 31.642857142857142)","(12.0, 14.5, 14.40625)","(4.0, 4.6, 4.574826388888889)","(4.8, 5.9, 5.8693333333333335)","(19.0, 25.0, 25.53191489361702)","(91.0, 160.0, 140.0)","(2.7, 3.15, 3.126315789473684)","(6.0, 7.4, 7.346742209631729)"
08-01-2023 12:39:54.681703,"(101.0, 270.0, 259.09090909090907)","(21.0, 32.0, 31.634146341463413)","(12.0, 14.5, 14.187192118226601)","(4.0, 4.6, 4.617037037037036)","(4.8, 5.9, 5.87948717948718)","(19.0, 26.0, 25.625)","(91.0, 160.0, 138.1818181818182)","(2.7, 3.15, 3.137458471760797)","(6.0, 7.4, 7.345977011494253)"
08-01-2023 12:39:55.880812,"(101.0, 270.0, 259.09090909090907)","(21.0, 32.0, 31.634146341463413)","(12.0, 14.5, 14.143258426966293)","(4.0, 4.7, 4.619211822660098)","(4.8, 5.9, 5.853284671532847)","(19.0, 26.0, 25.609756097560975)","(81.0, 160.0, 138.1818181818182)","(2.7, 3.15, 3.1155092592592593)","(6.0, 7.4, 7.345348837209302)"
08-01-2023 12:39:57.043341,"(101.0, 250.0, 245.83333333333334)","(21.0, 32.0, 31.530864197530864)","(12.0, 14.0, 13.904411764705882)","(4.0, 4.7, 4.589671361502347)","(4.8, 5.9, 5.865)","(19.0, 26.0, 25.613636363636363)","(81.0, 160.0, 137.5)","(2.7, 3.15, 3.1258964143426295)","(6.0, 7.4, 7.344827586206897)"
08-01-2023 12:39:58.160039,"(101.0, 250.0, 245.83333333333334)","(21.0, 32.0, 31.547619047619047)","(12.0, 14.0, 13.892857142857142)","(4.0, 4.6, 4.588056206088993)","(4.8, 5.9, 5.875621890547264)","(19.0, 26.0, 25.522727272727273)","(81.0, 160.0, 140.0)","(2.7, 3.15, 3.145180722891566)","(6.0, 7.4, 7.367224080267559)"
08-01-2023 12:39:59.270068,"(101.0, 250.0, 246.15384615384616)","(21.0, 32.0, 31.622222222222224)","(12.0, 14.0, 13.900662251655628)","(4.0, 4.6, 4.587591240875912)","(4.8, 5.9, 5.852100840336135)","(19.0, 26.0, 25.511627906976745)","(91.0, 160.0, 140.0)","(2.7, 3.15, 3.1757662835249043)","(6.0, 7.4, 7.367003367003368)"
08-01-2023 12:40:00.370931,"(101.0, 250.0, 243.75)","(21.0, 32.0, 31.726315789473684)","(12.0, 14.0, 13.900662251655628)","(4.0, 4.6, 4.557105943152455)","(4.8, 5.9, 5.852301255230126)","(19.0, 26.0, 25.43243243243243)","(91.0, 160.0, 140.0)","(2.7, 3.2, 3.152112676056338)","(6.0, 7.4, 7.369375000000001)"
08-01-2023 12:40:01.474463,"(101.0, 250.0, 243.75)","(21.0, 32.0, 31.846153846153847)","(12.0, 14.0, 13.903225806451612)","(4.0, 4.6, 4.3814960629921265)","(4.8, 5.9, 5.88099173553719)","(19.0, 26.0, 25.392857142857142)","(91.0, 160.0, 142.0)","(2.7, 3.2, 3.202233902759527)","(6.0, 7.4, 7.380068728522337)"
