,Aussie Sebastian,Go Forward Herby,Sour Cider Wilma,Just Like Aria,Sekekama
09-01-2023 17:09:59.378229,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.711764705882353)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 54.130434782608695)"
09-01-2023 17:10:00.240839,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.711764705882353)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 54.130434782608695)"
09-01-2023 17:10:01.131783,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.789655172413793)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:02.023887,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.789655172413793)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:02.853042,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.789655172413793)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:03.668128,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.789655172413793)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:04.508155,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.803030303030304)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:05.448720,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.803030303030304)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:06.360531,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.766666666666667)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:07.205989,"(2.0, 2.36, 2.2841666666666667)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:08.032382,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:08.942547,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:09.811424,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:10.669613,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:11.493768,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:12.317371,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:13.160579,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:13.941720,"(2.0, 2.36, 2.280869565217391)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:14.733382,"(2.0, 2.36, 2.2733333333333334)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:15.527452,"(2.0, 2.36, 2.2733333333333334)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:16.348754,"(2.0, 2.36, 2.3)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:17.194255,"(2.0, 2.36, 2.2800000000000002)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:18.042225,"(2.0, 2.36, 2.274193548387097)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.285714285714285)"
09-01-2023 17:10:18.929268,"(2.0, 2.36, 2.274193548387097)","(3.7, 4.9, 4.7)","(2.8, 3.3, 3.1285714285714286)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:19.765492,"(2.0, 2.36, 2.324375)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.15)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:20.583344,"(2.0, 2.36, 2.3268965517241376)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:21.458321,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:22.259424,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:23.065419,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 65.0, 49.02777777777778)"
09-01-2023 17:10:23.932441,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 65.0, 52.1875)"
09-01-2023 17:10:24.777824,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.65483870967742)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 55.0, 52.1875)"
09-01-2023 17:10:25.568436,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.677777777777778)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:26.347181,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.677777777777778)","(2.8, 3.25, 3.125)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:27.173610,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.641176470588236)","(2.8, 3.25, 3.090909090909091)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:28.037771,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.706451612903226)","(2.8, 3.25, 3.1153846153846154)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:28.934729,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.706451612903226)","(2.8, 3.25, 3.1153846153846154)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:29.844800,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.706451612903226)","(2.8, 3.25, 3.1153846153846154)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:30.708611,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.706451612903226)","(2.8, 3.25, 3.1153846153846154)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:31.669671,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.25, 3.1666666666666665)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:32.488200,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.25, 3.1666666666666665)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:33.386297,"(2.0, 2.36, 2.3325)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.25, 3.1666666666666665)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:34.189745,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.25, 3.1785714285714284)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:35.092412,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.1333333333333333)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:35.906375,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:36.696125,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:37.495985,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:38.384886,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:39.377766,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:40.235175,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:41.106645,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:41.952831,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:42.790808,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:43.630851,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:44.416740,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:45.218081,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:46.111008,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:47.010770,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:47.823998,"(2.0, 2.36, 2.33)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:48.620907,"(2.0, 2.36, 2.3252631578947365)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 49.473684210526315)"
09-01-2023 17:10:49.480746,"(2.0, 2.34, 2.3355555555555556)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.1333333333333333)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:50.387965,"(2.0, 2.34, 2.3355555555555556)","(3.7, 4.9, 4.639130434782609)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:51.311039,"(2.0, 2.34, 2.3355555555555556)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:52.150595,"(2.0, 2.34, 2.3355555555555556)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:52.970842,"(2.0, 2.34, 2.3355555555555556)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:53.776748,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:54.664727,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:55.517792,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:56.337976,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:57.161554,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:58.047610,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:58.939417,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:10:59.768939,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:11:00.617498,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:11:01.472431,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:11:02.303483,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:11:03.387760,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.618518518518519)","(2.8, 3.3, 3.15)","(26.0, 55.0, 50.8)","(26.0, 55.0, 47.5)"
09-01-2023 17:11:04.536552,"(2.0, 2.34, 2.334285714285714)","(3.7, 4.9, 4.758823529411765)","(2.8, 3.3, 3.1142857142857143)","(26.0, 55.0, 52.857142857142854)","(26.0, 55.0, 49.46153846153846)"
09-01-2023 17:11:05.396204,"(2.0, 2.32, 2.298181818181818)","(3.7, 4.9, 4.758823529411765)","(2.8, 3.15, 3.1142857142857143)","(26.0, 55.0, 52.857142857142854)","(26.0, 55.0, 49.46153846153846)"
09-01-2023 17:11:06.618866,"(2.0, 2.32, 2.298181818181818)","(3.7, 4.9, 4.758823529411765)","(2.8, 3.15, 3.1142857142857143)","(26.0, 55.0, 52.857142857142854)","(26.0, 55.0, 49.46153846153846)"
09-01-2023 17:11:07.508896,"(2.0, 2.32, 2.298181818181818)","(3.7, 4.9, 4.758823529411765)","(2.8, 3.15, 3.1142857142857143)","(26.0, 55.0, 52.857142857142854)","(26.0, 55.0, 56.5)"
09-01-2023 17:11:08.320820,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 56.5)"
09-01-2023 17:11:09.259228,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 56.5)"
09-01-2023 17:11:10.162382,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 56.5)"
09-01-2023 17:11:11.059795,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 56.5)"
09-01-2023 17:11:11.932583,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 56.5)"
09-01-2023 17:11:12.877327,"(2.0, 2.32, 2.290909090909091)","(3.7, 4.9, 4.783333333333333)","(2.8, 3.15, 3.132142857142857)","(26.0, 55.0, 52.857142857142854)","(26.0, 60.0, 55.714285714285715)"
09-01-2023 17:11:13.782514,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.841666666666667)","(2.8, 3.25, 3.2071428571428573)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 55.714285714285715)"
09-01-2023 17:11:14.762821,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2071428571428573)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 55.714285714285715)"
09-01-2023 17:11:15.776714,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2147058823529413)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:16.629224,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:17.502181,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:18.362701,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:19.156393,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:19.968961,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:20.834481,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:21.678189,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:22.555350,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:23.396333,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.23529411764706)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:24.302737,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.855555555555556)","(2.8, 3.25, 3.2342105263157896)","(26.0, 55.0, 53.888888888888886)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:25.188539,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.873333333333334)","(2.8, 3.25, 3.2323529411764707)","(26.0, 70.0, 67.5)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:26.073423,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.873333333333334)","(2.8, 3.25, 3.231818181818182)","(26.0, 80.0, 76.25)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:26.916249,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.873333333333334)","(2.8, 3.25, 3.231818181818182)","(26.0, 80.0, 75.2)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:27.727136,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.873333333333334)","(2.8, 3.25, 3.231818181818182)","(26.0, 80.0, 75.2)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:28.535565,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.880952380952381)","(2.8, 3.25, 3.231818181818182)","(26.0, 80.0, 69.70588235294117)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:29.388889,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.880952380952381)","(2.8, 3.25, 3.225)","(26.0, 80.0, 71.66666666666667)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:30.307008,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.880952380952381)","(2.8, 3.25, 3.225)","(26.0, 80.0, 71.66666666666667)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:31.126357,"(2.0, 2.3, 2.293333333333333)","(3.7, 4.9, 4.873333333333334)","(2.8, 3.25, 3.225)","(26.0, 80.0, 71.66666666666667)","(26.0, 60.0, 57.0)"
09-01-2023 17:11:31.924004,"(2.0, 2.3, 2.29)","(3.7, 4.9, 4.671428571428572)","(2.8, 3.3, 3.251923076923077)","(26.0, 80.0, 72.5)","(26.0, 60.0, 54.0)"
09-01-2023 17:11:32.753533,"(2.0, 2.3, 2.29)","(3.7, 4.9, 4.671428571428572)","(2.8, 3.3, 3.251923076923077)","(26.0, 80.0, 72.5)","(26.0, 60.0, 54.0)"
09-01-2023 17:11:33.579458,"(2.0, 2.3, 2.29)","(3.7, 4.9, 4.671428571428572)","(2.8, 3.3, 3.251923076923077)","(26.0, 80.0, 72.5)","(26.0, 60.0, 54.0)"
09-01-2023 17:11:34.422722,"(2.0, 2.3, 2.29)","(3.7, 4.9, 4.805882352941177)","(2.8, 3.3, 3.25)","(26.0, 80.0, 72.5)","(26.0, 60.0, 54.0)"
09-01-2023 17:11:35.326149,"(2.0, 2.3, 2.2970588235294116)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.180769230769231)","(26.0, 80.0, 71.0)","(26.0, 60.0, 58.125)"
09-01-2023 17:11:36.175161,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.180769230769231)","(26.0, 80.0, 71.0)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:37.009183,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.188636363636364)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:37.810652,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.188636363636364)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:38.692234,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.188636363636364)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:39.522696,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:40.334006,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:41.168552,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:41.989745,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:42.838738,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:43.769167,"(2.0, 2.3, 2.2973684210526315)","(3.7, 4.9, 4.811111111111112)","(2.8, 3.2, 3.1861111111111113)","(26.0, 80.0, 73.57142857142857)","(26.0, 60.0, 58.5)"
09-01-2023 17:11:44.661567,"(2.0, 2.3, 2.2466666666666666)","(3.9, 4.9, 4.855555555555556)","(2.6, 3.15, 3.14375)","(31.0, 80.0, 73.57142857142857)","(31.0, 60.0, 58.84615384615385)"
09-01-2023 17:11:45.462475,"(2.0, 2.3, 2.272093023255814)","(3.9, 5.1, 4.878947368421052)","(2.6, 3.15, 3.14375)","(31.0, 80.0, 73.57142857142857)","(31.0, 65.0, 59.54545454545455)"
09-01-2023 17:11:46.315489,"(2.0, 2.3, 2.269230769230769)","(3.9, 5.1, 4.878947368421052)","(2.6, 3.15, 3.14375)","(31.0, 80.0, 73.57142857142857)","(31.0, 65.0, 59.54545454545455)"
