,Sugar Time,Diamond Harmony,Homebush Harper,Young Romeo,Simon The Pieman,Alhambra,Rosehip,Verdun Bale
08-12-2022 14:54:18.272907,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:19.412307,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:20.673113,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.280000000000001)"
08-12-2022 14:54:21.930229,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.280000000000001)"
08-12-2022 14:54:23.193128,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:24.356476,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:25.549348,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 13.227272727272727)"
08-12-2022 14:54:26.816553,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:28.050750,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 13.129999999999999)"
08-12-2022 14:54:29.329867,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.280000000000001)"
08-12-2022 14:54:30.673671,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:31.944070,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:33.084050,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:34.139287,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.280000000000001)"
08-12-2022 14:54:35.299356,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.280000000000001)"
08-12-2022 14:54:36.619967,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:37.930165,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 12.583333333333334)"
08-12-2022 14:54:39.176087,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 13.129999999999999)"
08-12-2022 14:54:40.321713,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 14.0, 11.879999999999999)"
08-12-2022 14:54:41.461068,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 12.166666666666666)"
08-12-2022 14:54:42.597962,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 12.772727272727273)"
08-12-2022 14:54:43.805064,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 12.772727272727273)"
08-12-2022 14:54:45.140471,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 12.934482758620689)"
08-12-2022 14:54:46.457501,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 12.183333333333334)"
08-12-2022 14:54:47.669431,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 13.5, 10.907692307692308)"
08-12-2022 14:54:48.814109,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:54:49.878985,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:54:51.056675,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:54:52.323518,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:54:53.529744,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:54:54.640703,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:54:55.824588,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:54:56.897440,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:54:57.941213,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:54:59.161383,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:55:00.290997,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:55:01.438608,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:55:02.466354,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:55:03.515004,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.72)","(10.0, 25.0, 24.266666666666666)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.861538461538462)"
08-12-2022 14:55:04.684913,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 23.6)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.59090909090909)"
08-12-2022 14:55:05.989672,"(3.4, 5.1, 4.157142857142857)","(7.0, 16.5, 14.075)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 25.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.59090909090909)"
08-12-2022 14:55:07.277593,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.59090909090909)"
08-12-2022 14:55:08.568719,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 177.5)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.59090909090909)"
08-12-2022 14:55:09.805018,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 258.3333333333333)","(12.0, 26.0, 22.72)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.907692307692308)"
08-12-2022 14:55:10.955220,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 258.3333333333333)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.907692307692308)"
08-12-2022 14:55:12.070694,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 258.3333333333333)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.471428571428572)"
08-12-2022 14:55:13.153379,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3525)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:14.374406,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:15.620036,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:16.760385,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:17.823553,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:18.985819,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 24.866666666666667)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:20.157401,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:21.365968,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:22.581151,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:23.780420,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.366666666666667)"
08-12-2022 14:55:24.896970,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:25.897138,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.58)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:27.198916,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.626086956521739)"
08-12-2022 14:55:28.446139,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.626086956521739)"
08-12-2022 14:55:29.735585,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.953846153846154)"
08-12-2022 14:55:31.200042,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:32.553856,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:33.929654,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:35.318705,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:36.642403,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:37.924107,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:39.292809,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:40.731870,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:42.115503,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:43.475563,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:44.729948,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:46.124485,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:47.437398,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(12.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:48.814441,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:50.177596,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:55:51.491608,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.976923076923077)"
08-12-2022 14:55:52.812984,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 23.314285714285717)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.63913043478261)"
08-12-2022 14:55:54.136507,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 23.314285714285717)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.55)"
08-12-2022 14:55:55.373324,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.55)"
08-12-2022 14:55:56.662004,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.55)"
08-12-2022 14:55:57.944861,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.046153846153846)"
08-12-2022 14:55:59.202166,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.046153846153846)"
08-12-2022 14:56:00.444529,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.690909090909088)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.046153846153846)"
08-12-2022 14:56:01.639740,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:56:02.851313,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 11.542857142857144)"
08-12-2022 14:56:04.090198,"(3.4, 5.0, 4.07)","(7.0, 16.0, 13.7)","(71.0, 300.0, 180.0)","(11.0, 26.0, 22.68)","(10.0, 24.0, 22.672727272727272)","(2.45, 4.0, 3.3741176470588234)","(7.5, 15.0, 12.95)","(6.0, 12.5, 10.976923076923077)"
