,Karinya Trombone,Seabrook Baker,Kid Freeze,Demonicas Beach,Radley Erskin,Exalted Fire,Loves To Talk
08-12-2022 14:40:56.633615,"(3.2, 4.5, 4.35)","(91.0, 380.0, 290.0)","(3.4, 4.7, 4.675)","(10.0, 12.0, 11.508196721311476)","(3.0, 3.45, 3.447777777777778)","(13.0, 22.0, 21.379310344827587)","(7.0, 8.6, 8.457142857142857)"
08-12-2022 14:40:57.758549,"(3.2, 4.3, 4.235294117647059)","(91.0, 380.0, 275.0)","(3.4, 4.8, 4.7953488372093025)","(10.0, 12.0, 11.508196721311476)","(3.0, 3.45, 3.475)","(13.0, 22.0, 21.4)","(7.0, 8.6, 8.423529411764706)"
08-12-2022 14:40:58.925730,"(3.2, 4.3, 4.235294117647059)","(91.0, 380.0, 275.0)","(3.4, 4.8, 4.7823529411764705)","(10.0, 12.0, 11.43661971830986)","(3.0, 3.5, 3.475)","(13.0, 22.0, 21.632653061224488)","(7.0, 8.6, 8.423529411764706)"
08-12-2022 14:41:00.021541,"(3.2, 4.3, 4.235294117647059)","(91.0, 380.0, 275.0)","(3.4, 4.8, 4.79375)","(10.0, 12.0, 11.430555555555555)","(3.0, 3.5, 3.4652173913043476)","(13.0, 22.0, 21.632653061224488)","(7.0, 8.6, 8.457142857142857)"
08-12-2022 14:41:01.103931,"(3.2, 4.3, 4.208333333333334)","(91.0, 380.0, 275.0)","(3.4, 4.7, 4.68)","(10.0, 12.0, 11.455882352941176)","(3.0, 3.5, 3.46)","(13.0, 22.0, 21.694915254237287)","(7.0, 8.6, 9.3)"
08-12-2022 14:41:02.240405,"(3.2, 4.3, 4.208333333333334)","(91.0, 380.0, 231.25)","(3.4, 4.7, 4.68)","(10.0, 12.0, 11.455882352941176)","(3.0, 3.5, 3.4681818181818183)","(13.0, 22.0, 21.8)","(7.0, 10.0, 9.671428571428573)"
08-12-2022 14:41:03.326163,"(3.2, 4.3, 4.2153846153846155)","(91.0, 380.0, 231.25)","(3.4, 4.6, 4.525)","(10.0, 12.0, 11.455882352941176)","(3.0, 3.5, 3.4833333333333334)","(13.0, 22.0, 21.770491803278688)","(7.0, 9.8, 9.114285714285714)"
08-12-2022 14:41:04.418172,"(3.2, 4.3, 4.207692307692308)","(91.0, 380.0, 266.6666666666667)","(3.4, 4.6, 4.525)","(10.0, 12.0, 11.455882352941176)","(3.0, 3.5, 3.4842105263157896)","(13.0, 22.0, 21.894736842105264)","(7.0, 9.2, 9.114285714285714)"
08-12-2022 14:41:05.531610,"(3.2, 4.3, 4.23125)","(91.0, 380.0, 266.6666666666667)","(3.4, 4.6, 4.483333333333333)","(10.0, 12.0, 11.455882352941176)","(3.0, 3.5, 3.4842105263157896)","(13.0, 22.0, 21.894736842105264)","(7.0, 9.2, 9.414285714285715)"
08-12-2022 14:41:06.675652,"(3.2, 4.3, 4.23125)","(91.0, 380.0, 266.6666666666667)","(3.4, 4.6, 4.574999999999999)","(10.0, 12.0, 11.352272727272727)","(3.0, 3.5, 3.4890909090909092)","(13.0, 22.0, 21.894736842105264)","(7.0, 9.8, 9.685714285714287)"
08-12-2022 14:41:07.851932,"(3.2, 4.3, 4.23125)","(91.0, 380.0, 266.6666666666667)","(3.4, 4.6, 4.574999999999999)","(10.0, 12.0, 11.316326530612244)","(3.0, 3.5, 3.492405063291139)","(13.0, 22.0, 21.894736842105264)","(7.0, 9.8, 9.036363636363637)"
08-12-2022 14:41:08.997646,"(3.2, 4.3, 4.229411764705882)","(91.0, 380.0, 266.6666666666667)","(3.4, 4.6, 4.574999999999999)","(10.0, 12.0, 11.316326530612244)","(3.0, 3.5, 3.493939393939394)","(13.0, 22.0, 21.930232558139537)","(7.0, 9.8, 8.75)"
08-12-2022 14:41:10.115706,"(3.3, 4.3, 4.207692307692308)","(101.0, 380.0, 266.6666666666667)","(3.5, 4.6, 4.574999999999999)","(10.0, 12.0, 11.316326530612244)","(2.9, 3.5, 3.496875)","(14.0, 22.0, 21.930232558139537)","(7.0, 9.8, 8.830769230769231)"
08-12-2022 14:41:11.069199,"(3.3, 4.3, 4.185714285714285)","(101.0, 380.0, 266.6666666666667)","(3.5, 4.6, 4.574999999999999)","(10.0, 12.0, 11.316326530612244)","(2.9, 3.5, 3.496875)","(14.0, 22.0, 23.93181818181818)","(7.0, 9.8, 8.830769230769231)"
08-12-2022 14:41:12.150295,"(3.3, 4.3, 4.185714285714285)","(101.0, 380.0, 266.6666666666667)","(3.5, 4.6, 4.574999999999999)","(10.0, 12.0, 11.484375)","(2.9, 3.5, 3.448924731182796)","(14.0, 24.0, 23.93877551020408)","(7.0, 9.8, 8.540000000000001)"
08-12-2022 14:41:13.328320,"(3.3, 4.3, 4.229411764705882)","(101.0, 380.0, 266.6666666666667)","(3.5, 4.6, 4.574999999999999)","(10.0, 11.5, 11.484375)","(2.9, 3.45, 3.497029702970297)","(14.0, 24.0, 23.71698113207547)","(7.0, 9.8, 8.866666666666667)"
08-12-2022 14:41:14.488053,"(3.3, 4.1, 4.025)","(101.0, 380.0, 266.6666666666667)","(3.5, 4.6, 4.516666666666667)","(10.0, 11.5, 11.303921568627452)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.93877551020408)","(7.0, 9.8, 9.290909090909091)"
08-12-2022 14:41:15.624321,"(3.3, 4.0, 3.945)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.556521739130435)","(10.0, 11.5, 11.254098360655737)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.949152542372882)","(7.0, 9.8, 9.0)"
08-12-2022 14:41:16.808988,"(3.3, 4.0, 3.945)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.6000000000000005)","(10.0, 11.5, 11.254098360655737)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.949152542372882)","(7.0, 9.8, 9.266666666666667)"
08-12-2022 14:41:18.024464,"(3.3, 4.0, 3.945)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.633333333333334)","(10.0, 11.5, 11.21830985915493)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.949152542372882)","(7.0, 9.8, 9.2)"
08-12-2022 14:41:19.231179,"(3.3, 4.0, 3.95625)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.633333333333334)","(10.0, 11.5, 11.17032967032967)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.956521739130434)","(7.0, 9.8, 9.2)"
08-12-2022 14:41:20.427758,"(3.3, 4.0, 3.9428571428571426)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.633333333333334)","(10.0, 11.5, 11.17032967032967)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.955882352941178)","(7.0, 9.8, 8.8)"
08-12-2022 14:41:21.640601,"(3.3, 4.0, 3.9428571428571426)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.6454545454545455)","(10.0, 11.5, 11.17032967032967)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.833333333333332)","(7.0, 9.8, 9.333333333333332)"
08-12-2022 14:41:22.807673,"(3.3, 4.1, 4.0)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.6454545454545455)","(10.0, 11.5, 11.18235294117647)","(2.9, 3.5, 3.497029702970297)","(14.0, 24.0, 23.8)","(7.0, 9.6, 9.0)"
08-12-2022 14:41:23.930454,"(3.3, 4.1, 4.0)","(101.0, 300.0, 255.0)","(3.5, 4.7, 4.521768707482993)","(10.0, 11.5, 11.18235294117647)","(2.9, 3.5, 3.5430232558139534)","(14.0, 25.0, 23.941176470588236)","(7.0, 9.2, 9.033333333333333)"
08-12-2022 14:41:25.018844,"(3.3, 4.1, 3.9903846153846154)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.485714285714286)","(10.0, 11.5, 11.186046511627907)","(2.9, 3.55, 3.543010752688172)","(14.0, 25.0, 23.90909090909091)","(7.0, 9.2, 9.0)"
08-12-2022 14:41:26.220334,"(3.3, 4.1, 3.9903846153846154)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.42)","(10.0, 11.5, 11.186046511627907)","(2.9, 3.6, 3.543010752688172)","(14.0, 25.0, 24.333333333333332)","(7.0, 9.2, 9.0)"
08-12-2022 14:41:27.395389,"(3.3, 4.1, 3.9642857142857144)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.42)","(10.0, 11.5, 11.186046511627907)","(2.9, 3.6, 3.55)","(14.0, 25.0, 24.4375)","(7.0, 9.2, 8.72)"
08-12-2022 14:41:28.553416,"(3.3, 4.1, 3.960344827586207)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.3999999999999995)","(10.0, 11.5, 11.206521739130435)","(2.9, 3.6, 3.55)","(15.0, 25.0, 24.4375)","(7.0, 8.8, 8.725000000000001)"
08-12-2022 14:41:29.689782,"(3.3, 4.1, 3.98)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.3999999999999995)","(10.0, 11.5, 11.206521739130435)","(2.9, 3.6, 3.5541284403669726)","(15.0, 25.0, 24.4375)","(7.0, 8.8, 8.733333333333333)"
08-12-2022 14:41:30.920772,"(3.3, 4.1, 4.004)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.3999999999999995)","(10.0, 11.5, 11.206521739130435)","(2.9, 3.6, 3.5541284403669726)","(15.0, 25.0, 24.4375)","(7.0, 9.0, 8.733333333333333)"
08-12-2022 14:41:32.163982,"(3.3, 4.1, 4.004)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.3999999999999995)","(10.0, 11.5, 11.203296703296703)","(2.9, 3.6, 3.5556521739130433)","(15.0, 25.0, 23.727272727272727)","(7.0, 9.0, 8.745454545454546)"
08-12-2022 14:41:33.381449,"(3.3, 4.1, 4.004)","(101.0, 300.0, 255.0)","(3.5, 4.6, 4.424137931034482)","(10.0, 11.5, 11.212962962962964)","(2.9, 3.6, 3.558555133079848)","(15.0, 25.0, 23.78048780487805)","(7.0, 8.8, 8.745454545454546)"
08-12-2022 14:41:34.658304,"(3.3, 4.1, 4.002777777777778)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.42)","(10.0, 11.5, 11.212962962962964)","(2.9, 3.6, 3.630714285714286)","(15.0, 25.0, 23.466666666666665)","(7.0, 8.8, 8.745454545454546)"
08-12-2022 14:41:35.867386,"(3.3, 4.1, 3.9888888888888885)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.225663716814159)","(2.9, 3.65, 3.634920634920635)","(15.0, 25.0, 23.606060606060606)","(7.0, 8.8, 8.6)"
08-12-2022 14:41:37.101835,"(3.3, 4.1, 3.98235294117647)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.225663716814159)","(2.9, 3.65, 3.641025641025641)","(15.0, 25.0, 24.5)","(7.0, 8.8, 8.714285714285715)"
08-12-2022 14:41:38.277100,"(3.3, 4.1, 3.98235294117647)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.225663716814159)","(2.9, 3.65, 3.641025641025641)","(15.0, 25.0, 27.25)","(7.0, 8.8, 8.714285714285715)"
08-12-2022 14:41:39.453490,"(3.3, 4.0, 3.95)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6426315789473684)","(15.0, 28.0, 26.5)","(7.0, 8.8, 8.714285714285715)"
08-12-2022 14:41:40.672290,"(3.3, 4.0, 3.95)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.643333333333333)","(15.0, 27.0, 26.666666666666668)","(7.0, 8.8, 8.588235294117647)"
08-12-2022 14:41:41.857725,"(3.3, 4.0, 3.95)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.643333333333333)","(15.0, 27.0, 26.666666666666668)","(7.0, 8.8, 8.645161290322582)"
08-12-2022 14:41:42.951531,"(3.3, 4.0, 3.953191489361702)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.7, 3.6334558823529415)","(15.0, 27.0, 25.846153846153847)","(7.0, 8.8, 8.562962962962963)"
08-12-2022 14:41:44.142353,"(3.3, 4.0, 3.953191489361702)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.7, 3.6364912280701756)","(15.0, 26.0, 25.77777777777778)","(7.0, 8.8, 8.622222222222222)"
08-12-2022 14:41:45.323698,"(3.3, 4.0, 3.953191489361702)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.7, 3.6346570397111915)","(15.0, 26.0, 26.666666666666668)","(7.0, 8.8, 8.622222222222222)"
08-12-2022 14:41:46.557027,"(3.3, 4.0, 3.966153846153846)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.417948717948718)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.7, 3.634020618556701)","(15.0, 27.0, 26.7)","(7.0, 8.8, 8.557142857142857)"
08-12-2022 14:41:47.723338,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.417948717948718)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.634020618556701)","(15.0, 27.0, 26.666666666666668)","(7.0, 8.6, 8.622222222222222)"
08-12-2022 14:41:48.835718,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.417948717948718)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6323863636363636)","(15.0, 27.0, 26.666666666666668)","(7.0, 8.8, 8.622222222222222)"
08-12-2022 14:41:50.120250,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6375)","(15.0, 27.0, 26.666666666666668)","(7.0, 8.8, 8.628571428571428)"
08-12-2022 14:41:51.353601,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.4314285714285715)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6375)","(15.0, 27.0, 26.833333333333332)","(7.0, 8.8, 8.628571428571428)"
08-12-2022 14:41:52.660690,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.406976744186046)","(10.0, 11.5, 11.199029126213592)","(2.9, 3.65, 3.6375)","(15.0, 27.0, 26.869565217391305)","(7.0, 8.8, 8.666666666666666)"
08-12-2022 14:41:53.904199,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.412820512820513)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6375)","(15.0, 27.0, 25.5)","(7.0, 8.8, 8.666666666666666)"
08-12-2022 14:41:55.113968,"(3.3, 4.1, 4.019444444444444)","(101.0, 300.0, 255.0)","(3.5, 4.5, 4.415)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.638495575221239)","(15.0, 27.0, 23.79591836734694)","(7.0, 8.8, 8.7)"
08-12-2022 14:41:56.366228,"(3.3, 4.1, 4.030952380952381)","(101.0, 300.0, 277.5)","(3.5, 4.5, 4.415)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.638495575221239)","(15.0, 24.0, 23.914893617021278)","(7.0, 8.8, 8.7)"
08-12-2022 14:41:57.806570,"(3.3, 4.1, 4.034090909090909)","(101.0, 300.0, 282.0)","(3.5, 4.5, 4.33939393939394)","(10.0, 11.5, 11.210280373831775)","(2.9, 3.65, 3.6336996336996337)","(15.0, 24.0, 23.333333333333332)","(7.0, 8.8, 8.7)"
08-12-2022 14:41:59.173640,"(3.3, 4.1, 4.034090909090909)","(101.0, 300.0, 277.5)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.204761904761904)","(2.9, 3.7, 3.6336996336996337)","(15.0, 24.0, 23.285714285714285)","(7.0, 8.8, 8.7)"
08-12-2022 14:42:00.433210,"(3.3, 4.1, 4.03695652173913)","(101.0, 300.0, 270.0)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.204761904761904)","(2.9, 3.7, 3.6336996336996337)","(15.0, 25.0, 23.285714285714285)","(7.0, 8.8, 8.7)"
08-12-2022 14:42:01.678487,"(3.3, 4.1, 4.029268292682927)","(101.0, 300.0, 282.0)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.204761904761904)","(2.9, 3.7, 3.6336996336996337)","(15.0, 25.0, 23.2)","(7.0, 8.8, 8.7)"
08-12-2022 14:42:02.925806,"(3.3, 4.1, 4.029268292682927)","(101.0, 300.0, 240.0)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.204761904761904)","(2.9, 3.7, 3.6336996336996337)","(15.0, 24.0, 23.2)","(7.0, 8.8, 8.7)"
08-12-2022 14:42:04.134004,"(3.3, 4.1, 4.036363636363636)","(101.0, 250.0, 240.0)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.204761904761904)","(2.9, 3.7, 3.6336996336996337)","(15.0, 24.0, 23.2)","(7.0, 8.8, 8.7)"
08-12-2022 14:42:05.375012,"(3.3, 4.1, 4.044736842105263)","(101.0, 250.0, 242.0)","(3.5, 4.4, 4.364285714285715)","(10.0, 11.5, 11.095238095238095)","(2.9, 3.7, 3.6336996336996337)","(15.0, 24.0, 23.333333333333332)","(7.0, 8.8, 8.784615384615385)"
08-12-2022 14:42:06.661189,"(3.3, 4.1, 4.044736842105263)","(101.0, 250.0, 242.0)","(3.5, 4.4, 4.392857142857143)","(10.0, 11.5, 11.160714285714286)","(2.9, 3.7, 3.634181818181818)","(15.0, 24.0, 23.5)","(7.0, 8.8, 9.18)"
08-12-2022 14:42:07.924999,"(3.3, 3.9, 3.8725)","(101.0, 250.0, 242.0)","(3.5, 4.4, 4.3933333333333335)","(10.0, 11.5, 11.160714285714286)","(2.9, 3.7, 3.6336996336996337)","(15.0, 24.0, 23.142857142857142)","(7.0, 9.2, 9.0144578313253)"
08-12-2022 14:42:09.153872,"(3.3, 3.9, 3.854368932038835)","(101.0, 250.0, 242.0)","(3.5, 4.5, 4.427272727272727)","(10.0, 11.5, 11.140625)","(2.9, 3.7, 3.6336996336996337)","(15.0, 25.0, 23.142857142857142)","(7.0, 9.6, 9.174999999999999)"
08-12-2022 14:42:10.425210,"(3.3, 3.9, 3.854368932038835)","(101.0, 250.0, 242.0)","(3.5, 4.5, 4.4135135135135135)","(10.0, 11.5, 11.140625)","(2.9, 3.7, 3.6336996336996337)","(15.0, 25.0, 23.142857142857142)","(7.0, 9.2, 9.116666666666667)"
08-12-2022 14:42:11.702237,"(3.3, 3.9, 3.8592233009708736)","(101.0, 250.0, 230.0)","(3.5, 4.5, 4.427272727272727)","(10.0, 11.5, 11.140625)","(2.9, 3.7, 3.6336996336996337)","(15.0, 25.0, 23.333333333333332)","(7.0, 9.2, 9.133333333333333)"
08-12-2022 14:42:13.022748,"(3.3, 3.9, 3.8537313432835822)","(101.0, 250.0, 242.0)","(3.5, 4.5, 4.5)","(10.0, 11.5, 11.140625)","(2.9, 3.7, 3.5907692307692307)","(15.0, 24.0, 24.166666666666668)","(7.0, 9.4, 9.08)"
08-12-2022 14:42:14.203217,"(3.2, 3.95, 3.92)","(101.0, 250.0, 242.0)","(3.5, 4.6, 4.517647058823529)","(10.0, 11.5, 11.146153846153846)","(2.9, 3.6, 3.4848214285714287)","(15.0, 25.0, 24.142857142857142)","(7.0, 9.4, 9.133333333333333)"
08-12-2022 14:42:15.366108,"(3.2, 4.0, 3.927906976744186)","(101.0, 250.0, 240.0)","(3.5, 4.6, 4.517647058823529)","(10.0, 11.5, 11.146153846153846)","(2.9, 3.5, 3.4991228070175437)","(15.0, 25.0, 24.1)","(7.0, 9.2, 9.247619047619049)"
08-12-2022 14:42:16.531538,"(3.2, 4.0, 3.9339622641509435)","(101.0, 250.0, 240.0)","(3.5, 4.6, 4.517647058823529)","(10.0, 11.5, 11.146153846153846)","(2.9, 3.55, 3.4991228070175437)","(15.0, 25.0, 24.1)","(7.0, 9.4, 9.305882352941177)"
08-12-2022 14:42:17.763504,"(3.2, 4.0, 3.9352941176470586)","(101.0, 250.0, 240.0)","(3.6, 4.6, 4.517647058823529)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4895833333333335)","(16.0, 25.0, 24.142857142857142)","(7.5, 9.4, 9.305882352941177)"
08-12-2022 14:42:18.961483,"(3.2, 4.0, 3.9352941176470586)","(101.0, 250.0, 240.0)","(3.6, 4.6, 4.522448979591837)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4895833333333335)","(16.0, 25.0, 24.142857142857142)","(7.5, 9.4, 9.247619047619049)"
08-12-2022 14:42:20.114544,"(3.2, 4.0, 3.9352941176470586)","(101.0, 350.0, 280.0)","(3.6, 4.6, 4.522448979591837)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4895833333333335)","(16.0, 25.0, 24.1)","(7.5, 9.4, 9.305882352941177)"
08-12-2022 14:42:21.158109,"(3.2, 4.0, 3.9535211267605637)","(101.0, 350.0, 257.14285714285717)","(3.6, 4.6, 4.522448979591837)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4895833333333335)","(16.0, 25.0, 24.1)","(7.5, 9.4, 9.305882352941177)"
08-12-2022 14:42:22.315962,"(3.2, 4.0, 3.9375)","(101.0, 350.0, 306.6666666666667)","(3.6, 4.6, 4.522448979591837)","(9.0, 11.5, 11.17605633802817)","(3.0, 3.55, 3.4895833333333335)","(16.0, 25.0, 24.1)","(7.5, 9.4, 9.338461538461539)"
08-12-2022 14:42:23.572325,"(3.2, 4.0, 4.009090909090909)","(101.0, 350.0, 326.3636363636364)","(3.6, 4.6, 4.505)","(9.0, 11.5, 11.17605633802817)","(3.0, 3.55, 3.5695652173913044)","(16.0, 25.0, 24.357142857142858)","(7.5, 9.4, 9.23157894736842)"
08-12-2022 14:42:24.790989,"(3.2, 4.1, 4.019642857142857)","(101.0, 350.0, 280.6666666666667)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.6, 3.49375)","(16.0, 25.0, 24.1)","(7.5, 9.4, 8.883870967741935)"
08-12-2022 14:42:26.005963,"(3.2, 4.1, 4.022857142857143)","(101.0, 350.0, 276.6666666666667)","(3.6, 4.6, 4.515555555555555)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.49375)","(16.0, 25.0, 24.1)","(7.5, 9.0, 8.863157894736842)"
08-12-2022 14:42:27.253620,"(3.2, 4.1, 4.025806451612903)","(101.0, 350.0, 287.1428571428571)","(3.6, 4.6, 4.515555555555555)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4988372093023257)","(16.0, 25.0, 24.1)","(7.5, 9.0, 8.820689655172414)"
08-12-2022 14:42:28.503219,"(3.2, 4.1, 4.025806451612903)","(101.0, 350.0, 287.1428571428571)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.5)","(16.0, 25.0, 24.1)","(7.5, 9.0, 8.837037037037037)"
08-12-2022 14:42:29.787608,"(3.2, 4.1, 4.025806451612903)","(101.0, 350.0, 290.7692307692308)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.503846153846154)","(16.0, 25.0, 24.357142857142858)","(7.5, 9.0, 8.788235294117648)"
08-12-2022 14:42:30.991154,"(3.2, 4.1, 4.04)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.503846153846154)","(16.0, 25.0, 24.357142857142858)","(7.5, 8.8, 8.788235294117648)"
08-12-2022 14:42:32.169305,"(3.2, 4.1, 4.038235294117647)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4977272727272726)","(16.0, 25.0, 24.357142857142858)","(7.5, 8.8, 8.788235294117648)"
08-12-2022 14:42:33.328252,"(3.2, 4.1, 4.046153846153846)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4977272727272726)","(16.0, 25.0, 24.1)","(7.5, 8.8, 8.788235294117648)"
08-12-2022 14:42:34.466032,"(3.2, 4.1, 4.052272727272727)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.49375)","(16.0, 25.0, 24.1)","(7.5, 8.8, 8.820689655172414)"
08-12-2022 14:42:35.508854,"(3.2, 4.1, 4.046153846153846)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.49375)","(16.0, 25.0, 24.1)","(7.5, 9.0, 8.820689655172414)"
08-12-2022 14:42:36.611564,"(3.2, 4.1, 4.046153846153846)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.49375)","(16.0, 25.0, 24.310344827586206)","(7.5, 9.0, 8.837037037037037)"
08-12-2022 14:42:37.762443,"(3.2, 4.1, 4.046153846153846)","(101.0, 350.0, 290.7692307692308)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4977272727272726)","(16.0, 25.0, 24.1)","(7.5, 9.0, 8.788235294117648)"
08-12-2022 14:42:38.931623,"(3.2, 4.1, 4.052272727272727)","(101.0, 350.0, 300.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.4977272727272726)","(16.0, 25.0, 24.310344827586206)","(7.5, 8.8, 8.788235294117648)"
08-12-2022 14:42:40.034524,"(3.2, 4.1, 4.052272727272727)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.504)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.49375)","(16.0, 25.0, 24.310344827586206)","(7.5, 8.8, 8.788235294117648)"
08-12-2022 14:42:41.111538,"(3.2, 4.1, 4.052272727272727)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.509803921568627)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.464444444444444)","(16.0, 25.0, 24.357142857142858)","(7.5, 8.8, 9.12)"
08-12-2022 14:42:42.204110,"(3.2, 4.1, 4.046)","(101.0, 350.0, 295.0)","(3.6, 4.6, 4.519148936170213)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.5, 3.5389473684210526)","(16.0, 25.0, 24.357142857142858)","(7.0, 9.2, 9.126315789473685)"
08-12-2022 14:42:43.388326,"(3.2, 4.1, 4.04)","(101.0, 350.0, 291.3333333333333)","(3.6, 4.6, 4.515555555555555)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.538144329896907)","(16.0, 25.0, 24.454545454545453)","(7.0, 9.4, 9.149999999999999)"
08-12-2022 14:42:44.940350,"(3.2, 4.1, 4.030232558139534)","(101.0, 350.0, 270.0)","(3.6, 4.6, 4.515555555555555)","(9.0, 11.5, 11.146153846153846)","(3.0, 3.55, 3.5391509433962263)","(16.0, 25.0, 24.357142857142858)","(7.0, 9.2, 9.149999999999999)"
