,Champagne Reactor,Feel The Thrill,Rafferty Delights,Keayang Sponge Bob,Borderline,Writeaboutchelsea,Aunty Frances,Torque Writer,Fly Cheval
08-12-2022 15:47:43.697889,"(8.0, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.7)","(2.6, 2.98, 2.9219354838709677)","(13.0, 17.0, 15.655172413793103)","(81.0, 130.0, 107.5)","(21.0, 38.0, 31.571428571428573)","(91.0, 170.0, 167.91666666666669)","(5.5, 9.0, 7.786666666666666)"
08-12-2022 15:47:45.010573,"(8.0, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.8675)","(13.0, 17.0, 15.655172413793103)","(81.0, 130.0, 122.0)","(21.0, 38.0, 31.571428571428573)","(91.0, 170.0, 167.91666666666669)","(5.5, 9.0, 8.533333333333333)"
08-12-2022 15:47:46.327392,"(8.0, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.896)","(13.0, 17.0, 15.655172413793103)","(81.0, 130.0, 122.0)","(21.0, 38.0, 32.0)","(91.0, 170.0, 166.42857142857144)","(5.5, 9.0, 7.966666666666667)"
08-12-2022 15:47:47.610620,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.9305882352941177)","(13.0, 17.0, 15.655172413793103)","(81.0, 130.0, 122.0)","(21.0, 38.0, 32.0)","(91.0, 170.0, 157.5)","(5.5, 8.8, 7.696)"
08-12-2022 15:47:48.892854,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.9305882352941177)","(13.0, 17.0, 17.75)","(81.0, 130.0, 107.5)","(21.0, 38.0, 31.25)","(91.0, 170.0, 135.0)","(5.5, 8.8, 7.696)"
08-12-2022 15:47:50.215837,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.408333333333333)","(2.6, 2.98, 2.896)","(13.0, 18.5, 17.75)","(81.0, 130.0, 107.5)","(21.0, 38.0, 32.0)","(91.0, 170.0, 184.0)","(5.5, 8.8, 7.76)"
08-12-2022 15:47:51.509517,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.60625)","(2.6, 2.98, 2.9063157894736844)","(13.0, 18.5, 17.0)","(81.0, 130.0, 107.5)","(21.0, 38.0, 32.0)","(91.0, 190.0, 184.0)","(5.5, 8.8, 7.76)"
08-12-2022 15:47:52.883593,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.7)","(2.6, 2.98, 2.887142857142857)","(13.0, 22.0, 17.857142857142858)","(81.0, 130.0, 122.0)","(21.0, 38.0, 32.0)","(91.0, 190.0, 161.66666666666669)","(5.5, 8.8, 8.08)"
08-12-2022 15:47:54.233198,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.800689655172414)","(13.0, 21.0, 18.875)","(81.0, 130.0, 122.5)","(21.0, 38.0, 32.0)","(91.0, 170.0, 158.0)","(5.5, 8.8, 7.766666666666667)"
08-12-2022 15:47:55.641251,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.833333333333333)","(4.8, 7.2, 6.075)","(2.6, 2.98, 2.7618181818181817)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 122.5)","(21.0, 38.0, 32.0)","(91.0, 170.0, 158.0)","(5.5, 8.6, 7.733333333333333)"
08-12-2022 15:47:56.985039,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.866666666666667)","(4.8, 7.2, 6.633333333333333)","(2.6, 2.98, 2.670909090909091)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 126.36363636363636)","(21.0, 38.0, 32.0)","(91.0, 170.0, 158.0)","(5.5, 8.6, 7.733333333333333)"
08-12-2022 15:47:58.449500,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.550000000000001)","(4.8, 7.2, 6.633333333333333)","(2.6, 2.98, 2.6890909090909094)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 126.36363636363636)","(21.0, 38.0, 32.0)","(91.0, 170.0, 140.0)","(5.5, 8.6, 8.0)"
08-12-2022 15:47:59.778840,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.550000000000001)","(4.8, 7.2, 5.366666666666667)","(2.6, 2.98, 2.6890909090909094)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 123.0)","(21.0, 38.0, 32.0)","(91.0, 160.0, 148.0)","(5.5, 8.6, 8.0)"
08-12-2022 15:48:01.071161,"(7.5, 10.5, 9.428571428571429)","(4.2, 7.0, 6.550000000000001)","(4.8, 7.2, 5.6)","(2.6, 2.98, 2.73)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 123.0)","(21.0, 38.0, 31.25)","(91.0, 160.0, 132.0)","(5.5, 8.6, 8.0)"
08-12-2022 15:48:02.377010,"(7.5, 10.5, 10.263157894736842)","(4.2, 7.0, 6.909090909090909)","(4.8, 6.8, 6.4125)","(2.6, 2.98, 2.7600000000000002)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 127.27272727272727)","(21.0, 38.0, 31.25)","(91.0, 140.0, 135.0)","(5.5, 8.6, 8.0)"
08-12-2022 15:48:03.711868,"(7.5, 10.5, 10.0125)","(4.2, 7.2, 6.488888888888889)","(4.8, 6.6, 6.166666666666666)","(2.6, 2.94, 2.832)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 127.27272727272727)","(21.0, 38.0, 32.0)","(91.0, 140.0, 135.0)","(5.5, 8.6, 8.266666666666666)"
08-12-2022 15:48:05.005859,"(7.5, 10.5, 10.0125)","(4.2, 7.2, 6.488888888888889)","(4.8, 6.6, 6.166666666666666)","(2.6, 2.94, 2.8499999999999996)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 125.0)","(21.0, 38.0, 31.076923076923077)","(91.0, 140.0, 128.57142857142858)","(5.5, 8.6, 8.12)"
08-12-2022 15:48:06.404185,"(7.5, 10.5, 10.0125)","(4.2, 7.2, 6.5600000000000005)","(4.8, 6.8, 6.033333333333333)","(2.6, 2.88, 2.8499999999999996)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 125.0)","(21.0, 38.0, 31.076923076923077)","(81.0, 140.0, 128.57142857142858)","(5.5, 8.6, 8.12)"
08-12-2022 15:48:07.791745,"(7.5, 10.5, 10.0125)","(4.2, 7.2, 6.5600000000000005)","(4.8, 6.4, 6.033333333333333)","(2.6, 2.88, 2.79)","(13.0, 20.0, 17.1875)","(81.0, 130.0, 152.0)","(21.0, 38.0, 30.58823529411765)","(81.0, 140.0, 132.0)","(5.5, 8.6, 8.0)"
08-12-2022 15:48:09.106996,"(7.5, 10.5, 10.0125)","(4.2, 7.2, 6.5600000000000005)","(4.8, 6.4, 5.844444444444445)","(2.6, 2.86, 2.79)","(13.0, 20.0, 17.1875)","(81.0, 180.0, 145.0)","(21.0, 38.0, 30.8)","(81.0, 140.0, 132.0)","(5.5, 8.6, 6.271428571428571)"
08-12-2022 15:48:10.437911,"(7.5, 10.5, 9.84)","(4.2, 7.2, 6.9)","(4.8, 6.4, 5.990909090909091)","(2.6, 2.86, 2.7941176470588234)","(13.0, 20.0, 17.5)","(81.0, 180.0, 133.33333333333334)","(21.0, 38.0, 31.454545454545453)","(81.0, 140.0, 132.0)","(5.5, 7.2, 6.090909090909091)"
08-12-2022 15:48:11.857079,"(7.5, 10.5, 9.84)","(4.2, 7.2, 7.0)","(4.8, 6.4, 5.65)","(2.6, 2.86, 2.7963636363636364)","(13.0, 20.0, 19.833333333333332)","(81.0, 180.0, 133.33333333333334)","(21.0, 38.0, 31.454545454545453)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.090909090909091)"
08-12-2022 15:48:13.281839,"(7.5, 10.5, 10.466666666666667)","(4.2, 7.4, 7.0)","(4.8, 6.4, 5.95)","(2.6, 2.9, 2.797647058823529)","(13.0, 22.0, 19.1)","(81.0, 180.0, 133.33333333333334)","(21.0, 38.0, 31.454545454545453)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.25)"
08-12-2022 15:48:14.703558,"(7.5, 11.0, 10.466666666666667)","(4.2, 7.4, 6.873684210526316)","(4.8, 6.4, 5.95)","(2.6, 2.88, 2.797647058823529)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 133.33333333333334)","(21.0, 38.0, 31.454545454545453)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.25)"
08-12-2022 15:48:16.105948,"(7.5, 11.0, 10.8)","(4.2, 7.4, 6.8545454545454545)","(4.8, 6.4, 6.142857142857143)","(2.6, 2.88, 2.7963636363636364)","(13.0, 21.0, 18.7)","(71.0, 180.0, 133.33333333333334)","(21.0, 38.0, 31.454545454545453)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.25)"
08-12-2022 15:48:17.555062,"(7.5, 11.0, 10.8)","(4.2, 7.4, 6.8545454545454545)","(4.8, 6.4, 6.714285714285714)","(2.6, 2.9, 2.797647058823529)","(13.0, 19.5, 18.7)","(71.0, 180.0, 133.33333333333334)","(21.0, 38.0, 27.142857142857142)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.25)"
08-12-2022 15:48:18.946166,"(8.0, 11.0, 10.8)","(4.4, 7.4, 6.938461538461539)","(4.8, 7.2, 6.714285714285714)","(2.6, 2.88, 2.9536170212765955)","(13.0, 19.5, 18.7)","(71.0, 180.0, 133.33333333333334)","(21.0, 30.0, 27.142857142857142)","(81.0, 140.0, 132.0)","(5.5, 7.0, 6.25)"
08-12-2022 15:48:20.293223,"(8.0, 11.0, 10.6)","(4.4, 7.4, 6.7846153846153845)","(4.8, 7.2, 6.35)","(2.6, 2.96, 2.9454545454545453)","(13.0, 19.5, 19.833333333333332)","(71.0, 180.0, 133.33333333333334)","(21.0, 30.0, 27.647058823529413)","(81.0, 140.0, 124.0)","(5.5, 7.0, 6.15)"
08-12-2022 15:48:21.611242,"(8.0, 11.0, 10.44)","(4.4, 7.4, 7.800000000000001)","(4.8, 7.2, 6.35)","(2.6, 2.96, 2.9571428571428573)","(13.0, 22.0, 18.3)","(71.0, 180.0, 119.23076923076923)","(21.0, 30.0, 27.647058823529413)","(81.0, 130.0, 124.0)","(5.5, 7.2, 6.15)"
08-12-2022 15:48:22.917018,"(8.0, 11.0, 10.65)","(4.4, 8.8, 8.466666666666667)","(4.8, 7.2, 6.35)","(2.6, 2.98, 2.9571428571428573)","(13.0, 19.0, 18.3)","(71.0, 150.0, 118.57142857142857)","(21.0, 30.0, 27.142857142857142)","(81.0, 130.0, 124.0)","(5.5, 7.2, 6.333333333333333)"
08-12-2022 15:48:24.259810,"(8.0, 10.0, 9.9)","(4.4, 8.8, 7.800000000000001)","(4.8, 7.2, 6.35)","(2.6, 2.98, 2.8866666666666667)","(13.0, 19.0, 17.25)","(71.0, 130.0, 110.0)","(21.0, 30.0, 27.142857142857142)","(81.0, 130.0, 123.6842105263158)","(5.5, 7.0, 6.2)"
08-12-2022 15:48:25.727983,"(8.0, 10.0, 9.85)","(4.4, 8.8, 7.981818181818182)","(4.8, 7.2, 6.35)","(2.6, 2.98, 2.904)","(13.0, 19.0, 17.333333333333332)","(71.0, 120.0, 113.33333333333334)","(21.0, 30.0, 27.142857142857142)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:27.202389,"(8.0, 10.0, 9.963636363636363)","(4.4, 8.8, 7.9)","(4.8, 7.2, 6.083333333333334)","(2.6, 2.96, 2.952)","(13.0, 21.0, 17.25)","(71.0, 120.0, 113.33333333333334)","(21.0, 30.0, 27.142857142857142)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:28.651544,"(8.0, 10.0, 9.963636363636363)","(4.4, 8.8, 7.9)","(4.8, 6.2, 6.714285714285714)","(2.6, 2.96, 2.9527272727272726)","(13.0, 19.0, 16.5)","(71.0, 120.0, 113.33333333333334)","(21.0, 30.0, 27.142857142857142)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:30.082810,"(8.0, 10.0, 9.971428571428572)","(4.4, 8.8, 7.9)","(4.8, 7.2, 6.15)","(2.6, 2.96, 2.956504854368932)","(13.0, 18.5, 16.5)","(71.0, 120.0, 113.33333333333334)","(21.0, 30.0, 27.142857142857142)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:31.468322,"(8.0, 10.0, 9.9)","(4.6, 8.6, 7.296296296296296)","(4.8, 6.8, 6.15)","(2.6, 2.96, 2.956504854368932)","(13.0, 18.5, 16.5)","(71.0, 120.0, 121.11111111111111)","(21.0, 30.0, 28.4)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:32.822620,"(8.0, 10.0, 9.9)","(4.6, 8.4, 7.636363636363637)","(4.8, 6.8, 6.15)","(2.6, 2.96, 2.9566355140186915)","(13.0, 18.5, 16.5)","(71.0, 130.0, 111.53846153846155)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:34.160606,"(8.0, 10.0, 9.9)","(4.6, 8.4, 7.666666666666666)","(4.8, 6.8, 6.15)","(2.6, 2.96, 2.952888888888889)","(12.0, 18.5, 16.5)","(71.0, 130.0, 110.0)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:35.552719,"(8.0, 10.0, 9.9)","(4.6, 8.2, 7.666666666666666)","(4.8, 6.8, 6.15)","(2.6, 2.96, 2.952888888888889)","(12.0, 18.5, 16.5)","(71.0, 130.0, 110.0)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.2)"
08-12-2022 15:48:37.039414,"(8.0, 10.0, 9.7)","(4.6, 8.2, 7.666666666666666)","(4.8, 6.8, 6.15)","(2.6, 2.96, 2.941176470588235)","(12.0, 18.5, 16.5)","(71.0, 130.0, 96.66666666666667)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 6.6, 6.133333333333334)"
08-12-2022 15:48:38.491570,"(8.0, 10.0, 9.7)","(4.6, 8.2, 7.4)","(4.8, 6.8, 5.666666666666667)","(2.6, 2.96, 2.8666666666666667)","(12.0, 18.5, 17.25)","(71.0, 120.0, 114.66666666666666)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 7.2, 6.353846153846154)"
08-12-2022 15:48:39.998188,"(8.0, 10.0, 9.7)","(4.6, 8.2, 7.533333333333333)","(4.8, 5.7, 5.6)","(2.6, 2.96, 2.9506666666666668)","(12.0, 19.0, 17.25)","(71.0, 120.0, 127.5)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 7.2, 6.523076923076923)"
08-12-2022 15:48:41.552153,"(8.0, 10.0, 9.85)","(4.6, 8.2, 7.266666666666667)","(4.8, 5.7, 5.514285714285714)","(2.6, 2.96, 2.955483870967742)","(12.0, 19.0, 17.25)","(71.0, 140.0, 160.0)","(21.0, 29.0, 28.625)","(81.0, 150.0, 132.14285714285714)","(5.5, 7.2, 6.523076923076923)"
08-12-2022 15:48:43.074522,"(8.0, 10.0, 9.85)","(4.6, 8.2, 7.6)","(4.8, 5.7, 5.1)","(2.6, 2.96, 2.949090909090909)","(12.0, 19.0, 17.25)","(71.0, 170.0, 160.0)","(21.0, 29.0, 28.625)","(81.0, 150.0, 130.0)","(5.5, 7.2, 6.692307692307692)"
08-12-2022 15:48:44.563808,"(8.0, 10.0, 9.95)","(4.6, 8.2, 7.3)","(4.8, 5.6, 5.25)","(2.6, 2.96, 2.9577358490566037)","(12.0, 19.0, 17.25)","(71.0, 170.0, 145.0)","(21.0, 29.0, 28.625)","(81.0, 150.0, 137.5)","(5.5, 7.2, 6.733333333333333)"
08-12-2022 15:48:45.972460,"(8.0, 10.0, 9.95)","(4.6, 8.2, 7.24)","(4.8, 5.5, 5.166666666666667)","(2.6, 2.96, 2.95030303030303)","(12.0, 19.0, 17.25)","(71.0, 170.0, 163.33333333333334)","(21.0, 29.0, 28.625)","(81.0, 150.0, 135.71428571428572)","(5.5, 7.2, 6.709090909090909)"
08-12-2022 15:48:47.380611,"(8.0, 10.0, 9.947368421052632)","(4.8, 8.2, 7.24)","(4.6, 5.5, 5.166666666666667)","(2.6, 2.98, 2.9266666666666667)","(12.0, 19.0, 17.25)","(71.0, 170.0, 164.11764705882354)","(21.0, 29.0, 28.625)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.635294117647059)"
08-12-2022 15:48:48.862797,"(8.0, 10.0, 9.885714285714286)","(4.8, 8.2, 7.24)","(4.6, 5.5, 5.166666666666667)","(2.6, 2.98, 2.9326760563380283)","(12.0, 19.0, 16.083333333333332)","(71.0, 170.0, 163.66666666666666)","(21.0, 29.0, 28.625)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.709090909090909)"
08-12-2022 15:48:50.305528,"(8.0, 10.0, 9.885714285714286)","(4.8, 8.2, 7.24)","(4.6, 5.5, 5.166666666666667)","(2.6, 2.98, 2.956271186440678)","(12.0, 19.0, 16.083333333333332)","(71.0, 170.0, 147.5)","(21.0, 29.0, 28.625)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.709090909090909)"
08-12-2022 15:48:51.767792,"(8.0, 10.0, 9.885714285714286)","(4.8, 8.2, 7.24)","(4.6, 5.5, 5.166666666666667)","(2.6, 2.98, 2.9141176470588235)","(12.0, 19.0, 16.083333333333332)","(71.0, 170.0, 147.5)","(21.0, 29.0, 28.4)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.709090909090909)"
08-12-2022 15:48:53.396583,"(8.0, 10.0, 9.228571428571428)","(4.8, 8.2, 7.8307692307692305)","(4.6, 5.5, 5.24)","(2.6, 2.98, 2.9191304347826086)","(12.0, 19.0, 16.083333333333332)","(71.0, 170.0, 164.11764705882354)","(21.0, 29.0, 28.4)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.692307692307692)"
08-12-2022 15:48:54.952363,"(8.0, 9.6, 9.141176470588235)","(4.8, 8.2, 7.6)","(4.6, 5.6, 5.221052631578948)","(2.6, 2.98, 2.9191304347826086)","(12.0, 19.0, 17.25)","(71.0, 170.0, 140.0)","(21.0, 29.0, 28.4)","(81.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.733333333333333)"
08-12-2022 15:48:56.434390,"(8.5, 9.6, 9.12972972972973)","(4.8, 8.2, 7.4)","(4.6, 5.6, 5.221052631578948)","(2.6, 2.98, 2.907741935483871)","(13.0, 19.0, 17.25)","(71.0, 170.0, 140.0)","(21.0, 29.0, 28.4)","(91.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.888888888888889)"
08-12-2022 15:48:57.927086,"(8.5, 9.6, 9.145454545454545)","(4.8, 8.2, 7.733333333333333)","(4.6, 5.6, 5.6000000000000005)","(2.6, 2.98, 2.8133333333333335)","(13.0, 19.0, 16.423076923076923)","(71.0, 170.0, 137.14285714285714)","(21.0, 29.0, 26.457142857142856)","(91.0, 150.0, 140.9090909090909)","(5.5, 7.2, 6.942857142857143)"
08-12-2022 15:48:59.433866,"(8.5, 9.6, 9.16)","(4.8, 8.8, 7.800000000000001)","(4.6, 5.7, 5.42)","(2.6, 2.96, 2.8725)","(13.0, 19.5, 17.147058823529413)","(71.0, 160.0, 138.33333333333331)","(21.0, 30.0, 26.457142857142856)","(91.0, 150.0, 135.71428571428572)","(5.5, 7.2, 7.02)"
08-12-2022 15:49:00.893155,"(8.5, 9.6, 9.8)","(4.8, 8.8, 7.942857142857143)","(4.6, 5.7, 5.233333333333333)","(2.6, 2.96, 2.8499999999999996)","(13.0, 19.5, 17.5)","(71.0, 150.0, 130.76923076923077)","(21.0, 30.0, 28.0)","(91.0, 150.0, 136.66666666666666)","(5.5, 7.2, 7.3999999999999995)"
08-12-2022 15:49:02.399884,"(8.5, 10.0, 9.8)","(4.8, 8.8, 8.3)","(4.6, 5.7, 5.325)","(2.6, 2.96, 2.832258064516129)","(13.0, 19.0, 18.6875)","(71.0, 140.0, 106.66666666666666)","(21.0, 29.0, 28.0)","(91.0, 140.0, 125.0)","(5.5, 7.6, 7.266666666666667)"
08-12-2022 15:49:03.937547,"(8.5, 10.0, 9.68)","(4.8, 8.8, 8.3)","(4.6, 5.7, 5.62)","(2.6, 2.96, 2.9114285714285715)","(13.0, 19.0, 18.166666666666668)","(71.0, 140.0, 122.0)","(21.0, 29.0, 25.666666666666668)","(91.0, 150.0, 117.85714285714286)","(5.5, 7.6, 6.9)"
08-12-2022 15:49:05.479758,"(8.5, 9.8, 9.893333333333334)","(4.8, 8.8, 8.16)","(4.6, 5.7, 5.627272727272727)","(2.6, 2.92, 2.8847058823529412)","(13.0, 18.5, 18.25)","(71.0, 130.0, 122.0)","(21.0, 29.0, 26.4)","(81.0, 150.0, 126.0)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:06.968980,"(8.5, 10.5, 9.858333333333334)","(4.8, 8.8, 8.16)","(4.6, 5.7, 5.627272727272727)","(2.6, 2.92, 2.8847058823529412)","(13.0, 18.5, 18.346153846153847)","(71.0, 130.0, 122.0)","(21.0, 28.0, 22.166666666666668)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.821052631578947)"
08-12-2022 15:49:08.500663,"(8.5, 10.5, 9.830434782608696)","(4.8, 8.8, 8.16)","(4.6, 5.7, 5.627272727272727)","(2.6, 2.92, 2.8714285714285714)","(13.0, 18.5, 18.27777777777778)","(71.0, 130.0, 117.5)","(21.0, 28.0, 21.545454545454547)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:09.882966,"(8.5, 10.5, 9.830434782608696)","(4.8, 8.8, 8.218181818181819)","(4.6, 5.7, 5.627272727272727)","(2.6, 2.9, 2.911111111111111)","(13.0, 18.5, 18.357142857142858)","(71.0, 130.0, 108.125)","(21.0, 27.0, 21.833333333333332)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:11.206487,"(8.5, 10.5, 9.830434782608696)","(4.8, 8.6, 8.18)","(4.6, 5.7, 5.627272727272727)","(2.6, 2.94, 2.911111111111111)","(13.0, 18.5, 18.7)","(71.0, 130.0, 108.125)","(21.0, 26.0, 22.25)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:12.596975,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.18)","(4.6, 5.7, 5.625)","(2.6, 2.94, 2.911111111111111)","(13.0, 19.0, 18.7)","(71.0, 130.0, 108.125)","(19.0, 26.0, 22.25)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:14.044336,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.18)","(4.6, 5.7, 5.566666666666666)","(2.6, 2.94, 2.911111111111111)","(13.0, 19.0, 18.7)","(71.0, 130.0, 108.125)","(19.0, 26.0, 23.428571428571427)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.81)"
08-12-2022 15:49:15.561236,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.409090909090908)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.94, 2.911111111111111)","(13.0, 19.0, 18.7)","(71.0, 130.0, 102.5)","(19.0, 26.0, 24.846153846153847)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.81)"
08-12-2022 15:49:17.283013,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.409090909090908)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.94, 2.878823529411765)","(13.0, 19.0, 17.775862068965516)","(71.0, 130.0, 95.0)","(19.0, 26.0, 24.846153846153847)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.8625)"
08-12-2022 15:49:18.906044,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.409090909090908)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.94, 2.8904761904761904)","(13.0, 19.5, 18.029411764705884)","(71.0, 130.0, 95.0)","(19.0, 26.0, 24.846153846153847)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:20.409290,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.409090909090908)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.94, 2.9084848484848482)","(13.0, 19.5, 18.029411764705884)","(71.0, 130.0, 95.0)","(19.0, 26.0, 24.214285714285715)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:21.889777,"(8.5, 10.5, 9.830434782608696)","(5.0, 8.6, 8.521739130434783)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.94, 2.8274999999999997)","(13.0, 19.5, 18.029411764705884)","(71.0, 130.0, 95.0)","(19.0, 25.0, 22.75)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:23.327399,"(8.5, 10.5, 11.083333333333334)","(5.0, 8.8, 8.521739130434783)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.84, 2.826153846153846)","(13.0, 19.5, 18.057692307692307)","(71.0, 130.0, 107.35294117647058)","(19.0, 28.0, 25.333333333333332)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.954545454545454)"
08-12-2022 15:49:24.805941,"(8.5, 11.5, 10.9375)","(5.0, 8.8, 8.606060606060607)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.84, 2.8257142857142856)","(13.0, 19.5, 18.057692307692307)","(71.0, 130.0, 115.74074074074075)","(19.0, 27.0, 23.304347826086957)","(81.0, 150.0, 127.14285714285714)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:26.307822,"(8.5, 11.0, 10.909090909090908)","(5.0, 8.8, 8.444444444444445)","(4.6, 5.7, 5.663636363636364)","(2.6, 2.84, 2.8257142857142856)","(13.0, 19.5, 18.057692307692307)","(71.0, 130.0, 105.0)","(19.0, 27.0, 23.57894736842105)","(81.0, 150.0, 118.0)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:27.770228,"(8.5, 11.0, 10.98)","(5.0, 8.8, 8.444444444444445)","(4.6, 5.7, 5.594736842105263)","(2.6, 2.84, 2.8257142857142856)","(13.0, 19.5, 18.057692307692307)","(71.0, 130.0, 105.0)","(19.0, 27.0, 23.57894736842105)","(81.0, 150.0, 118.0)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:29.321323,"(8.5, 11.5, 11.24)","(5.0, 8.8, 8.444444444444445)","(4.6, 5.7, 5.594736842105263)","(2.6, 2.84, 2.8257142857142856)","(13.0, 19.5, 17.57547169811321)","(71.0, 130.0, 98.18181818181819)","(19.0, 27.0, 25.333333333333332)","(81.0, 150.0, 118.0)","(5.5, 7.2, 6.9)"
08-12-2022 15:49:30.989470,"(8.5, 11.5, 11.0)","(5.0, 8.8, 8.444444444444445)","(4.6, 5.7, 5.333333333333333)","(2.6, 2.84, 2.87)","(13.0, 19.5, 17.928571428571427)","(71.0, 130.0, 98.18181818181819)","(19.0, 27.0, 25.333333333333332)","(81.0, 150.0, 118.0)","(5.5, 7.2, 6.9)"
