,Sinister,Feisty Phoebe,Our Bright Light,Just Chai,Shadow Terror,Wilshire Boulevard
10-01-2023 20:14:34.805894,"(2.1, 2.8, 2.736)","(9.0, 11.5, 11.03448275862069)","(3.8, 4.1, 4.090909090909091)","(4.8, 6.0, 5.91)","(31.0, 70.0, 53.2)","(6.5, 8.2, 8.04)"
10-01-2023 20:14:35.759312,"(2.1, 2.8, 2.736)","(9.0, 11.5, 10.75)","(3.8, 4.1, 4.091666666666667)","(4.8, 6.0, 5.872727272727273)","(31.0, 70.0, 53.2)","(6.5, 8.2, 8.12)"
10-01-2023 20:14:36.796913,"(2.1, 2.8, 2.7733333333333334)","(9.0, 11.0, 10.95)","(3.8, 4.7, 4.538461538461538)","(4.8, 6.0, 5.96)","(31.0, 70.0, 61.33333333333333)","(6.5, 8.6, 7.82)"
10-01-2023 20:14:37.703378,"(2.1, 2.84, 2.79)","(9.0, 11.0, 10.964285714285714)","(3.8, 4.7, 4.366666666666667)","(4.8, 6.0, 5.96)","(31.0, 70.0, 61.33333333333333)","(6.5, 8.8, 7.82)"
10-01-2023 20:14:38.587061,"(2.1, 2.86, 2.7933333333333334)","(9.0, 11.5, 11.035714285714286)","(3.8, 4.7, 4.4)","(4.8, 6.0, 5.966666666666667)","(31.0, 70.0, 58.0)","(6.5, 8.8, 8.0)"
10-01-2023 20:14:39.557388,"(2.1, 2.86, 2.849411764705882)","(9.0, 11.5, 11.035714285714286)","(3.8, 4.7, 4.3)","(4.8, 6.0, 5.966666666666667)","(31.0, 70.0, 49.0)","(6.5, 8.4, 8.0)"
10-01-2023 20:14:40.590515,"(2.1, 2.84, 2.709824561403509)","(9.0, 11.5, 11.035714285714286)","(3.8, 4.7, 4.185714285714285)","(4.8, 6.0, 5.966666666666667)","(31.0, 70.0, 49.0)","(6.5, 8.4, 8.0)"
10-01-2023 20:14:41.560003,"(2.1, 2.84, 2.7163333333333335)","(9.0, 11.5, 11.035714285714286)","(3.8, 4.7, 4.185714285714285)","(4.8, 6.0, 5.966666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.4, 7.866666666666666)"
10-01-2023 20:14:42.479098,"(2.1, 2.84, 2.8028070175438593)","(9.0, 11.5, 11.051724137931034)","(3.8, 3.95, 3.9060344827586206)","(4.8, 6.0, 5.966666666666667)","(31.0, 70.0, 49.0)","(6.5, 8.2, 7.7)"
10-01-2023 20:14:43.389113,"(2.1, 2.84, 2.755263157894737)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.5, 4.316666666666666)","(4.8, 6.4, 5.95)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.2, 7.7)"
10-01-2023 20:14:44.350919,"(2.1, 2.84, 2.755263157894737)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.5, 4.316666666666666)","(4.8, 6.4, 5.95)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.2, 7.771428571428571)"
10-01-2023 20:14:45.282450,"(2.1, 2.84, 2.7684444444444445)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.6, 4.329166666666667)","(4.8, 6.4, 5.95)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.2, 7.771428571428571)"
10-01-2023 20:14:46.248198,"(2.1, 2.84, 2.7684444444444445)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.6, 4.329166666666667)","(4.8, 6.4, 6.0)","(31.0, 70.0, 58.8)","(6.5, 8.2, 7.013953488372093)"
10-01-2023 20:14:47.155665,"(2.1, 2.84, 2.7680000000000002)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.5, 4.408333333333333)","(4.8, 6.4, 6.0)","(31.0, 70.0, 62.57142857142857)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:48.114141,"(2.1, 2.84, 2.8256)","(9.0, 11.5, 11.066666666666666)","(3.8, 4.5, 4.357142857142857)","(4.8, 6.4, 6.0)","(31.0, 70.0, 63.5)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:49.035524,"(2.1, 2.84, 2.79)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.5, 4.333333333333333)","(4.8, 6.4, 6.0)","(31.0, 70.0, 63.5)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:49.945926,"(2.1, 2.9, 2.8854545454545453)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.5, 4.166666666666667)","(4.8, 6.4, 6.0)","(31.0, 70.0, 63.5)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:50.840735,"(2.1, 2.92, 2.836)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.2)","(4.8, 6.4, 6.0)","(31.0, 70.0, 64.22222222222223)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:51.721329,"(2.1, 2.9, 2.8466666666666667)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.2)","(4.8, 6.4, 6.0)","(31.0, 70.0, 64.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:52.663687,"(2.1, 2.9, 2.748)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.2)","(4.8, 6.4, 6.0)","(31.0, 70.0, 62.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:53.593408,"(2.1, 2.9, 2.748)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.2)","(4.8, 6.4, 6.0)","(31.0, 70.0, 59.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:54.524439,"(2.1, 2.88, 2.7487500000000002)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.2)","(4.8, 6.4, 6.0)","(31.0, 70.0, 59.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:55.505133,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.300000000000001)","(4.8, 6.4, 6.0)","(31.0, 70.0, 59.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:56.486015,"(2.1, 2.86, 2.8)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.4, 4.300000000000001)","(4.8, 6.4, 6.0)","(31.0, 70.0, 59.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:57.540097,"(2.1, 2.86, 2.853684210526316)","(9.0, 11.5, 11.106060606060606)","(3.8, 4.5, 4.333333333333333)","(4.8, 6.4, 6.1)","(31.0, 70.0, 59.0)","(6.5, 7.2, 7.013953488372093)"
10-01-2023 20:14:58.611045,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.5, 4.333333333333333)","(4.8, 6.4, 6.1)","(31.0, 70.0, 59.0)","(6.5, 7.2, 6.8149999999999995)"
10-01-2023 20:14:59.590941,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.4, 4.327272727272727)","(4.8, 6.4, 6.1)","(31.0, 70.0, 59.0)","(6.5, 7.0, 6.8149999999999995)"
10-01-2023 20:15:00.507786,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.4, 4.327272727272727)","(4.8, 6.4, 6.1)","(31.0, 70.0, 59.0)","(6.5, 7.0, 6.8149999999999995)"
10-01-2023 20:15:01.448899,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.4, 4.327272727272727)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 59.0)","(6.5, 7.0, 6.8052631578947365)"
10-01-2023 20:15:02.389722,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.4, 4.327272727272727)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 59.0)","(6.5, 7.0, 6.805882352941176)"
10-01-2023 20:15:03.332521,"(2.1, 2.86, 2.842857142857143)","(9.0, 11.5, 11.106060606060606)","(3.7, 4.4, 4.327272727272727)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 59.0)","(6.5, 7.0, 7.28)"
10-01-2023 20:15:04.265913,"(2.1, 2.86, 2.852258064516129)","(9.0, 11.5, 11.116666666666667)","(3.7, 4.5, 4.392857142857143)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 59.0)","(6.5, 7.4, 7.2)"
10-01-2023 20:15:05.186737,"(2.1, 2.86, 2.8572413793103446)","(9.0, 11.5, 11.116666666666667)","(3.7, 4.5, 4.392857142857143)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 59.0)","(6.5, 7.4, 7.2)"
10-01-2023 20:15:06.218493,"(2.1, 2.86, 2.857333333333333)","(9.0, 11.5, 11.116666666666667)","(3.7, 4.5, 4.392857142857143)","(4.8, 6.4, 6.050000000000001)","(31.0, 70.0, 66.0)","(6.5, 7.4, 7.2)"
10-01-2023 20:15:07.235077,"(2.1, 2.86, 2.857333333333333)","(9.0, 11.5, 11.116666666666667)","(3.7, 4.5, 4.392857142857143)","(4.8, 6.4, 5.95)","(31.0, 70.0, 66.0)","(6.5, 7.4, 7.32)"
10-01-2023 20:15:08.130358,"(2.1, 2.86, 2.855)","(9.0, 11.5, 11.21951219512195)","(3.7, 4.5, 4.392857142857143)","(4.8, 6.2, 5.95)","(31.0, 70.0, 66.0)","(6.5, 7.4, 6.8)"
10-01-2023 20:15:09.017507,"(2.1, 2.9, 2.848)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.266666666666667)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 63.714285714285715)","(6.5, 7.4, 7.133333333333334)"
10-01-2023 20:15:09.936948,"(2.1, 2.9, 2.8923076923076922)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.285714285714286)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 63.714285714285715)","(6.5, 7.4, 7.133333333333334)"
10-01-2023 20:15:10.977591,"(2.1, 2.9, 2.8923076923076922)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.285714285714286)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 61.2)","(6.5, 7.4, 7.266666666666667)"
10-01-2023 20:15:11.935877,"(2.1, 2.9, 2.8955555555555557)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.285714285714286)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 59.0)","(6.5, 7.4, 7.2)"
10-01-2023 20:15:12.940342,"(2.1, 2.96, 2.933333333333333)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.32)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 59.0)","(6.5, 7.4, 7.163636363636363)"
10-01-2023 20:15:13.935209,"(2.1, 2.94, 2.938378378378378)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.355555555555556)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 59.714285714285715)","(6.5, 7.6, 7.163636363636363)"
10-01-2023 20:15:14.942446,"(2.15, 2.96, 2.9371428571428573)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.355555555555556)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 61.0)","(6.5, 7.6, 7.163636363636363)"
10-01-2023 20:15:15.990342,"(2.15, 2.96, 2.9371428571428573)","(9.0, 11.5, 11.232558139534884)","(3.7, 4.4, 4.293333333333334)","(4.8, 6.2, 5.942857142857143)","(31.0, 70.0, 63.400000000000006)","(6.5, 7.6, 7.454545454545455)"
10-01-2023 20:15:16.961651,"(2.15, 2.92, 2.9126153846153846)","(9.0, 11.5, 11.27027027027027)","(3.7, 4.4, 4.293333333333334)","(4.8, 6.2, 5.942857142857143)","(31.0, 70.0, 63.400000000000006)","(6.5, 7.6, 6.984615384615385)"
10-01-2023 20:15:17.872655,"(2.15, 2.98, 2.9434146341463414)","(9.0, 11.5, 11.27027027027027)","(3.7, 4.4, 4.355555555555556)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 63.400000000000006)","(6.5, 7.6, 6.984615384615385)"
10-01-2023 20:15:18.879777,"(2.15, 2.98, 2.9453846153846155)","(9.0, 11.5, 11.27027027027027)","(3.7, 4.4, 4.355555555555556)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.171428571428572)"
10-01-2023 20:15:19.942448,"(2.15, 3.0, 2.8842857142857143)","(9.0, 11.5, 11.27027027027027)","(3.7, 4.4, 4.32)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 60.0)","(6.5, 7.4, 7.171428571428572)"
10-01-2023 20:15:20.881890,"(2.15, 2.98, 2.9299999999999997)","(9.0, 11.5, 11.27027027027027)","(3.7, 4.4, 4.32)","(4.8, 6.2, 6.022222222222222)","(31.0, 70.0, 60.0)","(6.5, 7.4, 7.018181818181818)"
10-01-2023 20:15:21.956436,"(2.15, 2.98, 2.9299999999999997)","(9.0, 11.5, 11.303030303030303)","(3.7, 4.4, 4.275)","(4.8, 6.2, 5.9)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.454545454545455)"
10-01-2023 20:15:22.917845,"(2.15, 2.92, 2.8866666666666667)","(9.0, 11.5, 11.303030303030303)","(3.7, 4.3, 4.32)","(4.8, 6.0, 5.911111111111111)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:23.979570,"(2.15, 2.98, 2.9299999999999997)","(9.0, 11.5, 11.303030303030303)","(3.7, 4.4, 4.32)","(4.8, 6.0, 5.911111111111111)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:25.002591,"(2.15, 2.98, 2.9299999999999997)","(9.0, 11.5, 11.303030303030303)","(3.7, 4.4, 4.32)","(4.8, 6.0, 5.911111111111111)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:26.009010,"(2.15, 2.94, 2.8835294117647057)","(9.0, 11.5, 11.303030303030303)","(3.7, 4.4, 4.235294117647059)","(4.8, 6.0, 5.911111111111111)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:27.042853,"(2.15, 2.94, 2.8835294117647057)","(9.0, 11.5, 11.357142857142858)","(3.7, 4.4, 4.235294117647059)","(4.8, 6.0, 5.911111111111111)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:28.058558,"(2.15, 2.94, 2.8835294117647057)","(9.0, 11.5, 11.357142857142858)","(3.7, 4.4, 4.235294117647059)","(4.8, 6.0, 5.85)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:29.055738,"(2.15, 2.94, 2.8835294117647057)","(9.0, 11.5, 11.346153846153847)","(3.7, 4.4, 4.235294117647059)","(4.8, 6.0, 5.85)","(31.0, 70.0, 60.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:30.103227,"(2.2, 2.98, 2.908888888888889)","(9.0, 11.5, 11.409090909090908)","(3.7, 4.4, 4.235294117647059)","(4.8, 6.0, 5.85)","(31.0, 70.0, 69.2)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:31.136300,"(2.2, 2.96, 2.8899999999999997)","(9.0, 11.5, 11.409090909090908)","(3.7, 4.4, 4.5864406779661016)","(4.8, 6.0, 5.85)","(31.0, 75.0, 66.0)","(6.5, 7.6, 7.25)"
10-01-2023 20:15:32.201358,"(2.2, 2.94, 2.905)","(9.0, 11.5, 11.409090909090908)","(3.7, 4.6, 4.5864406779661016)","(4.8, 6.0, 5.714285714285714)","(31.0, 75.0, 66.0)","(6.5, 7.4, 7.018181818181818)"
10-01-2023 20:15:33.338847,"(2.2, 2.94, 2.9318181818181817)","(9.0, 11.5, 11.409090909090908)","(3.7, 4.6, 4.585964912280701)","(4.8, 6.0, 5.733333333333333)","(31.0, 75.0, 66.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:34.374994,"(2.2, 2.9, 2.84)","(9.0, 11.5, 11.333333333333334)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 75.0, 64.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:35.400814,"(2.2, 2.9, 2.8099999999999996)","(9.0, 11.0, 10.931818181818182)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 64.0)","(6.5, 7.6, 7.018181818181818)"
10-01-2023 20:15:36.450271,"(2.2, 2.9, 2.8099999999999996)","(9.0, 11.0, 10.931818181818182)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 64.0)","(6.5, 7.6, 7.454545454545455)"
10-01-2023 20:15:37.404892,"(2.2, 2.88, 2.78625)","(9.0, 11.0, 10.931818181818182)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 64.0)","(6.5, 7.6, 7.4222222222222225)"
10-01-2023 20:15:38.391533,"(2.2, 2.84, 2.795)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 64.0)","(6.5, 7.6, 7.4222222222222225)"
10-01-2023 20:15:39.384643,"(2.2, 2.84, 2.828)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 70.0)","(6.5, 7.6, 7.4222222222222225)"
10-01-2023 20:15:40.276481,"(2.2, 2.84, 2.7800000000000002)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.6, 4.585964912280701)","(4.8, 5.8, 5.733333333333333)","(31.0, 80.0, 70.0)","(6.5, 7.6, 7.4222222222222225)"
10-01-2023 20:15:41.282325,"(2.2, 2.84, 2.7800000000000002)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.6, 4.660655737704918)","(4.8, 6.0, 5.648148148148148)","(31.0, 80.0, 70.0)","(6.5, 7.6, 7.48)"
10-01-2023 20:15:42.342459,"(2.2, 2.84, 2.7800000000000002)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.7, 4.630434782608695)","(4.8, 6.0, 5.648148148148148)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.45)"
10-01-2023 20:15:43.356890,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.0, 10.926229508196721)","(3.7, 4.7, 4.630434782608695)","(4.8, 6.0, 5.653846153846154)","(31.0, 75.0, 70.0)","(6.0, 7.6, 7.45)"
10-01-2023 20:15:44.385540,"(2.2, 2.82, 2.795)","(9.0, 11.5, 11.458333333333334)","(3.7, 4.6, 4.583333333333333)","(4.8, 5.8, 5.592307692307692)","(31.0, 75.0, 70.0)","(6.0, 7.6, 7.066666666666666)"
10-01-2023 20:15:45.310243,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.6, 4.578571428571428)","(4.8, 5.8, 5.592307692307692)","(31.0, 75.0, 70.0)","(6.0, 7.6, 7.066666666666666)"
10-01-2023 20:15:46.257221,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.6, 4.578571428571428)","(4.8, 5.8, 5.697142857142857)","(31.0, 75.0, 70.0)","(6.0, 7.6, 7.3999999999999995)"
10-01-2023 20:15:47.259981,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.7, 4.639130434782609)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.175)"
10-01-2023 20:15:48.202248,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.7, 4.639130434782609)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 70.0)","(6.0, 7.8, 6.911111111111111)"
10-01-2023 20:15:49.247997,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.7, 4.622222222222223)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 70.0)","(6.0, 7.8, 6.6)"
10-01-2023 20:15:50.338372,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.466666666666667)","(3.7, 4.7, 4.6571428571428575)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.6)"
10-01-2023 20:15:51.406672,"(2.2, 2.84, 2.7333333333333334)","(9.0, 11.5, 11.48360655737705)","(3.7, 4.7, 4.666666666666666)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.682352941176471)"
10-01-2023 20:15:52.413018,"(2.2, 2.84, 2.7155555555555555)","(9.0, 11.5, 11.48360655737705)","(3.7, 4.8, 4.666666666666666)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.8)"
10-01-2023 20:15:53.410602,"(2.2, 2.82, 2.79)","(9.0, 11.5, 11.48360655737705)","(3.7, 4.8, 4.733333333333333)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.676923076923076)"
10-01-2023 20:15:54.311889,"(2.2, 2.82, 2.76)","(9.0, 11.0, 10.714285714285714)","(3.7, 4.8, 4.733333333333333)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.914285714285714)"
10-01-2023 20:15:55.221107,"(2.2, 2.82, 2.79)","(9.0, 11.0, 10.714285714285714)","(3.7, 4.8, 4.733333333333333)","(4.8, 5.8, 5.697142857142857)","(31.0, 80.0, 71.66666666666667)","(6.0, 7.6, 6.914285714285714)"
10-01-2023 20:15:56.209086,"(2.2, 2.82, 2.76)","(9.0, 11.0, 10.714285714285714)","(3.7, 4.8, 4.733333333333333)","(4.8, 5.8, 5.703030303030303)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:15:57.149128,"(2.2, 2.82, 2.8129999999999997)","(9.0, 11.0, 10.8)","(3.7, 4.8, 4.699999999999999)","(4.8, 5.8, 5.75)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:15:58.218099,"(2.2, 2.84, 2.746086956521739)","(9.0, 11.0, 10.857142857142858)","(3.7, 4.8, 4.666666666666666)","(4.8, 5.8, 5.75)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:15:59.286604,"(2.2, 2.84, 2.741090909090909)","(9.0, 11.0, 10.857142857142858)","(3.7, 4.8, 4.5375)","(4.8, 5.8, 5.75)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:16:00.298663,"(2.2, 2.84, 2.761951219512195)","(9.0, 11.0, 10.857142857142858)","(3.8, 4.8, 4.5375)","(4.8, 5.8, 5.772413793103448)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:16:01.140424,"(2.2, 2.84, 2.7048275862068967)","(9.0, 11.5, 11.4)","(3.8, 4.9, 4.633333333333334)","(4.8, 5.8, 5.772413793103448)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.176470588235294)"
10-01-2023 20:16:02.131983,"(2.2, 2.82, 2.7092307692307696)","(9.0, 11.5, 11.0625)","(3.8, 4.9, 4.575)","(4.8, 5.8, 5.768)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.2727272727272725)"
10-01-2023 20:16:03.204241,"(2.2, 2.82, 2.703076923076923)","(9.0, 11.5, 10.966666666666667)","(3.8, 4.9, 4.59)","(4.8, 5.8, 5.768)","(31.0, 80.0, 75.55555555555556)","(6.0, 7.6, 7.2727272727272725)"
10-01-2023 20:16:04.216165,"(2.2, 2.82, 2.703076923076923)","(9.0, 11.5, 10.772727272727273)","(3.8, 4.8, 4.625)","(4.8, 5.8, 5.768)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.428571428571428)"
10-01-2023 20:16:05.261254,"(2.2, 2.78, 2.713913043478261)","(9.0, 11.5, 10.772727272727273)","(3.8, 4.8, 4.608)","(4.8, 5.8, 5.796153846153846)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.428571428571428)"
10-01-2023 20:16:06.202246,"(2.2, 2.78, 2.725714285714286)","(9.0, 11.5, 10.973684210526315)","(3.8, 4.8, 4.608)","(4.8, 5.8, 5.941935483870968)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.409090909090909)"
10-01-2023 20:16:07.208139,"(2.2, 2.78, 2.7285714285714286)","(9.0, 11.5, 10.766666666666667)","(3.8, 4.8, 4.607142857142857)","(4.8, 6.0, 5.993589743589744)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.428571428571428)"
10-01-2023 20:16:08.200317,"(2.2, 2.78, 2.748)","(9.0, 10.5, 10.4)","(3.8, 4.7, 4.552)","(4.8, 6.0, 6.035)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.428571428571428)"
10-01-2023 20:16:09.044572,"(2.2, 2.78, 2.750909090909091)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.7, 4.535555555555556)","(4.8, 6.2, 6.035)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.428571428571428)"
10-01-2023 20:16:09.982328,"(2.2, 2.78, 2.750909090909091)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.588888888888889)","(4.8, 6.2, 6.036842105263158)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.333333333333334)"
10-01-2023 20:16:10.957160,"(2.2, 2.78, 2.7533333333333334)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.588888888888889)","(4.8, 6.2, 6.036842105263158)","(31.0, 80.0, 75.0)","(6.0, 7.4, 7.4714285714285715)"
10-01-2023 20:16:11.841226,"(2.2, 2.78, 2.7533333333333334)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.588888888888889)","(4.8, 6.2, 6.036842105263158)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:12.786370,"(2.2, 2.78, 2.7533333333333334)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.525806451612903)","(4.8, 6.2, 6.036842105263158)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:13.833289,"(2.2, 2.78, 2.7533333333333334)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.543307086614173)","(4.8, 6.2, 5.95)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:14.817939,"(2.2, 2.78, 2.7533333333333334)","(9.0, 10.5, 10.196428571428571)","(3.8, 4.6, 4.538983050847458)","(4.8, 6.2, 5.95)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:15.692781,"(2.2, 2.78, 2.7520000000000002)","(9.0, 10.5, 10.05)","(3.8, 4.6, 4.55045871559633)","(4.8, 6.2, 5.95)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:16.691555,"(2.2, 2.78, 2.7520000000000002)","(9.0, 10.5, 10.038461538461538)","(3.8, 4.6, 4.531111111111111)","(4.8, 6.2, 5.985714285714286)","(31.0, 80.0, 74.0)","(6.0, 7.6, 7.4714285714285715)"
10-01-2023 20:16:17.819908,"(2.2, 2.74, 2.702077922077922)","(9.0, 10.5, 10.03125)","(3.8, 4.6, 4.4953125)","(4.8, 6.2, 6.058333333333334)","(31.0, 80.0, 75.0)","(6.0, 7.6, 7.333333333333333)"
