,Ollie One Shot,Black Gemstone,Bountyhunter,Just Call Me Harry,Magic Nitro,Exwhygeetee,Doolittle Dazzler,Youroffal,Agent Starling
15-12-2022 12:37:56.228745,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 15.5, 13.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.0)"
15-12-2022 12:37:57.399447,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 14.5, 13.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.0, 12.0)"
15-12-2022 12:37:58.582198,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 125.45454545454545)","(13.0, 19.5, 18.0)","(9.0, 14.5, 11.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.0, 11.75)"
15-12-2022 12:37:59.779728,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 125.45454545454545)","(13.0, 19.5, 18.0)","(9.0, 14.0, 12.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:00.953494,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.0)","(61.0, 140.0, 86.66666666666667)","(13.0, 19.5, 18.0)","(9.0, 13.5, 12.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:02.165690,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 48.0, 31.75)","(61.0, 140.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 15.5, 12.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:03.345772,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 44.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 15.5, 12.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:04.527748,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 15.5, 13.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:05.680402,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 14.5, 13.166666666666666)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:06.793664,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 14.5, 12.25)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:07.919990,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 14.0, 12.25)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:09.009988,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 14.0, 12.25)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:10.082522,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 18.0)","(9.0, 14.0, 12.25)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.75)"
15-12-2022 12:38:11.245911,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 124.28571428571429)","(13.0, 19.5, 23.666666666666664)","(9.0, 14.0, 11.357142857142858)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.5, 11.5)"
15-12-2022 12:38:12.367546,"(1.3, 1.92, 1.7558823529411764)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 105.0)","(13.0, 28.0, 20.2)","(9.0, 13.5, 11.357142857142858)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:13.453761,"(1.3, 1.92, 1.7558823529411764)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 28.5)","(61.0, 150.0, 117.14285714285714)","(13.0, 28.0, 19.8)","(9.0, 13.5, 12.5)","(81.0, 170.0, 150.0)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:14.654244,"(1.3, 1.91, 1.8281818181818181)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 42.0, 33.166666666666664)","(61.0, 140.0, 117.14285714285714)","(13.0, 27.0, 22.333333333333332)","(9.0, 13.5, 13.833333333333334)","(81.0, 170.0, 140.0)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:15.816739,"(1.3, 1.61, 1.598)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 33.166666666666664)","(61.0, 140.0, 117.14285714285714)","(13.0, 26.0, 20.0)","(9.0, 15.5, 12.75)","(81.0, 170.0, 140.0)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:16.937629,"(1.3, 1.61, 1.60375)","(15.0, 27.0, 23.333333333333332)","(12.0, 21.0, 18.75)","(20.0, 40.0, 28.75)","(61.0, 140.0, 117.14285714285714)","(13.0, 25.0, 20.0)","(9.0, 15.0, 12.75)","(81.0, 170.0, 140.0)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:18.124353,"(1.3, 1.92, 1.6745454545454546)","(15.0, 27.0, 23.333333333333332)","(12.0, 21.0, 18.75)","(20.0, 38.0, 29.590909090909093)","(61.0, 140.0, 115.0)","(13.0, 25.0, 19.0625)","(9.0, 15.0, 12.954545454545455)","(81.0, 170.0, 153.33333333333334)","(9.0, 13.0, 11.636363636363637)"
15-12-2022 12:38:19.289194,"(1.3, 1.9, 1.73)","(15.0, 27.0, 24.9)","(12.0, 21.0, 18.875)","(20.0, 38.0, 29.590909090909093)","(61.0, 140.0, 115.0)","(13.0, 25.0, 19.0625)","(9.0, 15.0, 11.923076923076923)","(81.0, 170.0, 153.33333333333334)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:20.432183,"(1.3, 1.87, 1.7494444444444446)","(15.0, 27.0, 26.125)","(12.0, 21.0, 15.9)","(20.0, 36.0, 28.5)","(61.0, 140.0, 125.0)","(13.0, 24.0, 17.75)","(9.0, 14.0, 11.705882352941176)","(81.0, 170.0, 153.33333333333334)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:21.622135,"(1.3, 1.86, 1.7357142857142858)","(15.0, 27.0, 26.125)","(12.0, 20.0, 18.75)","(20.0, 34.0, 24.666666666666668)","(61.0, 140.0, 124.28571428571429)","(13.0, 24.0, 17.75)","(9.0, 14.0, 11.705882352941176)","(81.0, 170.0, 113.33333333333333)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:22.787881,"(1.3, 1.86, 1.7484615384615385)","(15.0, 27.0, 26.125)","(12.0, 20.0, 17.5)","(20.0, 34.0, 22.333333333333332)","(61.0, 150.0, 124.28571428571429)","(13.0, 24.0, 17.75)","(9.0, 14.0, 11.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 13.0, 11.5)"
15-12-2022 12:38:23.983193,"(1.3, 1.85, 1.7423076923076923)","(15.0, 27.0, 26.125)","(12.0, 19.5, 17.166666666666668)","(20.0, 32.0, 24.1875)","(61.0, 150.0, 90.0)","(13.0, 24.0, 17.428571428571427)","(9.0, 14.0, 11.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 13.0, 11.666666666666666)"
15-12-2022 12:38:25.158136,"(1.3, 1.85, 1.796)","(15.0, 27.0, 22.0)","(12.0, 19.5, 17.0)","(20.0, 32.0, 24.1875)","(61.0, 150.0, 90.0)","(13.0, 23.0, 17.428571428571427)","(9.0, 14.0, 11.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 12.5, 11.666666666666666)"
15-12-2022 12:38:26.332805,"(1.3, 1.84, 1.7989473684210526)","(15.0, 27.0, 22.0)","(12.0, 19.0, 15.666666666666666)","(20.0, 30.0, 23.4375)","(61.0, 150.0, 90.0)","(13.0, 22.0, 17.416666666666668)","(9.0, 14.0, 11.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.416666666666666)"
15-12-2022 12:38:27.458328,"(1.3, 1.84, 1.8111111111111111)","(15.0, 27.0, 24.625)","(12.0, 18.5, 15.0625)","(20.0, 29.0, 25.041666666666664)","(61.0, 150.0, 90.0)","(13.0, 21.0, 18.25)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.416666666666666)"
15-12-2022 12:38:28.633362,"(1.3, 1.84, 1.8247058823529412)","(15.0, 27.0, 25.8125)","(12.0, 18.0, 16.0)","(20.0, 29.0, 25.041666666666664)","(61.0, 150.0, 90.0)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.416666666666666)"
15-12-2022 12:38:29.752552,"(1.3, 1.84, 1.8122222222222222)","(15.0, 27.0, 24.75)","(12.0, 17.5, 16.375)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.416666666666666)"
15-12-2022 12:38:30.868269,"(1.3, 1.84, 1.79)","(15.0, 27.0, 25.3)","(12.0, 17.5, 15.857142857142858)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.6)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:31.962666,"(1.3, 1.84, 1.816521739130435)","(15.0, 26.0, 21.588235294117645)","(12.0, 17.0, 15.857142857142858)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:33.053386,"(1.3, 1.72, 1.6033333333333335)","(15.0, 25.0, 22.6)","(12.0, 17.0, 14.2)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:34.208561,"(1.3, 1.72, 1.6577777777777778)","(15.0, 24.0, 20.875)","(12.0, 17.0, 14.5)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.09090909090909)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:35.287277,"(1.3, 1.72, 1.6577777777777778)","(15.0, 24.0, 20.875)","(12.0, 17.0, 14.5)","(19.0, 29.0, 25.041666666666664)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.6)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:36.470148,"(1.3, 1.72, 1.6845454545454546)","(15.0, 24.0, 20.5)","(12.0, 17.0, 15.333333333333332)","(19.0, 29.0, 24.90909090909091)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:37.653296,"(1.3, 1.72, 1.694)","(15.0, 23.0, 20.5)","(12.0, 17.0, 15.333333333333332)","(19.0, 29.0, 24.90909090909091)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.833333333333334)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:38.800715,"(1.3, 1.72, 1.7055555555555555)","(15.0, 23.0, 20.5)","(12.0, 17.0, 14.5)","(19.0, 29.0, 24.0)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 11.705882352941176)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:40.001350,"(1.3, 1.72, 1.7055555555555555)","(15.0, 23.0, 20.5)","(12.0, 17.0, 14.5)","(19.0, 29.0, 24.0)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 14.0, 12.333333333333334)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:41.228267,"(1.3, 1.72, 1.7055555555555555)","(15.0, 23.0, 20.5)","(12.0, 17.0, 14.5)","(19.0, 29.0, 24.0)","(61.0, 150.0, 93.33333333333333)","(13.0, 20.0, 17.083333333333332)","(9.0, 13.0, 11.75)","(81.0, 170.0, 110.0)","(9.0, 12.5, 10.625)"
15-12-2022 12:38:42.413242,"(1.3, 1.72, 1.696)","(15.0, 23.0, 20.5)","(12.0, 17.0, 13.375)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 20.0, 17.083333333333332)","(9.0, 12.5, 12.166666666666666)","(81.0, 170.0, 133.57142857142856)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:43.583616,"(1.3, 1.72, 1.665)","(15.0, 23.0, 20.77777777777778)","(12.0, 14.5, 13.375)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 20.0, 18.0)","(9.0, 13.5, 11.722222222222221)","(81.0, 170.0, 133.57142857142856)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:44.826010,"(1.3, 1.72, 1.70625)","(15.0, 23.0, 20.77777777777778)","(12.0, 15.5, 13.833333333333334)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 11.722222222222221)","(81.0, 170.0, 113.33333333333333)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:45.979661,"(1.3, 1.83, 1.7423809523809524)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.5, 13.3125)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 11.653846153846153)","(81.0, 160.0, 110.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:47.148579,"(1.3, 1.83, 1.7423809523809524)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.5, 13.416666666666666)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 11.625)","(81.0, 150.0, 110.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:48.309518,"(1.3, 1.66, 1.6566666666666665)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.5, 13.416666666666666)","(19.0, 29.0, 24.5)","(61.0, 150.0, 116.0)","(13.0, 19.5, 18.0)","(9.0, 13.0, 11.714285714285714)","(81.0, 150.0, 126.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:49.455784,"(1.3, 1.66, 1.635)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.5, 13.625)","(19.0, 29.0, 24.5)","(61.0, 150.0, 121.66666666666666)","(13.0, 19.5, 18.0)","(9.0, 13.0, 9.772727272727273)","(81.0, 150.0, 126.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:50.593735,"(1.3, 1.82, 1.8061538461538462)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.5, 13.625)","(19.0, 29.0, 24.5)","(61.0, 150.0, 121.66666666666666)","(13.0, 19.5, 18.9)","(9.0, 9.8, 10.693939393939393)","(81.0, 150.0, 126.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:51.726732,"(1.3, 1.82, 1.7850000000000001)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.0, 13.666666666666666)","(19.0, 29.0, 24.5)","(61.0, 150.0, 121.66666666666666)","(13.0, 19.5, 18.0)","(9.0, 11.5, 9.954545454545455)","(81.0, 150.0, 126.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:52.831589,"(1.3, 1.82, 1.7850000000000001)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.0, 13.333333333333334)","(19.0, 29.0, 24.5)","(61.0, 150.0, 121.66666666666666)","(13.0, 19.5, 18.0)","(9.0, 11.5, 9.735714285714286)","(81.0, 150.0, 126.0)","(9.0, 12.5, 11.0)"
15-12-2022 12:38:53.920049,"(1.3, 1.84, 1.8036363636363637)","(15.0, 23.0, 20.77777777777778)","(11.0, 15.0, 13.333333333333334)","(19.0, 29.0, 25.0)","(61.0, 150.0, 110.0)","(13.0, 19.5, 17.083333333333332)","(9.0, 9.8, 9.711764705882354)","(81.0, 150.0, 113.33333333333333)","(9.0, 12.5, 11.636363636363637)"
15-12-2022 12:38:55.050140,"(1.3, 1.84, 1.74)","(15.0, 23.0, 22.125)","(11.0, 16.0, 13.375)","(19.0, 30.0, 27.666666666666668)","(61.0, 150.0, 122.5)","(13.0, 20.0, 17.5)","(9.0, 9.8, 9.666666666666666)","(71.0, 150.0, 123.63636363636364)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:38:56.240481,"(1.3, 1.84, 1.78)","(15.0, 23.0, 22.5)","(11.0, 16.0, 13.375)","(19.0, 30.0, 27.666666666666668)","(61.0, 130.0, 122.5)","(13.0, 20.0, 17.5)","(9.0, 9.8, 9.666666666666666)","(71.0, 140.0, 131.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:38:57.419548,"(1.3, 1.83, 1.745)","(15.0, 23.0, 22.57142857142857)","(11.0, 16.0, 13.375)","(19.0, 30.0, 26.4)","(61.0, 130.0, 132.22222222222223)","(13.0, 20.0, 17.5)","(9.0, 9.8, 9.772727272727272)","(71.0, 140.0, 131.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:38:58.603036,"(1.3, 1.82, 1.7533333333333334)","(15.0, 23.0, 22.57142857142857)","(11.0, 16.0, 13.375)","(19.0, 30.0, 26.4)","(61.0, 150.0, 132.22222222222223)","(13.0, 20.0, 17.5)","(9.0, 11.5, 10.688888888888888)","(71.0, 140.0, 123.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:38:59.834983,"(1.3, 1.82, 1.7133333333333334)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 30.0, 28.0)","(61.0, 150.0, 124.44444444444444)","(13.0, 20.0, 17.5)","(9.0, 11.0, 10.353846153846154)","(71.0, 130.0, 123.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:39:01.060648,"(1.3, 1.82, 1.688235294117647)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 30.0, 26.4)","(61.0, 140.0, 132.22222222222223)","(13.0, 20.0, 17.5)","(9.0, 11.0, 9.9)","(71.0, 130.0, 152.77777777777777)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:39:02.242289,"(1.3, 1.8, 1.6981818181818182)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 30.0, 26.5)","(61.0, 150.0, 124.44444444444444)","(13.0, 20.0, 19.25)","(9.0, 10.5, 9.9)","(71.0, 160.0, 135.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:39:03.458041,"(1.3, 1.79, 1.6829411764705882)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 30.0, 27.666666666666668)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.9)","(71.0, 150.0, 135.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:39:04.631086,"(1.3, 1.79, 1.6829411764705882)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 30.0, 27.5)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.717391304347826)","(71.0, 150.0, 135.0)","(9.0, 13.0, 11.846153846153847)"
15-12-2022 12:39:05.747133,"(1.3, 1.78, 1.744)","(15.0, 23.0, 22.57142857142857)","(11.0, 15.5, 13.416666666666666)","(19.0, 29.0, 26.272727272727273)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.717391304347826)","(71.0, 150.0, 135.0)","(9.0, 13.0, 11.538461538461538)"
15-12-2022 12:39:06.899316,"(1.3, 1.78, 1.716)","(16.0, 25.0, 22.307692307692307)","(11.0, 15.5, 13.416666666666666)","(19.0, 28.0, 25.142857142857142)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.728571428571428)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.538461538461538)"
15-12-2022 12:39:07.984631,"(1.3, 1.78, 1.716)","(16.0, 24.0, 22.4)","(11.0, 15.5, 13.416666666666666)","(19.0, 28.0, 24.875)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.728571428571428)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.538461538461538)"
15-12-2022 12:39:09.014801,"(1.3, 1.78, 1.716)","(16.0, 23.0, 22.25)","(11.0, 15.5, 13.416666666666666)","(19.0, 28.0, 25.727272727272727)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.728571428571428)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:10.139411,"(1.35, 1.78, 1.716)","(16.0, 23.0, 22.25)","(11.0, 15.5, 13.416666666666666)","(18.0, 28.0, 25.142857142857142)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.125)","(9.0, 10.5, 9.728571428571428)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:11.257508,"(1.35, 1.78, 1.716)","(16.0, 23.0, 22.25)","(11.0, 15.5, 13.416666666666666)","(18.0, 28.0, 24.875)","(61.0, 140.0, 124.44444444444444)","(13.0, 20.0, 18.166666666666668)","(9.0, 10.5, 9.89090909090909)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:12.353291,"(1.35, 1.78, 1.7390697674418605)","(16.0, 23.0, 22.25)","(11.0, 15.5, 14.538461538461538)","(18.0, 28.0, 23.833333333333332)","(61.0, 140.0, 124.44444444444444)","(13.0, 19.5, 18.166666666666668)","(9.0, 10.0, 9.89090909090909)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:13.489437,"(1.35, 1.78, 1.7535849056603774)","(16.0, 23.0, 22.25)","(11.0, 15.5, 14.538461538461538)","(20.0, 28.0, 23.833333333333332)","(61.0, 140.0, 124.44444444444444)","(13.0, 19.5, 18.166666666666668)","(9.0, 10.0, 9.82857142857143)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:14.724564,"(1.35, 1.78, 1.7333333333333334)","(16.0, 23.0, 22.25)","(11.0, 15.5, 14.538461538461538)","(20.0, 28.0, 23.833333333333332)","(61.0, 140.0, 96.66666666666667)","(13.0, 19.0, 18.0)","(9.0, 9.6, 9.425)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:15.964472,"(1.35, 1.78, 1.7351724137931035)","(16.0, 26.0, 24.5)","(11.0, 15.5, 14.538461538461538)","(20.0, 28.0, 23.833333333333332)","(61.0, 140.0, 116.0)","(13.0, 19.0, 18.0)","(9.0, 9.6, 9.466666666666667)","(71.0, 150.0, 124.61538461538461)","(9.0, 12.5, 11.363636363636363)"
15-12-2022 12:39:17.217753,"(1.35, 1.78, 1.7031818181818181)","(16.0, 25.0, 22.727272727272727)","(11.0, 15.5, 15.0)","(20.0, 28.0, 24.0)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.0, 18.0)","(9.0, 9.6, 9.44)","(71.0, 150.0, 126.42857142857143)","(9.0, 12.5, 11.875)"
15-12-2022 12:39:18.439493,"(1.35, 1.78, 1.6846666666666665)","(16.0, 25.0, 22.727272727272727)","(11.0, 15.5, 15.0)","(20.0, 28.0, 24.0)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.0, 18.0)","(9.0, 9.6, 9.44)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.5)"
15-12-2022 12:39:19.708005,"(1.35, 1.75, 1.6842857142857142)","(16.0, 25.0, 25.444444444444443)","(11.0, 15.5, 15.4)","(19.0, 28.0, 24.0)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.0, 18.0)","(9.0, 9.6, 9.44)","(71.0, 150.0, 133.5)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:20.907592,"(1.35, 1.75, 1.7072093023255814)","(16.0, 26.0, 25.444444444444443)","(11.0, 16.0, 14.846153846153847)","(19.0, 28.0, 25.6)","(61.0, 140.0, 126.66666666666667)","(13.0, 19.0, 18.166666666666668)","(9.0, 9.6, 9.44)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:22.053476,"(1.35, 1.75, 1.7072093023255814)","(16.0, 26.0, 24.666666666666668)","(11.0, 16.0, 14.846153846153847)","(19.0, 28.0, 26.5)","(61.0, 140.0, 126.66666666666667)","(13.0, 19.5, 18.166666666666668)","(9.0, 9.6, 9.04)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:23.186243,"(1.35, 1.75, 1.7072093023255814)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.0, 15.4)","(19.0, 28.0, 26.5)","(61.0, 140.0, 126.66666666666667)","(13.0, 19.5, 18.166666666666668)","(8.5, 9.2, 8.852631578947369)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:24.326824,"(1.35, 1.75, 1.708095238095238)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.0, 15.4)","(19.0, 28.0, 26.5)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.5, 18.166666666666668)","(8.5, 9.0, 8.825)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.928571428571429)"
