,Jackies Irishdream,Obabe,Sara Mia,Life Of Saturdays,Sweet Laura,Mission Belle
15-12-2022 11:42:56.075253,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.169230769230769)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.860869565217391)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:42:57.046233,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.169230769230769)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.860869565217391)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:42:58.061718,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.169230769230769)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.860869565217391)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:42:59.065657,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.199999999999999)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.860869565217391)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:43:00.045916,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.199999999999999)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.860869565217391)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:43:00.910061,"(3.3, 3.85, 3.8058823529411767)","(5.0, 7.0, 6.83125)","(4.4, 5.3, 5.196969696969696)","(8.5, 12.0, 11.303571428571429)","(6.0, 7.2, 6.908108108108108)","(6.0, 6.8, 6.5200000000000005)"
15-12-2022 11:43:01.804116,"(3.3, 3.85, 3.8045454545454547)","(5.0, 7.0, 6.973913043478261)","(4.4, 5.3, 5.19375)","(8.5, 12.0, 11.454545454545455)","(6.0, 7.2, 6.851612903225806)","(6.0, 7.0, 6.550000000000001)"
15-12-2022 11:43:02.785681,"(3.3, 3.85, 3.8227272727272728)","(5.0, 7.0, 6.973913043478261)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.851612903225806)","(6.0, 7.0, 6.7)"
15-12-2022 11:43:03.724567,"(3.3, 3.85, 3.823913043478261)","(5.0, 7.0, 6.973913043478261)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.7)"
15-12-2022 11:43:04.598933,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.984313725490196)"
15-12-2022 11:43:05.585157,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.984313725490196)"
15-12-2022 11:43:06.544145,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.984313725490196)"
15-12-2022 11:43:07.438616,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.158333333333333)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.984313725490196)"
15-12-2022 11:43:08.291045,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 12.0, 11.555555555555555)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.964705882352941)"
15-12-2022 11:43:09.200054,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 12.0, 12.090909090909092)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.964705882352941)"
15-12-2022 11:43:10.191020,"(3.3, 3.85, 3.816666666666667)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 13.0, 12.431818181818182)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.964705882352941)"
15-12-2022 11:43:11.150281,"(3.3, 3.85, 3.79)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 13.0, 12.431818181818182)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.964705882352941)"
15-12-2022 11:43:12.092059,"(3.3, 3.85, 3.79)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 13.0, 12.404761904761905)","(6.0, 7.2, 6.730434782608695)","(6.0, 7.0, 6.964705882352941)"
15-12-2022 11:43:12.980828,"(3.3, 3.85, 3.79)","(5.0, 7.0, 6.980645161290322)","(4.4, 5.3, 5.106896551724137)","(8.5, 13.0, 12.404761904761905)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.978571428571429)"
15-12-2022 11:43:13.849423,"(3.3, 3.85, 3.79)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.1060606060606055)","(8.5, 13.0, 12.404761904761905)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:14.769149,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.071428571428571)","(8.5, 13.0, 12.404761904761905)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:15.678992,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.071428571428571)","(8.5, 13.0, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:16.644476,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.071428571428571)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:17.625623,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.071428571428571)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:18.637652,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.071428571428571)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:19.623052,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:20.515464,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:21.412044,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:22.317208,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:23.255259,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.982352941176471)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:24.195189,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:25.180824,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:26.108987,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 12.277777777777779)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:27.122135,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.5, 11.833333333333334)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:28.107503,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.0, 11.833333333333334)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:28.994729,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.0, 11.833333333333334)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:29.862554,"(3.3, 3.85, 3.8086206896551724)","(5.0, 7.0, 6.986046511627907)","(4.4, 5.3, 5.076744186046511)","(8.5, 12.0, 11.833333333333334)","(6.0, 7.2, 6.7153846153846155)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:30.822032,"(3.3, 3.85, 3.8)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.3, 5.116666666666666)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.2, 6.711111111111111)","(6.0, 7.0, 6.980645161290322)"
15-12-2022 11:43:31.788256,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.3, 5.116666666666666)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.2, 6.84)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:32.789130,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.3, 5.116666666666666)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.0, 6.84)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:33.731647,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.3, 5.116666666666666)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:34.676140,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.139705882352941)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:35.590136,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.139705882352941)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:36.486439,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(8.5, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:37.390129,"(3.3, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(8.5, 12.0, 12.25)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:38.272474,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.5, 12.25)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:39.271474,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.5, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:40.279190,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:41.283245,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:42.202436,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:43.061952,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:43.995730,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:44.997960,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:45.990993,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:46.973816,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.8)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:47.936870,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:48.873885,"(3.2, 3.85, 3.775)","(5.0, 7.0, 6.976470588235294)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:49.834804,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:50.737153,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:51.626323,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:52.518824,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:53.536595,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:54.552879,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:55.519268,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:56.465326,"(3.2, 3.85, 3.775)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.5, 11.842105263157894)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:57.374112,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.175)","(9.0, 12.0, 11.842105263157894)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.9625)"
15-12-2022 11:43:58.264793,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:43:59.158692,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:44:00.056564,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:44:01.024432,"(3.2, 3.85, 3.75)","(5.0, 7.2, 6.933333333333334)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:44:01.965579,"(3.2, 3.85, 3.75)","(5.0, 7.2, 6.933333333333334)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.68)","(6.0, 7.0, 6.969230769230769)"
15-12-2022 11:44:02.929864,"(3.2, 3.85, 3.75)","(5.0, 7.2, 6.933333333333334)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.985365853658537)"
15-12-2022 11:44:03.824499,"(3.2, 3.85, 3.75)","(5.0, 7.2, 6.933333333333334)","(4.4, 5.4, 5.194565217391304)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.985365853658537)"
15-12-2022 11:44:04.704535,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.984615384615385)"
15-12-2022 11:44:05.656906,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.0)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.984615384615385)"
15-12-2022 11:44:06.678807,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 12.18)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.984615384615385)"
15-12-2022 11:44:07.572266,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.5, 12.18)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.984615384615385)"
15-12-2022 11:44:08.496766,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.141095890410958)","(9.0, 12.0, 11.842105263157894)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:09.393366,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.166666666666666)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:10.266197,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:11.118647,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:12.070054,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:13.053689,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:14.025383,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:14.971233,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:15.814075,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:16.758339,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:17.685910,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:18.662987,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:19.573107,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:20.537049,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:21.527248,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:22.513592,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 12.18)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:23.468533,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:24.338910,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.05)","(4.4, 5.4, 5.1776470588235295)","(9.0, 12.5, 12.119047619047619)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:25.232113,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.5, 12.18)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:26.221886,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.5, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:27.239578,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:28.215876,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:29.166985,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:30.112515,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:31.063520,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:31.943861,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:32.804705,"(3.2, 3.85, 3.75)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
15-12-2022 11:44:33.759980,"(3.2, 3.8, 3.74375)","(5.0, 7.2, 7.114285714285715)","(4.4, 5.4, 5.196774193548387)","(9.0, 12.0, 11.869565217391305)","(6.0, 7.0, 6.628571428571428)","(6.0, 7.0, 6.866666666666666)"
