,Parkburn,Roadhouse,Cochrane,Chalkley,Lily Allez,Sound Of Sleat,Sweet Fantasy,Kashkar,Wren Plucked
06-01-2023 17:02:26.241644,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.333333333333334)","(3.8, 4.4, 4.252941176470588)","(12.0, 16.0, 15.2)","(16.0, 24.0, 23.27906976744186)","(4.6, 5.7, 5.481818181818182)","(14.0, 25.0, 21.428571428571427)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:27.333215,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.333333333333334)","(3.8, 4.4, 4.252941176470588)","(12.0, 16.0, 15.2)","(16.0, 26.0, 23.5)","(4.6, 5.7, 5.523529411764706)","(14.0, 25.0, 22.0)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:28.507966,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.333333333333334)","(3.8, 4.4, 4.252941176470588)","(12.0, 16.0, 15.2)","(16.0, 26.0, 23.88888888888889)","(4.6, 5.7, 5.523529411764706)","(14.0, 24.0, 22.0)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:29.677979,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.333333333333334)","(3.8, 4.4, 4.252941176470588)","(12.0, 16.0, 15.2)","(16.0, 25.0, 23.88888888888889)","(4.6, 5.7, 5.566666666666666)","(14.0, 24.0, 21.454545454545453)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:30.923621,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.24375)","(12.0, 16.0, 15.2)","(16.0, 25.0, 23.88888888888889)","(4.6, 5.6, 5.545098039215686)","(14.0, 24.0, 21.333333333333332)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:32.133338,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.24375)","(12.0, 16.0, 15.2)","(16.0, 25.0, 23.88888888888889)","(4.6, 5.6, 5.545098039215686)","(14.0, 23.0, 21.333333333333332)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:33.352767,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.24375)","(12.0, 16.0, 15.2)","(16.0, 25.0, 23.88888888888889)","(4.6, 5.6, 5.545098039215686)","(14.0, 23.0, 22.0)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:34.601619,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.235294117647059)","(12.0, 16.0, 15.2)","(16.0, 25.0, 23.88888888888889)","(4.6, 5.6, 5.525925925925925)","(14.0, 23.0, 21.714285714285715)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:35.867113,"(3.7, 4.6, 4.41)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.333333333333334)","(3.8, 4.4, 4.256818181818182)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(14.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:37.101923,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.575757575757576)","(3.8, 4.4, 4.256818181818182)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(15.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:38.221876,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.5, 11.181818181818182)","(11.0, 14.0, 13.575757575757576)","(3.8, 4.4, 4.256818181818182)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(15.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:39.358363,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.0, 10.23913043478261)","(11.0, 14.0, 13.575757575757576)","(3.8, 4.4, 4.2682926829268295)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(15.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:40.443552,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.0, 10.186046511627907)","(11.0, 14.0, 13.575757575757576)","(3.8, 4.4, 4.2682926829268295)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(15.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:41.595945,"(3.7, 4.6, 4.440425531914894)","(7.0, 11.0, 10.186046511627907)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.2682926829268295)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.545098039215686)","(14.0, 23.0, 22.4)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:42.848580,"(3.7, 4.6, 4.440425531914894)","(7.0, 11.0, 10.186046511627907)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.2682926829268295)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.438461538461538)","(15.0, 23.0, 22.666666666666668)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:44.000808,"(3.7, 4.6, 4.440425531914894)","(7.0, 11.0, 10.102564102564102)","(11.0, 14.0, 13.28)","(3.8, 4.4, 4.195833333333333)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.438461538461538)","(15.0, 23.0, 22.666666666666668)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:45.212748,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.0, 10.102564102564102)","(11.0, 14.0, 13.28)","(3.8, 4.3, 4.186792452830188)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.438461538461538)","(15.0, 23.0, 22.666666666666668)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:46.485311,"(3.7, 4.6, 4.440425531914894)","(7.0, 11.0, 10.222222222222221)","(11.0, 14.0, 13.28)","(3.8, 4.3, 4.257142857142857)","(12.0, 16.0, 15.2)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.438461538461538)","(15.0, 23.0, 22.666666666666668)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:47.644463,"(3.7, 4.6, 4.4319999999999995)","(7.0, 11.0, 10.222222222222221)","(11.0, 14.0, 13.28)","(3.8, 4.3, 4.2)","(12.0, 16.0, 20.0)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.536842105263157)","(15.0, 23.0, 21.833333333333332)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:48.852940,"(3.7, 4.6, 4.358064516129032)","(7.0, 11.0, 10.186046511627907)","(11.0, 14.0, 13.379310344827585)","(3.8, 4.2, 4.188461538461539)","(12.0, 21.0, 19.157894736842106)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.536842105263157)","(15.0, 23.0, 21.342105263157894)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:50.054308,"(3.7, 4.6, 4.352941176470588)","(7.0, 11.0, 10.173913043478262)","(11.0, 14.0, 13.379310344827585)","(3.8, 4.3, 4.186792452830188)","(12.0, 21.0, 18.1875)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.536842105263157)","(15.0, 23.0, 21.342105263157894)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:51.170803,"(3.7, 4.5, 4.385714285714285)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.379310344827585)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.7)","(16.0, 25.0, 22.333333333333332)","(4.6, 5.6, 5.542857142857143)","(15.0, 23.0, 21.285714285714285)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:52.284002,"(3.7, 4.5, 4.346153846153846)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.423076923076923)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.542857142857143)","(15.0, 22.0, 21.125)","(26.0, 65.0, 57.592592592592595)"
06-01-2023 17:02:53.509729,"(3.7, 4.5, 4.346153846153846)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.25)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.542857142857143)","(15.0, 22.0, 21.68181818181818)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:02:54.713567,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.25)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.542857142857143)","(15.0, 22.0, 21.68181818181818)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:02:55.941178,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.25)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.536842105263157)","(15.0, 22.0, 21.68181818181818)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:02:57.168998,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.136363636363637)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.407142857142857)","(15.0, 22.0, 21.68181818181818)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:02:58.389926,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.75)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.407142857142857)","(15.0, 22.0, 21.68181818181818)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:02:59.712065,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.173913043478262)","(3.8, 4.3, 4.192)","(12.0, 18.5, 17.944444444444443)","(16.0, 25.0, 22.714285714285715)","(4.6, 5.6, 5.333333333333333)","(15.0, 22.0, 21.852941176470587)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:03:00.945979,"(3.7, 4.5, 4.341379310344827)","(7.0, 11.0, 10.16)","(11.0, 14.0, 13.153846153846153)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.5, 17.59090909090909)","(16.0, 25.0, 22.652173913043477)","(4.6, 5.5, 5.352941176470588)","(15.0, 22.0, 21.852941176470587)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:03:02.158113,"(3.7, 4.5, 4.332432432432432)","(7.0, 11.0, 10.153846153846153)","(11.0, 14.0, 13.185185185185185)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.5, 16.833333333333332)","(16.0, 25.0, 22.652173913043477)","(4.6, 5.5, 5.327586206896552)","(15.0, 22.0, 21.85576923076923)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:03:03.358419,"(3.7, 4.5, 4.336842105263158)","(7.0, 11.0, 10.169811320754716)","(11.0, 14.0, 13.153846153846153)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.5, 16.4)","(16.0, 25.0, 22.652173913043477)","(4.6, 5.5, 5.327586206896552)","(15.0, 22.0, 21.85576923076923)","(26.0, 65.0, 57.857142857142854)"
06-01-2023 17:03:04.553126,"(3.7, 4.5, 4.362222222222222)","(7.0, 11.0, 10.088235294117647)","(11.0, 14.0, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.5)","(16.0, 25.0, 22.652173913043477)","(4.6, 5.5, 5.332)","(15.0, 22.0, 21.85576923076923)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:05.787448,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.5)","(16.0, 25.0, 22.652173913043477)","(4.6, 5.5, 5.332)","(15.0, 22.0, 22.50877192982456)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:06.939525,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.5)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 22.50877192982456)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:08.081813,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 20.923076923076923)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:09.337517,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 22.45689655172414)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:10.520713,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.128571428571428)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 22.45689655172414)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:11.737792,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.1196078431372545)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:13.005022,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.1196078431372545)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 20.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:14.237493,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.1196078431372545)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 20.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:15.629608,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.103999999999999)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 22.416666666666668)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:16.886567,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.103999999999999)","(12.0, 18.0, 17.43181818181818)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 23.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:18.103637,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.104255319148936)","(12.0, 18.0, 17.642857142857142)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 20.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:19.503477,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.8, 4.3, 4.103999999999999)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 20.0, 19.96875)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:20.794579,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.332)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:22.074341,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:23.314856,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:24.575791,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:25.842855,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.0, 17.75)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:27.143281,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.088235294117647)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.1038461538461535)","(12.0, 18.5, 17.61764705882353)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:28.540379,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.08108108108108)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.5, 17.53846153846154)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:29.857849,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.5, 17.53846153846154)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.376470588235294)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:31.152090,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.103571428571429)","(12.0, 18.5, 17.53846153846154)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.386486486486486)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:32.410642,"(3.7, 4.5, 4.362222222222222)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.071428571428571)","(3.7, 4.3, 4.139473684210526)","(12.0, 18.5, 17.23076923076923)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.5, 5.68)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:33.625842,"(3.7, 4.5, 4.354901960784313)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.139473684210526)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.68)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:34.905002,"(3.7, 4.5, 4.386153846153846)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.138961038961039)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.742857142857143)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:36.206766,"(3.7, 4.5, 4.383582089552239)","(7.0, 10.5, 10.057142857142857)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.138961038961039)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.742857142857143)","(15.0, 20.0, 19.9625)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:37.447928,"(3.7, 4.5, 4.3933333333333335)","(7.0, 10.5, 9.84)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.142857142857142)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.742857142857143)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:38.798212,"(3.7, 4.5, 4.3933333333333335)","(7.0, 10.0, 9.84)","(11.0, 13.5, 13.058823529411764)","(3.7, 4.3, 4.144776119402985)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.733333333333333)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:40.076892,"(3.7, 4.5, 4.3933333333333335)","(7.0, 10.0, 9.84)","(11.0, 13.5, 13.486682808716708)","(3.7, 4.3, 4.126470588235294)","(12.0, 18.0, 17.6)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.775)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:41.419490,"(3.7, 4.5, 4.390322580645162)","(7.0, 10.0, 9.573333333333332)","(11.0, 13.5, 13.484848484848484)","(3.7, 4.3, 4.127272727272727)","(12.0, 18.0, 17.642857142857142)","(16.0, 25.0, 22.157894736842106)","(4.6, 5.8, 5.80327868852459)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:42.641727,"(3.7, 4.5, 4.390322580645162)","(7.0, 9.6, 9.573333333333332)","(11.0, 13.5, 13.484848484848484)","(3.7, 4.3, 4.129032258064516)","(12.0, 18.5, 17.115384615384617)","(16.0, 25.0, 22.157894736842106)","(4.6, 6.0, 5.80327868852459)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:43.788499,"(3.7, 4.5, 4.390322580645162)","(7.0, 9.6, 9.37142857142857)","(11.0, 14.5, 14.385714285714286)","(3.7, 4.3, 4.093506493506493)","(12.0, 18.5, 16.8125)","(16.0, 25.0, 22.157894736842106)","(4.6, 6.0, 5.80327868852459)","(15.0, 20.0, 19.958333333333332)","(26.0, 65.0, 59.11764705882353)"
06-01-2023 17:03:44.984823,"(3.7, 4.5, 4.3933333333333335)","(7.0, 9.6, 9.454545454545453)","(11.0, 14.5, 14.411764705882353)","(3.7, 4.3, 4.093506493506493)","(12.0, 18.5, 16.8125)","(16.0, 25.0, 22.157894736842106)","(4.6, 6.0, 5.80327868852459)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 62.368421052631575)"
06-01-2023 17:03:46.284094,"(3.7, 4.5, 4.3933333333333335)","(7.0, 9.6, 9.3)","(11.0, 14.5, 14.3)","(3.7, 4.3, 4.092307692307692)","(12.0, 18.5, 17.333333333333332)","(16.0, 25.0, 22.157894736842106)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 62.368421052631575)"
06-01-2023 17:03:47.681976,"(3.7, 4.5, 4.394915254237288)","(7.0, 9.6, 9.133333333333333)","(11.0, 14.5, 14.3)","(3.7, 4.3, 4.097297297297297)","(12.0, 18.0, 16.857142857142858)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 62.368421052631575)"
06-01-2023 17:03:49.071110,"(3.7, 4.5, 4.394915254237288)","(7.0, 9.4, 9.133333333333333)","(11.0, 14.5, 14.3)","(3.7, 4.3, 4.097297297297297)","(12.0, 17.5, 17.166666666666668)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 62.368421052631575)"
06-01-2023 17:03:50.470642,"(3.7, 4.5, 4.394915254237288)","(7.0, 9.4, 9.133333333333333)","(11.0, 14.5, 14.3125)","(3.7, 4.3, 4.097297297297297)","(12.0, 17.5, 17.166666666666668)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:03:51.866689,"(3.7, 4.5, 4.398360655737704)","(7.0, 9.4, 9.133333333333333)","(11.0, 14.5, 14.3)","(3.7, 4.3, 4.092307692307692)","(12.0, 17.5, 17.166666666666668)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 60.833333333333336)"
06-01-2023 17:03:53.332639,"(3.7, 4.5, 4.383333333333333)","(7.0, 9.4, 9.072727272727272)","(11.0, 14.5, 13.443890274314214)","(3.7, 4.3, 4.092307692307692)","(12.0, 17.5, 17.166666666666668)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 61.666666666666664)"
06-01-2023 17:03:54.714017,"(3.7, 4.5, 4.383333333333333)","(7.0, 9.4, 9.114285714285714)","(11.0, 13.5, 13.443890274314214)","(3.7, 4.3, 4.092307692307692)","(12.0, 17.5, 17.166666666666668)","(16.0, 25.0, 24.142857142857142)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 61.666666666666664)"
06-01-2023 17:03:56.060834,"(3.7, 4.5, 4.383333333333333)","(7.0, 9.4, 9.114285714285714)","(11.0, 13.5, 13.443890274314214)","(3.7, 4.3, 4.092307692307692)","(12.0, 18.5, 17.09375)","(16.0, 25.0, 25.25)","(4.6, 6.0, 5.664)","(15.0, 20.0, 19.953125)","(26.0, 65.0, 61.666666666666664)"
