,Goldngalaxy,Mata Ole Le Afa,Sheza Adda,Times Tickin,Last Mini Minor,Brooklyn Mai Tai
07-12-2022 13:44:29.805583,"(2.1, 2.64, 2.6025)","(1.75, 2.22, 2.1208695652173915)","(26.0, 36.0, 32.0)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.833333333333332)"
07-12-2022 13:44:30.893224,"(2.1, 2.64, 2.6269565217391304)","(1.75, 2.16, 2.110909090909091)","(26.0, 36.0, 32.0)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.833333333333332)"
07-12-2022 13:44:31.989109,"(2.1, 2.64, 2.624)","(1.75, 2.16, 2.110909090909091)","(26.0, 36.0, 32.0)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.833333333333332)"
07-12-2022 13:44:32.913941,"(2.1, 2.64, 2.595)","(1.75, 2.16, 2.110909090909091)","(26.0, 36.0, 32.0)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.833333333333332)"
07-12-2022 13:44:34.036647,"(2.1, 2.64, 2.6175)","(1.75, 2.16, 2.128)","(26.0, 36.0, 34.4)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.5)"
07-12-2022 13:44:35.192525,"(2.1, 2.66, 2.63)","(1.75, 2.16, 2.1236363636363635)","(26.0, 36.0, 35.2)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:36.390962,"(2.1, 2.7, 2.6833333333333336)","(1.75, 2.14, 2.068)","(26.0, 36.0, 35.2)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:37.375399,"(2.1, 2.7, 2.6833333333333336)","(1.75, 2.14, 2.068888888888889)","(26.0, 36.0, 35.2)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:38.458663,"(2.1, 2.7, 2.6833333333333336)","(1.75, 2.14, 2.068888888888889)","(26.0, 36.0, 34.857142857142854)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:39.471647,"(2.1, 2.7, 2.696521739130435)","(1.75, 2.14, 2.068888888888889)","(26.0, 36.0, 34.857142857142854)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:40.497242,"(2.1, 2.7, 2.68)","(1.75, 2.14, 2.068888888888889)","(26.0, 36.0, 34.857142857142854)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 9.333333333333334)"
07-12-2022 13:44:41.494301,"(2.1, 2.7, 2.68)","(1.75, 2.14, 2.068888888888889)","(26.0, 36.0, 34.25)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 45.0)","(8.5, 11.0, 8.758333333333333)"
07-12-2022 13:44:42.536620,"(2.1, 2.88, 2.8718518518518517)","(1.75, 2.1, 2.0670886075949366)","(26.0, 38.0, 33.5)","(71.0, 150.0, 137.5)","(31.0, 55.0, 49.8)","(8.5, 10.5, 8.758333333333333)"
07-12-2022 13:44:43.580360,"(2.1, 2.88, 2.861818181818182)","(1.75, 2.1, 2.0670886075949366)","(26.0, 38.0, 35.3)","(71.0, 150.0, 137.5)","(31.0, 55.0, 52.111111111111114)","(8.5, 10.5, 8.758333333333333)"
07-12-2022 13:44:44.770647,"(2.1, 2.88, 2.8666666666666667)","(1.75, 2.1, 2.0670886075949366)","(26.0, 38.0, 35.3)","(71.0, 150.0, 137.5)","(31.0, 55.0, 49.5)","(8.5, 10.5, 9.55)"
07-12-2022 13:44:45.901845,"(2.1, 2.88, 2.79)","(1.75, 2.1, 2.0670886075949366)","(26.0, 38.0, 32.6)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 51.4)","(8.5, 10.5, 10.629999999999999)"
07-12-2022 13:44:46.933161,"(2.1, 2.88, 2.79)","(1.75, 2.1, 2.0670886075949366)","(26.0, 38.0, 32.6)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 53.0)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:47.994483,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 137.5)","(31.0, 55.0, 51.5)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:49.048731,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 137.5)","(31.0, 55.0, 51.5)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:50.107505,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 133.33333333333334)","(31.0, 55.0, 58.0)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:51.126313,"(2.1, 2.88, 2.7942857142857145)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 70.0, 56.5)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:52.225455,"(2.1, 2.88, 2.770909090909091)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 57.27272727272727)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:53.255169,"(2.1, 2.86, 2.6933333333333334)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 57.91666666666667)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:54.311380,"(2.1, 2.86, 2.684)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 57.91666666666667)","(8.5, 11.5, 10.629999999999999)"
07-12-2022 13:44:55.324977,"(2.1, 2.86, 2.764)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:44:56.342531,"(2.1, 2.86, 2.764)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:44:57.286654,"(2.1, 2.86, 2.8211764705882354)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:44:58.217329,"(2.1, 2.86, 2.813846153846154)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:44:59.183250,"(2.1, 2.88, 2.86625)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:00.061086,"(2.1, 2.88, 2.825)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:01.039484,"(2.1, 2.88, 2.825)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:02.033000,"(2.1, 2.88, 2.825)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:02.969359,"(2.1, 2.88, 2.8273684210526318)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 58.92857142857143)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:03.944886,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:04.840307,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 132.22222222222223)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:05.768987,"(2.1, 2.88, 2.73)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.6875)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:06.813506,"(2.1, 2.88, 2.6966666666666668)","(1.75, 2.08, 2.0632835820895523)","(26.0, 38.0, 32.6)","(71.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.6875)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:07.806084,"(2.1, 2.88, 2.837894736842105)","(1.75, 2.08, 2.0684536082474225)","(26.0, 38.0, 32.6)","(71.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:09.019698,"(2.1, 2.88, 2.837894736842105)","(1.75, 2.08, 2.068085106382979)","(26.0, 38.0, 32.6)","(71.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:10.406768,"(2.1, 2.88, 2.7633333333333336)","(1.75, 2.08, 2.068085106382979)","(26.0, 38.0, 32.6)","(71.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:11.327652,"(2.15, 2.88, 2.7633333333333336)","(1.75, 2.08, 2.068085106382979)","(26.0, 38.0, 32.6)","(81.0, 150.0, 140.58823529411765)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.629999999999999)"
07-12-2022 13:45:12.443048,"(2.15, 2.72, 2.6650704225352113)","(1.75, 2.08, 2.0510344827586207)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 12.7)"
07-12-2022 13:45:13.556278,"(2.15, 2.7, 2.640674157303371)","(1.75, 2.08, 2.0476923076923077)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 14.5, 11.3125)"
07-12-2022 13:45:14.645928,"(2.15, 2.7, 2.6032967032967034)","(1.75, 2.08, 2.0529032258064515)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 13.5, 10.866666666666667)"
07-12-2022 13:45:15.685823,"(2.15, 2.7, 2.6281632653061227)","(1.75, 2.1, 2.050909090909091)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 13.0, 10.538461538461538)"
07-12-2022 13:45:16.650768,"(2.15, 2.7, 2.6281632653061227)","(1.75, 2.1, 2.050909090909091)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 13.0, 10.6)"
07-12-2022 13:45:17.641952,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.1094736842105264)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 13.0, 11.26)"
07-12-2022 13:45:18.647703,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.1139393939393942)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 12.5, 11.26)"
07-12-2022 13:45:19.701077,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.116774193548387)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 12.5, 11.26)"
07-12-2022 13:45:20.761842,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.116774193548387)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 12.5, 10.975)"
07-12-2022 13:45:21.936105,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.115)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.975)"
07-12-2022 13:45:22.988076,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.115)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.975)"
07-12-2022 13:45:23.960125,"(2.15, 2.66, 2.63)","(1.75, 2.12, 2.1170370370370373)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 10.975)"
07-12-2022 13:45:25.022720,"(2.15, 2.66, 2.63)","(1.75, 2.14, 2.103265306122449)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.6875)","(8.0, 11.5, 11.27)"
07-12-2022 13:45:26.172117,"(2.15, 2.74, 2.668)","(1.75, 2.14, 2.1347368421052635)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 11.5, 12.379999999999999)"
07-12-2022 13:45:27.267242,"(2.15, 2.74, 2.6275)","(1.75, 2.14, 2.133684210526316)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 14.5, 12.05)"
07-12-2022 13:45:28.353089,"(2.15, 2.72, 2.672)","(1.75, 2.18, 2.173913043478261)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 59.33333333333333)","(8.0, 13.0, 11.642857142857142)"
07-12-2022 13:45:29.567724,"(2.15, 2.76, 2.6685714285714286)","(1.75, 2.22, 2.1622222222222223)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 57.27272727272727)","(8.0, 13.0, 11.642857142857142)"
07-12-2022 13:45:30.748614,"(2.15, 2.88, 2.768)","(1.75, 2.26, 2.171111111111111)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 57.27272727272727)","(8.0, 13.0, 11.3)"
07-12-2022 13:45:31.839043,"(2.15, 2.86, 2.6236363636363635)","(1.75, 2.26, 2.202857142857143)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 57.27272727272727)","(8.0, 12.0, 10.775)"
07-12-2022 13:45:32.927546,"(2.15, 2.86, 2.6185714285714288)","(1.75, 2.26, 2.202857142857143)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 57.27272727272727)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:34.068622,"(2.15, 2.86, 2.6185714285714288)","(1.75, 2.26, 2.1811764705882353)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 57.27272727272727)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:35.252148,"(2.15, 2.86, 2.6185714285714288)","(1.75, 2.24, 2.16)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 65.0, 44.0)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:36.313942,"(2.15, 2.84, 2.616)","(1.75, 2.24, 2.16)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 46.0, 57.5)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:37.369366,"(2.15, 2.82, 2.6275)","(1.75, 2.24, 2.1292307692307695)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 60.0, 57.77777777777778)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:38.432479,"(2.15, 2.8, 2.6142857142857143)","(1.75, 2.24, 2.155294117647059)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 60.0, 51.66666666666667)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:39.497883,"(2.15, 2.78, 2.66)","(1.75, 2.24, 2.155294117647059)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:40.617093,"(2.15, 2.78, 2.6228571428571428)","(1.75, 2.24, 2.21)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:41.644006,"(2.15, 2.76, 2.6369230769230767)","(1.75, 2.24, 2.21)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:42.546949,"(2.15, 2.76, 2.6266666666666665)","(1.75, 2.24, 2.21)","(26.0, 38.0, 32.6)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:43.620492,"(2.15, 2.74, 2.6658823529411766)","(1.75, 2.24, 2.1950000000000003)","(26.0, 38.0, 32.6)","(81.0, 150.0, 137.69230769230768)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:44.689038,"(2.15, 2.72, 2.7054545454545456)","(1.75, 2.24, 2.1950000000000003)","(26.0, 38.0, 32.0)","(81.0, 150.0, 164.0)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:45.767660,"(2.15, 2.72, 2.666666666666667)","(1.75, 2.24, 2.1950000000000003)","(26.0, 36.0, 30.0)","(81.0, 170.0, 155.0)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:47.119179,"(2.15, 2.72, 2.6151724137931036)","(1.75, 2.24, 2.1984615384615385)","(26.0, 36.0, 34.0)","(81.0, 170.0, 155.0)","(31.0, 55.0, 48.07692307692308)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:48.589888,"(2.15, 2.72, 2.6151724137931036)","(1.75, 2.24, 2.1984615384615385)","(26.0, 40.0, 34.0)","(81.0, 170.0, 164.0)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:49.756115,"(2.15, 2.72, 2.6151724137931036)","(1.75, 2.24, 2.1984615384615385)","(21.0, 40.0, 34.0)","(81.0, 170.0, 192.0)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.490909090909092)"
07-12-2022 13:45:50.911886,"(2.15, 2.72, 2.6151724137931036)","(1.75, 2.24, 2.211764705882353)","(21.0, 40.0, 34.0)","(81.0, 200.0, 182.5)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:52.085401,"(2.15, 2.72, 2.6350000000000002)","(1.75, 2.26, 2.1541176470588237)","(21.0, 40.0, 34.0)","(81.0, 200.0, 153.33333333333334)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:53.464684,"(2.15, 2.72, 2.6350000000000002)","(1.75, 2.26, 2.1954545454545458)","(21.0, 40.0, 34.0)","(81.0, 200.0, 160.0)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:54.593292,"(2.15, 2.72, 2.6350000000000002)","(1.75, 2.24, 2.1954545454545458)","(21.0, 40.0, 34.0)","(81.0, 180.0, 146.66666666666666)","(31.0, 55.0, 48.57142857142857)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:55.780225,"(2.15, 2.72, 2.6350000000000002)","(1.75, 2.24, 2.1855555555555557)","(21.0, 40.0, 34.0)","(81.0, 180.0, 140.0)","(31.0, 55.0, 46.81818181818182)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:57.025546,"(2.15, 2.72, 2.6350000000000002)","(1.75, 2.24, 2.17)","(21.0, 40.0, 34.0)","(81.0, 180.0, 140.0)","(31.0, 55.0, 46.81818181818182)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:58.140089,"(2.15, 2.72, 2.6180000000000003)","(1.75, 2.26, 2.1799999999999997)","(21.0, 40.0, 34.0)","(81.0, 180.0, 144.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:45:59.293911,"(2.15, 2.7, 2.6500000000000004)","(1.75, 2.26, 2.203529411764706)","(21.0, 40.0, 34.0)","(81.0, 160.0, 135.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:00.332342,"(2.15, 2.7, 2.6333333333333333)","(1.75, 2.26, 2.19)","(21.0, 40.0, 34.0)","(81.0, 160.0, 135.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:01.429720,"(2.15, 2.7, 2.6333333333333333)","(1.75, 2.26, 2.19)","(21.0, 40.0, 34.0)","(81.0, 160.0, 133.33333333333334)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:02.475318,"(2.15, 2.7, 2.6333333333333333)","(1.75, 2.26, 2.19)","(21.0, 40.0, 34.0)","(81.0, 150.0, 120.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:03.481988,"(2.15, 2.7, 2.6571428571428575)","(1.75, 2.26, 2.229565217391304)","(21.0, 40.0, 34.0)","(81.0, 150.0, 120.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:04.569998,"(2.15, 2.7, 2.6571428571428575)","(1.75, 2.26, 2.2442105263157894)","(21.0, 40.0, 34.0)","(81.0, 140.0, 116.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:05.544136,"(2.15, 2.7, 2.6571428571428575)","(1.75, 2.26, 2.246046511627907)","(21.0, 40.0, 34.0)","(81.0, 140.0, 116.0)","(31.0, 55.0, 46.0)","(8.0, 12.0, 11.422222222222222)"
07-12-2022 13:46:06.569422,"(2.15, 2.72, 2.68)","(1.75, 2.12, 2.082702702702703)","(21.0, 40.0, 34.0)","(81.0, 140.0, 120.0)","(31.0, 55.0, 46.0)","(8.0, 12.5, 11.81111111111111)"
07-12-2022 13:46:07.696543,"(2.15, 2.72, 2.648)","(1.75, 2.12, 2.082702702702703)","(21.0, 40.0, 36.0)","(81.0, 140.0, 122.85714285714286)","(31.0, 50.0, 45.5)","(8.0, 13.5, 10.355555555555556)"
07-12-2022 13:46:08.801274,"(2.15, 2.72, 2.648)","(1.75, 2.12, 2.095584415584416)","(21.0, 40.0, 36.0)","(81.0, 140.0, 122.85714285714286)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.254545454545454)"
07-12-2022 13:46:09.717419,"(2.15, 2.72, 2.648)","(1.75, 2.12, 2.095584415584416)","(21.0, 40.0, 36.0)","(81.0, 140.0, 122.85714285714286)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.254545454545454)"
07-12-2022 13:46:10.823776,"(2.15, 2.72, 2.673846153846154)","(1.75, 2.12, 2.095584415584416)","(21.0, 40.0, 36.0)","(81.0, 140.0, 110.0)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.628571428571428)"
07-12-2022 13:46:11.865010,"(2.15, 2.72, 2.673846153846154)","(1.75, 2.12, 2.1119298245614035)","(21.0, 40.0, 36.0)","(81.0, 130.0, 120.0)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.628571428571428)"
07-12-2022 13:46:12.913744,"(2.15, 2.72, 2.673846153846154)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 130.0, 120.0)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.628571428571428)"
07-12-2022 13:46:13.860455,"(2.15, 2.72, 2.645)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 180.0, 164.0)","(31.0, 50.0, 46.0)","(8.0, 13.0, 11.628571428571428)"
07-12-2022 13:46:14.919586,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 180.0, 164.0)","(31.0, 50.0, 47.5)","(8.0, 13.0, 12.36)"
07-12-2022 13:46:15.941504,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 180.0, 164.0)","(31.0, 55.0, 47.5)","(8.0, 13.0, 12.883333333333333)"
07-12-2022 13:46:16.969033,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 180.0, 145.71428571428572)","(31.0, 55.0, 47.5)","(8.0, 13.5, 12.1125)"
07-12-2022 13:46:17.941302,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.1125925925925926)","(21.0, 40.0, 36.0)","(81.0, 170.0, 135.0)","(31.0, 55.0, 47.5)","(8.0, 13.5, 12.1125)"
07-12-2022 13:46:18.931880,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.1136)","(21.0, 40.0, 36.0)","(81.0, 160.0, 124.0)","(31.0, 55.0, 47.5)","(8.0, 13.5, 12.1125)"
07-12-2022 13:46:19.966107,"(2.15, 2.72, 2.6545454545454548)","(1.75, 2.12, 2.11304347826087)","(21.0, 40.0, 36.0)","(81.0, 160.0, 124.0)","(31.0, 55.0, 46.333333333333336)","(8.0, 13.0, 10.466666666666667)"
07-12-2022 13:46:20.921428,"(2.15, 2.72, 2.68)","(1.75, 2.12, 2.11304347826087)","(21.0, 40.0, 34.5)","(81.0, 160.0, 130.0)","(31.0, 55.0, 49.0)","(8.0, 11.5, 10.6)"
07-12-2022 13:46:21.988510,"(2.15, 2.72, 2.7090909090909094)","(1.75, 2.12, 2.11304347826087)","(21.0, 40.0, 34.5)","(81.0, 160.0, 130.0)","(31.0, 55.0, 49.0)","(8.0, 11.0, 13.233333333333334)"
07-12-2022 13:46:23.074593,"(2.15, 2.74, 2.656)","(1.75, 2.1, 2.081470588235294)","(21.0, 44.0, 39.0)","(81.0, 160.0, 165.0)","(31.0, 55.0, 58.72727272727273)","(8.0, 14.0, 10.583333333333334)"
