,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:47:48.827167,"(3.2, 3.6, 3.5741379310344827)","(31.0, 42.0, 40.0)","(81.0, 140.0, 125.0)","(16.0, 21.0, 19.88888888888889)","(26.0, 44.0, 41.45454545454545)","(5.0, 6.4, 6.28)","(7.0, 8.2, 7.909803921568627)","(20.0, 46.0, 42.680851063829785)","(3.3, 3.65, 3.5868421052631576)","(31.0, 90.0, 80.625)","(101.0, 180.0, 162.96296296296296)","(51.0, 85.0, 67.89473684210526)"
11-01-2023 15:47:50.662590,"(3.2, 3.65, 3.5741379310344827)","(31.0, 42.0, 41.25)","(81.0, 140.0, 125.0)","(16.0, 21.0, 19.88888888888889)","(26.0, 44.0, 41.45454545454545)","(5.0, 6.4, 6.28)","(7.0, 8.2, 7.907692307692307)","(20.0, 46.0, 43.5)","(3.3, 3.65, 3.591176470588235)","(31.0, 90.0, 80.625)","(101.0, 180.0, 162.96296296296296)","(51.0, 85.0, 67.89473684210526)"
11-01-2023 15:47:52.541170,"(3.2, 3.65, 3.5791666666666666)","(31.0, 42.0, 41.25)","(81.0, 140.0, 108.75)","(16.0, 21.0, 19.90909090909091)","(26.0, 44.0, 41.333333333333336)","(5.0, 6.4, 6.5)","(7.0, 8.2, 7.989473684210526)","(20.0, 44.0, 42.666666666666664)","(3.3, 3.65, 3.620833333333333)","(31.0, 90.0, 82.5)","(101.0, 180.0, 151.30434782608697)","(51.0, 85.0, 67.89473684210526)"
11-01-2023 15:47:54.301777,"(3.2, 3.6, 3.5741379310344827)","(31.0, 42.0, 39.0)","(81.0, 140.0, 108.75)","(16.0, 21.0, 19.90909090909091)","(26.0, 42.0, 40.8235294117647)","(5.0, 6.8, 6.533333333333333)","(7.0, 8.2, 7.989473684210526)","(20.0, 44.0, 42.8)","(3.3, 3.65, 3.620833333333333)","(31.0, 90.0, 82.5)","(101.0, 180.0, 151.30434782608697)","(51.0, 80.0, 66.66666666666667)"
11-01-2023 15:47:56.064335,"(3.2, 3.65, 3.5741379310344827)","(31.0, 42.0, 39.0)","(81.0, 140.0, 108.75)","(16.0, 21.0, 19.90909090909091)","(26.0, 42.0, 40.8235294117647)","(5.0, 6.8, 6.533333333333333)","(7.0, 8.2, 7.989473684210526)","(20.0, 44.0, 42.8)","(3.3, 3.65, 3.628378378378378)","(31.0, 90.0, 83.33333333333333)","(101.0, 180.0, 141.7391304347826)","(51.0, 80.0, 66.66666666666667)"
11-01-2023 15:47:57.815646,"(3.2, 3.65, 3.5741379310344827)","(31.0, 42.0, 39.0)","(81.0, 140.0, 112.5)","(16.0, 21.0, 20.333333333333332)","(26.0, 42.0, 40.333333333333336)","(5.0, 6.8, 6.533333333333333)","(7.0, 8.2, 8.048275862068966)","(20.0, 44.0, 42.36363636363636)","(3.3, 3.65, 3.6430434782608696)","(31.0, 90.0, 87.14285714285714)","(101.0, 180.0, 150.0)","(51.0, 80.0, 66.66666666666667)"
11-01-2023 15:47:59.575601,"(3.2, 3.65, 3.5741379310344827)","(31.0, 42.0, 39.0)","(81.0, 130.0, 112.5)","(16.0, 21.0, 20.333333333333332)","(26.0, 42.0, 40.333333333333336)","(5.0, 6.8, 6.7)","(7.0, 8.2, 8.070588235294117)","(20.0, 44.0, 42.36363636363636)","(3.3, 3.65, 3.6423076923076922)","(31.0, 90.0, 87.14285714285714)","(101.0, 170.0, 150.0)","(51.0, 80.0, 61.785714285714285)"
11-01-2023 15:48:01.336409,"(3.2, 3.65, 3.5766666666666667)","(31.0, 42.0, 39.0)","(81.0, 130.0, 112.5)","(16.0, 21.0, 19.75)","(26.0, 42.0, 40.333333333333336)","(5.0, 6.8, 6.4)","(7.0, 8.2, 8.0625)","(20.0, 44.0, 42.0)","(3.3, 3.65, 3.6423076923076922)","(31.0, 90.0, 95.71428571428572)","(101.0, 170.0, 150.0)","(51.0, 85.0, 61.785714285714285)"
11-01-2023 15:48:03.090368,"(3.2, 3.65, 3.5833333333333335)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 21.0, 19.75)","(26.0, 42.0, 40.333333333333336)","(5.0, 6.8, 6.4)","(7.0, 8.2, 8.0625)","(20.0, 44.0, 42.0)","(3.3, 3.65, 3.6423076923076922)","(31.0, 100.0, 95.71428571428572)","(101.0, 170.0, 150.0)","(51.0, 80.0, 63.333333333333336)"
11-01-2023 15:48:04.875353,"(3.2, 3.6, 3.592857142857143)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 21.0, 19.75)","(26.0, 42.0, 40.333333333333336)","(5.0, 6.8, 6.4)","(7.0, 8.2, 8.0625)","(20.0, 44.0, 42.0)","(3.3, 3.65, 3.6423076923076922)","(31.0, 100.0, 95.71428571428572)","(101.0, 170.0, 150.0)","(51.0, 80.0, 63.333333333333336)"
11-01-2023 15:48:06.641311,"(3.2, 3.6, 3.5432432432432432)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 21.0, 20.727272727272727)","(26.0, 42.0, 38.142857142857146)","(5.0, 6.8, 6.733333333333333)","(7.0, 8.2, 7.944)","(20.0, 44.0, 43.05882352941177)","(3.3, 3.65, 3.6423076923076922)","(31.0, 100.0, 95.71428571428572)","(101.0, 170.0, 150.0)","(51.0, 80.0, 63.333333333333336)"
11-01-2023 15:48:08.196954,"(3.2, 3.55, 3.5432432432432432)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 21.0, 20.727272727272727)","(26.0, 40.0, 37.523809523809526)","(5.0, 6.8, 6.74)","(7.0, 8.2, 7.944)","(20.0, 44.0, 43.05882352941177)","(3.3, 3.65, 3.6423076923076922)","(31.0, 100.0, 90.0)","(101.0, 170.0, 150.0)","(51.0, 80.0, 63.333333333333336)"
11-01-2023 15:48:09.719985,"(3.2, 3.55, 3.5447916666666663)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 21.0, 21.0)","(26.0, 40.0, 37.333333333333336)","(5.0, 6.8, 6.699999999999999)","(7.0, 8.2, 8.006060606060606)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.65, 3.6487179487179486)","(31.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 67.5)"
11-01-2023 15:48:11.404553,"(3.2, 3.55, 3.5352941176470587)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 22.0, 21.72222222222222)","(26.0, 38.0, 37.111111111111114)","(5.0, 6.8, 6.699999999999999)","(7.0, 8.2, 8.006060606060606)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.65, 3.6513513513513516)","(31.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 67.5)"
11-01-2023 15:48:13.217360,"(3.2, 3.55, 3.5352941176470587)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 112.5)","(16.0, 22.0, 21.72222222222222)","(26.0, 38.0, 36.857142857142854)","(5.0, 6.8, 6.699999999999999)","(7.0, 8.2, 8.006060606060606)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6513513513513516)","(31.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 67.5)"
11-01-2023 15:48:15.023493,"(3.2, 3.55, 3.5395833333333333)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 120.0)","(16.0, 22.0, 21.72222222222222)","(26.0, 38.0, 36.857142857142854)","(5.0, 6.8, 6.742857142857143)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6513513513513516)","(31.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:16.899209,"(3.2, 3.55, 3.505)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 120.0)","(16.0, 22.0, 21.72222222222222)","(26.0, 38.0, 36.857142857142854)","(5.0, 6.8, 6.742857142857143)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6666666666666665)","(31.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:19.043277,"(3.2, 3.55, 3.502083333333333)","(31.0, 42.0, 41.14285714285714)","(81.0, 130.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 38.0, 38.206896551724135)","(5.0, 6.8, 6.742857142857143)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6666666666666665)","(31.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:21.069842,"(3.2, 3.55, 3.4891891891891893)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.375)","(5.0, 6.8, 6.742857142857143)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6666666666666665)","(31.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:22.832952,"(3.2, 3.5, 3.445220588235294)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.375)","(5.0, 6.8, 6.742857142857143)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6666666666666665)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:24.574945,"(3.2, 3.45, 3.4922535211267607)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.375)","(5.0, 6.8, 6.548148148148148)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.6705882352941175)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:26.334302,"(3.2, 3.5, 3.481366459627329)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.0)","(5.0, 6.6, 6.6499999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.664)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:28.026183,"(3.2, 3.5, 3.473684210526316)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.6499999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.664)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:29.715998,"(3.2, 3.5, 3.473684210526316)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 21.72222222222222)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.6499999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.664)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:31.535225,"(3.2, 3.5, 3.431818181818182)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 22.0, 20.7)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.685714285714285)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.7, 3.726470588235294)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:33.394791,"(3.2, 3.45, 3.431818181818182)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 21.0, 20.59090909090909)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.685714285714285)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.726470588235294)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:34.994392,"(3.2, 3.45, 3.431818181818182)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 21.0, 20.59090909090909)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.685714285714285)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.726470588235294)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:36.536629,"(3.2, 3.45, 3.431818181818182)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 21.0, 20.59090909090909)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.753846153846154)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.7375)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:38.097113,"(3.2, 3.45, 3.4370967741935483)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 21.0, 20.59090909090909)","(26.0, 40.0, 38.0)","(5.0, 7.0, 6.74)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.7225)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:40.053202,"(3.2, 3.45, 3.439655172413793)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(16.0, 21.0, 20.833333333333332)","(26.0, 40.0, 38.0)","(5.0, 6.8, 6.7749999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.7225)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:42.168134,"(3.2, 3.45, 3.439655172413793)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.833333333333332)","(26.0, 40.0, 38.0)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.7346153846153847)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:44.237474,"(3.2, 3.45, 3.431818181818182)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.833333333333332)","(26.0, 40.0, 38.0)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.004878048780487)","(20.0, 44.0, 43.2)","(3.3, 3.75, 3.7346153846153847)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:46.175298,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.833333333333332)","(26.0, 40.0, 38.0)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.137142857142857)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.75, 3.7615384615384615)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:47.997127,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.833333333333332)","(26.0, 40.0, 38.0)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.120754716981132)","(20.0, 44.0, 42.93333333333333)","(3.3, 3.8, 3.7615384615384615)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:49.890638,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.77777777777778)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.856)","(7.0, 8.2, 8.170666666666666)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7636363636363637)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:51.467518,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.5)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.170666666666666)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7714285714285714)","(41.0, 100.0, 81.25)","(101.0, 170.0, 156.66666666666666)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:53.015885,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 19.666666666666668)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.7749999999999995)","(7.0, 8.2, 8.367567567567567)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7660714285714283)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:54.570107,"(3.2, 3.45, 3.4104166666666664)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 21.0, 20.0)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.4, 8.277777777777777)","(20.0, 44.0, 41.2)","(3.3, 3.8, 3.7660714285714283)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(41.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:56.139699,"(3.2, 3.45, 3.4178571428571427)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.357142857142858)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.4, 8.362666666666668)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.795)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:57.896699,"(3.2, 3.45, 3.4178571428571427)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.357142857142858)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.4, 8.362666666666668)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.795)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:48:59.436722,"(3.2, 3.45, 3.4178571428571427)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.357142857142858)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.4, 8.362666666666668)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.795)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:49:01.457524,"(3.2, 3.45, 3.379787234042553)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.357142857142858)","(26.0, 40.0, 38.62068965517241)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.4, 8.36)","(20.0, 42.0, 41.2)","(3.3, 3.85, 3.8333333333333335)","(41.0, 100.0, 81.25)","(101.0, 170.0, 150.0)","(51.0, 80.0, 72.3076923076923)"
11-01-2023 15:49:03.219888,"(3.2, 3.4, 3.3753246753246753)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.7)","(26.0, 40.0, 38.45161290322581)","(5.0, 7.0, 6.843478260869565)","(7.0, 8.4, 8.36)","(20.0, 42.0, 42.0)","(3.3, 3.85, 3.8095238095238093)","(41.0, 100.0, 80.0)","(101.0, 170.0, 150.0)","(51.0, 85.0, 64.6875)"
11-01-2023 15:49:05.255092,"(3.2, 3.4, 3.3238683127572015)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 121.25)","(17.0, 20.0, 19.833333333333332)","(26.0, 40.0, 38.375)","(5.0, 7.0, 6.843478260869565)","(7.0, 8.4, 8.36)","(20.0, 44.0, 42.0)","(3.3, 3.85, 3.8)","(41.0, 100.0, 80.0)","(101.0, 170.0, 150.0)","(51.0, 85.0, 64.6875)"
11-01-2023 15:49:07.247394,"(3.2, 3.4, 3.319205298013245)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.833333333333332)","(26.0, 40.0, 39.25)","(5.0, 7.0, 6.843478260869565)","(7.0, 8.4, 8.17027027027027)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.85, 3.8)","(41.0, 100.0, 95.0)","(101.0, 170.0, 165.0)","(51.0, 85.0, 66.66666666666667)"
11-01-2023 15:49:09.049317,"(3.2, 3.35, 3.309565217391304)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.833333333333332)","(26.0, 40.0, 39.25)","(5.0, 7.0, 6.714285714285714)","(7.0, 8.2, 8.17027027027027)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.85, 3.8023809523809526)","(41.0, 100.0, 95.0)","(101.0, 170.0, 151.30434782608697)","(51.0, 80.0, 66.66666666666667)"
11-01-2023 15:49:10.732373,"(3.2, 3.35, 3.3068376068376066)","(31.0, 42.0, 41.14285714285714)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.85)","(26.0, 40.0, 40.57142857142857)","(5.0, 6.6, 6.775)","(7.0, 8.2, 8.17027027027027)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.85, 3.8214285714285716)","(41.0, 100.0, 95.0)","(101.0, 180.0, 151.30434782608697)","(51.0, 80.0, 66.66666666666667)"
11-01-2023 15:49:12.356367,"(3.2, 3.3, 3.316019417475728)","(31.0, 42.0, 41.2)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.5)","(26.0, 42.0, 40.75)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.2, 8.172151898734176)","(20.0, 44.0, 43.333333333333336)","(3.3, 3.85, 3.821428571428571)","(41.0, 100.0, 87.5)","(101.0, 180.0, 160.8695652173913)","(51.0, 80.0, 61.785714285714285)"
11-01-2023 15:49:14.020127,"(3.2, 3.35, 3.316019417475728)","(31.0, 42.0, 41.2)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.5)","(26.0, 42.0, 40.75)","(5.0, 7.0, 6.723076923076923)","(7.0, 8.2, 8.172151898734176)","(20.0, 44.0, 43.333333333333336)","(3.3, 3.85, 3.821428571428571)","(41.0, 95.0, 87.5)","(101.0, 180.0, 160.8695652173913)","(51.0, 85.0, 63.333333333333336)"
11-01-2023 15:49:15.615549,"(3.2, 3.35, 3.3091397849462365)","(31.0, 42.0, 41.2)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.785714285714285)","(26.0, 42.0, 40.75)","(5.0, 7.0, 6.8)","(7.0, 8.2, 8.172151898734176)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.85, 3.7857142857142856)","(41.0, 95.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(51.0, 80.0, 61.785714285714285)"
11-01-2023 15:49:17.265229,"(3.2, 3.4, 3.3091397849462365)","(31.0, 42.0, 41.2)","(81.0, 140.0, 130.0)","(17.0, 20.0, 19.785714285714285)","(26.0, 42.0, 40.54545454545455)","(5.0, 7.0, 6.871428571428571)","(7.0, 8.2, 8.16)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.8, 3.770833333333333)","(41.0, 100.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(51.0, 85.0, 61.785714285714285)"
11-01-2023 15:49:18.872462,"(3.2, 3.4, 3.3091397849462365)","(31.0, 42.0, 41.5)","(81.0, 140.0, 130.0)","(17.0, 20.0, 18.636363636363637)","(26.0, 42.0, 40.54545454545455)","(5.0, 7.0, 6.875862068965517)","(7.0, 8.2, 8.16)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.8, 3.728645833333333)","(41.0, 100.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(51.0, 85.0, 61.785714285714285)"
11-01-2023 15:49:20.455898,"(3.2, 3.4, 3.3089005235602094)","(31.0, 42.0, 39.714285714285715)","(81.0, 140.0, 130.0)","(17.0, 19.0, 18.375)","(26.0, 42.0, 40.22222222222222)","(5.0, 7.0, 7.466666666666667)","(7.0, 8.2, 8.3)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.75, 3.7261627906976744)","(41.0, 100.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(51.0, 85.0, 51.2)"
11-01-2023 15:49:21.970189,"(3.2, 3.4, 3.3089005235602094)","(31.0, 42.0, 38.61538461538461)","(81.0, 140.0, 130.0)","(17.0, 18.5, 18.375)","(26.0, 42.0, 40.22222222222222)","(5.0, 8.0, 7.3)","(7.0, 8.4, 8.292307692307691)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.75, 3.7401785714285714)","(41.0, 95.0, 91.42857142857143)","(101.0, 180.0, 160.8695652173913)","(51.0, 85.0, 52.18181818181818)"
11-01-2023 15:49:23.863312,"(3.2, 3.4, 3.3089005235602094)","(31.0, 42.0, 38.0)","(81.0, 140.0, 124.54545454545455)","(17.0, 18.5, 18.375)","(26.0, 42.0, 40.22222222222222)","(5.0, 8.4, 7.466666666666667)","(7.0, 8.4, 8.292307692307691)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.75, 3.7401785714285714)","(41.0, 100.0, 88.33333333333333)","(101.0, 180.0, 160.8695652173913)","(51.0, 80.0, 57.333333333333336)"
11-01-2023 15:49:25.343011,"(3.2, 3.4, 3.3089005235602094)","(31.0, 42.0, 38.0)","(81.0, 140.0, 124.54545454545455)","(17.0, 18.5, 18.375)","(26.0, 42.0, 40.22222222222222)","(5.0, 8.0, 7.966666666666666)","(7.0, 8.4, 8.292307692307691)","(20.0, 44.0, 43.1578947368421)","(3.3, 3.75, 3.7401785714285714)","(41.0, 100.0, 88.33333333333333)","(101.0, 180.0, 160.8695652173913)","(51.0, 80.0, 58.0)"
11-01-2023 15:49:26.943051,"(3.2, 3.4, 3.3201834862385318)","(31.0, 40.0, 38.0)","(81.0, 140.0, 124.54545454545455)","(17.0, 18.5, 18.375)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.2, 7.466666666666667)","(7.0, 8.4, 8.48)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.7401785714285714)","(41.0, 100.0, 89.0)","(101.0, 180.0, 160.8695652173913)","(51.0, 70.0, 58.0)"
