,Hillbilly Lass,Gazers Lane,Jasper Bale,Atomic Flea,Salience,Aston Delight,Reiko Clooney,Mr Fitty
09-01-2023 13:54:54.306742,"(4.0, 7.6, 6.933333333333333)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.692307692307693)","(12.0, 18.5, 16.05)","(3.6, 4.2, 3.9904761904761905)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.222222222222222)"
09-01-2023 13:54:55.554369,"(4.0, 7.6, 6.8999999999999995)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.692307692307693)","(12.0, 18.5, 16.05)","(3.6, 4.2, 3.9904761904761905)","(5.5, 7.0, 6.565217391304348)","(5.5, 6.8, 6.304761904761905)"
09-01-2023 13:54:56.785686,"(4.0, 7.6, 7.25)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.869565217391305)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.020408163265306)","(5.5, 7.0, 6.565217391304348)","(5.5, 6.8, 6.4941176470588236)"
09-01-2023 13:54:57.979385,"(4.0, 7.6, 7.428571428571428)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.63157894736842)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.020408163265306)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.4941176470588236)"
09-01-2023 13:54:59.168004,"(4.0, 7.6, 7.428571428571428)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.63157894736842)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 3.94)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.5636363636363635)"
09-01-2023 13:55:00.432471,"(4.0, 7.6, 7.25)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.63157894736842)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 3.997777777777778)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.4941176470588236)"
09-01-2023 13:55:01.660569,"(4.0, 7.6, 7.428571428571428)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 3.9521739130434783)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.222222222222222)"
09-01-2023 13:55:02.838658,"(4.0, 7.6, 7.199999999999999)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 3.966666666666667)","(5.5, 7.0, 6.565217391304348)","(5.5, 6.8, 6.15)"
09-01-2023 13:55:04.107830,"(4.0, 7.6, 6.814285714285714)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.041176470588235)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.266666666666667)"
09-01-2023 13:55:05.391389,"(4.0, 7.6, 7.176470588235294)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.346153846153847)","(21.0, 25.0, 23.923076923076923)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.009090909090909)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.8, 6.538461538461538)"
09-01-2023 13:55:06.693907,"(4.0, 7.6, 6.933333333333333)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.346153846153847)","(21.0, 25.0, 23.923076923076923)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.6, 6.5)"
09-01-2023 13:55:08.014730,"(4.0, 7.6, 7.126315789473684)","(5.5, 7.8, 7.505263157894737)","(8.5, 13.5, 13.25)","(21.0, 25.0, 23.923076923076923)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.6, 6.5)"
09-01-2023 13:55:09.338436,"(4.0, 7.6, 7.0)","(5.5, 7.8, 7.505263157894737)","(8.5, 13.5, 13.25)","(21.0, 25.0, 23.923076923076923)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.6, 6.538461538461538)"
09-01-2023 13:55:10.778993,"(4.0, 7.6, 7.0)","(5.5, 7.8, 7.512820512820513)","(8.5, 13.5, 13.318181818181818)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(5.5, 6.6, 6.4714285714285715)"
09-01-2023 13:55:12.113836,"(4.2, 7.6, 7.0)","(5.5, 7.8, 7.52)","(8.5, 13.5, 13.333333333333334)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(6.0, 6.6, 6.229411764705882)"
09-01-2023 13:55:13.563436,"(4.2, 7.6, 7.3)","(5.5, 7.8, 7.52)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.833333333333332)","(12.0, 18.5, 16.166666666666668)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.481481481481482)","(6.0, 6.6, 6.3428571428571425)"
09-01-2023 13:55:14.825152,"(4.2, 7.6, 7.28695652173913)","(5.5, 7.8, 7.5)","(8.5, 13.5, 13.346153846153847)","(21.0, 25.0, 23.454545454545453)","(12.0, 18.5, 15.790322580645162)","(3.6, 4.2, 4.06875)","(5.5, 7.0, 6.222222222222222)","(6.0, 6.6, 6.3)"
09-01-2023 13:55:16.047824,"(4.2, 7.6, 7.28695652173913)","(5.5, 7.8, 7.5)","(8.5, 13.5, 13.346153846153847)","(21.0, 25.0, 23.454545454545453)","(12.0, 18.5, 15.790322580645162)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.481481481481482)","(6.0, 6.6, 6.36)"
09-01-2023 13:55:17.413043,"(4.2, 7.6, 7.28695652173913)","(5.5, 7.8, 7.444444444444445)","(8.5, 13.5, 13.382352941176471)","(21.0, 25.0, 23.714285714285715)","(12.0, 18.5, 15.790322580645162)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.533333333333333)","(6.0, 6.6, 6.428571428571429)"
09-01-2023 13:55:18.791908,"(4.2, 7.6, 7.366666666666666)","(5.5, 7.8, 7.444444444444445)","(8.5, 13.5, 13.384615384615385)","(21.0, 25.0, 23.714285714285715)","(12.0, 18.5, 15.807692307692308)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.626666666666667)","(6.0, 6.6, 6.4)"
09-01-2023 13:55:20.133771,"(4.2, 7.6, 7.2444444444444445)","(5.5, 7.8, 7.576744186046512)","(8.5, 13.5, 13.384615384615385)","(21.0, 25.0, 23.714285714285715)","(12.0, 18.0, 15.807692307692308)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.4)"
09-01-2023 13:55:21.608968,"(4.2, 7.6, 7.24)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.666666666666668)","(12.0, 18.0, 15.807692307692308)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.4)"
09-01-2023 13:55:23.213059,"(4.2, 7.6, 7.366666666666666)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.666666666666668)","(12.0, 18.0, 16.166666666666668)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.488888888888889)"
09-01-2023 13:55:24.452669,"(4.2, 7.8, 7.4)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.666666666666668)","(12.0, 16.5, 15.807692307692308)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.50625)"
09-01-2023 13:55:25.724156,"(4.2, 7.8, 7.4)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.666666666666668)","(12.0, 16.5, 15.807692307692308)","(3.6, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.50625)"
09-01-2023 13:55:26.989915,"(4.2, 7.8, 7.4)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.714285714285715)","(12.0, 16.5, 15.75)","(3.7, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.442105263157895)"
09-01-2023 13:55:28.203898,"(4.2, 7.8, 7.542857142857143)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.714285714285715)","(12.0, 16.5, 16.125)","(3.7, 4.2, 4.1)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.475)"
09-01-2023 13:55:29.437376,"(4.2, 7.8, 7.292307692307692)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.833333333333332)","(12.0, 16.5, 16.125)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.475)"
09-01-2023 13:55:30.672454,"(4.2, 7.8, 7.65)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 16.5, 15.818181818181818)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.341176470588236)","(6.0, 6.6, 6.463636363636364)"
09-01-2023 13:55:31.942714,"(4.2, 7.8, 7.65)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 16.5, 16.363636363636363)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(6.0, 6.6, 6.488888888888889)"
09-01-2023 13:55:33.148361,"(4.2, 8.0, 7.7)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.363636363636363)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.253333333333334)","(6.0, 6.6, 6.488888888888889)"
09-01-2023 13:55:34.335053,"(4.2, 8.0, 7.6000000000000005)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.363636363636363)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.253333333333334)","(6.0, 6.6, 6.488888888888889)"
09-01-2023 13:55:35.546993,"(4.2, 8.0, 7.6000000000000005)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.714285714285715)","(12.0, 17.5, 16.363636363636363)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.253333333333334)","(6.0, 6.6, 6.488888888888889)"
09-01-2023 13:55:36.723931,"(4.2, 8.0, 7.333333333333334)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.714285714285715)","(12.0, 17.5, 15.833333333333334)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.466666666666667)","(6.0, 6.6, 6.327272727272727)"
09-01-2023 13:55:37.945978,"(4.2, 8.0, 7.333333333333334)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.253846153846154)"
09-01-2023 13:55:39.066683,"(4.2, 8.0, 7.314285714285714)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.253846153846154)"
09-01-2023 13:55:40.198205,"(4.2, 8.0, 7.314285714285714)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.327272727272727)"
09-01-2023 13:55:41.351517,"(4.2, 8.0, 7.314285714285714)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.327272727272727)"
09-01-2023 13:55:42.502656,"(4.2, 8.0, 7.345454545454546)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.65)","(6.0, 6.6, 6.247058823529412)"
09-01-2023 13:55:43.617754,"(4.2, 8.2, 7.824999999999999)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.327272727272727)"
09-01-2023 13:55:44.891769,"(4.2, 8.2, 7.533333333333333)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.714285714285715)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.247058823529412)"
09-01-2023 13:55:45.968317,"(4.2, 8.2, 7.533333333333333)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 25.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.569230769230769)","(6.0, 6.6, 6.208695652173913)"
09-01-2023 13:55:47.060090,"(4.2, 8.2, 7.654545454545454)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(6.0, 6.6, 6.107407407407408)"
09-01-2023 13:55:48.154292,"(4.2, 8.2, 7.8)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(6.0, 6.6, 6.107407407407408)"
09-01-2023 13:55:49.251884,"(4.2, 8.2, 7.8)","(5.5, 7.8, 7.581818181818182)","(8.5, 13.5, 13.392857142857142)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(6.0, 6.6, 6.107407407407408)"
09-01-2023 13:55:50.411728,"(4.2, 8.2, 7.685714285714285)","(5.5, 7.8, 7.571428571428571)","(8.5, 13.5, 13.166666666666666)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(6.0, 6.6, 6.225)"
09-01-2023 13:55:51.506680,"(4.2, 8.2, 7.8)","(5.5, 7.8, 7.571428571428571)","(9.0, 13.5, 13.318181818181818)","(21.0, 24.0, 23.714285714285715)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(5.5, 6.6, 6.266666666666667)"
09-01-2023 13:55:52.574757,"(4.4, 8.2, 7.654545454545454)","(5.5, 7.8, 7.571428571428571)","(9.0, 13.5, 13.166666666666666)","(21.0, 25.0, 23.714285714285715)","(12.0, 17.5, 15.9375)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(5.5, 6.6, 6.266666666666667)"
09-01-2023 13:55:53.615933,"(4.4, 8.0, 7.866666666666667)","(5.5, 7.8, 7.571428571428571)","(9.0, 14.0, 12.833333333333334)","(21.0, 25.0, 23.714285714285715)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(5.5, 6.6, 6.253846153846154)"
09-01-2023 13:55:54.602292,"(4.4, 8.0, 7.466666666666667)","(5.5, 7.8, 7.571428571428571)","(9.0, 14.0, 12.833333333333334)","(21.0, 25.0, 23.714285714285715)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.078723404255319)","(5.5, 7.0, 6.44)","(5.5, 6.6, 6.253846153846154)"
09-01-2023 13:55:55.583673,"(4.4, 8.0, 7.466666666666667)","(5.5, 7.8, 7.571428571428571)","(9.0, 13.5, 13.384615384615385)","(21.0, 24.0, 23.833333333333332)","(12.0, 17.5, 16.0)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.569230769230769)","(5.5, 6.6, 6.390697674418605)"
09-01-2023 13:55:56.558477,"(4.4, 7.8, 7.366666666666667)","(5.5, 7.8, 7.634482758620689)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.75)","(3.7, 4.2, 4.058490566037736)","(5.5, 7.0, 6.569230769230769)","(5.5, 6.6, 6.247058823529412)"
09-01-2023 13:55:57.566903,"(4.4, 7.8, 7.32)","(5.5, 7.8, 7.615384615384615)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.6)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.569230769230769)","(5.5, 6.6, 6.327272727272727)"
09-01-2023 13:55:58.591522,"(4.4, 7.8, 7.366666666666667)","(5.5, 7.8, 7.615384615384615)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.6)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.569230769230769)","(5.5, 6.6, 6.4)"
09-01-2023 13:55:59.634423,"(4.4, 7.8, 7.366666666666667)","(5.5, 7.8, 7.634482758620689)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.6)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.569230769230769)","(5.5, 6.6, 7.096551724137932)"
09-01-2023 13:56:00.721460,"(4.4, 7.8, 7.366666666666667)","(5.5, 7.8, 7.615384615384615)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.6)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.569230769230769)","(5.5, 7.2, 6.8382978723404255)"
09-01-2023 13:56:01.815404,"(4.4, 7.8, 7.28)","(5.5, 7.8, 7.634482758620689)","(9.0, 14.0, 12.6)","(21.0, 25.0, 23.875)","(12.0, 17.5, 15.681818181818182)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.6)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:02.947008,"(4.4, 7.8, 7.338461538461538)","(5.5, 7.8, 7.634482758620689)","(9.0, 14.0, 12.6)","(21.0, 25.0, 23.875)","(12.0, 17.5, 15.729166666666666)","(3.7, 4.2, 4.068)","(5.5, 7.0, 6.6)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:04.087191,"(4.4, 7.8, 7.3)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.6)","(21.0, 25.0, 23.875)","(12.0, 17.5, 15.729166666666666)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.6)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:05.240781,"(4.4, 7.8, 7.425000000000001)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.6)","(21.0, 24.0, 23.875)","(12.0, 17.5, 15.875)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.6)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:06.296905,"(4.4, 7.8, 7.425000000000001)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 13.071428571428571)","(21.0, 24.0, 23.875)","(12.0, 16.0, 15.777777777777779)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:07.389652,"(4.4, 7.8, 7.444444444444445)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.887096774193548)","(21.0, 24.0, 23.875)","(12.0, 16.0, 15.777777777777779)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:08.513405,"(4.4, 7.8, 7.428571428571429)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(21.0, 24.0, 23.875)","(12.0, 16.0, 15.777777777777779)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.44)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:09.557651,"(4.4, 7.8, 7.428571428571429)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.887096774193548)","(21.0, 24.0, 23.875)","(12.0, 16.0, 15.777777777777779)","(3.7, 4.2, 4.056521739130435)","(5.5, 7.0, 6.5520000000000005)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:10.613331,"(4.8, 7.8, 7.3)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(21.0, 25.0, 23.875)","(12.0, 16.0, 15.4375)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:11.713811,"(4.8, 7.8, 7.3)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(21.0, 25.0, 23.96153846153846)","(12.0, 17.5, 15.875)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:12.814556,"(4.8, 7.8, 7.426666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(21.0, 24.0, 23.96153846153846)","(12.0, 17.5, 15.875)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:13.872870,"(4.8, 7.8, 7.426666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(19.0, 24.0, 23.96153846153846)","(12.0, 17.5, 15.875)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:14.929287,"(4.8, 7.8, 7.426666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(19.0, 24.0, 23.96153846153846)","(12.0, 17.5, 15.777777777777779)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:15.982183,"(4.8, 7.8, 7.426666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(19.0, 24.0, 23.96153846153846)","(12.0, 16.0, 15.777777777777779)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:17.019627,"(4.8, 7.8, 7.426666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.887096774193548)","(19.0, 24.0, 24.470588235294116)","(12.0, 16.0, 15.777777777777779)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:18.103507,"(4.8, 7.8, 7.366666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(19.0, 25.0, 24.470588235294116)","(12.0, 16.0, 15.777777777777779)","(3.5, 4.2, 4.056521739130435)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:19.201746,"(4.8, 7.8, 7.366666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.887096774193548)","(19.0, 25.0, 24.470588235294116)","(12.0, 16.0, 15.777777777777779)","(3.5, 4.2, 4.022448979591837)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:20.332480,"(4.8, 7.8, 7.366666666666667)","(5.5, 7.8, 7.685714285714285)","(9.0, 14.0, 12.673076923076923)","(19.0, 25.0, 23.96153846153846)","(12.0, 16.0, 16.166666666666668)","(3.5, 4.2, 4.022448979591837)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.8136363636363635)"
09-01-2023 13:56:21.479939,"(4.8, 7.8, 7.428571428571429)","(5.5, 7.8, 7.688235294117646)","(9.0, 14.0, 12.673076923076923)","(19.0, 24.0, 23.96153846153846)","(12.0, 17.0, 15.777777777777779)","(3.5, 4.2, 4.007142857142857)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.876190476190477)"
09-01-2023 13:56:22.658083,"(4.8, 7.8, 7.45)","(5.5, 7.8, 7.688235294117646)","(9.0, 14.0, 12.673076923076923)","(19.0, 24.0, 23.96153846153846)","(12.0, 17.0, 15.7)","(3.5, 4.2, 4.007142857142857)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 6.928)"
09-01-2023 13:56:23.778329,"(4.8, 7.6, 7.5)","(5.5, 7.8, 7.688235294117646)","(9.0, 14.0, 12.887096774193548)","(19.0, 24.0, 23.96153846153846)","(12.0, 16.0, 15.7)","(3.5, 4.2, 4.007142857142857)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.875)"
09-01-2023 13:56:24.827709,"(4.8, 7.6, 7.553846153846154)","(5.5, 7.8, 7.688235294117646)","(9.0, 14.0, 12.887096774193548)","(19.0, 24.0, 23.96153846153846)","(12.0, 16.0, 15.7)","(3.5, 4.2, 4.007142857142857)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 6.875)"
09-01-2023 13:56:25.861843,"(4.8, 7.6, 7.553846153846154)","(5.5, 7.8, 7.688235294117646)","(9.0, 14.0, 12.887096774193548)","(19.0, 24.0, 24.470588235294116)","(12.0, 16.0, 15.7)","(3.5, 4.2, 4.015384615384615)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 7.026666666666666)"
09-01-2023 13:56:26.998696,"(4.8, 7.6, 7.553846153846154)","(5.5, 7.8, 7.688235294117646)","(9.0, 13.5, 12.875)","(19.0, 25.0, 24.470588235294116)","(12.0, 16.0, 15.7)","(3.5, 4.2, 4.015384615384615)","(5.5, 7.0, 6.341176470588236)","(5.5, 7.2, 7.0181818181818185)"
09-01-2023 13:56:28.071610,"(4.8, 7.8, 7.4)","(5.5, 7.8, 7.688235294117646)","(9.0, 13.5, 12.82)","(19.0, 25.0, 24.470588235294116)","(12.0, 16.0, 16.166666666666668)","(3.5, 4.2, 4.015384615384615)","(5.5, 7.0, 6.490909090909091)","(5.5, 7.2, 7.0181818181818185)"
