,Donovans Warrior,Red October,Top Honors,Pink Higgins,Nerky Rose,Call Me Firey,Quiet As Midnight
08-12-2022 12:34:13.873920,"(21.0, 120.0, 96.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.9)","(8.5, 11.5, 10.55)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:14.932303,"(21.0, 120.0, 96.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.9)","(8.5, 11.5, 10.809090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:16.010298,"(21.0, 120.0, 96.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.9)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:17.054121,"(21.0, 120.0, 96.25)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.4, 5.725)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:18.062976,"(21.0, 120.0, 88.66666666666666)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.4, 5.725)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:19.122437,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.4, 5.725)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:20.131820,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.4, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:21.207884,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:22.273822,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:23.396991,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:24.794919,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:25.971090,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:27.110062,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.2)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:28.144867,"(21.0, 110.0, 68.0)","(4.2, 4.4, 4.317647058823529)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:29.170050,"(21.0, 110.0, 68.0)","(4.2, 4.7, 4.45)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:30.184436,"(21.0, 110.0, 68.0)","(4.2, 4.7, 4.45)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:31.281860,"(21.0, 110.0, 68.0)","(4.2, 4.7, 4.45)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.75)"
08-12-2022 12:34:32.416290,"(21.0, 110.0, 68.0)","(4.2, 4.7, 4.45)","(3.3, 4.0, 3.8326086956521737)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.49090909090909)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.576923076923077)"
08-12-2022 12:34:33.570451,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.48)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.85)","(8.5, 11.0, 10.3)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.475)"
08-12-2022 12:34:34.690677,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.857142857142857)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.45)"
08-12-2022 12:34:35.785730,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.857142857142857)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:36.879991,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.857142857142857)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:37.943295,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.857142857142857)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:39.012731,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.48)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:40.168632,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.48)","(3.3, 4.0, 3.8075)","(4.6, 6.4, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:41.349210,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.48)","(3.3, 4.0, 3.8075)","(4.6, 6.4, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:42.476726,"(21.0, 110.0, 68.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.96)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:43.658154,"(21.0, 110.0, 76.4)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.96)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:44.684699,"(21.0, 110.0, 82.0)","(4.2, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.6, 6.2, 5.96)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:45.784534,"(21.0, 110.0, 82.0)","(4.2, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.6, 6.4, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:46.917427,"(21.0, 110.0, 82.0)","(4.2, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.6, 6.4, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:48.136043,"(21.0, 110.0, 82.0)","(4.2, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.6, 6.4, 5.8)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 5.9, 5.6)"
08-12-2022 12:34:49.380524,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:50.481016,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 5.9)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:51.642957,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:52.820204,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:54.061874,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.0, 9.879999999999999)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:55.311762,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.5, 9.98)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:56.626560,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.557142857142857)","(3.3, 4.0, 3.8075)","(4.8, 6.4, 6.2)","(8.5, 11.5, 9.98)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:57.869656,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.8166666666666664)","(4.8, 6.4, 6.2)","(8.5, 11.5, 9.98)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:34:59.122289,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.7973684210526315)","(4.8, 6.4, 6.2)","(8.5, 11.5, 9.98)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:00.434047,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 4.0, 3.7973684210526315)","(4.8, 6.4, 6.2)","(8.5, 11.5, 10.066666666666666)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:01.702173,"(21.0, 110.0, 82.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.066666666666666)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:02.810767,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.542857142857143)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.7250000000000005)"
08-12-2022 12:35:03.795790,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.557142857142857)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.542857142857143)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.45)"
08-12-2022 12:35:04.933588,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.542857142857143)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:06.462204,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.542857142857143)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:07.902107,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 6.2)","(8.5, 11.0, 10.542857142857143)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:09.214681,"(21.0, 110.0, 68.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 11.0, 9.95)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:10.698675,"(21.0, 110.0, 79.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:12.012512,"(21.0, 110.0, 79.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 18.071428571428573)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:13.270389,"(21.0, 110.0, 79.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:14.616671,"(21.0, 110.0, 79.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:16.026271,"(21.0, 110.0, 79.0)","(3.9, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.96)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:17.406708,"(21.0, 110.0, 79.0)","(3.8, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:18.750481,"(21.0, 110.0, 79.0)","(3.8, 4.9, 4.375)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:20.098247,"(21.0, 110.0, 79.0)","(3.8, 4.9, 4.3)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:21.442908,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.3)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:22.752077,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.2555555555555555)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:23.893208,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.2555555555555555)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:25.115027,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.2555555555555555)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 10.011111111111111)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:26.429352,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.352173913043479)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.8)","(8.5, 10.5, 10.011111111111111)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:27.759845,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.319047619047619)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.96)","(8.5, 10.5, 10.011111111111111)","(13.0, 20.0, 18.071428571428573)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:29.065478,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.319047619047619)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 10.5, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:30.403266,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.319047619047619)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:31.627005,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.319047619047619)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:32.826302,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.319047619047619)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.96)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:34.038996,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.85)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:35.329556,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.75)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:36.582624,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.9)","(8.5, 11.0, 9.971428571428572)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:37.849330,"(21.0, 110.0, 79.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.9)","(8.5, 11.0, 10.8)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.6)"
08-12-2022 12:35:39.096590,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.9)","(8.5, 12.0, 11.2)","(13.0, 20.0, 17.75)","(5.0, 5.9, 5.55)"
08-12-2022 12:35:40.369776,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.775)","(4.8, 6.2, 5.9)","(8.5, 12.0, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.55)"
08-12-2022 12:35:41.622275,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.41764705882353)","(3.3, 3.9, 3.775)","(4.8, 6.4, 5.95)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.55)"
08-12-2022 12:35:42.861842,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.41764705882353)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.95)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.3)","(5.0, 5.8, 5.55)"
08-12-2022 12:35:44.206283,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.95)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.3)","(5.0, 5.8, 5.4714285714285715)"
08-12-2022 12:35:45.552238,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.95)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.3)","(5.0, 5.9, 5.4714285714285715)"
08-12-2022 12:35:46.878451,"(21.0, 80.0, 39.5)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 18.071428571428573)","(5.0, 5.9, 5.466666666666667)"
08-12-2022 12:35:48.212712,"(21.0, 80.0, 44.66666666666667)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.2, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.466666666666667)"
08-12-2022 12:35:49.477440,"(21.0, 80.0, 44.66666666666667)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.2, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.466666666666667)"
08-12-2022 12:35:50.737265,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.2, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.466666666666667)"
08-12-2022 12:35:51.926795,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.2, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.466666666666667)"
08-12-2022 12:35:53.186954,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.2, 5.9)","(8.5, 11.5, 10.36)","(13.0, 20.0, 17.75)","(5.0, 5.8, 5.466666666666667)"
08-12-2022 12:35:54.504194,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.95)","(8.5, 12.0, 10.7125)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.9, 5.409090909090909)"
08-12-2022 12:35:55.811470,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 5.76)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.9, 5.55)"
08-12-2022 12:35:57.074770,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 6.057142857142857)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.8, 5.55)"
08-12-2022 12:35:58.345647,"(21.0, 75.0, 65.6)","(3.8, 4.7, 4.447368421052632)","(3.3, 3.9, 3.7676470588235293)","(4.8, 6.4, 6.057142857142857)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.8, 5.55)"
08-12-2022 12:35:59.582049,"(21.0, 75.0, 59.0)","(3.8, 4.7, 4.481818181818182)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.057142857142857)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.8, 5.409090909090909)"
08-12-2022 12:36:00.866388,"(21.0, 75.0, 59.0)","(3.8, 4.8, 4.571428571428571)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.228571428571429)","(8.5, 11.5, 10.6)","(13.0, 20.0, 18.615384615384617)","(4.8, 5.9, 5.4714285714285715)"
08-12-2022 12:36:02.158114,"(21.0, 75.0, 40.25)","(3.8, 4.8, 4.571428571428571)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.228571428571429)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.772727272727273)","(4.8, 5.9, 5.4714285714285715)"
08-12-2022 12:36:03.495593,"(21.0, 80.0, 48.2)","(3.8, 4.8, 4.571428571428571)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.228571428571429)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.772727272727273)","(4.8, 5.9, 5.25)"
08-12-2022 12:36:04.824348,"(21.0, 80.0, 48.2)","(3.8, 4.8, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.228571428571429)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.772727272727273)","(4.8, 5.3, 5.4)"
08-12-2022 12:36:06.139684,"(21.0, 80.0, 48.2)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.228571428571429)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.772727272727273)","(4.8, 5.8, 5.4)"
08-12-2022 12:36:07.531839,"(21.0, 80.0, 53.5)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.072727272727272)","(8.5, 11.5, 10.2)","(13.0, 20.0, 18.772727272727273)","(4.8, 5.8, 5.466666666666667)"
08-12-2022 12:36:08.819802,"(21.0, 75.0, 57.5)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 3.8111111111111113)","(4.8, 6.4, 6.072727272727272)","(8.5, 11.0, 9.95)","(13.0, 20.0, 17.3)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:10.064664,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 3.8333333333333335)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:11.256647,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.1, 3.8333333333333335)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(4.8, 5.8, 5.766666666666667)"
08-12-2022 12:36:12.594061,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.1, 3.971428571428571)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(4.8, 6.0, 5.6)"
08-12-2022 12:36:13.921256,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.1, 3.971428571428571)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(4.8, 6.2, 5.5)"
08-12-2022 12:36:15.237434,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.1, 4.033333333333333)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.3)","(4.8, 6.0, 5.78)"
