,Violetta Gift,La Perriere,Kimora Saffi,Leanne Leeann,Keayang Xena,Copacabana,Kyvalleyhoneybunny
11-01-2023 18:31:29.934629,"(19.0, 32.0, 30.4)","(5.5, 8.8, 8.725000000000001)","(4.2, 5.1, 4.859999999999999)","(7.5, 9.2, 8.836363636363636)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.833333333333333)","(13.0, 22.0, 20.4)"
11-01-2023 18:31:31.109745,"(19.0, 32.0, 30.4)","(5.5, 8.8, 8.725000000000001)","(4.2, 5.1, 4.859999999999999)","(7.5, 9.2, 8.836363636363636)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.833333333333333)","(13.0, 22.0, 20.4)"
11-01-2023 18:31:32.311642,"(19.0, 32.0, 30.4)","(5.5, 8.8, 8.725000000000001)","(4.2, 5.1, 4.859999999999999)","(7.5, 9.2, 8.836363636363636)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.833333333333333)","(13.0, 22.0, 20.4)"
11-01-2023 18:31:33.543777,"(19.0, 32.0, 30.5)","(5.5, 8.8, 8.725000000000001)","(4.2, 5.1, 4.859999999999999)","(7.5, 9.2, 8.836363636363636)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.653846153846154)","(13.0, 22.0, 20.4)"
11-01-2023 18:31:34.684558,"(19.0, 32.0, 30.5)","(5.5, 9.2, 9.08)","(4.2, 5.1, 4.859999999999999)","(7.5, 9.2, 8.836363636363636)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.653846153846154)","(13.0, 22.0, 21.2)"
11-01-2023 18:31:35.871723,"(19.0, 32.0, 30.5)","(5.5, 9.2, 9.05)","(4.2, 5.1, 5.298)","(7.5, 9.2, 8.742857142857142)","(2.6, 3.3, 3.2967741935483867)","(4.8, 6.0, 5.828571428571429)","(13.0, 22.0, 21.2)"
11-01-2023 18:31:37.075582,"(19.0, 32.0, 30.5)","(5.5, 9.2, 9.05)","(4.2, 5.3, 5.298)","(7.5, 9.2, 8.742857142857142)","(2.6, 3.3, 3.238888888888889)","(4.8, 5.9, 5.640000000000001)","(13.0, 22.0, 20.4)"
11-01-2023 18:31:38.349947,"(19.0, 32.0, 30.5)","(5.5, 9.2, 8.866666666666665)","(4.2, 5.3, 5.792)","(7.5, 9.2, 8.742857142857142)","(2.6, 3.35, 3.2666666666666666)","(4.8, 6.0, 5.640000000000001)","(13.0, 22.0, 19.666666666666668)"
11-01-2023 18:31:39.636994,"(19.0, 32.0, 27.5)","(5.5, 9.2, 8.866666666666665)","(4.2, 5.8, 5.777272727272727)","(7.5, 9.2, 8.35)","(2.6, 3.35, 3.276470588235294)","(4.8, 6.0, 5.668421052631579)","(13.0, 24.0, 19.125)"
11-01-2023 18:31:40.811269,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.866666666666665)","(4.2, 5.8, 5.777272727272727)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 6.0, 5.7)","(13.0, 24.0, 19.666666666666668)"
11-01-2023 18:31:42.046505,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.866666666666665)","(4.2, 5.8, 5.442857142857143)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.9, 5.78125)","(13.0, 24.0, 18.944444444444443)"
11-01-2023 18:31:43.339504,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.72)","(4.2, 5.8, 5.678494623655914)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.78125)","(13.0, 24.0, 19.75)"
11-01-2023 18:31:44.496103,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.72)","(4.2, 5.7, 5.678494623655914)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.78125)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:45.689431,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.72)","(4.2, 5.7, 5.678494623655914)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.78125)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:46.813301,"(19.0, 32.0, 27.5)","(6.0, 9.2, 8.72)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.743243243243243)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:48.090670,"(19.0, 32.0, 27.0)","(6.0, 9.2, 9.058823529411764)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.743243243243243)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:49.307383,"(19.0, 32.0, 27.0)","(6.0, 9.2, 9.023529411764706)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.743243243243243)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:50.487490,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.6)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.741666666666666)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:51.567499,"(19.0, 32.0, 27.0)","(6.0, 8.8, 8.6)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.276470588235294)","(4.8, 5.8, 5.771875)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:52.642957,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.927272727272726)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.771875)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:53.730321,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.927272727272726)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.771875)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:54.910405,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.927272727272726)","(4.2, 5.7, 5.6587628865979385)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.776923076923077)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:56.141752,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.927272727272726)","(4.2, 5.7, 5.6603960396039605)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.776923076923077)","(13.0, 22.0, 19.75)"
11-01-2023 18:31:57.350439,"(19.0, 32.0, 27.0)","(6.0, 9.2, 8.927272727272726)","(4.2, 5.7, 5.6603960396039605)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.776923076923077)","(13.0, 22.0, 19.357142857142858)"
11-01-2023 18:31:58.527630,"(19.0, 32.0, 30.2)","(6.0, 9.6, 8.8)","(4.2, 5.7, 5.6603960396039605)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.19375)","(4.8, 5.8, 5.776923076923077)","(13.0, 24.0, 19.357142857142858)"
11-01-2023 18:31:59.709546,"(19.0, 32.0, 30.2)","(6.0, 9.6, 8.76923076923077)","(4.2, 5.7, 5.663302752293578)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.35, 3.175)","(4.8, 5.8, 5.776923076923077)","(13.0, 24.0, 19.75)"
11-01-2023 18:32:00.773962,"(19.0, 32.0, 30.2)","(6.0, 9.6, 8.76923076923077)","(4.2, 5.7, 5.663302752293578)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.3, 3.175)","(4.8, 5.8, 5.391666666666667)","(13.0, 22.0, 19.75)"
11-01-2023 18:32:01.958761,"(19.0, 32.0, 30.2)","(6.0, 9.6, 9.2)","(4.2, 5.7, 5.363157894736842)","(7.5, 8.4, 8.363636363636363)","(2.6, 3.3, 3.1648148148148145)","(4.8, 5.5, 5.442857142857143)","(13.0, 22.0, 19.0)"
11-01-2023 18:32:03.086076,"(19.0, 32.0, 30.333333333333336)","(6.0, 9.4, 9.3)","(4.2, 5.7, 5.341379310344827)","(7.5, 8.4, 8.633333333333333)","(2.6, 3.25, 3.135897435897436)","(4.8, 5.5, 5.430434782608696)","(13.0, 22.0, 19.333333333333332)"
11-01-2023 18:32:04.103447,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.234285714285715)","(4.2, 5.7, 5.341379310344827)","(7.5, 8.8, 8.633333333333333)","(2.6, 3.2, 3.137837837837838)","(4.8, 5.5, 5.382758620689655)","(13.0, 22.0, 19.0)"
11-01-2023 18:32:05.151682,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.3)","(4.2, 5.6, 5.381818181818182)","(7.5, 8.8, 8.633333333333333)","(2.6, 3.2, 3.145)","(4.8, 5.5, 5.382758620689655)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:06.208714,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.411764705882353)","(4.2, 5.6, 5.381818181818182)","(7.5, 8.8, 8.633333333333333)","(2.6, 3.2, 3.145)","(4.8, 5.5, 5.382758620689655)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:07.275442,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.411764705882353)","(4.2, 5.6, 5.381818181818182)","(7.5, 8.8, 8.656)","(2.6, 3.2, 3.145)","(4.8, 5.5, 5.2846153846153845)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:08.344737,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.411764705882353)","(4.2, 5.6, 5.473684210526316)","(7.5, 8.8, 8.656)","(2.6, 3.2, 3.145)","(4.8, 5.4, 5.263636363636364)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:09.453795,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.411764705882353)","(4.2, 5.6, 5.473684210526316)","(7.5, 8.8, 9.379310344827587)","(2.6, 3.2, 3.145)","(4.8, 5.3, 5.263636363636364)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:10.528766,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.411764705882353)","(4.2, 5.6, 5.3428571428571425)","(7.5, 9.4, 9.379310344827587)","(2.6, 3.2, 3.1241379310344826)","(4.8, 5.3, 4.906666666666667)","(13.0, 24.0, 19.0)"
11-01-2023 18:32:11.638465,"(19.0, 32.0, 29.142857142857142)","(6.0, 9.6, 9.582608695652173)","(4.2, 5.6, 5.473684210526316)","(7.5, 9.4, 9.379310344827587)","(2.6, 3.15, 3.17)","(4.8, 5.0, 4.903529411764707)","(13.0, 24.0, 22.1)"
11-01-2023 18:32:12.735372,"(19.0, 32.0, 29.142857142857142)","(6.0, 10.0, 9.636363636363637)","(4.2, 5.6, 5.473684210526316)","(7.5, 9.4, 9.379310344827587)","(2.6, 3.2, 3.145161290322581)","(4.8, 5.0, 4.79327731092437)","(13.0, 23.0, 19.833333333333332)"
11-01-2023 18:32:13.916182,"(19.0, 32.0, 29.142857142857142)","(6.0, 11.5, 9.98)","(4.2, 5.6, 5.381818181818182)","(7.5, 10.5, 9.061538461538461)","(2.6, 3.2, 3.17)","(4.6, 5.0, 4.833333333333334)","(13.0, 24.0, 21.0)"
11-01-2023 18:32:15.089992,"(19.0, 32.0, 29.142857142857142)","(6.0, 11.0, 10.066666666666666)","(4.2, 5.6, 5.381818181818182)","(7.5, 10.5, 9.061538461538461)","(2.6, 3.2, 3.115)","(4.6, 4.9, 4.833333333333334)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:16.183974,"(19.0, 32.0, 29.142857142857142)","(6.0, 11.0, 9.755555555555555)","(4.2, 5.6, 5.4799999999999995)","(7.5, 10.5, 10.33)","(2.6, 3.2, 3.115)","(4.6, 4.9, 4.794117647058823)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:17.196201,"(19.0, 32.0, 29.142857142857142)","(6.0, 11.0, 9.727272727272727)","(4.2, 5.6, 5.514285714285714)","(7.5, 10.0, 9.88)","(2.6, 3.2, 3.115)","(4.6, 4.9, 4.794117647058823)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:18.218013,"(19.0, 32.0, 29.142857142857142)","(6.0, 11.0, 9.755555555555555)","(4.2, 5.6, 5.514285714285714)","(7.5, 10.0, 9.933333333333334)","(2.6, 3.2, 3.115)","(4.6, 4.9, 4.794117647058823)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:19.298720,"(19.0, 32.0, 25.333333333333332)","(6.0, 11.0, 9.755555555555555)","(4.2, 5.6, 5.514285714285714)","(7.5, 10.0, 9.782608695652174)","(2.6, 3.2, 3.165625)","(4.6, 4.9, 4.764)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:20.414564,"(19.0, 32.0, 25.333333333333332)","(6.0, 11.0, 9.707692307692307)","(4.2, 5.6, 5.42)","(7.5, 10.5, 9.865384615384615)","(2.6, 3.25, 3.165625)","(4.6, 4.9, 4.776190476190476)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:21.495061,"(19.0, 32.0, 25.333333333333332)","(6.0, 10.5, 10.2)","(4.2, 5.6, 5.42)","(7.5, 10.5, 9.865384615384615)","(2.6, 3.25, 3.165625)","(4.6, 4.9, 4.776190476190476)","(13.0, 22.0, 21.22222222222222)"
11-01-2023 18:32:22.498286,"(19.0, 32.0, 25.333333333333332)","(6.0, 10.5, 10.372727272727273)","(4.2, 5.6, 5.42)","(7.5, 10.5, 9.91304347826087)","(2.6, 3.25, 3.1214285714285714)","(4.6, 4.9, 4.776190476190476)","(13.0, 24.0, 21.666666666666668)"
11-01-2023 18:32:23.582746,"(19.0, 32.0, 25.333333333333332)","(6.0, 10.5, 10.372727272727273)","(4.2, 5.6, 5.3428571428571425)","(7.5, 10.0, 9.822222222222223)","(2.6, 3.25, 3.1214285714285714)","(4.6, 4.9, 4.747058823529412)","(13.0, 23.0, 21.666666666666668)"
11-01-2023 18:32:24.704233,"(19.0, 32.0, 25.333333333333332)","(6.0, 10.5, 10.372727272727273)","(4.2, 5.6, 5.3428571428571425)","(7.5, 10.0, 9.82857142857143)","(2.6, 3.25, 3.169642857142857)","(4.6, 4.9, 4.7615384615384615)","(13.0, 23.0, 21.666666666666668)"
11-01-2023 18:32:25.844739,"(19.0, 32.0, 25.333333333333332)","(6.0, 10.5, 10.372727272727273)","(4.2, 5.6, 5.422222222222222)","(7.5, 10.0, 9.95)","(2.6, 3.25, 3.169642857142857)","(4.6, 4.8, 4.7615384615384615)","(13.0, 23.0, 21.666666666666668)"
11-01-2023 18:32:26.989018,"(19.0, 32.0, 28.0)","(6.0, 10.5, 10.372727272727273)","(4.2, 5.6, 5.483333333333333)","(7.5, 10.5, 9.95)","(2.6, 3.25, 3.1166666666666667)","(4.6, 4.8, 4.7615384615384615)","(13.0, 23.0, 21.0)"
11-01-2023 18:32:28.041559,"(19.0, 32.0, 28.0)","(6.0, 11.0, 10.34)","(4.2, 5.6, 5.483333333333333)","(7.5, 10.5, 10.01875)","(2.6, 3.25, 3.1166666666666667)","(4.6, 4.8, 4.7615384615384615)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:29.008802,"(19.0, 32.0, 28.0)","(6.0, 11.0, 10.34)","(4.2, 5.6, 5.428571428571428)","(7.5, 10.5, 10.01875)","(2.6, 3.25, 3.1166666666666667)","(4.6, 4.8, 4.736363636363636)","(13.0, 22.0, 21.0)"
11-01-2023 18:32:30.059892,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.22)","(4.4, 5.6, 5.359999999999999)","(7.5, 10.5, 9.845454545454546)","(2.6, 3.3, 3.176190476190476)","(4.4, 4.8, 4.736363636363636)","(14.0, 22.0, 21.454545454545453)"
11-01-2023 18:32:31.179584,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.170588235294119)","(4.4, 5.6, 5.359999999999999)","(7.5, 10.5, 9.845454545454546)","(2.6, 3.3, 3.1592592592592594)","(4.4, 4.8, 4.736363636363636)","(14.0, 22.0, 20.333333333333332)"
11-01-2023 18:32:32.264562,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.170588235294119)","(4.4, 5.6, 5.409090909090909)","(7.5, 10.5, 10.035483870967742)","(2.6, 3.3, 3.1592592592592594)","(4.4, 4.8, 4.722222222222222)","(14.0, 22.0, 20.333333333333332)"
11-01-2023 18:32:33.330134,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.170588235294119)","(4.4, 5.6, 5.409090909090909)","(7.5, 10.5, 10.035483870967742)","(2.6, 3.3, 3.1413793103448278)","(4.4, 4.8, 4.72)","(14.0, 22.0, 22.391304347826086)"
11-01-2023 18:32:34.394278,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.170588235294119)","(4.4, 5.5, 5.41)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.3, 3.11875)","(4.4, 4.8, 4.7441176470588236)","(14.0, 25.0, 21.071428571428573)"
11-01-2023 18:32:35.523400,"(17.0, 32.0, 28.0)","(6.5, 10.5, 10.4)","(4.4, 5.6, 5.503571428571428)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.2, 3.0838709677419356)","(4.4, 4.8, 4.726923076923077)","(14.0, 25.0, 21.071428571428573)"
11-01-2023 18:32:36.685461,"(17.0, 30.0, 26.8)","(6.5, 10.5, 10.222222222222221)","(4.4, 5.6, 5.503571428571428)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.2, 3.0838709677419356)","(4.4, 4.8, 4.726923076923077)","(14.0, 25.0, 20.0)"
11-01-2023 18:32:37.910404,"(17.0, 30.0, 26.8)","(6.5, 11.0, 10.625)","(4.4, 5.6, 5.494871794871795)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.2, 3.116279069767442)","(4.4, 4.8, 4.466666666666667)","(14.0, 25.0, 19.545454545454547)"
11-01-2023 18:32:39.061130,"(18.0, 30.0, 26.8)","(6.5, 11.0, 10.625)","(4.6, 5.7, 5.494871794871795)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.2, 3.0975)","(4.2, 4.7, 4.576470588235295)","(15.0, 25.0, 20.666666666666668)"
11-01-2023 18:32:40.180304,"(18.0, 30.0, 24.666666666666668)","(6.5, 11.5, 10.9)","(4.6, 5.7, 5.494871794871795)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.2, 3.111290322580645)","(4.2, 4.7, 4.576470588235295)","(15.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:41.322840,"(18.0, 30.0, 27.333333333333332)","(6.5, 11.0, 10.9375)","(4.6, 5.7, 5.494871794871795)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.15, 3.111290322580645)","(4.2, 4.7, 4.576470588235295)","(15.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:42.365615,"(18.0, 32.0, 28.666666666666668)","(6.5, 11.0, 10.9375)","(4.6, 5.7, 5.553333333333334)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.15, 3.066923076923077)","(4.2, 4.7, 4.505263157894737)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:43.458728,"(18.0, 32.0, 28.666666666666668)","(6.5, 11.0, 10.9375)","(4.6, 5.7, 5.571428571428571)","(7.5, 10.5, 10.142857142857142)","(2.6, 3.15, 3.053030303030303)","(4.2, 4.6, 4.533333333333333)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:44.644937,"(18.0, 32.0, 28.666666666666668)","(6.5, 11.5, 10.95)","(4.6, 5.7, 5.564705882352941)","(7.5, 10.5, 10.61111111111111)","(2.6, 3.1, 2.999767441860465)","(4.2, 4.6, 4.533333333333333)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:45.678954,"(18.0, 32.0, 29.0)","(6.5, 11.0, 10.95)","(4.6, 5.8, 5.564705882352941)","(7.5, 11.0, 10.61111111111111)","(2.6, 3.05, 2.999767441860465)","(4.2, 4.6, 4.533333333333333)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:46.705877,"(18.0, 32.0, 26.6)","(6.5, 11.0, 10.961538461538462)","(4.6, 5.8, 5.7749999999999995)","(7.5, 11.0, 10.35)","(2.6, 3.05, 2.999767441860465)","(4.2, 4.6, 4.579591836734694)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:47.763458,"(18.0, 32.0, 29.0)","(6.5, 11.0, 10.903225806451612)","(4.6, 5.8, 5.64)","(7.5, 11.0, 10.61111111111111)","(2.6, 3.05, 2.9066666666666667)","(4.2, 4.6, 4.6)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:48.874782,"(18.0, 32.0, 29.0)","(6.5, 11.0, 10.592592592592592)","(4.6, 5.8, 5.7749999999999995)","(7.5, 11.5, 11.166666666666666)","(2.6, 2.98, 2.905)","(4.2, 4.7, 4.681818181818182)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:49.972617,"(18.0, 32.0, 26.6)","(6.5, 11.0, 10.541666666666666)","(4.6, 5.8, 5.593548387096774)","(7.5, 11.5, 11.3125)","(2.6, 2.98, 2.813846153846154)","(4.2, 4.7, 4.681818181818182)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:51.078511,"(18.0, 30.0, 27.666666666666668)","(6.5, 11.0, 10.722222222222221)","(4.6, 5.9, 5.641935483870968)","(7.5, 11.5, 11.033333333333333)","(2.6, 2.98, 2.875833333333333)","(4.2, 4.7, 4.636363636363637)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:52.104998,"(18.0, 32.0, 29.75)","(6.5, 11.0, 10.619047619047619)","(4.6, 5.9, 5.72608695652174)","(7.5, 11.5, 11.227272727272727)","(2.6, 2.94, 2.91)","(4.2, 4.8, 4.745454545454545)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:32:53.159193,"(18.0, 32.0, 27.5)","(6.5, 11.0, 10.666666666666666)","(4.6, 5.9, 5.713953488372093)","(7.5, 11.5, 11.227272727272727)","(2.6, 2.92, 2.91)","(4.2, 4.8, 4.463157894736843)","(14.0, 24.0, 21.5)"
11-01-2023 18:32:54.350763,"(18.0, 30.0, 28.25)","(6.5, 11.5, 11.295454545454545)","(4.6, 6.0, 5.792592592592593)","(7.5, 11.5, 11.25)","(2.6, 2.92, 2.84125)","(4.2, 4.8, 4.404545454545455)","(14.0, 24.0, 21.5)"
11-01-2023 18:32:55.525626,"(18.0, 32.0, 29.75)","(6.5, 11.5, 11.1875)","(4.6, 6.0, 5.826086956521739)","(7.5, 11.5, 11.357142857142858)","(2.6, 2.92, 2.8066666666666666)","(4.2, 4.5, 4.41)","(14.0, 24.0, 21.5)"
11-01-2023 18:32:56.683301,"(18.0, 32.0, 29.75)","(6.5, 11.5, 11.425)","(4.6, 6.0, 5.755)","(7.5, 11.5, 11.166666666666666)","(2.6, 2.92, 2.8)","(4.2, 4.5, 4.552941176470588)","(14.0, 24.0, 19.923076923076923)"
11-01-2023 18:32:57.794766,"(18.0, 32.0, 29.0)","(6.5, 11.0, 10.95)","(4.6, 5.8, 5.755)","(7.5, 11.5, 11.166666666666666)","(2.6, 2.9, 2.8363636363636364)","(4.2, 4.8, 4.575)","(14.0, 25.0, 19.923076923076923)"
11-01-2023 18:32:58.919549,"(18.0, 32.0, 29.0)","(6.5, 12.0, 11.55)","(4.6, 5.9, 5.619999999999999)","(7.5, 11.5, 11.291666666666666)","(2.6, 2.86, 2.82875)","(4.2, 4.7, 4.5375)","(14.0, 25.0, 20.666666666666668)"
11-01-2023 18:33:00.048456,"(18.0, 32.0, 29.0)","(6.5, 11.5, 11.40909090909091)","(4.6, 6.0, 5.619999999999999)","(7.5, 11.5, 11.291666666666666)","(2.6, 2.88, 2.82875)","(4.2, 4.7, 4.5375)","(14.0, 24.0, 20.666666666666668)"
11-01-2023 18:33:01.264645,"(18.0, 32.0, 29.0)","(6.5, 11.5, 11.45)","(4.6, 6.0, 5.814814814814815)","(8.0, 11.5, 10.428571428571429)","(2.6, 2.88, 2.8251612903225807)","(4.2, 4.7, 4.655)","(14.0, 23.0, 22.0)"
11-01-2023 18:33:02.595933,"(18.0, 34.0, 30.333333333333332)","(6.5, 11.5, 11.727272727272727)","(4.6, 6.0, 5.7727272727272725)","(8.0, 11.5, 10.984848484848484)","(2.6, 2.86, 2.760392156862745)","(4.2, 4.7, 4.666666666666667)","(14.0, 25.0, 19.8125)"
11-01-2023 18:33:03.776985,"(18.0, 34.0, 30.333333333333332)","(6.5, 12.0, 11.75)","(4.6, 6.0, 5.7727272727272725)","(8.0, 11.5, 9.988888888888889)","(2.6, 2.78, 2.661578947368421)","(4.2, 4.7, 4.746153846153846)","(14.0, 22.0, 20.26923076923077)"
11-01-2023 18:33:04.890386,"(18.0, 38.0, 36.22222222222222)","(6.5, 12.0, 11.7)","(4.6, 6.2, 5.771428571428571)","(8.0, 10.0, 9.988235294117647)","(2.6, 2.78, 2.6833333333333336)","(4.2, 4.9, 4.75)","(14.0, 22.0, 21.305555555555557)"
11-01-2023 18:33:06.281166,"(18.0, 38.0, 33.0)","(6.5, 12.0, 11.625)","(4.6, 6.2, 5.818181818181818)","(8.0, 10.0, 9.945454545454545)","(2.6, 2.8, 2.74)","(4.2, 4.9, 4.733333333333333)","(14.0, 22.0, 20.620689655172413)"
11-01-2023 18:33:07.569925,"(18.0, 38.0, 33.0)","(6.5, 12.0, 11.625)","(4.6, 6.2, 5.818181818181818)","(8.0, 10.0, 9.945454545454545)","(2.6, 2.84, 2.74)","(4.2, 5.0, 4.733333333333333)","(14.0, 22.0, 20.4)"
11-01-2023 18:33:08.836089,"(18.0, 38.0, 33.0)","(6.5, 12.0, 11.625)","(4.6, 6.2, 5.670588235294117)","(8.0, 10.0, 9.916666666666668)","(2.6, 2.84, 2.732)","(4.2, 5.0, 4.825)","(14.0, 22.0, 21.058823529411764)"
11-01-2023 18:33:10.066245,"(18.0, 38.0, 29.0)","(7.0, 12.0, 11.625)","(4.6, 6.2, 5.663157894736842)","(8.0, 10.0, 9.916666666666668)","(2.6, 2.84, 2.8134426229508196)","(4.2, 5.0, 4.825)","(14.0, 22.0, 21.058823529411764)"
11-01-2023 18:33:11.238462,"(18.0, 38.0, 32.857142857142854)","(7.0, 12.0, 11.625)","(4.6, 6.2, 5.663157894736842)","(8.0, 10.0, 9.916666666666668)","(2.6, 2.84, 2.787027027027027)","(4.2, 5.0, 4.908571428571428)","(14.0, 22.0, 21.058823529411764)"
11-01-2023 18:33:12.428101,"(18.0, 38.0, 32.5)","(7.0, 12.0, 12.3)","(4.6, 6.0, 5.84)","(8.0, 10.0, 9.907692307692308)","(2.6, 2.86, 2.7840000000000003)","(4.2, 5.0, 4.930434782608695)","(14.0, 22.0, 21.066666666666666)"
11-01-2023 18:33:13.663864,"(18.0, 38.0, 32.5)","(7.0, 13.5, 11.8)","(4.6, 5.9, 5.84)","(8.0, 10.0, 9.907692307692308)","(2.6, 2.88, 2.8509090909090906)","(4.2, 5.0, 4.930434782608695)","(14.0, 22.0, 21.066666666666666)"
11-01-2023 18:33:14.808860,"(18.0, 38.0, 32.5)","(7.0, 13.0, 11.8)","(4.6, 5.9, 5.84)","(8.0, 10.0, 9.907692307692308)","(2.6, 2.88, 2.841428571428571)","(4.2, 5.0, 4.930434782608695)","(14.0, 22.0, 21.066666666666666)"
