,Chillout Cookie,Shim Girl,Coach Beard,Inga Zach,Foxtrot Tango,Go Gigi Go,Inga Lenny
14-12-2022 14:01:40.242769,"(3.9, 4.0, 3.828125)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.006666666666667)","(6.0, 12.0, 10.875)","(3.2, 5.0, 4.633333333333333)","(10.0, 20.0, 18.425)","(18.0, 90.0, 71.71428571428571)"
14-12-2022 14:01:41.377453,"(3.9, 4.3, 4.073529411764706)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 4.006666666666667)","(6.0, 12.0, 10.875)","(3.2, 5.0, 4.633333333333333)","(10.0, 20.0, 18.425)","(18.0, 90.0, 71.71428571428571)"
14-12-2022 14:01:42.443941,"(3.9, 4.3, 4.073529411764706)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 4.006666666666667)","(6.0, 12.0, 10.875)","(3.2, 5.0, 4.633333333333333)","(10.0, 20.0, 18.425)","(18.0, 90.0, 71.71428571428571)"
14-12-2022 14:01:43.588791,"(3.9, 4.1, 4.078571428571428)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 3.9857142857142858)","(6.0, 12.0, 10.875)","(3.2, 5.0, 4.661538461538462)","(10.0, 20.0, 18.6)","(18.0, 90.0, 71.71428571428571)"
14-12-2022 14:01:44.641952,"(3.9, 4.1, 4.078571428571428)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.042857142857143)","(6.0, 12.0, 10.875)","(3.2, 5.0, 4.633333333333333)","(10.0, 20.0, 18.6)","(18.0, 90.0, 73.2)"
14-12-2022 14:01:45.825214,"(3.9, 4.1, 4.043749999999999)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.042857142857143)","(6.0, 12.0, 11.142857142857142)","(3.2, 5.0, 4.51875)","(10.0, 20.0, 18.6)","(18.0, 90.0, 81.92857142857143)"
14-12-2022 14:01:46.869649,"(3.9, 4.5, 3.9749999999999996)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.042857142857143)","(6.0, 12.0, 11.142857142857142)","(3.2, 5.0, 4.709090909090909)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:47.975271,"(3.9, 4.5, 4.325)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.042857142857143)","(6.0, 12.0, 11.142857142857142)","(3.2, 4.9, 4.709090909090909)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:49.165574,"(3.9, 4.5, 4.325)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 4.046153846153846)","(6.0, 12.0, 10.65)","(3.2, 4.9, 4.630769230769231)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:50.442346,"(3.9, 4.5, 4.37)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.2, 3.9999999999999996)","(6.0, 12.0, 10.65)","(3.2, 4.9, 4.75)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:51.607343,"(3.9, 4.5, 4.378125)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9999999999999996)","(6.0, 12.0, 10.65)","(3.2, 4.9, 4.800000000000001)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:52.735887,"(3.9, 4.5, 4.378125)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.944444444444444)","(6.0, 12.0, 10.65)","(3.2, 4.9, 4.829411764705883)","(10.0, 20.0, 18.782608695652172)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:53.847376,"(3.9, 4.5, 4.294736842105263)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.944444444444444)","(6.0, 12.0, 10.65)","(3.2, 4.9, 4.7125)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:54.959303,"(3.9, 4.5, 4.1117647058823525)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.8923076923076922)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.7125)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:56.038911,"(3.9, 4.5, 4.152631578947369)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9159090909090906)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.75)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:57.097239,"(3.9, 4.5, 4.152631578947369)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9159090909090906)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.75)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:58.280863,"(3.9, 4.5, 4.152631578947369)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9961538461538457)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.75)","(10.0, 20.0, 18.133333333333333)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:01:59.363100,"(3.9, 4.5, 4.152631578947369)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9961538461538457)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.814285714285715)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:00.518105,"(3.9, 4.4, 4.09047619047619)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9826086956521736)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.830769230769231)","(10.0, 20.0, 17.2)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:01.642770,"(3.9, 4.4, 3.9875000000000003)","(6.5, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9826086956521736)","(6.0, 12.0, 11.1)","(3.2, 4.9, 4.7875)","(10.0, 20.0, 18.133333333333333)","(18.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:03.119211,"(3.7, 4.3, 4.015789473684211)","(7.0, 9.0, 8.566666666666666)","(3.7, 4.1, 3.907142857142857)","(6.5, 12.0, 11.1)","(3.4, 4.9, 4.7875)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:04.362169,"(3.7, 4.3, 4.0473684210526315)","(7.0, 9.0, 8.566666666666666)","(3.7, 4.1, 3.917391304347826)","(6.5, 12.0, 11.1)","(3.4, 4.9, 4.775)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:05.705910,"(3.7, 4.3, 4.071428571428571)","(7.0, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9499999999999997)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.807692307692308)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:06.943168,"(3.7, 4.3, 3.957142857142857)","(7.0, 9.0, 8.566666666666666)","(3.7, 4.1, 3.9499999999999997)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.833333333333334)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.92857142857143)"
14-12-2022 14:02:08.136909,"(3.7, 4.2, 4.1)","(7.0, 9.0, 8.92258064516129)","(3.7, 4.1, 3.8421052631578947)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.833333333333334)","(10.0, 20.0, 18.133333333333333)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:09.429480,"(3.7, 4.2, 4.142857142857143)","(7.0, 9.0, 9.075)","(3.7, 4.1, 3.8421052631578947)","(6.5, 12.0, 11.6)","(3.4, 4.9, 4.814285714285715)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:10.598946,"(3.7, 4.2, 4.155555555555556)","(7.0, 9.2, 9.17142857142857)","(3.7, 4.1, 3.895833333333333)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.830769230769231)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:11.780788,"(3.7, 4.2, 4.11)","(7.0, 9.4, 9.17142857142857)","(3.7, 4.1, 3.895833333333333)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.830769230769231)","(10.0, 20.0, 17.2)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:12.914591,"(3.7, 4.2, 4.125)","(7.0, 9.4, 9.110526315789475)","(3.7, 4.1, 3.895833333333333)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.857142857142858)","(10.0, 20.0, 18.710526315789473)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:14.151767,"(3.7, 4.2, 4.125)","(7.0, 9.4, 9.110526315789475)","(3.7, 4.1, 3.895833333333333)","(6.5, 12.0, 11.4)","(3.4, 4.9, 4.857142857142858)","(10.0, 20.0, 18.934782608695652)","(20.0, 85.0, 81.6923076923077)"
14-12-2022 14:02:15.380716,"(3.7, 4.2, 4.14375)","(7.0, 9.4, 9.341176470588236)","(3.7, 4.1, 3.8229166666666665)","(6.5, 12.0, 11.733333333333333)","(3.4, 4.9, 4.84375)","(10.0, 20.0, 19.125)","(20.0, 90.0, 72.3157894736842)"
14-12-2022 14:02:16.691709,"(3.7, 4.2, 4.1722222222222225)","(7.0, 9.4, 8.980952380952381)","(3.7, 4.1, 3.797727272727273)","(6.5, 12.0, 11.733333333333333)","(3.4, 4.9, 4.862500000000001)","(10.0, 20.0, 19.526315789473685)","(20.0, 90.0, 80.85714285714286)"
14-12-2022 14:02:18.017788,"(3.7, 4.2, 4.1761904761904765)","(7.0, 9.4, 9.266666666666667)","(3.7, 4.1, 3.792)","(6.5, 12.0, 11.733333333333333)","(3.4, 4.9, 4.862500000000001)","(10.0, 20.0, 19.526315789473685)","(20.0, 90.0, 80.85714285714286)"
14-12-2022 14:02:19.346133,"(3.7, 4.2, 4.1761904761904765)","(7.0, 9.4, 9.266666666666667)","(3.7, 4.1, 3.797727272727273)","(6.5, 12.0, 11.733333333333333)","(3.4, 4.9, 4.845454545454546)","(10.0, 20.0, 19.526315789473685)","(20.0, 90.0, 77.73333333333333)"
14-12-2022 14:02:20.695726,"(3.7, 4.2, 3.91875)","(7.0, 9.4, 9.266666666666667)","(3.3, 4.1, 3.8485294117647055)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.8625)","(11.0, 20.0, 19.608695652173914)","(21.0, 90.0, 77.73333333333333)"
14-12-2022 14:02:21.789610,"(3.7, 4.2, 3.91875)","(7.0, 9.4, 9.266666666666667)","(3.3, 4.1, 3.8324324324324324)","(7.0, 12.0, 11.55)","(3.6, 4.9, 4.8625)","(11.0, 20.0, 22.714285714285715)","(21.0, 90.0, 80.8)"
14-12-2022 14:02:22.875321,"(3.7, 4.2, 3.91875)","(7.0, 9.6, 9.016666666666666)","(3.3, 4.1, 3.8524999999999996)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.8625)","(11.0, 23.0, 21.464285714285715)","(21.0, 90.0, 80.8)"
14-12-2022 14:02:23.974705,"(3.7, 4.2, 3.91875)","(7.0, 9.6, 9.016666666666666)","(3.3, 4.1, 3.8524999999999996)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.845454545454546)","(11.0, 22.0, 20.78787878787879)","(21.0, 90.0, 53.333333333333336)"
14-12-2022 14:02:25.112228,"(3.7, 4.1, 3.96875)","(7.0, 9.6, 9.016666666666666)","(3.3, 4.1, 3.725581395348837)","(7.0, 12.0, 11.55)","(3.6, 4.9, 4.8625)","(11.0, 22.0, 20.78787878787879)","(21.0, 90.0, 53.333333333333336)"
14-12-2022 14:02:26.265040,"(3.7, 4.1, 3.9375)","(7.0, 9.6, 9.56)","(3.3, 4.1, 3.7529411764705882)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.87)","(11.0, 22.0, 20.90625)","(21.0, 90.0, 53.333333333333336)"
14-12-2022 14:02:27.460202,"(3.7, 4.1, 4.05)","(7.0, 9.8, 9.643478260869566)","(3.3, 4.0, 3.7529411764705882)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.87)","(11.0, 22.0, 20.541666666666668)","(21.0, 90.0, 53.333333333333336)"
14-12-2022 14:02:28.667163,"(3.7, 4.1, 3.992307692307692)","(7.0, 9.8, 9.600000000000001)","(3.3, 4.0, 3.707692307692308)","(7.0, 12.0, 11.55)","(3.6, 4.9, 4.84)","(11.0, 22.0, 20.541666666666668)","(21.0, 90.0, 75.0)"
14-12-2022 14:02:29.878222,"(3.7, 4.1, 3.992307692307692)","(7.0, 9.8, 9.569230769230769)","(3.3, 4.0, 3.779310344827586)","(7.0, 12.0, 11.733333333333333)","(3.6, 4.9, 4.84)","(11.0, 22.0, 20.541666666666668)","(21.0, 90.0, 66.66666666666667)"
14-12-2022 14:02:31.061457,"(3.7, 4.1, 4.05)","(7.0, 9.8, 9.32)","(3.3, 3.95, 3.6972972972972973)","(7.0, 12.0, 11.625)","(3.6, 4.9, 4.911764705882353)","(11.0, 22.0, 20.541666666666668)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:32.177251,"(3.7, 4.1, 3.9)","(7.0, 10.0, 9.44)","(3.3, 3.95, 3.6972972972972973)","(7.0, 12.0, 12.136363636363637)","(3.6, 5.0, 4.861111111111111)","(11.0, 22.0, 21.25)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:33.267038,"(3.7, 4.1, 3.875)","(7.0, 10.0, 9.44)","(3.3, 3.95, 3.6972972972972973)","(7.0, 13.5, 11.7)","(3.6, 5.0, 4.861111111111111)","(11.0, 22.0, 21.047619047619047)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:34.392411,"(3.7, 4.1, 3.971428571428571)","(7.0, 10.0, 9.44)","(3.3, 3.95, 3.6972972972972973)","(7.0, 13.5, 11.7)","(3.6, 5.0, 4.861111111111111)","(11.0, 22.0, 21.047619047619047)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:35.503152,"(3.7, 4.1, 3.9)","(7.0, 10.0, 9.324137931034482)","(3.3, 3.95, 3.6972972972972973)","(7.0, 13.5, 11.722222222222221)","(3.6, 5.0, 4.886363636363637)","(11.0, 22.0, 21.047619047619047)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:36.585241,"(3.3, 4.1, 4.018181818181818)","(7.5, 10.0, 9.324137931034482)","(3.4, 3.95, 3.6619047619047618)","(7.5, 13.5, 12.318181818181818)","(3.7, 5.0, 4.886363636363637)","(12.0, 22.0, 21.047619047619047)","(21.0, 90.0, 78.94736842105263)"
14-12-2022 14:02:37.622202,"(3.3, 4.1, 4.035714285714286)","(7.5, 10.0, 9.324137931034482)","(3.4, 3.95, 3.6619047619047618)","(7.5, 13.5, 12.318181818181818)","(3.7, 5.0, 4.886363636363637)","(12.0, 22.0, 21.047619047619047)","(21.0, 90.0, 81.25)"
14-12-2022 14:02:38.757992,"(3.3, 4.1, 3.9736842105263155)","(7.5, 10.0, 9.423529411764706)","(3.4, 3.95, 3.8166666666666664)","(7.5, 13.5, 12.537037037037036)","(3.7, 5.0, 4.886363636363637)","(12.0, 22.0, 21.25)","(21.0, 90.0, 82.69565217391303)"
14-12-2022 14:02:39.811012,"(3.3, 4.1, 4.0249999999999995)","(7.5, 10.0, 9.423529411764706)","(3.4, 3.9, 3.8166666666666664)","(7.5, 13.5, 12.537037037037036)","(3.7, 5.0, 4.886363636363637)","(12.0, 22.0, 21.25)","(21.0, 90.0, 82.69565217391303)"
14-12-2022 14:02:40.887472,"(3.3, 4.1, 3.9588235294117644)","(7.5, 10.0, 9.423529411764706)","(3.4, 3.9, 3.77037037037037)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.907407407407407)","(12.0, 22.0, 21.25)","(21.0, 90.0, 79.33333333333333)"
14-12-2022 14:02:41.975432,"(3.3, 4.1, 3.9588235294117644)","(7.5, 10.0, 9.324137931034482)","(3.4, 3.9, 3.7448275862068963)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.907407407407407)","(12.0, 22.0, 21.25)","(21.0, 90.0, 79.33333333333333)"
14-12-2022 14:02:43.089665,"(3.3, 4.1, 4.0249999999999995)","(7.5, 10.0, 9.183333333333334)","(3.4, 3.9, 3.7448275862068963)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.891304347826087)","(12.0, 22.0, 21.25)","(21.0, 90.0, 79.33333333333333)"
14-12-2022 14:02:44.274642,"(3.3, 4.1, 3.9588235294117644)","(7.5, 10.0, 9.3)","(3.4, 3.9, 3.3516666666666666)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.907407407407407)","(12.0, 22.0, 21.25)","(21.0, 90.0, 79.33333333333333)"
14-12-2022 14:02:45.453073,"(3.3, 4.1, 3.9588235294117644)","(7.5, 10.0, 9.420689655172414)","(3.4, 3.4, 3.3516666666666666)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.907407407407407)","(12.0, 22.0, 20.0)","(21.0, 90.0, 77.27272727272728)"
14-12-2022 14:02:46.591535,"(3.3, 4.3, 4.121428571428571)","(7.5, 10.0, 9.333333333333334)","(3.4, 3.85, 3.4464285714285716)","(7.5, 13.5, 12.462962962962964)","(3.7, 5.0, 4.833333333333333)","(12.0, 25.0, 19.45)","(21.0, 90.0, 81.25)"
14-12-2022 14:02:47.776107,"(3.3, 4.3, 4.175)","(7.5, 10.0, 9.44)","(3.4, 3.8, 3.5)","(7.5, 13.5, 12.462962962962964)","(3.7, 5.0, 4.923076923076923)","(12.0, 24.0, 22.576923076923077)","(21.0, 90.0, 81.25)"
14-12-2022 14:02:48.902052,"(3.3, 4.3, 4.165)","(7.5, 10.0, 9.49090909090909)","(3.4, 3.8, 3.575)","(7.5, 13.5, 12.462962962962964)","(3.7, 5.0, 4.88)","(12.0, 23.0, 22.576923076923077)","(21.0, 90.0, 81.25)"
14-12-2022 14:02:49.868009,"(3.3, 4.3, 4.06)","(7.5, 10.0, 9.49090909090909)","(3.4, 3.75, 3.459090909090909)","(7.5, 13.5, 12.462962962962964)","(3.7, 5.0, 4.88)","(12.0, 23.0, 22.576923076923077)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:50.993070,"(3.3, 4.3, 4.03)","(7.5, 10.0, 9.49090909090909)","(3.4, 3.75, 3.55)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.88)","(12.0, 23.0, 22.576923076923077)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:52.053946,"(3.3, 4.3, 4.041176470588235)","(7.5, 10.0, 9.49090909090909)","(3.4, 3.75, 3.459090909090909)","(7.5, 13.5, 12.5)","(3.7, 5.0, 4.88)","(12.0, 23.0, 22.576923076923077)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:53.338213,"(3.3, 4.3, 4.041176470588235)","(7.5, 10.0, 9.585185185185185)","(3.4, 3.75, 3.459090909090909)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.576923076923077)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:54.464158,"(3.3, 4.3, 3.975)","(7.5, 10.0, 9.585185185185185)","(3.4, 3.75, 3.459090909090909)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.620689655172413)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:55.543367,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.585185185185185)","(3.4, 3.75, 3.4250000000000003)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.620689655172413)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:56.728786,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.346478873239436)","(3.4, 3.7, 3.48125)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.620689655172413)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:57.781604,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.410169491525425)","(3.4, 3.7, 3.514705882352941)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.925925925925926)","(12.0, 23.0, 22.620689655172413)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:58.887049,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.410169491525425)","(3.4, 3.65, 3.389130434782609)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.633333333333333)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:02:59.959077,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.410169491525425)","(3.4, 3.65, 3.435714285714286)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.633333333333333)","(21.0, 90.0, 83.33333333333334)"
14-12-2022 14:03:01.034721,"(3.3, 4.3, 3.9096774193548387)","(7.5, 10.0, 9.410169491525425)","(3.4, 3.65, 3.435714285714286)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.883870967741935)","(12.0, 23.0, 22.78)","(21.0, 90.0, 84.75)"
14-12-2022 14:03:02.085418,"(3.3, 4.3, 3.9857142857142858)","(7.5, 10.0, 9.461016949152542)","(3.4, 3.65, 3.389130434782609)","(7.5, 13.5, 12.46)","(3.7, 5.0, 4.875)","(12.0, 23.0, 22.78846153846154)","(21.0, 90.0, 84.75)"
14-12-2022 14:03:03.125333,"(3.3, 4.3, 4.1499999999999995)","(7.5, 10.0, 9.45625)","(3.4, 3.65, 3.389130434782609)","(7.5, 13.5, 12.369565217391305)","(3.7, 5.0, 4.875)","(12.0, 23.0, 21.75)","(21.0, 90.0, 84.75)"
14-12-2022 14:03:04.162645,"(3.3, 4.3, 4.033333333333333)","(7.5, 10.0, 9.45625)","(3.4, 3.65, 3.422727272727273)","(7.5, 13.5, 12.727272727272727)","(3.7, 5.0, 4.875)","(12.0, 23.0, 22.615384615384617)","(21.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:05.188648,"(3.3, 4.3, 4.1499999999999995)","(7.5, 10.0, 9.495652173913044)","(3.4, 3.65, 3.382142857142857)","(7.5, 13.0, 12.464285714285714)","(3.7, 5.0, 4.875)","(12.0, 23.0, 22.615384615384617)","(21.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:06.322905,"(3.3, 4.3, 4.033333333333333)","(7.5, 10.0, 9.495652173913044)","(3.4, 3.65, 3.422727272727273)","(7.5, 12.5, 12.115384615384615)","(3.7, 5.0, 4.875)","(12.0, 23.0, 22.72222222222222)","(21.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:07.453778,"(3.3, 4.3, 4.1499999999999995)","(7.5, 10.0, 9.495652173913044)","(3.4, 3.65, 3.3772727272727274)","(7.5, 13.0, 12.73076923076923)","(3.7, 5.0, 4.74)","(12.0, 23.0, 22.72222222222222)","(21.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:08.594773,"(3.3, 4.3, 4.1499999999999995)","(7.5, 10.0, 9.495652173913044)","(3.4, 3.65, 3.413157894736842)","(7.5, 13.5, 12.2)","(3.7, 4.9, 4.671428571428572)","(12.0, 23.0, 22.357142857142858)","(21.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:09.670182,"(3.3, 4.3, 4.033333333333333)","(7.5, 9.8, 9.675)","(3.2, 3.65, 3.413157894736842)","(8.0, 13.5, 12.2)","(3.7, 4.9, 4.671428571428572)","(13.0, 23.0, 22.785714285714285)","(31.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:10.743445,"(3.3, 4.3, 4.033333333333333)","(7.5, 9.8, 9.609523809523811)","(3.2, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.2)","(3.7, 4.9, 4.671428571428572)","(13.0, 23.0, 22.785714285714285)","(31.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:11.836549,"(3.3, 4.3, 4.1499999999999995)","(7.5, 9.8, 9.609523809523811)","(3.2, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.2)","(3.7, 4.9, 4.671428571428572)","(13.0, 23.0, 22.785714285714285)","(31.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:12.866262,"(3.3, 4.3, 4.033333333333333)","(7.5, 9.8, 9.675)","(3.2, 3.65, 3.413157894736842)","(8.0, 13.5, 12.2)","(3.7, 4.9, 4.671428571428572)","(13.0, 23.0, 22.785714285714285)","(31.0, 90.0, 79.79166666666666)"
14-12-2022 14:03:13.943345,"(3.3, 4.3, 4.123529411764705)","(7.5, 9.8, 9.675)","(3.2, 3.65, 3.413157894736842)","(8.0, 13.5, 12.369565217391305)","(3.7, 4.9, 4.671428571428572)","(13.0, 23.0, 21.894736842105264)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:14.991292,"(3.3, 4.3, 4.09375)","(7.5, 9.8, 9.609523809523811)","(3.2, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.131578947368421)","(3.7, 4.9, 4.671428571428572)","(13.0, 24.0, 21.894736842105264)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:15.989811,"(3.3, 4.3, 3.9615384615384617)","(7.5, 9.8, 9.675)","(3.2, 3.65, 3.413157894736842)","(8.0, 13.5, 12.131578947368421)","(3.7, 4.9, 4.671428571428572)","(13.0, 24.0, 21.894736842105264)","(31.0, 90.0, 78.33333333333334)"
14-12-2022 14:03:16.984703,"(3.3, 4.3, 3.9791666666666665)","(7.5, 9.8, 9.609523809523811)","(3.2, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.131578947368421)","(3.7, 4.9, 4.671428571428572)","(13.0, 24.0, 20.57894736842105)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:18.019895,"(3.3, 4.3, 3.911764705882353)","(7.5, 9.8, 9.675)","(3.2, 3.65, 3.413157894736842)","(8.0, 13.5, 12.055555555555555)","(3.7, 4.9, 4.671428571428572)","(13.0, 24.0, 20.57894736842105)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:19.074890,"(3.3, 4.3, 3.911764705882353)","(7.5, 9.8, 9.675)","(3.0, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.055555555555555)","(3.7, 4.9, 4.671428571428572)","(13.0, 24.0, 21.291666666666668)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:20.184521,"(3.3, 4.3, 3.911764705882353)","(7.5, 9.8, 9.600000000000001)","(3.0, 3.65, 3.3772727272727274)","(8.0, 13.5, 12.055555555555555)","(3.7, 4.9, 4.811111111111112)","(13.0, 24.0, 20.2)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:21.315910,"(3.3, 4.2, 3.95)","(7.5, 9.8, 9.766666666666667)","(3.0, 3.65, 3.413157894736842)","(8.0, 13.5, 11.833333333333334)","(3.7, 4.9, 4.838461538461539)","(13.0, 24.0, 20.833333333333332)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:22.525013,"(3.3, 4.2, 3.95)","(7.5, 9.8, 9.766666666666667)","(3.0, 3.65, 3.3772727272727274)","(8.0, 12.5, 11.891304347826086)","(3.7, 4.9, 4.838461538461539)","(13.0, 24.0, 21.36111111111111)","(31.0, 90.0, 79.34782608695653)"
14-12-2022 14:03:23.653599,"(3.3, 4.2, 3.95)","(7.5, 9.8, 9.766666666666667)","(3.0, 3.65, 3.413157894736842)","(8.0, 12.5, 12.142857142857142)","(3.7, 4.9, 4.871428571428572)","(13.0, 24.0, 20.282608695652176)","(31.0, 90.0, 79.34782608695653)"
