,Hartley Bale,Bollard Bobby,Line And Length,Bank On Frankie,Victory Heist,Aston Stout
09-01-2023 16:54:57.428416,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:58.315150,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:59.173428,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:00.079274,"(1.8, 2.5, 1.87)","(15.0, 60.0, 44.8)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:00.963167,"(1.8, 2.5, 1.87)","(15.0, 60.0, 44.8)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:01.817307,"(1.8, 2.5, 1.87)","(15.0, 60.0, 44.8)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:02.718369,"(1.8, 2.5, 1.87)","(15.0, 60.0, 44.8)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:03.563054,"(1.8, 2.5, 1.87)","(15.0, 60.0, 36.0)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:04.477406,"(1.8, 2.5, 1.87)","(15.0, 60.0, 36.0)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:05.361521,"(1.8, 2.48, 1.8675)","(15.0, 60.0, 36.0)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:06.277908,"(1.8, 2.46, 2.006666666666667)","(15.0, 60.0, 36.0)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:07.240170,"(1.8, 2.46, 2.006666666666667)","(15.0, 60.0, 36.0)","(8.0, 14.5, 10.9375)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:55:08.178991,"(1.8, 2.46, 2.006666666666667)","(15.0, 60.0, 36.0)","(8.0, 14.5, 9.916666666666666)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:09.159017,"(1.8, 2.46, 2.006666666666667)","(15.0, 65.0, 37.666666666666664)","(8.0, 13.0, 9.571428571428571)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:10.201690,"(1.8, 2.46, 2.006666666666667)","(15.0, 65.0, 37.666666666666664)","(8.0, 13.0, 9.571428571428571)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:11.142989,"(1.8, 2.42, 2.1639999999999997)","(15.0, 65.0, 37.666666666666664)","(8.0, 13.0, 9.571428571428571)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:12.002680,"(1.8, 2.42, 1.9933333333333334)","(15.0, 65.0, 44.5)","(8.0, 13.0, 9.571428571428571)","(5.0, 9.0, 6.777777777777778)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:12.834825,"(1.8, 2.42, 1.9933333333333334)","(15.0, 65.0, 53.57142857142857)","(8.0, 13.0, 9.571428571428571)","(5.0, 9.0, 6.777777777777778)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:13.770024,"(1.8, 2.42, 1.9933333333333334)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:14.669724,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:15.576964,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:16.563145,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:17.422774,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:18.279949,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:19.198214,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 50.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 6.833333333333333)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:20.119988,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:21.026024,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:22.005859,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:22.886896,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:23.872551,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:24.769918,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:25.613041,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:26.451120,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:27.337630,"(1.8, 2.44, 1.8625)","(15.0, 60.0, 38.0)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:28.233669,"(1.8, 2.44, 1.8625)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:29.106778,"(1.8, 2.44, 1.8625)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:29.990478,"(1.8, 2.44, 1.8625)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:30.930230,"(1.8, 2.44, 1.8625)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.607142857142857)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:31.813221,"(1.8, 2.4, 1.8488888888888888)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.607142857142857)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:32.766253,"(1.8, 2.38, 1.84)","(15.0, 65.0, 53.285714285714285)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:33.646945,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:34.529719,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 10.833333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:35.415376,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 9.61111111111111)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:36.341771,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 9.61111111111111)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:37.306849,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 9.61111111111111)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:38.218816,"(1.8, 2.38, 1.855)","(15.0, 60.0, 49.714285714285715)","(8.0, 14.5, 9.333333333333334)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:39.078486,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 12.0, 9.785714285714286)","(5.0, 9.0, 7.571428571428571)","(19.0, 48.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:40.005355,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 9.785714285714286)","(5.0, 9.0, 7.571428571428571)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:41.052432,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 9.785714285714286)","(5.0, 9.0, 7.571428571428571)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:41.945126,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 11.407692307692308)","(5.0, 9.0, 7.571428571428571)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:42.815079,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 10.299999999999999)","(5.0, 9.0, 7.571428571428571)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:43.712376,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 11.172727272727274)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:44.644433,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 11.172727272727274)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:45.549143,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 11.172727272727274)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:46.462225,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 14.5, 11.172727272727274)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:47.388220,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 15.0, 12.525)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:48.252306,"(1.8, 2.38, 1.855)","(15.0, 60.0, 50.285714285714285)","(8.0, 15.0, 9.166666666666666)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 5.34)"
09-01-2023 16:55:49.137654,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 8.8, 8.42)","(19.0, 44.0, 30.38888888888889)","(3.5, 5.7, 4.75)"
09-01-2023 16:55:49.995590,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 8.8, 8.43)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 5.1)"
09-01-2023 16:55:50.969976,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 8.8, 7.607142857142857)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.18)"
09-01-2023 16:55:51.900330,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 9.0, 7.607142857142857)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.5, 4.75)"
09-01-2023 16:55:52.849894,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 9.0, 7.4399999999999995)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:53.783563,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 9.0, 7.4399999999999995)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:54.674919,"(1.8, 2.38, 1.855)","(15.0, 48.0, 44.33333333333333)","(8.0, 15.0, 8.875)","(5.0, 9.0, 7.4399999999999995)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:55.616653,"(1.8, 2.38, 1.855)","(15.0, 46.0, 37.0)","(8.0, 15.0, 8.875)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:56.612102,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 15.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:57.554770,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:58.482148,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:55:59.400909,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:56:00.472399,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:56:01.503934,"(1.8, 2.38, 1.855)","(15.0, 65.0, 40.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:56:02.605313,"(1.8, 2.36, 1.8327272727272728)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.75)"
09-01-2023 16:56:03.590432,"(1.8, 2.36, 1.8105263157894738)","(15.0, 60.0, 33.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:04.625623,"(1.8, 2.36, 1.8105263157894738)","(15.0, 60.0, 33.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:05.805475,"(1.8, 2.36, 1.8105263157894738)","(15.0, 60.0, 33.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:06.923777,"(1.8, 2.36, 1.8105263157894738)","(15.0, 60.0, 33.333333333333336)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:08.075765,"(1.8, 2.36, 1.906086956521739)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:09.195694,"(1.8, 2.34, 2.013333333333333)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 55.0, 29.666666666666664)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:10.166633,"(1.8, 2.34, 2.013333333333333)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:11.296849,"(1.8, 2.34, 2.013333333333333)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:12.373482,"(1.8, 2.34, 2.013333333333333)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:13.316941,"(1.8, 2.34, 2.013333333333333)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 8.75)","(5.0, 9.0, 7.48)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.6, 4.657142857142857)"
09-01-2023 16:56:14.289282,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 9.0, 7.5)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:15.223160,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 9.0, 6.3999999999999995)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:16.249667,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 9.0, 6.3999999999999995)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:17.314378,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 9.0, 7.5)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:18.309961,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 9.0, 7.5)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:19.294403,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.733333333333334)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:20.339511,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.733333333333334)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:21.480797,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.219999999999999)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:22.479680,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.219999999999999)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:23.411989,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.219999999999999)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:24.341129,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 47.6)","(8.0, 14.0, 10.219999999999999)","(5.0, 9.0, 6.872727272727272)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:25.325454,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 10.219999999999999)","(5.0, 9.0, 7.575)","(19.0, 50.0, 31.230769230769234)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:26.487370,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 9.0, 6.7)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.6, 4.177777777777778)"
09-01-2023 16:56:27.480541,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.8, 6.7)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.6, 4.32)"
09-01-2023 16:56:28.456061,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.4, 6.85)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.6, 4.5)"
09-01-2023 16:56:29.517151,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.4, 6.85)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.5, 4.5)"
09-01-2023 16:56:30.545305,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.4, 7.421428571428571)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.5, 4.5)"
09-01-2023 16:56:31.598446,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.6, 7.421428571428571)","(19.0, 50.0, 24.22222222222222)","(3.5, 5.5, 5.071428571428571)"
09-01-2023 16:56:32.652395,"(1.8, 2.34, 1.9122222222222223)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.450000000000001)","(5.0, 8.6, 7.421428571428571)","(19.0, 50.0, 24.0)","(3.5, 5.5, 5.071428571428571)"
09-01-2023 16:56:33.620227,"(1.8, 2.3, 1.892)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 8.6, 7.421428571428571)","(19.0, 48.0, 24.0)","(3.5, 5.5, 5.071428571428571)"
09-01-2023 16:56:34.626680,"(1.8, 2.3, 1.892)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 8.6, 7.421428571428571)","(19.0, 48.0, 24.0)","(3.5, 5.5, 5.071428571428571)"
09-01-2023 16:56:35.696830,"(1.8, 2.3, 1.892)","(15.0, 60.0, 38.666666666666664)","(8.0, 14.0, 9.333333333333334)","(5.0, 8.6, 6.242857142857143)","(19.0, 48.0, 24.0)","(3.5, 5.5, 4.888888888888888)"
09-01-2023 16:56:36.823750,"(1.8, 2.28, 1.8988888888888888)","(15.0, 60.0, 40.0)","(8.0, 14.0, 10.08)","(5.0, 8.6, 6.242857142857143)","(19.0, 48.0, 24.0)","(3.5, 5.6, 4.888888888888888)"
09-01-2023 16:56:37.779456,"(1.8, 2.28, 1.8988888888888888)","(15.0, 60.0, 45.0)","(8.0, 14.0, 9.275)","(5.0, 8.6, 6.242857142857143)","(19.0, 48.0, 24.0)","(3.5, 5.6, 4.888888888888888)"
09-01-2023 16:56:38.724190,"(1.8, 2.28, 1.8988888888888888)","(15.0, 60.0, 45.0)","(8.0, 13.5, 10.233333333333333)","(5.0, 8.6, 6.242857142857143)","(19.0, 48.0, 24.0)","(3.5, 5.6, 4.888888888888888)"
