,Hartley Bale,Bollard Bobby,Line And Length,Bank On Frankie,Victory Heist,Aston Stout
09-01-2023 16:59:12.919108,"(1.8, 2.12, 2.0472727272727274)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.833333333333334)","(5.0, 6.2, 5.566666666666667)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.657142857142857)"
09-01-2023 16:59:14.082655,"(1.8, 2.12, 2.0472727272727274)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.833333333333334)","(5.0, 6.2, 5.566666666666667)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.657142857142857)"
09-01-2023 16:59:15.181213,"(1.8, 2.12, 2.0472727272727274)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.863636363636363)","(5.0, 6.2, 5.826666666666667)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.657142857142857)"
09-01-2023 16:59:16.160154,"(1.8, 2.1, 1.9984615384615385)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.863636363636363)","(5.0, 6.2, 5.826666666666667)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.657142857142857)"
09-01-2023 16:59:17.260504,"(1.8, 2.1, 1.9961111111111112)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:18.355753,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:19.594657,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.470588235294116)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:20.761388,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:21.809670,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:22.835908,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.699999999999999)"
09-01-2023 16:59:23.892349,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:24.927389,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:25.942761,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:26.950522,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:27.999739,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:29.076590,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:30.184512,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:31.214880,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:32.246758,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.911764705882353)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.0, 4.8)"
09-01-2023 16:59:33.355929,"(1.8, 2.1, 1.9978571428571428)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.85)","(19.0, 44.0, 22.666666666666668)","(3.5, 5.0, 4.715384615384615)"
09-01-2023 16:59:34.431159,"(1.8, 1.99, 1.9394444444444443)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.333333333333334)","(5.0, 6.2, 5.85)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.1, 4.966666666666667)"
09-01-2023 16:59:35.445330,"(1.8, 1.99, 1.9394444444444443)","(15.0, 55.0, 51.8421052631579)","(8.0, 14.5, 13.75)","(5.0, 6.2, 5.952941176470588)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 5.086363636363637)"
09-01-2023 16:59:36.476677,"(1.8, 1.99, 1.9394444444444443)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.0, 14.5)","(5.0, 6.2, 5.952941176470588)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 5.086363636363637)"
09-01-2023 16:59:37.512296,"(1.8, 1.99, 1.9249999999999998)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.0, 14.5)","(5.0, 6.2, 5.952941176470588)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.866666666666666)"
09-01-2023 16:59:38.528652,"(1.8, 1.99, 1.9249999999999998)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.0, 14.333333333333334)","(5.0, 6.2, 5.952941176470588)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.816)"
09-01-2023 16:59:39.592668,"(1.8, 1.98, 1.9057142857142857)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.5, 14.911764705882353)","(5.0, 6.2, 6.1)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.816)"
09-01-2023 16:59:40.654403,"(1.8, 1.98, 1.9057142857142857)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.5, 15.0)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:41.700439,"(1.8, 1.98, 1.9106666666666665)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.5, 14.625)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:42.760368,"(1.8, 1.98, 1.9106666666666665)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.5, 15.166666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:43.829313,"(1.8, 1.98, 1.9057142857142857)","(15.0, 55.0, 51.8421052631579)","(8.0, 16.5, 15.333333333333334)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:44.949568,"(1.8, 1.98, 1.9053333333333333)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:46.094311,"(1.8, 1.97, 1.9)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:47.197350,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:48.356097,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:49.392465,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:50.382446,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 51.8421052631579)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:51.349401,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 50.27272727272727)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:52.358595,"(1.8, 1.97, 1.8825)","(15.0, 55.0, 50.27272727272727)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:53.437185,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.55555555555556)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.912)"
09-01-2023 16:59:54.570328,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.55555555555556)","(8.0, 17.0, 14.916666666666666)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 16:59:55.624027,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.166666666666664)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.1230769230769235)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 16:59:56.747815,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 16:59:57.788566,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.127272727272727)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 16:59:58.873201,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 16:59:59.883205,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:00.863992,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:02.065019,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:03.273749,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:04.440555,"(1.8, 1.97, 1.9093333333333333)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:05.596913,"(1.8, 1.97, 1.879)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:06.697998,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.921428571428572)"
09-01-2023 17:00:07.900006,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.2, 4.957142857142857)"
09-01-2023 17:00:09.112278,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:10.387250,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:11.542047,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 53.9)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:12.872526,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:14.020468,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.127272727272727)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:15.266959,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:16.399664,"(1.8, 1.97, 1.8883333333333334)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:17.421693,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:18.528741,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:19.556526,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:20.662231,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:21.644877,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:22.707427,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:23.793580,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:24.825592,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:25.911801,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:26.963340,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:27.994464,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:29.031981,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:30.359769,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:31.365458,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:32.301637,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:33.237137,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:34.178206,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:35.196686,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:36.151135,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:37.130437,"(1.8, 1.97, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 37.46666666666667)","(3.5, 5.3, 4.957142857142857)"
09-01-2023 17:00:38.078309,"(1.8, 1.96, 1.8717857142857144)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 33.1764705882353)","(3.5, 5.3, 4.928571428571429)"
09-01-2023 17:00:39.107070,"(1.8, 1.95, 1.902)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.0, 6.2, 6.085714285714285)","(19.0, 44.0, 31.42857142857143)","(3.5, 5.3, 4.928571428571429)"
09-01-2023 17:00:40.511896,"(1.8, 1.95, 1.918)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.127272727272727)","(20.0, 44.0, 31.42857142857143)","(3.6, 5.3, 4.95)"
09-01-2023 17:00:41.619304,"(1.8, 1.94, 1.918)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 31.42857142857143)","(3.6, 5.3, 4.95)"
09-01-2023 17:00:42.746574,"(1.8, 1.93, 1.905)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 28.727272727272727)","(3.6, 5.3, 4.95)"
09-01-2023 17:00:43.878941,"(1.8, 1.92, 1.9130769230769231)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 30.0)","(3.6, 5.3, 4.95)"
09-01-2023 17:00:44.847405,"(1.8, 1.92, 1.89)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 30.0)","(3.6, 5.3, 4.95)"
09-01-2023 17:00:45.912855,"(1.8, 1.91, 1.89)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 29.454545454545453)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:46.915342,"(1.8, 1.91, 1.89)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 29.454545454545453)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:47.849696,"(1.8, 1.91, 1.894)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 29.454545454545453)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:48.887169,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 29.454545454545453)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:49.896503,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.127272727272727)","(20.0, 44.0, 33.86666666666667)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:50.879077,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 33.86666666666667)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:51.859776,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 32.92307692307692)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:52.845343,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 33.714285714285715)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:53.796180,"(1.8, 1.9, 1.8946153846153846)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 33.714285714285715)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:54.793856,"(1.8, 1.9, 1.893)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 34.285714285714285)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:55.868604,"(1.8, 1.9, 1.893)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 34.93333333333334)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:57.120913,"(1.8, 1.9, 1.893)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 34.93333333333334)","(3.6, 5.3, 4.9222222222222225)"
09-01-2023 17:00:58.136207,"(1.8, 1.9, 1.86)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 37.523809523809526)","(3.6, 5.3, 5.038461538461538)"
09-01-2023 17:00:59.040015,"(1.8, 1.9, 1.86)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 37.523809523809526)","(3.6, 5.3, 5.038461538461538)"
09-01-2023 17:01:00.001748,"(1.8, 1.9, 1.86)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.085714285714285)","(20.0, 44.0, 37.523809523809526)","(3.6, 5.3, 5.056521739130435)"
09-01-2023 17:01:01.226617,"(1.8, 1.9, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.127272727272727)","(20.0, 44.0, 37.523809523809526)","(3.6, 5.3, 5.119354838709677)"
09-01-2023 17:01:02.331277,"(1.8, 1.9, 1.8475000000000001)","(15.0, 55.0, 50.5)","(8.0, 17.0, 15.214285714285714)","(5.5, 6.2, 6.127272727272727)","(20.0, 44.0, 37.523809523809526)","(3.6, 5.3, 5.119354838709677)"
