,Daddysruby,Carmel By The Sea,Forever Lovely,Blazin Bae,Vintage,Lady Of The Light,Like No Other,Rose Of Mooncoin,Fourth Street,Smile And Profile
08-01-2023 09:34:39.113228,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:40.216801,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:41.329099,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:42.449377,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:43.550564,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:44.659525,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:45.766990,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:46.885354,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:47.991089,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:49.121548,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:50.242948,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:51.354220,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:52.465297,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:53.589950,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:54.726829,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:55.835540,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:56.944198,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:58.059618,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:59.152274,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:00.257569,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:01.385293,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:02.496077,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:03.604810,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:04.716708,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:05.873825,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:06.976763,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:08.085739,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(26.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:09.238091,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:10.351296,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:11.452627,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:12.568788,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:13.665704,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:14.778596,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:15.883045,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:17.009609,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:18.119778,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:19.223553,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:20.327573,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:21.436612,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:22.552345,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:23.674615,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:24.790468,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:25.887360,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:27.006898,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:28.117569,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:29.237602,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:30.354288,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:31.466461,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:32.580754,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:33.682958,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:34.795520,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:35.910701,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:37.014003,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:38.139592,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:39.246980,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:40.358563,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:41.473815,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:42.596137,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:43.693786,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:44.812142,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:45.939374,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:47.053828,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:48.173003,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:49.281968,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:50.392916,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:51.534828,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:52.643422,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:53.745769,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:54.862439,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:55.980782,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:57.096170,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:58.209169,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:35:59.323007,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:00.430494,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:01.546940,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:02.653869,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:03.770907,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:04.883356,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:05.991696,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:07.097989,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:08.230134,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:09.374438,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:10.552168,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:11.678512,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:12.842369,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:13.984228,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:15.210839,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:36:16.381381,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.0, 99999, 99990)","(8.5, 99999, 99990)"
