,Zipping Glamour,Venom Encounter,Wow Shes Sweet,Black Redeemer,Susie Zeus,Tick It Off,Lady Marcella
10-01-2023 13:43:20.507865,"(7.0, 11.0, 10.11578947368421)","(91.0, 370.0, 334.0)","(2.45, 2.96, 2.92)","(3.6, 4.9, 4.753658536585366)","(21.0, 32.0, 31.04)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.75, 3.606)"
10-01-2023 13:43:21.524103,"(7.0, 11.0, 9.962962962962962)","(91.0, 370.0, 334.0)","(2.45, 2.94, 2.938378378378378)","(3.6, 4.9, 4.753658536585366)","(21.0, 32.0, 31.3)","(21.0, 38.0, 30.903846153846153)","(3.0, 3.75, 3.606)"
10-01-2023 13:43:22.556216,"(7.0, 11.0, 9.727272727272727)","(91.0, 370.0, 328.3333333333333)","(2.45, 2.92, 2.915121951219512)","(3.6, 4.9, 4.753658536585366)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.75, 3.606)"
10-01-2023 13:43:23.513712,"(7.0, 11.0, 9.962962962962962)","(91.0, 370.0, 320.0)","(2.45, 2.92, 2.915121951219512)","(3.6, 4.9, 4.753658536585366)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.75, 3.606)"
10-01-2023 13:43:24.432169,"(7.0, 11.0, 9.727272727272727)","(91.0, 370.0, 345.0)","(2.45, 2.96, 2.915)","(3.6, 4.9, 4.766666666666667)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.75, 3.6214285714285714)"
10-01-2023 13:43:25.378852,"(7.0, 11.0, 9.962962962962962)","(91.0, 380.0, 214.54545454545456)","(2.45, 2.96, 2.9514285714285715)","(3.6, 4.9, 4.766666666666667)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.75, 3.6222222222222222)"
10-01-2023 13:43:26.383302,"(7.0, 10.5, 10.358064516129032)","(91.0, 370.0, 345.0)","(2.45, 2.98, 2.94)","(3.6, 4.9, 4.652941176470588)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.7, 3.6125000000000003)"
10-01-2023 13:43:27.502058,"(7.0, 10.5, 10.313846153846153)","(91.0, 370.0, 320.0)","(2.45, 3.0, 2.955)","(3.6, 4.9, 4.721875)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.7, 3.6125000000000003)"
10-01-2023 13:43:28.574774,"(7.0, 10.5, 10.313846153846153)","(91.0, 370.0, 345.0)","(2.45, 3.0, 3.0210526315789474)","(3.6, 4.9, 4.718181818181818)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.7, 3.5749999999999997)"
10-01-2023 13:43:29.672921,"(7.0, 10.0, 9.968421052631578)","(91.0, 370.0, 320.0)","(2.45, 3.05, 3.0017241379310344)","(3.6, 4.9, 4.692857142857142)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 30.941176470588236)","(3.0, 3.7, 3.5807692307692305)"
10-01-2023 13:43:30.739288,"(7.0, 9.6, 9.593103448275862)","(91.0, 370.0, 227.14285714285714)","(2.45, 3.1, 3.0300000000000002)","(3.6, 4.8, 4.692857142857142)","(21.0, 32.0, 31.41176470588235)","(21.0, 38.0, 31.571428571428573)","(3.0, 3.65, 3.5735294117647056)"
10-01-2023 13:43:31.996964,"(7.0, 9.6, 9.593103448275862)","(81.0, 360.0, 150.0)","(2.45, 3.1, 3.057142857142857)","(3.6, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.2)","(3.0, 3.65, 3.5735294117647056)"
10-01-2023 13:43:32.979429,"(7.0, 9.8, 9.786206896551725)","(81.0, 360.0, 245.0)","(2.45, 3.1, 3.075)","(3.6, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.2)","(3.0, 3.65, 3.5735294117647056)"
10-01-2023 13:43:33.940146,"(7.0, 9.8, 9.786206896551725)","(81.0, 360.0, 225.83333333333334)","(2.45, 3.1, 3.06)","(3.6, 4.7, 4.466666666666667)","(21.0, 32.0, 31.375)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.5735294117647056)"
10-01-2023 13:43:34.942490,"(7.0, 9.6, 9.55483870967742)","(81.0, 350.0, 313.3333333333333)","(2.45, 3.1, 3.05625)","(3.7, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.444444444444443)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.5735294117647056)"
10-01-2023 13:43:36.024102,"(7.0, 9.6, 9.55483870967742)","(81.0, 350.0, 313.3333333333333)","(2.45, 3.1, 3.0545454545454542)","(3.7, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.444444444444443)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:37.172326,"(7.0, 9.6, 9.55483870967742)","(81.0, 350.0, 245.0)","(2.45, 3.1, 3.06875)","(3.7, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.444444444444443)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.5777777777777775)"
10-01-2023 13:43:38.436329,"(7.0, 9.6, 9.55483870967742)","(81.0, 350.0, 245.0)","(2.45, 3.1, 3.0285714285714285)","(3.7, 4.7, 4.50909090909091)","(21.0, 32.0, 31.444444444444443)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.5777777777777775)"
10-01-2023 13:43:39.673272,"(7.0, 9.6, 9.55483870967742)","(81.0, 350.0, 330.9090909090909)","(2.45, 3.1, 3.0090909090909093)","(3.7, 4.7, 4.514285714285714)","(21.0, 32.0, 30.571428571428573)","(21.0, 38.0, 32.0)","(3.0, 3.65, 3.5777777777777775)"
10-01-2023 13:43:40.769021,"(7.0, 11.0, 10.428571428571429)","(81.0, 350.0, 330.9090909090909)","(2.45, 3.1, 3.0090909090909093)","(3.7, 4.7, 4.514285714285714)","(21.0, 32.0, 31.333333333333332)","(21.0, 38.0, 31.76)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:41.769318,"(7.0, 11.0, 10.566666666666666)","(81.0, 350.0, 250.0)","(2.45, 3.05, 3.0374999999999996)","(3.7, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.333333333333332)","(21.0, 38.0, 30.63157894736842)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:42.699746,"(7.0, 11.0, 10.566666666666666)","(81.0, 340.0, 160.55555555555554)","(2.45, 3.05, 3.046153846153846)","(3.7, 4.7, 4.4750000000000005)","(21.0, 32.0, 31.166666666666668)","(21.0, 38.0, 30.63157894736842)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:43.760066,"(7.0, 10.5, 10.326923076923077)","(81.0, 340.0, 240.0)","(2.45, 3.05, 3.0176923076923075)","(3.7, 4.7, 4.468181818181819)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.63157894736842)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:44.753924,"(7.0, 10.5, 10.303571428571429)","(81.0, 330.0, 240.0)","(2.45, 3.05, 3.0176923076923075)","(3.7, 4.7, 4.478947368421053)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.63157894736842)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:45.883468,"(7.0, 10.5, 10.133333333333333)","(81.0, 330.0, 240.0)","(2.45, 3.05, 3.0176923076923075)","(3.7, 4.7, 4.478947368421053)","(21.0, 32.0, 31.375)","(21.0, 38.0, 31.488372093023255)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:47.076298,"(7.0, 10.5, 10.133333333333333)","(81.0, 330.0, 240.0)","(2.45, 3.05, 3.0266666666666664)","(3.7, 4.7, 4.478947368421053)","(21.0, 32.0, 31.375)","(21.0, 38.0, 30.63157894736842)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:48.309667,"(7.0, 10.5, 10.210526315789474)","(81.0, 330.0, 240.0)","(2.45, 3.05, 3.013181818181818)","(3.7, 4.7, 4.478947368421053)","(21.0, 32.0, 30.4)","(21.0, 38.0, 31.488372093023255)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:49.581857,"(7.0, 10.5, 10.22)","(81.0, 330.0, 240.0)","(2.45, 3.05, 3.0188461538461535)","(3.7, 4.7, 4.478947368421053)","(21.0, 32.0, 34.888888888888886)","(21.0, 38.0, 31.488372093023255)","(3.0, 3.65, 3.563333333333333)"
10-01-2023 13:43:50.742015,"(7.0, 10.5, 10.073913043478262)","(81.0, 320.0, 235.0)","(2.45, 3.05, 3.0188461538461535)","(3.7, 4.7, 4.478947368421053)","(21.0, 36.0, 35.4)","(21.0, 38.0, 30.43243243243243)","(3.0, 3.65, 3.534090909090909)"
10-01-2023 13:43:51.824188,"(7.0, 10.0, 9.9)","(81.0, 320.0, 235.0)","(2.45, 3.15, 3.0999999999999996)","(3.7, 4.6, 4.442105263157894)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.65, 3.557142857142857)"
10-01-2023 13:43:52.777139,"(7.0, 10.0, 9.82857142857143)","(81.0, 320.0, 235.0)","(2.45, 3.15, 3.0558823529411763)","(3.7, 4.6, 4.434782608695652)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.636363636363637)","(3.0, 3.65, 3.557142857142857)"
10-01-2023 13:43:53.889910,"(7.0, 10.0, 9.82857142857143)","(81.0, 320.0, 235.0)","(2.45, 3.1, 3.036)","(3.7, 4.5, 4.381818181818182)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.65, 3.557142857142857)"
10-01-2023 13:43:55.086963,"(7.0, 10.0, 9.82857142857143)","(81.0, 320.0, 235.0)","(2.45, 3.1, 3.036)","(3.7, 4.5, 4.381818181818182)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:43:56.216942,"(7.0, 10.0, 9.810526315789474)","(81.0, 320.0, 235.0)","(2.45, 3.1, 3.0272727272727273)","(3.7, 4.5, 4.3)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.636363636363637)","(3.0, 3.65, 3.6555555555555554)"
10-01-2023 13:43:57.448340,"(7.0, 10.0, 9.85)","(81.0, 320.0, 163.07692307692307)","(2.45, 3.1, 3.057692307692308)","(3.7, 4.3, 4.225)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.75, 3.7959183673469385)"
10-01-2023 13:43:58.684930,"(7.0, 9.8, 9.780000000000001)","(81.0, 320.0, 163.07692307692307)","(2.45, 3.1, 3.075)","(3.7, 4.3, 4.136170212765958)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.636363636363637)","(3.0, 3.8, 3.8345238095238097)"
10-01-2023 13:43:59.813555,"(7.0, 9.8, 9.780000000000001)","(81.0, 320.0, 163.07692307692307)","(2.45, 3.1, 3.075)","(3.7, 4.2, 4.136170212765958)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 32.285714285714285)","(3.0, 3.85, 3.825438596491228)"
10-01-2023 13:44:00.941765,"(7.0, 9.8, 9.68)","(81.0, 310.0, 158.88888888888889)","(2.45, 3.1, 3.066666666666667)","(3.7, 4.2, 4.136170212765958)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 32.285714285714285)","(3.0, 3.85, 3.8193548387096774)"
10-01-2023 13:44:02.041461,"(7.0, 9.8, 9.747826086956522)","(81.0, 310.0, 160.0)","(2.45, 3.1, 3.0714285714285716)","(3.7, 4.2, 4.118518518518519)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 32.166666666666664)","(3.0, 3.85, 3.8193548387096774)"
10-01-2023 13:44:03.139288,"(7.0, 9.8, 9.747826086956522)","(81.0, 300.0, 160.0)","(2.45, 3.15, 3.08)","(3.6, 4.2, 4.108695652173913)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.85, 3.8221311475409836)"
10-01-2023 13:44:04.216568,"(7.0, 9.8, 9.747826086956522)","(81.0, 300.0, 160.0)","(2.45, 3.15, 3.118181818181818)","(3.6, 4.2, 4.098039215686274)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.85, 3.788)"
10-01-2023 13:44:05.300819,"(7.0, 9.8, 9.71372549019608)","(81.0, 300.0, 160.0)","(2.45, 3.2, 3.1470588235294117)","(3.6, 4.2, 4.072727272727273)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.77777777777778)","(3.0, 3.8, 3.683333333333333)"
10-01-2023 13:44:06.467340,"(7.0, 10.0, 9.914285714285715)","(81.0, 300.0, 175.0)","(2.45, 3.2, 3.1432432432432433)","(3.6, 4.2, 4.066666666666666)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.0)","(3.0, 3.75, 3.683333333333333)"
10-01-2023 13:44:07.655874,"(7.0, 10.0, 9.981818181818182)","(81.0, 290.0, 161.8181818181818)","(2.45, 3.2, 3.142857142857143)","(3.6, 4.2, 4.085714285714285)","(21.0, 36.0, 34.833333333333336)","(21.0, 38.0, 31.0)","(3.0, 3.75, 3.683333333333333)"
10-01-2023 13:44:09.003396,"(7.0, 10.0, 9.89090909090909)","(81.0, 280.0, 161.8181818181818)","(2.45, 3.2, 3.142857142857143)","(3.6, 4.2, 4.086792452830188)","(21.0, 36.0, 33.888888888888886)","(21.0, 38.0, 31.77777777777778)","(3.0, 3.75, 3.683333333333333)"
10-01-2023 13:44:10.267180,"(7.0, 10.0, 9.89090909090909)","(81.0, 280.0, 160.83333333333334)","(2.45, 3.2, 3.1526315789473682)","(3.6, 4.2, 4.086792452830188)","(21.0, 34.0, 33.78947368421053)","(21.0, 38.0, 31.0)","(3.0, 3.75, 3.675)"
10-01-2023 13:44:11.491017,"(7.0, 10.0, 9.733333333333333)","(81.0, 280.0, 158.66666666666666)","(2.45, 3.2, 3.1723076923076925)","(3.6, 4.2, 4.0920000000000005)","(21.0, 34.0, 37.51724137931035)","(21.0, 38.0, 31.0)","(3.0, 3.75, 3.67)"
10-01-2023 13:44:12.542349,"(7.0, 10.0, 9.742857142857142)","(81.0, 280.0, 158.66666666666666)","(2.45, 3.2, 3.1723076923076925)","(3.6, 4.2, 4.0920000000000005)","(21.0, 40.0, 37.714285714285715)","(21.0, 38.0, 31.0)","(3.0, 3.75, 3.675)"
10-01-2023 13:44:13.643629,"(7.0, 10.0, 9.792)","(81.0, 270.0, 248.33333333333334)","(2.45, 3.2, 3.154)","(3.6, 4.2, 4.0875)","(21.0, 38.0, 36.8)","(21.0, 38.0, 31.77777777777778)","(3.0, 3.75, 3.668181818181818)"
10-01-2023 13:44:14.832094,"(7.0, 10.5, 10.083333333333334)","(81.0, 270.0, 258.1818181818182)","(2.45, 3.2, 3.154)","(3.4, 4.2, 4.0777777777777775)","(21.0, 38.0, 36.8)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.75, 3.6535714285714285)"
10-01-2023 13:44:15.969544,"(7.0, 10.5, 10.131578947368421)","(81.0, 250.0, 182.5)","(2.45, 3.2, 3.154)","(3.4, 4.1, 4.0777777777777775)","(21.0, 38.0, 36.8)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.7, 3.6535714285714285)"
10-01-2023 13:44:17.153391,"(7.0, 10.5, 10.166666666666666)","(81.0, 250.0, 182.5)","(2.45, 3.2, 3.154901960784314)","(3.4, 4.1, 4.0777777777777775)","(21.0, 38.0, 36.8)","(21.0, 38.0, 31.488372093023255)","(3.0, 3.7, 3.6535714285714285)"
10-01-2023 13:44:18.365444,"(7.0, 10.5, 10.181818181818182)","(81.0, 250.0, 182.5)","(2.5, 3.2, 3.1608695652173915)","(3.4, 4.1, 4.0777777777777775)","(21.0, 38.0, 36.8)","(21.0, 38.0, 30.82051282051282)","(3.0, 3.7, 3.6535714285714285)"
10-01-2023 13:44:19.545081,"(7.0, 10.5, 10.179166666666667)","(81.0, 200.0, 190.0)","(2.5, 3.2, 3.2912133891213387)","(3.4, 4.1, 4.062857142857142)","(21.0, 38.0, 36.57142857142857)","(21.0, 38.0, 31.684210526315788)","(3.0, 3.7, 3.5934782608695652)"
10-01-2023 13:44:20.638910,"(7.0, 10.5, 10.173333333333334)","(81.0, 200.0, 194.6153846153846)","(2.5, 3.3, 3.290833333333333)","(3.4, 4.1, 4.062857142857142)","(21.0, 38.0, 36.57142857142857)","(21.0, 38.0, 31.846153846153847)","(3.0, 3.65, 3.5777777777777775)"
10-01-2023 13:44:21.758572,"(7.0, 10.5, 10.173333333333334)","(81.0, 200.0, 170.0)","(2.5, 3.3, 3.286147186147186)","(3.4, 4.1, 4.062857142857142)","(21.0, 38.0, 36.421052631578945)","(21.0, 38.0, 31.285714285714285)","(3.0, 3.65, 3.590909090909091)"
10-01-2023 13:44:22.877797,"(7.0, 10.5, 10.173333333333334)","(81.0, 200.0, 158.33333333333334)","(2.5, 3.3, 3.282978723404255)","(3.4, 4.1, 4.0625)","(21.0, 38.0, 36.421052631578945)","(21.0, 36.0, 32.526315789473685)","(3.0, 3.65, 3.557142857142857)"
10-01-2023 13:44:23.943545,"(7.0, 10.5, 10.129411764705882)","(81.0, 200.0, 158.33333333333334)","(2.5, 3.3, 3.282978723404255)","(3.4, 4.1, 4.080645161290323)","(21.0, 38.0, 36.421052631578945)","(21.0, 36.0, 31.655172413793103)","(3.0, 3.65, 3.552631578947368)"
10-01-2023 13:44:25.045028,"(7.0, 10.5, 10.0625)","(81.0, 200.0, 158.33333333333334)","(2.5, 3.35, 3.295625)","(3.4, 4.2, 4.127027027027027)","(21.0, 38.0, 35.0)","(21.0, 36.0, 30.620689655172413)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:26.226394,"(7.0, 10.0, 9.846153846153847)","(81.0, 200.0, 166.66666666666666)","(2.5, 3.3, 3.2962025316455694)","(3.4, 4.2, 4.1378378378378375)","(21.0, 38.0, 36.0)","(21.0, 36.0, 31.41176470588235)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:27.394731,"(7.0, 10.0, 9.633333333333333)","(81.0, 190.0, 175.0)","(2.5, 3.3, 3.2962025316455694)","(3.4, 4.2, 4.1378378378378375)","(21.0, 38.0, 36.0)","(21.0, 36.0, 31.09090909090909)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:28.545323,"(7.0, 10.0, 9.626666666666667)","(81.0, 200.0, 166.66666666666666)","(2.5, 3.3, 3.320909090909091)","(3.4, 4.2, 4.1378378378378375)","(21.0, 38.0, 35.1578947368421)","(21.0, 36.0, 30.13953488372093)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:29.715431,"(7.0, 10.0, 9.626666666666667)","(81.0, 200.0, 166.66666666666666)","(2.5, 3.35, 3.3195238095238095)","(3.4, 4.2, 4.124324324324324)","(21.0, 38.0, 35.1578947368421)","(21.0, 36.0, 30.857142857142858)","(3.0, 3.65, 3.5547619047619046)"
10-01-2023 13:44:30.862657,"(7.0, 10.0, 9.626666666666667)","(81.0, 200.0, 166.66666666666666)","(2.5, 3.35, 3.320873786407767)","(3.4, 4.2, 4.124324324324324)","(21.0, 38.0, 35.1578947368421)","(21.0, 36.0, 31.304347826086957)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:32.067365,"(7.0, 10.0, 9.83529411764706)","(81.0, 200.0, 166.66666666666666)","(2.5, 3.35, 3.3058823529411763)","(3.4, 4.2, 4.09047619047619)","(21.0, 38.0, 34.142857142857146)","(21.0, 36.0, 30.486486486486488)","(3.0, 3.65, 3.559090909090909)"
10-01-2023 13:44:33.249350,"(7.0, 10.0, 9.838461538461539)","(81.0, 200.0, 152.0)","(2.5, 3.35, 3.392816091954023)","(3.4, 4.1, 4.082608695652174)","(21.0, 38.0, 35.1578947368421)","(21.0, 36.0, 31.11627906976744)","(3.0, 3.65, 3.555128205128205)"
10-01-2023 13:44:34.412497,"(7.0, 10.0, 9.755555555555555)","(81.0, 200.0, 155.0)","(2.6, 3.4, 3.392816091954023)","(3.5, 4.1, 4.059375)","(21.0, 38.0, 34.0)","(21.0, 36.0, 31.142857142857142)","(3.0, 3.65, 3.57)"
10-01-2023 13:44:35.535584,"(7.0, 10.0, 9.74)","(81.0, 200.0, 152.0)","(2.6, 3.3, 3.2979166666666666)","(3.5, 4.1, 4.059375)","(21.0, 38.0, 34.0)","(21.0, 36.0, 31.142857142857142)","(3.0, 3.6, 3.57)"
10-01-2023 13:44:36.654512,"(7.0, 10.5, 10.1)","(81.0, 200.0, 152.0)","(2.6, 3.35, 3.3160714285714286)","(3.5, 4.1, 4.059375)","(21.0, 38.0, 33.875)","(21.0, 36.0, 31.2972972972973)","(3.0, 3.6, 3.568421052631579)"
10-01-2023 13:44:37.829393,"(7.0, 10.5, 10.045)","(81.0, 200.0, 152.0)","(2.6, 3.3, 3.2138297872340424)","(3.5, 4.2, 4.0964285714285715)","(21.0, 38.0, 35.25)","(21.0, 36.0, 31.75609756097561)","(3.0, 3.6, 3.6444444444444444)"
10-01-2023 13:44:39.054108,"(7.0, 10.5, 9.98846153846154)","(81.0, 200.0, 160.0)","(2.6, 3.25, 3.199056603773585)","(3.5, 4.2, 4.0964285714285715)","(21.0, 38.0, 35.25)","(21.0, 36.0, 31.75609756097561)","(3.0, 3.7, 3.638095238095238)"
10-01-2023 13:44:40.207235,"(7.0, 10.5, 10.025)","(81.0, 200.0, 160.0)","(2.6, 3.25, 3.205714285714286)","(3.5, 4.2, 4.0964285714285715)","(21.0, 38.0, 33.875)","(21.0, 36.0, 31.75609756097561)","(3.0, 3.7, 3.638095238095238)"
10-01-2023 13:44:41.420002,"(7.0, 10.5, 10.025)","(81.0, 200.0, 178.46153846153845)","(2.6, 3.25, 3.206944444444445)","(3.5, 4.2, 4.094736842105263)","(21.0, 38.0, 32.5)","(21.0, 36.0, 31.42105263157895)","(3.0, 3.7, 3.638095238095238)"
10-01-2023 13:44:42.669828,"(7.0, 10.5, 10.056666666666667)","(81.0, 200.0, 178.46153846153845)","(2.6, 3.25, 3.2222222222222223)","(3.5, 4.2, 4.132432432432433)","(21.0, 38.0, 32.5)","(21.0, 36.0, 31.42105263157895)","(3.0, 3.7, 3.694827586206897)"
10-01-2023 13:44:43.907904,"(7.5, 10.5, 10.025)","(81.0, 200.0, 128.0)","(2.6, 3.25, 3.1913793103448276)","(3.5, 4.2, 4.146808510638298)","(21.0, 38.0, 32.5)","(21.0, 36.0, 31.263157894736842)","(3.0, 3.7, 3.6882352941176473)"
10-01-2023 13:44:45.075763,"(7.5, 10.5, 10.025)","(81.0, 200.0, 152.0)","(2.6, 3.25, 3.1020833333333333)","(3.5, 4.2, 4.163461538461538)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 31.263157894736842)","(3.0, 3.7, 3.7)"
10-01-2023 13:44:46.261195,"(7.5, 10.5, 10.056666666666667)","(81.0, 200.0, 152.0)","(2.6, 3.15, 3.0855140186915886)","(3.5, 4.2, 4.171739130434783)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 31.263157894736842)","(3.0, 3.75, 3.7)"
10-01-2023 13:44:47.406998,"(7.5, 10.5, 9.835)","(81.0, 200.0, 152.0)","(2.6, 3.15, 3.0845454545454545)","(3.5, 4.2, 4.157777777777778)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 31.75609756097561)","(3.0, 3.75, 3.703846153846154)"
10-01-2023 13:44:48.528040,"(7.5, 10.5, 9.835)","(81.0, 200.0, 136.0)","(2.6, 3.15, 3.0845454545454545)","(3.5, 4.2, 4.1695652173913045)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 30.727272727272727)","(3.0, 3.75, 3.703846153846154)"
10-01-2023 13:44:49.614324,"(7.5, 10.5, 9.835)","(81.0, 200.0, 131.42857142857142)","(2.6, 3.15, 3.0881974248927038)","(3.5, 4.2, 4.170212765957447)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 30.727272727272727)","(3.0, 3.75, 3.6843749999999997)"
10-01-2023 13:44:50.714072,"(7.5, 10.5, 9.835)","(81.0, 200.0, 131.42857142857142)","(2.6, 3.15, 3.165714285714286)","(3.5, 4.2, 4.1596153846153845)","(21.0, 38.0, 32.54545454545455)","(21.0, 36.0, 30.705882352941178)","(3.0, 3.75, 3.663793103448276)"
10-01-2023 13:44:51.869179,"(7.5, 10.5, 9.93)","(81.0, 200.0, 131.42857142857142)","(2.6, 3.2, 3.1714285714285713)","(3.5, 4.2, 4.248543689320388)","(21.0, 38.0, 34.25)","(21.0, 36.0, 30.705882352941178)","(3.0, 3.75, 3.6666666666666665)"
10-01-2023 13:44:53.054396,"(7.5, 10.0, 9.874418604651163)","(81.0, 200.0, 131.42857142857142)","(2.6, 3.2, 3.1714285714285713)","(3.5, 4.3, 4.248543689320388)","(21.0, 38.0, 35.142857142857146)","(21.0, 36.0, 30.727272727272727)","(3.0, 3.7, 3.678571428571429)"
10-01-2023 13:44:54.440055,"(7.5, 10.0, 9.822222222222223)","(81.0, 200.0, 156.36363636363637)","(2.6, 3.2, 3.1691489361702128)","(3.5, 4.3, 4.222535211267606)","(21.0, 38.0, 35.142857142857146)","(21.0, 36.0, 30.727272727272727)","(3.0, 3.7, 3.5875)"
10-01-2023 13:44:55.636378,"(7.5, 10.0, 9.822222222222223)","(81.0, 200.0, 156.36363636363637)","(2.6, 3.2, 3.0693954659949623)","(3.5, 4.3, 4.176404494382022)","(21.0, 38.0, 35.3)","(21.0, 36.0, 31.42105263157895)","(3.0, 3.65, 3.6875)"
10-01-2023 13:44:56.838327,"(7.5, 10.0, 9.971428571428572)","(81.0, 200.0, 156.36363636363637)","(2.6, 3.15, 3.069154228855721)","(3.5, 4.3, 4.176404494382022)","(21.0, 38.0, 35.3)","(21.0, 36.0, 31.53846153846154)","(3.0, 3.7, 3.6924242424242424)"
10-01-2023 13:44:58.082611,"(7.5, 10.0, 9.95)","(81.0, 200.0, 170.0)","(2.6, 3.15, 3.0726190476190474)","(3.5, 4.3, 4.173118279569892)","(21.0, 38.0, 35.3)","(21.0, 36.0, 31.42105263157895)","(3.0, 3.75, 3.6924242424242424)"
10-01-2023 13:44:59.274230,"(7.5, 10.0, 9.95)","(81.0, 200.0, 170.0)","(2.6, 3.15, 3.0749422632794454)","(3.5, 4.3, 4.173118279569892)","(21.0, 38.0, 35.3)","(21.0, 36.0, 31.25581395348837)","(3.0, 3.75, 3.6888888888888887)"
10-01-2023 13:45:00.464352,"(7.5, 10.5, 9.895454545454546)","(81.0, 200.0, 170.0)","(2.6, 3.15, 3.0749422632794454)","(3.5, 4.3, 4.178350515463917)","(21.0, 38.0, 35.3)","(21.0, 36.0, 31.142857142857142)","(3.0, 3.75, 3.6766666666666667)"
10-01-2023 13:45:01.702910,"(7.5, 10.5, 9.895454545454546)","(81.0, 200.0, 170.0)","(2.6, 3.15, 3.074082568807339)","(3.5, 4.3, 4.182758620689655)","(21.0, 38.0, 35.54545454545455)","(21.0, 36.0, 32.285714285714285)","(3.0, 3.75, 3.6846938775510205)"
10-01-2023 13:45:02.888627,"(7.5, 10.5, 9.875)","(81.0, 200.0, 170.0)","(2.6, 3.15, 3.073732718894009)","(3.5, 4.3, 4.183928571428571)","(21.0, 38.0, 35.92307692307692)","(21.0, 34.0, 31.23076923076923)","(3.0, 3.75, 3.706451612903226)"
