,Crispy Pie,Taking A Toll,Monkeys Style,Real Mickoy,French Wood,Sweet Lola,Kouta Marjen
08-12-2022 14:32:25.345360,"(9.0, 11.5, 11.425)","(11.0, 26.0, 23.106382978723403)","(4.6, 4.9, 4.724390243902439)","(3.3, 4.4, 4.338235294117648)","(4.2, 6.6, 5.98125)","(10.0, 30.0, 27.666666666666664)","(4.4, 5.0, 4.75)"
08-12-2022 14:32:26.386735,"(9.0, 11.5, 11.266666666666666)","(11.0, 26.0, 23.106382978723403)","(4.6, 4.9, 4.724390243902439)","(3.3, 4.4, 4.338235294117648)","(4.2, 6.6, 5.98125)","(10.0, 30.0, 28.804878048780488)","(4.4, 5.0, 4.75)"
08-12-2022 14:32:27.400554,"(9.0, 13.0, 12.09090909090909)","(11.0, 26.0, 23.106382978723403)","(4.6, 4.9, 4.724390243902439)","(3.3, 4.4, 4.338235294117648)","(4.2, 6.6, 5.98125)","(10.0, 30.0, 24.75)","(4.4, 5.0, 4.785714285714286)"
08-12-2022 14:32:28.408669,"(9.0, 13.0, 12.5)","(13.0, 26.0, 23.106382978723403)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.338235294117648)","(4.4, 6.6, 5.98125)","(12.0, 30.0, 24.75)","(4.2, 5.0, 4.842105263157895)"
08-12-2022 14:32:29.417564,"(9.0, 13.0, 11.545454545454545)","(13.0, 26.0, 23.106382978723403)","(4.4, 4.9, 4.724390243902439)","(3.3, 4.4, 4.295)","(4.4, 6.6, 6.0040000000000004)","(12.0, 30.0, 28.5)","(4.2, 5.0, 4.842105263157895)"
08-12-2022 14:32:30.430528,"(9.0, 13.0, 11.545454545454545)","(13.0, 26.0, 23.106382978723403)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.306666666666667)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.894736842105264)","(4.2, 5.0, 4.7)"
08-12-2022 14:32:31.477309,"(9.0, 13.0, 11.545454545454545)","(13.0, 26.0, 23.106382978723403)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.363636363636364)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.95)","(4.2, 5.0, 4.75)"
08-12-2022 14:32:32.485717,"(9.0, 13.0, 11.545454545454545)","(13.0, 26.0, 23.106382978723403)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.358208955223881)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.64516129032258)","(4.2, 5.0, 4.75)"
08-12-2022 14:32:33.612997,"(9.0, 13.0, 11.545454545454545)","(13.0, 25.0, 24.333333333333332)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.358208955223881)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.64516129032258)","(4.2, 5.0, 4.75)"
08-12-2022 14:32:34.669614,"(9.0, 13.0, 12.238095238095237)","(13.0, 25.0, 23.5)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.350877192982456)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.0)","(4.2, 5.0, 4.823529411764706)"
08-12-2022 14:32:35.679834,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.6)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.350877192982456)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.0)","(4.2, 5.0, 4.823529411764706)"
08-12-2022 14:32:36.674835,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.677419354838708)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.363636363636364)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.703703703703702)","(4.2, 5.0, 4.75)"
08-12-2022 14:32:37.615872,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.23076923076923)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.363636363636364)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.339622641509436)","(4.2, 5.0, 4.8125)"
08-12-2022 14:32:38.715372,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.525)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.339622641509436)","(4.2, 5.0, 4.8125)"
08-12-2022 14:32:39.868787,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.17142857142857)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.385964912280702)","(4.2, 5.0, 4.85)"
08-12-2022 14:32:40.990691,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 22.17142857142857)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.385964912280702)","(4.2, 5.0, 4.85)"
08-12-2022 14:32:42.018092,"(9.0, 13.0, 12.384615384615385)","(13.0, 25.0, 20.416666666666668)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.25531914893617)","(4.2, 5.0, 4.85)"
08-12-2022 14:32:42.961346,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 22.095238095238095)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.25531914893617)","(4.2, 5.0, 4.85)"
08-12-2022 14:32:43.936556,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 22.095238095238095)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.352941176470587)","(4.2, 5.0, 4.8)"
08-12-2022 14:32:44.918618,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 22.095238095238095)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.352941176470587)","(4.2, 5.0, 4.8)"
08-12-2022 14:32:45.970902,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 22.095238095238095)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.352941176470587)","(4.2, 5.0, 4.8)"
08-12-2022 14:32:46.992801,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.419354838709676)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.699999999999999)"
08-12-2022 14:32:48.027124,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.419354838709676)","(4.4, 4.9, 4.521052631578947)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.852941176470588)"
08-12-2022 14:32:49.024157,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.419354838709676)","(4.4, 4.8, 4.56)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.88)"
08-12-2022 14:32:50.000938,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.419354838709676)","(4.4, 4.8, 4.62)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.88)"
08-12-2022 14:32:50.959212,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.56)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.88)"
08-12-2022 14:32:51.962540,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.54)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.066666666666666)","(4.2, 5.0, 4.88)"
08-12-2022 14:32:52.993220,"(9.0, 13.0, 12.384615384615385)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.53)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.85)"
08-12-2022 14:32:54.021711,"(9.0, 13.0, 12.157894736842104)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.53)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.84390243902439)"
08-12-2022 14:32:55.073306,"(9.0, 13.0, 12.2)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.53)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.863829787234042)"
08-12-2022 14:32:56.017477,"(9.0, 13.0, 12.2)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.53)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.863829787234042)"
08-12-2022 14:32:56.969756,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.53)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.863829787234042)"
08-12-2022 14:32:57.952559,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.863829787234042)"
08-12-2022 14:32:58.999792,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.847619047619047)"
08-12-2022 14:33:00.071781,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.847619047619047)"
08-12-2022 14:33:01.080087,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.847619047619047)"
08-12-2022 14:33:02.133329,"(9.0, 13.0, 12.6)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.847619047619047)"
08-12-2022 14:33:03.227471,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.25)","(4.2, 5.0, 4.847619047619047)"
08-12-2022 14:33:04.289430,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.6)","(4.2, 5.0, 4.827027027027027)"
08-12-2022 14:33:05.256414,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.6)","(4.2, 5.0, 4.827027027027027)"
08-12-2022 14:33:06.224636,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.6)","(4.2, 5.0, 4.827027027027027)"
08-12-2022 14:33:07.276262,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 28.6)","(4.2, 5.0, 4.827027027027027)"
08-12-2022 14:33:08.361873,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.827027027027027)"
08-12-2022 14:33:09.483513,"(9.0, 13.0, 12.68)","(13.0, 24.0, 21.073170731707318)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.8)"
08-12-2022 14:33:10.583264,"(9.0, 13.0, 12.68)","(13.0, 23.0, 22.0625)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.3)","(4.2, 5.0, 4.8)"
08-12-2022 14:33:11.595788,"(9.0, 13.0, 12.68)","(13.0, 23.0, 21.26923076923077)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.475)","(4.2, 5.0, 4.8)"
08-12-2022 14:33:12.518187,"(9.0, 13.0, 12.68)","(13.0, 23.0, 21.26923076923077)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.475)","(4.2, 5.0, 4.8)"
08-12-2022 14:33:13.528750,"(9.0, 13.0, 12.771428571428572)","(13.0, 23.0, 21.26923076923077)","(4.4, 4.8, 4.515)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.475)","(4.2, 5.0, 4.8)"
08-12-2022 14:33:14.651350,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.589285714285715)","(4.4, 4.8, 4.51)","(3.3, 4.4, 4.367816091954023)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.475)","(4.2, 5.0, 4.762962962962963)"
08-12-2022 14:33:15.738349,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.589285714285715)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.65)","(4.2, 5.0, 4.762962962962963)"
08-12-2022 14:33:16.785872,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.863829787234042)"
08-12-2022 14:33:17.776573,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.887719298245614)"
08-12-2022 14:33:18.806398,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.887719298245614)"
08-12-2022 14:33:19.880831,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.885714285714285)"
08-12-2022 14:33:20.934138,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.887719298245614)"
08-12-2022 14:33:22.101076,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.509230769230769)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.887719298245614)"
08-12-2022 14:33:23.187148,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.509230769230769)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.7)","(4.2, 5.0, 4.887719298245614)"
08-12-2022 14:33:24.284118,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.868852459016393)"
08-12-2022 14:33:25.396611,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.857142857142857)"
08-12-2022 14:33:26.560616,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.857142857142857)"
08-12-2022 14:33:27.636494,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.857142857142857)"
08-12-2022 14:33:28.718485,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.857142857142857)"
08-12-2022 14:33:29.819021,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.857142857142857)"
08-12-2022 14:33:30.939064,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:32.083356,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:33.280546,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.589041095890412)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:34.370984,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.4, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(12.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:35.437523,"(9.0, 13.0, 12.8)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:36.572577,"(9.0, 13.0, 12.8)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.8431372549019605)"
08-12-2022 14:33:37.756175,"(9.0, 13.0, 12.8)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.826086956521739)"
08-12-2022 14:33:38.927728,"(9.0, 13.0, 12.8)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.826086956521739)"
08-12-2022 14:33:40.073317,"(9.0, 13.0, 12.761904761904763)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.826086956521739)"
08-12-2022 14:33:41.168664,"(9.0, 13.0, 12.761904761904763)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.826086956521739)"
08-12-2022 14:33:42.300651,"(9.0, 13.0, 12.761904761904763)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:43.441450,"(9.0, 13.0, 12.761904761904763)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:44.597927,"(9.0, 13.0, 12.761904761904763)","(12.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:45.786701,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:46.900850,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:47.968800,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:49.079035,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:50.305784,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.777777777777778)"
08-12-2022 14:33:51.498611,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:52.764692,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:53.893491,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:54.956751,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:55.996382,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:57.088395,"(9.0, 13.0, 12.761904761904763)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:58.207355,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:33:59.369244,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
08-12-2022 14:34:00.527074,"(9.0, 13.0, 12.8)","(13.0, 23.0, 20.43421052631579)","(4.2, 4.8, 4.508571428571429)","(3.3, 4.4, 4.3760683760683765)","(4.4, 6.4, 6.0040000000000004)","(13.0, 30.0, 29.577464788732396)","(4.2, 5.0, 4.804878048780488)"
