,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:33:07.568185,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.378947368421052)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:08.612266,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.378947368421052)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:09.787437,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.378947368421052)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:10.972545,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.266666666666666)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.459183673469388)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:11.988562,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.266666666666666)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:13.057992,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.266666666666666)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:14.182795,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.266666666666666)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:15.272054,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.266666666666666)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:16.355362,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:17.415661,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:18.518915,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:19.624227,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:20.654420,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:21.752461,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:22.854572,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:23.822186,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:24.954347,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:26.093797,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:27.126292,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:28.193146,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:29.296628,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:30.410017,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:31.511315,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:32.569378,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:33.707049,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:34.839516,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:35.886187,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:36.997382,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:38.123531,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:39.109223,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:40.260310,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.0)"
07-01-2023 19:33:41.310094,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:42.323233,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:43.369866,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:44.447222,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:45.530436,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.36)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:46.655652,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.36)","(8.0, 12.0, 9.924324324324324)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:48.045969,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.36)","(8.0, 12.0, 9.929411764705883)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:49.280990,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 10.147368421052633)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:50.514183,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 10.147368421052633)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 51.875)"
07-01-2023 19:33:51.696083,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 10.25)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 53.94736842105263)"
07-01-2023 19:33:52.992001,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 10.25)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 53.94736842105263)"
07-01-2023 19:33:54.136836,"(2.3, 2.74, 2.71)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.35)","(8.0, 12.0, 10.166666666666668)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:33:55.324637,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.166666666666668)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:33:56.420908,"(2.3, 2.76, 2.7225)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.194871794871796)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:33:57.544599,"(2.3, 2.76, 2.7225)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.194871794871796)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:33:58.627608,"(2.3, 2.76, 2.7225)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.194871794871796)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:33:59.757571,"(2.3, 2.76, 2.7225)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.166666666666668)","(3.9, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.274418604651163)","(18.0, 65.0, 54.5)"
07-01-2023 19:34:00.852840,"(2.3, 2.76, 2.7225)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.29)","(8.0, 12.0, 10.361702127659575)","(3.9, 4.5, 4.446666666666666)","(5.0, 7.0, 6.316666666666666)","(18.0, 65.0, 52.75)"
07-01-2023 19:34:01.897816,"(2.3, 2.76, 2.710769230769231)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36)","(8.0, 12.0, 10.25)","(3.9, 4.5, 4.446666666666666)","(5.0, 7.0, 6.219047619047619)","(18.0, 65.0, 52.21739130434783)"
07-01-2023 19:34:02.965135,"(2.3, 2.76, 2.710769230769231)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36)","(8.0, 12.0, 10.25)","(4.0, 4.5, 4.446666666666666)","(5.0, 7.0, 6.219047619047619)","(18.0, 65.0, 52.21739130434783)"
07-01-2023 19:34:04.161885,"(2.3, 2.76, 2.73)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36)","(8.0, 12.0, 10.222222222222221)","(4.0, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.219047619047619)","(18.0, 65.0, 52.21739130434783)"
07-01-2023 19:34:05.263769,"(2.3, 2.76, 2.73)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36)","(8.0, 12.0, 10.235294117647058)","(4.0, 4.5, 4.4714285714285715)","(5.0, 7.0, 6.235294117647059)","(18.0, 65.0, 52.21739130434783)"
07-01-2023 19:34:06.270898,"(2.3, 2.76, 2.73)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.235294117647058)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.235294117647059)","(18.0, 65.0, 52.21739130434783)"
07-01-2023 19:34:07.409748,"(2.3, 2.76, 2.710769230769231)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.235294117647058)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.2272727272727275)","(18.0, 65.0, 51.0)"
07-01-2023 19:34:08.562021,"(2.3, 2.76, 2.715)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.235294117647058)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.2272727272727275)","(18.0, 65.0, 51.0)"
07-01-2023 19:34:09.716312,"(2.3, 2.76, 2.715)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.037837837837838)","(4.0, 4.5, 4.446666666666666)","(5.0, 6.8, 6.2272727272727275)","(18.0, 65.0, 51.0)"
07-01-2023 19:34:10.880740,"(2.3, 2.76, 2.686153846153846)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.271428571428572)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 51.0)"
07-01-2023 19:34:11.987365,"(2.3, 2.76, 2.715)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.271428571428572)","(4.0, 4.5, 4.446666666666666)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.02127659574468)"
07-01-2023 19:34:13.064439,"(2.3, 2.76, 2.686153846153846)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.446666666666666)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:14.154437,"(2.3, 2.74, 2.6775)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:15.333335,"(2.3, 2.74, 2.6610526315789476)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.446666666666666)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:16.567215,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:17.588546,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:18.642239,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.446666666666666)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:19.869366,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.4714285714285715)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:21.057882,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 11.36875)","(8.0, 12.0, 10.548)","(4.0, 4.5, 4.527631578947368)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:22.163197,"(2.3, 2.74, 2.692)","(16.0, 24.0, 23.333333333333332)","(8.0, 11.5, 10.384615384615385)","(8.0, 12.0, 10.548)","(4.0, 4.6, 4.24)","(5.0, 6.8, 6.21304347826087)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:23.301802,"(2.3, 2.74, 2.692)","(16.0, 24.0, 22.105263157894736)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.6, 4.2272727272727275)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 48.29545454545455)"
07-01-2023 19:34:24.546063,"(2.3, 2.74, 2.692)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:25.762328,"(2.3, 2.74, 2.692)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:26.911094,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:28.019108,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:29.114112,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:30.429060,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 46.625)"
07-01-2023 19:34:31.686882,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 65.0, 51.27272727272727)"
07-01-2023 19:34:32.903285,"(2.3, 2.74, 2.679047619047619)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.423333333333334)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 60.0, 46.2)"
07-01-2023 19:34:34.031678,"(2.3, 2.74, 2.5894117647058823)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.474193548387097)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.210714285714286)","(18.0, 55.0, 45.89655172413793)"
07-01-2023 19:34:35.393460,"(2.3, 2.72, 2.5907692307692307)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.474193548387097)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(18.0, 55.0, 45.833333333333336)"
07-01-2023 19:34:36.715863,"(2.3, 2.72, 2.5907692307692307)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.474193548387097)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(18.0, 55.0, 45.833333333333336)"
07-01-2023 19:34:37.922979,"(2.3, 2.66, 2.64)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.474193548387097)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(18.0, 55.0, 45.833333333333336)"
07-01-2023 19:34:38.896046,"(2.3, 2.66, 2.649130434782609)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.474193548387097)","(4.0, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(18.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:40.045742,"(2.3, 2.66, 2.5984615384615384)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.208333333333334)","(3.9, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:41.316823,"(2.3, 2.7, 2.611304347826087)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.377358490566039)","(3.9, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:42.462848,"(2.3, 2.7, 2.67)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.208333333333334)","(3.9, 4.5, 4.21875)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:43.621459,"(2.3, 2.7, 2.652)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.208333333333334)","(3.9, 4.5, 4.293103448275862)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:44.714772,"(2.3, 2.7, 2.67)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.384615384615385)","(8.0, 12.0, 10.4)","(3.9, 4.5, 4.385714285714285)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:45.819588,"(2.3, 2.7, 2.677777777777778)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.44)","(8.0, 12.0, 10.222222222222221)","(3.9, 4.5, 4.281818181818182)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:46.986124,"(2.3, 2.7, 2.6166666666666667)","(16.0, 24.0, 21.6)","(8.0, 11.0, 10.44)","(8.0, 12.0, 10.222222222222221)","(3.9, 4.5, 4.363636363636363)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:48.188370,"(2.3, 2.7, 2.6166666666666667)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.44)","(8.0, 12.0, 10.222222222222221)","(3.9, 4.5, 4.428571428571429)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:49.263738,"(2.3, 2.7, 2.6166666666666667)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.44)","(8.0, 12.0, 10.4)","(3.9, 4.6, 4.4559999999999995)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:50.245417,"(2.3, 2.7, 2.6166666666666667)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.3)","(8.0, 12.0, 10.222222222222221)","(3.9, 4.6, 4.5162790697674415)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
07-01-2023 19:34:51.333645,"(2.3, 2.7, 2.6166666666666667)","(16.0, 24.0, 21.428571428571427)","(8.0, 11.0, 10.066666666666666)","(8.0, 12.0, 10.4)","(3.9, 4.6, 4.564444444444444)","(5.0, 6.8, 6.211111111111111)","(21.0, 55.0, 44.81481481481482)"
