,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:31:31.681535,"(2.3, 2.68, 2.66)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:32.813696,"(2.3, 2.6, 2.58)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:34.201890,"(2.3, 2.6, 2.58)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:35.335298,"(2.3, 2.6, 2.58)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:36.543366,"(2.3, 2.6, 2.59)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:37.558392,"(2.3, 2.7, 2.64)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:38.698960,"(2.3, 2.7, 2.64)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:39.832415,"(2.3, 2.7, 2.64)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.126666666666666)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:40.989763,"(2.3, 2.7, 2.64)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:41.983465,"(2.3, 2.7, 2.64)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:43.099447,"(2.3, 2.7, 2.625)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:44.203326,"(2.3, 2.7, 2.6500000000000004)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:45.222099,"(2.3, 2.7, 2.6500000000000004)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:46.383347,"(2.3, 2.7, 2.6500000000000004)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:47.562676,"(2.3, 2.7, 2.6500000000000004)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:48.657810,"(2.3, 2.7, 2.6500000000000004)","(15.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.8, 4.5, 4.1499999999999995)","(4.8, 7.4, 6.885714285714286)","(17.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:49.720028,"(2.3, 2.7, 2.6500000000000004)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.885714285714286)","(18.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:50.884774,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.885714285714286)","(18.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:51.929393,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.885714285714286)","(18.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:52.875401,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:53.902644,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 51.391304347826086)"
07-01-2023 19:31:55.020199,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 51.0)"
07-01-2023 19:31:56.187197,"(2.3, 2.68, 2.66)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 51.0)"
07-01-2023 19:31:57.249875,"(2.3, 2.68, 2.6633333333333336)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 47.42857142857143)"
07-01-2023 19:31:58.358120,"(2.3, 2.7, 2.6133333333333333)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 49.0)"
07-01-2023 19:31:59.393936,"(2.3, 2.7, 2.6133333333333333)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.4, 6.317073170731708)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:00.404134,"(2.3, 2.7, 2.6133333333333333)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.4222222222222225)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:01.394854,"(2.3, 2.7, 2.6133333333333333)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:02.482712,"(2.3, 2.7, 2.6133333333333333)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:03.585820,"(2.3, 2.7, 2.5613333333333332)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:04.571259,"(2.3, 2.7, 2.6277777777777778)","(16.0, 24.0, 23.142857142857142)","(7.5, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 49.0)"
07-01-2023 19:32:05.538148,"(2.3, 2.7, 2.6277777777777778)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:06.656978,"(2.3, 2.7, 2.5613333333333332)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:07.805157,"(2.3, 2.68, 2.6764705882352944)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:08.784001,"(2.3, 2.68, 2.6764705882352944)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:09.854362,"(2.3, 2.68, 2.6725000000000003)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:10.895146,"(2.3, 2.7, 2.6533333333333333)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:11.957024,"(2.3, 2.7, 2.6533333333333333)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.421052631578947)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:13.093613,"(2.3, 2.7, 2.6533333333333333)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.714285714285714)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:14.171936,"(2.3, 2.7, 2.6533333333333333)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.714285714285714)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:15.275807,"(2.3, 2.7, 2.6533333333333333)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.714285714285714)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:16.306847,"(2.3, 2.7, 2.6554545454545457)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 13.0, 11.548387096774194)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:17.344816,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:18.354619,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:19.463620,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.1499999999999995)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:20.453573,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:21.404733,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:22.500417,"(2.3, 2.7, 2.650588235294118)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:23.633834,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:24.765556,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:25.742441,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:26.769952,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:27.804700,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:28.877550,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:29.920223,"(2.3, 2.7, 2.6416666666666666)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:30.934497,"(2.3, 2.7, 2.66)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.0)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:31.973676,"(2.3, 2.72, 2.7033333333333336)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:32.949445,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.321428571428571)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.2784313725490195)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:33.947469,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.116666666666667)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.2, 6.446153846153846)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:35.086528,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.27)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.446153846153846)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:36.111377,"(2.3, 2.74, 2.68)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.27)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:37.102278,"(2.3, 2.74, 2.6233333333333335)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:38.144766,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:39.231189,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:40.284791,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 12.21)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:41.325537,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 11.4125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:42.398409,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 11.4125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:43.523033,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 11.4125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:44.569842,"(2.3, 2.74, 2.64)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 11.4125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:45.609432,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:46.799271,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:47.950333,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 60.0, 48.21052631578947)"
07-01-2023 19:32:49.072013,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 51.0)"
07-01-2023 19:32:50.151243,"(2.3, 2.74, 2.7)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.364705882352942)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 52.07692307692308)"
07-01-2023 19:32:51.249835,"(2.3, 2.74, 2.6233333333333335)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:52.292688,"(2.3, 2.72, 2.708888888888889)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:53.335000,"(2.3, 2.74, 2.6938461538461542)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.166666666666666)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:54.432949,"(2.3, 2.74, 2.6938461538461542)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.457446808510638)","(5.0, 7.0, 6.278048780487805)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:55.516214,"(2.3, 2.74, 2.6938461538461542)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:56.559579,"(2.3, 2.74, 2.6938461538461542)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:57.701441,"(2.3, 2.74, 2.6938461538461542)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.053125)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:58.862613,"(2.3, 2.74, 2.701538461538462)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.5, 10.523076923076923)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:32:59.941361,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 10.523076923076923)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:00.995305,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 10.523076923076923)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:02.149453,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:03.280595,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:04.358155,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:05.371738,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
07-01-2023 19:33:06.476776,"(2.3, 2.74, 2.6900000000000004)","(16.0, 24.0, 23.142857142857142)","(8.0, 11.5, 11.372222222222222)","(8.0, 12.0, 9.933333333333334)","(3.9, 4.5, 4.458333333333333)","(5.0, 7.0, 6.276190476190476)","(18.0, 65.0, 50.1764705882353)"
