,Archbishop,Avancer,Dumpus,Prince Carlos,Threetimeslucky,Yazh,Salt City,Super Mind,Cheeky Secrets,Harpers Jewel,Billabull,I Told Rubick
12-01-2023 14:40:26.637126,"(11.0, 14.0, 13.464285714285714)","(21.0, 50.0, 33.0)","(4.0, 5.0, 4.45925925925926)","(6.0, 6.4, 6.3533333333333335)","(3.6, 5.2, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 46.0, 38.0)","(5.5, 7.2, 7.177142857142857)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:28.175612,"(11.0, 14.0, 13.464285714285714)","(21.0, 48.0, 33.0)","(4.0, 5.0, 4.45925925925926)","(6.0, 6.4, 6.3533333333333335)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 46.0, 40.285714285714285)","(5.5, 7.2, 7.144444444444445)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:29.760451,"(11.0, 14.0, 13.464285714285714)","(21.0, 48.0, 38.5)","(4.0, 5.0, 4.461538461538462)","(6.0, 6.4, 5.9)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 46.0, 40.285714285714285)","(5.5, 7.2, 7.144444444444445)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:31.414408,"(11.0, 14.0, 13.464285714285714)","(21.0, 48.0, 33.0)","(4.0, 5.0, 4.461538461538462)","(6.0, 6.2, 5.9)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 46.0, 40.285714285714285)","(5.5, 7.2, 7.144444444444445)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:32.964686,"(11.0, 14.0, 13.464285714285714)","(21.0, 48.0, 34.5)","(4.0, 5.0, 4.461538461538462)","(6.0, 6.2, 5.9)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 46.0, 62.666666666666664)","(5.5, 7.2, 7.144444444444445)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:34.603170,"(11.0, 14.0, 13.464285714285714)","(21.0, 48.0, 34.5)","(4.0, 5.0, 4.7)","(6.0, 6.2, 6.188372093023256)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 70.0, 58.0)","(5.5, 7.2, 6.980952380952381)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:36.099436,"(11.0, 14.0, 13.8125)","(21.0, 48.0, 37.5)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.2, 6.381739130434783)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 47.33333333333333)","(5.5, 7.0, 6.980952380952381)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:37.635882,"(11.0, 14.0, 13.8125)","(21.0, 48.0, 37.5)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.4, 6.381739130434783)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 47.33333333333333)","(5.5, 7.0, 6.980952380952381)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:39.124757,"(11.0, 14.0, 13.8125)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.733333333333333)","(6.0, 6.4, 6.381739130434783)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 65.33333333333334)","(5.5, 7.0, 6.980952380952381)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 34.5)"
12-01-2023 14:40:40.669113,"(11.0, 14.0, 13.8125)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.733333333333333)","(6.0, 6.4, 6.393805309734514)","(3.6, 5.1, 4.194117647058824)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 85.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 40.0, 36.888888888888886)"
12-01-2023 14:40:42.338355,"(11.0, 14.0, 13.625)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.4, 6.393805309734514)","(3.6, 5.1, 4.348076923076923)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:44.064165,"(11.0, 14.0, 13.625)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.4, 6.393805309734514)","(3.6, 5.1, 4.348076923076923)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:45.778502,"(11.0, 14.0, 13.625)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.4, 6.393805309734514)","(3.6, 5.1, 4.368181818181818)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:47.696066,"(11.0, 14.0, 13.625)","(21.0, 48.0, 42.75)","(4.0, 4.9, 4.614285714285715)","(6.0, 6.4, 6.393805309734514)","(3.6, 5.1, 4.368181818181818)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:49.372496,"(11.0, 14.0, 13.625)","(21.0, 48.0, 42.75)","(4.2, 4.9, 4.733333333333333)","(6.0, 6.4, 6.410526315789474)","(3.7, 5.1, 4.318)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 68.66666666666666)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:51.083129,"(11.0, 14.0, 13.1)","(21.0, 48.0, 42.57142857142857)","(4.2, 4.9, 4.881818181818182)","(6.0, 6.6, 6.410526315789474)","(3.7, 5.1, 4.11578947368421)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 83.6)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:52.666942,"(11.0, 13.5, 13.277777777777779)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.881818181818182)","(6.0, 6.6, 6.410526315789474)","(3.7, 5.1, 4.11578947368421)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 83.6)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:54.299674,"(11.0, 13.5, 13.277777777777779)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.881818181818182)","(6.0, 6.6, 6.410526315789474)","(3.7, 5.1, 4.6000000000000005)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 83.6)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:55.737710,"(11.0, 13.5, 13.277777777777779)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.881818181818182)","(6.0, 6.6, 6.410526315789474)","(3.7, 4.9, 4.6000000000000005)","(71.0, 150.0, 131.25)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 148.33333333333334)","(20.0, 90.0, 83.6)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 34.15384615384615)"
12-01-2023 14:40:57.251736,"(11.0, 13.5, 13.277777777777779)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.685714285714286)","(6.0, 6.6, 6.410526315789474)","(3.7, 4.9, 4.45)","(71.0, 150.0, 139.44444444444446)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 150.0)","(20.0, 90.0, 83.6)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 32.16666666666667)"
12-01-2023 14:40:58.740732,"(11.0, 13.5, 13.1)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.75)","(6.0, 6.6, 6.410526315789474)","(3.7, 4.9, 4.45)","(71.0, 150.0, 105.0)","(11.0, 16.5, 15.666666666666666)","(81.0, 180.0, 150.0)","(20.0, 90.0, 74.25)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 51.33333333333333)","(26.0, 38.0, 32.57142857142857)"
12-01-2023 14:41:00.315221,"(11.0, 13.5, 13.1)","(21.0, 46.0, 40.0)","(4.2, 4.9, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.45)","(71.0, 150.0, 86.66666666666667)","(11.0, 16.5, 15.0)","(81.0, 180.0, 133.33333333333331)","(20.0, 90.0, 56.0)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 63.5)","(26.0, 36.0, 27.8)"
12-01-2023 14:41:01.867295,"(11.0, 13.5, 13.1)","(21.0, 44.0, 39.0)","(4.2, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.6000000000000005)","(71.0, 140.0, 108.0)","(11.0, 16.0, 15.0)","(81.0, 170.0, 120.0)","(20.0, 85.0, 53.5)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 85.4)","(26.0, 32.0, 31.2)"
12-01-2023 14:41:03.367078,"(11.0, 13.5, 13.625)","(21.0, 44.0, 39.0)","(4.2, 4.8, 4.733333333333333)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.3428571428571425)","(71.0, 130.0, 102.5)","(11.0, 16.0, 15.0)","(81.0, 160.0, 106.66666666666667)","(20.0, 80.0, 61.285714285714285)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 88.76923076923077)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:04.870649,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.2, 4.8, 4.733333333333333)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.2, 4.8)","(71.0, 130.0, 108.75)","(11.0, 16.0, 15.0)","(81.0, 160.0, 115.0)","(20.0, 75.0, 57.714285714285715)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 88.76923076923077)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:06.402164,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.2, 4.6)","(71.0, 120.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 150.0, 120.0)","(20.0, 70.0, 57.714285714285715)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 88.76923076923077)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:07.832294,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.2, 4.733333333333333)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 160.0, 110.0)","(20.0, 70.0, 58.666666666666664)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:09.304088,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 140.0, 110.0)","(20.0, 65.0, 50.57142857142857)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:10.803700,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 140.0, 105.0)","(20.0, 60.0, 50.333333333333336)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:12.288222,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.733333333333333)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.257142857142857)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 130.0, 106.66666666666667)","(20.0, 55.0, 47.0)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:13.771295,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.733333333333333)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 55.0, 40.2)","(5.5, 7.0, 6.428571428571429)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.153846153846153)"
12-01-2023 14:41:15.262481,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.666666666666667)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.2)"
12-01-2023 14:41:16.787870,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 140.0, 114.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.666666666666667)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.2)"
12-01-2023 14:41:18.304016,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.225)","(71.0, 140.0, 128.57142857142856)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.75)","(21.0, 100.0, 89.57142857142857)","(26.0, 32.0, 30.5)"
12-01-2023 14:41:19.743991,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.65)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.225)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.75)","(21.0, 100.0, 52.0)","(26.0, 32.0, 30.5)"
12-01-2023 14:41:21.144413,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.8)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.75)","(21.0, 100.0, 79.42857142857143)","(26.0, 32.0, 30.5)"
12-01-2023 14:41:22.576084,"(11.0, 14.0, 13.833333333333334)","(21.0, 44.0, 39.0)","(4.0, 4.8, 4.621621621621621)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.2, 4.3428571428571425)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 7.0, 6.707692307692308)","(21.0, 100.0, 85.6)","(26.0, 32.0, 30.5)"
12-01-2023 14:41:24.011534,"(11.0, 14.0, 13.625)","(21.0, 44.0, 39.0)","(4.0, 5.0, 4.438461538461539)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.2, 4.55)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 32.0, 30.5)"
12-01-2023 14:41:25.355094,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 5.0, 4.44)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 32.0, 61.11764705882353)"
12-01-2023 14:41:26.678949,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 5.0, 4.44)","(6.0, 6.6, 6.385365853658537)","(3.7, 5.1, 4.55)","(71.0, 200.0, 150.0)","(11.0, 16.0, 15.0)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 65.0, 110.22222222222223)"
12-01-2023 14:41:28.121305,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 5.0, 4.44)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.181818181818182)","(71.0, 200.0, 150.0)","(11.0, 16.0, 14.75)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 120.0, 99.14285714285714)"
12-01-2023 14:41:29.491902,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.785714285714286)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.0, 4.257142857142857)","(71.0, 200.0, 150.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 110.0, 86.28571428571428)"
12-01-2023 14:41:31.165023,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 200.0, 150.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 95.0, 82.0)"
12-01-2023 14:41:33.002664,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 200.0, 150.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 85.0, 64.6)"
12-01-2023 14:41:34.676358,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 200.0, 150.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 106.66666666666667)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 80.0, 73.42857142857143)"
12-01-2023 14:41:36.247864,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.257142857142857)","(71.0, 200.0, 180.66666666666666)","(11.0, 15.5, 14.75)","(81.0, 120.0, 112.5)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 80.0, 60.57142857142857)"
12-01-2023 14:41:37.727820,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.6000000000000005)","(71.0, 200.0, 100.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 114.54545454545453)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.6125)","(21.0, 100.0, 85.6)","(26.0, 65.0, 38.9)"
12-01-2023 14:41:39.154461,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 4.9, 4.55)","(71.0, 180.0, 113.33333333333334)","(11.0, 15.5, 14.75)","(81.0, 120.0, 114.54545454545453)","(20.0, 60.0, 40.2)","(5.5, 6.8, 6.707692307692308)","(21.0, 100.0, 82.25)","(26.0, 65.0, 44.0)"
12-01-2023 14:41:40.653033,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 220.0, 88.0)","(11.0, 15.5, 14.75)","(81.0, 120.0, 101.66666666666667)","(20.0, 60.0, 42.333333333333336)","(5.5, 6.8, 6.8)","(21.0, 100.0, 87.0909090909091)","(26.0, 60.0, 37.46153846153846)"
12-01-2023 14:41:42.110539,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 200.0, 115.71428571428572)","(11.0, 15.5, 13.38888888888889)","(81.0, 110.0, 95.0)","(20.0, 50.0, 37.5)","(5.5, 7.0, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 55.0, 38.8)"
12-01-2023 14:41:43.580650,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 170.0, 126.0)","(11.0, 16.5, 13.318181818181818)","(81.0, 110.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 50.0, 37.09090909090909)"
12-01-2023 14:41:45.082738,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 160.0, 120.0)","(11.0, 16.5, 13.318181818181818)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 48.0, 39.333333333333336)"
12-01-2023 14:41:46.537836,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.55)","(71.0, 150.0, 120.0)","(11.0, 16.5, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 37.0)"
12-01-2023 14:41:48.038104,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.55)","(71.0, 150.0, 120.0)","(11.0, 16.0, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 39.333333333333336)"
12-01-2023 14:41:49.546783,"(11.0, 14.0, 13.625)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.55)","(71.0, 150.0, 120.0)","(11.0, 16.0, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.6909090909090905)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 39.333333333333336)"
12-01-2023 14:41:50.984693,"(11.0, 14.0, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.55)","(71.0, 150.0, 120.0)","(11.0, 16.0, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 6.8, 6.8)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 42.666666666666664)"
12-01-2023 14:41:52.500180,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.733333333333333)","(71.0, 150.0, 120.0)","(11.0, 15.5, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 7.0, 6.640000000000001)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 44.333333333333336)"
12-01-2023 14:41:53.908905,"(11.0, 13.5, 13.1)","(21.0, 44.0, 41.142857142857146)","(4.0, 4.9, 4.7)","(6.0, 6.6, 6.405405405405405)","(3.7, 5.1, 4.181818181818182)","(71.0, 150.0, 120.0)","(11.0, 15.5, 14.75)","(81.0, 100.0, 93.33333333333333)","(20.0, 48.0, 37.5)","(5.5, 7.0, 6.640000000000001)","(21.0, 100.0, 87.0909090909091)","(26.0, 46.0, 44.333333333333336)"
