,Archbishop,Avancer,Dumpus,Prince Carlos,Threetimeslucky,Yazh,Salt City,Super Mind,Cheeky Secrets,Harpers Jewel,Billabull,I Told Rubick
12-01-2023 14:26:26.979712,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:28.365137,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:29.921693,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:31.318870,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:32.767699,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:34.250850,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:35.671217,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 77.54545454545455)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:37.125366,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 180.0, 77.54545454545455)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:38.674063,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 180.0, 77.54545454545455)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:40.173085,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 180.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:41.856337,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:43.489480,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:45.164639,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:46.839547,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:48.577832,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:49.985111,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:51.488902,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:52.897250,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:54.264179,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:55.584721,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:57.018326,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:58.470844,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:26:59.925588,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:01.401371,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:02.832786,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:04.221461,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:05.628769,"(14.0, 28.0, 21.5)","(20.0, 150.0, 98.0)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:06.992162,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:08.373024,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:09.655839,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:11.093833,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:12.437527,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:13.800479,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:15.347613,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:16.629474,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:17.921662,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:19.243536,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:20.542471,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:22.274165,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:23.644139,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:25.176192,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.611111111111111)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:26.543496,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.7, 4.611111111111111)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:27.976746,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.6, 4.733333333333333)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:29.409341,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.6, 4.733333333333333)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:30.961324,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.6, 4.733333333333333)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:32.328472,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.6, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:33.703748,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:35.001694,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:36.312023,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:37.698274,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:38.999545,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 82.42857142857143)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:40.467177,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:41.834434,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:43.577851,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:44.980273,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:46.516607,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:48.203175,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:49.663791,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:51.239654,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
12-01-2023 14:27:52.756595,"(14.0, 28.0, 21.5)","(20.0, 150.0, 52.5)","(3.8, 5.4, 4.52)","(6.0, 9.6, 9.2)","(3.5, 6.0, 4.975)","(61.0, 230.0, 212.5)","(10.0, 17.0, 14.333333333333334)","(71.0, 230.0, 201.66666666666666)","(19.0, 130.0, 86.80000000000001)","(5.0, 7.4, 6.823076923076924)","(19.0, 130.0, 96.85000000000001)","(26.0, 180.0, 87.6)"
