,Elegantly Wasted,Thumbs Up,Love Letter,Farmor Smitten,Nothing Matters,Butterfly Bloom,Yumar,Flying Yumi
14-12-2022 14:42:15.492624,"(6.0, 7.2, 6.590476190476191)","(2.1, 2.3, 2.2333333333333334)","(21.0, 55.0, 52.375)","(5.5, 9.8, 9.354545454545455)","(5.0, 6.8, 6.53)","(7.0, 14.0, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:16.493493,"(6.0, 7.2, 6.590476190476191)","(2.1, 2.3, 2.2222222222222223)","(21.0, 55.0, 52.375)","(5.5, 9.8, 9.354545454545455)","(5.0, 6.8, 6.53)","(7.0, 14.0, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:17.435639,"(6.0, 7.2, 6.590476190476191)","(2.1, 2.3, 2.2111111111111112)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.450000000000001)","(5.0, 6.8, 6.53)","(7.0, 13.5, 12.375)","(17.0, 36.0, 33.2)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:18.396504,"(6.0, 7.2, 6.461538461538462)","(2.1, 2.3, 2.21)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.450000000000001)","(5.0, 6.8, 6.64)","(7.0, 13.5, 12.375)","(17.0, 36.0, 33.2)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:19.475728,"(6.0, 7.2, 6.5600000000000005)","(2.1, 2.24, 2.1733333333333333)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.163636363636364)","(5.0, 6.8, 6.533333333333333)","(7.0, 13.5, 12.375)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:20.507888,"(6.0, 7.2, 6.590476190476191)","(2.05, 2.24, 2.22)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.425)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.375)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:21.534108,"(6.0, 7.2, 6.590476190476191)","(2.05, 2.24, 2.22)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.4)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:22.534731,"(6.0, 7.2, 6.590476190476191)","(2.05, 2.24, 2.21)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 14.0, 12.444444444444445)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:23.547547,"(6.0, 7.2, 6.607407407407408)","(2.05, 2.3, 2.1933333333333334)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.533333333333333)","(7.0, 14.0, 12.444444444444445)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:24.527281,"(6.0, 7.2, 6.618181818181818)","(2.05, 2.3, 2.201818181818182)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 14.0, 12.444444444444445)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:25.542597,"(6.0, 7.2, 6.742857142857143)","(2.05, 2.3, 2.1984615384615385)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 14.0, 12.444444444444445)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:26.539571,"(6.0, 7.2, 6.742857142857143)","(2.05, 2.3, 2.1984615384615385)","(21.0, 55.0, 45.5)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 14.0, 12.45)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:27.598078,"(6.0, 7.2, 6.742857142857143)","(2.05, 2.3, 2.164615384615385)","(21.0, 55.0, 44.285714285714285)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.333333333333334)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:28.681025,"(6.0, 7.2, 6.742857142857143)","(2.05, 2.3, 2.19)","(21.0, 46.0, 37.1578947368421)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.533333333333333)","(7.0, 13.5, 12.333333333333334)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:29.733272,"(6.0, 7.2, 6.909090909090909)","(2.05, 2.3, 2.19)","(21.0, 46.0, 36.22222222222222)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.333333333333334)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:30.798864,"(6.0, 7.2, 6.635294117647059)","(2.05, 2.3, 2.245)","(21.0, 46.0, 35.875)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.333333333333334)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:31.797852,"(6.0, 7.2, 6.45)","(2.05, 2.3, 2.264444444444444)","(21.0, 46.0, 35.875)","(5.5, 9.8, 9.022222222222222)","(5.5, 6.8, 6.414285714285715)","(7.0, 13.5, 12.5)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:32.840787,"(6.0, 7.2, 6.469230769230769)","(2.05, 2.3, 2.244615384615385)","(21.0, 46.0, 35.76470588235294)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.64)","(7.0, 13.5, 12.5)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:33.847068,"(6.0, 7.2, 6.408333333333333)","(2.05, 2.3, 2.268)","(21.0, 44.0, 40.666666666666664)","(5.5, 9.8, 9.046153846153846)","(5.5, 6.8, 6.64)","(7.0, 13.5, 12.5)","(17.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:34.853538,"(6.0, 7.2, 6.385714285714286)","(2.05, 2.3, 2.284)","(21.0, 42.0, 37.55555555555556)","(5.5, 9.8, 9.046153846153846)","(5.5, 6.8, 6.64)","(7.0, 13.5, 12.428571428571429)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:35.866092,"(6.0, 7.2, 6.408333333333333)","(2.05, 2.34, 2.292)","(21.0, 42.0, 35.88235294117647)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.64)","(7.0, 13.5, 12.428571428571429)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:36.958780,"(6.0, 7.2, 6.544827586206897)","(2.05, 2.34, 2.292)","(21.0, 42.0, 35.84615384615385)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.693333333333333)","(7.0, 13.5, 12.428571428571429)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:38.027052,"(6.0, 7.2, 6.544827586206897)","(2.05, 2.34, 2.292)","(21.0, 40.0, 35.84615384615385)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.693333333333333)","(7.0, 13.5, 12.428571428571429)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:39.124909,"(6.0, 7.2, 6.544827586206897)","(2.05, 2.34, 2.292)","(21.0, 40.0, 34.4)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.72)","(7.0, 13.5, 12.428571428571429)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:40.181761,"(6.0, 7.2, 6.408333333333333)","(2.05, 2.34, 2.3)","(21.0, 40.0, 34.4)","(5.5, 9.8, 8.82)","(5.5, 6.8, 6.64)","(7.0, 13.5, 11.833333333333334)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:41.260599,"(6.0, 7.2, 6.408333333333333)","(2.05, 2.36, 2.315)","(21.0, 40.0, 34.4)","(5.5, 9.8, 8.82)","(5.5, 7.0, 6.64)","(7.0, 13.5, 11.833333333333334)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:42.295862,"(6.0, 7.2, 6.408333333333333)","(2.05, 2.36, 2.3085714285714283)","(21.0, 40.0, 34.0)","(5.5, 9.8, 8.82)","(5.5, 7.0, 6.64)","(7.0, 13.5, 11.833333333333334)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 98.94736842105263)"
14-12-2022 14:42:43.347935,"(6.0, 7.0, 6.45)","(2.05, 2.36, 2.3)","(21.0, 40.0, 34.0)","(5.5, 9.8, 8.82)","(5.5, 7.0, 6.64)","(7.0, 13.5, 12.214285714285714)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:44.385149,"(6.0, 6.8, 6.654545454545454)","(2.05, 2.36, 2.3)","(21.0, 40.0, 32.5)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.685714285714285)","(7.0, 13.5, 12.642857142857142)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:45.410582,"(6.0, 6.8, 6.654545454545454)","(2.05, 2.36, 2.3)","(21.0, 40.0, 32.5)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.88)","(7.0, 13.5, 12.7)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:46.420580,"(6.0, 6.8, 6.423529411764706)","(2.05, 2.36, 2.3085714285714283)","(21.0, 38.0, 32.0)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.88)","(7.0, 13.5, 12.7)","(18.0, 36.0, 33.473684210526315)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:47.462456,"(6.0, 6.8, 6.472727272727273)","(2.05, 2.36, 2.2888888888888888)","(21.0, 38.0, 31.41176470588235)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.8)","(7.0, 13.5, 12.7)","(18.0, 36.0, 33.2)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:48.546703,"(6.0, 6.8, 6.472727272727273)","(2.05, 2.36, 2.2888888888888888)","(21.0, 38.0, 30.52173913043478)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.8)","(7.0, 13.5, 12.7)","(18.0, 36.0, 33.2)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:49.625626,"(6.0, 6.8, 6.472727272727273)","(2.05, 2.36, 2.2888888888888888)","(21.0, 38.0, 36.0)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.290909090909091)","(7.0, 13.5, 13.3)","(18.0, 36.0, 34.72727272727273)","(51.0, 140.0, 101.0)"
14-12-2022 14:42:50.705405,"(6.0, 6.8, 6.36)","(2.05, 2.34, 2.2859999999999996)","(21.0, 36.0, 30.40909090909091)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.290909090909091)","(7.0, 14.5, 14.25)","(18.0, 36.0, 35.125)","(51.0, 140.0, 96.66666666666667)"
14-12-2022 14:42:51.748206,"(6.0, 6.8, 6.3875)","(2.05, 2.34, 2.268)","(21.0, 36.0, 32.5)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.290909090909091)","(7.0, 15.0, 14.2)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:52.749942,"(6.0, 6.8, 6.3875)","(2.05, 2.3, 2.2666666666666666)","(21.0, 34.0, 32.75)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.290909090909091)","(7.0, 14.5, 13.514492753623188)","(18.0, 36.0, 35.125)","(51.0, 140.0, 122.14285714285714)"
14-12-2022 14:42:53.727398,"(6.0, 6.8, 6.336363636363637)","(2.05, 2.3, 2.2666666666666666)","(21.0, 32.0, 30.125)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.290909090909091)","(7.0, 14.5, 13.514492753623188)","(18.0, 36.0, 35.125)","(51.0, 130.0, 95.52631578947368)"
14-12-2022 14:42:54.683412,"(6.0, 6.8, 6.2631578947368425)","(2.05, 2.3, 2.2666666666666666)","(21.0, 32.0, 26.75)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.765217391304348)","(7.0, 14.5, 13.514492753623188)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:55.687989,"(6.0, 6.8, 6.296296296296296)","(2.05, 2.36, 2.3066666666666666)","(21.0, 30.0, 29.375)","(5.5, 9.8, 8.575000000000001)","(5.5, 7.2, 6.982608695652174)","(7.0, 14.5, 13.514285714285714)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:56.760270,"(6.0, 6.8, 6.385185185185185)","(2.05, 2.34, 2.3)","(21.0, 30.0, 29.444444444444443)","(5.5, 9.8, 8.507692307692308)","(5.5, 7.2, 6.92)","(7.5, 14.5, 13.833333333333334)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:57.808926,"(6.0, 6.8, 6.385185185185185)","(2.05, 2.34, 2.3)","(21.0, 29.0, 27.46153846153846)","(5.5, 9.8, 8.507692307692308)","(5.5, 7.2, 6.8500000000000005)","(7.5, 14.5, 14.333333333333334)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:58.866319,"(6.0, 6.8, 6.385185185185185)","(2.05, 2.36, 2.3066666666666666)","(21.0, 29.0, 27.46153846153846)","(5.5, 9.6, 8.64)","(5.5, 7.2, 6.8500000000000005)","(7.5, 14.5, 14.423076923076923)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:42:59.870169,"(6.0, 6.6, 6.228571428571429)","(2.05, 2.36, 2.3545454545454545)","(21.0, 29.0, 27.46153846153846)","(5.5, 9.6, 8.64)","(5.5, 7.2, 6.8500000000000005)","(7.5, 14.5, 14.884615384615385)","(18.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:00.904168,"(6.0, 6.6, 6.184615384615385)","(1.95, 2.36, 2.327)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.6, 8.6)","(5.5, 7.2, 6.8500000000000005)","(7.5, 15.0, 14.85)","(19.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:01.861946,"(6.0, 6.6, 6.184615384615385)","(1.95, 2.34, 2.336)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.6, 8.6)","(5.5, 7.2, 6.8500000000000005)","(7.5, 15.0, 14.85)","(19.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:02.966859,"(6.0, 6.6, 6.129729729729729)","(1.95, 2.34, 2.3355555555555556)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.6, 8.6)","(5.5, 7.2, 6.8769230769230765)","(7.5, 15.0, 14.7)","(19.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:03.925097,"(6.0, 6.6, 6.129729729729729)","(1.95, 2.36, 2.348)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.6, 8.6)","(5.5, 7.2, 6.8769230769230765)","(7.5, 15.0, 14.7)","(19.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:04.924583,"(6.0, 6.6, 6.195348837209302)","(1.95, 2.36, 2.348)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.6, 8.6)","(5.5, 7.2, 6.8769230769230765)","(7.5, 15.0, 14.8125)","(19.0, 36.0, 35.125)","(51.0, 140.0, 95.52631578947368)"
14-12-2022 14:43:05.899108,"(6.0, 6.6, 6.3538461538461535)","(1.95, 2.34, 2.3355555555555556)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.4, 9.0)","(5.5, 7.0, 6.7)","(7.5, 15.0, 14.8)","(19.0, 36.0, 35.125)","(51.0, 140.0, 91.25)"
14-12-2022 14:43:06.916990,"(6.0, 6.8, 6.3578947368421055)","(1.95, 2.36, 2.3545454545454545)","(21.0, 29.0, 27.46153846153846)","(6.0, 9.0, 8.7)","(5.5, 6.8, 6.571428571428571)","(7.5, 15.0, 14.75)","(19.0, 36.0, 33.6)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:08.045980,"(6.0, 6.6, 6.4)","(1.95, 2.36, 2.3562499999999997)","(21.0, 26.0, 25.571428571428573)","(6.0, 9.0, 8.76)","(5.5, 6.8, 6.571428571428571)","(7.5, 15.0, 14.625)","(19.0, 36.0, 33.529411764705884)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:09.131315,"(6.0, 6.8, 6.418181818181818)","(1.95, 2.36, 2.356)","(21.0, 26.0, 25.571428571428573)","(6.0, 9.0, 8.76)","(5.5, 6.8, 6.571428571428571)","(7.5, 15.0, 14.8125)","(19.0, 36.0, 30.54)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:10.187234,"(6.0, 6.8, 6.418181818181818)","(1.95, 2.36, 2.356)","(21.0, 26.0, 25.571428571428573)","(6.0, 9.0, 8.68421052631579)","(5.5, 6.8, 6.38)","(7.5, 15.0, 15.75)","(19.0, 36.0, 30.54)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:11.303337,"(6.0, 6.8, 6.416)","(1.95, 2.34, 2.3355555555555556)","(21.0, 26.0, 25.571428571428573)","(6.0, 9.0, 8.68421052631579)","(5.5, 6.8, 6.569230769230769)","(7.5, 16.5, 15.75)","(19.0, 36.0, 30.54)","(51.0, 120.0, 87.4074074074074)"
14-12-2022 14:43:12.299893,"(6.0, 6.8, 6.416)","(1.95, 2.34, 2.3355555555555556)","(21.0, 30.0, 29.0)","(6.0, 9.0, 8.68421052631579)","(5.5, 6.8, 6.527272727272727)","(7.5, 16.0, 15.25)","(19.0, 36.0, 30.54)","(51.0, 120.0, 87.4074074074074)"
14-12-2022 14:43:13.343399,"(6.0, 6.8, 6.386206896551724)","(1.95, 2.3, 2.2215686274509805)","(21.0, 30.0, 28.75)","(6.0, 9.0, 8.76)","(5.5, 6.8, 6.578947368421052)","(7.5, 16.0, 16.166666666666668)","(19.0, 36.0, 30.67391304347826)","(51.0, 120.0, 87.4074074074074)"
14-12-2022 14:43:14.363289,"(6.0, 6.8, 6.457142857142857)","(1.95, 2.3, 2.221538461538462)","(21.0, 30.0, 28.333333333333332)","(6.0, 9.0, 8.76)","(5.5, 6.8, 6.38)","(7.5, 16.5, 16.1)","(19.0, 36.0, 30.67391304347826)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:15.395912,"(6.0, 6.8, 6.72)","(1.95, 2.3, 2.2270175438596493)","(21.0, 30.0, 26.875)","(6.0, 9.0, 8.986666666666666)","(5.5, 6.8, 6.425)","(7.5, 16.5, 16.1)","(19.0, 36.0, 30.54)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:16.593669,"(6.0, 7.0, 6.9)","(1.95, 2.28, 2.26)","(21.0, 30.0, 28.0)","(6.0, 9.2, 8.863157894736842)","(5.5, 6.8, 6.355555555555555)","(7.5, 16.5, 16.1)","(19.0, 36.0, 30.681818181818183)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:17.655366,"(6.0, 7.4, 7.218181818181819)","(1.95, 2.28, 2.26)","(21.0, 29.0, 28.0)","(6.0, 9.2, 8.986666666666666)","(5.5, 6.8, 6.371428571428572)","(7.5, 16.5, 14.852941176470589)","(19.0, 36.0, 30.681818181818183)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:18.693722,"(6.0, 7.4, 7.28)","(1.95, 2.26, 2.23)","(21.0, 29.0, 27.58823529411765)","(6.0, 9.2, 8.986666666666666)","(5.5, 6.8, 6.371428571428572)","(7.5, 16.0, 14.785714285714286)","(19.0, 36.0, 30.681818181818183)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:19.714802,"(6.0, 7.4, 7.314285714285715)","(1.95, 2.28, 2.205)","(21.0, 29.0, 28.2)","(6.0, 9.2, 9.149999999999999)","(5.5, 6.8, 6.371428571428572)","(7.5, 16.0, 14.785714285714286)","(19.0, 36.0, 30.681818181818183)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:20.692412,"(6.0, 7.4, 7.325)","(1.95, 2.34, 2.237142857142857)","(21.0, 29.0, 28.2)","(6.0, 9.4, 9.233333333333334)","(5.5, 6.8, 6.4)","(7.5, 16.0, 14.785714285714286)","(19.0, 36.0, 31.125)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:21.637303,"(6.0, 7.4, 7.314285714285715)","(1.95, 2.34, 2.185)","(21.0, 28.0, 27.75)","(6.0, 9.4, 9.011111111111111)","(5.5, 6.8, 6.4363636363636365)","(7.5, 15.5, 14.566666666666666)","(19.0, 36.0, 31.227272727272727)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:22.579982,"(6.0, 7.4, 7.36)","(1.95, 2.32, 2.1873684210526316)","(21.0, 29.0, 26.75)","(6.0, 9.4, 9.011111111111111)","(5.5, 6.6, 6.5625)","(7.5, 15.5, 14.38)","(19.0, 36.0, 31.227272727272727)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:23.524079,"(6.0, 7.4, 7.325)","(1.95, 2.32, 2.1873684210526316)","(21.0, 29.0, 27.76923076923077)","(6.0, 9.4, 9.011111111111111)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.875)","(19.0, 36.0, 31.227272727272727)","(51.0, 120.0, 81.92307692307692)"
14-12-2022 14:43:24.468278,"(6.0, 7.8, 7.6)","(1.95, 2.22, 2.2150000000000003)","(21.0, 29.0, 27.666666666666668)","(6.0, 9.4, 8.917241379310346)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.8125)","(19.0, 36.0, 31.227272727272727)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:25.518628,"(6.0, 7.8, 7.6)","(1.95, 2.22, 2.2150000000000003)","(21.0, 32.0, 26.4)","(6.0, 9.4, 8.84)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.8125)","(19.0, 36.0, 31.227272727272727)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:26.482062,"(6.0, 7.8, 7.6)","(1.95, 2.22, 2.215555555555556)","(21.0, 30.0, 28.153846153846153)","(6.0, 9.4, 8.84)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.875)","(19.0, 36.0, 31.227272727272727)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:27.452983,"(6.0, 7.8, 7.6)","(1.95, 2.26, 2.2457142857142856)","(21.0, 30.0, 27.75)","(6.0, 9.4, 8.84)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.875)","(19.0, 36.0, 31.227272727272727)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:28.414139,"(6.0, 7.8, 7.6)","(1.95, 2.26, 2.2516666666666665)","(21.0, 30.0, 27.75)","(6.0, 9.4, 8.84)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.875)","(19.0, 36.0, 31.8)","(51.0, 110.0, 83.28947368421052)"
14-12-2022 14:43:29.356329,"(6.0, 7.8, 7.6)","(1.95, 2.26, 2.256969696969697)","(21.0, 30.0, 27.75)","(6.0, 9.4, 8.84)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.875)","(19.0, 32.0, 31.8)","(51.0, 110.0, 83.28947368421052)"
14-12-2022 14:43:30.349775,"(6.0, 7.8, 7.6)","(1.95, 2.26, 2.256969696969697)","(21.0, 30.0, 27.647058823529413)","(6.0, 9.4, 8.763636363636364)","(5.5, 6.6, 6.5625)","(7.5, 15.0, 14.46)","(19.0, 32.0, 31.8)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:31.507171,"(6.0, 7.8, 7.75)","(1.95, 2.26, 2.2555555555555555)","(21.0, 30.0, 27.647058823529413)","(6.0, 9.4, 8.861538461538462)","(5.5, 6.6, 6.324324324324325)","(7.5, 15.0, 14.46)","(19.0, 32.0, 32.4)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:32.545258,"(6.0, 7.8, 7.766666666666667)","(1.95, 2.26, 2.25)","(21.0, 30.0, 27.272727272727273)","(6.0, 9.2, 8.857142857142858)","(5.5, 6.6, 6.3310344827586205)","(7.5, 15.0, 14.357142857142858)","(19.0, 34.0, 31.333333333333332)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:33.870805,"(6.0, 7.8, 7.784)","(1.95, 2.26, 2.2094117647058824)","(21.0, 30.0, 27.272727272727273)","(6.0, 9.2, 8.914285714285715)","(5.5, 6.6, 6.383333333333333)","(7.5, 15.0, 14.653846153846153)","(19.0, 32.0, 31.333333333333332)","(51.0, 110.0, 85.17241379310344)"
14-12-2022 14:43:34.951493,"(6.0, 7.8, 7.784)","(1.95, 2.24, 2.2094117647058824)","(21.0, 30.0, 27.272727272727273)","(6.0, 9.0, 8.914285714285715)","(5.5, 6.6, 6.383333333333333)","(7.5, 15.0, 14.653846153846153)","(19.0, 32.0, 31.333333333333332)","(51.0, 110.0, 85.17241379310344)"
14-12-2022 14:43:36.016968,"(6.0, 8.4, 8.3)","(1.95, 2.24, 2.189)","(21.0, 30.0, 27.846153846153847)","(6.0, 9.0, 8.914285714285715)","(5.5, 6.6, 6.383333333333333)","(7.5, 15.0, 14.625)","(19.0, 32.0, 31.333333333333332)","(51.0, 110.0, 85.17241379310344)"
14-12-2022 14:43:37.060957,"(6.0, 8.4, 8.3)","(1.95, 2.22, 2.2129411764705886)","(21.0, 30.0, 27.391304347826086)","(6.0, 9.0, 8.914285714285715)","(5.5, 6.4, 6.220000000000001)","(7.5, 15.0, 14.470588235294118)","(19.0, 32.0, 31.333333333333332)","(51.0, 110.0, 85.17241379310344)"
14-12-2022 14:43:38.058904,"(6.0, 8.4, 8.2)","(1.95, 2.22, 2.2129411764705886)","(21.0, 30.0, 27.391304347826086)","(6.0, 9.0, 8.914285714285715)","(5.5, 6.4, 6.220000000000001)","(7.5, 15.0, 14.6)","(19.0, 32.0, 31.428571428571427)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:38.998401,"(6.0, 8.4, 8.133333333333333)","(1.95, 2.22, 2.1946153846153846)","(21.0, 30.0, 27.454545454545453)","(6.0, 9.0, 8.933333333333334)","(5.5, 6.4, 6.075)","(7.5, 15.5, 14.6)","(19.0, 32.0, 31.428571428571427)","(51.0, 110.0, 80.0)"
14-12-2022 14:43:40.161774,"(6.0, 8.4, 8.133333333333333)","(1.95, 2.2, 2.1885714285714286)","(21.0, 30.0, 27.454545454545453)","(6.0, 9.2, 9.04)","(5.5, 6.4, 6.075)","(7.5, 15.5, 14.9375)","(19.0, 32.0, 31.428571428571427)","(51.0, 100.0, 78.57142857142857)"
