,Hands On Nz,Kissmelvis,Western Style,Cool Rocking Daddy,Mymatepog,Tasty Delight,The Stain,Dance For Glory,Mustang Milly
07-01-2023 20:39:43.943945,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.6, 8.742857142857144)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.44, 2.3533333333333335)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:45.205518,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.6, 8.742857142857144)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.44, 2.4191304347826086)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:46.522249,"(51.0, 99999, 99990)","(10.0, 32.0, 21.875)","(5.5, 9.6, 8.742857142857144)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.44, 2.2933333333333334)","(17.0, 23.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:47.926853,"(51.0, 99999, 99990)","(10.0, 32.0, 22.333333333333332)","(5.5, 9.6, 8.742857142857144)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.44, 2.3200000000000003)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:49.399064,"(51.0, 99999, 99990)","(10.0, 30.0, 22.0)","(5.5, 9.6, 8.742857142857144)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.3200000000000003)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:50.741195,"(51.0, 99999, 99990)","(10.0, 29.0, 22.333333333333332)","(5.5, 9.6, 8.64)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.3200000000000003)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:52.029971,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.6, 8.8)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.3200000000000003)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:53.429548,"(51.0, 99999, 99990)","(10.0, 29.0, 22.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2533333333333334)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:54.835306,"(51.0, 99999, 99990)","(10.0, 30.0, 22.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.17)"
07-01-2023 20:39:56.248120,"(51.0, 99999, 99990)","(10.0, 29.0, 21.875)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.5, 10.125)"
07-01-2023 20:39:57.803152,"(51.0, 99999, 99990)","(10.0, 32.0, 22.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:39:59.186178,"(51.0, 99999, 99990)","(10.0, 29.0, 21.875)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2422222222222223)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:00.625933,"(51.0, 99999, 99990)","(10.0, 32.0, 22.333333333333332)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:01.916001,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:03.244326,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:04.656062,"(51.0, 99999, 99990)","(10.0, 29.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:05.956204,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.2600000000000002)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:07.371157,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.8)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.308)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:08.730864,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.34)","(2.0, 2.42, 2.308)","(17.0, 23.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:10.078639,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 5.7, 5.657142857142857)","(2.0, 2.42, 2.308)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.125)"
07-01-2023 20:40:11.440294,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.8, 5.6)","(2.0, 2.42, 2.308)","(17.0, 22.0, 18.25)","(41.0, 95.0, 68.33333333333333)","(8.0, 11.0, 10.14)"
07-01-2023 20:40:12.825800,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.4, 5.25)","(2.0, 2.42, 2.308)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:14.127791,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.42, 2.308)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:15.402847,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.42, 2.308)","(17.0, 22.0, 19.75)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:16.664782,"(51.0, 99999, 99990)","(10.0, 32.0, 23.0)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.42, 2.212)","(17.0, 22.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:17.929677,"(51.0, 99999, 99990)","(10.0, 32.0, 22.333333333333332)","(5.5, 9.4, 8.622222222222222)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.42, 2.2033333333333336)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:19.231421,"(51.0, 99999, 99990)","(10.0, 30.0, 21.875)","(5.5, 9.4, 8.8)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.42, 2.2033333333333336)","(17.0, 23.0, 19.0)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:20.465168,"(51.0, 99999, 99990)","(10.0, 32.0, 22.333333333333332)","(5.5, 9.4, 8.8)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.42, 2.27)","(17.0, 22.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:21.723578,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.27)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 10.14)"
07-01-2023 20:40:23.387736,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.27)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:24.804385,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.27)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:26.190567,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.27)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 68.33333333333333)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:27.645209,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.27)","(17.0, 23.0, 19.333333333333332)","(41.0, 95.0, 72.5)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:29.103294,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.38, 2.2533333333333334)","(17.0, 23.0, 19.333333333333332)","(41.0, 90.0, 65.0)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:30.530519,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.44, 2.2033333333333336)","(17.0, 23.0, 19.0)","(41.0, 85.0, 65.0)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:31.888274,"(51.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.2)","(2.0, 2.42, 2.2033333333333336)","(17.0, 22.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.0, 10.5, 9.807692307692307)"
07-01-2023 20:40:33.289337,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.42, 2.32)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:34.616227,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.38, 2.32)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:35.907301,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.38, 2.32)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:37.188543,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.38, 2.32)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:38.457018,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 30.0, 27.6)","(4.4, 6.0, 5.25)","(2.0, 2.38, 2.3457142857142856)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:39.697246,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.666666666666666)","(19.0, 30.0, 19.0)","(4.4, 6.0, 5.76)","(2.0, 2.38, 2.3709090909090906)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:40.922460,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.6)","(19.0, 20.0, 18.5)","(4.4, 6.4, 6.131578947368421)","(2.0, 2.38, 2.3709090909090906)","(17.0, 23.0, 21.571428571428573)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:42.236505,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 20.0, 18.5)","(4.4, 6.2, 6.0285714285714285)","(2.0, 2.38, 2.36)","(17.0, 23.0, 21.571428571428573)","(41.0, 85.0, 68.33333333333333)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:43.457137,"(61.0, 99999, 99990)","(10.0, 30.0, 22.666666666666668)","(5.5, 9.4, 8.666666666666666)","(19.0, 20.0, 18.5)","(4.4, 6.2, 6.050000000000001)","(2.0, 2.44, 2.36)","(17.0, 23.0, 19.333333333333332)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:44.607905,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.65)","(19.0, 20.0, 18.6)","(4.4, 6.4, 5.533333333333333)","(2.0, 2.44, 2.4114285714285715)","(17.0, 23.0, 18.416666666666668)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.807692307692307)"
07-01-2023 20:40:45.802822,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 19.5, 18.6)","(4.4, 6.4, 6.225)","(2.0, 2.42, 2.32)","(17.0, 23.0, 19.75)","(41.0, 85.0, 65.0)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:46.956196,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 19.5, 18.6)","(4.4, 6.6, 5.6625)","(2.0, 2.44, 2.4072727272727272)","(17.0, 22.0, 18.142857142857142)","(41.0, 85.0, 67.5)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:48.156192,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.65)","(19.0, 19.5, 18.6)","(4.4, 6.6, 5.918181818181818)","(2.0, 2.44, 2.4072727272727272)","(17.0, 22.0, 18.142857142857142)","(41.0, 80.0, 88.0)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:49.501316,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.4, 8.72)","(19.0, 19.5, 16.77777777777778)","(4.4, 6.6, 5.918181818181818)","(2.0, 2.44, 2.404)","(17.0, 22.0, 18.142857142857142)","(41.0, 220.0, 120.4)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:50.783281,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.72)","(19.0, 19.5, 18.57142857142857)","(4.4, 6.6, 5.918181818181818)","(2.0, 2.42, 2.395)","(17.0, 22.0, 18.142857142857142)","(41.0, 170.0, 103.0)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:52.068240,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.72)","(19.0, 19.0, 17.75)","(4.4, 6.6, 5.316666666666666)","(2.0, 2.44, 2.3049999999999997)","(17.0, 22.0, 18.142857142857142)","(41.0, 160.0, 108.4)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:53.375110,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.72)","(19.0, 19.5, 17.75)","(4.4, 6.4, 5.283333333333333)","(2.0, 2.44, 2.3049999999999997)","(17.0, 22.0, 18.142857142857142)","(41.0, 150.0, 93.0)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:54.683829,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.72)","(19.0, 19.5, 17.75)","(4.4, 6.2, 5.425)","(2.0, 2.44, 2.3049999999999997)","(17.0, 22.0, 18.142857142857142)","(41.0, 140.0, 77.33333333333334)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:55.987947,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.75)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.44, 2.3049999999999997)","(17.0, 22.0, 20.22222222222222)","(41.0, 140.0, 89.0)","(8.5, 10.5, 9.845454545454546)"
07-01-2023 20:40:57.272889,"(61.0, 99999, 99990)","(10.0, 30.0, 26.857142857142858)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.75)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.44, 2.2824999999999998)","(18.0, 22.0, 21.571428571428573)","(51.0, 130.0, 76.8)","(8.5, 10.5, 9.733333333333333)"
07-01-2023 20:40:58.472036,"(61.0, 99999, 99990)","(10.0, 30.0, 26.857142857142858)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.75)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.44, 2.3049999999999997)","(18.0, 23.0, 17.583333333333332)","(51.0, 120.0, 98.4)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:40:59.637911,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.572222222222222)","(2.0, 2.44, 2.3049999999999997)","(18.0, 23.0, 18.666666666666668)","(51.0, 120.0, 98.4)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:00.844993,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.32)","(18.0, 23.0, 21.285714285714285)","(51.0, 120.0, 78.0)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:02.039914,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.5)","(2.0, 2.44, 2.32)","(18.0, 23.0, 21.285714285714285)","(51.0, 120.0, 78.0)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:03.159736,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.568421052631579)","(2.0, 2.44, 2.4222727272727274)","(18.0, 23.0, 21.375)","(51.0, 120.0, 85.0)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:04.398805,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.568421052631579)","(2.0, 2.44, 2.4222727272727274)","(18.0, 23.0, 21.375)","(51.0, 120.0, 85.0)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:05.682459,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.337142857142857)","(18.0, 23.0, 21.375)","(51.0, 120.0, 85.0)","(8.5, 10.0, 9.733333333333333)"
07-01-2023 20:41:07.104284,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.337142857142857)","(18.0, 23.0, 20.6)","(51.0, 120.0, 85.0)","(8.5, 10.0, 12.2)"
07-01-2023 20:41:08.561803,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.6)","(19.0, 19.5, 17.4)","(4.4, 5.6, 5.568421052631579)","(2.0, 2.44, 2.2872727272727276)","(18.0, 23.0, 21.25)","(51.0, 120.0, 85.0)","(8.5, 15.0, 12.166666666666666)"
07-01-2023 20:41:10.026021,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.11111111111111)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.516666666666667)","(2.0, 2.44, 2.2872727272727276)","(18.0, 22.0, 21.428571428571427)","(51.0, 120.0, 85.0)","(8.5, 14.5, 12.833333333333334)"
07-01-2023 20:41:11.514512,"(61.0, 99999, 99990)","(10.0, 30.0, 26.57142857142857)","(5.5, 9.2, 8.28)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.516666666666667)","(2.0, 2.44, 2.2872727272727276)","(18.0, 23.0, 20.6)","(51.0, 120.0, 70.66666666666667)","(8.5, 14.5, 13.875)"
07-01-2023 20:41:12.887300,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.0, 8.28)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.516666666666667)","(2.0, 2.44, 2.2872727272727276)","(18.0, 23.0, 20.0)","(51.0, 120.0, 70.66666666666667)","(8.5, 14.5, 13.5)"
07-01-2023 20:41:14.267288,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.0, 8.28)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.516666666666667)","(2.0, 2.44, 2.116923076923077)","(18.0, 22.0, 18.666666666666668)","(51.0, 120.0, 70.66666666666667)","(8.5, 14.5, 14.173913043478262)"
07-01-2023 20:41:15.632100,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.0, 8.36)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.128888888888889)","(18.0, 22.0, 18.666666666666668)","(51.0, 120.0, 83.0)","(8.5, 18.0, 14.148148148148149)"
07-01-2023 20:41:16.985453,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.2, 8.6)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.12)","(18.0, 22.0, 18.571428571428573)","(51.0, 120.0, 75.6)","(8.5, 18.0, 14.166666666666666)"
07-01-2023 20:41:18.381690,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.0, 8.6)","(19.0, 19.5, 19.1875)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.1885714285714286)","(18.0, 22.0, 18.571428571428573)","(51.0, 120.0, 88.66666666666666)","(8.5, 18.0, 14.5)"
07-01-2023 20:41:19.611045,"(61.0, 99999, 99990)","(10.0, 30.0, 22.333333333333332)","(5.5, 9.0, 8.6)","(19.0, 19.5, 19.375)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.1885714285714286)","(18.0, 22.0, 19.333333333333332)","(51.0, 110.0, 74.0)","(8.5, 17.5, 14.166666666666666)"
07-01-2023 20:41:20.830765,"(61.0, 99999, 99990)","(10.0, 30.0, 26.857142857142858)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.1733333333333333)","(18.0, 22.0, 19.666666666666668)","(51.0, 100.0, 74.5)","(8.5, 16.5, 13.214285714285714)"
07-01-2023 20:41:21.970953,"(61.0, 99999, 99990)","(10.0, 30.0, 27.125)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.3857142857142857)","(18.0, 23.0, 18.714285714285715)","(51.0, 160.0, 116.28571428571428)","(8.5, 14.5, 12.28125)"
07-01-2023 20:41:23.027366,"(61.0, 99999, 99990)","(10.0, 30.0, 27.125)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.6, 5.425)","(2.0, 2.44, 2.3857142857142857)","(18.0, 23.0, 18.714285714285715)","(51.0, 210.0, 116.28571428571428)","(8.5, 13.5, 12.28125)"
07-01-2023 20:41:24.140209,"(61.0, 99999, 99990)","(10.0, 30.0, 27.125)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.6, 4.977777777777778)","(2.0, 2.44, 2.2800000000000002)","(18.0, 22.0, 19.333333333333332)","(51.0, 190.0, 118.0)","(8.5, 16.0, 15.0)"
07-01-2023 20:41:25.240513,"(61.0, 99999, 99990)","(10.0, 30.0, 27.125)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.5, 5.403846153846154)","(2.0, 2.44, 2.31)","(18.0, 24.0, 19.5)","(51.0, 180.0, 113.0)","(8.5, 14.5, 14.1875)"
07-01-2023 20:41:26.378204,"(61.0, 99999, 99990)","(10.0, 30.0, 27.125)","(5.5, 9.0, 7.914285714285714)","(19.0, 19.5, 19.375)","(4.4, 5.5, 5.4375)","(2.0, 2.44, 2.2666666666666666)","(18.0, 24.0, 19.2)","(51.0, 180.0, 113.0)","(8.5, 14.0, 13.75)"
