,Hands On Nz,Kissmelvis,Western Style,Cool Rocking Daddy,Mymatepog,Tasty Delight,The Stain,Dance For Glory,Mustang Milly
07-01-2023 20:33:53.462448,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.18)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:54.690971,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.18)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:55.989506,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:57.377425,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:58.659062,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:59.972008,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:01.319262,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:02.718018,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:04.154964,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:05.478158,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:06.815909,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:08.078128,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.6, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:34:09.413423,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:10.653388,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:11.913682,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:13.153186,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:14.372715,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:15.619244,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:16.924246,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:18.104124,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:19.330299,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:20.590135,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:21.818267,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:23.087319,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:24.342492,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:25.677457,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:27.081022,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:28.441255,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:29.800442,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:31.093097,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:32.376165,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:33.674667,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:34.917332,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:36.149403,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:37.475528,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:38.873107,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:40.124457,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 16.0)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:41.419257,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 17.77777777777778)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:42.653348,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:43.848525,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:45.071359,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:46.295644,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:47.591942,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.0600000000000005)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:48.825543,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:50.127668,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:51.356697,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:52.659458,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:53.904236,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 7.96)","(21.0, 34.0, 29.875)","(4.4, 5.5, 4.766666666666667)","(1.95, 2.9, 2.476470588235294)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 10.559999999999999)"
07-01-2023 20:34:55.414345,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.3971428571428572)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.114285714285714)"
07-01-2023 20:34:56.995587,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.9, 2.757142857142857)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.114285714285714)"
07-01-2023 20:34:58.501914,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.5, 5.133333333333334)","(1.95, 2.88, 2.5733333333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.114285714285714)"
07-01-2023 20:34:59.961223,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 34.0, 27.125)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.84, 2.4299999999999997)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 11.1875)"
07-01-2023 20:35:01.421279,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 34.0, 30.1875)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.82, 2.5466666666666664)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 105.55555555555556)","(8.0, 14.5, 11.78)"
07-01-2023 20:35:02.764349,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 32.0, 27.22222222222222)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.8, 2.41)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 105.55555555555556)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:03.975000,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.78, 2.41)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 105.55555555555556)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:05.175835,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.78, 2.52)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:06.376770,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.76, 2.39)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:07.610918,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.242857142857143)","(1.95, 2.74, 2.4000000000000004)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:08.861177,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.74, 2.5)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:10.171010,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.72, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.78)"
07-01-2023 20:35:11.411367,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:12.672464,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:13.997902,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:15.364802,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:16.673985,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.38)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:17.964844,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.7, 2.6066666666666665)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:19.245289,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.88, 2.6066666666666665)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:20.483805,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.18)","(1.95, 2.88, 2.6066666666666665)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:21.749530,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.366666666666667)","(1.95, 2.84, 2.44)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:23.006293,"(51.0, 99999, 99990)","(10.0, 26.0, 13.5)","(5.5, 11.5, 8.02)","(26.0, 30.0, 27.22222222222222)","(4.2, 5.5, 5.366666666666667)","(1.95, 2.82, 2.44)","(17.0, 20.0, 16.666666666666668)","(41.0, 150.0, 121.42857142857143)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:24.238435,"(51.0, 99999, 99990)","(10.0, 25.0, 13.333333333333334)","(5.5, 11.5, 8.02)","(26.0, 29.0, 26.444444444444443)","(4.2, 5.5, 5.366666666666667)","(1.95, 2.8, 2.5533333333333332)","(17.0, 20.0, 16.666666666666668)","(41.0, 140.0, 114.28571428571429)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:25.567504,"(51.0, 99999, 99990)","(10.0, 24.0, 15.333333333333332)","(5.5, 11.5, 8.02)","(21.0, 28.0, 25.666666666666668)","(4.4, 5.5, 5.366666666666667)","(1.95, 2.78, 2.42)","(17.0, 20.0, 16.666666666666668)","(41.0, 130.0, 107.14285714285714)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:26.786476,"(51.0, 99999, 99990)","(10.0, 24.0, 15.333333333333332)","(5.5, 11.5, 8.02)","(21.0, 28.0, 25.666666666666668)","(4.4, 5.5, 5.366666666666667)","(1.95, 2.78, 2.42)","(17.0, 20.0, 16.666666666666668)","(41.0, 130.0, 107.14285714285714)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:28.100476,"(51.0, 99999, 99990)","(10.0, 24.0, 15.333333333333332)","(5.5, 11.5, 8.02)","(20.0, 28.0, 25.666666666666668)","(4.4, 5.5, 5.366666666666667)","(1.95, 2.78, 2.5266666666666664)","(17.0, 20.0, 16.666666666666668)","(41.0, 130.0, 90.0)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:29.404847,"(51.0, 99999, 99990)","(10.0, 24.0, 15.333333333333332)","(5.5, 11.5, 8.02)","(20.0, 28.0, 25.666666666666668)","(4.4, 5.5, 5.366666666666667)","(1.95, 2.76, 2.4000000000000004)","(17.0, 20.0, 16.666666666666668)","(41.0, 130.0, 90.0)","(8.0, 13.5, 11.042857142857143)"
07-01-2023 20:35:30.733834,"(51.0, 99999, 99990)","(10.0, 24.0, 15.333333333333332)","(5.5, 11.5, 8.02)","(20.0, 28.0, 25.666666666666668)","(4.4, 5.5, 5.366666666666667)","(1.95, 2.74, 2.4000000000000004)","(17.0, 20.0, 16.666666666666668)","(41.0, 130.0, 90.0)","(8.0, 13.5, 11.042857142857143)"
