,Lizzie Lass,Hes A Gift,My Shout Zoe,Supasonic Romeo,Gotham Baron,Fat Santa,Harros Girl
07-12-2022 20:32:34.769639,"(10.0, 20.0, 19.454545454545453)","(31.0, 140.0, 110.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.14, 2.037391304347826)","(21.0, 110.0, 84.0)","(16.0, 38.0, 32.61538461538461)"
07-12-2022 20:32:35.967276,"(10.0, 20.0, 19.454545454545453)","(31.0, 140.0, 110.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0566666666666666)","(21.0, 100.0, 86.625)","(16.0, 38.0, 32.61538461538461)"
07-12-2022 20:32:37.463868,"(10.0, 20.0, 19.454545454545453)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0566666666666666)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.61538461538461)"
07-12-2022 20:32:38.695139,"(10.0, 20.0, 19.454545454545453)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.61538461538461)"
07-12-2022 20:32:39.834009,"(10.0, 20.0, 19.454545454545453)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0563636363636366)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.25)"
07-12-2022 20:32:40.936877,"(10.0, 20.0, 19.3125)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0563636363636366)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.769230769230766)"
07-12-2022 20:32:42.072226,"(10.0, 20.0, 19.3125)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.769230769230766)"
07-12-2022 20:32:43.273406,"(10.0, 20.0, 19.3125)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.769230769230766)"
07-12-2022 20:32:44.434140,"(10.0, 20.0, 19.3125)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 31.666666666666664)"
07-12-2022 20:32:45.598872,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 118.88888888888889)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0563636363636366)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.208333333333336)"
07-12-2022 20:32:46.770224,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 121.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0563636363636366)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.208333333333336)"
07-12-2022 20:32:47.874768,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 121.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 27.208333333333336)"
07-12-2022 20:32:49.003188,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:50.072259,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:51.091902,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0325)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:52.156431,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:53.218191,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:54.254167,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 97.33333333333333)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:55.323612,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 110.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:56.347360,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0436363636363635)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:57.333500,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0436363636363635)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:58.362823,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:32:59.399881,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:33:00.458677,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0733333333333333)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.11363636363636)"
07-12-2022 20:33:01.530211,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0616666666666665)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 29.0)"
07-12-2022 20:33:02.654132,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.083333333333336)"
07-12-2022 20:33:03.703624,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.083333333333336)"
07-12-2022 20:33:04.685246,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.083333333333336)"
07-12-2022 20:33:05.629314,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.083333333333336)"
07-12-2022 20:33:06.605474,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:07.599120,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.375)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:08.593020,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.375)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:09.612685,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.33333333333334)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:10.590877,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.33333333333334)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:11.592129,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.33333333333334)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:12.580543,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 122.3076923076923)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:13.550594,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.5)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 28.666666666666664)"
07-12-2022 20:33:14.565475,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.33333333333334)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:15.498005,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:16.409977,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:17.450971,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:18.430481,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.05)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:19.522697,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:20.578378,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.015)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:21.673793,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 96.66666666666667)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.029)","(21.0, 95.0, 59.266666666666666)","(16.0, 38.0, 32.10526315789474)"
07-12-2022 20:33:22.737257,"(10.0, 20.0, 19.607142857142858)","(31.0, 130.0, 117.375)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.12, 2.0983333333333336)","(21.0, 95.0, 64.77777777777777)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:23.844548,"(10.0, 20.0, 19.5)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.4172222222222226)","(6.5, 12.5, 10.95)","(1.75, 2.14, 2.0983333333333336)","(21.0, 95.0, 64.77777777777777)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:24.897123,"(10.0, 20.0, 19.5)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.4172222222222226)","(6.5, 12.5, 10.95)","(1.75, 2.14, 2.1133333333333333)","(21.0, 95.0, 64.77777777777777)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:25.941279,"(10.0, 20.0, 19.5)","(31.0, 130.0, 117.75)","(2.8, 3.45, 3.4172222222222226)","(6.5, 12.5, 9.985714285714286)","(1.75, 2.14, 2.1307692307692307)","(21.0, 95.0, 72.66666666666666)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:26.980552,"(10.0, 20.0, 19.5)","(31.0, 130.0, 97.33333333333333)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 9.985714285714286)","(1.75, 2.14, 2.1307692307692307)","(21.0, 95.0, 79.23529411764706)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:27.999776,"(10.0, 20.0, 19.5)","(31.0, 130.0, 97.33333333333333)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 11.45)","(1.75, 2.14, 2.1033333333333335)","(21.0, 95.0, 75.85714285714286)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:29.024858,"(10.0, 20.0, 19.5)","(31.0, 130.0, 117.375)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 11.45)","(1.75, 2.14, 2.1033333333333335)","(21.0, 95.0, 75.85714285714286)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:30.020611,"(10.0, 20.0, 19.5)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.14, 2.12)","(21.0, 95.0, 63.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:31.024604,"(10.0, 20.0, 19.5)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.12)","(21.0, 95.0, 63.44444444444444)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:32.066842,"(10.0, 20.0, 19.5)","(31.0, 130.0, 114.0)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1322222222222225)","(21.0, 95.0, 63.44444444444444)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:33.112984,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.4172222222222226)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1500000000000004)","(21.0, 95.0, 63.888888888888886)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:34.137665,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.4231818181818183)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1514814814814818)","(21.0, 95.0, 71.66666666666666)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:35.146173,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.4231818181818183)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1514814814814818)","(21.0, 95.0, 76.33333333333334)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:36.155256,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.8, 3.45, 3.3981818181818184)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1514814814814818)","(21.0, 95.0, 76.33333333333334)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:37.101868,"(10.0, 20.0, 19.5)","(31.0, 130.0, 118.88888888888889)","(2.8, 3.45, 3.4092857142857147)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1514814814814818)","(21.0, 95.0, 67.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:38.082341,"(10.0, 20.0, 19.5)","(31.0, 130.0, 118.88888888888889)","(2.8, 3.45, 3.4092857142857147)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1233333333333335)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:39.075321,"(10.0, 20.0, 19.5)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.421875)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.135555555555556)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:40.119494,"(10.0, 20.0, 19.5)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.4263157894736844)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.151851851851852)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:41.158371,"(10.0, 20.0, 19.5)","(31.0, 130.0, 105.0)","(2.8, 3.45, 3.4263157894736844)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.151851851851852)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:42.173349,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.413636363636364)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.1500000000000004)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:43.174282,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.413636363636364)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.125)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.0)"
07-12-2022 20:33:44.156479,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.8, 3.45, 3.413636363636364)","(6.5, 13.5, 12.651724137931033)","(1.75, 2.16, 2.125)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:45.082888,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.4263157894736844)","(6.5, 13.5, 10.575)","(1.75, 2.16, 2.1366666666666667)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:46.084469,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.8, 3.45, 3.4263157894736844)","(6.5, 13.5, 10.575)","(1.75, 2.16, 2.150909090909091)","(21.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:47.133157,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.16, 2.150909090909091)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:48.175629,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.16, 2.150909090909091)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:49.163878,"(10.0, 20.0, 19.5)","(31.0, 130.0, 118.88888888888889)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.16, 2.1566666666666667)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:50.209903,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.0992307692307692)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:51.177398,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.0992307692307692)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:52.193101,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.04875)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:53.210074,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.04875)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:54.301496,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.04875)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:55.337097,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.04875)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:56.394001,"(10.0, 20.0, 19.5)","(31.0, 130.0, 113.66666666666666)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.08)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:57.435630,"(10.0, 20.0, 19.5)","(31.0, 130.0, 81.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.103076923076923)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:58.456980,"(10.0, 20.0, 19.5)","(31.0, 130.0, 81.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.103076923076923)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:33:59.406940,"(10.0, 20.0, 19.5)","(31.0, 130.0, 116.0)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.103076923076923)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:00.371984,"(10.0, 20.0, 19.5)","(31.0, 130.0, 98.0)","(2.9, 3.45, 3.430952380952381)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.055)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:01.328032,"(10.0, 20.0, 19.5)","(31.0, 130.0, 98.0)","(2.9, 3.45, 3.430952380952381)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.055)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:02.283256,"(10.0, 20.0, 19.5)","(31.0, 130.0, 98.0)","(2.9, 3.45, 3.430952380952381)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.055)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:03.331311,"(10.0, 20.0, 19.5)","(31.0, 130.0, 98.0)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.055)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:04.320934,"(10.0, 20.0, 19.5)","(31.0, 130.0, 98.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.055)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:05.309757,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.106923076923077)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:06.253246,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.172962962962963)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:07.264659,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.172962962962963)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:08.243965,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1713636363636364)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:09.278425,"(10.0, 20.0, 19.5)","(31.0, 130.0, 115.71428571428572)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1325000000000003)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:10.295153,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1325000000000003)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:11.339041,"(10.0, 20.0, 19.5)","(31.0, 130.0, 80.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1107692307692307)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:12.277731,"(10.0, 20.0, 19.5)","(31.0, 130.0, 105.0)","(2.9, 3.45, 3.421875)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1107692307692307)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
07-12-2022 20:34:13.190704,"(10.0, 20.0, 19.5)","(31.0, 130.0, 118.88888888888889)","(2.9, 3.45, 3.413636363636364)","(7.0, 13.5, 10.575)","(1.75, 2.18, 2.1733333333333333)","(26.0, 95.0, 55.0)","(16.0, 38.0, 31.411764705882355)"
