,Unleashed Buffy,Moment To Polka,Tears And Tanty,What A Phoenix,Big Kahuna,Hello Harley,Kid Kimetto,Bazinga Girl
11-01-2023 20:38:59.909269,"(4.4, 8.4, 8.181818181818182)","(3.2, 4.0, 3.8066666666666666)","(16.0, 26.0, 24.7)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 13.227272727272727)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:01.192904,"(4.4, 8.4, 8.311111111111112)","(3.2, 4.0, 3.855)","(16.0, 25.0, 22.8)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 13.227272727272727)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:02.468948,"(4.4, 8.4, 7.6000000000000005)","(3.2, 4.0, 3.855)","(16.0, 25.0, 21.48)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 13.227272727272727)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:03.960849,"(4.4, 8.4, 7.6000000000000005)","(3.2, 4.0, 3.855)","(16.0, 25.0, 21.48)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 13.227272727272727)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:05.430844,"(4.4, 8.4, 8.133333333333333)","(3.2, 4.0, 3.855)","(16.0, 25.0, 21.785714285714285)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 15.555555555555555)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:06.942414,"(4.4, 8.4, 7.963636363636364)","(3.2, 4.0, 3.855)","(16.0, 25.0, 22.0)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.4464864864864864)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 15.047619047619047)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:08.274776,"(4.4, 8.4, 7.963636363636364)","(3.2, 4.0, 3.855)","(16.0, 25.0, 22.0)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.52, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.90909090909091)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:09.589407,"(4.4, 8.2, 8.285714285714286)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.90909090909091)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:10.833328,"(4.4, 8.4, 8.285714285714286)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:12.046493,"(4.4, 8.4, 8.285714285714286)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:13.181403,"(4.4, 8.4, 8.285714285714286)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:14.261631,"(4.4, 8.4, 8.285714285714286)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.452)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:15.299906,"(4.4, 8.4, 7.866666666666666)","(3.2, 4.0, 3.855)","(16.0, 25.0, 24.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.468)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:16.429847,"(4.4, 8.4, 8.32)","(3.2, 4.0, 3.855)","(16.0, 25.0, 23.46153846153846)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.4727272727272727)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:17.908592,"(4.4, 8.4, 8.35)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.4727272727272727)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:19.079635,"(4.4, 8.4, 8.35)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.4454054054054053)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:20.374534,"(4.4, 8.4, 8.35)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.44)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:21.655969,"(4.4, 8.4, 8.428571428571429)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.44)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:22.846211,"(4.4, 8.6, 8.428571428571429)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.4387096774193546)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:24.055879,"(4.4, 8.6, 7.705263157894737)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.4387096774193546)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:25.337398,"(4.4, 8.6, 7.827272727272727)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.48, 2.445)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.461538461538462)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:26.464227,"(4.4, 8.6, 7.827272727272727)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:27.610460,"(4.4, 8.6, 7.827272727272727)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:28.687114,"(4.4, 8.6, 7.992857142857143)","(3.2, 3.95, 3.8625000000000003)","(16.0, 25.0, 23.823529411764707)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:29.832101,"(4.4, 8.6, 7.992857142857143)","(3.2, 4.0, 3.855)","(16.0, 25.0, 29.25)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:30.943112,"(4.4, 8.6, 8.084848484848484)","(3.2, 4.0, 3.855)","(16.0, 30.0, 29.25)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:32.010404,"(4.4, 8.6, 8.084848484848484)","(3.2, 4.0, 3.855)","(16.0, 30.0, 29.25)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4428571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:33.112411,"(4.4, 8.4, 8.311111111111112)","(3.2, 4.0, 3.855)","(16.0, 30.0, 29.25)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.46, 2.4166666666666665)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:34.247000,"(4.4, 8.4, 8.24)","(3.2, 4.0, 3.855)","(16.0, 30.0, 26.625)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.4166666666666665)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.82352941176471)"
11-01-2023 20:39:35.415267,"(4.4, 8.4, 8.24)","(3.2, 4.0, 3.855)","(16.0, 30.0, 26.625)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.4166666666666665)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.571428571428571)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:36.446503,"(4.4, 8.4, 8.24)","(3.2, 4.0, 3.855)","(16.0, 30.0, 26.625)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.4166666666666665)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 13.307692307692308)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:37.512620,"(4.4, 8.4, 8.186666666666667)","(3.2, 4.0, 3.855)","(16.0, 29.0, 28.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.4166666666666665)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 13.941176470588236)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:38.806514,"(4.4, 8.4, 8.24)","(3.2, 4.0, 3.855)","(16.0, 29.0, 27.875)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.413793103448276)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 13.941176470588236)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:39.948783,"(4.4, 8.4, 8.24)","(3.2, 4.0, 3.855)","(16.0, 29.0, 27.875)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.3632)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.40909090909091)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:41.164341,"(4.4, 8.4, 8.156521739130435)","(3.2, 4.0, 3.855)","(16.0, 29.0, 27.5)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.44, 2.36)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.788461538461538)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:42.410666,"(4.4, 8.4, 8.156521739130435)","(3.2, 4.0, 3.855)","(16.0, 29.0, 27.153846153846153)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.36)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.788461538461538)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:43.723585,"(4.4, 8.4, 8.088888888888889)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 28.384615384615383)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.36375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.788461538461538)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:44.958752,"(4.4, 8.4, 8.088888888888889)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.36375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.833333333333334)","(15.0, 38.0, 36.46153846153846)"
11-01-2023 20:39:46.217784,"(4.4, 8.4, 8.133333333333333)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.36375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 15.142857142857142)","(15.0, 38.0, 34.4)"
11-01-2023 20:39:47.395905,"(4.4, 8.6, 8.052173913043479)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.36375)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.764705882352942)","(15.0, 38.0, 34.4)"
11-01-2023 20:39:48.502573,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.4, 2.42, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.764705882352942)","(15.0, 38.0, 34.8)"
11-01-2023 20:39:49.618741,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.4, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 15.142857142857142)","(17.0, 38.0, 36.0)"
11-01-2023 20:39:50.748832,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.333333333333332)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 15.142857142857142)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:51.973595,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.5)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 15.142857142857142)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:53.201660,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.9033333333333333)","(16.0, 29.0, 27.90909090909091)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.055555555555555)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:54.371849,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 27.90909090909091)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.055555555555555)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:55.559180,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 27.90909090909091)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3466666666666667)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:56.738219,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 27.90909090909091)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3474999999999997)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:57.888955,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 27.90909090909091)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3474999999999997)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:39:59.139058,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3474999999999997)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:40:00.302332,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.36, 2.3474999999999997)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:40:01.434394,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.34, 2.36)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.4)"
11-01-2023 20:40:02.589172,"(4.4, 8.4, 8.16)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.38, 2.3788095238095237)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.541666666666666)","(17.0, 38.0, 35.6)"
11-01-2023 20:40:03.704562,"(4.4, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.38, 2.3788095238095237)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.541666666666666)","(17.0, 38.0, 35.6)"
11-01-2023 20:40:04.867869,"(4.4, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 29.0, 28.18181818181818)","(51.0, 75.0, 66.07142857142857)","(2.3, 2.38, 2.3788095238095237)","(13.0, 20.0, 16.91176470588235)","(9.0, 16.0, 14.541666666666666)","(17.0, 38.0, 35.6)"
11-01-2023 20:40:05.980255,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 27.5)","(61.0, 75.0, 66.07142857142857)","(2.25, 2.38, 2.396543209876543)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.07692307692308)"
11-01-2023 20:40:07.091185,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 28.0)","(61.0, 75.0, 66.07142857142857)","(2.25, 2.4, 2.396543209876543)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.07692307692308)"
11-01-2023 20:40:08.198584,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 28.0)","(61.0, 75.0, 66.07142857142857)","(2.15, 2.38, 2.3789247311827957)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.07692307692308)"
11-01-2023 20:40:09.438545,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 28.0)","(61.0, 75.0, 66.0)","(2.15, 2.38, 2.3789247311827957)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.07692307692308)"
11-01-2023 20:40:10.683093,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 28.0)","(61.0, 75.0, 64.54838709677419)","(2.15, 2.38, 2.3789247311827957)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.666666666666664)"
11-01-2023 20:40:11.967188,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 27.714285714285715)","(61.0, 75.0, 64.54838709677419)","(2.15, 2.38, 2.3789247311827957)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 36.666666666666664)"
11-01-2023 20:40:13.235041,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 27.714285714285715)","(61.0, 75.0, 64.54838709677419)","(2.15, 2.38, 2.3789247311827957)","(14.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:14.537613,"(4.8, 8.6, 8.052173913043479)","(3.2, 4.0, 3.829411764705882)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 64.54838709677419)","(2.15, 2.4, 2.388346456692913)","(15.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:15.726954,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.829411764705882)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.4, 2.399112627986348)","(15.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.88888888888889)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:16.930614,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.829411764705882)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.4, 2.4395774647887323)","(15.0, 20.0, 16.91176470588235)","(10.0, 16.0, 14.8)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:18.188859,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.44, 2.4395774647887323)","(15.0, 20.0, 18.304347826086957)","(10.0, 16.0, 14.8)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:19.293195,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.44, 2.4395774647887323)","(15.0, 20.0, 18.304347826086957)","(10.0, 16.0, 14.384615384615385)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:20.394390,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.44, 2.439475982532751)","(15.0, 20.0, 18.304347826086957)","(10.0, 16.0, 14.384615384615385)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:21.519044,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 75.0, 53.57142857142857)","(2.15, 2.44, 2.439475982532751)","(15.0, 20.0, 18.304347826086957)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:22.754451,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 60.0)","(2.15, 2.44, 2.439475982532751)","(15.0, 20.0, 19.285714285714285)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:23.968616,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 53.333333333333336)","(2.15, 2.44, 2.457554585152838)","(15.0, 19.5, 19.285714285714285)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:25.191262,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.4585840707964604)","(15.0, 19.5, 19.285714285714285)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:26.448095,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.4585840707964604)","(15.0, 19.5, 19.285714285714285)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:27.677240,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.8307692307692305)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:29.008516,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.25)"
11-01-2023 20:40:30.336503,"(5.0, 8.6, 8.052173913043479)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
11-01-2023 20:40:31.709625,"(5.0, 8.4, 8.133333333333333)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
11-01-2023 20:40:33.068800,"(5.0, 8.4, 8.133333333333333)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
11-01-2023 20:40:34.401218,"(5.0, 8.4, 8.133333333333333)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.44)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
11-01-2023 20:40:35.643805,"(5.0, 8.4, 8.133333333333333)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 52.0)","(2.15, 2.46, 2.4257142857142857)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
11-01-2023 20:40:36.961828,"(5.0, 8.4, 8.133333333333333)","(3.3, 4.0, 3.833333333333333)","(16.0, 30.0, 27.09090909090909)","(61.0, 70.0, 62.0)","(2.15, 2.46, 2.415)","(15.0, 19.5, 18.06)","(10.0, 16.0, 14.636363636363637)","(17.0, 38.0, 37.5)"
