,Uri Bale,Tiggerlong Demon,Goldstar Clover,Smash Wave,Amuri Ruru,Taieri Taylee,Homebush Lennon,Sozins Royal
08-12-2022 12:48:23.075599,"(4.4, 5.1, 4.859999999999999)","(5.5, 7.4, 7.211764705882353)","(10.0, 11.0, 10.76)","(2.0, 2.54, 2.546666666666667)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.114285714285714)","(41.0, 70.0, 58.18181818181818)","(26.0, 75.0, 59.375)"
08-12-2022 12:48:24.278735,"(4.4, 5.1, 4.888235294117647)","(5.5, 7.4, 7.362790697674419)","(10.0, 11.0, 10.76)","(2.05, 2.56, 2.548095238095238)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.066666666666666)","(41.0, 70.0, 58.18181818181818)","(26.0, 75.0, 64.58333333333333)"
08-12-2022 12:48:25.445130,"(4.4, 5.1, 4.888235294117647)","(5.5, 7.4, 7.37948717948718)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.56, 2.5547826086956524)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.066666666666666)","(41.0, 70.0, 58.18181818181818)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:26.663134,"(4.4, 5.1, 4.888235294117647)","(5.5, 7.4, 7.261946902654867)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.56, 2.5547826086956524)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.218181818181819)","(41.0, 70.0, 64.94252873563218)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:27.945399,"(4.4, 5.1, 4.858823529411764)","(5.5, 7.6, 7.336363636363637)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.56, 2.558181818181818)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.218181818181819)","(41.0, 70.0, 62.5)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:29.111597,"(4.4, 5.1, 4.858823529411764)","(5.5, 7.4, 7.336363636363637)","(10.0, 11.0, 10.85)","(2.05, 2.56, 2.5566666666666666)","(26.0, 55.0, 53.58974358974359)","(8.0, 9.4, 9.218181818181819)","(41.0, 65.0, 63.75)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:30.299515,"(4.4, 5.1, 4.820454545454545)","(5.5, 7.4, 7.336363636363637)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.58, 2.5405333333333333)","(26.0, 55.0, 53.607594936708864)","(8.0, 9.4, 9.218181818181819)","(41.0, 65.0, 63.75)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:31.480626,"(4.2, 5.1, 4.820454545454545)","(5.5, 7.4, 7.336363636363637)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.58, 2.5545454545454547)","(26.0, 55.0, 53.607594936708864)","(8.0, 9.4, 9.218181818181819)","(41.0, 65.0, 62.5)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:32.645029,"(4.2, 5.1, 4.820454545454545)","(5.5, 7.4, 7.336363636363637)","(10.0, 11.0, 10.790697674418604)","(2.05, 2.58, 2.5545454545454547)","(26.0, 55.0, 52.71739130434783)","(8.0, 9.4, 9.218181818181819)","(41.0, 65.0, 56.875)","(26.0, 75.0, 69.56521739130434)"
08-12-2022 12:48:33.910719,"(4.2, 5.0, 4.82)","(5.5, 7.4, 7.352380952380953)","(10.0, 11.0, 10.869565217391305)","(2.05, 2.58, 2.5503225806451613)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.218181818181819)","(41.0, 70.0, 56.875)","(31.0, 75.0, 69.79166666666667)"
08-12-2022 12:48:35.146876,"(4.2, 5.0, 4.803846153846154)","(5.5, 7.4, 7.3654320987654325)","(9.0, 11.0, 10.869565217391305)","(2.05, 2.58, 2.5491428571428574)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.218181818181819)","(41.0, 70.0, 58.75)","(31.0, 75.0, 69.79166666666667)"
08-12-2022 12:48:36.378768,"(4.2, 4.9, 4.790909090909091)","(5.5, 7.4, 7.3654320987654325)","(9.0, 11.0, 10.869565217391305)","(2.05, 2.58, 2.5491428571428574)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.042105263157895)","(41.0, 70.0, 58.75)","(31.0, 75.0, 69.79166666666667)"
08-12-2022 12:48:37.546498,"(4.2, 4.9, 4.7956521739130435)","(5.5, 7.4, 7.37)","(9.0, 11.0, 10.816326530612244)","(2.05, 2.56, 2.540952380952381)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.042105263157895)","(41.0, 70.0, 58.75)","(31.0, 75.0, 69.79166666666667)"
08-12-2022 12:48:38.639290,"(4.2, 4.9, 4.7956521739130435)","(5.5, 7.4, 7.371428571428572)","(9.0, 11.0, 10.948051948051948)","(2.05, 2.56, 2.5383333333333336)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.042105263157895)","(41.0, 70.0, 58.75)","(31.0, 75.0, 69.79166666666667)"
08-12-2022 12:48:39.662545,"(4.2, 4.9, 4.7956521739130435)","(5.5, 7.4, 7.358620689655173)","(9.0, 11.0, 10.90625)","(2.05, 2.56, 2.5383333333333336)","(26.0, 55.0, 52.82222222222222)","(8.0, 9.4, 9.042105263157895)","(41.0, 70.0, 58.75)","(31.0, 75.0, 9501.55)"
08-12-2022 12:48:40.690561,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
08-12-2022 12:48:41.840852,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
08-12-2022 12:48:42.987731,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
08-12-2022 12:48:44.124123,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
08-12-2022 12:48:45.177770,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
08-12-2022 12:48:46.318564,"(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.05, 99998, 9998.5)","(26.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
