,Veilazig,Strong Woman,Musical Millie,Frosty Flirt,Senorita Cometa,Staythirstymyamigo,Kimbells Strategy
08-12-2022 13:37:27.841613,"(14.0, 34.0, 28.75)","(5.5, 7.2, 6.1)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.473333333333333)"
08-12-2022 13:37:29.086039,"(14.0, 34.0, 28.75)","(5.5, 7.2, 6.1)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 4.1)"
08-12-2022 13:37:30.294518,"(14.0, 34.0, 28.75)","(5.5, 7.2, 6.1)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 4.1)"
08-12-2022 13:37:31.557495,"(14.0, 34.0, 28.75)","(5.5, 7.2, 6.1)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.6)"
08-12-2022 13:37:32.823191,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.1692307692307695)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.5)"
08-12-2022 13:37:34.075868,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.1692307692307695)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.566666666666667)"
08-12-2022 13:37:35.352298,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.88)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 4.085714285714285)"
08-12-2022 13:37:36.530462,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.88)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.566666666666667)"
08-12-2022 13:37:37.671351,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.88)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 15.2)","(21.0, 28.0, 18.9)","(2.7, 4.5, 3.825)"
08-12-2022 13:37:38.903816,"(14.0, 34.0, 28.75)","(5.5, 7.2, 5.96)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 12.166666666666666)","(21.0, 28.0, 14.653333333333334)","(2.7, 4.5, 4.125)"
08-12-2022 13:37:40.236667,"(14.0, 34.0, 28.75)","(5.5, 6.8, 5.96)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 12.166666666666666)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.5, 3.6999999999999997)"
08-12-2022 13:37:41.594584,"(14.0, 34.0, 28.75)","(5.5, 6.8, 5.96)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 12.166666666666666)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.5, 4.125)"
08-12-2022 13:37:42.977715,"(14.0, 34.0, 28.75)","(5.5, 6.8, 5.96)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.5, 4.13076923076923)"
08-12-2022 13:37:44.321667,"(14.0, 34.0, 28.75)","(5.5, 6.8, 6.2)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.5, 4.14)"
08-12-2022 13:37:45.640620,"(14.0, 34.0, 28.75)","(5.5, 8.2, 6.2)","(5.5, 8.6, 7.52)","(3.3, 3.85, 3.6666666666666665)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.7, 4.14)"
08-12-2022 13:37:46.967150,"(14.0, 34.0, 23.5)","(5.5, 8.2, 6.2)","(5.5, 8.6, 7.52)","(3.3, 3.85, 4.425)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.7, 3.5142857142857142)"
08-12-2022 13:37:48.315419,"(14.0, 34.0, 23.5)","(5.5, 8.2, 6.046153846153846)","(5.5, 8.6, 7.52)","(3.3, 4.6, 3.727272727272727)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 3.4)"
08-12-2022 13:37:49.617467,"(14.0, 34.0, 23.5)","(5.5, 8.2, 7.225)","(5.5, 8.6, 7.52)","(3.3, 4.5, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 3.36)"
08-12-2022 13:37:50.916795,"(14.0, 34.0, 23.5)","(5.5, 8.0, 7.275)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 3.36)"
08-12-2022 13:37:52.179783,"(14.0, 34.0, 23.5)","(5.5, 8.0, 7.25)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 3.36)"
08-12-2022 13:37:53.543671,"(14.0, 34.0, 23.5)","(5.5, 8.0, 6.714285714285714)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 3.36)"
08-12-2022 13:37:54.864391,"(14.0, 34.0, 23.5)","(5.5, 8.0, 6.714285714285714)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 3.8, 4.388888888888889)"
08-12-2022 13:37:56.176960,"(14.0, 34.0, 23.5)","(5.5, 8.0, 7.3)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.7, 3.928571428571429)"
08-12-2022 13:37:57.476577,"(14.0, 34.0, 23.5)","(5.5, 8.0, 7.3)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 13.227272727272727)","(21.0, 28.0, 14.350000000000001)","(2.7, 4.7, 3.9857142857142858)"
08-12-2022 13:37:58.712421,"(14.0, 34.0, 23.5)","(5.5, 8.0, 7.3)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.0)","(15.0, 18.0, 16.055555555555557)","(21.0, 28.0, 22.759999999999998)","(2.7, 4.7, 4.424137931034482)"
08-12-2022 13:37:59.882843,"(14.0, 32.0, 24.4)","(5.5, 8.0, 7.3)","(5.5, 8.6, 7.52)","(3.3, 4.4, 4.24)","(15.0, 17.5, 16.055555555555557)","(21.0, 26.0, 22.759999999999998)","(2.7, 5.5, 4.595652173913043)"
08-12-2022 13:38:01.165248,"(14.0, 32.0, 24.4)","(5.5, 8.0, 6.9875)","(5.5, 8.6, 7.314285714285714)","(3.3, 4.6, 4.24)","(15.0, 17.5, 16.055555555555557)","(21.0, 26.0, 22.759999999999998)","(2.7, 5.4, 4.552083333333334)"
08-12-2022 13:38:02.449888,"(14.0, 32.0, 24.4)","(5.5, 8.0, 6.9875)","(5.5, 9.2, 6.745454545454546)","(3.3, 4.6, 4.24)","(15.0, 17.5, 16.055555555555557)","(21.0, 26.0, 22.759999999999998)","(2.7, 5.4, 4.5630434782608695)"
08-12-2022 13:38:03.747305,"(14.0, 32.0, 24.4)","(5.5, 8.0, 5.83125)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.6, 4.029411764705882)","(15.0, 17.5, 15.666666666666666)","(21.0, 26.0, 22.759999999999998)","(2.7, 5.4, 4.5630434782608695)"
08-12-2022 13:38:05.014732,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.015789473684211)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.5, 4.029411764705882)","(15.0, 17.0, 15.277777777777779)","(21.0, 26.0, 24.76923076923077)","(2.7, 5.4, 3.896666666666667)"
08-12-2022 13:38:06.261425,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.5, 3.8846153846153846)","(15.0, 16.5, 15.277777777777779)","(21.0, 26.0, 22.8)","(2.7, 5.4, 3.975)"
08-12-2022 13:38:07.528339,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.5, 3.8846153846153846)","(15.0, 16.5, 15.277777777777779)","(21.0, 26.0, 22.8)","(2.7, 5.4, 4.6022727272727275)"
08-12-2022 13:38:08.785198,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.5, 4.159090909090909)","(15.0, 16.5, 15.277777777777779)","(21.0, 26.0, 24.0)","(2.7, 5.4, 4.6022727272727275)"
08-12-2022 13:38:10.145601,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 9.0, 6.745454545454546)","(3.3, 4.5, 3.9615384615384612)","(15.0, 16.5, 15.277777777777779)","(21.0, 26.0, 24.0)","(2.7, 5.4, 4.58)"
08-12-2022 13:38:11.466495,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 9.0, 6.866666666666667)","(3.3, 4.5, 4.159090909090909)","(15.0, 16.5, 15.277777777777779)","(21.0, 26.0, 87.77777777777777)","(2.7, 5.3, 4.58)"
08-12-2022 13:38:12.723555,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 8.8, 6.40625)","(3.3, 4.5, 4.159090909090909)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 77.0)","(2.7, 5.3, 4.58)"
08-12-2022 13:38:13.945750,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 8.6, 6.418181818181818)","(3.3, 4.5, 4.159090909090909)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 77.0)","(2.7, 5.3, 5.073333333333333)"
08-12-2022 13:38:15.191219,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 7.8, 6.736363636363636)","(3.3, 4.5, 4.159090909090909)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 77.0)","(2.7, 5.3, 5.073333333333333)"
08-12-2022 13:38:16.421745,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 7.6, 6.769230769230769)","(3.3, 4.5, 3.9615384615384612)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 77.0)","(2.7, 5.3, 4.64)"
08-12-2022 13:38:17.771870,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.131578947368421)","(5.5, 7.6, 6.3999999999999995)","(3.3, 4.5, 3.923076923076923)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 77.0)","(2.7, 5.3, 5.071428571428571)"
08-12-2022 13:38:19.014725,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.79)","(5.5, 7.6, 7.1000000000000005)","(3.3, 4.5, 4.25)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 70.6)","(2.7, 5.3, 4.9125)"
08-12-2022 13:38:20.376306,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.79)","(5.5, 7.4, 8.184615384615384)","(3.3, 4.4, 4.0625)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 70.80000000000001)","(2.7, 5.3, 5.085714285714285)"
08-12-2022 13:38:21.811624,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.6, 7.863636363636363)","(3.3, 4.7, 4.316666666666666)","(15.0, 16.5, 15.277777777777779)","(21.0, 110.0, 78.125)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:23.362272,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.6, 7.863636363636363)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.5, 15.277777777777779)","(21.0, 100.0, 56.25)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:24.920004,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.6, 7.863636363636363)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.5, 14.3)","(21.0, 100.0, 56.25)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:26.296487,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.6, 7.863636363636363)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.5, 14.3)","(21.0, 100.0, 56.25)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:27.564615,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.6, 7.9)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.5, 14.0)","(21.0, 100.0, 70.625)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:28.830199,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.4, 7.9)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.0, 14.0)","(21.0, 90.0, 70.625)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:30.023749,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.4, 7.9)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.0, 14.0)","(21.0, 90.0, 70.625)","(2.7, 5.3, 4.9375)"
08-12-2022 13:38:31.363670,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.4, 7.438461538461539)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.0, 14.0)","(21.0, 90.0, 41.5625)","(2.7, 5.3, 4.833333333333333)"
08-12-2022 13:38:32.679043,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.973333333333333)","(5.5, 8.4, 7.438461538461539)","(3.3, 4.6, 4.485714285714286)","(15.0, 16.0, 14.0)","(21.0, 90.0, 16.90625)","(2.7, 5.3, 4.779999999999999)"
08-12-2022 13:38:34.001179,"(14.0, 32.0, 24.4)","(5.5, 7.0, 5.447058823529412)","(5.5, 8.4, 7.438461538461539)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 36.0, 16.90625)","(2.7, 5.3, 4.779999999999999)"
08-12-2022 13:38:35.308526,"(14.0, 32.0, 24.4)","(5.5, 7.0, 6.074999999999999)","(5.5, 8.4, 7.438461538461539)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 36.0, 16.90625)","(2.7, 5.3, 4.779999999999999)"
08-12-2022 13:38:36.587924,"(14.0, 32.0, 24.4)","(5.5, 8.2, 6.4)","(5.5, 8.4, 7.438461538461539)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 36.0, 70.625)","(2.7, 5.3, 4.779999999999999)"
08-12-2022 13:38:37.959003,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.76)","(5.5, 8.4, 6.8882352941176475)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 90.0, 70.625)","(2.7, 5.3, 4.779999999999999)"
08-12-2022 13:38:39.255359,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.76)","(5.5, 8.0, 7.42)","(3.3, 4.6, 4.392857142857142)","(15.0, 16.0, 14.0)","(21.0, 90.0, 80.125)","(2.7, 5.3, 4.216666666666667)"
08-12-2022 13:38:40.611041,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.76)","(5.5, 7.8, 7.42)","(3.3, 4.5, 4.286842105263157)","(15.0, 16.0, 14.0)","(21.0, 90.0, 80.125)","(2.7, 5.3, 4.514285714285714)"
08-12-2022 13:38:41.998035,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.490909090909091)","(5.5, 7.8, 7.42)","(3.3, 4.6, 4.286842105263157)","(15.0, 16.0, 14.0)","(21.0, 90.0, 70.1)","(2.7, 5.2, 4.4)"
08-12-2022 13:38:43.342087,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.814285714285714)","(5.5, 7.8, 7.42)","(3.3, 4.6, 4.286842105263157)","(15.0, 16.0, 14.0)","(21.0, 85.0, 48.0)","(2.7, 5.2, 4.42)"
08-12-2022 13:38:44.767823,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.333333333333333)","(5.5, 7.8, 7.42)","(3.3, 4.6, 4.43)","(15.0, 16.0, 14.3)","(21.0, 85.0, 48.0)","(2.7, 5.2, 4.556363636363637)"
08-12-2022 13:38:46.221437,"(14.0, 32.0, 24.4)","(5.5, 7.8, 6.8)","(5.5, 7.8, 7.08)","(3.3, 4.6, 4.066666666666666)","(15.0, 16.5, 14.3)","(21.0, 85.0, 48.0)","(2.7, 5.2, 4.524444444444445)"
08-12-2022 13:38:47.628024,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.8)","(5.5, 7.8, 7.444444444444445)","(3.3, 4.6, 4.368181818181818)","(15.0, 16.5, 14.3)","(21.0, 85.0, 48.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:48.890572,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.8)","(5.5, 7.8, 7.553846153846154)","(3.3, 4.6, 4.368181818181818)","(15.0, 16.5, 14.0)","(21.0, 85.0, 48.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:50.148758,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.5)","(5.5, 7.8, 7.553846153846154)","(3.3, 4.6, 4.368181818181818)","(15.0, 16.0, 14.0)","(21.0, 85.0, 48.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:51.395744,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.5)","(5.5, 7.8, 7.0)","(3.3, 4.6, 4.368181818181818)","(15.0, 16.0, 14.0)","(21.0, 85.0, 48.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:52.685281,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.5)","(5.5, 7.6, 6.48)","(3.3, 4.6, 4.381818181818182)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:54.001141,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.279999999999999)","(5.5, 7.2, 7.12)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 4.524444444444445)"
08-12-2022 13:38:55.281465,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 7.4, 6.8)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 4.766666666666667)"
08-12-2022 13:38:56.669948,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 7.0, 6.031372549019608)","(3.3, 4.6, 4.225)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 3.6266666666666665)"
08-12-2022 13:38:58.024016,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.2, 6.031372549019608)","(3.3, 4.6, 4.075)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 4.496)"
08-12-2022 13:38:59.358482,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.2, 6.031372549019608)","(3.3, 4.6, 4.075)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 4.417142857142857)"
08-12-2022 13:39:00.706726,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.2, 6.031372549019608)","(3.3, 4.6, 4.46)","(15.0, 16.0, 14.0)","(21.0, 85.0, 43.0)","(2.7, 5.0, 3.6533333333333333)"
08-12-2022 13:39:02.074793,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.2, 5.912903225806452)","(3.3, 4.6, 4.225)","(15.0, 16.0, 13.7)","(21.0, 85.0, 52.599999999999994)","(2.7, 5.0, 3.6999999999999997)"
08-12-2022 13:39:03.458695,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.6, 4.275)","(15.0, 15.5, 13.7)","(21.0, 80.0, 52.599999999999994)","(2.7, 5.0, 3.7333333333333334)"
08-12-2022 13:39:04.837973,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.326315789473684)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.6, 4.275)","(15.0, 15.5, 13.7)","(21.0, 80.0, 52.599999999999994)","(2.7, 5.0, 4.442857142857143)"
08-12-2022 13:39:06.172641,"(14.0, 32.0, 24.4)","(5.5, 7.6, 5.986666666666666)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.6, 4.46)","(15.0, 15.5, 13.7)","(21.0, 80.0, 52.599999999999994)","(2.7, 5.0, 3.7333333333333334)"
08-12-2022 13:39:07.433698,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.06)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.6, 4.0625)","(15.0, 15.5, 13.5)","(21.0, 80.0, 57.0)","(2.7, 5.0, 4.442857142857143)"
08-12-2022 13:39:08.623359,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.06)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.7, 4.1375)","(15.0, 15.5, 13.5)","(21.0, 80.0, 57.0)","(2.7, 5.0, 3.7333333333333334)"
08-12-2022 13:39:09.786898,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.06)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.7, 4.357142857142858)","(15.0, 15.5, 13.5)","(21.0, 80.0, 62.2)","(2.7, 5.0, 3.7333333333333334)"
08-12-2022 13:39:10.989849,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.06)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.7, 4.1375)","(15.0, 15.5, 13.5)","(21.0, 75.0, 62.2)","(2.7, 5.0, 3.6666666666666665)"
08-12-2022 13:39:12.280525,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.06)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 75.0, 62.2)","(2.7, 5.0, 4.075)"
08-12-2022 13:39:13.953394,"(14.0, 32.0, 24.4)","(5.5, 7.6, 6.26)","(5.5, 6.0, 5.912903225806452)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 75.0, 53.266666666666666)","(2.7, 5.0, 3.8333333333333335)"
08-12-2022 13:39:15.447451,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.26)","(5.5, 6.0, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 70.0, 23.2)","(2.7, 5.0, 4.442857142857143)"
08-12-2022 13:39:16.794142,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.26)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 70.0, 23.2)","(2.7, 5.0, 3.7)"
08-12-2022 13:39:18.105045,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.26)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 70.0, 23.2)","(2.7, 4.9, 3.8200000000000003)"
08-12-2022 13:39:19.428299,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.26)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 70.0, 23.2)","(2.7, 4.9, 4.444444444444445)"
08-12-2022 13:39:20.749127,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.5)","(21.0, 70.0, 23.2)","(2.7, 4.8, 3.8571428571428568)"
08-12-2022 13:39:22.064268,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.7)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.444444444444445)"
08-12-2022 13:39:23.398097,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.7)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 3.914285714285714)"
08-12-2022 13:39:24.714831,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.7)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.444444444444445)"
08-12-2022 13:39:25.995681,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.7)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.466666666666667)"
08-12-2022 13:39:27.262702,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 3.9714285714285715)"
08-12-2022 13:39:28.470381,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.0)"
08-12-2022 13:39:29.605492,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.482352941176471)"
08-12-2022 13:39:30.834345,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.5058823529411764)"
08-12-2022 13:39:32.082350,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.5058823529411764)"
08-12-2022 13:39:33.342507,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.546153846153846)","(3.3, 4.7, 4.4)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.2)"
08-12-2022 13:39:34.613725,"(14.0, 32.0, 24.4)","(5.5, 7.4, 6.5)","(5.5, 5.9, 5.327272727272727)","(3.3, 4.7, 4.278125)","(15.0, 15.5, 13.1)","(21.0, 70.0, 23.2)","(2.7, 4.8, 4.2)"
