,Veilazig,Strong Woman,Musical Millie,Frosty Flirt,Senorita Cometa,Staythirstymyamigo,Kimbells Strategy
08-12-2022 13:45:45.762818,"(17.0, 38.0, 31.666666666666664)","(5.5, 7.4, 7.2)","(4.4, 4.9, 4.575)","(3.7, 4.6, 4.55)","(11.0, 18.5, 16.166666666666668)","(11.0, 16.0, 14.571428571428571)","(3.2, 4.5, 4.414285714285715)"
08-12-2022 13:45:46.792256,"(17.0, 38.0, 31.666666666666664)","(5.5, 7.4, 7.2)","(4.4, 4.9, 4.575)","(3.7, 4.6, 4.55)","(11.0, 18.5, 16.5)","(11.0, 16.0, 14.571428571428571)","(3.2, 4.5, 4.316666666666666)"
08-12-2022 13:45:47.884251,"(17.0, 38.0, 25.666666666666668)","(5.5, 7.4, 7.2)","(4.4, 4.9, 4.575)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 16.0, 14.571428571428571)","(3.2, 4.5, 4.316666666666666)"
08-12-2022 13:45:49.094581,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.9, 4.575)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 16.0, 14.571428571428571)","(3.2, 4.5, 4.316666666666666)"
08-12-2022 13:45:50.276564,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.9, 4.56)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 16.0, 14.571428571428571)","(3.2, 4.5, 4.316666666666666)"
08-12-2022 13:45:51.465738,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.56)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 16.0, 14.75)","(3.2, 4.5, 4.316666666666666)"
08-12-2022 13:45:52.633118,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.56)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.75)","(3.2, 4.5, 4.421428571428572)"
08-12-2022 13:45:53.686811,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.56)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.75)","(3.2, 4.5, 4.421428571428572)"
08-12-2022 13:45:54.716520,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.56)","(3.7, 4.6, 4.55)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.75)","(3.2, 4.5, 4.476086956521739)"
08-12-2022 13:45:55.829596,"(17.0, 38.0, 28.75)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.56)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.75)","(3.2, 4.5, 4.476086956521739)"
08-12-2022 13:45:56.982469,"(17.0, 38.0, 28.75)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.833333333333334)","(3.2, 4.5, 4.473809523809524)"
08-12-2022 13:45:58.177025,"(17.0, 38.0, 28.75)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.833333333333334)","(3.2, 4.5, 4.473809523809524)"
08-12-2022 13:45:59.373030,"(17.0, 38.0, 28.75)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.944444444444445)","(3.2, 4.5, 4.473809523809524)"
08-12-2022 13:46:00.533348,"(17.0, 38.0, 28.75)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.875)","(3.2, 4.5, 4.39)"
08-12-2022 13:46:01.568917,"(17.0, 38.0, 28.75)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.5)","(11.0, 15.5, 14.944444444444445)","(3.2, 4.5, 4.39)"
08-12-2022 13:46:02.635609,"(17.0, 38.0, 30.6)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.944444444444445)","(3.2, 4.5, 4.39)"
08-12-2022 13:46:03.707579,"(17.0, 38.0, 30.6)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.944444444444445)","(3.2, 4.5, 4.39)"
08-12-2022 13:46:04.856342,"(17.0, 38.0, 30.6)","(5.5, 7.4, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.333333333333333)"
08-12-2022 13:46:06.001377,"(17.0, 38.0, 30.6)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.333333333333333)"
08-12-2022 13:46:07.164935,"(17.0, 38.0, 33.888888888888886)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.4375)"
08-12-2022 13:46:08.245408,"(17.0, 38.0, 33.888888888888886)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.4375)"
08-12-2022 13:46:09.320161,"(17.0, 38.0, 33.888888888888886)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.42)"
08-12-2022 13:46:10.353228,"(17.0, 38.0, 33.888888888888886)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.42)"
08-12-2022 13:46:11.443870,"(17.0, 38.0, 29.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.511111111111111)","(11.0, 18.0, 16.8)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.42)"
08-12-2022 13:46:12.626004,"(17.0, 38.0, 29.0)","(5.5, 7.6, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.316666666666666)","(11.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.42)"
08-12-2022 13:46:14.096179,"(17.0, 38.0, 27.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.316666666666666)","(11.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.42)"
08-12-2022 13:46:15.500322,"(17.0, 38.0, 27.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.5473684210526315)","(3.7, 4.6, 4.316666666666666)","(11.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.223076923076923)"
08-12-2022 13:46:16.833476,"(16.0, 38.0, 32.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.223076923076923)"
08-12-2022 13:46:18.102444,"(16.0, 36.0, 30.666666666666664)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:19.219652,"(16.0, 36.0, 32.8)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:20.375710,"(16.0, 36.0, 32.8)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:21.565001,"(16.0, 36.0, 32.8)","(5.5, 7.4, 7.333333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:22.719634,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 14.5)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:23.925932,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 15.0)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:25.066710,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.493333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 15.0)","(3.2, 4.5, 4.214285714285714)"
08-12-2022 13:46:26.129470,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.493333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 17.333333333333332)","(11.0, 15.5, 15.0)","(3.2, 4.5, 4.159259259259259)"
08-12-2022 13:46:27.192834,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.493333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.5, 4.3)"
08-12-2022 13:46:28.354827,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.493333333333333)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:29.549837,"(16.0, 36.0, 32.8)","(5.5, 7.6, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:30.771380,"(16.0, 36.0, 32.8)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4875)","(3.7, 4.6, 4.316666666666666)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:31.997395,"(16.0, 36.0, 32.8)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:33.212585,"(16.0, 40.0, 33.333333333333336)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:34.388642,"(16.0, 40.0, 30.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:35.489046,"(16.0, 40.0, 30.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:36.662319,"(16.0, 40.0, 30.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 15.0)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:37.793224,"(16.0, 40.0, 30.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 14.5)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:38.952842,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.42962962962963)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.5, 14.5)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:40.160702,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:41.338143,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:42.529426,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:43.687782,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:44.830917,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:45.858230,"(16.0, 38.0, 29.0)","(5.5, 7.6, 7.371428571428571)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:47.219774,"(16.0, 38.0, 32.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.384)"
08-12-2022 13:46:48.607206,"(16.0, 38.0, 32.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:49.937046,"(16.0, 38.0, 31.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:51.250983,"(16.0, 38.0, 31.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:52.533373,"(16.0, 38.0, 31.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:53.760383,"(16.0, 38.0, 31.2)","(5.5, 7.4, 7.3)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:55.076835,"(16.0, 38.0, 31.2)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:56.273159,"(16.0, 38.0, 31.2)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:57.487275,"(16.0, 38.0, 31.2)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:58.689698,"(16.0, 38.0, 31.2)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.34)"
08-12-2022 13:46:59.810117,"(16.0, 38.0, 31.2)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:00.875638,"(16.0, 38.0, 37.08108108108108)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.8)","(11.0, 15.0, 14.1)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:01.970340,"(16.0, 38.0, 34.0)","(5.5, 7.6, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:03.176160,"(16.0, 38.0, 30.5)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.222222222222222)","(12.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:04.371835,"(16.0, 38.0, 30.5)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.4972972972972975)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:05.539364,"(16.0, 38.0, 33.714285714285715)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:06.675438,"(16.0, 38.0, 33.714285714285715)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:07.836817,"(16.0, 38.0, 33.714285714285715)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.90909090909091)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:08.987272,"(16.0, 38.0, 33.714285714285715)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 14.333333333333334)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:10.165559,"(16.0, 38.0, 33.714285714285715)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.333333333333333)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 14.125)","(3.2, 4.4, 4.25)"
08-12-2022 13:47:11.328921,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.32)"
08-12-2022 13:47:12.526781,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.32)"
08-12-2022 13:47:13.742787,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.32)"
08-12-2022 13:47:14.907552,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.32)"
08-12-2022 13:47:16.149241,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.32)"
08-12-2022 13:47:17.350533,"(16.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.125)","(3.2, 4.4, 4.30625)"
08-12-2022 13:47:18.493233,"(16.0, 36.0, 27.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 14.5, 14.333333333333334)","(3.2, 4.4, 4.30625)"
08-12-2022 13:47:19.586993,"(16.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.2, 4.4, 4.30625)"
08-12-2022 13:47:20.618537,"(16.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.527272727272727)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.2, 4.4, 4.30625)"
08-12-2022 13:47:21.717512,"(16.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 14.0)","(3.2, 4.4, 4.30625)"
08-12-2022 13:47:22.936486,"(17.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:24.168440,"(17.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:25.369051,"(17.0, 36.0, 27.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:26.638520,"(17.0, 36.0, 27.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 16.857142857142858)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:27.855975,"(17.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 17.2)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:29.019301,"(17.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 17.2)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:30.166482,"(17.0, 36.0, 27.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 17.2)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.311764705882353)"
08-12-2022 13:47:31.243578,"(17.0, 36.0, 27.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 17.5, 16.9)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
08-12-2022 13:47:32.546202,"(17.0, 36.0, 29.5)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 17.5, 16.9)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
08-12-2022 13:47:33.811791,"(17.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 17.5, 16.9)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
08-12-2022 13:47:35.016755,"(17.0, 38.0, 32.0)","(5.5, 7.6, 7.333333333333333)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 17.5, 17.2)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
08-12-2022 13:47:36.447754,"(17.0, 38.0, 32.0)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 17.2)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
08-12-2022 13:47:37.523145,"(17.0, 40.0, 33.2)","(5.5, 7.4, 7.2)","(4.4, 4.8, 4.426666666666667)","(3.7, 4.6, 4.338461538461538)","(13.0, 18.0, 17.0)","(11.0, 15.0, 13.5)","(3.4, 4.4, 4.325)"
