,Bring Your Best,Hacienda Heights,Tommys Luck,Nuclear Bling,Logan Reason,Speedy Sport,Fire Up Lexy,Logan Dream,Meraki,Dawson Shard Nz
07-12-2022 19:50:16.232770,"(5.5, 6.6, 6.369230769230769)","(21.0, 42.0, 31.666666666666668)","(8.0, 11.0, 10.772727272727273)","(71.0, 150.0, 105.0)","(4.4, 7.0, 6.0)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.2, 4.8769230769230765)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.35)","(8.0, 99999, 99990)"
07-12-2022 19:50:17.493217,"(5.5, 6.6, 6.369230769230769)","(21.0, 40.0, 32.666666666666664)","(8.0, 11.0, 10.772727272727273)","(71.0, 150.0, 129.16666666666669)","(4.4, 7.0, 6.25)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.2, 4.8769230769230765)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.35)","(8.0, 99999, 99990)"
07-12-2022 19:50:18.747661,"(5.5, 6.6, 6.369230769230769)","(21.0, 38.0, 31.0)","(8.0, 11.0, 10.772727272727273)","(71.0, 140.0, 129.16666666666669)","(4.4, 6.6, 6.171428571428572)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.2, 4.811111111111111)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.35)","(8.0, 99999, 99990)"
07-12-2022 19:50:19.975468,"(5.5, 6.6, 6.369230769230769)","(21.0, 36.0, 31.5)","(8.0, 11.0, 10.772727272727273)","(71.0, 140.0, 129.16666666666669)","(4.4, 6.6, 6.364705882352941)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.2, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.35)","(8.0, 99999, 99990)"
07-12-2022 19:50:21.160952,"(5.5, 6.6, 6.369230769230769)","(21.0, 36.0, 31.5)","(8.0, 11.0, 10.772727272727273)","(71.0, 140.0, 129.16666666666669)","(4.4, 6.6, 6.364705882352941)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.366666666666666)","(8.0, 99999, 99990)"
07-12-2022 19:50:22.393021,"(5.5, 6.6, 6.369230769230769)","(21.0, 36.0, 30.31578947368421)","(8.0, 11.0, 10.772727272727273)","(71.0, 140.0, 129.16666666666669)","(4.4, 6.4, 6.275)","(61.0, 90.0, 80.38461538461539)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.535294117647059)","(8.0, 99999, 99990)"
07-12-2022 19:50:23.543757,"(5.5, 6.2, 6.014285714285714)","(21.0, 32.0, 29.333333333333332)","(8.0, 11.0, 10.772727272727273)","(71.0, 140.0, 127.0)","(4.4, 6.4, 6.425)","(61.0, 90.0, 80.38461538461539)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.666666666666664)","(4.0, 4.7, 4.535294117647059)","(8.0, 99999, 99990)"
07-12-2022 19:50:24.757801,"(5.5, 6.2, 6.007407407407407)","(21.0, 30.0, 28.666666666666668)","(8.0, 12.0, 11.172413793103448)","(71.0, 130.0, 97.77777777777777)","(4.4, 6.6, 6.041935483870968)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:25.938862,"(5.5, 6.2, 6.007142857142857)","(21.0, 30.0, 28.666666666666668)","(8.0, 12.0, 10.941176470588236)","(71.0, 120.0, 97.77777777777777)","(4.4, 7.0, 6.041935483870968)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:27.125891,"(5.5, 6.2, 6.007142857142857)","(21.0, 34.0, 30.0)","(8.0, 12.0, 11.035714285714286)","(71.0, 120.0, 95.0)","(4.4, 6.8, 6.3)","(61.0, 90.0, 76.11111111111111)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:28.315548,"(5.5, 6.2, 6.007142857142857)","(21.0, 32.0, 29.333333333333332)","(8.0, 12.0, 11.25)","(71.0, 120.0, 95.0)","(4.4, 6.8, 6.62)","(61.0, 90.0, 79.58333333333333)","(3.8, 5.1, 4.933333333333333)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:29.453916,"(5.5, 6.2, 6.007142857142857)","(21.0, 32.0, 29.333333333333332)","(8.0, 12.0, 11.583333333333334)","(71.0, 120.0, 98.125)","(4.4, 6.8, 6.62)","(61.0, 90.0, 79.58333333333333)","(3.8, 5.1, 5.0)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:30.600550,"(5.5, 6.2, 6.007142857142857)","(21.0, 32.0, 29.333333333333332)","(8.0, 12.0, 11.583333333333334)","(71.0, 120.0, 98.125)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.3, 4.866666666666667)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.45)","(8.0, 99999, 99990)"
07-12-2022 19:50:31.803319,"(5.5, 6.2, 6.007142857142857)","(21.0, 30.0, 28.666666666666668)","(8.0, 11.5, 11.346153846153847)","(71.0, 120.0, 98.125)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.866666666666667)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.535294117647059)","(8.0, 99999, 99990)"
07-12-2022 19:50:32.960339,"(5.5, 6.2, 6.007142857142857)","(21.0, 34.0, 29.0)","(8.0, 11.5, 11.346153846153847)","(71.0, 120.0, 98.125)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.075)","(31.0, 46.0, 42.0)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:34.155711,"(5.5, 6.2, 5.9387096774193555)","(21.0, 32.0, 29.333333333333332)","(8.0, 12.0, 11.605263157894736)","(71.0, 120.0, 95.0)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 42.0)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:35.376079,"(5.5, 6.2, 5.9387096774193555)","(21.0, 30.0, 28.666666666666668)","(8.0, 12.0, 11.8125)","(71.0, 120.0, 95.0)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 42.0)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:36.624233,"(5.5, 6.2, 5.9387096774193555)","(21.0, 30.0, 28.666666666666668)","(8.0, 11.5, 11.375)","(71.0, 120.0, 102.5)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 42.666666666666664)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:37.952372,"(5.5, 6.2, 5.9387096774193555)","(21.0, 36.0, 28.470588235294116)","(8.0, 11.5, 11.5)","(71.0, 120.0, 102.5)","(4.4, 6.8, 6.62)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 42.666666666666664)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:39.243446,"(5.5, 6.2, 5.9387096774193555)","(21.0, 32.0, 28.666666666666668)","(8.0, 12.0, 11.5)","(71.0, 120.0, 99.0)","(4.4, 6.8, 6.661538461538462)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 42.666666666666664)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:40.513079,"(5.5, 6.2, 5.9387096774193555)","(21.0, 30.0, 28.666666666666668)","(8.0, 12.0, 11.375)","(71.0, 120.0, 99.0)","(4.4, 6.8, 6.661538461538462)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 43.42857142857143)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:41.778181,"(5.5, 6.2, 5.9387096774193555)","(21.0, 34.0, 29.333333333333332)","(8.0, 11.5, 11.375)","(71.0, 120.0, 99.0)","(4.4, 6.8, 6.492307692307692)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 43.42857142857143)","(4.0, 4.6, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:50:43.064765,"(5.5, 6.2, 5.9387096774193555)","(21.0, 32.0, 29.333333333333332)","(8.0, 11.5, 11.375)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.492307692307692)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 44.2)","(4.0, 4.6, 4.339772727272727)","(8.0, 99999, 99990)"
07-12-2022 19:50:44.345318,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 28.666666666666668)","(8.0, 12.0, 11.666666666666666)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.492307692307692)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 43.42857142857143)","(4.0, 4.8, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:45.668786,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 28.666666666666668)","(8.0, 11.5, 11.277777777777779)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.492307692307692)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.109090909090909)","(31.0, 46.0, 43.42857142857143)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:50:47.003050,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 28.4)","(8.0, 11.5, 11.333333333333334)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.129411764705883)","(31.0, 46.0, 42.18181818181818)","(4.0, 4.7, 4.3)","(8.0, 99999, 99990)"
07-12-2022 19:50:48.282854,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 28.4)","(8.0, 12.0, 10.8)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.05)","(31.0, 46.0, 43.42857142857143)","(4.0, 4.7, 4.449999999999999)","(8.0, 99999, 99990)"
07-12-2022 19:50:49.627953,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 28.38095238095238)","(8.0, 12.0, 10.875)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.966666666666667)","(31.0, 46.0, 44.2)","(4.0, 4.6, 4.385714285714285)","(8.0, 99999, 99990)"
07-12-2022 19:50:50.959604,"(5.5, 6.2, 5.9107142857142865)","(21.0, 36.0, 28.38095238095238)","(8.0, 11.5, 10.875)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.842857142857143)","(31.0, 46.0, 44.2)","(4.0, 4.6, 4.385714285714285)","(8.0, 99999, 99990)"
07-12-2022 19:50:52.295882,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 28.666666666666668)","(8.0, 11.5, 10.875)","(71.0, 120.0, 99.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.842857142857143)","(31.0, 46.0, 44.2)","(4.0, 4.6, 4.38)","(8.0, 99999, 99990)"
07-12-2022 19:50:53.610426,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 30.0)","(8.0, 11.5, 11.0)","(71.0, 490.0, 186.66666666666669)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.771428571428571)","(31.0, 46.0, 44.2)","(4.0, 4.5, 4.38)","(8.0, 99999, 99990)"
07-12-2022 19:50:54.923702,"(5.5, 6.2, 5.9107142857142865)","(21.0, 34.0, 30.0)","(8.0, 11.5, 11.0)","(71.0, 370.0, 289.0)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.771428571428571)","(31.0, 46.0, 44.2)","(4.0, 4.5, 4.4)","(8.0, 99999, 99990)"
07-12-2022 19:50:56.270935,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 29.333333333333332)","(8.0, 11.5, 11.0)","(71.0, 370.0, 302.22222222222223)","(4.4, 6.6, 6.46)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.84)","(31.0, 46.0, 44.2)","(4.0, 4.5, 4.44375)","(8.0, 99999, 99990)"
07-12-2022 19:50:57.627494,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 31.333333333333332)","(8.0, 11.5, 11.0)","(71.0, 360.0, 294.44444444444446)","(4.4, 6.6, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.9)","(31.0, 46.0, 44.2)","(4.0, 4.5, 4.44375)","(8.0, 99999, 99990)"
07-12-2022 19:50:59.020754,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 31.333333333333332)","(8.0, 11.5, 11.0)","(71.0, 350.0, 294.44444444444446)","(4.4, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.84)","(31.0, 46.0, 42.18181818181818)","(4.0, 4.5, 4.3875)","(8.0, 99999, 99990)"
07-12-2022 19:51:00.391772,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 29.666666666666668)","(8.0, 11.5, 11.0)","(71.0, 350.0, 294.44444444444446)","(4.4, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.84)","(31.0, 46.0, 42.18181818181818)","(4.0, 4.5, 4.3875)","(8.0, 99999, 99990)"
07-12-2022 19:51:01.782615,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 29.904761904761905)","(8.0, 11.5, 10.223076923076922)","(71.0, 350.0, 190.0)","(4.4, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.84)","(31.0, 46.0, 42.18181818181818)","(4.0, 4.5, 4.430769230769231)","(8.0, 99999, 99990)"
07-12-2022 19:51:03.292509,"(5.5, 6.2, 5.9107142857142865)","(21.0, 36.0, 32.285714285714285)","(8.0, 10.5, 10.223076923076922)","(71.0, 350.0, 230.0)","(4.4, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 4.84)","(31.0, 46.0, 42.18181818181818)","(4.0, 4.5, 4.249180327868853)","(8.0, 99999, 99990)"
07-12-2022 19:51:04.680973,"(5.5, 6.2, 5.9107142857142865)","(21.0, 34.0, 30.22222222222222)","(8.0, 10.5, 10.341176470588236)","(71.0, 350.0, 258.0)","(4.4, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.0636363636363635)","(31.0, 46.0, 41.333333333333336)","(4.0, 4.8, 4.507692307692308)","(8.0, 99999, 99990)"
07-12-2022 19:51:06.076876,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 30.857142857142858)","(8.0, 11.0, 10.336363636363636)","(71.0, 350.0, 298.8888888888889)","(4.6, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.033333333333333)","(31.0, 46.0, 40.769230769230774)","(4.0, 4.6, 4.507692307692308)","(8.0, 99999, 99990)"
07-12-2022 19:51:07.524804,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 30.857142857142858)","(8.0, 10.5, 10.336363636363636)","(71.0, 350.0, 298.8888888888889)","(4.6, 7.0, 6.605714285714286)","(61.0, 90.0, 78.0)","(3.8, 5.2, 5.033333333333333)","(31.0, 42.0, 39.5)","(4.0, 4.6, 4.507692307692308)","(8.0, 99999, 99990)"
07-12-2022 19:51:08.928245,"(5.5, 6.2, 5.9107142857142865)","(21.0, 32.0, 29.11111111111111)","(8.0, 10.5, 10.2)","(81.0, 350.0, 298.8888888888889)","(4.6, 7.0, 6.616666666666667)","(61.0, 90.0, 82.5)","(3.8, 5.2, 5.033333333333333)","(31.0, 42.0, 39.5)","(4.0, 4.6, 4.507692307692308)","(8.0, 99999, 99990)"
07-12-2022 19:51:10.313558,"(5.5, 6.2, 5.910169491525424)","(21.0, 30.0, 29.428571428571427)","(8.0, 11.0, 10.033333333333333)","(81.0, 350.0, 203.33333333333331)","(4.6, 7.0, 6.616666666666667)","(61.0, 90.0, 82.5)","(3.8, 5.2, 4.985714285714286)","(31.0, 42.0, 38.666666666666664)","(4.0, 4.6, 4.507692307692308)","(8.0, 99999, 99990)"
07-12-2022 19:51:11.642358,"(5.5, 6.2, 5.910169491525424)","(21.0, 30.0, 29.428571428571427)","(8.0, 10.5, 10.033333333333333)","(81.0, 350.0, 240.0)","(4.6, 7.0, 6.616666666666667)","(61.0, 90.0, 82.5)","(3.8, 5.2, 4.985714285714286)","(31.0, 40.0, 39.111111111111114)","(4.0, 4.6, 4.5249999999999995)","(8.0, 99999, 99990)"
07-12-2022 19:51:12.941217,"(5.5, 6.2, 5.9107142857142865)","(21.0, 30.0, 29.904761904761905)","(8.0, 10.5, 9.78)","(81.0, 350.0, 240.0)","(4.6, 7.0, 6.616666666666667)","(61.0, 90.0, 82.5)","(3.8, 5.2, 5.0636363636363635)","(31.0, 40.0, 38.4)","(4.0, 4.6, 4.5249999999999995)","(8.0, 99999, 99990)"
07-12-2022 19:51:14.268373,"(5.5, 6.2, 5.9107142857142865)","(21.0, 36.0, 32.5)","(8.0, 10.5, 9.863636363636365)","(81.0, 350.0, 95.0)","(4.6, 7.0, 7.1571428571428575)","(61.0, 90.0, 81.81818181818181)","(3.8, 5.2, 5.0285714285714285)","(31.0, 40.0, 39.111111111111114)","(4.0, 4.6, 4.522222222222222)","(8.0, 99999, 99990)"
07-12-2022 19:51:15.705465,"(5.5, 6.2, 5.9107142857142865)","(21.0, 34.0, 31.272727272727273)","(8.0, 10.5, 9.786206896551723)","(81.0, 120.0, 100.0)","(4.6, 7.4, 7.138461538461539)","(61.0, 90.0, 81.81818181818181)","(3.8, 5.2, 5.0285714285714285)","(31.0, 40.0, 39.111111111111114)","(4.0, 4.7, 4.466666666666667)","(8.0, 99999, 99990)"
07-12-2022 19:51:17.023401,"(5.5, 6.2, 5.9107142857142865)","(21.0, 34.0, 31.272727272727273)","(8.0, 10.5, 9.786206896551723)","(81.0, 120.0, 110.0)","(4.6, 7.4, 7.138461538461539)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 40.0, 40.666666666666664)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:18.369879,"(5.5, 6.2, 5.910169491525424)","(21.0, 34.0, 30.4)","(8.0, 10.5, 9.799999999999999)","(81.0, 120.0, 110.0)","(4.8, 7.4, 7.138461538461539)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 46.0, 41.09090909090909)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:19.713121,"(5.5, 6.2, 5.910169491525424)","(21.0, 32.0, 30.4)","(8.0, 10.5, 9.799999999999999)","(71.0, 120.0, 110.0)","(4.8, 7.4, 7.138461538461539)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 44.0, 40.0)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:21.132318,"(5.5, 6.2, 5.910169491525424)","(21.0, 32.0, 30.18181818181818)","(8.0, 10.5, 9.799999999999999)","(71.0, 120.0, 110.0)","(4.8, 7.4, 7.138461538461539)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 44.0, 40.666666666666664)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:22.498889,"(5.5, 6.2, 5.910169491525424)","(21.0, 32.0, 30.666666666666668)","(8.0, 10.5, 9.799999999999999)","(71.0, 120.0, 112.5)","(4.8, 7.4, 7.092307692307692)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 44.0, 40.666666666666664)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:23.934881,"(5.5, 6.2, 5.910169491525424)","(21.0, 32.0, 29.5)","(8.0, 10.5, 10.423728813559322)","(71.0, 120.0, 112.5)","(4.8, 7.6, 7.2)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.0285714285714285)","(31.0, 44.0, 40.666666666666664)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:25.377233,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 29.5)","(8.0, 10.5, 10.419642857142858)","(71.0, 120.0, 112.5)","(4.8, 7.6, 7.2)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.1)","(31.0, 42.0, 41.0)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:26.838998,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 29.5)","(8.0, 10.5, 10.25)","(71.0, 120.0, 112.5)","(4.8, 7.6, 7.2)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.1)","(31.0, 42.0, 41.42857142857143)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:28.252172,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 29.5)","(8.0, 10.5, 10.25)","(71.0, 120.0, 166.66666666666669)","(4.8, 7.6, 7.2)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.1)","(31.0, 42.0, 41.55555555555556)","(4.0, 4.7, 4.55)","(8.0, 99999, 99990)"
07-12-2022 19:51:29.595211,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 28.333333333333332)","(8.0, 10.5, 10.347457627118644)","(71.0, 330.0, 122.5)","(4.8, 7.6, 7.88)","(61.0, 90.0, 80.0)","(3.8, 5.2, 5.1)","(31.0, 42.0, 41.55555555555556)","(4.0, 4.7, 4.5)","(8.0, 99999, 99990)"
07-12-2022 19:51:30.970007,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 28.5)","(8.0, 10.5, 10.330645161290322)","(71.0, 310.0, 104.44444444444444)","(4.8, 8.0, 7.8133333333333335)","(61.0, 90.0, 79.28571428571429)","(3.8, 5.2, 5.1)","(31.0, 42.0, 41.2)","(4.0, 4.7, 4.5)","(7.5, 99999, 99990)"
07-12-2022 19:51:32.367269,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(71.0, 300.0, 215.0)","(4.8, 8.0, 8.792307692307691)","(61.0, 90.0, 109.0)","(3.8, 5.2, 5.1)","(31.0, 46.0, 41.2)","(4.0, 4.7, 4.5)","(7.5, 99999, 99990)"
07-12-2022 19:51:33.749045,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(71.0, 290.0, 203.33333333333334)","(4.8, 9.0, 7.949999999999999)","(61.0, 120.0, 108.75)","(3.9, 5.2, 5.1)","(31.0, 46.0, 41.2)","(4.0, 4.7, 4.4)","(7.5, 99999, 99990)"
07-12-2022 19:51:35.164456,"(5.5, 6.2, 5.985714285714286)","(21.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(71.0, 270.0, 150.0)","(4.8, 9.0, 8.4)","(61.0, 120.0, 108.75)","(3.9, 5.2, 5.1)","(31.0, 46.0, 41.2)","(4.0, 4.6, 4.32)","(7.5, 99999, 99990)"
07-12-2022 19:51:36.563366,"(5.5, 5.8, 5.718918918918919)","(21.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(71.0, 270.0, 163.63636363636363)","(4.8, 9.0, 8.1)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.2, 5.1)","(31.0, 46.0, 41.2)","(4.0, 4.6, 4.32)","(7.5, 99999, 99990)"
07-12-2022 19:51:37.877602,"(5.5, 5.8, 5.718918918918919)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(61.0, 270.0, 163.63636363636363)","(5.0, 9.0, 8.1)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.2, 5.1)","(31.0, 46.0, 41.2)","(3.9, 4.6, 4.32)","(7.5, 99999, 99990)"
07-12-2022 19:51:39.203347,"(5.5, 5.8, 5.718918918918919)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.39423076923077)","(61.0, 270.0, 163.63636363636363)","(5.0, 9.0, 8.1)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.2, 5.1)","(31.0, 46.0, 41.2)","(3.9, 4.6, 4.32)","(7.5, 99999, 99990)"
07-12-2022 19:51:40.477834,"(5.5, 5.8, 5.718918918918919)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.401960784313726)","(61.0, 270.0, 143.33333333333334)","(5.0, 9.0, 8.1)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.2, 4.733333333333333)","(31.0, 46.0, 35.5)","(3.9, 4.6, 4.3)","(7.5, 99999, 99990)"
07-12-2022 19:51:41.872657,"(5.5, 5.8, 5.646153846153846)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.341666666666667)","(61.0, 270.0, 143.33333333333334)","(5.0, 9.0, 8.28)","(61.0, 120.0, 103.33333333333334)","(3.9, 4.8, 5.05)","(31.0, 46.0, 37.6)","(3.9, 4.6, 4.352173913043478)","(7.5, 99999, 99990)"
07-12-2022 19:51:43.245280,"(5.5, 5.8, 5.688888888888888)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.070967741935485)","(61.0, 270.0, 170.0)","(5.0, 9.0, 8.28)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.3, 5.05)","(31.0, 46.0, 41.33333333333333)","(3.9, 4.6, 4.352173913043478)","(7.5, 99999, 99990)"
07-12-2022 19:51:44.619735,"(5.5, 5.8, 5.688888888888888)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.047058823529412)","(61.0, 260.0, 125.0)","(5.0, 9.0, 8.4)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.3, 5.05)","(31.0, 44.0, 38.0)","(3.9, 4.6, 4.352173913043478)","(7.5, 99999, 99990)"
07-12-2022 19:51:45.989564,"(5.5, 5.8, 5.688888888888888)","(20.0, 30.0, 28.5)","(8.0, 10.5, 10.047058823529412)","(61.0, 260.0, 125.0)","(5.0, 9.0, 8.666666666666666)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.3, 5.228571428571429)","(31.0, 42.0, 38.0)","(3.9, 4.6, 4.352173913043478)","(7.5, 99999, 99990)"
07-12-2022 19:51:47.375581,"(5.0, 5.6, 5.540384615384616)","(21.0, 30.0, 29.0)","(8.0, 10.5, 10.047058823529412)","(61.0, 260.0, 125.0)","(5.0, 9.0, 8.666666666666666)","(61.0, 120.0, 103.33333333333334)","(3.9, 5.3, 5.228571428571429)","(31.0, 42.0, 37.5)","(3.9, 4.6, 4.352173913043478)","(7.5, 99999, 99990)"
