,Mr Valentine,Lamancha,Dynamic,Kasatkina,Call Me Elf,Tiggerlong Al
10-01-2023 14:23:49.846980,"(3.6, 4.5, 4.3)","(4.6, 5.1, 4.8619047619047615)","(6.5, 16.5, 16.233333333333334)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.6545454545454548)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:51.074710,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.8619047619047615)","(6.5, 16.5, 16.233333333333334)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.6545454545454548)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:52.154255,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.8619047619047615)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:53.250662,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.8619047619047615)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:54.366795,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.8619047619047615)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:55.510684,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.8619047619047615)","(7.0, 16.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:56.668439,"(3.6, 4.5, 4.42)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:57.880589,"(3.6, 4.5, 4.42)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:58.993058,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:00.308115,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:01.582975,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:02.974636,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.5, 17.96666666666667)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:04.445260,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:05.699416,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:06.851115,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:08.102617,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:09.533181,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:10.784343,"(3.6, 4.5, 4.277777777777778)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.34375)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.594736842105263)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:24:12.045546,"(3.6, 4.5, 4.3)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.2, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:13.229922,"(3.6, 4.5, 4.366666666666667)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:14.409110,"(3.6, 4.5, 4.366666666666667)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:15.538046,"(3.6, 4.6, 4.271428571428571)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:16.678186,"(3.6, 4.6, 4.271428571428571)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:17.852911,"(3.6, 4.6, 4.271428571428571)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:19.010518,"(3.6, 4.6, 4.271428571428571)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:20.172755,"(3.6, 4.6, 4.3090909090909095)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:21.341977,"(3.6, 4.6, 4.3090909090909095)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.23913043478261)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:24:22.427758,"(3.6, 4.6, 4.3090909090909095)","(4.6, 5.1, 4.8619047619047615)","(7.0, 18.0, 17.53333333333333)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.8374999999999995)","(5.0, 7.2, 6.533333333333333)"
10-01-2023 14:24:23.567142,"(3.6, 4.5, 4.35)","(4.6, 5.1, 4.933333333333333)","(7.0, 18.0, 16.56818181818182)","(12.0, 18.5, 15.53125)","(2.9, 4.1, 3.9788461538461535)","(5.0, 7.0, 6.488888888888889)"
10-01-2023 14:24:24.685549,"(3.6, 4.5, 4.35)","(4.6, 5.1, 4.948484848484848)","(7.0, 18.0, 16.56818181818182)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.7602941176470583)","(5.0, 6.8, 6.488888888888889)"
10-01-2023 14:24:25.871424,"(3.6, 4.5, 4.35)","(4.6, 5.1, 4.948484848484848)","(7.0, 18.0, 16.185185185185183)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.4846153846153847)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:27.111031,"(3.6, 4.5, 4.280769230769231)","(4.6, 5.1, 4.948484848484848)","(7.0, 18.0, 16.185185185185183)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.4846153846153847)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:28.295951,"(3.6, 4.5, 4.252173913043478)","(4.6, 5.1, 4.948484848484848)","(7.0, 18.0, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.025925925925925)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:29.340090,"(3.6, 4.5, 4.183333333333333)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.0285714285714285)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:30.465019,"(3.6, 4.5, 4.218518518518518)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.06551724137931)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:31.558669,"(3.6, 4.5, 4.218518518518518)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.06551724137931)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:32.671429,"(3.6, 4.5, 4.218518518518518)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.06551724137931)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:33.821159,"(3.6, 4.5, 4.218518518518518)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 4.06551724137931)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:34.913973,"(3.6, 4.5, 4.218518518518518)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.9099999999999997)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:35.940913,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.964285714285714)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:37.024083,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.964285714285714)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:38.124761,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.964285714285714)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:39.177958,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.964285714285714)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:40.222156,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.964285714285714)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:41.314030,"(3.6, 4.5, 4.245454545454545)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.8428571428571425)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:42.471441,"(3.6, 4.5, 4.278947368421052)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.821428571428571)","(2.9, 4.1, 3.65)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:43.586459,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.53125)","(2.9, 4.1, 3.546153846153846)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:44.721506,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.53125)","(2.9, 4.1, 3.546153846153846)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:45.818991,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.948484848484848)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 15.53125)","(2.9, 4.1, 3.546153846153846)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:46.959456,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.919444444444444)","(7.0, 16.5, 16.233333333333334)","(12.0, 18.5, 17.15625)","(2.9, 4.1, 3.546153846153846)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:48.169845,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.919444444444444)","(7.0, 16.5, 16.666666666666668)","(12.0, 18.0, 16.115384615384617)","(2.9, 4.1, 3.52)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:49.285230,"(3.6, 4.5, 4.265217391304348)","(4.6, 5.1, 4.919444444444444)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 16.833333333333332)","(2.9, 4.0, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:50.363107,"(3.6, 4.5, 4.174074074074074)","(4.6, 5.1, 4.919444444444444)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:51.465923,"(3.6, 4.5, 4.1909090909090905)","(4.6, 5.1, 4.9833333333333325)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:52.580913,"(3.6, 4.5, 4.228)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:53.635057,"(3.6, 4.5, 4.228)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:54.790820,"(3.6, 4.5, 4.228)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:55.930337,"(3.6, 4.5, 4.228)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.38)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:56.969108,"(3.6, 4.5, 4.228)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:57.936245,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:24:59.039145,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:00.221566,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:01.310613,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.666666666666668)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:02.279414,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:03.349683,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.4454545454545453)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:04.360823,"(3.6, 4.5, 4.26)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:05.370222,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:06.541969,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:07.669034,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.970967741935484)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:08.768619,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.928571428571428)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:09.929883,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.9125)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.6)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:11.129877,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.8)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:12.222584,"(3.6, 4.5, 4.288235294117647)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.676470588235294)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:13.317749,"(3.6, 4.5, 4.2176470588235295)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:14.386135,"(3.6, 4.5, 4.358823529411764)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:15.454437,"(3.6, 4.5, 4.3769230769230765)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:16.585594,"(3.6, 4.5, 4.3769230769230765)","(4.6, 5.1, 4.948484848484848)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:17.672440,"(3.6, 4.5, 4.405882352941177)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:18.989569,"(3.6, 4.5, 4.405882352941177)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:20.000857,"(3.6, 4.5, 4.405882352941177)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:21.104332,"(3.6, 4.5, 4.366666666666666)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:22.100009,"(3.6, 4.5, 4.366666666666666)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.7625)","(5.0, 6.8, 6.433333333333334)"
10-01-2023 14:25:23.072923,"(3.6, 4.5, 4.366666666666666)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.6285714285714286)","(5.0, 6.8, 6.466666666666667)"
10-01-2023 14:25:23.955059,"(3.6, 4.5, 4.414285714285715)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.34)","(2.9, 3.95, 3.6285714285714286)","(5.0, 6.6, 6.4)"
10-01-2023 14:25:24.936284,"(3.6, 4.6, 4.327272727272727)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.4, 6.066666666666666)"
10-01-2023 14:25:26.012529,"(3.6, 4.6, 4.306666666666667)","(4.6, 5.1, 4.959375)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.4, 6.04)"
10-01-2023 14:25:27.083268,"(3.6, 4.6, 4.333333333333333)","(4.6, 5.1, 5.025925925925925)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.04)"
10-01-2023 14:25:28.163947,"(3.6, 4.6, 4.333333333333333)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.04)"
10-01-2023 14:25:29.256579,"(3.6, 4.6, 4.3052631578947365)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.04)"
10-01-2023 14:25:30.366599,"(3.6, 4.6, 4.3052631578947365)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.04)"
10-01-2023 14:25:31.466095,"(3.6, 4.6, 4.3052631578947365)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.034782608695652)"
10-01-2023 14:25:32.398164,"(3.6, 4.6, 4.36)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.5)","(5.0, 6.4, 6.034782608695652)"
10-01-2023 14:25:33.339321,"(3.6, 4.6, 4.36)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.4, 5.827272727272727)"
10-01-2023 14:25:34.255994,"(3.6, 4.6, 4.36)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.4, 5.827272727272727)"
10-01-2023 14:25:35.145250,"(3.6, 4.6, 4.36)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.736842105263158)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.6)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:36.296029,"(3.6, 4.6, 4.36)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.428571428571427)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7249999999999996)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:37.268103,"(3.6, 4.6, 4.371428571428571)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.428571428571427)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7249999999999996)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:38.584324,"(3.6, 4.6, 4.371428571428571)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.77777777777778)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7249999999999996)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:39.529077,"(3.6, 4.6, 4.371428571428571)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.77777777777778)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7249999999999996)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:40.427535,"(3.6, 4.6, 4.371428571428571)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.77777777777778)","(12.0, 18.0, 15.5)","(2.9, 4.1, 3.7600000000000002)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:41.398812,"(3.6, 4.6, 4.455555555555556)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.77777777777778)","(12.0, 18.0, 15.34)","(2.9, 4.0, 3.7600000000000002)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:42.620039,"(3.6, 4.6, 4.476923076923077)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.636363636363637)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.7600000000000002)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:43.713794,"(3.6, 4.6, 4.476923076923077)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.333333333333332)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.7600000000000002)","(5.0, 6.4, 5.852173913043478)"
10-01-2023 14:25:44.712776,"(3.6, 4.6, 4.476923076923077)","(4.6, 5.1, 4.966666666666667)","(7.0, 17.0, 16.333333333333332)","(12.0, 18.0, 15.5)","(2.9, 4.0, 3.7600000000000002)","(5.0, 6.4, 5.852173913043478)"
