,World Of Fools,Adios See Ya,Toller,Lion Of The Sea,Jaime Jamel,Dinner Bell,Scaredy Cat,Baytown Jakester,Forever The Boss,Urban Warrior
05-01-2023 12:46:34.333856,"(21.0, 160.0, 43.55555555555556)","(15.0, 24.0, 21.333333333333332)","(2.5, 3.05, 2.9972222222222222)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.25)","(21.0, 34.0, 29.6)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.9, 5.517647058823529)","(9.0, 11.5, 10.55)","(4.6, 7.8, 6.7)"
05-01-2023 12:46:35.912153,"(21.0, 160.0, 43.55555555555556)","(15.0, 24.0, 21.333333333333332)","(2.5, 3.05, 2.9972222222222222)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.25)","(21.0, 34.0, 29.6)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.9, 5.517647058823529)","(9.0, 11.5, 10.533333333333333)","(4.6, 7.8, 6.7)"
05-01-2023 12:46:37.564803,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.9673913043478257)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.3)","(21.0, 34.0, 31.8)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.9, 5.65)","(9.0, 11.0, 10.18139534883721)","(4.6, 7.8, 6.7)"
05-01-2023 12:46:39.143110,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.9673913043478257)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.3)","(21.0, 34.0, 32.77777777777778)","(15.0, 20.0, 19.444444444444443)","(5.0, 5.9, 5.486363636363636)","(9.0, 11.0, 10.18139534883721)","(4.6, 7.8, 6.989473684210527)"
05-01-2023 12:46:40.773822,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.987037037037037)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.0)","(21.0, 34.0, 33.08333333333333)","(15.0, 20.0, 19.444444444444443)","(5.0, 5.9, 5.621428571428572)","(9.0, 11.0, 10.1)","(4.6, 7.8, 7.184)"
05-01-2023 12:46:42.395411,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.987037037037037)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.0)","(21.0, 34.0, 33.08333333333333)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.9, 5.6125)","(9.0, 10.5, 10.1)","(4.6, 7.8, 7.184)"
05-01-2023 12:46:44.292673,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.987037037037037)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.0)","(21.0, 34.0, 33.08333333333333)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.8, 5.6125)","(9.0, 10.5, 9.84423076923077)","(4.6, 7.8, 7.184)"
05-01-2023 12:46:46.196984,"(21.0, 160.0, 36.27777777777778)","(15.0, 24.0, 21.066666666666666)","(2.5, 3.05, 2.987037037037037)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.0)","(21.0, 34.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.8, 5.530769230769231)","(9.0, 10.5, 9.84423076923077)","(4.6, 7.8, 7.36)"
05-01-2023 12:46:47.870053,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.2)","(21.0, 34.0, 33.54545454545455)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.4411764705882355)","(9.0, 10.5, 9.766666666666667)","(4.6, 7.8, 7.0)"
05-01-2023 12:46:49.641380,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.2)","(21.0, 34.0, 31.75)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.4411764705882355)","(9.0, 10.5, 9.44888888888889)","(4.6, 7.8, 7.0)"
05-01-2023 12:46:51.284483,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.8)","(21.0, 34.0, 31.75)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.192307692307692)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.153846153846154)"
05-01-2023 12:46:52.861598,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.8)","(21.0, 34.0, 31.75)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.192307692307692)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.153846153846154)"
05-01-2023 12:46:54.418913,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.8)","(21.0, 34.0, 31.75)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.352631578947368)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.153846153846154)"
05-01-2023 12:46:55.972795,"(21.0, 160.0, 40.90909090909091)","(15.0, 24.0, 21.103448275862068)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.8)","(21.0, 34.0, 30.4)","(15.0, 20.0, 19.09090909090909)","(5.0, 5.7, 5.352631578947368)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.153846153846154)"
05-01-2023 12:46:57.544560,"(21.0, 160.0, 34.69565217391305)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.33333333333333)","(21.0, 34.0, 31.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.153846153846154)"
05-01-2023 12:46:59.059868,"(21.0, 160.0, 34.69565217391305)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.57142857142857)","(21.0, 34.0, 34.0)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 7.333333333333333)"
05-01-2023 12:47:00.645413,"(21.0, 160.0, 34.69565217391305)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.05, 2.9555555555555553)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.57142857142857)","(21.0, 36.0, 34.0)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.8, 6.777777777777778)"
05-01-2023 12:47:02.374623,"(21.0, 160.0, 34.69565217391305)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.05, 2.9716666666666667)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.57142857142857)","(21.0, 36.0, 34.0)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.4, 6.552941176470588)"
05-01-2023 12:47:04.001546,"(21.0, 160.0, 34.69565217391305)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 2.9716666666666667)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.57142857142857)","(21.0, 36.0, 34.0)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.4, 6.866666666666667)"
05-01-2023 12:47:05.609800,"(21.0, 160.0, 53.2)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0565217391304347)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.57142857142857)","(21.0, 36.0, 34.0)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.2, 6.266666666666667)"
05-01-2023 12:47:07.240177,"(21.0, 150.0, 42.875)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0565217391304347)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.375)","(21.0, 36.0, 35.07142857142857)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.65)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.0, 6.266666666666667)"
05-01-2023 12:47:08.886379,"(21.0, 140.0, 42.875)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0565217391304347)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.375)","(21.0, 36.0, 35.07142857142857)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.690384615384615)","(9.0, 10.5, 9.470967741935484)","(4.6, 7.0, 6.246153846153846)"
05-01-2023 12:47:10.567560,"(21.0, 120.0, 59.33333333333333)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.375)","(21.0, 36.0, 35.07142857142857)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.690384615384615)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.8, 6.457142857142857)"
05-01-2023 12:47:12.305504,"(21.0, 120.0, 62.666666666666664)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.375)","(21.0, 36.0, 32.4)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.690384615384615)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.8, 6.285714285714286)"
05-01-2023 12:47:14.054036,"(21.0, 130.0, 43.42857142857143)","(15.0, 24.0, 21.73913043478261)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.411764705882355)","(21.0, 36.0, 33.23076923076923)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.730232558139535)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.2)"
05-01-2023 12:47:15.844725,"(21.0, 130.0, 43.42857142857143)","(15.0, 24.0, 21.523809523809526)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 49.375)","(21.0, 36.0, 33.23076923076923)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.686792452830189)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.2)"
05-01-2023 12:47:17.508331,"(21.0, 130.0, 49.2)","(15.0, 24.0, 22.105263157894736)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.8)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.701639344262295)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.4, 6.210526315789474)"
05-01-2023 12:47:19.088298,"(21.0, 130.0, 106.0)","(15.0, 24.0, 22.105263157894736)","(2.5, 3.1, 3.0593749999999997)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.8)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.701639344262295)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.4, 6.210526315789474)"
05-01-2023 12:47:20.671629,"(21.0, 150.0, 90.0)","(15.0, 24.0, 22.105263157894736)","(2.5, 3.1, 3.0566666666666666)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.8)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.701639344262295)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.4, 6.210526315789474)"
05-01-2023 12:47:22.215481,"(21.0, 150.0, 55.6)","(15.0, 24.0, 22.105263157894736)","(2.5, 3.1, 3.013333333333333)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.83870967741935)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.711764705882353)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.4, 6.210526315789474)"
05-01-2023 12:47:23.707700,"(21.0, 150.0, 55.6)","(15.0, 24.0, 22.105263157894736)","(2.5, 3.1, 3.013333333333333)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.83870967741935)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.8, 5.711764705882353)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.4, 6.125)"
05-01-2023 12:47:25.220351,"(21.0, 150.0, 55.6)","(15.0, 24.0, 21.88235294117647)","(2.5, 3.1, 3.013333333333333)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.8)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.701639344262295)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.8, 6.107692307692308)"
05-01-2023 12:47:26.877030,"(21.0, 150.0, 55.6)","(15.0, 24.0, 21.88235294117647)","(2.5, 3.1, 3.01875)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 34.8)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.8, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.8, 6.425)"
05-01-2023 12:47:28.515642,"(21.0, 150.0, 43.8)","(15.0, 24.0, 21.333333333333332)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.75)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:30.310386,"(21.0, 150.0, 43.8)","(15.0, 24.0, 21.333333333333332)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.0)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:31.883149,"(21.0, 150.0, 43.8)","(15.0, 24.0, 21.333333333333332)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.0)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:33.394982,"(21.0, 150.0, 43.8)","(15.0, 23.0, 22.142857142857142)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.0)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:34.847639,"(21.0, 150.0, 43.8)","(15.0, 23.0, 22.142857142857142)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.0)","(15.0, 20.0, 19.41176470588235)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:36.327323,"(21.0, 150.0, 43.8)","(15.0, 23.0, 22.294117647058822)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.2)","(21.0, 36.0, 27.0)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.653191489361702)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:37.859268,"(21.0, 150.0, 86.0)","(15.0, 23.0, 21.875)","(2.5, 3.05, 3.006818181818182)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.23076923076923)","(4.8, 5.7, 5.653191489361702)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:39.324963,"(21.0, 140.0, 59.0)","(15.0, 25.0, 22.708333333333332)","(2.5, 3.05, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.5, 9.660526315789474)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:40.850914,"(21.0, 140.0, 47.42857142857143)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:42.331725,"(21.0, 140.0, 47.42857142857143)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:43.826968,"(21.0, 140.0, 47.42857142857143)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:45.277830,"(21.0, 140.0, 50.0)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.425)"
05-01-2023 12:47:46.760484,"(21.0, 140.0, 50.0)","(15.0, 25.0, 20.833333333333332)","(2.5, 3.15, 3.1486798679867984)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.546153846153846)"
05-01-2023 12:47:48.270850,"(21.0, 140.0, 37.68421052631579)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.571428571428571)","(4.6, 6.6, 6.546153846153846)"
05-01-2023 12:47:49.593838,"(21.0, 130.0, 56.5)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.571428571428571)","(4.6, 6.6, 6.4799999999999995)"
05-01-2023 12:47:50.868048,"(21.0, 130.0, 46.0)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:52.160143,"(21.0, 130.0, 46.0)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:53.562218,"(21.0, 130.0, 46.0)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.6)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:54.946797,"(21.0, 130.0, 46.0)","(15.0, 25.0, 21.59090909090909)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 14.333333333333334)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:56.379631,"(21.0, 130.0, 46.0)","(15.0, 25.0, 22.916666666666668)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.0)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:57.744044,"(21.0, 130.0, 46.0)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:47:59.162763,"(21.0, 130.0, 51.6)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.09090909090909)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:48:00.556340,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.25)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:01.919380,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:03.206643,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.146923076923077)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:04.549685,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.20689655172414)","(2.5, 3.15, 3.07)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:05.910919,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.451612903225808)","(2.5, 3.1, 3.01875)","(11.0, 16.0, 15.625)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.0)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.58235294117647)"
05-01-2023 12:48:07.229609,"(21.0, 150.0, 46.75)","(15.0, 25.0, 21.451612903225808)","(2.5, 3.1, 3.01875)","(11.0, 16.0, 15.625)","(21.0, 50.0, 48.333333333333336)","(21.0, 36.0, 33.0)","(15.0, 20.0, 19.545454545454547)","(4.8, 5.7, 5.6450000000000005)","(9.0, 10.0, 9.6)","(4.6, 6.6, 6.58235294117647)"
05-01-2023 12:48:08.614455,"(21.0, 150.0, 38.21052631578947)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.1, 3.088888888888889)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.473684210526315)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.553846153846154)"
05-01-2023 12:48:09.925303,"(21.0, 150.0, 38.21052631578947)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.15, 3.12)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.473684210526315)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:11.198936,"(21.0, 140.0, 85.0)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.15, 3.12)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.473684210526315)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(9.0, 10.5, 9.470967741935484)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:12.642463,"(21.0, 140.0, 57.5)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.15, 3.126315789473684)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.473684210526315)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.5, 9.6)","(4.6, 6.6, 6.564705882352941)"
05-01-2023 12:48:13.899511,"(21.0, 140.0, 45.714285714285715)","(15.0, 25.0, 21.842105263157894)","(2.5, 3.15, 3.1275)","(11.0, 16.0, 15.538461538461538)","(21.0, 50.0, 49.44444444444444)","(21.0, 36.0, 32.333333333333336)","(15.0, 20.0, 19.444444444444443)","(4.8, 5.7, 5.6312500000000005)","(8.5, 10.0, 9.6)","(4.6, 6.6, 6.564705882352941)"
