,Eddie Munster,Painter Of Light,Time To Go,Masie Jane,Dark Secret,Lucy The Weapon,Brockton Bomber,First Offence
10-01-2023 18:15:30.687071,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.214285714285714)","(1.8, 2.22, 2.2153846153846155)","(17.0, 25.0, 21.666666666666668)","(6.0, 7.2, 6.921739130434783)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(17.0, 21.0, 19.666666666666668)"
10-01-2023 18:15:31.725136,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.1950000000000003)","(17.0, 25.0, 21.666666666666668)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(17.0, 20.0, 18.875)"
10-01-2023 18:15:32.723942,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.188888888888889)","(17.0, 25.0, 21.8)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(17.0, 20.0, 18.847826086956523)"
10-01-2023 18:15:33.708258,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.213731343283582)","(17.0, 25.0, 21.8)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(17.0, 19.5, 18.8125)"
10-01-2023 18:15:34.705185,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.192)","(17.0, 25.0, 21.571428571428573)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.72222222222222)"
10-01-2023 18:15:35.680589,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.205263157894737)","(17.0, 25.0, 21.571428571428573)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.764705882352942)"
10-01-2023 18:15:36.647386,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.3, 5.018918918918919)","(1.8, 2.22, 2.205263157894737)","(17.0, 25.0, 21.571428571428573)","(6.0, 7.2, 6.927272727272727)","(8.5, 14.0, 12.846153846153847)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.764705882352942)"
10-01-2023 18:15:37.640824,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.2, 5.12)","(1.8, 2.22, 2.205263157894737)","(17.0, 25.0, 23.46153846153846)","(6.0, 7.2, 6.95)","(8.5, 14.0, 13.318181818181818)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.764705882352942)"
10-01-2023 18:15:38.621814,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.2, 5.12)","(1.8, 2.22, 2.205263157894737)","(17.0, 25.0, 23.46153846153846)","(6.0, 7.2, 6.95)","(8.5, 14.0, 13.023809523809524)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.764705882352942)"
10-01-2023 18:15:39.593957,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.2, 5.12)","(1.8, 2.22, 2.205263157894737)","(17.0, 25.0, 22.5)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.0)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.764705882352942)"
10-01-2023 18:15:40.582218,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.2, 5.1000000000000005)","(1.8, 2.22, 2.202666666666667)","(17.0, 25.0, 22.5)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.0)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.48148148148148)"
10-01-2023 18:15:41.589046,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.2, 5.1000000000000005)","(1.8, 2.22, 2.21304347826087)","(17.0, 25.0, 22.5)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.0)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.485714285714284)"
10-01-2023 18:15:42.564970,"(31.0, 70.0, 61.25)","(4.0, 5.2, 5.1000000000000005)","(1.8, 2.22, 2.21304347826087)","(17.0, 25.0, 22.5)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.152173913043478)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 17.8)"
10-01-2023 18:15:43.560111,"(31.0, 70.0, 61.25)","(4.0, 5.1, 5.052941176470588)","(1.8, 2.26, 2.2275)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.208333333333334)","(41.0, 75.0, 72.77777777777777)","(16.0, 18.0, 17.8)"
10-01-2023 18:15:44.562542,"(31.0, 70.0, 61.25)","(4.0, 5.1, 5.05)","(1.8, 2.24, 2.2164705882352944)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.993548387096774)","(8.5, 13.5, 13.24074074074074)","(41.0, 75.0, 72.77777777777777)","(16.0, 18.0, 17.8)"
10-01-2023 18:15:45.519954,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.92)","(1.8, 2.24, 2.2164705882352944)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.993548387096774)","(8.5, 13.5, 13.24074074074074)","(41.0, 75.0, 72.77777777777777)","(16.0, 18.0, 17.8)"
10-01-2023 18:15:46.512257,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.92)","(1.8, 2.24, 2.232)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.993548387096774)","(8.5, 13.5, 13.24074074074074)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 17.9375)"
10-01-2023 18:15:47.523733,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.92)","(1.8, 2.24, 2.2384000000000004)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.092592592592592)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.5, 19.125)"
10-01-2023 18:15:48.552548,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.985714285714286)","(1.8, 2.24, 2.2384000000000004)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.092592592592592)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.5, 18.666666666666668)"
10-01-2023 18:15:49.553258,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.936842105263158)","(1.8, 2.26, 2.2422222222222223)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.993548387096774)","(8.5, 13.5, 13.092592592592592)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.5, 18.25)"
10-01-2023 18:15:50.547863,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.913043478260869)","(1.8, 2.28, 2.26)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.993548387096774)","(8.5, 13.5, 13.092592592592592)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.5, 18.333333333333332)"
10-01-2023 18:15:51.536543,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.9)","(1.8, 2.28, 2.251578947368421)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.092592592592592)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.142857142857142)"
10-01-2023 18:15:52.525370,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.916666666666667)","(1.8, 2.28, 2.251578947368421)","(17.0, 25.0, 23.58823529411765)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.38888888888889)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.142857142857142)"
10-01-2023 18:15:53.490281,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.916666666666667)","(1.8, 2.28, 2.2533333333333334)","(17.0, 25.0, 23.857142857142858)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.38888888888889)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.454545454545453)"
10-01-2023 18:15:54.526592,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.916666666666667)","(1.8, 2.28, 2.243076923076923)","(17.0, 25.0, 23.857142857142858)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.40909090909091)","(41.0, 75.0, 72.77777777777777)","(16.0, 18.5, 18.625)"
10-01-2023 18:15:55.503630,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.8875)","(1.8, 2.28, 2.243076923076923)","(17.0, 25.0, 23.857142857142858)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.38888888888889)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.625)"
10-01-2023 18:15:56.530054,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.8875)","(1.8, 2.28, 2.243076923076923)","(17.0, 25.0, 24.0)","(6.0, 7.2, 6.9714285714285715)","(8.5, 13.5, 13.4)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.7)"
10-01-2023 18:15:57.556440,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.8875)","(1.8, 2.22, 2.208)","(17.0, 25.0, 24.0)","(6.0, 7.2, 6.9363636363636365)","(8.5, 14.0, 13.6)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.571428571428573)"
10-01-2023 18:15:58.554781,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.838461538461538)","(1.8, 2.26, 2.237391304347826)","(17.0, 25.0, 23.857142857142858)","(6.0, 7.0, 6.954098360655737)","(8.5, 14.0, 13.68421052631579)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.76923076923077)"
10-01-2023 18:15:59.582773,"(31.0, 70.0, 65.48387096774194)","(4.0, 5.0, 4.864516129032258)","(1.8, 2.26, 2.237391304347826)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.954098360655737)","(8.5, 14.0, 13.68421052631579)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 18.76923076923077)"
10-01-2023 18:16:00.557071,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.0, 4.876470588235294)","(1.8, 2.26, 2.230434782608696)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.954098360655737)","(8.5, 14.0, 13.68421052631579)","(41.0, 75.0, 72.77777777777777)","(16.0, 19.0, 20.75)"
10-01-2023 18:16:01.526898,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.0, 4.883870967741935)","(1.8, 2.26, 2.230434782608696)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.942857142857143)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 20.596153846153847)"
10-01-2023 18:16:02.499795,"(31.0, 70.0, 63.14285714285714)","(4.0, 4.9, 4.881538461538462)","(1.8, 2.3, 2.287142857142857)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.944615384615385)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 19.25)"
10-01-2023 18:16:03.474465,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.0, 4.870967741935484)","(1.8, 2.3, 2.2928205128205126)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.9393939393939394)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 19.625)"
10-01-2023 18:16:04.430535,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.1, 5.0874999999999995)","(1.8, 2.28, 2.2613333333333334)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.9393939393939394)","(8.5, 14.0, 13.272727272727273)","(41.0, 75.0, 72.77777777777777)","(16.0, 20.0, 19.625)"
10-01-2023 18:16:05.441280,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.1, 5.071428571428571)","(1.8, 2.28, 2.248)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.944615384615385)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 20.0, 19.25)"
10-01-2023 18:16:06.378286,"(31.0, 70.0, 63.14285714285714)","(4.0, 5.1, 5.0874999999999995)","(1.8, 2.22, 2.1849586776859504)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.944615384615385)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 19.40909090909091)"
10-01-2023 18:16:07.358447,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.1, 5.074603174603174)","(1.8, 2.22, 2.186153846153846)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.929411764705883)","(8.5, 14.0, 13.454545454545455)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 20.586206896551722)"
10-01-2023 18:16:08.354038,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.1, 5.056756756756757)","(1.8, 2.22, 2.18271186440678)","(17.0, 25.0, 23.0)","(6.0, 7.0, 6.96)","(8.5, 14.0, 13.571428571428571)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 19.666666666666668)"
10-01-2023 18:16:09.323955,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.1, 5.056756756756757)","(1.8, 2.22, 2.18271186440678)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.95)","(8.5, 14.0, 13.833333333333334)","(41.0, 75.0, 72.77777777777777)","(16.0, 21.0, 19.75438596491228)"
10-01-2023 18:16:10.282472,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.1, 5.045)","(1.8, 2.2, 2.1894117647058824)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.9714285714285715)","(8.5, 14.0, 13.833333333333334)","(41.0, 75.0, 74.13043478260869)","(16.0, 20.0, 19.363636363636363)"
10-01-2023 18:16:11.244739,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.1, 5.05)","(1.8, 2.22, 2.1848)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.9714285714285715)","(8.5, 14.0, 13.833333333333334)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.5, 19.31578947368421)"
10-01-2023 18:16:12.207185,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.0, 4.944)","(1.8, 2.22, 2.1852747252747253)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.9714285714285715)","(8.5, 14.0, 14.35)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.5, 19.28181818181818)"
10-01-2023 18:16:13.180919,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.0, 4.95625)","(1.8, 2.2, 2.1851428571428575)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.993548387096774)","(8.5, 14.5, 13.777777777777779)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.5, 18.8)"
10-01-2023 18:16:14.161097,"(31.0, 70.0, 65.33333333333333)","(4.0, 5.0, 4.942857142857143)","(1.8, 2.24, 2.2236363636363636)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.962162162162162)","(8.5, 14.0, 13.761904761904763)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.476190476190474)"
10-01-2023 18:16:15.168113,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.896)","(1.8, 2.28, 2.248965517241379)","(17.0, 25.0, 23.0)","(6.0, 7.2, 6.9714285714285715)","(8.5, 14.0, 13.615384615384615)","(41.0, 75.0, 74.13043478260869)","(16.0, 18.5, 18.74074074074074)"
10-01-2023 18:16:16.186749,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.909090909090909)","(1.8, 2.26, 2.2454545454545456)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.9714285714285715)","(8.5, 14.0, 13.615384615384615)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.78125)"
10-01-2023 18:16:17.186405,"(31.0, 70.0, 61.25)","(4.0, 5.0, 4.909090909090909)","(1.8, 2.26, 2.2424)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.95483870967742)","(8.5, 14.0, 13.5)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.75)"
10-01-2023 18:16:18.220226,"(31.0, 70.0, 63.82352941176471)","(4.0, 5.0, 4.864)","(1.8, 2.28, 2.2666666666666666)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.95483870967742)","(8.5, 14.0, 13.5)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.272727272727273)"
10-01-2023 18:16:19.261040,"(31.0, 70.0, 63.82352941176471)","(4.0, 5.0, 4.872727272727273)","(1.8, 2.26, 2.2566666666666664)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.976470588235294)","(8.5, 14.0, 13.833333333333334)","(41.0, 75.0, 74.13043478260869)","(16.0, 18.5, 18.6875)"
10-01-2023 18:16:20.286855,"(31.0, 70.0, 63.82352941176471)","(4.0, 5.0, 4.872727272727273)","(1.8, 2.28, 2.2649999999999997)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.962162162162162)","(8.5, 14.0, 13.605263157894736)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.6875)"
10-01-2023 18:16:21.403449,"(31.0, 70.0, 63.82352941176471)","(4.0, 5.0, 4.872727272727273)","(1.8, 2.28, 2.268)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.962162162162162)","(8.5, 14.0, 13.423076923076923)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.6875)"
10-01-2023 18:16:22.459445,"(31.0, 70.0, 63.82352941176471)","(4.0, 5.0, 4.872727272727273)","(1.8, 2.28, 2.268)","(17.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.962162162162162)","(8.5, 14.0, 13.115384615384615)","(41.0, 75.0, 74.13043478260869)","(16.0, 19.0, 18.6875)"
10-01-2023 18:16:23.565816,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.872727272727273)","(1.85, 2.28, 2.2542857142857144)","(17.0, 25.0, 22.428571428571427)","(5.5, 7.2, 6.976470588235294)","(10.0, 13.5, 13.0)","(41.0, 75.0, 74.13043478260869)","(13.0, 19.0, 18.4)"
10-01-2023 18:16:24.645356,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.872727272727273)","(1.85, 2.28, 2.272)","(17.0, 25.0, 22.428571428571427)","(5.5, 7.2, 6.976470588235294)","(10.0, 13.5, 13.0)","(41.0, 75.0, 74.13043478260869)","(13.0, 18.5, 19.666666666666668)"
10-01-2023 18:16:25.674814,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.861538461538461)","(1.85, 2.28, 2.2666666666666666)","(17.0, 25.0, 22.428571428571427)","(5.5, 7.2, 6.962162162162162)","(10.0, 13.5, 12.8)","(41.0, 75.0, 74.13043478260869)","(13.0, 20.0, 19.529411764705884)"
10-01-2023 18:16:26.694492,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.9222222222222225)","(1.85, 2.28, 2.2712195121951217)","(17.0, 25.0, 23.5)","(5.5, 7.2, 6.962162162162162)","(10.0, 13.5, 13.0625)","(41.0, 75.0, 74.13043478260869)","(13.0, 20.0, 18.4)"
10-01-2023 18:16:27.709542,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.872727272727273)","(1.85, 2.28, 2.2673170731707315)","(17.0, 25.0, 24.428571428571427)","(5.5, 7.2, 6.976470588235294)","(10.0, 13.5, 13.033333333333333)","(41.0, 75.0, 72.77777777777777)","(13.0, 18.5, 18.875)"
10-01-2023 18:16:28.746616,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.872727272727273)","(1.85, 2.24, 2.2135593220338987)","(17.0, 27.0, 26.5)","(5.5, 7.2, 6.976470588235294)","(10.0, 13.5, 13.115384615384615)","(41.0, 75.0, 71.42857142857143)","(13.0, 19.0, 18.433333333333334)"
10-01-2023 18:16:29.804607,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.944444444444445)","(1.85, 2.22, 2.2141176470588237)","(17.0, 27.0, 26.583333333333336)","(5.5, 7.2, 6.976470588235294)","(10.0, 13.5, 12.944444444444445)","(41.0, 75.0, 74.28571428571429)","(13.0, 18.5, 18.5)"
10-01-2023 18:16:30.876777,"(31.0, 70.0, 63.4375)","(4.2, 5.0, 4.98)","(1.85, 2.22, 2.199047619047619)","(17.0, 27.0, 24.0)","(5.5, 7.2, 6.962962962962963)","(10.0, 13.0, 13.033333333333333)","(41.0, 75.0, 74.41176470588235)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:31.905161,"(31.0, 70.0, 63.82352941176471)","(4.2, 5.0, 4.9399999999999995)","(1.85, 2.26, 2.24)","(17.0, 26.0, 24.5)","(5.5, 7.2, 6.9375)","(10.0, 13.5, 13.11111111111111)","(41.0, 75.0, 74.58333333333333)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:32.900157,"(31.0, 70.0, 66.53846153846153)","(4.2, 5.0, 4.9399999999999995)","(1.85, 2.26, 2.242)","(17.0, 26.0, 24.5)","(5.5, 7.0, 6.873333333333333)","(10.0, 13.5, 13.11111111111111)","(41.0, 75.0, 68.75)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:33.932587,"(31.0, 70.0, 66.25)","(4.2, 5.0, 4.921739130434783)","(1.85, 2.26, 2.242)","(17.0, 26.0, 24.5)","(5.5, 7.2, 6.986666666666666)","(10.0, 13.5, 13.033333333333333)","(41.0, 75.0, 68.75)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:34.926147,"(31.0, 70.0, 66.53846153846153)","(4.2, 5.0, 4.933333333333334)","(1.85, 2.26, 2.242)","(17.0, 26.0, 23.333333333333332)","(5.5, 7.2, 6.986666666666666)","(10.0, 13.5, 12.916666666666666)","(41.0, 75.0, 68.75)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:35.911237,"(31.0, 65.0, 60.88235294117647)","(4.2, 5.0, 4.95)","(1.85, 2.26, 2.242)","(17.0, 26.0, 24.5)","(5.5, 7.2, 6.986666666666666)","(10.0, 13.5, 12.8)","(41.0, 75.0, 68.75)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:36.903649,"(31.0, 65.0, 60.88235294117647)","(4.2, 5.0, 4.95)","(1.85, 2.26, 2.2514285714285713)","(17.0, 26.0, 24.5)","(5.5, 7.2, 6.986666666666666)","(10.0, 13.5, 12.961538461538462)","(41.0, 75.0, 65.0)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:37.900589,"(31.0, 65.0, 62.69230769230769)","(4.2, 5.0, 4.95)","(1.85, 2.28, 2.26)","(17.0, 25.0, 23.666666666666668)","(5.5, 7.2, 6.951351351351351)","(10.0, 13.5, 13.131578947368421)","(41.0, 70.0, 65.0)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:38.856644,"(31.0, 80.0, 77.72727272727273)","(4.2, 5.0, 4.921739130434783)","(1.85, 2.28, 2.2794552529182877)","(17.0, 25.0, 23.666666666666668)","(5.5, 7.2, 6.9399999999999995)","(10.0, 13.5, 13.131578947368421)","(41.0, 70.0, 65.0)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:39.852776,"(31.0, 80.0, 67.96296296296296)","(4.2, 5.0, 4.891666666666667)","(1.85, 2.3, 2.295)","(17.0, 25.0, 23.666666666666668)","(5.5, 7.0, 6.895652173913043)","(10.0, 13.5, 13.131578947368421)","(41.0, 70.0, 63.0)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:40.842496,"(31.0, 80.0, 65.18518518518519)","(4.2, 5.0, 4.886956521739131)","(1.85, 2.3, 2.295)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.85)","(10.0, 13.5, 13.131578947368421)","(41.0, 70.0, 63.888888888888886)","(13.0, 19.0, 18.75)"
10-01-2023 18:16:41.845223,"(31.0, 80.0, 65.18518518518519)","(4.2, 5.0, 4.886956521739131)","(1.85, 2.32, 2.304)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.85)","(10.0, 13.5, 13.131578947368421)","(41.0, 65.0, 63.888888888888886)","(13.0, 19.0, 18.714285714285715)"
10-01-2023 18:16:42.839072,"(31.0, 75.0, 67.22222222222223)","(4.2, 5.0, 4.886956521739131)","(1.85, 2.32, 2.308108108108108)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.85)","(10.0, 13.5, 13.033333333333333)","(41.0, 65.0, 64.0)","(13.0, 19.0, 18.77659574468085)"
10-01-2023 18:16:43.832882,"(31.0, 75.0, 70.8)","(4.2, 4.9, 4.880000000000001)","(1.85, 2.36, 2.3245454545454542)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.823529411764706)","(10.0, 13.5, 13.131578947368421)","(41.0, 65.0, 64.0)","(13.0, 19.0, 18.11111111111111)"
10-01-2023 18:16:44.874398,"(31.0, 75.0, 70.8)","(4.2, 4.9, 4.858139534883721)","(1.85, 2.32, 2.316551724137931)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.823529411764706)","(10.0, 13.5, 13.131578947368421)","(41.0, 65.0, 64.0)","(13.0, 19.0, 18.11111111111111)"
10-01-2023 18:16:45.904937,"(31.0, 75.0, 70.8)","(4.2, 4.9, 4.855)","(1.9, 2.34, 2.328)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.780952380952381)","(10.0, 13.5, 13.131578947368421)","(41.0, 65.0, 63.75)","(13.0, 19.0, 18.475609756097562)"
10-01-2023 18:16:46.999946,"(31.0, 75.0, 70.8)","(4.2, 4.9, 4.855)","(1.9, 2.34, 2.3305263157894736)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.780952380952381)","(10.0, 13.5, 13.131578947368421)","(41.0, 65.0, 55.5)","(13.0, 18.5, 18.653846153846153)"
10-01-2023 18:16:48.049586,"(31.0, 75.0, 70.8)","(4.2, 4.9, 4.8500000000000005)","(1.9, 2.34, 2.317391304347826)","(17.0, 24.0, 23.5)","(5.5, 7.0, 6.794871794871795)","(10.0, 13.5, 13.033333333333333)","(41.0, 65.0, 55.5)","(13.0, 19.0, 17.97222222222222)"
10-01-2023 18:16:49.090656,"(31.0, 75.0, 70.0)","(4.2, 5.1, 4.951851851851852)","(1.9, 2.34, 2.3276923076923075)","(17.0, 24.0, 19.94859813084112)","(5.5, 7.0, 6.780952380952381)","(10.0, 13.5, 14.410891089108912)","(41.0, 65.0, 55.5)","(13.0, 18.0, 16.944444444444443)"
10-01-2023 18:16:50.150609,"(31.0, 75.0, 70.0)","(4.2, 5.0, 4.883720930232558)","(1.9, 2.34, 2.338181818181818)","(17.0, 21.0, 19.903846153846153)","(5.5, 7.0, 6.794871794871795)","(10.0, 14.5, 13.99)","(41.0, 65.0, 55.5)","(13.0, 17.5, 16.785714285714285)"
10-01-2023 18:16:51.225781,"(31.0, 75.0, 69.47368421052632)","(4.2, 5.0, 4.8936170212765955)","(1.9, 2.34, 2.331111111111111)","(17.0, 21.0, 19.307692307692307)","(5.5, 7.0, 6.794871794871795)","(10.0, 14.0, 14.48)","(41.0, 65.0, 47.583333333333336)","(13.0, 17.0, 17.7)"
10-01-2023 18:16:52.307508,"(31.0, 75.0, 69.47368421052632)","(4.2, 5.0, 4.8809523809523805)","(1.9, 2.36, 2.3433333333333333)","(17.0, 20.0, 19.0)","(5.5, 7.0, 6.794871794871795)","(10.0, 14.5, 14.7)","(41.0, 65.0, 47.583333333333336)","(13.0, 18.0, 17.333333333333332)"
