,Radley Erskin,Gold On Black,Goddess Of War,Jerrys Mate,Willina Charm,Bundy Traveller,Oh So Orson,Toppers The One
11-01-2023 11:09:55.498681,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.2, 3.696296296296296)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 340.0, 323.33333333333337)"
11-01-2023 11:09:56.577469,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.2, 3.696296296296296)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 340.0, 332.5)"
11-01-2023 11:09:57.576363,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.7624999999999997)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 332.5)"
11-01-2023 11:09:58.644026,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.7842105263157895)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 332.5)"
11-01-2023 11:09:59.675746,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 332.5)"
11-01-2023 11:10:00.699949,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 21.0, 16.015625)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 332.5)"
11-01-2023 11:10:01.728035,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 21.0, 16.308823529411764)","(14.0, 22.0, 21.363636363636363)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 332.5)"
11-01-2023 11:10:02.746093,"(1.75, 2.14, 2.092777777777778)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 20.0, 16.85)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 333.8461538461538)"
11-01-2023 11:10:03.774864,"(1.75, 2.14, 2.0978947368421053)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 20.0, 16.85)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 333.8461538461538)"
11-01-2023 11:10:04.832587,"(1.75, 2.14, 2.0775)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(18.0, 75.0, 60.666666666666664)","(31.0, 350.0, 333.8461538461538)"
11-01-2023 11:10:05.937667,"(1.75, 2.14, 2.0958823529411768)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 20.0, 15.885714285714286)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(15.0, 75.0, 60.666666666666664)","(31.0, 350.0, 333.8461538461538)"
11-01-2023 11:10:06.978872,"(1.75, 2.14, 2.0958823529411768)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.411764705882355)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(15.0, 75.0, 60.666666666666664)","(31.0, 350.0, 297.5)"
11-01-2023 11:10:08.055051,"(1.75, 2.14, 2.098823529411765)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(15.0, 75.0, 68.85714285714286)","(31.0, 340.0, 301.9047619047619)"
11-01-2023 11:10:09.091683,"(1.75, 2.14, 2.098823529411765)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.125)","(10.0, 13.5, 13.4)","(15.0, 75.0, 68.85714285714286)","(31.0, 340.0, 319.44444444444446)"
11-01-2023 11:10:10.186026,"(1.75, 2.14, 2.112)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.3)","(10.0, 13.5, 13.4)","(15.0, 75.0, 45.714285714285715)","(31.0, 330.0, 319.44444444444446)"
11-01-2023 11:10:11.300738,"(1.75, 2.16, 2.1142857142857143)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 20.0, 15.885714285714286)","(14.0, 22.0, 21.3)","(10.0, 13.5, 13.4)","(15.0, 75.0, 44.166666666666664)","(31.0, 330.0, 310.0)"
11-01-2023 11:10:12.492750,"(1.75, 2.16, 2.088888888888889)","(2.9, 4.1, 3.69375)","(26.0, 50.0, 43.0)","(14.0, 20.0, 16.10810810810811)","(14.0, 22.0, 21.3)","(11.0, 13.5, 13.4)","(18.0, 75.0, 44.166666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:13.636198,"(1.75, 2.16, 2.088888888888889)","(2.9, 4.1, 3.813235294117647)","(26.0, 50.0, 43.0)","(14.0, 20.0, 15.885714285714286)","(14.0, 22.0, 21.3)","(11.0, 13.5, 13.4)","(18.0, 75.0, 44.166666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:14.717945,"(1.75, 2.16, 2.088888888888889)","(2.9, 4.1, 3.53125)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.96875)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 44.166666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:15.790569,"(1.75, 2.16, 2.0727272727272728)","(2.9, 4.1, 3.53125)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.96875)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 65.26315789473685)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:16.846145,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.53125)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.96875)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:17.916301,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.53125)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.96875)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:19.031485,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.75)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:20.115508,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.75)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.96875)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:21.181594,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.75)","(26.0, 48.0, 46.6)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:22.233065,"(1.75, 2.14, 2.1333333333333333)","(2.9, 4.1, 3.925)","(26.0, 48.0, 40.3)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.375)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:23.270409,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.6775)","(26.0, 48.0, 40.3)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 51.666666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:24.268666,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.697619047619048)","(26.0, 46.0, 44.8)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 51.666666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:25.312746,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.8274193548387094)","(26.0, 46.0, 43.81818181818181)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 51.666666666666664)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:26.336132,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.8274193548387094)","(26.0, 46.0, 40.0)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 69.16666666666666)","(41.0, 320.0, 310.0)"
11-01-2023 11:10:27.348722,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.9202127659574466)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 320.0, 319.44444444444446)"
11-01-2023 11:10:28.382118,"(1.75, 2.14, 2.13125)","(2.9, 4.1, 3.9202127659574466)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.793478260869565)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 330.0, 319.44444444444446)"
11-01-2023 11:10:29.466247,"(1.75, 2.0, 1.9602962962962962)","(2.9, 4.1, 3.956779661016949)","(26.0, 46.0, 41.5)","(14.0, 20.0, 15.8)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 330.0, 319.44444444444446)"
11-01-2023 11:10:30.496555,"(1.75, 2.0, 1.9545762711864407)","(2.9, 4.1, 3.956779661016949)","(26.0, 46.0, 41.5)","(14.0, 20.0, 15.97872340425532)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 330.0, 319.44444444444446)"
11-01-2023 11:10:31.651432,"(1.75, 2.0, 1.954421768707483)","(2.9, 4.1, 3.993636363636363)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.8)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 330.0, 319.44444444444446)"
11-01-2023 11:10:32.833520,"(1.75, 2.0, 1.9797142857142858)","(2.9, 4.1, 4.2362068965517246)","(26.0, 46.0, 36.0)","(14.0, 20.0, 15.821428571428571)","(14.0, 21.0, 19.863636363636363)","(11.0, 13.5, 13.45)","(18.0, 75.0, 70.625)","(41.0, 330.0, 240.0)"
11-01-2023 11:10:33.914283,"(1.75, 1.99, 1.9797142857142858)","(2.9, 4.4, 4.2362068965517246)","(26.0, 46.0, 36.0)","(14.0, 20.0, 15.821428571428571)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.444444444444445)","(19.0, 75.0, 70.625)","(41.0, 330.0, 376.1111111111111)"
11-01-2023 11:10:35.158983,"(1.75, 1.99, 1.976)","(2.9, 4.4, 3.707692307692308)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.821428571428571)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.625)","(41.0, 390.0, 376.1111111111111)"
11-01-2023 11:10:36.274600,"(1.75, 1.99, 1.9797142857142858)","(2.9, 4.4, 3.707692307692308)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 53.0)","(41.0, 390.0, 250.0)"
11-01-2023 11:10:37.348653,"(1.75, 1.94, 1.8912096774193548)","(2.9, 4.5, 4.428947368421053)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 53.0)","(41.0, 340.0, 250.0)"
11-01-2023 11:10:38.418203,"(1.75, 1.92, 1.871923076923077)","(2.9, 4.5, 4.0)","(26.0, 46.0, 36.0)","(14.0, 20.0, 16.0625)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 65.57142857142857)","(41.0, 340.0, 250.0)"
11-01-2023 11:10:39.506088,"(1.75, 1.92, 1.8575)","(2.9, 4.7, 4.45)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 255.0)"
11-01-2023 11:10:40.568153,"(1.75, 1.91, 1.784)","(2.9, 4.8, 4.14375)","(26.0, 46.0, 36.0)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 255.0)"
11-01-2023 11:10:41.619202,"(1.75, 1.91, 1.784)","(2.9, 4.8, 3.9923076923076923)","(26.0, 46.0, 36.0)","(14.0, 20.0, 16.0625)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 255.0)"
11-01-2023 11:10:42.667581,"(1.75, 1.91, 1.8358823529411765)","(2.9, 4.7, 4.4625)","(26.0, 46.0, 38.0)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:43.684990,"(1.75, 1.91, 1.793)","(2.9, 4.5, 4.0)","(26.0, 44.0, 40.666666666666664)","(14.0, 20.0, 16.0625)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:44.733385,"(1.75, 1.91, 1.793)","(2.9, 4.5, 3.85)","(26.0, 44.0, 42.333333333333336)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 69.0)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:45.760329,"(1.75, 1.91, 1.8682142857142856)","(2.9, 4.4, 3.9937500000000004)","(26.0, 44.0, 40.666666666666664)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:46.705217,"(1.75, 1.91, 1.838)","(2.9, 4.4, 4.113235294117647)","(26.0, 44.0, 40.666666666666664)","(14.0, 20.0, 16.0625)","(14.0, 21.0, 19.684210526315788)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:47.686100,"(1.75, 1.91, 1.811)","(2.9, 4.4, 4.178409090909091)","(26.0, 44.0, 37.125)","(14.0, 20.0, 15.855263157894736)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:48.661241,"(1.75, 1.91, 1.811)","(2.9, 4.4, 4.066666666666666)","(26.0, 44.0, 35.53846153846154)","(14.0, 20.0, 16.0625)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:49.811818,"(1.75, 1.91, 1.811)","(2.9, 4.4, 4.242105263157895)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.26923076923077)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:50.887981,"(1.75, 1.91, 1.8817142857142857)","(2.9, 4.5, 4.128571428571428)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.26923076923077)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:51.916503,"(1.75, 1.91, 1.82)","(2.9, 4.5, 4.128571428571428)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.26923076923077)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.28571428571428)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:53.033908,"(1.75, 1.91, 1.8626315789473684)","(2.9, 4.4, 4.033333333333333)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.26923076923077)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 54.333333333333336)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:54.189820,"(1.75, 1.91, 1.8856756756756756)","(2.9, 4.4, 4.059523809523809)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.055555555555557)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 54.333333333333336)","(41.0, 340.0, 204.0)"
11-01-2023 11:10:55.328839,"(1.75, 1.91, 1.8836842105263156)","(2.9, 4.4, 4.075)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 15.852941176470589)","(14.0, 21.0, 19.4375)","(11.0, 13.5, 13.45)","(19.0, 75.0, 68.11111111111111)","(41.0, 340.0, 213.33333333333334)"
11-01-2023 11:10:56.575859,"(1.75, 1.91, 1.8715384615384616)","(2.9, 4.5, 4.2)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.0)","(14.0, 21.0, 19.25)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.23076923076923)","(41.0, 430.0, 213.33333333333334)"
11-01-2023 11:10:57.659668,"(1.75, 1.91, 1.8715384615384616)","(2.9, 4.6, 4.444444444444445)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 16.0)","(14.0, 21.0, 19.25)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.23076923076923)","(41.0, 430.0, 260.0)"
11-01-2023 11:10:58.780914,"(1.75, 1.91, 1.8753846153846154)","(2.9, 4.6, 4.444444444444445)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 15.772727272727273)","(14.0, 21.0, 19.25)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.23076923076923)","(41.0, 350.0, 295.0)"
11-01-2023 11:10:59.946191,"(1.75, 1.91, 1.885)","(2.9, 4.6, 4.188235294117647)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 15.934782608695652)","(14.0, 21.0, 19.25)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.23076923076923)","(41.0, 420.0, 206.0)"
11-01-2023 11:11:01.039943,"(1.75, 1.91, 1.8766666666666667)","(2.9, 4.6, 4.231578947368421)","(26.0, 44.0, 35.53846153846154)","(14.0, 19.5, 15.934782608695652)","(14.0, 21.0, 19.25)","(11.0, 13.5, 13.45)","(19.0, 75.0, 70.23076923076923)","(41.0, 350.0, 206.0)"
11-01-2023 11:11:02.155251,"(1.75, 1.91, 1.87)","(2.9, 4.6, 4.216666666666667)","(26.0, 44.0, 37.125)","(14.0, 19.5, 15.75)","(14.0, 21.0, 19.653846153846153)","(11.0, 13.5, 13.45)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 206.0)"
11-01-2023 11:11:03.214567,"(1.75, 1.91, 1.8566666666666667)","(2.9, 4.6, 4.216666666666667)","(26.0, 44.0, 36.63157894736842)","(14.0, 19.5, 15.75)","(14.0, 21.0, 19.653846153846153)","(11.0, 13.5, 13.45)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 206.0)"
11-01-2023 11:11:04.616729,"(1.75, 1.91, 1.844375)","(2.9, 4.6, 4.241176470588235)","(26.0, 42.0, 39.0)","(14.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 13.5, 13.25)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 222.0)"
11-01-2023 11:11:05.592782,"(1.75, 1.91, 1.844375)","(2.9, 4.5, 4.241176470588235)","(26.0, 42.0, 39.0)","(14.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 14.0, 13.142857142857142)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 270.0)"
11-01-2023 11:11:06.717415,"(1.75, 1.91, 1.8463636363636364)","(2.9, 4.5, 4.116666666666667)","(26.0, 42.0, 35.333333333333336)","(14.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 14.0, 13.647058823529411)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 270.0)"
11-01-2023 11:11:07.888490,"(1.75, 1.91, 1.8463636363636364)","(2.9, 4.4, 4.110714285714286)","(26.0, 42.0, 36.666666666666664)","(14.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 14.0, 14.5)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 270.0)"
11-01-2023 11:11:08.962866,"(1.75, 1.91, 1.8783870967741936)","(2.9, 4.4, 4.2)","(26.0, 42.0, 36.666666666666664)","(14.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 15.5, 14.481481481481481)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 270.0)"
11-01-2023 11:11:09.958055,"(1.75, 1.91, 1.884074074074074)","(2.9, 4.4, 4.110714285714286)","(26.0, 42.0, 35.333333333333336)","(14.0, 19.5, 15.9)","(14.0, 21.0, 20.23076923076923)","(11.0, 15.5, 14.481481481481481)","(20.0, 75.0, 70.23076923076923)","(41.0, 350.0, 270.0)"
11-01-2023 11:11:11.010758,"(1.65, 1.91, 1.8747058823529412)","(3.0, 4.5, 4.465625)","(26.0, 42.0, 35.333333333333336)","(13.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 15.5, 14.08108108108108)","(26.0, 75.0, 70.23076923076923)","(61.0, 350.0, 270.0)"
11-01-2023 11:11:12.042295,"(1.65, 1.91, 1.86)","(3.0, 4.5, 4.465625)","(26.0, 42.0, 36.666666666666664)","(13.0, 19.5, 15.75)","(14.0, 21.0, 20.23076923076923)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 59.5)","(61.0, 350.0, 255.0)"
11-01-2023 11:11:13.053352,"(1.65, 1.91, 1.8825)","(3.0, 4.5, 4.454166666666667)","(26.0, 42.0, 33.333333333333336)","(13.0, 19.0, 18.75)","(14.0, 23.0, 20.3)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 59.5)","(61.0, 350.0, 255.0)"
11-01-2023 11:11:14.004188,"(1.65, 1.9, 1.89625)","(3.0, 4.5, 4.454166666666667)","(26.0, 42.0, 33.333333333333336)","(13.0, 19.0, 18.8125)","(14.0, 23.0, 20.3)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 350.0, 286.6666666666667)"
11-01-2023 11:11:15.013016,"(1.65, 1.9, 1.8929411764705881)","(3.0, 4.5, 4.305882352941176)","(26.0, 42.0, 33.333333333333336)","(13.0, 19.0, 18.8125)","(14.0, 23.0, 20.3)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 350.0, 224.44444444444446)"
11-01-2023 11:11:15.974931,"(1.65, 1.9, 1.8955555555555554)","(3.0, 4.5, 4.1826923076923075)","(26.0, 42.0, 33.333333333333336)","(13.0, 19.0, 18.8125)","(14.0, 23.0, 20.3)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 450.0, 224.44444444444446)"
11-01-2023 11:11:16.932400,"(1.65, 1.91, 1.8872972972972972)","(3.1, 4.5, 4.118055555555555)","(26.0, 40.0, 36.0)","(13.0, 19.0, 18.083333333333332)","(14.0, 23.0, 19.307692307692307)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 450.0, 346.66666666666663)"
11-01-2023 11:11:17.877817,"(1.65, 1.9, 1.8976923076923076)","(3.1, 4.5, 4.201086956521739)","(26.0, 40.0, 36.666666666666664)","(13.0, 19.0, 18.0)","(14.0, 23.0, 19.307692307692307)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:18.841501,"(1.65, 1.91, 1.88)","(3.1, 4.5, 4.083333333333333)","(26.0, 40.0, 39.09090909090909)","(13.0, 19.0, 15.71875)","(14.0, 23.0, 19.307692307692307)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:19.793767,"(1.65, 1.91, 1.8846153846153846)","(3.1, 4.5, 4.083333333333333)","(26.0, 40.0, 38.0)","(13.0, 18.0, 17.75)","(14.0, 23.0, 20.6)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:20.781358,"(1.65, 1.91, 1.8846153846153846)","(3.1, 4.5, 4.083333333333333)","(26.0, 40.0, 38.0)","(13.0, 18.0, 17.75)","(14.0, 23.0, 20.91304347826087)","(11.0, 15.5, 13.90909090909091)","(26.0, 75.0, 63.375)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:21.848502,"(1.65, 1.9, 1.8968749999999999)","(3.1, 4.5, 4.083333333333333)","(26.0, 40.0, 37.0)","(13.0, 18.0, 17.571428571428573)","(14.0, 23.0, 21.22222222222222)","(11.0, 15.5, 14.333333333333334)","(26.0, 75.0, 50.142857142857146)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:22.861902,"(1.65, 1.89, 1.8875)","(3.1, 4.5, 4.1875)","(26.0, 40.0, 37.0)","(13.0, 18.0, 17.571428571428573)","(14.0, 23.0, 21.08)","(11.0, 15.0, 14.09090909090909)","(26.0, 75.0, 50.142857142857146)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:23.888565,"(1.65, 1.88, 1.8781249999999998)","(3.1, 4.4, 4.24)","(26.0, 40.0, 37.0)","(13.0, 18.0, 17.571428571428573)","(14.0, 23.0, 21.08)","(11.0, 15.0, 14.09090909090909)","(26.0, 75.0, 50.142857142857146)","(61.0, 440.0, 346.66666666666663)"
11-01-2023 11:11:24.905625,"(1.65, 1.85, 1.8409803921568628)","(3.1, 4.4, 4.333333333333334)","(26.0, 40.0, 37.0)","(13.0, 18.0, 15.096774193548388)","(14.0, 23.0, 20.625)","(11.0, 15.0, 14.0625)","(26.0, 75.0, 50.0)","(61.0, 440.0, 346.66666666666663)"
