,Seductive Angel,Fan Cool Unit,Jimary Decoder,Bugatti Moon,Jet Set Jack,Alinta Fire,Lees Bonus,Choose Well
08-12-2022 12:39:36.693083,"(6.0, 7.2, 7.059154929577465)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.510695187165775)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.4, 5.405882352941177)","(6.5, 9.4, 9.157446808510638)","(21.0, 28.0, 26.62857142857143)","(2.7, 3.4, 3.361)"
08-12-2022 12:39:38.208671,"(6.0, 7.2, 7.066666666666666)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.50939226519337)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.5, 5.40204081632653)","(6.5, 9.2, 9.203636363636363)","(21.0, 28.0, 26.62857142857143)","(2.7, 3.4, 3.3642201834862386)"
08-12-2022 12:39:39.810770,"(6.0, 7.2, 7.066666666666666)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.449166666666667)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.5, 5.404166666666667)","(6.5, 9.4, 9.203636363636363)","(21.0, 28.0, 26.22222222222222)","(2.7, 3.4, 3.364622641509434)"
08-12-2022 12:39:41.342640,"(6.0, 7.2, 6.983529411764706)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.55)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.5, 5.521951219512195)","(6.5, 9.2, 9.193103448275862)","(21.0, 27.0, 26.75)","(2.7, 3.4, 3.3338983050847455)"
08-12-2022 12:39:43.079706,"(6.0, 7.2, 6.965957446808511)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.55)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.6, 5.558620689655172)","(6.5, 9.2, 9.193103448275862)","(21.0, 27.0, 26.75)","(2.7, 3.4, 3.3360655737704916)"
08-12-2022 12:39:45.296331,"(6.0, 7.2, 7.12)","(101.0, 140.0, 139.81132075471697)","(3.9, 4.6, 4.555223880597015)","(101.0, 260.0, 208.57142857142856)","(4.2, 5.6, 5.675)","(6.5, 9.2, 9.192592592592591)","(21.0, 27.0, 25.789473684210527)","(2.7, 3.4, 3.3247191011235953)"
08-12-2022 12:39:47.338943,"(6.0, 7.2, 6.871428571428571)","(101.0, 140.0, 139.7826086956522)","(3.9, 4.7, 4.595049504950495)","(101.0, 260.0, 225.71428571428572)","(4.2, 5.7, 5.65625)","(6.5, 9.2, 9.028571428571428)","(21.0, 27.0, 26.916666666666668)","(2.7, 3.4, 3.3882758620689657)"
08-12-2022 12:39:49.094467,"(6.0, 7.0, 6.866666666666666)","(101.0, 140.0, 139.7826086956522)","(3.9, 4.7, 4.590721649484536)","(101.0, 260.0, 225.71428571428572)","(4.2, 5.7, 5.694565217391305)","(6.5, 9.2, 8.995744680851065)","(21.0, 27.0, 26.916666666666668)","(2.7, 3.4, 3.3926923076923075)"
08-12-2022 12:39:50.818416,"(6.0, 7.0, 6.861538461538461)","(101.0, 140.0, 139.7826086956522)","(3.8, 4.7, 4.576363636363636)","(101.0, 260.0, 217.64705882352942)","(4.2, 5.7, 5.694565217391305)","(7.0, 9.2, 9.088888888888889)","(21.0, 27.0, 26.916666666666668)","(2.7, 3.45, 3.4086666666666665)"
08-12-2022 12:39:52.463428,"(6.0, 7.0, 6.751515151515151)","(101.0, 140.0, 139.7826086956522)","(3.8, 4.6, 4.576363636363636)","(101.0, 260.0, 217.64705882352942)","(4.2, 5.7, 5.685321100917431)","(7.0, 9.2, 9.135714285714286)","(21.0, 27.0, 26.916666666666668)","(2.7, 3.45, 3.4008196721311474)"
08-12-2022 12:39:53.987856,"(6.0, 6.8, 6.751515151515151)","(101.0, 140.0, 139.7826086956522)","(3.8, 4.6, 4.576363636363636)","(101.0, 260.0, 217.64705882352942)","(4.2, 5.7, 5.687209302325582)","(7.0, 9.4, 9.124590163934426)","(21.0, 27.0, 26.916666666666668)","(2.7, 3.45, 3.4008196721311474)"
08-12-2022 12:39:55.513389,"(6.0, 6.8, 6.8649350649350644)","(101.0, 140.0, 139.7826086956522)","(3.8, 4.6, 4.593333333333334)","(101.0, 260.0, 217.64705882352942)","(4.2, 5.7, 5.687890625)","(7.0, 9.4, 9.147368421052631)","(21.0, 27.0, 26.904761904761905)","(2.7, 3.45, 3.4058823529411764)"
08-12-2022 12:39:57.331023,"(6.0, 7.0, 9998.5)","(101.0, 140.0, 9998.5)","(3.8, 4.7, 9998.5)","(101.0, 260.0, 9998.5)","(4.2, 5.9, 9998.5)","(7.0, 9.4, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:39:59.289753,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:00.966324,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:02.508875,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:04.218976,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:05.828559,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:07.500698,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:09.084222,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:10.859312,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
08-12-2022 12:40:12.235283,"(6.0, 99998, 9998.5)","(101.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(101.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(7.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(2.7, 99998, 9998.5)"
