,Lads On Fire,Balmain Juror,Style Council,Mott The Hoople,Blowin A Tune,Dragon Princess,Lenny Rocks Out,Aurora Damiro
09-01-2023 10:17:09.677707,"(3.0, 5.4, 4.862500000000001)","(6.5, 12.5, 9.35)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 3.95, 3.5)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:10.747811,"(3.0, 5.4, 4.960000000000001)","(6.5, 12.5, 9.35)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 3.95, 3.5)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:11.847123,"(3.0, 5.4, 4.862500000000001)","(6.5, 12.5, 6.772727272727273)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 3.95, 4.175)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:12.975241,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.3, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:14.092187,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:15.178554,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:16.228955,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:17.344902,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:18.499616,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:19.666723,"(3.0, 5.7, 3.2379310344827585)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:20.812095,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:21.935802,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:23.008485,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:24.065565,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:25.113182,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 21.3125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:26.210390,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 36.0, 27.125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:27.334188,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 4.0, 3.1692307692307695)"
09-01-2023 10:17:28.485285,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 4.0, 3.2416666666666667)"
09-01-2023 10:17:29.560714,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:30.589401,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:31.700465,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:32.799546,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:33.930836,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:35.034726,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:36.079317,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:37.146800,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:38.165452,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:39.193422,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:40.187124,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:41.142552,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:42.117306,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:43.128326,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:44.125423,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:45.135825,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:46.188244,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:47.230806,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:48.229028,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:49.295897,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:50.358233,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:51.421734,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:52.530210,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:53.601085,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:54.748454,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:55.896219,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:56.868353,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:57.970078,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:17:58.983083,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:00.128029,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:01.187758,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:02.304423,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:03.509841,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:04.562680,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:05.573316,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:06.630924,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:07.693272,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:08.748096,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:09.800119,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:10.764917,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:11.845981,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:13.005051,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:14.197031,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:15.338880,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:16.446081,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:17.533376,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:18.583101,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:19.698934,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:20.924913,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 6.844444444444445)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 27.125)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:22.089364,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:23.169363,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:24.199145,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:25.236808,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:26.271265,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:27.328775,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:28.402328,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:29.485222,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:30.485212,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:31.511096,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:32.557761,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:33.835390,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:35.033375,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:36.198729,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:37.326136,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:38.572246,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
09-01-2023 10:18:39.715609,"(3.0, 5.7, 3.5125)","(6.5, 12.0, 10.066666666666666)","(91.0, 610.0, 525.0)","(41.0, 390.0, 180.76923076923077)","(2.6, 5.2, 3.7666666666666666)","(71.0, 580.0, 497.5)","(11.0, 32.0, 28.1)","(2.9, 3.95, 3.2416666666666667)"
