,Only You,Joshua Keeping,Teskey,Mickey Wow,Corless Crazy,Pacific Gold,Winlock Pete,Lee Keeping
09-01-2023 15:51:10.545062,"(19.0, 36.0, 34.89473684210526)","(7.5, 12.5, 11.75)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.512195121951219)","(2.2, 2.44, 2.438904109589041)","(8.5, 12.5, 11.663934426229508)","(21.0, 60.0, 52.5)","(10.0, 16.5, 15.6875)"
09-01-2023 15:51:11.714624,"(19.0, 36.0, 34.89473684210526)","(7.5, 12.5, 11.75)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.62962962962963)","(2.2, 2.44, 2.433333333333333)","(8.5, 12.5, 11.663934426229508)","(21.0, 60.0, 49.5)","(10.0, 16.5, 14.13888888888889)"
09-01-2023 15:51:12.817833,"(21.0, 36.0, 34.89473684210526)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.892)","(8.0, 11.0, 9.962962962962962)","(2.1, 2.44, 2.434)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 49.5)","(11.0, 16.5, 14.526315789473685)"
09-01-2023 15:51:13.941381,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.892)","(8.0, 11.0, 9.962962962962962)","(2.1, 2.44, 2.434)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 49.5)","(11.0, 16.0, 14.625)"
09-01-2023 15:51:15.119185,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.892)","(8.0, 11.0, 9.962962962962962)","(2.1, 2.44, 2.434)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 49.5)","(11.0, 16.0, 14.625)"
09-01-2023 15:51:16.306085,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.024390243902438)","(2.1, 2.4, 2.385)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 52.5)","(11.0, 16.0, 14.625)"
09-01-2023 15:51:17.430605,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.024390243902438)","(2.1, 2.4, 2.3984)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 52.5)","(11.0, 16.0, 14.625)"
09-01-2023 15:51:18.529245,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.024390243902438)","(2.1, 2.4, 2.3984810126582277)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 52.5)","(11.0, 16.0, 14.625)"
09-01-2023 15:51:19.591254,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.892)","(8.0, 11.0, 10.024390243902438)","(2.1, 2.44, 2.437777777777778)","(8.5, 12.5, 11.663934426229508)","(26.0, 60.0, 49.5)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:20.658468,"(21.0, 36.0, 34.92307692307692)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.892)","(8.0, 11.0, 9.879999999999999)","(2.1, 2.44, 2.437777777777778)","(8.5, 12.5, 11.727272727272727)","(26.0, 60.0, 49.8)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:21.738267,"(21.0, 36.0, 34.98795180722892)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.91)","(8.0, 11.0, 10.2)","(2.1, 2.44, 2.437777777777778)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:22.902129,"(21.0, 36.0, 34.98795180722892)","(8.0, 12.5, 11.6)","(4.0, 5.0, 4.91)","(8.0, 11.0, 10.655172413793103)","(2.1, 2.44, 2.397333333333333)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:24.104991,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.91)","(8.0, 11.0, 10.655172413793103)","(2.1, 2.4, 2.397333333333333)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:25.240398,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 12.0)","(4.0, 5.0, 4.933333333333334)","(8.0, 11.0, 10.655172413793103)","(2.1, 2.4, 2.395)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:26.354312,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.933333333333334)","(8.0, 11.0, 10.655172413793103)","(2.1, 2.4, 2.412894736842105)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:27.391901,"(21.0, 36.0, 35.95238095238095)","(8.0, 12.5, 11.807692307692308)","(4.0, 5.0, 4.933333333333334)","(8.0, 11.0, 10.64423076923077)","(2.1, 2.42, 2.412894736842105)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.92307692307692)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:28.451439,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 12.090909090909092)","(4.0, 5.0, 4.918181818181818)","(8.0, 11.0, 10.622448979591837)","(2.1, 2.42, 2.3975)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.375)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:29.569706,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.576923076923077)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.622448979591837)","(2.1, 2.42, 2.4054545454545453)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.375)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:30.772605,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.576923076923077)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.622448979591837)","(2.1, 2.42, 2.4054545454545453)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.375)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:31.879078,"(21.0, 36.0, 35.95238095238095)","(8.0, 12.5, 11.576923076923077)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.622448979591837)","(2.1, 2.42, 2.402)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 48.375)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:32.965636,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.75)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.663636363636364)","(2.1, 2.42, 2.411111111111111)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 49.13333333333333)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:33.968576,"(21.0, 36.0, 35.906976744186046)","(8.0, 12.5, 11.75)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.663636363636364)","(2.1, 2.42, 2.4047619047619047)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 49.13333333333333)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:35.078729,"(21.0, 36.0, 35.95238095238095)","(8.0, 12.5, 11.7)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.736842105263158)","(2.1, 2.42, 2.4047619047619047)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 49.13333333333333)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:36.177755,"(21.0, 36.0, 35.95238095238095)","(8.0, 12.5, 11.9)","(4.0, 5.0, 4.936842105263158)","(8.0, 11.0, 10.736842105263158)","(2.1, 2.42, 2.4017142857142857)","(8.5, 12.5, 11.727272727272727)","(26.0, 65.0, 49.13333333333333)","(11.0, 16.0, 14.833333333333334)"
09-01-2023 15:51:37.366523,"(21.0, 36.0, 35.95238095238095)","(8.0, 12.5, 11.75)","(4.0, 5.0, 4.92)","(8.0, 11.0, 10.62962962962963)","(2.1, 2.42, 2.2801173020527856)","(8.5, 12.5, 11.663934426229508)","(26.0, 65.0, 46.625)","(11.0, 16.0, 14.666666666666666)"
09-01-2023 15:51:38.520152,"(21.0, 36.0, 35.9)","(8.0, 12.5, 11.6)","(4.0, 5.0, 5.05)","(8.0, 11.0, 10.696969696969697)","(2.1, 2.32, 2.301428571428571)","(8.5, 12.5, 11.703125)","(26.0, 65.0, 46.625)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:39.683828,"(21.0, 36.0, 35.9)","(8.0, 12.5, 11.6)","(4.0, 5.1, 5.066666666666666)","(8.0, 11.0, 10.696969696969697)","(2.1, 2.32, 2.301428571428571)","(8.5, 12.5, 11.703125)","(26.0, 65.0, 46.625)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:40.781772,"(21.0, 36.0, 35.94871794871795)","(8.0, 12.5, 11.777777777777779)","(4.0, 5.2, 5.166666666666667)","(8.0, 11.0, 10.696969696969697)","(2.1, 2.32, 2.316969696969697)","(8.5, 12.5, 11.842105263157894)","(26.0, 65.0, 52.04545454545455)","(11.0, 16.0, 14.25)"
09-01-2023 15:51:41.871722,"(21.0, 36.0, 35.9)","(8.0, 12.0, 11.777777777777779)","(4.0, 5.2, 5.166666666666667)","(8.0, 11.0, 10.736842105263158)","(2.1, 2.32, 2.316)","(8.5, 12.5, 11.414285714285715)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.25)"
09-01-2023 15:51:43.231149,"(21.0, 46.0, 45.5)","(8.0, 12.0, 11.357142857142858)","(4.0, 5.2, 5.118181818181818)","(8.0, 11.0, 10.682926829268293)","(2.1, 2.38, 2.3883783783783783)","(8.5, 11.5, 11.438775510204081)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:44.824940,"(21.0, 48.0, 46.05555555555556)","(8.0, 12.0, 11.357142857142858)","(4.0, 5.2, 5.066666666666666)","(8.0, 11.0, 10.682926829268293)","(2.1, 2.42, 2.409473684210526)","(8.5, 11.5, 11.48913043478261)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.25)"
09-01-2023 15:51:46.112349,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.357142857142858)","(4.0, 5.1, 5.07391304347826)","(8.0, 11.0, 10.3125)","(2.1, 2.42, 2.4125)","(8.5, 11.5, 11.401785714285714)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:47.333855,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.352941176470589)","(4.0, 5.1, 5.13125)","(8.0, 10.5, 10.256521739130434)","(2.1, 2.42, 2.4129411764705884)","(8.5, 11.5, 11.368852459016393)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:48.549735,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.3125)","(4.0, 5.2, 5.115384615384615)","(8.0, 10.5, 10.1)","(2.1, 2.42, 2.408695652173913)","(8.5, 11.5, 11.368852459016393)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:49.685601,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.3125)","(4.0, 5.2, 5.104347826086957)","(8.0, 10.5, 10.222222222222221)","(2.1, 2.42, 2.408)","(8.5, 11.5, 11.316901408450704)","(26.0, 65.0, 52.333333333333336)","(11.0, 16.0, 14.133333333333333)"
09-01-2023 15:51:50.811607,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.3125)","(4.0, 5.2, 5.104347826086957)","(8.0, 10.5, 10.22972972972973)","(2.1, 2.42, 2.2817218543046356)","(8.5, 11.5, 11.316901408450704)","(26.0, 65.0, 52.90909090909091)","(11.0, 16.0, 14.526315789473685)"
09-01-2023 15:51:51.862559,"(21.0, 48.0, 46.1578947368421)","(8.0, 12.0, 11.352941176470589)","(4.0, 5.2, 5.12)","(8.0, 10.5, 10.796296296296296)","(2.1, 2.3, 2.29)","(8.5, 11.5, 11.957142857142857)","(26.0, 65.0, 53.53846153846154)","(11.0, 16.0, 14.117647058823529)"
09-01-2023 15:51:52.970669,"(21.0, 46.0, 45.75)","(8.0, 12.0, 11.678571428571429)","(4.0, 5.2, 5.181818181818182)","(8.0, 11.0, 10.909090909090908)","(2.1, 2.3, 2.289565217391304)","(8.5, 12.5, 12.033333333333333)","(26.0, 60.0, 51.44444444444444)","(11.0, 16.0, 14.117647058823529)"
09-01-2023 15:51:54.141533,"(21.0, 46.0, 45.75)","(8.0, 12.0, 11.678571428571429)","(4.0, 5.2, 5.181818181818182)","(8.0, 11.5, 10.875)","(2.1, 2.3, 2.2828571428571425)","(8.5, 12.5, 12.051724137931034)","(26.0, 60.0, 51.44444444444444)","(11.0, 16.0, 14.117647058823529)"
09-01-2023 15:51:55.377803,"(21.0, 46.0, 45.75)","(8.0, 12.0, 11.678571428571429)","(4.0, 5.2, 5.181818181818182)","(8.0, 11.5, 10.933962264150944)","(2.1, 2.3, 2.2828571428571425)","(8.5, 12.5, 12.051724137931034)","(26.0, 60.0, 51.44444444444444)","(11.0, 16.0, 14.441176470588236)"
09-01-2023 15:51:56.601777,"(21.0, 46.0, 45.75)","(8.0, 12.0, 11.678571428571429)","(4.0, 5.2, 5.181818181818182)","(8.0, 11.5, 10.933962264150944)","(2.1, 2.3, 2.2873684210526313)","(8.5, 12.5, 12.117647058823529)","(26.0, 60.0, 51.44444444444444)","(11.0, 15.5, 14.625)"
09-01-2023 15:51:57.811701,"(21.0, 46.0, 45.75)","(8.0, 12.0, 11.678571428571429)","(4.0, 5.2, 5.118181818181818)","(8.0, 11.5, 11.1375)","(2.1, 2.3, 2.263157894736842)","(8.5, 12.5, 12.067567567567568)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.0, 14.76923076923077)"
09-01-2023 15:51:58.989294,"(21.0, 46.0, 45.75)","(8.0, 12.5, 12.2)","(4.0, 5.3, 5.218181818181819)","(8.0, 11.5, 11.63888888888889)","(2.1, 2.28, 2.245)","(8.5, 12.5, 12.067567567567568)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.0, 14.625)"
09-01-2023 15:52:00.201548,"(21.0, 46.0, 45.75)","(8.0, 12.5, 12.4)","(4.0, 5.2, 5.0928571428571425)","(8.0, 12.0, 11.583333333333334)","(2.1, 2.26, 2.24)","(8.5, 12.5, 12.117647058823529)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.0, 14.625)"
09-01-2023 15:52:01.362060,"(21.0, 46.0, 45.75)","(8.0, 12.5, 12.4)","(4.0, 5.1, 5.0928571428571425)","(8.0, 12.0, 11.545454545454545)","(2.05, 2.26, 2.2562962962962962)","(8.5, 12.5, 11.722222222222221)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.0, 14.625)"
09-01-2023 15:52:02.505097,"(21.0, 46.0, 45.75)","(8.0, 12.5, 12.083333333333334)","(4.0, 5.1, 5.094444444444444)","(8.0, 12.0, 11.75)","(2.05, 2.28, 2.2562962962962962)","(8.5, 12.0, 11.777777777777779)","(26.0, 60.0, 51.44444444444444)","(11.0, 15.0, 14.625)"
09-01-2023 15:52:03.686785,"(21.0, 46.0, 45.75)","(8.0, 12.5, 12.038461538461538)","(4.0, 5.1, 5.094444444444444)","(8.0, 12.0, 11.75)","(2.05, 2.28, 2.272)","(8.5, 12.0, 11.956521739130435)","(26.0, 60.0, 51.44444444444444)","(11.0, 15.0, 15.1)"
09-01-2023 15:52:04.832948,"(21.0, 46.0, 45.85)","(8.0, 12.5, 12.038461538461538)","(4.0, 5.2, 5.155)","(8.0, 11.0, 10.341463414634147)","(2.05, 2.28, 2.272)","(8.5, 12.0, 11.956521739130435)","(26.0, 60.0, 51.44444444444444)","(11.0, 15.5, 15.1)"
09-01-2023 15:52:05.957407,"(21.0, 46.0, 45.85)","(8.0, 12.5, 12.0)","(4.0, 5.2, 5.155)","(8.0, 11.5, 11.119047619047619)","(2.05, 2.28, 2.2675)","(8.5, 12.0, 11.956521739130435)","(26.0, 60.0, 51.44444444444444)","(11.0, 17.5, 15.605263157894736)"
09-01-2023 15:52:07.142436,"(21.0, 46.0, 44.0)","(8.0, 12.5, 11.8125)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.458333333333334)","(2.05, 2.26, 2.255238095238095)","(8.5, 13.0, 12.625)","(26.0, 60.0, 51.53846153846154)","(11.0, 17.5, 15.728571428571428)"
09-01-2023 15:52:08.344215,"(21.0, 46.0, 44.0)","(8.0, 12.5, 11.916666666666666)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.458333333333334)","(2.05, 2.26, 2.255238095238095)","(8.5, 13.0, 12.625)","(26.0, 60.0, 51.53846153846154)","(11.0, 17.5, 15.728571428571428)"
09-01-2023 15:52:09.559106,"(21.0, 48.0, 47.357142857142854)","(8.0, 12.5, 11.916666666666666)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.518518518518519)","(2.05, 2.26, 2.255238095238095)","(8.5, 13.0, 12.625)","(26.0, 60.0, 51.53846153846154)","(11.0, 17.5, 15.592307692307692)"
09-01-2023 15:52:10.725959,"(21.0, 48.0, 47.357142857142854)","(8.0, 12.5, 11.916666666666666)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.518518518518519)","(2.05, 2.26, 2.255238095238095)","(8.5, 13.0, 12.625)","(26.0, 60.0, 51.53846153846154)","(11.0, 17.5, 15.728571428571428)"
09-01-2023 15:52:11.850173,"(21.0, 48.0, 47.45454545454545)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.518518518518519)","(2.05, 2.26, 2.2666666666666666)","(8.5, 13.0, 12.693877551020408)","(26.0, 60.0, 51.44444444444444)","(11.0, 17.5, 15.592307692307692)"
09-01-2023 15:52:12.981875,"(21.0, 48.0, 47.45454545454545)","(8.0, 12.5, 12.033333333333333)","(4.0, 5.2, 5.130769230769231)","(8.0, 11.0, 10.518518518518519)","(2.05, 2.28, 2.255238095238095)","(8.5, 13.0, 12.642857142857142)","(26.0, 60.0, 51.44444444444444)","(11.0, 17.5, 15.95)"
09-01-2023 15:52:14.105555,"(21.0, 46.0, 45.87096774193549)","(8.0, 12.5, 12.033333333333333)","(4.0, 5.2, 5.1625)","(8.0, 11.0, 10.529411764705882)","(2.05, 2.26, 2.2745454545454544)","(9.0, 13.0, 12.66)","(26.0, 60.0, 51.53846153846154)","(11.0, 17.0, 15.277777777777779)"
09-01-2023 15:52:15.220176,"(21.0, 48.0, 47.625)","(8.0, 12.5, 12.033333333333333)","(4.0, 5.2, 5.155)","(8.0, 11.0, 10.529411764705882)","(2.05, 2.28, 2.2763636363636364)","(9.0, 13.0, 12.66)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.5, 15.045454545454545)"
09-01-2023 15:52:16.370537,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.155)","(8.0, 11.0, 10.526315789473685)","(2.05, 2.28, 2.269473684210526)","(9.0, 13.0, 12.642857142857142)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.5, 14.911764705882353)"
09-01-2023 15:52:17.509834,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.147826086956521)","(8.0, 11.0, 10.526315789473685)","(2.05, 2.28, 2.2725)","(9.0, 13.0, 12.61111111111111)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.5, 14.666666666666666)"
09-01-2023 15:52:18.628143,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.147826086956521)","(8.0, 11.0, 10.526315789473685)","(2.05, 2.3, 2.2766666666666664)","(9.0, 13.0, 12.66)","(26.0, 60.0, 51.53846153846154)","(11.0, 15.5, 14.810344827586206)"
09-01-2023 15:52:19.715988,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.147826086956521)","(8.0, 11.0, 10.526315789473685)","(2.05, 2.3, 2.2766666666666664)","(9.0, 13.0, 12.66)","(26.0, 60.0, 58.57142857142857)","(11.0, 15.5, 14.810344827586206)"
09-01-2023 15:52:20.793050,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.147826086956521)","(8.0, 11.0, 10.470588235294118)","(2.05, 2.3, 2.2705263157894735)","(9.0, 13.0, 12.66)","(26.0, 65.0, 53.75)","(11.0, 15.5, 14.75)"
09-01-2023 15:52:21.944192,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.921052631578947)","(4.0, 5.2, 5.1454545454545455)","(8.0, 11.0, 10.4375)","(2.05, 2.3, 2.2714285714285714)","(9.0, 13.0, 12.645833333333334)","(26.0, 65.0, 54.0)","(11.0, 15.0, 14.375)"
09-01-2023 15:52:23.110734,"(21.0, 48.0, 47.353846153846156)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.1454545454545455)","(8.0, 11.0, 10.521739130434783)","(2.05, 2.3, 2.2963636363636364)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 62.0)","(11.0, 14.5, 14.472222222222221)"
09-01-2023 15:52:24.282774,"(21.0, 48.0, 47.353846153846156)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.1454545454545455)","(8.0, 11.0, 10.521739130434783)","(2.05, 2.3, 2.2955555555555556)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 54.0)","(11.0, 14.5, 14.461538461538462)"
09-01-2023 15:52:25.485369,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.1454545454545455)","(8.0, 11.0, 10.521739130434783)","(2.05, 2.3, 2.2878260869565215)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 50.36363636363636)","(11.0, 14.5, 14.461538461538462)"
09-01-2023 15:52:26.620853,"(21.0, 48.0, 47.373134328358205)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.125)","(8.0, 11.0, 10.521739130434783)","(2.05, 2.3, 2.2955555555555556)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 54.0)","(11.0, 14.5, 14.461538461538462)"
09-01-2023 15:52:27.724676,"(21.0, 46.0, 45.904761904761905)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.104)","(8.0, 11.0, 10.521739130434783)","(2.05, 2.3, 2.2955555555555556)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.235294117647058)"
09-01-2023 15:52:28.784807,"(21.0, 48.0, 47.07692307692308)","(8.0, 12.5, 11.852941176470589)","(4.0, 5.2, 5.104)","(8.0, 11.0, 10.64516129032258)","(2.05, 2.3, 2.2878260869565215)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.092592592592592)"
09-01-2023 15:52:29.968443,"(21.0, 48.0, 46.875)","(8.0, 12.5, 11.9)","(4.0, 5.2, 5.055555555555555)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.3, 2.282)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.021739130434783)"
09-01-2023 15:52:31.189035,"(21.0, 48.0, 46.875)","(8.0, 12.5, 11.9)","(4.0, 5.2, 5.055555555555555)","(8.0, 11.0, 10.3125)","(2.05, 2.32, 2.2909090909090906)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.021739130434783)"
09-01-2023 15:52:32.368014,"(26.0, 48.0, 46.875)","(8.5, 12.5, 11.852941176470589)","(4.2, 5.2, 5.03)","(8.0, 11.0, 10.241379310344827)","(2.05, 2.3, 2.3528571428571428)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.166666666666666)"
09-01-2023 15:52:33.521534,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.069230769230769)","(8.0, 11.0, 10.3125)","(2.05, 2.36, 2.3386666666666667)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.0)","(11.0, 14.5, 14.182926829268293)"
09-01-2023 15:52:34.635965,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.069230769230769)","(8.0, 11.0, 10.3125)","(2.05, 2.34, 2.3438297872340423)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.182926829268293)"
09-01-2023 15:52:35.674223,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.1, 5.078571428571428)","(8.0, 11.0, 10.3125)","(2.05, 2.36, 2.3438297872340423)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.175)"
09-01-2023 15:52:36.836350,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.105882352941176)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.36, 2.336969696969697)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
09-01-2023 15:52:38.053108,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.1045454545454545)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.34, 2.3191304347826085)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
09-01-2023 15:52:39.341400,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.139473684210526)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.34, 2.308333333333333)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
09-01-2023 15:52:40.657000,"(26.0, 48.0, 46.83870967741935)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.1454545454545455)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.32, 2.336923076923077)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
09-01-2023 15:52:41.923680,"(26.0, 48.0, 46.875)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.1045454545454545)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.34, 2.313846153846154)","(9.0, 13.0, 12.596153846153847)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
09-01-2023 15:52:43.316053,"(26.0, 48.0, 46.714285714285715)","(8.5, 12.5, 11.976190476190476)","(4.2, 5.2, 5.105263157894736)","(8.0, 11.0, 10.290322580645162)","(2.05, 2.36, 2.3329999999999997)","(9.0, 13.0, 12.645833333333334)","(26.0, 70.0, 49.2)","(11.0, 14.5, 14.127906976744185)"
