,Campbell Best,Whateley,Yellow Bow,Straytothepoolroom,Enemy Lines,Galvarino,Dothedealdylan,Manhattan Lass,Power To Bolt,The Ringmaster
10-01-2023 20:49:35.670281,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:36.971829,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:38.390560,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:39.713212,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:41.126174,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:42.325493,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:43.535028,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:44.700967,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:45.903224,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 57.5)","(15.0, 44.0, 35.57142857142857)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.285714285714285)"
10-01-2023 20:49:47.327644,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:48.597149,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:49.889974,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:51.190300,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:52.436975,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:53.782247,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:55.022626,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:56.261477,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:57.606128,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:58.790530,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:49:59.977560,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:01.324400,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:02.548288,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:03.915799,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:05.196739,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:06.405767,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:07.692359,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:08.909981,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:10.127488,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:11.428928,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 25.909090909090907)"
10-01-2023 20:50:12.629818,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:13.926510,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 64.18181818181819)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:15.140076,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:16.382866,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:17.624946,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:18.836835,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:20.171005,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:21.371151,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:22.492732,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:23.760796,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:25.371722,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:27.032823,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:28.452658,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:29.833752,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:31.165442,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:32.449306,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:33.652739,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:34.808405,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:36.050425,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:37.407360,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:38.783141,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:40.072205,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 68.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:41.262559,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:42.463759,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:43.647328,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:44.917432,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:46.054239,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:47.223050,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:48.499640,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:49.711279,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:50.928683,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:52.158008,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:53.411751,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:54.750945,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:55.991523,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
10-01-2023 20:50:57.266537,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(31.0, 110.0, 82.0)","(15.0, 44.0, 24.333333333333336)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.78)","(5.0, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 24.285714285714285)"
