,Dr Greenthumb,On The Edge,Grillo,Zs So Good,Round Robin,Mr Jekyll
12-01-2023 09:35:39.645688,"(2.8, 3.75, 3.706521739130435)","(17.0, 24.0, 21.5)","(21.0, 27.0, 25.333333333333332)","(1.85, 2.2, 2.195555555555556)","(5.5, 5.8, 5.666666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:35:40.655809,"(2.8, 3.75, 3.7078947368421056)","(17.0, 24.0, 20.923076923076923)","(21.0, 27.0, 25.333333333333332)","(1.85, 2.2, 2.195555555555556)","(5.5, 5.7, 5.62)","(41.0, 99999, 99990)"
12-01-2023 09:35:41.632128,"(2.8, 3.75, 3.7078947368421056)","(17.0, 24.0, 20.923076923076923)","(21.0, 27.0, 25.333333333333332)","(1.85, 2.2, 2.1900000000000004)","(5.5, 5.7, 5.675)","(41.0, 99999, 99990)"
12-01-2023 09:35:42.509163,"(2.8, 3.75, 3.7078947368421056)","(17.0, 24.0, 21.09090909090909)","(21.0, 27.0, 25.333333333333332)","(1.85, 2.2, 2.1900000000000004)","(5.0, 5.7, 5.675)","(41.0, 99999, 99990)"
12-01-2023 09:35:43.433116,"(2.8, 3.75, 3.7078947368421056)","(17.0, 24.0, 21.333333333333332)","(21.0, 27.0, 25.333333333333332)","(1.85, 2.18, 2.176)","(5.0, 5.7, 5.678571428571429)","(41.0, 99999, 99990)"
12-01-2023 09:35:44.325018,"(2.8, 3.75, 3.723076923076923)","(17.0, 24.0, 21.333333333333332)","(21.0, 27.0, 25.571428571428573)","(1.85, 2.18, 2.166666666666667)","(5.0, 5.7, 5.678571428571429)","(41.0, 99999, 99990)"
12-01-2023 09:35:45.197165,"(2.8, 3.85, 3.8000000000000003)","(17.0, 24.0, 21.714285714285715)","(21.0, 27.0, 25.571428571428573)","(1.85, 2.18, 2.1659259259259263)","(5.0, 5.6, 5.576470588235294)","(41.0, 99999, 99990)"
12-01-2023 09:35:46.135828,"(2.8, 3.85, 3.8333333333333335)","(17.0, 24.0, 21.333333333333332)","(21.0, 27.0, 25.571428571428573)","(1.85, 2.18, 2.1675)","(5.0, 5.5, 5.2727272727272725)","(41.0, 99999, 99990)"
12-01-2023 09:35:47.073023,"(2.8, 3.9, 3.825)","(17.0, 25.0, 22.3)","(21.0, 27.0, 25.8)","(1.85, 2.18, 2.15125)","(5.0, 5.3, 5.35)","(41.0, 99999, 99990)"
12-01-2023 09:35:47.966874,"(2.8, 3.85, 3.8403225806451613)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.15125)","(5.0, 5.6, 5.35)","(41.0, 99999, 99990)"
12-01-2023 09:35:48.870766,"(2.8, 3.9, 3.8794871794871795)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.15125)","(5.0, 5.6, 5.54)","(41.0, 99999, 99990)"
12-01-2023 09:35:49.785440,"(2.8, 3.85, 3.841891891891892)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.1500000000000004)","(5.0, 5.6, 5.4)","(41.0, 99999, 99990)"
12-01-2023 09:35:50.742875,"(2.8, 3.8, 3.79)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.1500000000000004)","(5.0, 5.6, 5.4)","(41.0, 99999, 99990)"
12-01-2023 09:35:51.668622,"(2.8, 3.8, 3.79)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.1500000000000004)","(5.0, 5.6, 5.4)","(41.0, 99999, 99990)"
12-01-2023 09:35:52.622477,"(2.8, 3.8, 3.79)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.1563636363636367)","(5.0, 5.6, 5.257142857142857)","(41.0, 99999, 99990)"
12-01-2023 09:35:53.594024,"(2.8, 3.8, 3.792)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 26.6)","(1.85, 2.16, 2.176923076923077)","(5.0, 5.6, 5.413793103448276)","(41.0, 99999, 99990)"
12-01-2023 09:35:54.547316,"(2.8, 3.85, 3.832692307692308)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.4)","(1.85, 2.18, 2.1753846153846155)","(5.0, 5.6, 5.1499999999999995)","(41.0, 99999, 99990)"
12-01-2023 09:35:55.498034,"(2.8, 3.8, 3.792)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.4)","(1.85, 2.18, 2.1550000000000002)","(5.0, 5.6, 5.1499999999999995)","(41.0, 99999, 99990)"
12-01-2023 09:35:56.381705,"(2.8, 3.8, 3.789473684210526)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.4)","(1.85, 2.18, 2.161818181818182)","(5.0, 5.6, 5.1499999999999995)","(41.0, 99999, 99990)"
12-01-2023 09:35:57.266719,"(2.8, 3.8, 3.7888888888888888)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.16, 2.1533333333333333)","(5.0, 5.5, 5.25)","(41.0, 99999, 99990)"
12-01-2023 09:35:58.171012,"(2.8, 3.85, 3.8295454545454546)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.18, 2.161818181818182)","(5.0, 5.3, 5.166666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:35:59.104406,"(2.8, 3.8, 3.7904761904761903)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.18, 2.17375)","(5.0, 5.3, 5.27)","(41.0, 99999, 99990)"
12-01-2023 09:36:00.069568,"(2.8, 3.85, 3.814)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.18, 2.1764285714285716)","(5.0, 5.3, 5.271428571428571)","(41.0, 99999, 99990)"
12-01-2023 09:36:01.031208,"(2.8, 3.85, 3.8147058823529414)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.18, 2.1758620689655173)","(5.0, 5.3, 5.3)","(41.0, 99999, 99990)"
12-01-2023 09:36:01.973505,"(2.8, 3.85, 3.8369565217391304)","(17.0, 25.0, 21.285714285714285)","(21.0, 29.0, 27.5)","(1.85, 2.24, 2.234074074074074)","(5.0, 5.4, 5.2894736842105265)","(41.0, 99999, 99990)"
12-01-2023 09:36:02.842378,"(2.8, 3.85, 3.840909090909091)","(17.0, 25.0, 21.285714285714285)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.1950000000000003)","(5.0, 5.4, 5.2894736842105265)","(41.0, 99999, 99990)"
12-01-2023 09:36:03.747203,"(2.8, 3.8, 3.7976190476190474)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.199581151832461)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:04.703593,"(2.8, 3.8, 3.7976190476190474)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.1820689655172414)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:05.732193,"(2.8, 3.8, 3.7976190476190474)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.1925714285714286)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:06.697862,"(2.8, 3.8, 3.797222222222222)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.1925714285714286)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:07.710197,"(2.8, 3.8, 3.7925)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.1925714285714286)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:08.751535,"(2.8, 3.8, 3.7925)","(17.0, 25.0, 22.214285714285715)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.198095238095238)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:09.831599,"(2.8, 3.8, 3.7916666666666665)","(17.0, 24.0, 22.333333333333332)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.2085714285714286)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:10.854213,"(2.8, 3.8, 3.7916666666666665)","(17.0, 24.0, 22.636363636363637)","(21.0, 29.0, 27.5)","(1.85, 2.22, 2.187826086956522)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:11.805462,"(2.8, 3.8, 3.7916666666666665)","(17.0, 24.0, 22.636363636363637)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.187826086956522)","(5.0, 5.3, 5.26)","(41.0, 99999, 99990)"
12-01-2023 09:36:12.787212,"(2.8, 3.8, 3.7916666666666665)","(17.0, 24.0, 22.636363636363637)","(21.0, 29.0, 27.5)","(1.85, 2.2, 2.234)","(5.0, 5.3, 5.185714285714286)","(41.0, 99999, 99990)"
12-01-2023 09:36:13.729492,"(2.8, 3.8, 3.7916666666666665)","(17.0, 24.0, 22.636363636363637)","(21.0, 29.0, 27.5)","(1.85, 2.24, 2.23984)","(5.0, 5.2, 5.16)","(41.0, 99999, 99990)"
12-01-2023 09:36:14.623746,"(2.8, 3.8, 3.783333333333333)","(17.0, 24.0, 21.818181818181817)","(21.0, 29.0, 27.5)","(1.85, 2.24, 2.239823008849558)","(5.0, 5.2, 5.16)","(41.0, 99999, 99990)"
12-01-2023 09:36:15.540860,"(2.8, 3.75, 3.7147058823529413)","(17.0, 24.0, 22.333333333333332)","(21.0, 29.0, 27.5)","(1.85, 2.32, 2.3)","(5.0, 5.1, 4.591666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:36:16.508886,"(2.8, 3.75, 3.5999999999999996)","(17.0, 24.0, 21.857142857142858)","(21.0, 38.0, 34.0)","(1.85, 2.52, 2.356)","(5.0, 5.6, 6.2)","(41.0, 99999, 99990)"
12-01-2023 09:36:17.458272,"(2.8, 3.95, 3.5333333333333337)","(17.0, 34.0, 21.299999999999997)","(21.0, 46.0, 30.75)","(1.85, 2.86, 2.356)","(5.0, 8.0, 6.2)","(41.0, 99999, 99990)"
12-01-2023 09:36:18.460501,"(2.8, 3.95, 3.5333333333333337)","(17.0, 34.0, 21.299999999999997)","(21.0, 46.0, 30.75)","(1.85, 2.86, 2.7730434782608695)","(5.0, 5.1, 4.65)","(41.0, 99999, 99990)"
12-01-2023 09:36:19.397425,"(2.8, 3.95, 3.5333333333333337)","(17.0, 34.0, 26.0)","(21.0, 46.0, 30.75)","(1.85, 2.86, 2.7730434782608695)","(5.0, 5.1, 4.65)","(41.0, 99999, 99990)"
12-01-2023 09:36:20.297567,"(2.8, 3.95, 3.5333333333333337)","(17.0, 34.0, 26.0)","(21.0, 46.0, 30.75)","(1.85, 2.8, 2.485)","(5.0, 5.1, 4.65)","(41.0, 99999, 99990)"
12-01-2023 09:36:21.193658,"(2.8, 3.95, 3.592857142857143)","(17.0, 34.0, 26.0)","(21.0, 44.0, 34.5)","(1.85, 2.8, 2.4832)","(5.0, 5.1, 4.74)","(41.0, 99999, 99990)"
12-01-2023 09:36:22.068992,"(2.8, 3.95, 3.592857142857143)","(17.0, 34.0, 28.125)","(21.0, 44.0, 34.5)","(1.85, 2.54, 2.5383591508892716)","(5.0, 8.0, 5.6)","(41.0, 99999, 99990)"
12-01-2023 09:36:22.988417,"(2.8, 3.95, 3.592857142857143)","(17.0, 34.0, 28.125)","(21.0, 44.0, 34.5)","(1.85, 2.54, 2.4906122448979593)","(5.0, 8.0, 5.6)","(41.0, 99999, 99990)"
12-01-2023 09:36:24.091850,"(2.8, 3.95, 3.592857142857143)","(17.0, 34.0, 28.125)","(21.0, 11.5, 8.629591836734694)","(1.85, 2.42, 2.4844565217391303)","(5.0, 8.0, 5.6)","(41.0, 99999, 99990)"
