,Spring Bistro,Inner Tea Cup,Spring Axel,Bernie Boom,Barefoot Wah Wah,Black Monaro,Coonamble Kid,Spring Gault
06-01-2023 15:28:30.670953,"(2.9, 3.5, 3.465)","(9.0, 12.5, 10.7)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.333333333333334)","(21.0, 34.0, 27.41176470588235)","(16.0, 26.0, 23.517241379310345)","(1.9, 2.5, 2.485)","(81.0, 250.0, 246.20689655172413)"
06-01-2023 15:28:31.775792,"(2.9, 3.5, 3.465)","(9.0, 12.5, 10.7)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.428571428571429)","(21.0, 34.0, 27.41176470588235)","(16.0, 26.0, 23.517241379310345)","(1.9, 2.5, 2.476)","(81.0, 250.0, 223.60000000000002)"
06-01-2023 15:28:33.072760,"(2.9, 3.45, 3.4000000000000004)","(9.0, 12.5, 11.033333333333333)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.5)","(21.0, 34.0, 27.41176470588235)","(16.0, 26.0, 23.517241379310345)","(1.9, 2.5, 2.506666666666667)","(81.0, 250.0, 201.47058823529412)"
06-01-2023 15:28:34.257090,"(2.9, 3.45, 3.3642857142857143)","(9.0, 12.5, 11.033333333333333)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.461538461538462)","(21.0, 34.0, 27.41176470588235)","(16.0, 26.0, 23.517241379310345)","(1.9, 2.56, 2.512)","(81.0, 250.0, 178.0)"
06-01-2023 15:28:35.506475,"(2.9, 3.45, 3.2976190476190474)","(9.0, 12.5, 10.666666666666666)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.461538461538462)","(21.0, 34.0, 27.09090909090909)","(16.0, 26.0, 23.942857142857143)","(1.9, 2.56, 2.548)","(81.0, 180.0, 178.33333333333334)"
06-01-2023 15:28:36.711424,"(2.9, 3.4, 3.35)","(9.0, 12.5, 10.650943396226415)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.45)","(21.0, 34.0, 27.09090909090909)","(16.0, 26.0, 23.970588235294116)","(1.9, 2.56, 2.56)","(81.0, 180.0, 178.33333333333334)"
06-01-2023 15:28:37.788598,"(2.9, 3.4, 3.2714285714285714)","(9.0, 12.5, 10.555555555555555)","(31.0, 60.0, 48.18181818181818)","(7.0, 9.6, 9.45)","(21.0, 34.0, 27.09090909090909)","(16.0, 26.0, 23.942857142857143)","(1.9, 2.58, 2.48)","(81.0, 180.0, 208.3783783783784)"
06-01-2023 15:28:38.888817,"(2.9, 3.4, 3.3857142857142857)","(9.0, 12.5, 10.350877192982455)","(31.0, 60.0, 44.705882352941174)","(7.0, 9.6, 9.5)","(21.0, 34.0, 27.0)","(16.0, 26.0, 23.942857142857143)","(1.95, 2.58, 2.5326315789473686)","(81.0, 250.0, 208.3783783783784)"
06-01-2023 15:28:40.048971,"(2.9, 3.4, 3.375)","(9.0, 11.5, 11.416666666666666)","(31.0, 60.0, 47.0)","(7.0, 9.6, 9.45)","(21.0, 34.0, 27.0)","(16.0, 26.0, 23.88235294117647)","(1.95, 2.58, 2.522727272727273)","(81.0, 250.0, 178.33333333333334)"
06-01-2023 15:28:41.199089,"(2.9, 3.4, 3.375)","(9.0, 11.5, 11.0)","(31.0, 60.0, 47.0)","(7.0, 9.6, 9.5)","(21.0, 34.0, 29.0)","(16.0, 26.0, 23.517241379310345)","(1.95, 2.58, 2.5393103448275864)","(81.0, 180.0, 178.33333333333334)"
06-01-2023 15:28:42.250322,"(2.9, 3.4, 3.375)","(9.0, 11.5, 11.0)","(31.0, 60.0, 42.666666666666664)","(7.0, 9.6, 9.5)","(21.0, 30.0, 26.8)","(16.0, 26.0, 24.26923076923077)","(1.95, 2.56, 2.3601041666666664)","(81.0, 180.0, 178.33333333333334)"
06-01-2023 15:28:43.361626,"(2.9, 3.45, 3.3600000000000003)","(9.0, 12.0, 11.157894736842106)","(31.0, 60.0, 48.0)","(7.0, 9.6, 9.485714285714286)","(21.0, 30.0, 27.333333333333332)","(16.0, 26.0, 24.17391304347826)","(1.95, 2.4, 2.373333333333333)","(81.0, 180.0, 178.57142857142856)"
06-01-2023 15:28:44.487852,"(2.9, 3.55, 3.4562500000000003)","(9.0, 12.0, 10.56)","(31.0, 60.0, 48.0)","(7.0, 9.8, 9.485714285714286)","(21.0, 30.0, 27.333333333333332)","(16.0, 26.0, 24.17391304347826)","(1.95, 2.38, 2.341522842639594)","(81.0, 180.0, 178.57142857142856)"
06-01-2023 15:28:45.575078,"(2.9, 3.55, 3.4583333333333335)","(9.0, 12.0, 10.758620689655173)","(31.0, 60.0, 51.42857142857143)","(7.0, 9.8, 9.552631578947368)","(21.0, 30.0, 32.857142857142854)","(16.0, 26.0, 28.25)","(1.95, 2.4, 2.3633333333333333)","(81.0, 180.0, 236.42857142857144)"
06-01-2023 15:28:46.712647,"(2.9, 3.75, 3.46)","(9.0, 12.0, 11.090909090909092)","(31.0, 60.0, 50.434782608695656)","(7.0, 10.0, 9.65)","(21.0, 34.0, 29.5)","(16.0, 29.0, 28.0)","(1.95, 2.4, 2.3261538461538462)","(81.0, 240.0, 201.53846153846155)"
06-01-2023 15:28:47.912943,"(2.9, 3.6, 3.52)","(9.0, 12.0, 11.208333333333334)","(31.0, 60.0, 51.53846153846154)","(7.0, 9.8, 9.65)","(21.0, 34.0, 29.5)","(16.0, 29.0, 25.5)","(1.95, 2.4, 2.3499999999999996)","(81.0, 240.0, 204.28571428571428)"
06-01-2023 15:28:49.121158,"(2.9, 3.6, 3.516)","(9.0, 12.0, 11.26923076923077)","(31.0, 60.0, 51.53846153846154)","(7.0, 9.8, 9.700000000000001)","(21.0, 34.0, 28.46153846153846)","(16.0, 29.0, 25.5)","(1.95, 2.38, 2.243505154639175)","(81.0, 240.0, 175.71428571428572)"
06-01-2023 15:28:50.423630,"(2.9, 3.8, 3.7666666666666666)","(9.0, 12.5, 12.023255813953488)","(31.0, 60.0, 53.04347826086956)","(7.0, 10.5, 9.664285714285715)","(21.0, 34.0, 29.875)","(16.0, 30.0, 32.44444444444444)","(1.95, 2.1, 2.1942857142857144)","(81.0, 240.0, 172.5)"
06-01-2023 15:28:51.492012,"(2.9, 3.75, 3.6566666666666667)","(9.0, 12.5, 11.294117647058824)","(31.0, 60.0, 53.04347826086956)","(7.0, 10.5, 9.850000000000001)","(21.0, 34.0, 30.7)","(16.0, 34.0, 31.5)","(1.95, 2.24, 2.2162962962962967)","(81.0, 240.0, 171.42857142857142)"
06-01-2023 15:28:52.621621,"(2.9, 3.75, 3.6566666666666667)","(9.0, 12.5, 11.525)","(31.0, 60.0, 53.04347826086956)","(7.0, 10.5, 9.850000000000001)","(21.0, 34.0, 30.7)","(16.0, 34.0, 32.666666666666664)","(1.95, 2.24, 2.211818181818182)","(81.0, 240.0, 184.6153846153846)"
06-01-2023 15:28:53.779782,"(2.9, 3.75, 3.6566666666666667)","(9.0, 12.5, 11.522222222222222)","(31.0, 60.0, 53.14285714285714)","(7.0, 10.5, 10.045)","(21.0, 34.0, 29.6)","(16.0, 34.0, 30.666666666666668)","(1.95, 2.22, 2.2446153846153845)","(81.0, 240.0, 176.47058823529412)"
06-01-2023 15:28:54.852730,"(2.9, 3.75, 3.65625)","(9.0, 12.5, 11.522222222222222)","(31.0, 60.0, 53.14285714285714)","(7.0, 10.5, 10.022727272727273)","(21.0, 34.0, 29.263157894736842)","(16.0, 34.0, 29.714285714285715)","(1.95, 2.32, 2.277142857142857)","(81.0, 240.0, 156.92307692307693)"
06-01-2023 15:28:55.920106,"(2.9, 3.75, 3.658695652173913)","(9.0, 12.5, 11.520408163265307)","(31.0, 60.0, 48.0)","(7.0, 10.5, 9.882352941176471)","(21.0, 34.0, 29.6)","(16.0, 34.0, 30.923076923076923)","(1.95, 2.3, 2.2485714285714287)","(81.0, 240.0, 210.0)"
06-01-2023 15:28:56.978871,"(2.9, 3.75, 3.65)","(9.0, 12.5, 11.522222222222222)","(31.0, 60.0, 52.0)","(7.0, 10.5, 9.907692307692308)","(21.0, 34.0, 29.416666666666668)","(16.0, 34.0, 31.692307692307693)","(1.95, 2.26, 2.0815841584158417)","(81.0, 240.0, 155.625)"
06-01-2023 15:28:58.055504,"(2.9, 3.75, 3.741025641025641)","(9.0, 12.5, 12.022727272727273)","(31.0, 60.0, 47.55555555555556)","(7.0, 10.5, 10.41025641025641)","(21.0, 34.0, 35.36363636363636)","(16.0, 34.0, 31.058823529411764)","(1.9, 2.1, 2.081242937853107)","(81.0, 240.0, 210.0)"
06-01-2023 15:28:59.192223,"(2.9, 3.85, 3.803846153846154)","(9.0, 12.5, 11.614285714285714)","(31.0, 50.0, 47.81818181818182)","(7.0, 11.0, 10.520833333333334)","(21.0, 36.0, 35.333333333333336)","(16.0, 34.0, 31.6)","(1.9, 2.1, 2.0807058823529414)","(81.0, 240.0, 156.92307692307693)"
06-01-2023 15:29:00.296439,"(2.9, 3.85, 3.8055555555555554)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.44444444444444)","(7.0, 11.0, 10.520833333333334)","(21.0, 38.0, 32.88)","(16.0, 34.0, 35.5)","(1.9, 2.1, 2.081057268722467)","(81.0, 240.0, 156.92307692307693)"
06-01-2023 15:29:01.639654,"(2.9, 3.85, 3.782258064516129)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.72727272727273)","(7.0, 11.0, 10.520833333333334)","(21.0, 38.0, 34.0)","(16.0, 36.0, 32.46153846153846)","(1.9, 2.1, 2.111818181818182)","(81.0, 240.0, 166.0)"
06-01-2023 15:29:02.887555,"(2.9, 3.85, 3.782258064516129)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.72727272727273)","(7.0, 11.0, 10.515151515151516)","(21.0, 36.0, 33.55555555555556)","(16.0, 38.0, 32.46153846153846)","(1.9, 2.12, 2.1365384615384615)","(81.0, 230.0, 158.0)"
06-01-2023 15:29:04.113979,"(2.9, 3.85, 3.7796875)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.72727272727273)","(7.0, 11.0, 10.627906976744185)","(21.0, 34.0, 33.55555555555556)","(16.0, 38.0, 32.375)","(1.9, 2.14, 2.1171428571428574)","(81.0, 230.0, 157.27272727272728)"
06-01-2023 15:29:05.216909,"(2.9, 3.85, 3.7708333333333335)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.72727272727273)","(7.0, 11.0, 10.666666666666666)","(21.0, 34.0, 33.55555555555556)","(16.0, 38.0, 32.375)","(1.9, 2.12, 2.1312727272727274)","(81.0, 230.0, 157.27272727272728)"
06-01-2023 15:29:06.373224,"(2.9, 3.85, 3.7708333333333335)","(9.0, 12.5, 11.74390243902439)","(31.0, 50.0, 46.72727272727273)","(7.0, 11.0, 10.666666666666666)","(21.0, 34.0, 33.55555555555556)","(16.0, 38.0, 33.714285714285715)","(1.9, 2.14, 2.17)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:07.699310,"(2.9, 3.85, 3.7441176470588236)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 11.0, 10.375)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.55555555555556)","(1.9, 2.18, 2.1193939393939396)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:08.920416,"(2.9, 3.85, 3.7441176470588236)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.375)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.5)","(1.9, 2.12, 2.1365714285714286)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:09.965612,"(2.9, 3.8, 3.7888888888888888)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.444444444444445)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.285714285714285)","(1.9, 2.14, 2.1382089552238805)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:11.065069,"(2.9, 3.8, 3.7421052631578946)","(9.0, 12.5, 11.768292682926829)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.4)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.0)","(1.9, 2.14, 2.1382089552238805)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:12.193559,"(2.9, 3.8, 3.7421052631578946)","(9.0, 12.5, 11.768292682926829)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.333333333333334)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.0)","(1.9, 2.14, 2.1512000000000002)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:13.242042,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.768292682926829)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.333333333333334)","(21.0, 34.0, 33.6)","(17.0, 38.0, 33.0)","(1.9, 2.16, 2.1382089552238805)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:14.309759,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.768292682926829)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.409090909090908)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.1382089552238805)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:15.397954,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.346153846153847)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.08695652173913)","(1.9, 2.14, 2.1422222222222222)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:16.480277,"(2.9, 3.8, 3.741935483870968)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.346153846153847)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.08695652173913)","(1.9, 2.18, 2.123548387096774)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:17.637891,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.214285714285714)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.135555555555556)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:18.702905,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.333333333333334)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.1372602739726028)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:19.783368,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.333333333333334)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.1372602739726028)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:20.948618,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.25)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.135068493150685)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:22.168634,"(2.9, 3.8, 3.75)","(9.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.0, 10.5, 10.346153846153847)","(21.0, 34.0, 33.6)","(17.0, 38.0, 34.526315789473685)","(1.9, 2.14, 2.13830985915493)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:23.300729,"(3.0, 3.8, 3.75)","(10.0, 12.5, 11.761904761904763)","(31.0, 50.0, 46.2)","(7.5, 10.5, 10.333333333333334)","(21.0, 34.0, 34.23529411764706)","(19.0, 38.0, 34.857142857142854)","(1.85, 2.14, 2.0638997214484682)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:24.604149,"(3.0, 3.85, 3.81)","(10.0, 12.5, 12.18421052631579)","(31.0, 50.0, 46.275862068965516)","(7.5, 11.0, 10.25531914893617)","(21.0, 38.0, 33.857142857142854)","(19.0, 38.0, 34.526315789473685)","(1.85, 2.08, 2.0635593220338984)","(81.0, 230.0, 158.88888888888889)"
06-01-2023 15:29:25.769690,"(3.0, 3.85, 3.8456521739130434)","(10.0, 13.5, 12.576923076923077)","(31.0, 50.0, 46.275862068965516)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 34.90909090909091)","(19.0, 38.0, 34.526315789473685)","(1.85, 2.08, 2.064)","(81.0, 230.0, 192.66666666666669)"
06-01-2023 15:29:27.022598,"(3.0, 3.85, 3.8456521739130434)","(10.0, 13.5, 12.48)","(31.0, 50.0, 46.275862068965516)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.666666666666664)","(19.0, 38.0, 34.7)","(1.85, 2.08, 2.064)","(81.0, 230.0, 203.94736842105263)"
06-01-2023 15:29:28.171257,"(3.0, 3.85, 3.8456521739130434)","(10.0, 13.5, 12.48)","(31.0, 50.0, 46.275862068965516)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.18181818181818)","(19.0, 38.0, 34.7)","(1.85, 2.08, 2.0636655948553053)","(81.0, 230.0, 206.42857142857144)"
06-01-2023 15:29:29.377914,"(3.0, 3.85, 3.8447368421052635)","(10.0, 13.5, 12.555555555555555)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.18181818181818)","(19.0, 38.0, 34.857142857142854)","(1.85, 2.08, 2.0645418326693226)","(81.0, 230.0, 206.42857142857144)"
06-01-2023 15:29:30.493917,"(3.0, 3.85, 3.8447368421052635)","(10.0, 13.5, 12.48)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.18181818181818)","(19.0, 38.0, 34.857142857142854)","(1.85, 2.08, 2.065560975609756)","(81.0, 230.0, 202.3076923076923)"
06-01-2023 15:29:31.630243,"(3.0, 3.85, 3.8447368421052635)","(10.0, 13.5, 12.48)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.18181818181818)","(19.0, 38.0, 34.57142857142857)","(1.85, 2.08, 2.0658823529411765)","(81.0, 230.0, 203.94736842105263)"
06-01-2023 15:29:32.869622,"(3.0, 3.85, 3.8447368421052635)","(10.0, 13.5, 12.48)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.235294117647058)","(21.0, 36.0, 32.18181818181818)","(19.0, 36.0, 34.7)","(1.85, 2.08, 2.0545454545454547)","(81.0, 230.0, 217.14285714285714)"
06-01-2023 15:29:34.043526,"(3.0, 3.9, 3.828205128205128)","(10.0, 13.5, 12.75)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.351851851851851)","(21.0, 36.0, 32.18181818181818)","(19.0, 38.0, 34.7)","(1.85, 2.08, 2.057254901960784)","(81.0, 220.0, 185.0)"
06-01-2023 15:29:35.172355,"(3.0, 3.9, 3.828205128205128)","(10.0, 13.5, 12.74)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.277777777777779)","(21.0, 36.0, 32.18181818181818)","(21.0, 38.0, 34.7)","(1.85, 2.08, 2.057254901960784)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:36.373731,"(3.0, 3.9, 3.8249999999999997)","(10.0, 13.5, 12.708333333333334)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.3)","(21.0, 36.0, 32.18181818181818)","(21.0, 38.0, 34.7)","(1.85, 2.08, 2.051014492753623)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:37.602639,"(3.0, 3.9, 3.8249999999999997)","(10.0, 13.5, 12.78)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.3)","(21.0, 36.0, 32.18181818181818)","(21.0, 38.0, 34.7)","(1.85, 2.08, 2.046666666666667)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:38.980599,"(3.0, 3.9, 3.826470588235294)","(10.0, 13.5, 12.76923076923077)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.3)","(21.0, 36.0, 31.8)","(21.0, 38.0, 34.7)","(1.85, 2.06, 2.0552380952380953)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:40.207628,"(3.0, 3.9, 3.824324324324324)","(10.0, 13.5, 12.74)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.277777777777779)","(21.0, 36.0, 32.5)","(21.0, 38.0, 34.7)","(1.85, 2.06, 2.0552380952380953)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:41.442648,"(3.0, 3.9, 3.8249999999999997)","(10.0, 13.5, 12.803030303030303)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 32.5)","(21.0, 38.0, 35.77777777777778)","(1.85, 2.06, 2.056551724137931)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:42.656310,"(3.0, 3.9, 3.843243243243243)","(10.0, 13.5, 12.78125)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.38961038961039)","(21.0, 36.0, 31.57894736842105)","(21.0, 38.0, 36.08695652173913)","(1.85, 2.06, 2.0621428571428573)","(91.0, 220.0, 208.33333333333331)"
06-01-2023 15:29:43.850227,"(3.0, 3.9, 3.843243243243243)","(10.0, 13.5, 12.78125)","(31.0, 50.0, 46.4)","(7.5, 11.0, 10.38961038961039)","(21.0, 36.0, 32.18181818181818)","(21.0, 38.0, 36.08695652173913)","(1.85, 2.08, 2.061818181818182)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:45.013500,"(3.0, 3.95, 3.9333333333333336)","(10.0, 13.5, 12.78125)","(31.0, 50.0, 45.44)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 32.18181818181818)","(21.0, 38.0, 32.78260869565217)","(1.85, 2.08, 2.052459016393443)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:46.101775,"(3.0, 3.95, 3.882)","(10.0, 13.0, 12.704545454545455)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 31.57894736842105)","(21.0, 38.0, 35.25)","(1.85, 2.06, 2.0585365853658537)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:47.278648,"(3.0, 3.95, 3.9000000000000004)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 31.57894736842105)","(21.0, 36.0, 32.94736842105263)","(1.85, 2.06, 2.0536170212765956)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:48.355555,"(3.0, 3.95, 3.8924242424242426)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 31.333333333333332)","(21.0, 38.0, 32.333333333333336)","(1.85, 2.06, 2.0548837209302326)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:49.463655,"(3.0, 3.95, 3.901515151515152)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 31.333333333333332)","(21.0, 36.0, 32.333333333333336)","(1.85, 2.06, 2.064390243902439)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:50.564419,"(3.0, 3.95, 3.912857142857143)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 31.333333333333332)","(21.0, 36.0, 32.1)","(1.85, 2.08, 2.064390243902439)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:51.741935,"(3.0, 3.9, 3.882142857142857)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 32.34782608695652)","(21.0, 36.0, 32.1)","(1.85, 2.08, 2.064390243902439)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:52.938683,"(3.0, 3.95, 3.9000000000000004)","(10.0, 13.0, 12.68)","(31.0, 50.0, 47.51724137931034)","(7.5, 11.0, 10.338028169014084)","(21.0, 36.0, 32.0)","(21.0, 36.0, 32.1)","(1.85, 2.08, 2.062222222222222)","(91.0, 220.0, 185.0)"
06-01-2023 15:29:54.094418,"(3.0, 3.95, 3.9000000000000004)","(10.0, 13.0, 12.692307692307692)","(31.0, 50.0, 47.76)","(7.5, 11.0, 10.918604651162791)","(21.0, 36.0, 34.0)","(21.0, 36.0, 34.0)","(1.85, 2.08, 2.00258064516129)","(91.0, 220.0, 160.0)"
06-01-2023 15:29:55.317344,"(3.0, 4.0, 3.9575757575757575)","(10.0, 13.5, 13.117647058823529)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.986486486486486)","(21.0, 36.0, 34.666666666666664)","(21.0, 36.0, 34.5)","(1.85, 2.02, 2.0130232558139536)","(91.0, 230.0, 160.0)"
06-01-2023 15:29:56.476432,"(3.0, 4.0, 3.9313725490196076)","(10.0, 13.5, 13.105263157894736)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 36.0, 34.476190476190474)","(21.0, 36.0, 35.333333333333336)","(1.85, 2.02, 2.0130232558139536)","(91.0, 230.0, 195.0)"
06-01-2023 15:29:57.692380,"(3.0, 4.0, 3.930188679245283)","(10.0, 13.5, 13.095238095238095)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 40.0, 34.51724137931034)","(21.0, 36.0, 35.333333333333336)","(1.85, 2.02, 2.0130232558139536)","(91.0, 230.0, 195.0)"
06-01-2023 15:29:58.822054,"(3.0, 4.0, 3.9307692307692306)","(10.0, 13.5, 12.87037037037037)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 40.0, 32.875)","(21.0, 36.0, 33.77777777777778)","(1.85, 2.02, 2.0136170212765956)","(91.0, 230.0, 195.0)"
06-01-2023 15:29:59.856816,"(3.0, 4.0, 3.9339285714285714)","(10.0, 13.5, 12.87037037037037)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 40.0, 32.875)","(21.0, 36.0, 33.77777777777778)","(1.85, 2.02, 2.0136170212765956)","(91.0, 230.0, 195.0)"
06-01-2023 15:30:00.958367,"(3.0, 3.95, 3.9235294117647057)","(10.0, 13.5, 12.87037037037037)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 40.0, 33.371428571428574)","(21.0, 36.0, 35.2)","(1.85, 2.04, 2.0274881516587677)","(91.0, 230.0, 195.0)"
06-01-2023 15:30:01.990184,"(3.0, 3.95, 3.903571428571429)","(10.0, 13.5, 12.87037037037037)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.909090909090908)","(21.0, 40.0, 33.371428571428574)","(21.0, 36.0, 33.77777777777778)","(1.85, 2.04, 2.027663551401869)","(91.0, 230.0, 195.0)"
06-01-2023 15:30:03.138841,"(3.0, 3.95, 3.9157894736842107)","(10.0, 13.5, 12.944444444444445)","(31.0, 50.0, 47.76)","(7.5, 11.5, 11.035714285714286)","(21.0, 40.0, 33.371428571428574)","(21.0, 36.0, 33.77777777777778)","(1.85, 2.04, 2.027663551401869)","(91.0, 230.0, 195.0)"
06-01-2023 15:30:04.476745,"(3.0, 3.95, 3.8990909090909094)","(10.0, 13.5, 13.08695652173913)","(31.0, 50.0, 47.76)","(7.5, 11.5, 10.977611940298507)","(21.0, 40.0, 33.46478873239437)","(21.0, 36.0, 35.5)","(1.85, 2.04, 2.025)","(91.0, 230.0, 195.0)"
