,Lord Donovan,Trigger Happy,Bocage,Autarchy,Minnie Mouse,Waipapa,Love Nesst,Cocktail Lad,Pay Wave
12-01-2023 13:55:03.070279,"(7.5, 10.0, 9.672727272727274)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.640000000000001)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 34.5)"
12-01-2023 13:55:04.630000,"(7.5, 10.0, 9.65)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.640000000000001)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:05.924385,"(7.5, 9.8, 9.65)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:07.330672,"(7.5, 9.8, 9.65)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:08.735804,"(7.5, 9.8, 9.65)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:10.145477,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:11.505369,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.603571428571429)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:12.930875,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.535714285714286)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:14.418048,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.535714285714286)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:15.887823,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.535714285714286)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:17.294381,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.516326530612245)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.23)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 58.5)","(18.0, 46.0, 30.0)"
12-01-2023 13:55:18.663237,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.516326530612245)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.233333333333333)","(5.5, 8.0, 7.652631578947369)","(4.8, 6.0, 5.972602739726027)","(31.0, 75.0, 53.0)","(18.0, 46.0, 33.0)"
12-01-2023 13:55:19.971714,"(7.5, 9.8, 9.553846153846154)","(4.6, 5.7, 5.516326530612245)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.888888888888888)","(4.6, 5.5, 5.233333333333333)","(5.5, 8.0, 7.748571428571429)","(4.8, 6.0, 5.969230769230769)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:21.272757,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.54074074074074)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.85)","(4.6, 5.5, 5.2250000000000005)","(5.5, 8.0, 7.696551724137931)","(4.8, 6.0, 5.944444444444445)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:22.547417,"(7.5, 9.8, 9.5)","(4.6, 5.6, 5.464285714285714)","(41.0, 75.0, 68.25)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.62)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:23.850604,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.464285714285714)","(41.0, 75.0, 66.0)","(4.8, 7.2, 6.733333333333333)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.421052631578948)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:25.149119,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.464285714285714)","(41.0, 75.0, 61.5)","(4.8, 7.2, 6.9)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.421052631578948)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:26.510476,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.4411764705882355)","(41.0, 75.0, 61.5)","(4.8, 7.0, 6.9)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.32)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 53.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:27.877672,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.450943396226416)","(41.0, 75.0, 61.5)","(4.8, 7.0, 6.9)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.377777777777778)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 46.125)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:29.299096,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.450943396226416)","(41.0, 75.0, 61.5)","(4.8, 7.0, 6.9)","(4.6, 5.5, 5.2176470588235295)","(5.5, 7.8, 7.446153846153846)","(4.8, 6.0, 5.958333333333334)","(31.0, 75.0, 49.0)","(18.0, 44.0, 33.0)"
12-01-2023 13:55:30.601497,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.487096774193549)","(41.0, 75.0, 61.5)","(4.8, 7.0, 6.95)","(4.6, 5.5, 5.141935483870967)","(5.5, 7.6, 7.177777777777778)","(4.8, 6.0, 5.96)","(31.0, 70.0, 46.0)","(18.0, 44.0, 38.333333333333336)"
12-01-2023 13:55:31.934719,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.487096774193549)","(41.0, 75.0, 70.2)","(4.8, 7.0, 6.92)","(4.6, 5.2, 5.141935483870967)","(5.5, 7.4, 7.224561403508772)","(4.8, 6.0, 5.96)","(31.0, 70.0, 47.5)","(18.0, 44.0, 38.333333333333336)"
12-01-2023 13:55:33.310602,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.487096774193549)","(41.0, 85.0, 70.2)","(4.8, 7.2, 6.92)","(4.6, 5.2, 5.152380952380953)","(5.5, 7.4, 7.224561403508772)","(4.8, 6.0, 5.96)","(31.0, 70.0, 47.5)","(18.0, 44.0, 38.333333333333336)"
12-01-2023 13:55:34.659830,"(7.5, 9.8, 9.5)","(4.6, 5.7, 5.487096774193549)","(41.0, 85.0, 70.2)","(4.8, 7.2, 6.9)","(4.6, 5.2, 5.152380952380953)","(5.5, 7.4, 7.224561403508772)","(4.8, 6.0, 5.96)","(31.0, 70.0, 47.5)","(18.0, 44.0, 38.333333333333336)"
12-01-2023 13:55:35.950836,"(8.0, 9.8, 9.5)","(4.6, 5.7, 5.487096774193549)","(41.0, 85.0, 70.2)","(5.0, 7.2, 6.9)","(4.4, 5.2, 5.187012987012987)","(5.5, 7.4, 7.214814814814815)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 44.0, 41.57142857142857)"
12-01-2023 13:55:37.304844,"(8.0, 9.8, 9.5)","(4.6, 5.7, 5.488524590163935)","(41.0, 85.0, 70.2)","(5.0, 7.2, 6.92)","(4.4, 5.2, 5.1875)","(5.5, 7.4, 7.177777777777778)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 44.0, 41.57142857142857)"
12-01-2023 13:55:38.541635,"(8.0, 9.8, 9.505263157894737)","(4.6, 5.7, 5.488524590163935)","(41.0, 85.0, 70.2)","(5.0, 7.2, 6.984615384615385)","(4.4, 5.2, 5.1875)","(5.5, 7.2, 7.177777777777778)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 44.0, 43.285714285714285)"
12-01-2023 13:55:39.794569,"(8.0, 9.4, 9.043243243243243)","(4.6, 5.7, 5.4984375000000005)","(41.0, 85.0, 75.75)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1875)","(5.5, 7.2, 7.16)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 43.285714285714285)"
12-01-2023 13:55:41.081999,"(8.0, 9.4, 9.043243243243243)","(4.6, 5.7, 5.4984375000000005)","(41.0, 85.0, 75.75)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.2, 7.16)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 34.666666666666664)"
12-01-2023 13:55:42.378730,"(8.0, 9.4, 8.878947368421054)","(4.6, 5.7, 5.4984375000000005)","(41.0, 85.0, 75.75)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.2, 7.16)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 34.666666666666664)"
12-01-2023 13:55:43.625911,"(8.0, 9.4, 8.878947368421054)","(4.6, 5.7, 5.4984375000000005)","(41.0, 85.0, 75.75)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.2, 7.16)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 34.666666666666664)"
12-01-2023 13:55:44.977603,"(8.0, 9.4, 8.878947368421054)","(4.6, 5.7, 5.4984375000000005)","(41.0, 85.0, 75.75)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.2, 6.888888888888888)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 34.666666666666664)"
12-01-2023 13:55:46.633770,"(8.0, 9.4, 8.96)","(4.6, 5.7, 5.434285714285715)","(41.0, 85.0, 76.0)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.0, 6.825352112676057)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 34.666666666666664)"
12-01-2023 13:55:48.015931,"(8.0, 9.4, 8.96)","(4.6, 5.7, 5.509756097560976)","(41.0, 90.0, 76.0)","(5.0, 7.2, 7.026086956521739)","(4.4, 5.2, 5.1866666666666665)","(5.5, 7.0, 6.825352112676057)","(5.0, 6.0, 5.96)","(31.0, 70.0, 52.0)","(19.0, 46.0, 38.0)"
12-01-2023 13:55:49.453456,"(8.0, 9.4, 8.96)","(4.6, 5.7, 5.416363636363636)","(41.0, 90.0, 79.33333333333333)","(5.0, 7.2, 7.070967741935484)","(4.4, 5.2, 5.214285714285714)","(5.5, 7.0, 6.694736842105263)","(5.0, 6.0, 5.9714285714285715)","(31.0, 70.0, 55.0)","(19.0, 46.0, 39.6)"
12-01-2023 13:55:50.990655,"(7.5, 9.4, 8.96)","(4.6, 5.7, 5.548051948051948)","(31.0, 95.0, 79.33333333333333)","(5.5, 7.2, 7.070967741935484)","(4.4, 5.3, 5.214285714285714)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.9714285714285715)","(31.0, 70.0, 55.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:52.356291,"(7.5, 9.4, 8.96)","(4.6, 5.6, 5.548051948051948)","(31.0, 95.0, 79.33333333333333)","(5.5, 7.2, 7.070967741935484)","(4.4, 5.3, 5.233333333333333)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.9714285714285715)","(31.0, 70.0, 55.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:53.868889,"(7.5, 9.4, 8.975609756097562)","(4.6, 5.6, 5.38)","(31.0, 95.0, 79.33333333333333)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.233333333333333)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.9714285714285715)","(31.0, 70.0, 55.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:54.996460,"(7.5, 9.4, 8.975609756097562)","(4.6, 5.5, 5.38)","(31.0, 95.0, 79.33333333333333)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.253846153846154)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.9714285714285715)","(31.0, 70.0, 50.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:56.231903,"(7.5, 9.6, 9.447619047619048)","(4.6, 5.5, 5.32)","(31.0, 95.0, 71.5)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.266666666666667)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.976190476190476)","(31.0, 70.0, 55.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:57.619555,"(7.5, 9.6, 9.472)","(4.6, 5.5, 5.341176470588235)","(31.0, 95.0, 71.5)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.266666666666667)","(5.5, 6.8, 6.681818181818182)","(5.5, 6.0, 5.976190476190476)","(31.0, 70.0, 55.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:55:58.937071,"(7.5, 9.6, 9.447619047619048)","(4.6, 5.5, 5.341176470588235)","(31.0, 95.0, 71.5)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.266666666666667)","(5.5, 6.8, 6.72)","(5.5, 6.0, 6.348076923076923)","(31.0, 70.0, 50.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:56:00.273189,"(7.5, 9.6, 9.447619047619048)","(4.6, 5.5, 5.341176470588235)","(31.0, 95.0, 71.5)","(5.5, 7.2, 7.147826086956522)","(4.4, 5.3, 5.253846153846154)","(5.5, 6.8, 6.636363636363636)","(5.5, 6.4, 6.242553191489362)","(31.0, 70.0, 50.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:56:01.536730,"(7.5, 9.6, 9.447619047619048)","(4.6, 5.5, 5.341176470588235)","(31.0, 95.0, 71.5)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.253846153846154)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.4, 6.445454545454545)","(31.0, 70.0, 50.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:56:02.735205,"(7.5, 9.6, 9.285714285714286)","(4.6, 5.5, 5.315068493150685)","(31.0, 95.0, 88.875)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.8, 6.555555555555555)","(31.0, 70.0, 50.0)","(18.0, 46.0, 39.6)"
12-01-2023 13:56:04.076623,"(7.5, 9.6, 9.285714285714286)","(4.6, 5.5, 5.281818181818182)","(31.0, 95.0, 84.11111111111111)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.8, 6.555555555555555)","(31.0, 70.0, 48.333333333333336)","(18.0, 46.0, 40.5)"
12-01-2023 13:56:05.539158,"(7.5, 9.6, 8.8)","(4.6, 5.5, 5.278260869565218)","(31.0, 95.0, 84.5)","(5.5, 7.2, 7.066666666666666)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.8, 6.630769230769231)","(31.0, 65.0, 48.333333333333336)","(18.0, 44.0, 40.5)"
12-01-2023 13:56:06.920908,"(7.5, 8.8, 8.55)","(4.6, 5.5, 5.2609375)","(31.0, 90.0, 76.0)","(5.5, 7.2, 7.05)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.8, 6.644897959183673)","(31.0, 65.0, 48.333333333333336)","(18.0, 44.0, 40.5)"
12-01-2023 13:56:08.087741,"(7.5, 8.8, 8.55)","(4.6, 5.5, 5.2609375)","(31.0, 90.0, 70.0)","(5.5, 7.4, 7.12)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.636363636363636)","(5.5, 6.8, 6.644897959183673)","(31.0, 65.0, 48.333333333333336)","(18.0, 44.0, 38.0)"
12-01-2023 13:56:09.301587,"(7.5, 8.8, 8.55)","(4.6, 5.5, 5.3145454545454545)","(31.0, 90.0, 70.0)","(5.5, 7.2, 7.12)","(4.4, 5.3, 5.226315789473684)","(5.5, 7.0, 6.733333333333333)","(5.5, 6.8, 6.644897959183673)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:10.433653,"(7.5, 8.8, 8.514285714285714)","(4.6, 5.4, 5.352857142857143)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.733333333333333)","(5.0, 6.8, 6.644897959183673)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:11.651063,"(7.5, 8.8, 8.514285714285714)","(4.6, 5.3, 5.290322580645161)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.733333333333333)","(5.0, 6.8, 6.644897959183673)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:13.121964,"(7.5, 8.8, 8.457142857142857)","(4.6, 5.3, 5.290322580645161)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.771428571428571)","(5.0, 6.8, 6.692307692307692)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:14.369216,"(7.5, 8.6, 8.496296296296295)","(4.6, 5.3, 5.268571428571429)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.777142857142857)","(5.0, 6.8, 6.692307692307692)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:15.730781,"(7.5, 8.6, 8.435294117647059)","(4.6, 5.3, 5.263934426229508)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.777142857142857)","(5.0, 6.8, 6.751724137931034)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:17.003124,"(7.5, 8.6, 8.435294117647059)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.6976744186046515)","(5.0, 6.8, 6.765)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:18.257929,"(7.5, 8.6, 8.435294117647059)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.630769230769231)","(5.0, 6.8, 6.765)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:19.506370,"(7.5, 8.6, 8.2)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.630769230769231)","(5.0, 6.8, 6.768888888888888)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:20.903120,"(7.5, 8.2, 8.061538461538461)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.12)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.630769230769231)","(5.0, 6.8, 7.072727272727273)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:22.208284,"(7.5, 8.8, 8.08421052631579)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 70.0)","(5.0, 7.2, 7.1375)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.630769230769231)","(5.0, 7.2, 7.1)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:23.419482,"(7.5, 8.4, 8.08421052631579)","(4.6, 5.3, 5.266666666666667)","(41.0, 90.0, 87.0)","(5.0, 7.2, 7.1375)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.576470588235294)","(5.0, 7.2, 7.1066666666666665)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:24.574513,"(7.5, 8.4, 8.08421052631579)","(4.6, 5.3, 5.258333333333333)","(41.0, 90.0, 91.5)","(5.0, 7.2, 7.144444444444445)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.576470588235294)","(5.0, 7.2, 7.122222222222223)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:25.727111,"(7.5, 8.4, 8.347368421052632)","(4.6, 5.3, 5.204545454545454)","(41.0, 95.0, 92.14285714285714)","(5.0, 7.2, 7.144444444444445)","(4.6, 5.3, 5.226315789473684)","(5.5, 6.8, 6.546666666666667)","(5.0, 7.2, 7.122222222222223)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:26.854488,"(7.5, 8.4, 8.2875)","(4.6, 5.3, 5.204545454545454)","(41.0, 110.0, 92.14285714285714)","(5.0, 7.2, 7.105263157894737)","(4.6, 5.3, 5.1625)","(5.5, 6.8, 6.866666666666666)","(5.0, 7.2, 7.054545454545455)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:28.049090,"(7.5, 8.8, 8.605633802816902)","(4.6, 5.3, 5.192929292929293)","(41.0, 100.0, 96.0)","(5.0, 7.2, 7.11)","(4.6, 5.3, 5.170588235294117)","(5.5, 7.0, 6.973913043478261)","(5.0, 7.2, 7.104)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:29.209460,"(7.5, 8.8, 8.605633802816902)","(4.6, 5.3, 5.188461538461538)","(41.0, 100.0, 96.0)","(5.0, 7.2, 7.11)","(4.6, 5.3, 5.170588235294117)","(5.5, 7.0, 6.973913043478261)","(5.0, 7.2, 7.104)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:30.383330,"(7.5, 8.8, 8.613513513513514)","(4.6, 5.3, 5.188461538461538)","(41.0, 100.0, 92.72727272727272)","(5.0, 7.2, 7.11)","(4.6, 5.3, 5.11764705882353)","(5.5, 7.0, 6.973913043478261)","(5.0, 7.2, 7.104)","(31.0, 65.0, 48.333333333333336)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:31.677668,"(7.5, 8.8, 8.613513513513514)","(4.6, 5.3, 5.188461538461538)","(31.0, 100.0, 92.72727272727272)","(5.5, 7.2, 7.090909090909091)","(4.6, 5.2, 5.11764705882353)","(5.5, 7.0, 6.914285714285715)","(5.5, 7.2, 7.122580645161291)","(31.0, 65.0, 55.0)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:32.912342,"(7.5, 8.8, 8.613513513513514)","(4.6, 5.3, 5.188461538461538)","(31.0, 100.0, 92.72727272727272)","(5.5, 7.2, 7.090909090909091)","(4.6, 5.2, 5.11764705882353)","(5.5, 7.0, 6.914285714285715)","(5.5, 7.2, 7.177777777777778)","(31.0, 65.0, 55.0)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:34.361105,"(7.5, 8.8, 8.613513513513514)","(4.6, 5.3, 5.188461538461538)","(31.0, 100.0, 92.72727272727272)","(5.5, 7.2, 7.075862068965518)","(4.6, 5.2, 5.1066666666666665)","(5.5, 7.0, 6.921428571428572)","(5.5, 7.2, 7.172727272727273)","(31.0, 65.0, 55.0)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:35.686481,"(7.5, 8.8, 8.620779220779221)","(4.6, 5.3, 5.188461538461538)","(31.0, 100.0, 85.71428571428572)","(5.5, 7.2, 6.979310344827586)","(4.6, 5.2, 5.051612903225807)","(5.5, 7.0, 7.04)","(5.5, 7.2, 7.17)","(31.0, 65.0, 55.0)","(20.0, 44.0, 38.0)"
12-01-2023 13:56:37.008906,"(7.5, 8.8, 8.626415094339624)","(4.6, 5.2, 5.131818181818182)","(31.0, 100.0, 86.66666666666666)","(5.5, 7.2, 6.979310344827586)","(4.6, 5.2, 5.051612903225807)","(5.5, 7.2, 7.105882352941176)","(5.5, 7.2, 7.17)","(31.0, 65.0, 49.666666666666664)","(20.0, 44.0, 31.555555555555557)"
12-01-2023 13:56:38.507104,"(7.5, 8.8, 8.626415094339624)","(4.6, 5.2, 5.10625)","(31.0, 100.0, 88.57142857142857)","(5.5, 7.2, 7.022222222222222)","(4.6, 5.2, 5.051612903225807)","(5.5, 7.2, 7.075675675675676)","(5.5, 7.2, 7.17)","(31.0, 65.0, 53.5)","(20.0, 44.0, 31.75)"
12-01-2023 13:56:39.953517,"(7.5, 8.8, 8.626415094339624)","(4.6, 5.2, 5.019298245614035)","(31.0, 100.0, 88.57142857142857)","(5.5, 7.2, 7.022222222222222)","(4.6, 5.2, 5.082051282051282)","(5.5, 7.2, 7.046666666666667)","(5.5, 7.2, 7.177777777777778)","(31.0, 65.0, 53.5)","(20.0, 44.0, 31.75)"
12-01-2023 13:56:41.216965,"(7.5, 8.8, 8.626415094339624)","(4.6, 5.1, 5.002127659574468)","(31.0, 100.0, 96.36363636363636)","(5.5, 7.2, 7.022222222222222)","(4.6, 5.2, 5.082051282051282)","(5.5, 7.2, 7.053846153846154)","(5.5, 7.2, 7.177777777777778)","(31.0, 65.0, 53.5)","(20.0, 44.0, 31.75)"
