,Water Into Wine,Fire Glo Too,Young Hostess,Thats Incranibull,Max Mercury,Hard Squeeze,Maid Of Iron,Dodgy One,Peppino
11-01-2023 16:19:56.077618,"(21.0, 26.0, 25.549295774647888)","(4.8, 5.8, 5.743603133159269)","(12.0, 17.0, 16.935714285714287)","(31.0, 55.0, 51.31578947368421)","(4.0, 4.4, 4.391515151515152)","(3.2, 3.7, 3.6970149253731344)","(7.0, 7.8, 7.754891304347826)","(14.0, 16.5, 16.27027027027027)","(61.0, 110.0, 93.33333333333333)"
11-01-2023 16:19:57.271137,"(21.0, 26.0, 25.549295774647888)","(4.8, 5.8, 5.743603133159269)","(12.0, 17.0, 16.935714285714287)","(31.0, 55.0, 50.73913043478261)","(4.0, 4.4, 4.404575163398693)","(3.2, 3.7, 3.6968055555555557)","(7.0, 7.8, 7.735400516795865)","(14.0, 16.5, 16.27027027027027)","(61.0, 110.0, 93.33333333333333)"
11-01-2023 16:19:58.509384,"(21.0, 26.0, 25.714285714285715)","(4.8, 5.8, 5.680357142857143)","(12.0, 17.0, 16.935714285714287)","(31.0, 55.0, 51.31578947368421)","(4.0, 4.5, 4.413569321533924)","(3.2, 3.7, 3.697198879551821)","(7.0, 7.8, 7.734210526315789)","(14.0, 16.5, 16.27027027027027)","(61.0, 110.0, 106.0)"
11-01-2023 16:19:59.725697,"(20.0, 26.0, 25.6144578313253)","(4.8, 5.7, 5.677083333333333)","(12.0, 17.0, 16.935714285714287)","(31.0, 55.0, 51.31578947368421)","(4.0, 4.5, 4.413569321533924)","(3.2, 3.7, 3.696815286624204)","(7.0, 7.8, 7.732432432432432)","(14.0, 16.5, 15.784313725490197)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:00.935761,"(20.0, 26.0, 25.739837398373982)","(4.8, 5.7, 5.677083333333333)","(12.0, 17.0, 16.941558441558442)","(31.0, 55.0, 50.875)","(4.0, 4.5, 4.416524216524216)","(3.2, 3.7, 3.6865)","(7.0, 7.8, 7.734383202099737)","(14.0, 16.0, 15.77319587628866)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:02.121822,"(20.0, 26.0, 25.739837398373982)","(4.8, 5.7, 5.677083333333333)","(12.0, 17.0, 16.941558441558442)","(31.0, 55.0, 47.25925925925926)","(4.0, 4.5, 4.416524216524216)","(3.2, 3.7, 3.6966793168880456)","(7.0, 7.8, 7.734383202099737)","(14.0, 16.0, 15.754807692307692)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:03.314377,"(20.0, 26.0, 25.80246913580247)","(4.8, 5.7, 5.677083333333333)","(12.0, 17.0, 16.95360824742268)","(31.0, 48.0, 47.130434782608695)","(4.0, 4.5, 4.416879432624113)","(3.2, 3.75, 3.678472222222222)","(7.0, 7.8, 7.735449735449735)","(14.0, 16.0, 15.754807692307692)","(61.0, 110.0, 107.14285714285714)"
11-01-2023 16:20:04.513378,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670564516129033)","(12.0, 17.0, 16.95360824742268)","(31.0, 48.0, 45.3)","(4.0, 4.5, 4.416879432624113)","(3.2, 3.7, 3.681086519114688)","(7.0, 7.8, 7.732409972299169)","(14.0, 16.0, 15.772321428571429)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:05.715361,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670564516129033)","(12.0, 17.0, 16.682692307692307)","(31.0, 46.0, 45.3)","(4.0, 4.5, 4.416879432624113)","(3.2, 3.7, 3.6836601307189545)","(7.0, 7.8, 7.780879541108987)","(14.0, 16.0, 15.92361111111111)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:06.944733,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670564516129033)","(12.0, 17.0, 16.682692307692307)","(31.0, 46.0, 45.06666666666667)","(4.0, 4.5, 4.416879432624113)","(3.2, 3.7, 3.687644341801386)","(7.0, 7.8, 7.780879541108987)","(14.0, 16.0, 15.92361111111111)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:08.081506,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670564516129033)","(12.0, 17.0, 16.418181818181818)","(31.0, 46.0, 45.06666666666667)","(4.0, 4.5, 4.416879432624113)","(3.2, 3.7, 3.71737668161435)","(7.0, 7.8, 7.781851179673321)","(14.0, 16.0, 15.926666666666666)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:09.210169,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670564516129033)","(12.0, 16.5, 16.404255319148938)","(31.0, 46.0, 45.06666666666667)","(4.0, 4.5, 4.409287925696595)","(3.2, 3.75, 3.71737668161435)","(7.0, 7.8, 7.789575289575289)","(14.0, 16.0, 15.926666666666666)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:10.367647,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.670815450643777)","(12.0, 16.5, 16.344827586206897)","(31.0, 46.0, 45.142857142857146)","(4.0, 4.5, 4.409287925696595)","(3.2, 3.75, 3.717738359201774)","(7.0, 7.8, 7.784240150093808)","(14.0, 16.0, 15.875)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:11.554575,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.6676229508196725)","(12.0, 16.5, 16.3)","(31.0, 46.0, 45.333333333333336)","(4.0, 4.5, 4.449411764705882)","(3.2, 3.75, 3.6762820512820515)","(7.0, 7.8, 7.783625730994152)","(14.0, 16.0, 15.875)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:12.762816,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.669260700389105)","(12.0, 16.5, 16.3)","(31.0, 46.0, 45.333333333333336)","(4.0, 4.5, 4.455851063829788)","(3.2, 3.7, 3.661007957559682)","(7.0, 7.8, 7.783625730994152)","(14.0, 16.0, 15.875)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:14.024054,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.67007874015748)","(12.0, 16.5, 16.3)","(31.0, 46.0, 45.333333333333336)","(4.0, 4.5, 4.464941176470588)","(3.2, 3.7, 3.6376127973748975)","(7.0, 7.8, 7.7850687622789785)","(14.0, 16.0, 15.902597402597403)","(61.0, 110.0, 107.95454545454545)"
11-01-2023 16:20:15.272310,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.698888888888889)","(12.0, 16.5, 16.396825396825395)","(31.0, 46.0, 45.47826086956522)","(4.0, 4.5, 4.464941176470588)","(3.2, 3.65, 3.6392797319933)","(7.0, 7.8, 7.7862068965517235)","(14.0, 16.0, 15.94)","(61.0, 110.0, 108.26923076923077)"
11-01-2023 16:20:16.509080,"(20.0, 26.0, 25.748031496062993)","(4.8, 5.7, 5.692156862745098)","(12.0, 16.5, 16.408450704225352)","(31.0, 46.0, 45.36)","(4.0, 4.5, 4.466365688487585)","(3.2, 3.65, 3.638985868661679)","(7.0, 7.8, 7.785198555956678)","(14.0, 16.0, 15.944852941176471)","(61.0, 110.0, 108.57142857142857)"
11-01-2023 16:20:17.739231,"(20.0, 26.0, 25.2)","(4.8, 5.7, 5.6905882352941175)","(12.0, 16.5, 16.408450704225352)","(31.0, 46.0, 45.61904761904762)","(4.0, 4.5, 4.464945652173913)","(3.2, 3.65, 3.638985868661679)","(7.0, 7.8, 7.787686567164179)","(14.0, 16.0, 16.16875)","(61.0, 110.0, 108.75)"
11-01-2023 16:20:19.039517,"(20.0, 26.0, 25.529411764705884)","(4.8, 5.7, 5.679381443298969)","(12.0, 16.5, 16.408450704225352)","(31.0, 46.0, 45.61904761904762)","(4.0, 4.5, 4.464945652173913)","(3.2, 3.65, 3.6397121083827266)","(7.0, 7.8, 7.787686567164179)","(14.0, 16.5, 16.184931506849313)","(61.0, 110.0, 108.57142857142857)"
11-01-2023 16:20:20.257179,"(20.0, 26.0, 25.529411764705884)","(4.8, 5.7, 5.679381443298969)","(12.0, 16.5, 16.408450704225352)","(31.0, 46.0, 45.61904761904762)","(4.0, 4.5, 4.464657534246576)","(3.2, 3.65, 3.6385690789473686)","(7.0, 7.8, 7.787686567164179)","(14.0, 16.5, 16.238636363636363)","(61.0, 110.0, 108.57142857142857)"
11-01-2023 16:20:21.488214,"(20.0, 26.0, 25.529411764705884)","(4.8, 5.7, 5.672027972027972)","(12.0, 16.5, 16.408450704225352)","(31.0, 46.0, 45.61904761904762)","(4.0, 4.5, 4.464657534246576)","(3.2, 3.65, 3.638006482982172)","(7.0, 7.8, 7.787686567164179)","(14.0, 16.5, 16.238636363636363)","(61.0, 110.0, 108.75)"
11-01-2023 16:20:22.652491,"(20.0, 26.0, 25.529411764705884)","(4.8, 5.7, 5.672027972027972)","(12.0, 16.5, 16.59451219512195)","(31.0, 46.0, 45.36)","(4.0, 4.5, 4.461337209302326)","(3.2, 3.65, 3.631056466302368)","(7.0, 7.8, 7.787686567164179)","(14.0, 16.5, 16.238636363636363)","(61.0, 110.0, 108.57142857142857)"
11-01-2023 16:20:23.806188,"(20.0, 26.0, 25.529411764705884)","(4.8, 5.7, 5.672027972027972)","(12.0, 17.0, 16.59451219512195)","(31.0, 46.0, 45.36)","(4.0, 4.5, 4.43276397515528)","(3.2, 3.65, 3.6308823529411764)","(7.0, 7.8, 7.7905437352245865)","(14.0, 16.5, 16.205128205128204)","(61.0, 110.0, 108.57142857142857)"
11-01-2023 16:20:25.247286,"(20.0, 26.0, 25.586206896551722)","(4.8, 5.7, 5.657051282051282)","(12.0, 17.0, 16.58176100628931)","(31.0, 46.0, 45.2)","(4.0, 4.5, 4.416210937500001)","(3.2, 3.65, 3.6311188811188813)","(7.0, 7.8, 7.8520408163265305)","(14.0, 16.5, 16.205128205128204)","(61.0, 110.0, 108.42105263157895)"
11-01-2023 16:20:26.561383,"(20.0, 26.0, 25.571428571428573)","(4.8, 5.7, 5.657051282051282)","(12.0, 17.0, 16.58176100628931)","(31.0, 46.0, 45.333333333333336)","(4.0, 4.5, 4.401830663615561)","(3.2, 3.65, 3.628643216080402)","(7.0, 8.0, 7.801369863013698)","(14.0, 16.5, 16.205128205128204)","(61.0, 110.0, 108.125)"
11-01-2023 16:20:27.828905,"(20.0, 27.0, 26.333333333333332)","(4.8, 5.7, 5.652816901408451)","(12.0, 17.0, 16.58176100628931)","(31.0, 46.0, 45.84615384615385)","(4.0, 4.5, 4.396674057649668)","(3.2, 3.65, 3.6245934959349593)","(7.0, 8.0, 7.85)","(14.0, 16.5, 16.19736842105263)","(61.0, 110.0, 105.55555555555556)"
11-01-2023 16:20:29.078886,"(20.0, 27.0, 26.185185185185183)","(4.8, 5.7, 5.656451612903226)","(12.0, 17.0, 16.58176100628931)","(31.0, 48.0, 45.84615384615385)","(4.0, 4.4, 4.396674057649668)","(3.2, 3.65, 3.6242002063983487)","(7.0, 8.0, 7.859999999999999)","(14.0, 16.5, 16.080645161290324)","(61.0, 110.0, 102.72727272727272)"
11-01-2023 16:20:30.333091,"(20.0, 27.0, 26.185185185185183)","(4.8, 5.7, 5.656451612903226)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 45.77777777777778)","(4.0, 4.4, 4.402831257078143)","(3.2, 3.65, 3.623953013278856)","(7.0, 8.0, 7.861032863849765)","(14.0, 16.5, 16.008196721311474)","(61.0, 110.0, 97.6)"
11-01-2023 16:20:31.630362,"(20.0, 27.0, 26.185185185185183)","(4.8, 5.7, 5.65072463768116)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.77777777777778)","(4.0, 4.5, 4.4051282051282055)","(3.2, 3.65, 3.623846153846154)","(7.0, 8.0, 7.861032863849765)","(14.0, 16.5, 16.07857142857143)","(61.0, 100.0, 96.08695652173913)"
11-01-2023 16:20:32.895802,"(20.0, 27.0, 26.185185185185183)","(4.8, 5.7, 5.65072463768116)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.77777777777778)","(4.0, 4.5, 4.4060546875)","(3.2, 3.65, 3.6161354581673306)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 100.0, 106.0)"
11-01-2023 16:20:34.149337,"(20.0, 27.0, 26.185185185185183)","(4.8, 5.7, 5.65072463768116)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.8421052631579)","(4.0, 4.5, 4.423885918003565)","(3.2, 3.65, 3.595234604105572)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:35.462309,"(20.0, 27.0, 26.266666666666666)","(4.8, 5.7, 5.65072463768116)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.8421052631579)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.6, 3.5946693657219972)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:36.618523,"(20.0, 27.0, 26.266666666666666)","(4.8, 5.7, 5.65072463768116)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.888888888888886)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.6, 3.6112941176470588)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:37.821329,"(20.0, 27.0, 26.266666666666666)","(4.8, 5.7, 5.666141732283465)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.888888888888886)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.65, 3.6168012108980827)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.0)"
11-01-2023 16:20:38.984767,"(20.0, 27.0, 26.266666666666666)","(4.8, 5.7, 5.666141732283465)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.888888888888886)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.65, 3.617208121827411)","(7.0, 8.0, 7.849429657794676)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.36363636363636)"
11-01-2023 16:20:40.114153,"(20.0, 27.0, 26.352941176470587)","(4.8, 5.7, 5.666141732283465)","(12.0, 17.0, 16.596969696969698)","(31.0, 48.0, 46.888888888888886)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.65, 3.61145584725537)","(7.0, 8.0, 7.814150943396227)","(14.0, 16.5, 16.07857142857143)","(61.0, 110.0, 106.09756097560975)"
11-01-2023 16:20:41.257339,"(20.0, 27.0, 26.352941176470587)","(4.8, 5.7, 5.675)","(12.0, 17.0, 16.570967741935483)","(31.0, 48.0, 47.0)","(4.0, 4.5, 4.425719769673704)","(3.2, 3.65, 3.6125954198473282)","(7.0, 8.0, 7.781818181818181)","(14.0, 16.5, 16.164772727272727)","(61.0, 110.0, 105.78947368421052)"
11-01-2023 16:20:42.354515,"(20.0, 27.0, 26.352941176470587)","(5.0, 5.7, 5.678294573643411)","(12.0, 17.0, 16.570967741935483)","(31.0, 48.0, 47.0)","(4.0, 4.5, 4.41322869955157)","(3.2, 3.65, 3.6089385474860336)","(7.0, 7.8, 7.781818181818181)","(14.0, 16.5, 16.164772727272727)","(61.0, 110.0, 105.78947368421052)"
11-01-2023 16:20:43.477965,"(20.0, 27.0, 26.352941176470587)","(5.0, 5.7, 5.678294573643411)","(12.0, 17.0, 16.570967741935483)","(31.0, 48.0, 46.8421052631579)","(4.0, 4.5, 4.426709401709402)","(3.2, 3.65, 3.6086764705882355)","(7.0, 7.8, 7.781384248210023)","(14.0, 16.5, 16.164772727272727)","(61.0, 110.0, 106.36363636363636)"
11-01-2023 16:20:44.623291,"(20.0, 28.0, 27.176470588235293)","(5.0, 5.7, 5.670138888888889)","(12.0, 17.0, 16.52158273381295)","(31.0, 48.0, 46.8421052631579)","(4.0, 4.5, 4.353182308522115)","(3.2, 3.65, 3.6112947658402206)","(7.0, 7.8, 7.847513812154696)","(14.0, 16.5, 16.17222222222222)","(61.0, 110.0, 106.36363636363636)"
11-01-2023 16:20:45.757325,"(20.0, 28.0, 27.176470588235293)","(5.0, 5.7, 5.675373134328359)","(12.0, 17.0, 16.52158273381295)","(31.0, 48.0, 46.8421052631579)","(4.0, 4.4, 4.355125284738041)","(3.2, 3.65, 3.611549295774648)","(7.0, 8.0, 7.6734374999999995)","(14.0, 16.5, 16.191358024691358)","(61.0, 110.0, 100.76923076923077)"
11-01-2023 16:20:46.917680,"(20.0, 28.0, 27.176470588235293)","(5.0, 5.7, 5.689510489510489)","(12.0, 17.0, 16.52158273381295)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.354522613065327)","(3.2, 3.65, 3.617654028436019)","(7.0, 8.0, 7.485970149253731)","(14.0, 16.5, 16.679012345679013)","(61.0, 110.0, 104.54545454545455)"
11-01-2023 16:20:48.051674,"(20.0, 28.0, 27.666666666666668)","(5.0, 5.8, 5.714814814814815)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357789613848203)","(3.2, 3.65, 3.6159949622166248)","(7.0, 7.6, 7.462121212121212)","(14.0, 17.0, 16.50537634408602)","(61.0, 110.0, 104.54545454545455)"
11-01-2023 16:20:49.209167,"(20.0, 29.0, 28.333333333333332)","(5.0, 5.8, 5.715873015873016)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357789613848203)","(3.2, 3.65, 3.61218487394958)","(7.0, 7.6, 7.457254901960784)","(14.0, 17.0, 16.635135135135137)","(61.0, 110.0, 105.2)"
11-01-2023 16:20:50.384137,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357219973009447)","(3.2, 3.65, 3.61218487394958)","(7.0, 7.6, 7.457254901960784)","(14.0, 17.0, 16.635135135135137)","(61.0, 110.0, 105.2)"
11-01-2023 16:20:51.445018,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357219973009447)","(3.2, 3.65, 3.61218487394958)","(7.0, 7.6, 7.480141843971631)","(14.0, 17.0, 16.635135135135137)","(61.0, 110.0, 105.2)"
11-01-2023 16:20:52.517680,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357219973009447)","(3.2, 3.65, 3.61218487394958)","(7.0, 7.6, 7.480141843971631)","(14.0, 17.0, 16.635135135135137)","(61.0, 110.0, 105.86206896551724)"
11-01-2023 16:20:53.590320,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.57792207792208)","(31.0, 48.0, 47.0)","(4.0, 4.4, 4.357219973009447)","(3.2, 3.65, 3.5972520107238606)","(7.0, 7.6, 7.504117647058823)","(14.0, 17.0, 16.571428571428573)","(61.0, 110.0, 105.86206896551724)"
11-01-2023 16:20:54.700119,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.56417112299465)","(31.0, 48.0, 47.1578947368421)","(4.0, 4.4, 4.357219973009447)","(3.2, 3.6, 3.587262156448203)","(7.0, 7.6, 7.500911854103343)","(14.0, 17.0, 16.76923076923077)","(61.0, 110.0, 106.36363636363636)"
11-01-2023 16:20:55.880522,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.716129032258064)","(12.0, 17.0, 16.56417112299465)","(31.0, 48.0, 47.1578947368421)","(4.0, 4.4, 4.361007194244604)","(3.2, 3.6, 3.584057971014493)","(7.0, 7.6, 7.4975)","(14.0, 17.0, 16.76923076923077)","(61.0, 110.0, 106.36363636363636)"
11-01-2023 16:20:57.148968,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.7060344827586205)","(12.0, 17.0, 16.517241379310345)","(31.0, 48.0, 47.04761904761905)","(4.0, 4.4, 4.361285714285715)","(3.2, 3.6, 3.5776569037656905)","(7.0, 7.6, 7.501204819277109)","(14.0, 17.0, 16.775)","(61.0, 110.0, 102.72727272727273)"
11-01-2023 16:20:58.376931,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.7060344827586205)","(12.0, 17.0, 16.51775147928994)","(31.0, 48.0, 42.6605504587156)","(4.0, 4.4, 4.361285714285715)","(3.2, 3.6, 3.579073756432247)","(7.0, 7.6, 7.555725190839694)","(14.0, 17.0, 16.775)","(61.0, 110.0, 105.78947368421052)"
11-01-2023 16:20:59.548980,"(20.0, 29.0, 28.0)","(5.0, 5.8, 5.872037914691943)","(12.0, 17.0, 16.390243902439025)","(31.0, 46.0, 42.80701754385965)","(4.0, 4.4, 4.362256267409471)","(3.2, 3.6, 3.5790378006872854)","(7.0, 7.6, 7.550972762645914)","(14.0, 17.0, 16.245)","(61.0, 110.0, 106.52173913043478)"
11-01-2023 16:21:00.778546,"(20.0, 29.0, 28.0)","(5.0, 6.0, 5.912264150943397)","(12.0, 16.5, 16.390243902439025)","(31.0, 46.0, 43.27272727272727)","(4.0, 4.4, 4.360894660894661)","(3.2, 3.6, 3.5790017211703957)","(7.0, 7.6, 7.550972762645914)","(14.0, 16.5, 16.245)","(61.0, 110.0, 105.78947368421052)"
11-01-2023 16:21:01.901620,"(20.0, 29.0, 28.0)","(5.0, 6.0, 5.912264150943397)","(12.0, 16.5, 16.390243902439025)","(31.0, 44.0, 43.27272727272727)","(4.0, 4.4, 4.3631292517006806)","(3.2, 3.6, 3.5790017211703957)","(7.0, 7.6, 7.550972762645914)","(14.0, 16.5, 16.239795918367346)","(61.0, 110.0, 106.52173913043478)"
11-01-2023 16:21:03.024253,"(20.0, 29.0, 28.0)","(5.0, 6.0, 5.912264150943397)","(12.0, 16.5, 16.38888888888889)","(31.0, 44.0, 40.25)","(4.0, 4.4, 4.362825788751715)","(3.2, 3.6, 3.578390901432182)","(7.0, 7.6, 7.550972762645914)","(14.0, 16.5, 16.239795918367346)","(61.0, 110.0, 106.52173913043478)"
11-01-2023 16:21:04.163335,"(20.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.912264150943397)","(12.0, 16.5, 16.38607594936709)","(31.0, 42.0, 40.25)","(4.0, 4.4, 4.362825788751715)","(3.2, 3.6, 3.578390901432182)","(7.0, 7.6, 7.557085020242915)","(14.0, 16.5, 16.239795918367346)","(61.0, 110.0, 106.52173913043478)"
11-01-2023 16:21:05.292985,"(20.0, 29.0, 28.083333333333332)","(5.0, 6.0, 5.910569105691057)","(12.0, 16.5, 16.38607594936709)","(31.0, 42.0, 40.44444444444444)","(4.0, 4.4, 4.364145658263306)","(3.2, 3.6, 3.578390901432182)","(7.0, 7.6, 7.535664335664335)","(14.0, 16.5, 16.61038961038961)","(61.0, 110.0, 109.41176470588235)"
11-01-2023 16:21:06.430512,"(20.0, 29.0, 28.083333333333332)","(5.0, 5.9, 5.8828571428571435)","(12.0, 16.5, 16.38607594936709)","(31.0, 42.0, 39.888888888888886)","(4.0, 4.4, 4.450526315789474)","(3.2, 3.6, 3.5807251908396944)","(7.0, 7.6, 7.535438596491228)","(14.0, 17.0, 16.727272727272727)","(61.0, 120.0, 88.18181818181819)"
11-01-2023 16:21:07.607165,"(20.0, 29.0, 27.666666666666668)","(5.0, 5.9, 5.889690721649485)","(12.0, 16.5, 16.36842105263158)","(31.0, 42.0, 40.146341463414636)","(4.0, 4.5, 4.450526315789474)","(3.2, 3.6, 3.586169102296451)","(7.0, 7.6, 7.535438596491228)","(14.0, 17.0, 16.727272727272727)","(61.0, 90.0, 88.57142857142857)"
11-01-2023 16:21:08.730041,"(20.0, 29.0, 28.11111111111111)","(5.0, 5.9, 5.889690721649485)","(12.0, 16.5, 16.310126582278482)","(31.0, 42.0, 40.146341463414636)","(4.0, 4.5, 4.446935483870968)","(3.2, 3.6, 3.5878688524590165)","(7.0, 7.6, 7.535438596491228)","(14.0, 17.0, 16.71794871794872)","(61.0, 90.0, 89.61538461538461)"
11-01-2023 16:21:09.855308,"(20.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.889690721649484)","(12.0, 16.5, 16.310126582278482)","(31.0, 42.0, 40.13953488372093)","(4.0, 4.5, 4.450600600600601)","(3.2, 3.6, 3.588560157790927)","(7.0, 7.6, 7.552786885245902)","(14.0, 17.0, 16.681159420289855)","(61.0, 95.0, 88.75)"
11-01-2023 16:21:10.932566,"(20.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.888541666666667)","(12.0, 16.5, 16.288732394366196)","(31.0, 42.0, 40.13953488372093)","(4.0, 4.5, 4.450600600600601)","(3.2, 3.6, 3.579658385093168)","(7.0, 7.6, 7.563669724770643)","(14.0, 17.0, 16.681159420289855)","(61.0, 90.0, 88.84615384615384)"
11-01-2023 16:21:12.024764,"(20.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.888082901554404)","(12.0, 16.5, 16.288732394366196)","(31.0, 40.0, 39.407407407407405)","(4.0, 4.5, 4.450676691729323)","(3.2, 3.6, 3.5777400169923532)","(7.0, 7.8, 7.562361623616236)","(14.0, 17.0, 16.419642857142858)","(61.0, 90.0, 88.84615384615384)"
11-01-2023 16:21:13.123280,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.888082901554404)","(12.0, 16.5, 16.288732394366196)","(31.0, 40.0, 39.407407407407405)","(4.0, 4.5, 4.450602409638554)","(3.2, 3.6, 3.5777400169923532)","(7.0, 7.8, 7.562361623616236)","(14.0, 16.5, 16.419642857142858)","(61.0, 90.0, 87.94117647058823)"
11-01-2023 16:21:14.267174,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.903846153846154)","(12.0, 16.5, 16.288732394366196)","(31.0, 40.0, 39.407407407407405)","(4.0, 4.5, 4.4546070460704605)","(3.2, 3.6, 3.5788427561837457)","(7.0, 7.8, 7.5584)","(14.0, 16.5, 16.419642857142858)","(61.0, 90.0, 87.77777777777777)"
11-01-2023 16:21:15.407377,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.903846153846154)","(12.0, 16.5, 16.288732394366196)","(31.0, 40.0, 39.94871794871795)","(4.0, 4.5, 4.454359673024523)","(3.2, 3.6, 3.5808139534883723)","(7.0, 7.6, 7.560323886639676)","(14.0, 16.5, 16.359375)","(61.0, 90.0, 87.14285714285714)"
11-01-2023 16:21:16.544435,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.903846153846154)","(12.0, 16.5, 16.269736842105264)","(31.0, 42.0, 39.94871794871795)","(4.0, 4.5, 4.458557284299859)","(3.2, 3.6, 3.5808139534883723)","(7.0, 7.6, 7.560323886639676)","(14.0, 16.5, 16.352459016393443)","(61.0, 90.0, 87.14285714285714)"
11-01-2023 16:21:17.730791,"(21.0, 29.0, 28.11111111111111)","(5.0, 6.0, 5.903846153846154)","(12.0, 16.5, 16.288732394366196)","(31.0, 42.0, 39.94871794871795)","(4.0, 4.5, 4.471882951653944)","(3.2, 3.6, 3.5803236797274276)","(7.0, 7.6, 7.467441860465116)","(14.0, 16.5, 16.41509433962264)","(61.0, 90.0, 86.92307692307692)"
11-01-2023 16:21:18.881440,"(21.0, 29.0, 28.11111111111111)","(5.0, 5.9, 5.884895833333333)","(12.0, 16.5, 16.310126582278482)","(31.0, 42.0, 39.77777777777778)","(4.0, 4.5, 4.471882951653944)","(3.2, 3.6, 3.5815323294951282)","(7.0, 7.6, 7.479492600422833)","(14.0, 16.5, 16.457142857142856)","(61.0, 90.0, 86.92307692307692)"
