,Rock Around,Tabra,Lady Pebbles,Cash Em In Shannon,Marni White,Shannons Shadow,Our Roys Dream,My Kinda Justus,Sir Macador Nz,Montana Nights
10-01-2023 17:00:24.980141,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.34, 2.2024999999999997)","(11.0, 21.0, 18.42857142857143)","(17.0, 25.0, 19.333333333333332)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:26.375850,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.34, 1.9933333333333334)","(11.0, 21.0, 18.42857142857143)","(17.0, 25.0, 23.2)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:27.720733,"(21.0, 65.0, 56.0)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.34, 1.8971428571428572)","(11.0, 21.0, 18.42857142857143)","(17.0, 50.0, 21.416666666666668)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 82.5)"
10-01-2023 17:00:29.124952,"(21.0, 65.0, 51.0)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.36, 1.975)","(11.0, 21.0, 18.42857142857143)","(17.0, 46.0, 22.0)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 82.5)"
10-01-2023 17:00:30.591712,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.44, 2.02)","(11.0, 21.0, 18.42857142857143)","(17.0, 44.0, 25.0)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 82.5)"
10-01-2023 17:00:32.089947,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 127.14285714285714)","(1.65, 2.42, 2.11)","(11.0, 21.0, 18.42857142857143)","(17.0, 42.0, 28.25)","(17.0, 38.0, 29.4)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 82.5)"
10-01-2023 17:00:33.538523,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.0)","(1.65, 2.4, 2.006666666666667)","(11.0, 21.0, 18.42857142857143)","(17.0, 40.0, 23.666666666666668)","(17.0, 38.0, 31.0)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:35.076393,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.0)","(1.65, 2.38, 2.2649999999999997)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 23.666666666666668)","(17.0, 38.0, 33.7)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:36.491315,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.0)","(1.65, 2.36, 2.2649999999999997)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 20.083333333333332)","(17.0, 38.0, 33.7)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:37.901741,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.32, 2.2316666666666665)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 26.25)","(17.0, 38.0, 33.7)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:39.472351,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.32, 2.19625)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 26.25)","(17.0, 38.0, 33.7)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:40.961838,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.44, 2.105)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 26.25)","(17.0, 38.0, 31.0)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:42.443077,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.42, 2.2983333333333333)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 26.333333333333336)","(17.0, 38.0, 31.0)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:44.201333,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.4, 2.2114285714285713)","(11.0, 21.0, 18.42857142857143)","(17.0, 46.0, 25.666666666666664)","(17.0, 38.0, 31.0)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:45.768892,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.2649999999999997)","(11.0, 21.0, 18.42857142857143)","(17.0, 44.0, 25.666666666666664)","(17.0, 38.0, 31.0)","(4.8, 6.8, 6.3)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:47.562347,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.36, 2.182857142857143)","(11.0, 21.0, 18.42857142857143)","(17.0, 44.0, 20.428571428571427)","(17.0, 38.0, 31.0)","(4.8, 6.8, 5.844444444444444)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:49.066071,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.34, 2.182857142857143)","(11.0, 21.0, 18.42857142857143)","(17.0, 44.0, 29.25)","(17.0, 38.0, 31.0)","(4.8, 6.6, 6.1)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:50.490898,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.34, 2.2316666666666665)","(11.0, 21.0, 18.42857142857143)","(17.0, 42.0, 20.416666666666668)","(17.0, 38.0, 34.5)","(4.8, 6.4, 6.1)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:51.882726,"(21.0, 65.0, 56.75)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.32, 2.17125)","(11.0, 21.0, 18.42857142857143)","(17.0, 40.0, 27.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 6.1)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:53.280312,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.4, 2.2114285714285713)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 27.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:54.666234,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.2114285714285713)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 23.0)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:56.383956,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.2114285714285713)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 23.0)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:58.047088,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.2649999999999997)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:00:59.549110,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.36, 2.2316666666666665)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 20.428571428571427)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:01.095719,"(21.0, 65.0, 52.6)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.32, 2.2316666666666665)","(11.0, 21.0, 18.42857142857143)","(17.0, 44.0, 24.333333333333332)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:02.519626,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.32, 2.18375)","(11.0, 21.0, 18.42857142857143)","(17.0, 40.0, 24.333333333333332)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:03.935041,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 19.142857142857142)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.42, 2.2257142857142855)","(11.0, 21.0, 18.42857142857143)","(17.0, 40.0, 27.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:05.349703,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.4, 2.2816666666666667)","(11.0, 21.0, 18.42857142857143)","(17.0, 38.0, 19.75)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:06.911724,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.197142857142857)","(11.0, 21.0, 18.42857142857143)","(17.0, 36.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:08.483962,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.36, 2.248333333333333)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.833333333333333)","(9.0, 99999, 99990)","(91.0, 90.0, 85.0)"
10-01-2023 17:01:09.959347,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.34, 2.15875)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 6.0)","(9.0, 99999, 99990)","(91.0, 90.0, 186.66666666666669)"
10-01-2023 17:01:11.539734,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 186.66666666666669)"
10-01-2023 17:01:12.963439,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 186.66666666666669)"
10-01-2023 17:01:14.489827,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:15.936846,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 21.0, 18.42857142857143)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:17.412350,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 21.0, 21.285714285714285)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:19.219169,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 125.83333333333333)","(1.65, 2.38, 2.15875)","(11.0, 25.0, 20.57142857142857)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.0)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:21.075308,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.058181818181818)","(11.0, 24.0, 20.57142857142857)","(17.0, 34.0, 25.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 6.022222222222222)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:22.506380,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.058181818181818)","(11.0, 24.0, 19.857142857142858)","(17.0, 34.0, 21.666666666666668)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 6.022222222222222)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:23.911573,"(21.0, 65.0, 52.66666666666667)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.058181818181818)","(11.0, 23.0, 19.142857142857142)","(17.0, 32.0, 21.666666666666668)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.4, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:25.292455,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.058181818181818)","(11.0, 22.0, 19.142857142857142)","(17.0, 32.0, 21.666666666666668)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:26.678562,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.058181818181818)","(11.0, 22.0, 19.5)","(17.0, 32.0, 23.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:28.044370,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.38, 2.248333333333333)","(11.0, 21.0, 17.714285714285715)","(17.0, 30.0, 23.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:29.495927,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 15.666666666666666)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.34, 2.06)","(11.0, 20.0, 17.875)","(17.0, 30.0, 25.333333333333336)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.894117647058823)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:30.966606,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 17.25)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.32, 2.088)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:32.397635,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 17.25)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.28, 2.088)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.911111111111111)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:33.821435,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 17.25)","(61.0, 140.0, 127.85714285714286)","(1.65, 2.28, 2.0999999999999996)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 38.0, 31.166666666666664)","(4.8, 6.2, 5.894117647058823)","(9.0, 99999, 99990)","(91.0, 230.0, 211.42857142857144)"
10-01-2023 17:01:35.244277,"(21.0, 65.0, 53.33333333333333)","(11.0, 22.0, 19.285714285714285)","(61.0, 140.0, 111.25)","(1.65, 2.3, 2.088)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 38.0, 29.833333333333336)","(4.8, 6.2, 6.1242718446601945)","(9.0, 99999, 99990)","(91.0, 230.0, 190.0)"
10-01-2023 17:01:36.673605,"(21.0, 60.0, 50.0)","(11.0, 22.0, 19.285714285714285)","(61.0, 130.0, 111.25)","(1.65, 2.28, 2.088)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 36.0, 28.5)","(4.8, 6.2, 5.894117647058823)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:38.202034,"(21.0, 55.0, 46.66666666666667)","(11.0, 22.0, 19.285714285714285)","(61.0, 130.0, 111.25)","(1.65, 2.3, 2.0999999999999996)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 34.0, 28.5)","(4.8, 6.2, 5.894117647058823)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:39.707202,"(21.0, 55.0, 46.66666666666667)","(11.0, 22.0, 19.285714285714285)","(61.0, 130.0, 111.25)","(1.65, 2.3, 2.0999999999999996)","(11.0, 20.0, 15.0)","(17.0, 30.0, 23.25)","(17.0, 34.0, 28.5)","(4.8, 6.2, 5.894117647058823)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:41.214467,"(21.0, 55.0, 45.0)","(11.0, 22.0, 17.0)","(61.0, 130.0, 108.57142857142857)","(1.65, 2.3, 2.046666666666667)","(11.0, 20.0, 17.875)","(17.0, 30.0, 20.0)","(17.0, 34.0, 30.22222222222222)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:42.705181,"(21.0, 55.0, 45.0)","(11.0, 22.0, 17.0)","(61.0, 130.0, 108.57142857142857)","(1.65, 2.52, 2.04)","(11.0, 20.0, 16.0)","(17.0, 30.0, 25.625)","(17.0, 34.0, 30.22222222222222)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:44.138837,"(21.0, 55.0, 45.0)","(11.0, 22.0, 17.0)","(61.0, 130.0, 108.57142857142857)","(1.65, 2.5, 1.9085714285714286)","(11.0, 20.0, 16.0)","(17.0, 29.0, 23.0)","(17.0, 34.0, 30.22222222222222)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:45.569366,"(21.0, 55.0, 45.0)","(11.0, 22.0, 16.5)","(61.0, 130.0, 108.57142857142857)","(1.65, 2.5, 1.9085714285714286)","(11.0, 20.0, 15.75)","(17.0, 28.0, 23.0)","(17.0, 34.0, 30.22222222222222)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:46.965587,"(21.0, 55.0, 45.0)","(11.0, 21.0, 16.5)","(61.0, 130.0, 108.57142857142857)","(1.65, 2.5, 1.9085714285714286)","(11.0, 19.5, 15.5)","(17.0, 28.0, 23.0)","(17.0, 34.0, 42.666666666666664)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:48.436220,"(21.0, 55.0, 45.0)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.5, 2.033333333333333)","(11.0, 19.0, 15.5)","(17.0, 28.0, 24.0)","(17.0, 50.0, 35.083333333333336)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:50.268672,"(21.0, 55.0, 46.6)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.48, 2.026666666666667)","(11.0, 19.0, 15.5)","(17.0, 28.0, 24.0)","(17.0, 46.0, 39.55555555555556)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:51.747981,"(21.0, 55.0, 46.6)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.46, 2.115)","(11.0, 19.0, 15.5)","(17.0, 28.0, 24.0)","(17.0, 46.0, 38.0)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:53.423523,"(21.0, 55.0, 46.6)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.42, 2.006666666666667)","(11.0, 19.0, 15.5)","(17.0, 28.0, 24.0)","(17.0, 44.0, 38.0)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:55.520065,"(21.0, 55.0, 46.6)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.4, 2.006666666666667)","(11.0, 19.0, 15.5)","(17.0, 26.0, 21.0)","(17.0, 44.0, 38.0)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:57.044794,"(21.0, 55.0, 42.666666666666664)","(11.0, 20.0, 16.0)","(61.0, 130.0, 116.36363636363637)","(1.65, 2.4, 2.006666666666667)","(11.0, 19.0, 18.125)","(17.0, 26.0, 20.6)","(17.0, 44.0, 36.44444444444444)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 190.0)"
10-01-2023 17:01:58.709826,"(21.0, 50.0, 45.5)","(11.0, 20.0, 18.25)","(61.0, 130.0, 113.5)","(1.65, 2.4, 2.2314285714285713)","(11.0, 19.0, 17.3)","(17.0, 24.0, 22.0625)","(17.0, 42.0, 37.125)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 220.0, 194.28571428571428)"
10-01-2023 17:02:00.235946,"(21.0, 48.0, 42.0)","(11.0, 19.5, 17.0)","(61.0, 120.0, 96.78571428571429)","(1.65, 2.4, 2.0949999999999998)","(11.0, 18.5, 14.944444444444445)","(17.0, 23.0, 20.555555555555557)","(17.0, 40.0, 29.25)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 190.0, 160.0)"
10-01-2023 17:02:01.773056,"(21.0, 46.0, 37.33333333333333)","(11.0, 19.0, 15.25)","(61.0, 120.0, 96.78571428571429)","(1.65, 2.38, 2.268333333333333)","(11.0, 18.0, 15.571428571428571)","(17.0, 22.0, 18.4)","(17.0, 38.0, 30.299999999999997)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 190.0, 153.33333333333334)"
10-01-2023 17:02:03.252701,"(21.0, 44.0, 40.44444444444444)","(11.0, 18.5, 15.5)","(61.0, 120.0, 116.36363636363637)","(1.65, 2.36, 2.355)","(11.0, 17.5, 15.666666666666666)","(17.0, 22.0, 20.0)","(17.0, 36.0, 27.857142857142858)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 180.0, 152.5)"
10-01-2023 17:02:04.772373,"(21.0, 42.0, 38.5)","(11.0, 19.0, 18.0)","(61.0, 130.0, 113.5)","(1.65, 2.46, 2.38125)","(11.0, 17.0, 15.8)","(17.0, 21.0, 20.0)","(17.0, 32.0, 27.916666666666668)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 170.0, 151.42857142857144)"
10-01-2023 17:02:06.227645,"(21.0, 40.0, 35.77777777777778)","(11.0, 24.0, 17.0)","(61.0, 120.0, 96.78571428571429)","(1.65, 2.46, 2.271)","(11.0, 16.5, 14.555555555555555)","(17.0, 22.0, 24.666666666666664)","(17.0, 30.0, 23.75)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 160.0, 127.27272727272728)"
10-01-2023 17:02:07.733669,"(21.0, 38.0, 32.44444444444444)","(11.0, 22.0, 14.25)","(61.0, 120.0, 96.78571428571429)","(1.65, 2.46, 2.34)","(11.0, 16.5, 14.555555555555555)","(17.0, 29.0, 24.727272727272727)","(17.0, 30.0, 24.583333333333332)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 150.0, 133.33333333333331)"
10-01-2023 17:02:09.248596,"(21.0, 38.0, 35.0)","(11.0, 21.0, 17.0)","(61.0, 120.0, 96.78571428571429)","(1.65, 2.46, 2.145)","(11.0, 16.5, 14.555555555555555)","(17.0, 28.0, 20.8)","(17.0, 30.0, 24.583333333333332)","(4.8, 6.2, 5.735714285714286)","(9.0, 99999, 99990)","(91.0, 150.0, 133.33333333333331)"
