,Sozins Queen,Sir Clive,Champagne,Rowdys Monster,Daves Deal,Taieri Taylee,Homebush Cricket,Free For All
05-01-2023 14:37:29.014077,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:30.124205,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:31.210787,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:32.335342,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:33.490134,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:34.803739,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:36.015939,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:37.440536,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:38.829507,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:40.197055,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:41.744377,"(7.5, 16.5, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:43.042859,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:44.399242,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:45.522296,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:46.610822,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:47.795028,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:49.000971,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:50.152947,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:51.312783,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:52.452908,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:53.648161,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:54.798246,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:56.004795,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:57.261428,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:58.385694,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:37:59.535590,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:00.665297,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:01.700031,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:02.820474,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 6.058333333333334)","(3.9, 7.2, 6.141176470588235)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:03.998503,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 7.6, 5.75)","(3.9, 7.2, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:05.096736,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:06.256531,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:07.418878,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:08.464621,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:09.616219,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:10.757741,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:11.938855,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:13.187221,"(7.5, 17.0, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:14.349452,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:15.542997,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:16.703850,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:17.822489,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:18.899151,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:19.986419,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.7058823529411775)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:21.199447,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:22.347115,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:23.536431,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:24.776806,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:25.968269,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:27.067685,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:28.227569,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:29.296299,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:30.367326,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:31.491989,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:32.601805,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:33.683337,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:34.744620,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:35.893597,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:37.088048,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 6.326923076923077)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:38.404446,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:39.482078,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:40.663064,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:41.816644,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:42.990284,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:44.146757,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:45.277077,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:46.620405,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:47.695298,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.977272727272727)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:48.822276,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 8.0, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:49.980584,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.138461538461539)","(5.0, 13.0, 11.266666666666666)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:51.058611,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.81)","(5.0, 13.0, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:52.071231,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:53.169843,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:54.284160,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:55.307231,"(7.5, 17.0, 15.571428571428571)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:56.448962,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:57.663896,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:58.844045,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:38:59.935478,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:01.244860,"(7.5, 16.5, 15.142857142857142)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.675)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.81)","(5.0, 12.5, 11.5875)","(21.0, 220.0, 108.88888888888889)"
