,Sozins Queen,Sir Clive,Champagne,Rowdys Monster,Daves Deal,Taieri Taylee,Homebush Cricket,Free For All
05-01-2023 14:45:32.810805,"(9.0, 18.5, 16.4)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 4.96)","(6.0, 9.2, 6.4799999999999995)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:33.956489,"(9.0, 19.0, 16.8)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 4.96)","(6.0, 9.2, 6.4799999999999995)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:35.005868,"(9.0, 18.5, 16.4)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 4.96)","(6.0, 9.2, 6.4799999999999995)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:36.094979,"(9.0, 18.5, 16.4)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.2, 6.127272727272727)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:37.262990,"(9.0, 18.5, 16.4)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:38.403523,"(9.0, 18.5, 16.4)","(21.0, 220.0, 114.6470588235294)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:39.440777,"(9.0, 19.0, 16.8)","(21.0, 220.0, 58.81818181818182)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:40.526155,"(9.0, 18.5, 16.4)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 12.858333333333334)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:41.591976,"(9.0, 18.5, 16.4)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:42.672951,"(9.0, 19.0, 16.8)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.173529411764706)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:43.780103,"(9.0, 19.0, 16.8)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 7.0, 5.079411764705882)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:44.922495,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.079411764705882)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:46.078137,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.079411764705882)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:47.152268,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.079411764705882)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:48.296243,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.079411764705882)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:49.417230,"(9.0, 19.5, 18.22222222222222)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.407142857142857)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:50.458778,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.407142857142857)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:51.504575,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.407142857142857)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:52.699198,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.407142857142857)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:53.738547,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 5.407142857142857)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:54.880356,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 4.512962962962963)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:56.058942,"(9.0, 19.5, 17.2)","(21.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 4.512962962962963)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:57.176684,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.8, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 11.446666666666665)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:58.284186,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 13.5, 10.584999999999999)","(21.0, 220.0, 70.75)"
05-01-2023 14:45:59.448096,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 14.5, 11.23076923076923)","(21.0, 220.0, 70.75)"
05-01-2023 14:46:00.594300,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 14.5, 11.23076923076923)","(21.0, 220.0, 70.75)"
05-01-2023 14:46:01.685477,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 14.5, 11.125)","(21.0, 220.0, 70.75)"
05-01-2023 14:46:02.804414,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 14.5, 11.607142857142858)","(21.0, 220.0, 70.75)"
05-01-2023 14:46:03.930173,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 6.261111111111111)","(6.0, 9.4, 7.6)","(4.6, 8.6, 7.74)","(5.0, 14.5, 11.607142857142858)","(21.0, 220.0, 70.75)"
05-01-2023 14:46:05.087740,"(9.0, 19.5, 17.2)","(26.0, 220.0, 72.25)","(4.0, 5.9, 4.8500000000000005)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 9.5625)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:06.312959,"(9.0, 19.5, 13.85)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:07.524103,"(9.0, 20.0, 10.057142857142857)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:08.719537,"(9.0, 20.0, 11.3)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:09.697087,"(9.0, 20.0, 11.3)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:10.729398,"(9.0, 20.0, 11.3)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:11.865562,"(9.0, 20.0, 11.3)","(26.0, 220.0, 101.8)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.6)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:12.975558,"(9.0, 20.0, 11.3)","(26.0, 220.0, 131.35)","(4.0, 5.9, 4.99)","(3.6, 6.6, 5.768181818181818)","(6.0, 9.4, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:14.172634,"(9.0, 20.0, 11.3)","(26.0, 220.0, 131.35)","(4.0, 6.0, 5.15)","(3.6, 6.8, 5.913636363636364)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:15.396015,"(9.0, 20.0, 11.3)","(26.0, 220.0, 131.35)","(4.0, 6.2, 5.15)","(3.6, 6.8, 5.913636363636364)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 220.0, 147.0)"
05-01-2023 14:46:16.624893,"(9.0, 20.0, 11.3)","(26.0, 220.0, 131.35)","(4.0, 6.2, 5.15)","(3.6, 6.8, 5.913636363636364)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 11.291666666666668)","(21.0, 210.0, 100.60000000000001)"
05-01-2023 14:46:17.667399,"(9.0, 20.0, 11.3)","(26.0, 220.0, 131.35)","(4.0, 6.2, 5.15)","(3.6, 6.8, 5.913636363636364)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 14.5, 9.4)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:18.828577,"(9.0, 20.0, 18.841379310344827)","(26.0, 220.0, 131.35)","(4.0, 6.2, 5.15)","(3.6, 6.8, 5.176666666666666)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.4)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:19.977540,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.2, 5.15)","(3.6, 6.6, 5.176666666666666)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.4)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:21.049402,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.2, 5.15)","(3.6, 6.6, 5.176666666666666)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 13.32)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:22.201638,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 11.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:23.433200,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 7.036363636363636)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 11.96)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:24.625089,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.555555555555555)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:25.722151,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:26.804498,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:27.915808,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:29.014745,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:30.138978,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 5.074999999999999)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.8)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:31.352864,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.83421052631579)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 15.0, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:32.572592,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.83421052631579)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:33.768649,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.83421052631579)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:34.911929,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.83421052631579)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:36.031128,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.83421052631579)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:37.173776,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 3.7583333333333333)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:38.222170,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 3.7583333333333333)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:39.320262,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:40.524449,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:41.750276,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.59)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.5285714285714285)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:42.977140,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:44.235123,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:45.343633,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:46.517324,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:47.494534,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:48.624428,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 4.497058823529412)","(6.0, 9.2, 6.82)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:49.831885,"(9.0, 20.0, 13.4)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.133333333333333)","(6.0, 9.2, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.3)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:50.999318,"(9.0, 20.0, 15.457142857142857)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.133333333333333)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 13.5, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:52.146621,"(9.0, 20.0, 15.542857142857143)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 3.934615384615385)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:53.323684,"(9.0, 20.0, 15.542857142857143)","(26.0, 220.0, 181.45652173913044)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 3.934615384615385)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:54.478048,"(9.0, 20.0, 12.2)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:55.656535,"(9.0, 11.0, 9.627450980392156)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:56.736553,"(9.0, 11.0, 9.627450980392156)","(26.0, 210.0, 86.0)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:57.873910,"(9.0, 11.5, 10.55)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:46:59.053517,"(9.0, 13.0, 11.3)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 9.466666666666667)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:00.199563,"(9.0, 13.5, 11.55)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:01.324393,"(9.0, 13.5, 11.55)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:02.500884,"(9.0, 13.0, 10.733333333333333)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:03.658343,"(9.0, 13.0, 10.733333333333333)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:04.756372,"(9.0, 13.0, 10.733333333333333)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:05.887213,"(9.0, 13.5, 10.0875)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:07.024139,"(9.0, 13.5, 10.0875)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:08.090224,"(9.0, 13.5, 10.0875)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.192)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
05-01-2023 14:47:09.256138,"(9.0, 13.5, 10.0875)","(26.0, 220.0, 43.6)","(4.0, 6.0, 5.121428571428572)","(3.6, 6.6, 5.296296296296296)","(6.0, 9.0, 8.2)","(4.6, 8.6, 8.0625)","(5.0, 14.0, 8.333333333333334)","(21.0, 220.0, 100.60000000000001)"
