,Miss Corey,Codas Honor,Practically There,Shes All Courage,Castle Of Caylee,Divine Fashion,Unexpectedly,Christines Cosmo
08-01-2023 09:50:25.081532,"(4.6, 5.5, 5.3769230769230765)",,"(6.5, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(19.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:25.961494,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:26.971581,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:27.870776,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:28.766925,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:29.691453,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:30.605414,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:31.492713,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:32.388886,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:33.323715,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:34.211569,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:35.135944,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:36.025486,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:36.935577,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:37.831342,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:38.750307,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:39.661324,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:40.551328,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:41.464254,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:42.357731,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:43.262963,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:44.173196,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:45.060393,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:45.965929,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:46.869487,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:47.757123,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:48.655667,"(5.0, 5.5, 5.322222222222222)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:49.560899,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:50.461088,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:51.379959,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:52.316126,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:53.220918,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:54.111080,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:55.009489,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 125.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:55.900722,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:56.800753,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:57.724505,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:58.610834,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:50:59.560788,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:51:00.460839,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:51:01.351741,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.7)"
08-01-2023 09:51:02.240807,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 35.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:03.130834,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:04.030822,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:04.930958,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:05.841864,"(5.0, 5.5, 5.3769230769230765)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:06.730612,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:07.626031,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:08.540848,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:09.443530,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:10.357365,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:11.244579,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:12.140546,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.75)"
08-01-2023 09:51:13.060519,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.54054054054054)","(6.0, 7.6, 7.4)","(21.0, 38.0, 36.0)","(2.0, 2.56, 2.5441176470588234)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.25)"
08-01-2023 09:51:13.940459,"(5.0, 5.5, 5.395652173913043)",,"(6.0, 6.8, 6.509090909090909)","(6.0, 7.6, 7.266666666666667)","(21.0, 38.0, 36.0)","(2.0, 2.68, 2.668)","(20.0, 220.0, 126.0)","(10.0, 13.0, 12.25)"
08-01-2023 09:51:14.846650,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.68, 2.665)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:15.750604,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.68, 2.6831578947368424)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:16.639382,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.72, 2.6831578947368424)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:17.543065,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.708421052631579)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:18.440257,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.708421052631579)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:19.335967,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.7249999999999996)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:20.231913,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.7249999999999996)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:21.159302,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.6836363636363636)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:22.051388,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.35)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.6836363636363636)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:22.956647,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.3999999999999995)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.6836363636363636)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:23.845433,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.3999999999999995)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.6836363636363636)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:24.765175,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.3999999999999995)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.6836363636363636)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:25.661377,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.25)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.76, 2.7)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:26.578183,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:27.461448,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:28.347530,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:29.251252,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:30.156809,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:31.051388,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:31.951407,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:32.854393,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:33.741308,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:34.641031,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.686666666666667)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:35.521224,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.686666666666667)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:36.424738,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.686666666666667)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:37.301164,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:38.192066,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:39.082310,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:39.981251,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:40.884305,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:41.780091,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.222222222222222)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6900000000000004)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:42.661043,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:43.570904,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:44.453459,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:45.350799,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 126.0)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:46.270933,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:47.161117,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 37.111111111111114)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
08-01-2023 09:51:48.056045,"(5.0, 5.5, 5.436842105263158)",,"(6.0, 6.6, 6.333333333333333)","(6.0, 7.6, 7.266666666666667)","(26.0, 38.0, 36.0)","(2.0, 2.74, 2.6733333333333333)","(20.0, 220.0, 107.2)","(10.0, 12.5, 12.055555555555555)"
