,Miss Corey,Codas Honor,Practically There,Shes All Courage,Castle Of Caylee,Divine Fashion,Unexpectedly,Christines Cosmo
08-01-2023 09:20:17.884690,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:18.758613,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:19.663628,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:20.576778,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:21.457228,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:22.325001,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:23.222560,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:24.107837,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:25.004311,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:25.869652,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:26.762618,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:27.652114,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:28.560460,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:29.443140,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:30.337343,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:31.202943,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:32.077222,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:32.954960,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:33.855973,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:34.743046,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:35.624095,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:36.515983,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:37.406965,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:38.316400,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:39.204085,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:40.094003,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:40.983412,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:41.884639,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:42.776298,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:43.659485,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:44.549365,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:45.441667,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:46.339090,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:47.228861,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:48.116635,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:49.013392,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:49.885078,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:50.790254,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:51.670085,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:52.547391,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:53.407573,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:54.297111,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:55.171224,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:56.076263,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:56.974633,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:57.859677,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:58.748255,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:20:59.628520,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:21:00.533145,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:21:01.428545,"(5.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(8.0, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(17.0, 230.0, 172.7875)"
08-01-2023 09:21:02.323272,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:03.205161,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:04.078449,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:04.989340,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:05.875132,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:06.764364,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:07.643995,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:08.538886,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:09.411205,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:10.309314,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:11.180104,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:12.050496,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:12.939977,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:13.828575,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:14.703205,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:15.573898,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:16.464495,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:17.362060,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:18.226477,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:19.108662,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:20.007956,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:20.885209,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:21.774222,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:22.675707,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:23.563584,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:24.453695,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:25.325099,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:26.220842,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:27.107952,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:27.991898,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:28.908836,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:29.798497,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:30.697131,"(6.0, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:31.578206,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:32.458280,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:33.348190,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:34.219895,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:35.109630,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:36.009066,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:36.902766,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:37.796781,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
08-01-2023 09:21:38.702261,"(5.5, 230.0, 172.7875)","(2.9, 99999, 99990)","(9.0, 230.0, 172.7875)","(7.5, 230.0, 172.7875)","(31.0, 230.0, 172.7875)","(2.7, 230.0, 172.7875)","(26.0, 230.0, 172.7875)","(16.0, 230.0, 172.7875)"
